Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0014G-6H-2, 92.0 cm",NULL,47.676,48.255,47.676,48.255,"C0014G-6H-2, 94.0 cm",NULL,47.685,48.275,47.685,48.275,"C0014G-6H-2 W, 92.0--94.0 cm",CKY000000000003327900,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T01:21:15Z,126,glass beaker,6.046,2.731,11.3993,5.8046,5.3533,126,glass beaker,6.046,2.731,9.5301,3.9435,3.4841,1.937,1.8916,1.182,3.0736,1.2125,0.0678,0.0305,3.4163,0.3618,0.567,1.7417,1.1115,2.8903,0.6154,1.6003,fuway,2010-09-23T11:10:25Z
"C0014G-6H-3, 39.0 cm",NULL,47.89,48.73,47.89,48.73,"C0014G-6H-3, 41.0 cm",NULL,47.899,48.75,47.899,48.75,"C0014G-6H-3 W, 39.0--41.0 cm",CKY000000000003328000,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T01:21:37Z,436,glass beaker,6.243,2.805,12.5937,6.8535,6.3507,436,glass beaker,6.243,2.805,9.7589,4.031,3.5159,2.9376,2.8688,1.1797,4.0485,1.226,0.1028,0.0463,3.4131,0.4626,0.8607,1.5687,0.8431,2.8932,0.7086,2.4318,fuway,2010-09-23T11:10:25Z
"C0014G-6H-4, 29.0 cm",NULL,48.303,49.645,48.303,49.645,"C0014G-6H-4, 31.0 cm",NULL,48.312,49.665,48.312,49.665,"C0014G-6H-4 W, 29.0--31.0 cm",CKY000000000003328100,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T01:21:52Z,123,glass beaker,6.062,2.742,10.9697,5.5255,4.9077,123,glass beaker,6.062,2.742,9.2805,3.8436,3.2185,1.7505,1.7095,1.074,2.7835,1.1016,0.0613,0.0276,3.1572,0.3567,0.5544,1.7631,1.1343,2.9397,0.6142,1.5917,fuway,2010-09-23T11:10:26Z
"C0014G-6H-5, 62.0 cm",NULL,48.905,50.98,48.905,50.98,"C0014G-6H-5, 64.0 cm",NULL,48.914,51,48.914,51,"C0014G-6H-5 W, 62.0--64.0 cm",CKY000000000003328200,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T01:34:29Z,149,glass beaker,6.051,2.718,11.3363,6.3845,5.2853,149,glass beaker,6.051,2.718,8.4545,3.5153,2.4035,2.9863,2.9163,0.7502,3.6665,0.7973,0.1045,0.0471,2.299,0.565,1.299,1.4415,0.627,3.0645,0.7954,3.8874,fuway,2010-09-23T11:10:26Z
"C0014G-6H-6, 19.0 cm",NULL,49.165,51.555,49.165,51.555,"C0014G-6H-6, 21.0 cm",NULL,49.174,51.575,49.174,51.575,"C0014G-6H-6 W, 19.0--21.0 cm",CKY000000000003328300,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T02:05:37Z,510,glass beaker,4.569,2.12,12.1682,7.2326,7.5992,510,glass beaker,4.569,2.12,8.368,3.449,3.799,3.938,3.8457,1.2669,5.1126,1.329,0.1378,0.0621,3.6612,0.5182,1.0756,1.4864,0.7161,2.8899,0.7522,3.0355,fuway,2010-09-23T11:10:26Z
"C0014G-6H-7, 69.0 cm",NULL,49.596,52.51,49.596,52.51,"C0014G-6H-7, 71.0 cm",NULL,49.605,52.53,49.605,52.53,"C0014G-6H-7 W, 69.0--71.0 cm",CKY000000000003328400,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T02:06:17Z,416,glass beaker,6.219,2.796,11.4501,6.4852,5.2311,416,glass beaker,6.219,2.796,8.6555,3.7028,2.4365,2.896,2.8281,0.8611,3.6892,0.9068,0.1014,0.0457,2.3351,0.5536,1.2402,1.4179,0.633,2.7118,0.7666,3.2843,fuway,2010-09-23T11:10:26Z
"C0014G-6H-CC, 57.0 cm",NULL,50.006,53.42,50.006,53.42,"C0014G-6H-CC, 59.0 cm",NULL,50.015,53.44,50.015,53.44,"C0014G-6H-CC W, 57.0--59.0 cm",CKY000000000003328500,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T02:06:47Z,504,glass beaker,4.572,2.041,9.4735,5.3229,4.9015,504,glass beaker,4.572,2.041,7.1347,2.9943,2.5627,2.4236,2.3668,0.9151,3.2819,0.9533,0.0848,0.0382,2.4779,0.4945,0.9781,1.4935,0.755,2.7078,0.7212,2.5864,fuway,2010-09-23T11:10:26Z
"C0014G-9X-1, 50.0 cm",NULL,54.7,54.7,54.7,54.7,"C0014G-9X-1, 52.0 cm",NULL,54.72,54.72,54.72,54.72,"C0014G-9X-1 W, 50.0--52.0 cm",CKY000000000003332200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T05:50:55Z,414,glass beaker,6.241,2.806,10.4256,5.2542,4.1846,414,glass beaker,6.241,2.806,8.9919,3.8267,2.7509,1.4857,1.4509,0.9973,2.4482,1.0207,0.052,0.0234,2.6989,0.355,0.5505,1.7093,1.1024,2.7062,0.5926,1.4548,fuway,2010-09-23T11:10:26Z
"C0014G-9X-2, 104.0 cm",NULL,56.645,56.645,56.645,56.645,"C0014G-9X-2, 106.0 cm",NULL,56.665,56.665,56.665,56.665,"C0014G-9X-2 W, 104.0--106.0 cm",CKY000000000003332300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T05:51:12Z,197,glass beaker,6.032,2.707,10.8995,5.2595,4.8675,197,glass beaker,6.032,2.707,9.6842,4.0495,3.6522,1.2594,1.2299,1.3226,2.5525,1.3425,0.0441,0.0199,3.6081,0.2587,0.349,1.907,1.4136,2.728,0.4818,0.9299,fuway,2010-09-23T11:10:26Z
"C0014G-9X-CC, 34.0 cm",NULL,57.225,57.225,57.225,57.225,"C0014G-9X-CC, 36.0 cm",NULL,57.245,57.245,57.245,57.245,"C0014G-9X-CC W, 34.0--36.0 cm",CKY000000000003332400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T05:51:29Z,171,glass beaker,5.99,2.735,12.6096,6.2515,6.6196,171,glass beaker,5.99,2.735,10.9088,4.5581,4.9188,1.7625,1.7212,1.7953,3.5165,1.8231,0.0617,0.0278,4.8571,0.2663,0.3629,1.8824,1.3812,2.7055,0.4895,0.9587,fuway,2010-09-23T11:10:26Z
"C0014G-11X-CC, 12.0 cm",NULL,59.935,59.935,59.935,59.935,"C0014G-11X-CC, 14.0 cm",NULL,59.955,59.955,59.955,59.955,"C0014G-11X-CC W, 12.0--14.0 cm",CKY000000000003333700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T07:42:15Z,156,glass beaker,5.936,2.664,14.7965,6.7996,8.8605,156,glass beaker,5.936,2.664,13.2854,5.2951,7.3494,1.5659,1.5292,2.6064,4.1356,2.6311,0.0548,0.0247,7.2946,0.1767,0.2147,2.1425,1.7639,2.7987,0.3698,0.5867,fuway,2010-09-25T12:35:46Z
"C0014G-12H-3, 7.0 cm",NULL,65.22,65.22,65.22,65.22,"C0014G-12H-3, 9.0 cm",NULL,65.24,65.24,65.24,65.24,"C0014G-12H-3 W, 7.0--9.0 cm",CKY000000000003333800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T07:42:48Z,501,glass beaker,6.113,2.764,11.5211,5.6382,5.4081,501,glass beaker,6.113,2.764,10.1285,4.2516,4.0155,1.4431,1.4093,1.4649,2.8742,1.4876,0.0505,0.0227,3.965,0.2668,0.364,1.8816,1.3795,2.7067,0.4903,0.962,fuway,2010-09-25T12:35:46Z
"C0014G-12H-3, 89.0 cm",NULL,66.04,66.04,66.04,66.04,"C0014G-12H-3, 91.0 cm",NULL,66.06,66.06,66.06,66.06,"C0014G-12H-3 W, 89.0--91.0 cm",CKY000000000003333900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T07:43:04Z,428,glass beaker,6.173,2.779,12.3994,5.9966,6.2264,428,glass beaker,6.173,2.779,10.9575,4.561,4.7845,1.4942,1.4592,1.7584,3.2176,1.782,0.0523,0.0236,4.7322,0.24,0.3158,1.9351,1.4707,2.6912,0.4535,0.8298,fuway,2010-09-25T12:35:46Z
"C0014G-13T-1, 19.0 cm",NULL,66.89,66.89,66.89,66.89,"C0014G-13T-1, 21.0 cm",NULL,66.91,66.91,66.91,66.91,"C0014G-13T-1 W, 19.0--21.0 cm",CKY000000000003337100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T10:27:06Z,446,glass beaker,6.339,2.811,11.8182,5.843,5.4792,446,glass beaker,6.339,2.811,10.2669,4.2985,3.9279,1.6076,1.5699,1.4621,3.032,1.4875,0.0563,0.0254,3.8716,0.2934,0.4152,1.8071,1.2769,2.648,0.5178,1.0737,fuway,2010-09-25T12:35:46Z
"C0014G-13T-2, 60.0 cm",NULL,68.3,68.3,68.3,68.3,"C0014G-13T-2, 62.0 cm",NULL,68.32,68.32,68.32,68.32,"C0014G-13T-2 W, 60.0--62.0 cm",CKY000000000003337200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T10:27:40Z,110,glass beaker,5.994,2.678,12.0617,6.0535,6.0677,110,glass beaker,5.994,2.678,10.2176,4.2174,4.2236,1.911,1.8662,1.5093,3.3755,1.5394,0.0669,0.0301,4.1567,0.3149,0.4597,1.7976,1.2314,2.7541,0.5529,1.2365,fuway,2010-09-25T12:35:46Z
"C0014G-13T-3, 91.0 cm",NULL,69.615,69.615,69.615,69.615,"C0014G-13T-3, 93.0 cm",NULL,69.635,69.635,69.635,69.635,"C0014G-13T-3 W, 91.0--93.0 cm",CKY000000000003337300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T10:28:05Z,444,glass beaker,6.205,2.806,14.3487,7.588,8.1437,444,glass beaker,6.205,2.806,11.5154,4.767,5.3104,2.9361,2.8673,1.9147,4.782,1.961,0.1028,0.0463,5.2076,0.3605,0.5638,1.703,1.089,2.7198,0.5996,1.4975,fuway,2010-09-25T12:35:46Z
"C0014G-13T-4, 11.0 cm",NULL,69.815,69.815,69.815,69.815,"C0014G-13T-4, 13.0 cm",NULL,69.835,69.835,69.835,69.835,"C0014G-13T-4 W, 11.0--13.0 cm",CKY000000000003337400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T10:28:25Z,146,glass beaker,6.075,2.761,12.794,6.7717,6.719,146,glass beaker,6.075,2.761,10.1864,4.1754,4.1114,2.7022,2.6389,1.3718,4.0107,1.4144,0.0946,0.0426,4.0168,0.4022,0.6727,1.6753,1.0015,2.9281,0.658,1.9237,fuway,2010-09-25T12:35:46Z
"C0014G-14T-1, 30.0 cm",NULL,71.5,71.5,71.5,71.5,"C0014G-14T-1, 32.0 cm",NULL,71.52,71.52,71.52,71.52,"C0014G-14T-1 W, 30.0--32.0 cm",CKY000000000003340300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T13:12:22Z,112,glass beaker,6.025,2.678,14.282,7.1888,8.257,112,glass beaker,6.025,2.678,11.8132,4.7308,5.7882,2.5583,2.4983,2.0125,4.5108,2.0528,0.0895,0.0403,5.6987,0.3098,0.4489,1.8305,1.2633,2.8317,0.5538,1.2414,fuway,2010-09-25T12:35:46Z
"C0014G-14T-2, 88.0 cm",NULL,72.555,72.555,72.555,72.555,"C0014G-14T-2, 90.0 cm",NULL,72.575,72.575,72.575,72.575,"C0014G-14T-2 W, 88.0--90.0 cm",CKY000000000003340400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T13:12:38Z,447,glass beaker,6.139,2.747,13.8827,6.9235,7.7437,447,glass beaker,6.139,2.747,11.6523,4.7028,5.5133,2.3113,2.2571,1.9194,4.1765,1.9558,0.0809,0.0364,5.4324,0.2985,0.4255,1.8541,1.3007,2.8303,0.5404,1.1759,fuway,2010-09-25T12:35:46Z
"C0014G-14T-3, 50.0 cm",NULL,73.19,73.19,73.19,73.19,"C0014G-14T-3, 52.0 cm",NULL,73.21,73.21,73.21,73.21,"C0014G-14T-3 W, 50.0--52.0 cm",CKY000000000003340500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T13:12:56Z,167,glass beaker,6.08,2.751,12.6976,6.201,6.6176,167,glass beaker,6.08,2.751,10.8772,4.3885,4.7972,1.8864,1.8422,1.6078,3.45,1.6375,0.066,0.0297,4.7312,0.2851,0.3987,1.9181,1.3714,2.9427,0.534,1.1458,fuway,2010-09-25T12:35:46Z
"C0014G-15T-CC, 19.0 cm",NULL,75.853,76.095,75.853,76.095,"C0014G-15T-CC, 21.0 cm",NULL,75.861,76.115,75.861,76.115,"C0014G-15T-CC W, 19.0--21.0 cm",CKY000000000003340600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-22T13:13:22Z,407,glass beaker,6.253,2.81,11.1877,5.2345,4.9347,407,glass beaker,6.253,2.81,10.0417,4.0934,3.7887,1.1876,1.1598,1.2647,2.4245,1.2834,0.0416,0.0187,3.7471,0.2407,0.3169,2.0353,1.5455,2.9628,0.4784,0.9171,fuway,2010-09-25T12:35:46Z
"C0014G-16T-1, 36.0 cm",NULL,76.26,76.26,76.26,76.26,"C0014G-16T-1, 38.0 cm",NULL,76.28,76.28,76.28,76.28,"C0014G-16T-1 W, 36.0--38.0 cm",CKY000000000003342100,PP,NULL,5,stephen331,NULL,CKY,2010-09-22T14:29:13Z,440,glass beaker,6.196,2.796,13.1226,5.7228,6.9266,440,glass beaker,6.196,2.796,11.211,3.8195,5.015,1.9809,1.9345,0.9923,2.9268,1.0235,0.0693,0.0312,4.9457,0.286,0.4005,2.3666,1.6898,4.9841,0.661,1.9495,fuway,2010-09-25T12:35:46Z
"C0014G-16T-2, 74.0 cm",NULL,77.425,77.425,77.425,77.425,"C0014G-16T-2, 76.0 cm",NULL,77.445,77.445,77.445,77.445,"C0014G-16T-2 W, 74.0--76.0 cm",CKY000000000003342200,PP,NULL,5,stephen331,NULL,CKY,2010-09-22T14:29:52Z,411,glass beaker,6.295,2.835,15.3832,7.6766,9.0882,411,glass beaker,6.295,2.835,12.7268,5.0318,6.4318,2.7527,2.6882,2.1534,4.8416,2.1968,0.0963,0.0434,6.3355,0.3029,0.4345,1.8771,1.3086,2.9421,0.5552,1.2484,fuway,2010-09-25T12:35:46Z
"C0014G-16T-CC, 19.0 cm",NULL,77.875,77.875,77.875,77.875,"C0014G-16T-CC, 21.0 cm",NULL,77.895,77.895,77.895,77.895,"C0014G-16T-CC W, 19.0--21.0 cm",CKY000000000003342300,PP,NULL,5,stephen331,NULL,CKY,2010-09-22T14:30:06Z,419,glass beaker,6.2,2.775,10.4511,4.9089,4.2511,419,glass beaker,6.2,2.775,9.4625,3.9246,3.2625,1.0245,1.0005,1.1334,2.1339,1.1496,0.0359,0.0162,3.2266,0.241,0.3175,1.9922,1.5121,2.8468,0.4689,0.8827,fuway,2010-09-25T12:35:46Z
"C0014G-17T-1, 29.0 cm",NULL,80.49,80.49,80.49,80.49,"C0014G-17T-1, 31.0 cm",NULL,80.51,80.51,80.51,80.51,"C0014G-17T-1 W, 29.0--31.0 cm",CKY000000000003358400,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T18:43:52Z,148,glass beaker,6.087,2.743,11.2441,5.5044,5.1571,148,glass beaker,6.087,2.743,9.8153,4.0818,3.7283,1.4806,1.4459,1.3155,2.7614,1.3388,0.0518,0.0233,3.6765,0.2871,0.4027,1.8676,1.3314,2.7948,0.5236,1.0991,fuway,2010-09-25T12:35:46Z
"C0014G-17T-2, 49.0 cm",NULL,81.1,81.1,81.1,81.1,"C0014G-17T-2, 51.0 cm",NULL,81.12,81.12,81.12,81.12,"C0014G-17T-2 W, 49.0--51.0 cm",CKY000000000003358500,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T18:44:15Z,127,glass beaker,5.998,2.728,11.6285,5.6355,5.6305,127,glass beaker,5.998,2.728,10.0228,4.0368,4.0248,1.6639,1.6249,1.2826,2.9075,1.3088,0.0582,0.0262,3.9666,0.2955,0.4195,1.9365,1.3643,3.0926,0.5589,1.2669,fuway,2010-09-25T12:35:47Z
"C0014G-17T-3, 34.0 cm",NULL,81.955,81.955,81.955,81.955,"C0014G-17T-3, 36.0 cm",NULL,81.975,81.975,81.975,81.975,"C0014G-17T-3 W, 34.0--36.0 cm",CKY000000000003358600,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T18:44:32Z,425,glass beaker,6.259,2.81,10.8511,5.3757,4.5921,425,glass beaker,6.259,2.81,9.3914,3.9224,3.1324,1.5126,1.4771,1.0886,2.5657,1.1124,0.0529,0.0238,3.0795,0.3294,0.4912,1.7898,1.2003,2.8289,0.5757,1.3569,fuway,2010-09-25T12:35:47Z
"C0014G-17T-4, 49.0 cm",NULL,83.115,83.115,83.115,83.115,"C0014G-17T-4, 51.0 cm",NULL,83.135,83.135,83.135,83.135,"C0014G-17T-4 W, 49.0--51.0 cm",CKY000000000003358700,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T18:44:53Z,134,glass beaker,6.039,2.725,11.2765,5.7415,5.2375,134,glass beaker,6.039,2.725,9.3994,3.8726,3.3604,1.9452,1.8996,1.1169,3.0165,1.1476,0.0681,0.0307,3.2923,0.3714,0.5908,1.7363,1.0914,2.9477,0.6297,1.7008,fuway,2010-09-25T12:35:47Z
"C0014G-18T-1, 24.0 cm",NULL,84.94,84.94,84.94,84.94,"C0014G-18T-1, 26.0 cm",NULL,84.96,84.96,84.96,84.96,"C0014G-18T-1 W, 24.0--26.0 cm",CKY000000000003360800,PP,NULL,10,yasunagam,Corrected from WR (by yuka) to W,CKY,2010-09-22T21:21:44Z,431,glass beaker,6.33,2.848,12.0733,6.1315,5.7433,431,glass beaker,6.33,2.848,10.1039,4.1707,3.7739,2.0408,1.993,1.2905,3.2835,1.3227,0.0714,0.0322,3.7025,0.3553,0.5512,1.7491,1.1276,2.869,0.607,1.5444,fuway,2010-09-25T12:35:47Z
"C0014G-18T-2, 27.0 cm",NULL,85.285,85.285,85.285,85.285,"C0014G-18T-2, 29.0 cm",NULL,85.305,85.305,85.305,85.305,"C0014G-18T-2 W, 27.0--29.0 cm",CKY000000000003360900,PP,NULL,10,yasunagam,Corrected from WR (by yuka) to W,CKY,2010-09-22T21:22:06Z,14,glass beaker,4.56,2.074,9.67,5.1968,5.11,14,glass beaker,4.56,2.074,7.4967,3.033,2.9367,2.2521,2.1993,0.9235,3.1228,0.959,0.0788,0.0355,2.8579,0.4407,0.788,1.6364,0.9152,3.0946,0.7043,2.3815,fuway,2010-09-25T12:35:47Z
"C0014G-18T-3, 79.0 cm",NULL,86.805,86.805,86.805,86.805,"C0014G-18T-3, 81.0 cm",NULL,86.825,86.825,86.825,86.825,"C0014G-18T-3 W, 79.0--81.0 cm",CKY000000000003361000,PP,NULL,10,yasunagam,Corrected from WR (by yuka) to W,CKY,2010-09-22T21:22:26Z,509,glass beaker,4.605,2.094,10.2773,5.4101,5.6723,509,glass beaker,4.605,2.094,8.1116,3.2539,3.5066,2.2442,2.1916,1.1245,3.3161,1.1599,0.0785,0.0354,3.4281,0.3956,0.6546,1.7105,1.0338,3.0486,0.6609,1.949,fuway,2010-09-25T12:35:47Z
"C0014G-18T-4, 44.0 cm",NULL,87.46,87.46,87.46,87.46,"C0014G-18T-4, 46.0 cm",NULL,87.48,87.48,87.48,87.48,"C0014G-18T-4 W, 44.0--46.0 cm",CKY000000000003361100,PP,NULL,10,yasunagam,Corrected from WR (by yuka) to W,CKY,2010-09-22T21:22:45Z,162,glass beaker,5.997,2.698,11.4934,5.9301,5.4964,162,glass beaker,5.997,2.698,9.4814,3.9269,3.4844,2.085,2.0361,1.196,3.2321,1.2289,0.073,0.0329,3.4114,0.3793,0.6112,1.7006,1.0555,2.8523,0.63,1.7024,fuway,2010-09-25T12:35:47Z
"C0014G-18T-CC, 9.0 cm",NULL,88.12,88.12,88.12,88.12,"C0014G-18T-CC, 11.0 cm",NULL,88.14,88.14,88.14,88.14,"C0014G-18T-CC W, 9.0--11.0 cm",CKY000000000003361600,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T21:29:08Z,166,glass beaker,6.115,2.753,11.3261,5.9189,5.2111,166,glass beaker,6.115,2.753,9.3218,3.9233,3.2068,2.077,2.0283,1.1376,3.1659,1.1703,0.0727,0.0327,3.1341,0.3986,0.6627,1.646,0.99,2.755,0.6407,1.783,fuway,2010-09-25T12:35:47Z
"C0014G-19T-1, 6.0 cm",NULL,89.26,89.26,89.26,89.26,"C0014G-19T-1, 8.0 cm",NULL,89.28,89.28,89.28,89.28,"C0014G-19T-1 W, 6.0--8.0 cm",CKY000000000003362700,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T23:09:42Z,449,glass beaker,6.219,2.847,12.234,5.7107,6.015,449,glass beaker,6.219,2.847,11.0843,4.566,4.8653,1.1914,1.1635,1.7002,2.8637,1.719,0.0417,0.0188,4.8236,0.1981,0.247,2.1004,1.6844,2.8371,0.4063,0.6843,fuway,2010-09-25T12:35:47Z
"C0014G-19T-CC, 4.0 cm",NULL,89.395,89.395,89.395,89.395,"C0014G-19T-CC, 6.0 cm",NULL,89.415,89.415,89.415,89.415,"C0014G-19T-CC W, 4.0--6.0 cm",CKY000000000003362800,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T23:10:05Z,122,glass beaker,5.972,2.732,12.2497,5.7191,6.2777,122,glass beaker,5.972,2.732,11.116,4.5903,5.144,1.1748,1.1473,1.8398,2.9871,1.8583,0.0411,0.0185,5.1029,0.1871,0.2302,2.1016,1.7083,2.7736,0.3841,0.6236,fuway,2010-09-25T12:35:47Z
"C0014G-20T-1, 11.0 cm",NULL,93.81,93.81,93.81,93.81,"C0014G-20T-1, 13.0 cm",NULL,93.83,93.83,93.83,93.83,"C0014G-20T-1 W, 11.0--13.0 cm",CKY000000000003362900,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T23:11:04Z,111,glass beaker,6.064,2.728,10.9412,5.2301,4.8772,111,glass beaker,6.064,2.728,9.815,4.1089,3.751,1.167,1.1396,1.3625,2.5021,1.3809,0.0408,0.0184,3.7102,0.2393,0.3145,1.9492,1.4828,2.7231,0.4555,0.8364,fuway,2010-09-25T12:35:47Z
"C0014G-20T-CC, 22.0 cm",NULL,94.55,94.55,94.55,94.55,"C0014G-20T-CC, 24.0 cm",NULL,94.57,94.57,94.57,94.57,"C0014G-20T-CC W, 22.0--24.0 cm",CKY000000000003363000,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T23:11:35Z,107,glass beaker,6.086,2.715,10.5517,4.974,4.4657,107,glass beaker,6.086,2.715,9.5848,4.0113,3.4988,1.002,0.9785,1.2805,2.259,1.2963,0.0351,0.0158,3.4637,0.2244,0.2893,1.9768,1.5333,2.705,0.4332,0.7642,fuway,2010-09-25T12:35:47Z
"C0014G-21H-3, 61.0 cm",NULL,99.715,99.715,99.715,99.715,"C0014G-21H-3, 63.0 cm",NULL,99.735,99.735,99.735,99.735,"C0014G-21H-3 W, 61.0--63.0 cm",CKY000000000003363100,PP,NULL,10,yuka331,NULL,CKY,2010-09-22T23:12:11Z,142,glass beaker,6.094,2.75,11.0145,5.4423,4.9205,142,glass beaker,6.094,2.75,9.5433,3.9775,3.4493,1.5246,1.4889,1.2034,2.6923,1.2275,0.0534,0.0241,3.3959,0.3098,0.449,1.8276,1.2613,2.8219,0.553,1.2372,fuway,2010-09-25T12:35:47Z
"C0014G-22X-1, 28.0 cm",NULL,100.48,100.48,100.48,100.48,"C0014G-22X-1, 30.0 cm",NULL,100.5,100.5,100.5,100.5,"C0014G-22X-1 W, 28.0--30.0 cm",CKY000000000003366800,PP,NULL,5,yuka331,NULL,CKY,2010-09-23T02:13:32Z,133,glass beaker,6.028,2.735,11.0354,5.2415,5.0074,133,glass beaker,6.028,2.735,9.9185,4.1294,3.8905,1.1574,1.1303,1.3762,2.5065,1.3944,0.0405,0.0182,3.85,0.2311,0.3006,1.9978,1.536,2.7976,0.4509,0.8213,fuway,2010-09-25T12:35:47Z
"C0014G-23X-1, 39.0 cm",NULL,105.09,105.09,105.09,105.09,"C0014G-23X-1, 41.0 cm",NULL,105.11,105.11,105.11,105.11,"C0014G-23X-1 W, 39.0--41.0 cm",CKY000000000003367000,PP,NULL,5,yuka331,NULL,CKY,2010-09-23T02:14:02Z,403,glass beaker,6.142,2.77,10.4807,5.1582,4.3387,403,glass beaker,6.142,2.77,9.272,3.9548,3.13,1.2525,1.2231,1.1651,2.3882,1.1848,0.0438,0.0197,3.0862,0.2887,0.4058,1.8167,1.2923,2.6489,0.5121,1.0498,fuway,2010-09-25T12:35:47Z
"C0014G-23X-2, 5.0 cm",NULL,105.355,105.355,105.355,105.355,"C0014G-23X-2, 7.0 cm",NULL,105.375,105.375,105.375,105.375,"C0014G-23X-2 W, 5.0--7.0 cm",CKY000000000003367100,PP,NULL,5,yuka331,NULL,CKY,2010-09-23T02:14:20Z,124,glass beaker,5.99,2.692,12.6865,6.6103,6.6965,124,glass beaker,5.99,2.692,10.37,4.3039,4.38,2.4005,2.3442,1.5741,3.9183,1.6119,0.084,0.0378,4.296,0.3585,0.5588,1.709,1.0964,2.7292,0.5983,1.4892,fuway,2010-09-25T12:35:47Z
"C0014G-24T-1, 16.0 cm",NULL,109.36,109.36,109.36,109.36,"C0014G-24T-1, 18.0 cm",NULL,109.38,109.38,109.38,109.38,"C0014G-24T-1 W, 16.0--18.0 cm",CKY000000000003398900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-23T07:33:24Z,201,glass beaker,6.066,2.76,13.5097,7.1354,7.4437,201,glass beaker,6.066,2.76,10.8015,4.439,4.7355,2.8064,2.7406,1.6348,4.3754,1.679,0.0982,0.0442,4.6373,0.377,0.6052,1.7013,1.0599,2.8366,0.6264,1.6764,fuway,2010-09-25T12:35:47Z
