Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0004C-6H-2, 100.0 cm",NULL,46.571,46.805,46.571,46.805,"C0004C-6H-2, 102.0 cm",NULL,46.589,46.825,46.589,46.825,"C0004C-6H-2 W, 100.0--102.0 cm",CKY000000000000780500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T13:00:39Z,187,glass beaker,6.12,2.752,12.399,6.70115,6.279,187,glass beaker,6.12,2.752,9.908,4.221,3.788,2.581347,2.520847,1.428303,3.94915,1.469,0.09034722,0.04069695,3.697653,0.411108,0.6981043,1.589962,0.9363162,2.588843,0.6383264,1.764924,david_goldsby316,2007-12-25T11:07:50Z
"C0004C-6H-3, 24.0 cm",NULL,47.19,47.49,47.19,47.49,"C0004C-6H-3, 26.0 cm",NULL,47.208,47.51,47.208,47.51,"C0004C-6H-3 W, 24.0--26.0 cm",CKY000000000000780600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T13:13:18Z,169,glass beaker,6.051,2.751,13.616,7.899783,7.565,169,glass beaker,6.051,2.751,10.421,4.7187,4.37,3.310881,3.233282,1.915501,5.148783,1.9677,0.1158809,0.05219861,4.254119,0.4376578,0.7782765,1.469279,0.8262377,2.220891,0.6279701,1.687956,david_goldsby316,2007-12-25T11:07:51Z
"C0004C-6H-3, 100.0 cm",NULL,47.876,48.25,47.876,48.25,"C0004C-6H-3, 102.0 cm",NULL,47.895,48.27,47.895,48.27,"C0004C-6H-3 W, 100.0--102.0 cm",CKY000000000000780700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T13:13:19Z,139,glass beaker,6.097,2.688,12.973,7.229911,6.876,139,glass beaker,6.097,2.688,9.968,4.238,3.871,3.11399,3.041005,1.500906,4.541911,1.55,0.1089897,0.04909447,3.76201,0.4528781,0.8277462,1.5139,0.828288,2.506494,0.6695432,2.026114,david_goldsby316,2007-12-25T11:10:15Z
"C0004C-6H-4, 0.0 cm",NULL,48.08,48.475,48.08,48.475,"C0004C-6H-4, 1.5 cm",NULL,48.093,48.49,48.093,48.49,"C0004C-6H-4 WR, 0.0--1.5 cm",CKY000000000000739700,PP,NULL,8,mikistrasser,NULL,CKY,2007-12-20T05:49:59Z,185,glass beaker,5.861,2.618,14.984,8.333332,9.123,185,glass beaker,5.861,2.618,11.341,4.7062,5.48,3.77513,3.68665,2.028682,5.715332,2.0882,0.1321296,0.05951785,5.34787,0.4138035,0.7059127,1.596233,0.935706,2.63613,0.6450456,1.817263,david_goldsby316,2007-12-25T11:29:54Z
"C0004C-6H-5, 20.0 cm",NULL,48.455,48.89,48.455,48.89,"C0004C-6H-5, 22.0 cm",NULL,48.473,48.91,48.473,48.91,"C0004C-6H-5 W, 20.0--22.0 cm",CKY000000000000780800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T13:51:28Z,203,glass beaker,6.041,2.699,14.755,8.084914,8.714,203,glass beaker,6.041,2.699,11.521,4.865,5.48,3.351295,3.272749,2.113164,5.385914,2.166,0.1172954,0.05283578,5.362705,0.3845875,0.6249263,1.617924,0.9956908,2.53776,0.6076498,1.548743,david_goldsby316,2007-12-25T11:10:16Z
"C0004C-6H-5, 100.0 cm",NULL,49.177,49.69,49.177,49.69,"C0004C-6H-5, 102.0 cm",NULL,49.196,49.71,49.196,49.71,"C0004C-6H-5 W, 100.0--102.0 cm",CKY000000000000780900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T13:51:28Z,179,glass beaker,6.039,2.697,12.728,6.631561,6.689,179,glass beaker,6.039,2.697,10.561,4.474,4.522,2.245596,2.192965,1.741596,3.934561,1.777,0.07859592,0.03540357,4.443404,0.3357147,0.5053774,1.700063,1.129326,2.55134,0.5573594,1.259169,david_goldsby316,2007-12-25T11:15:39Z
"C0004C-6H-6, 23.0 cm",NULL,49.796,50.375,49.796,50.375,"C0004C-6H-6, 25.0 cm",NULL,49.814,50.395,49.814,50.395,"C0004C-6H-6 W, 23.0--25.0 cm",CKY000000000000781000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T14:16:41Z,131,glass beaker,6.067,2.717,12.763,6.711777,6.696,131,glass beaker,6.067,2.717,10.416,4.375,4.349,2.432124,2.375121,1.619656,3.994777,1.658,0.08512442,0.03834433,4.263876,0.3632205,0.5704023,1.676189,1.067363,2.632582,0.5945567,1.466436,david_goldsby316,2007-12-25T11:15:40Z
"C0004C-6H-6, 106.0 cm",NULL,50.546,51.205,50.546,51.205,"C0004C-6H-6, 108.0 cm",NULL,50.564,51.225,50.564,51.225,"C0004C-6H-6 W, 106.0--108.0 cm",CKY000000000000781100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T14:16:42Z,21,glass cell,4.561,2.041,12.739,6.919556,8.178,21,glass cell,4.561,2.041,9.882,4.075,5.321,2.960622,2.891232,1.987323,4.878556,2.034,0.1036218,0.0466765,5.217378,0.3620227,0.5674539,1.676316,1.069451,2.625329,0.592641,1.454837,david_goldsby316,2007-12-25T11:15:40Z
"C0004C-6H-7, 15.0 cm",NULL,51.043,51.755,51.043,51.755,"C0004C-6H-7, 16.5 cm",NULL,51.057,51.77,51.057,51.77,"C0004C-6H-7 WR, 15.0--16.5 cm",CKY000000000000770800,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T07:40:40Z,128,glass beaker,6.025,2.648,14.779,8.039744,8.754,128,glass beaker,6.025,2.648,11.506,4.781,5.481,3.39171,3.312217,2.079527,5.391744,2.133,0.1187099,0.05347294,5.36229,0.3874469,0.6325115,1.623593,0.9945373,2.57861,0.6143127,1.592774,david_goldsby316,2007-12-25T11:03:18Z
"C0004C-6H-7, 100.0 cm",NULL,51.811,52.605,51.811,52.605,"C0004C-6H-7, 102.0 cm",NULL,51.829,52.625,51.829,52.625,"C0004C-6H-7 W, 100.0--102.0 cm",CKY000000000000781200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T14:35:04Z,7,glass cell,4.588,2.091,11.103,5.931208,6.515,7,glass cell,4.588,2.091,8.855,3.693,4.267,2.329534,2.274935,1.565273,3.840208,1.602,0.08153374,0.03672691,4.185466,0.3575646,0.5565769,1.696523,1.089906,2.673953,0.5923989,1.453379,david_goldsby316,2007-12-25T11:15:40Z
"C0004C-6H-8, 16.0 cm",NULL,52.416,53.275,52.416,53.275,"C0004C-6H-8, 18.0 cm",NULL,52.435,53.295,52.435,53.295,"C0004C-6H-8 W, 16.0--18.0 cm",CKY000000000000781900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T14:43:16Z,189,glass beaker,6.03,2.678,15.775,8.506264,9.745,189,glass beaker,6.03,2.678,12.3,5.0464,6.27,3.601036,3.516637,2.311627,5.828264,2.3684,0.1260364,0.05677314,6.143963,0.3695266,0.5861097,1.672024,1.054167,2.657853,0.6033764,1.521282,david_goldsby316,2007-12-25T11:15:41Z
"C0004C-6H-8, 99.0 cm",NULL,53.166,54.105,53.166,54.105,"C0004C-6H-8, 101.0 cm",NULL,53.184,54.125,53.184,54.125,"C0004C-6H-8 W, 99.0--101.0 cm",CKY000000000000782000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-21T14:43:16Z,36,glass cell,4.536,2.006,11.795,6.38914,7.259,36,glass cell,4.536,2.006,9.141,3.7467,4.605,2.750259,2.6858,1.69734,4.38314,1.7407,0.09625914,0.04335997,4.508741,0.3788757,0.6099838,1.656119,1.028656,2.656357,0.612757,1.582358,david_goldsby316,2007-12-25T11:15:41Z
"C0004C-7H-1, 21.0 cm",NULL,54.076,54.09,54.076,54.09,"C0004C-7H-1, 23.0 cm",NULL,54.095,54.11,54.095,54.11,"C0004C-7H-1 W, 21.0--23.0 cm",CKY000000000000787100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:04:03Z,175,glass beaker,6.139,2.807,14.227,7.282463,8.088,175,glass beaker,6.139,2.807,11.808,4.874,5.669,2.506736,2.447984,2.027479,4.475463,2.067,0.08773582,0.03952064,5.581264,0.3099327,0.4491341,1.807187,1.247081,2.752809,0.5469789,1.207403,tsutsumi316,2007-12-23T16:59:40Z
"C0004C-7H-1, 99.0 cm",NULL,54.805,54.87,54.805,54.87,"C0004C-7H-1, 101.0 cm",NULL,54.823,54.89,54.823,54.89,"C0004C-7H-1 W, 99.0--101.0 cm",CKY000000000000787200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:04:27Z,118,glass beaker,5.99,2.716,12.164,6.359644,6.174,118,glass beaker,5.99,2.716,10.016,4.221,4.026,2.225907,2.173737,1.469907,3.643644,1.505,0.0779068,0.03509315,3.948093,0.3605291,0.5637928,1.694458,1.083556,2.685948,0.5965833,1.478826,tsutsumi316,2007-12-23T16:59:41Z
"C0004C-7H-2, 23.0 cm",NULL,55.418,55.527,55.418,55.527,"C0004C-7H-2, 25.0 cm",NULL,55.437,55.547,55.437,55.547,"C0004C-7H-2 W, 23.0--25.0 cm",CKY000000000000787300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:04:58Z,113,glass beaker,5.985,2.629,12.357,6.447317,6.372,113,glass beaker,5.985,2.629,10.134,4.234,4.149,2.303627,2.249636,1.568682,3.818317,1.605,0.08062701,0.03631847,4.068373,0.3615234,0.5662281,1.668798,1.065488,2.593498,0.5891694,1.434093,tsutsumi316,2007-12-23T16:59:41Z
"C0004C-7H-2, 99.0 cm",NULL,56.128,56.287,56.128,56.287,"C0004C-7H-2, 101.0 cm",NULL,56.146,56.307,56.146,56.307,"C0004C-7H-2 W, 99.0--101.0 cm",CKY000000000000787400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:05:19Z,110,glass beaker,5.992,2.65,14.222,7.693545,8.23,110,glass beaker,5.992,2.65,11.133,4.618,5.141,3.201036,3.126012,1.917533,5.043545,1.968,0.1120364,0.05046683,5.028964,0.3889473,0.6365201,1.631789,0.9971089,2.622621,0.6198045,1.630226,tsutsumi316,2007-12-23T16:59:41Z
"C0004C-7H-3, 23.0 cm",NULL,56.753,56.957,56.753,56.957,"C0004C-7H-3, 25.0 cm",NULL,56.772,56.977,56.772,56.977,"C0004C-7H-3 W, 23.0--25.0 cm",CKY000000000000787500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:05:39Z,196,glass beaker,6.1,2.757,14.575,7.915149,8.475,196,glass beaker,6.1,2.757,11.395,4.749,5.295,3.295337,3.218102,1.940046,5.158149,1.992,0.1153369,0.05195355,5.179663,0.3888303,0.6362068,1.643031,1.004171,2.669866,0.6238871,1.658776,tsutsumi316,2007-12-23T16:59:42Z
"C0004C-7H-5, 23.0 cm",NULL,58.072,58.369,58.072,58.369,"C0004C-7H-5, 25.0 cm",NULL,58.091,58.389,58.091,58.389,"C0004C-7H-5 W, 23.0--25.0 cm",CKY000000000000787600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:06:04Z,138,glass beaker,5.99,2.626,14.785,7.656198,8.795,138,glass beaker,5.99,2.626,11.846,4.73,5.856,3.045596,2.974215,2.055984,5.030198,2.104,0.1065959,0.04801619,5.749404,0.3462872,0.5297237,1.74844,1.142978,2.796425,0.5912718,1.446614,tsutsumi316,2007-12-23T16:59:42Z
"C0004C-7H-5, 99.0 cm",NULL,58.782,59.129,58.782,59.129,"C0004C-7H-5, 101.0 cm",NULL,58.8,59.149,58.8,59.149,"C0004C-7H-5 W, 99.0--101.0 cm",CKY000000000000787700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:06:45Z,201,glass beaker,6.063,2.712,14.372,7.530795,8.309,201,glass beaker,6.063,2.712,11.57,4.741,5.507,2.903627,2.835573,1.983222,4.818795,2.029,0.101627,0.04577794,5.405373,0.3494557,0.5371742,1.72429,1.121727,2.725551,0.5884403,1.429781,tsutsumi316,2007-12-23T16:59:42Z
"C0004C-7H-6, 0.0 cm",NULL,58.98,59.341,58.98,59.341,"C0004C-7H-6, 1.5 cm",NULL,58.994,59.356,58.994,59.356,"C0004C-7H-6 WR, 0.0--1.5 cm",CKY000000000000741600,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T08:00:03Z,136,glass beaker,6.026,2.675,15.372,8.204131,9.346,136,glass beaker,6.026,2.675,12.188,5.034,6.162,3.299482,3.22215,2.306981,5.529131,2.359,0.115482,0.0520189,6.046518,0.3530368,0.545683,1.69032,1.093575,2.620966,0.5827588,1.396696,david_goldsby316,2007-12-25T11:34:42Z
"C0004C-7H-7, 23.0 cm",NULL,59.395,59.786,59.395,59.786,"C0004C-7H-7, 25.0 cm",NULL,59.414,59.806,59.414,59.806,"C0004C-7H-7 W, 23.0--25.0 cm",CKY000000000000787800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:40Z,157,glass beaker,6.049,2.679,14.46,7.673368,8.411,157,glass beaker,6.049,2.679,11.56,4.786,5.511,3.005181,2.934747,2.059621,4.994368,2.107,0.1051814,0.04737902,5.405819,0.3572918,0.5559161,1.684097,1.082383,2.624667,0.5876113,1.424897,tsutsumi316,2007-12-23T16:59:43Z
"C0004C-7H-7, 99.0 cm",NULL,60.105,60.546,60.105,60.546,"C0004C-7H-7, 101.0 cm",NULL,60.124,60.566,60.124,60.566,"C0004C-7H-7 W, 99.0--101.0 cm",CKY000000000000787900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:40Z,144,glass beaker,6.092,2.717,14.813,7.877225,8.721,144,glass beaker,6.092,2.717,11.88,4.957,5.788,3.039378,2.968143,2.192082,5.160225,2.24,0.1063783,0.04791816,5.681622,0.3485126,0.5349491,1.690043,1.101042,2.591884,0.5751964,1.354029,tsutsumi316,2007-12-23T16:59:43Z
"C0004C-7H-7, 129.0 cm",NULL,60.385,60.846,60.385,60.846,"C0004C-7H-7, 130.5 cm",NULL,60.399,60.861,60.399,60.861,"C0004C-7H-7 WR, 129.0--130.5 cm",CKY000000000000774900,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T10:25:00Z,163,glass beaker,6.086,2.738,13.889,7.396131,7.803,163,glass beaker,6.086,2.738,11.164,4.683,5.078,2.823834,2.757651,1.90048,4.658131,1.945,0.09883427,0.04451994,4.979166,0.3618908,0.56713,1.675136,1.068919,2.619952,0.592008,1.451028,david_goldsby316,2007-12-25T11:03:18Z
"C0004C-7H-8, 23.0 cm",NULL,60.712,61.196,60.712,61.196,"C0004C-7H-8, 25.0 cm",NULL,60.731,61.216,60.731,61.216,"C0004C-7H-8 W, 23.0--25.0 cm",CKY000000000000788000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:41Z,35,glass cell,4.599,2.052,13.802,7.597487,9.203,35,glass cell,4.599,2.052,10.47,4.28,5.871,3.45285,3.371924,2.173563,5.545487,2.228,0.1208498,0.05443686,5.75015,0.3751874,0.6004799,1.659548,1.036906,2.645495,0.6080483,1.551335,tsutsumi316,2007-12-23T16:59:44Z
"C0004C-7H-8, 99.0 cm",NULL,61.422,61.956,61.422,61.956,"C0004C-7H-8, 101.0 cm",NULL,61.44,61.976,61.44,61.976,"C0004C-7H-8 W, 99.0--101.0 cm",CKY000000000000788100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:41Z,33,glass cell,4.621,2.028,13.51,7.308684,8.889,33,glass cell,4.621,2.028,10.453,4.265,5.832,3.167876,3.093628,2.187056,5.280684,2.237,0.1108757,0.04994402,5.721124,0.3563816,0.5537156,1.683305,1.083406,2.615902,0.5858385,1.414517,tsutsumi316,2007-12-23T16:59:44Z
"C0004C-7H-9, 15.0 cm",NULL,61.949,62.521,61.949,62.521,"C0004C-7H-9, 16.5 cm",NULL,61.963,62.536,61.963,62.536,"C0004C-7H-9 WR, 15.0--16.5 cm",CKY000000000000776000,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T10:48:55Z,31,glass cell,4.61,2.055,12.375,6.708747,7.765,31,glass cell,4.61,2.055,9.562,3.908,4.952,2.915026,2.846705,1.807042,4.653747,1.853,0.102026,0.04595765,4.849974,0.3754058,0.6010395,1.668548,1.042165,2.683929,0.6117017,1.575339,tsutsumi316,2007-12-23T16:37:18Z
"C0004C-7H-9, 22.0 cm",NULL,62.015,62.591,62.015,62.591,"C0004C-7H-9, 24.0 cm",NULL,62.033,62.611,62.033,62.611,"C0004C-7H-9 W, 22.0--24.0 cm",CKY000000000000788200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:41Z,10,glass cell,4.544,2.032,13.941,7.617386,9.397,10,glass cell,4.544,2.032,10.586,4.277,6.042,3.476684,3.395199,2.190187,5.585386,2.245,0.121684,0.05481263,5.920316,0.3699781,0.5872464,1.682426,1.059965,2.703109,0.6078718,1.550187,tsutsumi316,2007-12-23T16:59:44Z
"C0004C-7H-9, 99.0 cm",NULL,62.734,63.361,62.734,63.361,"C0004C-7H-9, 101.0 cm",NULL,62.753,63.381,62.753,63.381,"C0004C-7H-9 W, 99.0--101.0 cm",CKY000000000000788300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-21T20:08:42Z,112,glass beaker,6.02,2.652,14.61,7.899632,8.59,112,glass beaker,6.02,2.652,11.541,4.844,5.521,3.180311,3.105772,2.14186,5.247632,2.192,0.111311,0.05014007,5.409689,0.3702341,0.5878916,1.636929,1.030882,2.525697,0.5918426,1.450035,tsutsumi316,2007-12-23T16:59:44Z
"C0004C-8H-1, 19.0 cm",NULL,63.556,63.57,63.556,63.57,"C0004C-8H-1, 21.0 cm",NULL,63.574,63.59,63.574,63.59,"C0004C-8H-1 W, 19.0--21.0 cm",CKY000000000000817600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:24:26Z,141,glass beaker,6.013,2.714,13.661,7.425876,7.648,141,glass beaker,6.013,2.714,10.648,4.426,4.635,3.12228,3.049101,1.662775,4.711876,1.712,0.1092799,0.04922517,4.52572,0.4082479,0.6898968,1.623133,0.9604922,2.721788,0.6471098,1.833743,tsutsumi316,2007-12-23T16:59:45Z
"C0004C-8H-1, 92.0 cm",NULL,64.23,64.3,64.23,64.3,"C0004C-8H-1, 94.0 cm",NULL,64.248,64.32,64.248,64.32,"C0004C-8H-1 W, 92.0--94.0 cm",CKY000000000000817800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:36Z,188,glass beaker,6.014,2.74,14.366,7.767449,8.352,188,glass beaker,6.014,2.74,11.255,4.67,5.241,3.223834,3.148276,1.879174,5.027449,1.93,0.1128343,0.05082625,5.128166,0.3859955,0.6286525,1.66128,1.020033,2.728947,0.6262173,1.675351,tsutsumi316,2007-12-24T17:14:49Z
"C0004C-8H-2, 68.0 cm",NULL,65.301,65.46,65.301,65.46,"C0004C-8H-2, 69.5 cm",NULL,65.315,65.475,65.315,65.475,"C0004C-8H-2 WR, 68.0--69.5 cm",CKY000000000000780000,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T12:25:51Z,164,glass beaker,6.118,2.757,13.377,6.9113,7.259,164,glass beaker,6.118,2.757,10.694,4.24,4.576,2.7803,2.7151,1.4392,4.1543,1.483,0.0973,0.0438,4.4787,0.383,0.6208,1.7473,1.0781,3.1119,0.6536,1.8865,fujikit,2010-10-05T03:03:06Z
"C0004C-8H-2, 98.0 cm",NULL,65.578,65.76,65.578,65.76,"C0004C-8H-2, 100.0 cm",NULL,65.597,65.78,65.597,65.78,"C0004C-8H-2 W, 98.0--100.0 cm",CKY000000000000817900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:36Z,109,glass beaker,6.007,2.678,14.542,7.759754,8.535,109,glass beaker,6.007,2.678,11.501,4.732,5.494,3.151295,3.077437,2.004317,5.081754,2.054,0.1102954,0.04968262,5.383705,0.3692203,0.5853396,1.679538,1.059419,2.686054,0.6055855,1.535404,tsutsumi316,2007-12-24T17:14:50Z
"C0004C-8H-3, 12.0 cm",NULL,66.086,66.31,66.086,66.31,"C0004C-8H-3, 14.0 cm",NULL,66.105,66.33,66.105,66.33,"C0004C-8H-3 W, 12.0--14.0 cm",CKY000000000000818000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:37Z,152,glass beaker,6.064,2.776,13.9,7.369577,7.836,152,glass beaker,6.064,2.776,11.048,4.53,4.984,2.95544,2.886172,1.707405,4.593577,1.754,0.1034405,0.04659482,4.880559,0.3771619,0.6055536,1.70586,1.062475,2.858466,0.628306,1.690385,tsutsumi316,2007-12-24T17:14:50Z
"C0004C-8H-3, 100.5 cm",NULL,66.904,67.195,66.904,67.195,"C0004C-8H-3, 102.5 cm",NULL,66.922,67.215,66.922,67.215,"C0004C-8H-3 W, 100.5--102.5 cm",CKY000000000000818100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:37Z,1,glass cell,4.598,2.069,12.921,7.10561,8.323,1,glass cell,4.598,2.069,9.847,4.045,5.249,3.185492,3.110832,1.925778,5.03661,1.976,0.1114923,0.05022176,5.137508,0.3827337,0.6200462,1.6525,1.020033,2.667757,0.617644,1.615364,tsutsumi316,2007-12-24T17:14:50Z
"C0004C-8H-4, 0.0 cm",NULL,67.306,67.63,67.306,67.63,"C0004C-8H-4, 1.5 cm",NULL,67.32,67.645,67.32,67.645,"C0004C-8H-4 WR, 0.0--1.5 cm",CKY000000000000742100,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T08:11:20Z,198,glass beaker,6.067,2.732,14.099,7.637706,8.032,198,glass beaker,6.067,2.732,11.047,4.599,4.98,3.162694,3.088569,1.817138,4.905706,1.867,0.1106944,0.04986234,4.869306,0.3937617,0.6495165,1.637277,0.99258,2.679657,0.6295869,1.699689,david_goldsby316,2007-12-25T11:34:42Z
"C0004C-8H-5, 23.0 cm",NULL,67.717,68.075,67.717,68.075,"C0004C-8H-5, 25.0 cm",NULL,67.735,68.095,67.735,68.095,"C0004C-8H-5 W, 23.0--25.0 cm",CKY000000000000818200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:37Z,22,glass cell,4.602,2.058,14.157,7.919345,9.555,22,glass cell,4.602,2.058,10.563,4.341,5.961,3.724352,3.637063,2.224283,5.861345,2.283,0.1303524,0.05871731,5.830647,0.3897805,0.6387545,1.630172,0.9947626,2.621361,0.6205167,1.635162,tsutsumi316,2007-12-24T17:14:51Z
"C0004C-8H-5, 91.0 cm",NULL,68.345,68.755,68.345,68.755,"C0004C-8H-5, 92.5 cm",NULL,68.359,68.77,68.359,68.77,"C0004C-8H-5 WR, 91.0--92.5 cm",CKY000000000000779400,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T12:25:49Z,108,glass beaker,6.035,2.701,12.265,6.554744,6.23,108,glass beaker,6.035,2.701,10.14,4.439,4.105,2.202073,2.150461,1.703283,3.853744,1.738,0.0770726,0.03471739,4.027928,0.3534627,0.5467011,1.61661,1.045199,2.364803,0.5580187,1.262539,tsutsumi316,2007-12-23T16:37:17Z
"C0004C-8H-6, 23.0 cm",NULL,68.853,69.305,68.853,69.305,"C0004C-8H-6, 25.0 cm",NULL,68.871,69.325,68.871,69.325,"C0004C-8H-6 W, 23.0--25.0 cm",CKY000000000000818300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:38Z,34,glass cell,4.693,2.067,15.039,8.334705,10.346,34,glass cell,4.693,2.067,11.298,4.61,6.605,3.876684,3.785824,2.481881,6.267705,2.543,0.135684,0.06111894,6.469316,0.3747037,0.5992417,1.650684,1.032167,2.606618,0.6040208,1.525385,tsutsumi316,2007-12-24T17:14:51Z
"C0004C-8H-6, 99.0 cm",NULL,69.555,70.065,69.555,70.065,"C0004C-8H-6, 101.0 cm",NULL,69.573,70.085,69.573,70.085,"C0004C-8H-6 W, 99.0--101.0 cm",CKY000000000000818400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:38Z,154,glass beaker,6.043,2.67,13.97,7.19762,7.927,154,glass beaker,6.043,2.67,11.587,4.825,5.544,2.46943,2.411553,2.116068,4.52762,2.155,0.08643012,0.03893249,5.45757,0.3115214,0.452478,1.750809,1.205395,2.579109,0.5326314,1.139639,tsutsumi316,2007-12-24T17:14:51Z
"C0004C-8H-7, 23.0 cm",NULL,70.169,70.73,70.169,70.73,"C0004C-8H-7, 25.0 cm",NULL,70.188,70.75,70.188,70.75,"C0004C-8H-7 W, 23.0--25.0 cm",CKY000000000000818500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:39Z,127,glass beaker,5.997,2.7,15.283,8.222643,9.286,127,glass beaker,5.997,2.7,11.987,4.941,5.99,3.415544,3.335492,2.187151,5.522643,2.241,0.1195441,0.05384871,5.870456,0.3678165,0.5818193,1.681441,1.062979,2.684065,0.6039666,1.52504,tsutsumi316,2007-12-24T17:14:52Z
"C0004C-8H-7, 99.5 cm",NULL,70.876,71.495,70.876,71.495,"C0004C-8H-7, 101.5 cm",NULL,70.894,71.515,70.894,71.515,"C0004C-8H-7 W, 99.5--101.5 cm",CKY000000000000818600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:39Z,156,glass beaker,5.934,2.659,14.205,7.521634,8.271,156,glass beaker,5.934,2.659,11.366,4.695,5.432,2.941969,2.873016,1.989618,4.862634,2.036,0.102969,0.04638243,5.329031,0.3556969,0.5520645,1.70093,1.095914,2.67842,0.5908354,1.444004,tsutsumi316,2007-12-24T17:14:52Z
"C0004C-8H-8, 23.0 cm",NULL,71.471,72.14,71.471,72.14,"C0004C-8H-8, 25.0 cm",NULL,71.49,72.16,71.49,72.16,"C0004C-8H-8 W, 23.0--25.0 cm",CKY000000000000818700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:39Z,15,glass cell,4.558,2.072,13.933,7.601352,9.375,15,glass cell,4.558,2.072,10.57,4.253,6.012,3.484974,3.403295,2.126057,5.529352,2.181,0.1219742,0.05494333,5.890026,0.3717306,0.5916738,1.695497,1.065229,2.770399,0.6154962,1.600755,tsutsumi316,2007-12-24T17:14:52Z
