Top Mud depth below sea floor [m MSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Depth DSF, MSF, WSF and CSF-A [m]",Top Core depth (below sea floor) [m CSF-B],Bottom Mud depth below sea floor [m MSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core depth (below sea floor) [m CSF-B],Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
C0002N;1090.500,1090.5,1090.5,1090.5,C0002N;1095.500,1095.5,1095.5,1095.5,C0002N-48SMW W,CKY000000000005803200,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T15:26:30Z,18.1537,8.1751,50.5889,32.4352,43.0642,17.5608,24.9105,7.7976,7.6148,9.2617,16.8765,9.3857,0.2729,0.124,24.6376,0.2404,0.3165,1.9219,1.4599,2.6602,0.4512,0.8222,fuway,2013-12-06T14:10:37Z
C0002N;1100.500,1100.5,1100.5,1100.5,C0002N;1105.500,1105.5,1105.5,1105.5,C0002N-50SMW W,CKY000000000005803400,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T15:36:36Z,18.6718,8.4453,50.2623,31.5905,42.6735,17.4501,24.0017,7.864,7.6797,8.8797,16.5594,9.0048,0.2752,0.1251,23.7265,0.2489,0.3314,1.9077,1.4328,2.672,0.4638,0.8649,fuway,2013-12-06T14:10:37Z
C0002N;1100.500,1100.5,1100.5,1100.5,C0002N;1105.500,1105.5,1105.5,1105.5,C0002N-50SMW W,CKY000000000005803500,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T15:36:36Z,18.7333,8.4844,49.4359,30.7026,42.1603,17.366,23.427,7.5395,7.3628,8.7616,16.1244,8.8816,0.2639,0.12,23.1631,0.2456,0.3255,1.9041,1.4365,2.6437,0.4566,0.8403,fuway,2013-12-06T14:10:37Z
C0002N;1110.500,1110.5,1110.5,1110.5,C0002N;1115.500,1115.5,1115.5,1115.5,C0002N-52SMW W,CKY000000000005803700,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T15:44:25Z,18.1376,8.2145,47.0921,28.9545,40.3338,16.45,22.1962,7.0034,6.8393,8.1241,14.9634,8.2355,0.2451,0.1114,21.9511,0.2419,0.319,1.935,1.467,2.702,0.4571,0.8419,fuway,2013-12-06T14:10:37Z
C0002N;1110.500,1110.5,1110.5,1110.5,C0002N;1115.500,1115.5,1115.5,1115.5,C0002N-52SMW W,CKY000000000005803800,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T15:44:25Z,18.9194,8.5715,50.7184,31.799,43.6072,17.8306,24.6878,7.3691,7.1964,9.1419,16.3383,9.2591,0.2579,0.1172,24.4299,0.2317,0.3016,1.9463,1.4953,2.6723,0.4405,0.7872,fuway,2013-12-06T14:10:37Z
C0002N;1120.500,1120.5,1120.5,1120.5,C0002N;1125.500,1125.5,1125.5,1125.5,C0002N-54SMW W,CKY000000000005804000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T16:04:13Z,18.971,8.5529,50.291,31.32,43.0465,17.6291,24.0755,7.5073,7.3313,8.9567,16.288,9.0762,0.2628,0.1195,23.8127,0.2397,0.3153,1.9229,1.462,2.6586,0.4501,0.8185,fuway,2013-12-06T14:10:37Z
C0002N;1120.500,1120.5,1120.5,1120.5,C0002N;1125.500,1125.5,1125.5,1125.5,C0002N-54SMW W,CKY000000000005804100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T16:04:13Z,18.6182,8.399,50.6878,32.0696,43.2917,17.6506,24.6735,7.6644,7.4848,9.1296,16.6144,9.2516,0.2683,0.122,24.4052,0.239,0.314,1.9302,1.4689,2.6732,0.4505,0.8198,fuway,2013-12-06T14:10:37Z
C0002N;1130.500,1130.5,1130.5,1130.5,C0002N;1135.500,1135.5,1135.5,1135.5,C0002N-57SMW W,CKY000000000005804300,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T16:40:18Z,18.2406,8.241,54.4528,36.2122,46.116,18.7076,27.8754,8.6392,8.4367,10.3291,18.7658,10.4666,0.3024,0.1375,27.573,0.2386,0.3133,1.9297,1.4693,2.6694,0.4496,0.8168,fuway,2013-12-06T14:10:37Z
C0002N;1130.500,1130.5,1130.5,1130.5,C0002N;1135.500,1135.5,1135.5,1135.5,C0002N-57SMW W,CKY000000000005804400,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T16:40:18Z,18.215,8.2629,48.8059,30.5909,41.7295,17.0691,23.5145,7.3331,7.1612,8.6895,15.8507,8.8062,0.2567,0.1167,23.2578,0.2397,0.3153,1.9299,1.4673,2.6765,0.4518,0.8241,fuway,2013-12-06T14:10:37Z
C0002N;1140.500,1140.5,1140.5,1140.5,C0002N;1145.500,1145.5,1145.5,1145.5,C0002N-59SMW W,CKY000000000005804600,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T17:10:25Z,18.1338,8.1425,50.6851,32.5513,43.2115,17.6522,25.0777,7.7447,7.5632,9.3865,16.9497,9.5097,0.2711,0.1232,24.8066,0.2379,0.3122,1.9205,1.4635,2.6428,0.4462,0.8058,fuway,2013-12-06T14:10:37Z
C0002N;1140.500,1140.5,1140.5,1140.5,C0002N;1145.500,1145.5,1145.5,1145.5,C0002N-59SMW W,CKY000000000005804700,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T17:10:25Z,19.0435,8.5903,47.9316,28.8881,41.482,17.0337,22.4385,6.6835,6.5269,8.3371,14.864,8.4434,0.2339,0.1063,22.2046,0.2314,0.301,1.9435,1.4939,2.6633,0.4391,0.7829,fuway,2013-12-06T14:10:37Z
C0002N;1150.500,1150.5,1150.5,1150.5,C0002N;1155.500,1155.5,1155.5,1155.5,C0002N-61SMW W,CKY000000000005804900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T17:44:52Z,18.8162,8.5363,52.0418,33.2256,44.1346,18.0307,25.3184,8.194,8.002,9.364,17.366,9.4944,0.2868,0.1304,25.0316,0.2466,0.3273,1.9133,1.4414,2.6732,0.4608,0.8545,fuway,2013-12-06T14:10:37Z
C0002N;1150.500,1150.5,1150.5,1150.5,C0002N;1155.500,1155.5,1155.5,1155.5,C0002N-61SMW W,CKY000000000005805000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T17:44:52Z,18.6589,8.3611,49.4615,30.8026,42.5783,17.4079,23.9194,7.1328,6.9656,8.9333,15.8989,9.0468,0.2496,0.1135,23.6698,0.2316,0.3013,1.9374,1.4888,2.6496,0.4381,0.7797,fuway,2013-12-06T14:10:37Z
C0002N;1160.500,1160.5,1160.5,1160.5,C0002N;1165.500,1165.5,1165.5,1165.5,C0002N-63SMW W,CKY000000000005805200,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T18:31:36Z,18.2873,8.3161,53.0207,34.7334,44.9467,18.2937,26.6594,8.3668,8.1707,9.8445,18.0152,9.9776,0.2928,0.1331,26.3666,0.2409,0.3173,1.928,1.4636,2.6783,0.4535,0.83,fuway,2013-12-06T14:10:37Z
C0002N;1160.500,1160.5,1160.5,1160.5,C0002N;1165.500,1165.5,1165.5,1165.5,C0002N-63SMW W,CKY000000000005805300,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T18:31:36Z,18.982,8.6242,50.7927,31.8107,43.7533,17.8421,24.7713,7.2947,7.1237,9.1019,16.2256,9.2179,0.2553,0.116,24.516,0.2293,0.2975,1.9605,1.5109,2.6935,0.439,0.7827,fuway,2013-12-06T14:10:37Z
C0002N;1170.500,1170.5,1170.5,1170.5,C0002N;1175.500,1175.5,1175.5,1175.5,C0002N-65SMW W,CKY000000000005805500,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T19:23:11Z,17.9307,8.0802,52.8883,34.9576,45.0603,18.2899,27.1296,8.1119,7.9218,10.0807,18.0025,10.2097,0.2839,0.129,26.8457,0.232,0.3022,1.9418,1.4912,2.6631,0.44,0.7858,fuway,2013-12-06T14:10:37Z
C0002N;1170.500,1170.5,1170.5,1170.5,C0002N;1175.500,1175.5,1175.5,1175.5,C0002N-65SMW W,CKY000000000005805600,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T19:23:11Z,18.6826,8.4185,48.5517,29.8691,41.9604,17.172,23.2778,6.8304,6.6703,8.6448,15.3151,8.7535,0.2391,0.1087,23.0387,0.2287,0.2965,1.9503,1.5043,2.665,0.4355,0.7716,fuway,2013-12-06T14:10:37Z
C0002N;1180.500,1180.5,1180.5,1180.5,C0002N;1185.500,1185.5,1185.5,1185.5,C0002N-67SMW W,CKY000000000005807600,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T23:24:09Z,18.6027,8.3673,53.4216,34.8189,45.8683,18.6854,27.2656,7.8273,7.6438,10.1936,17.8374,10.3181,0.274,0.1245,26.9916,0.2248,0.29,1.952,1.5132,2.6479,0.4285,0.7499,fuway,2013-12-06T14:10:37Z
C0002N;1180.500,1180.5,1180.5,1180.5,C0002N;1185.500,1185.5,1185.5,1185.5,C0002N-67SMW W,CKY000000000005807700,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T23:24:09Z,18.0343,8.1255,47.9576,29.9233,41.5158,16.9602,23.4815,6.6754,6.5189,8.7285,15.2474,8.8347,0.2336,0.1062,23.2479,0.2231,0.2871,1.9625,1.5247,2.6634,0.4275,0.7469,fuway,2013-12-06T14:10:37Z
C0002N;1190.500,1190.5,1190.5,1190.5,C0002N;1195.500,1195.5,1195.5,1195.5,C0002N-69SMW W,CKY000000000005807900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T00:02:27Z,18.6821,8.4646,51.98,33.2979,44.4525,18.1252,25.7704,7.8005,7.6177,9.5365,17.1542,9.6606,0.273,0.1241,25.4974,0.2343,0.3059,1.9411,1.4864,2.6737,0.4441,0.7988,fuway,2013-12-06T14:10:37Z
C0002N;1190.500,1190.5,1190.5,1190.5,C0002N;1195.500,1195.5,1195.5,1195.5,C0002N-69SMW W,CKY000000000005808000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T00:02:27Z,18.7398,8.4241,46.591,27.8512,40.5422,16.6535,21.8024,6.2682,6.1213,8.1297,14.251,8.2294,0.2194,0.0997,21.583,0.2251,0.2904,1.9543,1.5145,2.6548,0.4295,0.753,fuway,2013-12-06T14:10:37Z
C0002N;1200.500,1200.5,1200.5,1200.5,C0002N;1205.500,1205.5,1205.5,1205.5,C0002N-71SMW W,CKY000000000005808900,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-11-06T00:54:05Z,18.9592,8.5604,46.6827,27.7235,40.6553,16.688,21.6961,6.246,6.0996,8.0282,14.1278,8.1276,0.2186,0.0994,21.4775,0.2253,0.2908,1.9623,1.5202,2.6753,0.4317,0.7598,fuway,2013-12-06T14:10:37Z
C0002N;1200.500,1200.5,1200.5,1200.5,C0002N;1205.500,1205.5,1205.5,1205.5,C0002N-71SMW W,CKY000000000005810700,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-11-06T01:04:36Z,18.9763,8.5847,49.7594,30.7831,43.0581,17.5969,24.0818,6.9444,6.7816,8.9017,15.6833,9.0122,0.2431,0.1105,23.8387,0.2256,0.2913,1.9628,1.52,2.678,0.4324,0.7618,fuway,2013-12-06T14:10:37Z
C0002N;1210.500,1210.5,1210.5,1210.5,C0002N;1215.500,1215.5,1215.5,1215.5,C0002N-73SMW W,CKY000000000005810800,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-11-06T01:18:30Z,18.7243,8.4472,44.9657,26.2414,39.347,16.213,20.6227,5.8225,5.686,7.6732,13.3592,7.7658,0.2038,0.0926,20.4189,0.2219,0.2852,1.9643,1.5285,2.6611,0.4256,0.741,fuway,2013-12-06T14:10:37Z
C0002N;1210.500,1210.5,1210.5,1210.5,C0002N;1215.500,1215.5,1215.5,1215.5,C0002N-73SMW W,CKY000000000005811000,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-11-06T01:24:34Z,18.1475,8.2007,40.8689,22.7214,36.0755,14.9191,17.928,4.9673,4.8509,6.6394,11.4903,6.7184,0.1739,0.079,17.7541,0.2186,0.2798,1.9774,1.5451,2.6741,0.4222,0.7306,fuway,2013-12-06T14:10:37Z
C0002N;1218.500,1218.5,1218.5,1218.5,C0002N;1225.500,1225.5,1225.5,1225.5,C0002N-81SMW W,CKY000000000005816400,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-11-06T09:55:53Z,19.1181,8.5792,43.1402,24.0221,38.2625,15.8087,19.1444,5.0546,4.9361,7.1491,12.0852,7.2295,0.1769,0.0804,18.9675,0.2104,0.2665,1.9877,1.5695,2.6531,0.4084,0.6905,fuway,2013-12-06T14:10:37Z
C0002N;1218.500,1218.5,1218.5,1218.5,C0002N;1225.500,1225.5,1225.5,1225.5,C0002N-81SMW W,CKY000000000005816500,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-11-06T09:55:53Z,19.3027,8.7535,46.7475,27.4448,41.132,17.0024,21.8293,5.8192,5.6828,8.1563,13.8391,8.2489,0.2037,0.0926,21.6256,0.212,0.2691,1.9831,1.5626,2.6514,0.4106,0.6967,fuway,2013-12-06T14:10:37Z
C0002N;1225.500,1225.5,1225.5,1225.5,C0002N;1230.500,1230.5,1230.5,1230.5,C0002N-82SMW W,CKY000000000006066200,PP,NULL,30,henry348,">4mm, hand pick, Shared w/ XRF PHCT",CKY,2013-12-15T07:08:23Z,18.1376,8.2145,40.0368,21.8992,36.1438,14.9774,18.0062,4.0342,3.9396,6.6987,10.6383,6.7629,0.1412,0.0642,17.865,0.1842,0.2258,2.0585,1.6793,2.6669,0.3703,0.5881,fuway,2013-12-06T14:10:37Z
C0002N;1225.500,1225.5,1225.5,1225.5,C0002N;1230.500,1230.5,1230.5,1230.5,C0002N-82SMW W,CKY000000000006066800,PP,NULL,30,henry348,">4mm, hand pick, DICAs shared",CKY,2013-12-06T02:26:51Z,19.1293,8.6558,35.4316,16.3023,31.9261,13.4768,12.7968,3.6326,3.5475,4.7632,8.3107,4.821,0.1271,0.0578,12.6697,0.2228,0.2867,1.9616,1.5245,2.6599,0.4269,0.7448,fuway,2013-12-06T14:10:37Z
C0002N;1230.500,1230.5,1230.5,1230.5,C0002N;1235.500,1235.5,1235.5,1235.5,C0002N-83SMW W,CKY000000000005832100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-06T13:53:31Z,18.8241,8.493,41.9155,23.0914,36.8684,15.2328,18.0443,5.2302,5.1076,6.6566,11.7642,6.7398,0.1831,0.0832,17.8612,0.2265,0.2928,1.9629,1.5183,2.6832,0.4342,0.7673,fuway,2013-12-06T14:10:37Z
C0002N;1230.500,1230.5,1230.5,1230.5,C0002N;1235.500,1235.5,1235.5,1235.5,C0002N-83SMW W,CKY000000000005834000,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-06T14:14:57Z,18.7316,8.4453,44.8815,26.1499,39.6458,16.2745,20.9142,5.4256,5.2984,7.7429,13.0413,7.8292,0.1899,0.0863,20.7243,0.2075,0.2618,2.0052,1.5891,2.6766,0.4063,0.6843,fuway,2013-12-06T14:10:37Z
C0002N;1240.500,1240.5,1240.5,1240.5,C0002N;1245.500,1245.5,1245.5,1245.5,C0002N-85SMW W,CKY000000000005836100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T15:12:34Z,18.8472,8.4649,50.6327,31.7855,43.9768,17.8765,25.1296,6.8973,6.7356,9.3019,16.0375,9.4116,0.2414,0.1097,24.8882,0.217,0.2771,1.9819,1.5519,2.6756,0.42,0.7241,fuway,2013-12-06T14:10:37Z
C0002N;1240.500,1240.5,1240.5,1240.5,C0002N;1245.500,1245.5,1245.5,1245.5,C0002N-85SMW W,CKY000000000005836200,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T15:12:34Z,18.8658,8.4878,50.6312,31.7654,44.3961,18.0773,25.5303,6.4612,6.3098,9.4867,15.7965,9.5895,0.2261,0.1028,25.3042,0.2034,0.2553,2.0109,1.6019,2.6673,0.3994,0.6651,fuway,2013-12-06T14:10:37Z
C0002N;1250.500,1250.5,1250.5,1250.5,C0002N;1255.500,1255.5,1255.5,1255.5,C0002N-87SMW W,CKY000000000005838200,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T15:54:07Z,19.0355,8.5682,53.8279,34.7924,46.446,18.9633,27.4105,7.6496,7.4703,10.2734,17.7437,10.3951,0.2677,0.1217,27.1428,0.2199,0.2818,1.9608,1.5297,2.642,0.421,0.7271,fuway,2013-12-06T14:10:37Z
C0002N;1250.500,1250.5,1250.5,1250.5,C0002N;1255.500,1255.5,1255.5,1255.5,C0002N-87SMW W,CKY000000000005838300,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T15:54:07Z,18.9134,8.532,51.9356,33.0222,45.0782,18.3558,26.1648,7.1061,6.9396,9.7108,16.6504,9.8238,0.2487,0.113,25.9161,0.2152,0.2742,1.9833,1.5565,2.6688,0.4168,0.7146,fuway,2013-12-06T14:10:37Z
C0002N;1260.500,1260.5,1260.5,1260.5,C0002N;1265.500,1265.5,1265.5,1265.5,C0002N-89SMW W,CKY000000000005838800,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T16:29:08Z,18.6041,8.3936,55.6727,37.0686,47.8931,19.4052,29.289,8.0618,7.8729,10.8833,18.7562,11.0116,0.2822,0.1283,29.0068,0.2175,0.2779,1.9763,1.5465,2.6653,0.4197,0.7234,fuway,2013-12-06T14:10:37Z
C0002N;1260.500,1260.5,1260.5,1260.5,C0002N;1265.500,1265.5,1265.5,1265.5,C0002N-89SMW W,CKY000000000005838900,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T16:29:08Z,18.8083,8.4341,52.6354,33.8271,45.6712,18.5671,26.8629,7.2168,7.0477,10.0182,17.0659,10.133,0.2526,0.1148,26.6103,0.2133,0.2712,1.9821,1.5593,2.6562,0.413,0.7035,fuway,2013-12-06T14:10:37Z
C0002N;1260.500,1260.5,1260.5,1260.5,C0002N;1265.500,1265.5,1265.5,1265.5,C0002N-89SMW W,CKY000000000006066300,PP,NULL,30,soejimah,">4mm, hand pick",CKY,2013-11-29T11:58:50Z,18.7918,8.5026,28.5601,9.7683,26.9633,11.6835,8.1715,1.6547,1.6159,3.1546,4.7705,3.1809,0.0579,0.0263,8.1136,0.1694,0.2039,2.0476,1.7008,2.572,0.3387,0.5122,fuway,2013-12-06T14:10:37Z
C0002N;1270.500,1270.5,1270.5,1270.5,C0002N;1275.500,1275.5,1275.5,1275.5,C0002N-91SMW W,CKY000000000005839300,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T16:53:23Z,18.8189,8.467,56.4714,37.6525,48.6039,19.7101,29.785,8.1528,7.9617,11.1134,19.0751,11.2431,0.2853,0.1297,29.4997,0.2165,0.2764,1.9739,1.5465,2.6544,0.4174,0.7164,fuway,2013-12-06T14:10:37Z
C0002N;1270.500,1270.5,1270.5,1270.5,C0002N;1275.500,1275.5,1275.5,1275.5,C0002N-91SMW W,CKY000000000005839400,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T16:53:23Z,19.0235,8.5086,54.7957,35.7722,47.4795,19.2625,28.456,7.5816,7.4039,10.6333,18.0372,10.7539,0.2654,0.1206,28.1906,0.2119,0.2689,1.9832,1.5629,2.6512,0.4105,0.6963,fuway,2013-12-06T14:10:37Z
C0002N;1280.500,1280.5,1280.5,1280.5,C0002N;1285.500,1285.5,1285.5,1285.5,C0002N-93SMW W,CKY000000000005843000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T17:20:57Z,18.1351,8.1963,52.6761,34.541,45.6209,18.4307,27.4858,7.3111,7.1397,10.1181,17.2578,10.2344,0.2559,0.1163,27.2299,0.2117,0.2685,2.0015,1.5778,2.6912,0.4137,0.7056,fuway,2013-12-06T14:10:37Z
C0002N;1280.500,1280.5,1280.5,1280.5,C0002N;1285.500,1285.5,1285.5,1285.5,C0002N-93SMW W,CKY000000000005843100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T17:20:57Z,18.8013,8.5245,53.28,34.4787,46.2028,18.7267,27.4015,7.3339,7.162,10.0855,17.2475,10.2022,0.2567,0.1167,27.1448,0.2127,0.2702,1.9991,1.5738,2.6915,0.4152,0.7101,fuway,2013-12-06T14:10:37Z
C0002N;1290.500,1290.5,1290.5,1290.5,C0002N;1295.500,1295.5,1295.5,1295.5,C0002N-95SMW W,CKY000000000005843600,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T17:46:46Z,18.8729,8.4882,55.9028,37.0299,48.0851,19.4488,29.2122,8.1012,7.9113,10.8317,18.743,10.9606,0.2835,0.1289,28.9287,0.2188,0.28,1.9757,1.5434,2.6707,0.4221,0.7304,fuway,2013-12-06T14:10:37Z
C0002N;1290.500,1290.5,1290.5,1290.5,C0002N;1295.500,1295.5,1295.5,1295.5,C0002N-95SMW W,CKY000000000005843700,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T17:46:46Z,19.1293,8.6558,47.7084,28.5791,41.8888,17.1419,22.7595,6.0307,5.8894,8.3901,14.2795,8.4861,0.2111,0.096,22.5484,0.211,0.2675,2.0014,1.5791,2.6875,0.4124,0.7019,fuway,2013-12-06T14:10:37Z
C0002N;1300.500,1300.5,1300.5,1300.5,C0002N;1305.500,1305.5,1305.5,1305.5,C0002N-97SMW W,CKY000000000005844200,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T18:30:05Z,19.3622,8.7481,56.6188,37.2566,48.7113,19.6937,29.3491,8.1943,8.0022,10.8152,18.8174,10.9456,0.2868,0.1304,29.0623,0.2199,0.282,1.9799,1.5444,2.6872,0.4253,0.7399,fuway,2013-12-06T14:10:37Z
C0002N;1300.500,1300.5,1300.5,1300.5,C0002N;1305.500,1305.5,1305.5,1305.5,C0002N-97SMW W,CKY000000000005844300,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T18:30:05Z,18.5848,8.3402,53.7691,35.1843,46.4248,18.7805,27.84,7.6107,7.4323,10.3192,17.7515,10.4403,0.2664,0.1211,27.5736,0.2163,0.276,1.982,1.5533,2.6721,0.4187,0.7202,fuway,2013-12-06T14:10:37Z
C0002N;1310.500,1310.5,1310.5,1310.5,C0002N;1315.500,1315.5,1315.5,1315.5,C0002N-99SMW W,CKY000000000005846900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T19:17:41Z,18.8115,8.4707,56.3261,37.5146,48.7268,19.724,29.9153,7.8749,7.6903,11.128,18.8183,11.2533,0.2756,0.1253,29.6397,0.2099,0.2657,1.9935,1.575,2.6635,0.4087,0.6911,fuway,2013-12-06T14:10:37Z
C0002N;1310.500,1310.5,1310.5,1310.5,C0002N;1315.500,1315.5,1315.5,1315.5,C0002N-99SMW W,CKY000000000005847000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T19:17:41Z,19.3436,8.7168,44.9516,25.608,39.5588,16.3153,20.2152,5.5884,5.4574,7.5096,12.967,7.5985,0.1956,0.0889,20.0196,0.2182,0.2791,1.9749,1.5439,2.6659,0.4209,0.7267,fuway,2013-12-06T14:10:37Z
C0002N;1320.500,1320.5,1320.5,1320.5,C0002N;1325.500,1325.5,1325.5,1325.5,C0002N-101SMW W,CKY000000000005849100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T21:25:26Z,18.7918,8.5026,54.3842,35.5924,46.7468,18.9203,27.955,7.9144,7.7289,10.2918,18.0207,10.4177,0.277,0.1259,27.678,0.2224,0.2859,1.9751,1.5359,2.6893,0.4289,0.751,fuway,2013-12-06T14:10:37Z
C0002N;1320.500,1320.5,1320.5,1320.5,C0002N;1325.500,1325.5,1325.5,1325.5,C0002N-101SMW W,CKY000000000005849200,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T21:25:26Z,19.2116,8.6673,45.5142,26.3026,39.7466,16.4418,20.535,5.9768,5.8367,7.6794,13.5161,7.7745,0.2092,0.0951,20.3258,0.2272,0.294,1.946,1.5038,2.6468,0.4318,0.76,fuway,2013-12-06T14:10:37Z
C0002N;1330.500,1330.5,1330.5,1330.5,C0002N;1335.500,1335.5,1335.5,1335.5,C0002N-105SMW W,CKY000000000005849800,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T21:41:06Z,19.0833,8.7067,54.6006,35.5173,47.0822,19.0976,27.9989,7.7911,7.6085,10.2669,17.8754,10.3909,0.2727,0.124,27.7262,0.2194,0.281,1.9869,1.5511,2.7005,0.4256,0.7411,fuway,2013-12-06T14:10:37Z
C0002N;1330.500,1330.5,1330.5,1330.5,C0002N;1335.500,1335.5,1335.5,1335.5,C0002N-105SMW W,CKY000000000005849900,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T21:41:06Z,18.1926,8.1918,50.4166,32.224,43.4048,17.659,25.2122,7.2661,7.0958,9.3516,16.4474,9.4672,0.2543,0.1156,24.9579,0.2255,0.2911,1.9592,1.5174,2.6688,0.4314,0.7588,fuway,2013-12-06T14:10:37Z
C0002N;1340.500,1340.5,1340.5,1340.5,C0002N;1345.500,1345.5,1345.5,1345.5,C0002N-107SMW W,CKY000000000005850500,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-06T22:26:01Z,19.358,8.6803,53.8309,34.4729,46.1563,18.8782,26.7983,7.953,7.7666,10.0714,17.838,10.1979,0.2784,0.1265,26.5199,0.2307,0.2999,1.9326,1.4867,2.6332,0.4354,0.7712,fuway,2013-12-06T14:10:37Z
C0002N;1340.500,1340.5,1340.5,1340.5,C0002N;1345.500,1345.5,1345.5,1345.5,C0002N-107SMW W,CKY000000000005850600,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-06T22:26:01Z,19.2654,8.7252,53.964,34.6986,46.425,18.9193,27.1596,7.8124,7.6293,10.0698,17.6991,10.1941,0.2734,0.1243,26.8862,0.2252,0.2906,1.9605,1.5191,2.67,0.4311,0.7576,fuway,2013-12-06T14:10:37Z
