Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0013G-1H-1, 25.0 cm",NULL,7.75,7.75,7.75,7.75,"C0013G-1H-1, 27.0 cm",NULL,7.77,7.77,7.77,7.77,"C0013G-1H-1 W, 25.0--27.0 cm",CKY000000000003471900,PP,NULL,10,yuka331,NULL,CKY,2010-09-24T15:04:00Z,127,glass beaker,5.998,2.728,14.8701,6.2367,8.8721,127,glass beaker,5.998,2.728,13.3172,4.6906,7.3192,1.6092,1.5715,1.9372,3.5087,1.9626,0.0563,0.0254,7.2629,0.1814,0.2216,2.5286,2.07,3.7492,0.4479,0.8112,fuway,2010-09-26T11:37:49Z
"C0013G-1H-2, 89.0 cm",NULL,8.86,8.86,8.86,8.86,"C0013G-1H-2, 91.0 cm",NULL,8.88,8.88,8.88,8.88,"C0013G-1H-2 W, 89.0--91.0 cm",CKY000000000003472000,PP,NULL,10,yuka331,NULL,CKY,2010-09-24T15:04:24Z,142,glass beaker,6.094,2.75,12.6205,5.7518,6.5265,142,glass beaker,6.094,2.75,11.3512,4.488,5.2572,1.3153,1.2845,1.7173,3.0018,1.738,0.046,0.0207,5.2112,0.2015,0.2524,2.1742,1.736,3.0345,0.4279,0.748,fuway,2010-09-26T11:37:49Z
