Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0020A;1316.500,NULL,1316.5,NULL,NULL,1316.5,NULL,NULL,C0020A;1326.500,NULL,1326.5,NULL,NULL,1326.5,C0020A-118SMW WR,CKY000000000005145600,PP,NULL,2,tanikawa337,<1,CKY,2012-08-26T11:23:43Z,NULL,19.1798,8.6497,23.9988,4.819,22.4831,9.8294,3.3033,1.5707,1.5339,1.1547,2.6886,1.1797,0.055,0.025,3.2483,0.3259,0.4835,1.7924,1.2082,2.8131,0.5705,1.3284,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1326.500,NULL,1326.5,NULL,NULL,1326.5,NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,C0020A-119SMW WR,CKY000000000005123200,PP,NULL,35,nishimuram,NULL,CKY,2012-08-25T19:34:46Z,NULL,18.7221,8.4143,36.1832,17.4611,30.922,13.2068,12.1999,5.452,5.3242,4.7058,10.03,4.7925,0.1908,0.0867,12.0091,0.3122,0.454,1.7409,1.1973,2.552,0.5308,1.1314,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1326.500,NULL,1326.5,NULL,NULL,1326.5,NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,C0020A-119SMW WR,CKY000000000005145900,PP,NULL,5,tanikawa337,4-Jan,CKY,2012-08-26T11:42:48Z,NULL,18.7935,8.4789,35.7127,16.9192,29.7988,12.7768,11.0053,6.1284,5.9848,4.2004,10.1852,4.2979,0.2145,0.0975,10.7908,0.3622,0.5679,1.6612,1.0595,2.569,0.5876,1.4248,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1326.500,NULL,1326.5,NULL,NULL,1326.5,NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,C0020A-119SMW WR,CKY000000000005150600,PP,NULL,10,tanikawa337,>4,CKY,2012-08-26T12:53:16Z,NULL,18.1555,8.1443,28.2368,10.0813,25.382,11.0134,7.2265,2.9583,2.889,2.8221,5.7111,2.8691,0.1035,0.047,7.123,0.2934,0.4153,1.7652,1.2472,2.524,0.5059,1.0237,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1326.500,NULL,1326.5,NULL,NULL,1326.5,NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,C0020A-119SMW WR,CKY000000000005150700,PP,NULL,5,tanikawa337,<1,CKY,2012-08-26T12:53:16Z,NULL,18.7845,8.3743,34.5079,15.7234,28.8302,12.2861,10.0457,5.8836,5.7457,3.8182,9.5639,3.9118,0.2059,0.0936,9.8398,0.3742,0.5979,1.644,1.0288,2.5771,0.6008,1.5048,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,C0020A-121SMW WR,CKY000000000005129400,PP,NULL,35,nishimuram,NULL,CKY,2012-08-25T23:48:08Z,NULL,18.1154,8.1484,32.4676,14.3522,28.4921,12.1622,10.3767,4.1197,4.0231,3.9483,7.9714,4.0138,0.1442,0.0655,10.2325,0.287,0.4026,1.8005,1.2837,2.5916,0.5047,1.0189,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,C0020A-121SMW WR,CKY000000000005157200,PP,NULL,10,moritas337,>4,CKY,2012-08-26T18:18:59Z,NULL,18.1984,8.1565,24.0155,5.8171,22.5326,9.863,4.3342,1.5367,1.5007,1.682,3.1827,1.7065,0.0538,0.0245,4.2804,0.2642,0.359,1.8277,1.3449,2.5448,0.4715,0.8922,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,C0020A-121SMW WR,CKY000000000005157300,PP,NULL,2,moritas337,4-Jan,CKY,2012-08-26T18:18:59Z,NULL,18.9521,8.5474,30.0742,11.1221,27.197,11.7015,8.2449,2.9816,2.9117,3.1066,6.0183,3.1541,0.1044,0.0475,8.1405,0.2681,0.3663,1.848,1.3526,2.6204,0.4838,0.9373,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1336.500,NULL,1336.5,NULL,NULL,1336.5,NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,C0020A-121SMW WR,CKY000000000005157400,PP,NULL,5,moritas337,<1,CKY,2012-08-26T20:18:08Z,NULL,18.8421,8.4477,29.6185,10.7764,25.9672,11.2101,7.1251,3.7837,3.695,2.7022,6.3972,2.7624,0.1324,0.0602,6.9927,0.3511,0.5411,1.6845,1.0931,2.5878,0.5776,1.3674,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,C0020A-122SMW WR,CKY000000000005130700,PP,NULL,35,moriyas,NULL,CKY,2012-09-13T00:37:19Z,NULL,18.892,8.525,30.5136,11.6216,27.686,11.9025,8.794,2.9302,2.8615,3.3309,6.1924,3.3775,0.1026,0.0466,8.6914,0.2521,0.3371,1.8768,1.4036,2.6093,0.4621,0.8591,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,C0020A-122SMW WR,CKY000000000005157600,PP,NULL,10,moritas337,>4,CKY,2012-08-26T18:52:45Z,NULL,18.2832,8.2409,23.6753,5.3921,22.2816,9.7671,3.9984,1.4442,1.4104,1.5032,2.9136,1.5262,0.0505,0.023,3.9479,0.2678,0.3658,1.8507,1.355,2.6263,0.4841,0.9383,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,C0020A-122SMW WR,CKY000000000005157700,PP,NULL,10,moritas337,4-Jan,CKY,2012-08-26T18:52:45Z,NULL,18.8575,8.563,27.8921,9.0346,25.2802,10.9599,6.4227,2.7066,2.6432,2.3539,4.9971,2.3969,0.0947,0.043,6.328,0.2996,0.4277,1.808,1.2663,2.6883,0.5289,1.1229,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1346.500,NULL,1346.5,NULL,NULL,1346.5,NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,C0020A-122SMW WR,CKY000000000005157800,PP,NULL,5,moritas337,<1,CKY,2012-08-26T20:18:08Z,NULL,18.855,8.4619,25.4653,6.6103,22.7891,9.9547,3.9341,2.7733,2.7083,1.4487,4.157,1.4928,0.0971,0.0441,3.837,0.4195,0.7228,1.5902,0.923,2.6486,0.6515,1.8695,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,C0020A-123SMW WR,CKY000000000005131500,PP,NULL,35,nishimuram,NULL,CKY,2012-08-26T00:26:34Z,NULL,18.8039,8.4249,35.5039,16.7,32.4045,13.6717,13.6006,3.2118,3.1365,5.1957,8.3322,5.2468,0.1124,0.0511,13.4882,0.1923,0.2381,2.0043,1.6188,2.596,0.3764,0.6037,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,C0020A-123SMW WR,CKY000000000005159000,PP,NULL,10,moritas337,>4,CKY,2012-08-26T20:18:08Z,NULL,18.3757,8.302,30.4363,12.0606,27.0428,11.6191,8.6671,3.5166,3.4342,3.2611,6.6953,3.3171,0.1231,0.056,8.544,0.2916,0.4116,1.8014,1.2761,2.62,0.5129,1.0531,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,C0020A-123SMW WR,CKY000000000005159100,PP,NULL,5,moritas337,<1,CKY,2012-08-26T20:18:08Z,NULL,18.8683,8.4742,23.1739,4.3056,21.5336,9.483,2.6653,1.6998,1.66,0.9818,2.6418,1.0088,0.0595,0.027,2.6058,0.3948,0.6523,1.6298,0.9864,2.6541,0.6284,1.6908,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1356.500,NULL,1356.5,NULL,NULL,1356.5,NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,C0020A-123SMW WR,CKY000000000005162300,PP,NULL,5,moritas337,4-Jan,CKY,2012-08-26T22:01:31Z,NULL,18.8482,8.4436,28.3234,9.4752,25.4744,11.0511,6.6262,2.9523,2.8831,2.5605,5.4436,2.6075,0.1033,0.047,6.5229,0.3116,0.4526,1.7406,1.1983,2.5475,0.5296,1.126,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,C0020A-128SMW WR,CKY000000000005146600,PP,NULL,35,fujikit,NULL,CKY,2012-08-26T12:22:14Z,NULL,18.2638,8.214,35.9446,17.6808,31.1588,13.351,12.895,4.9594,4.8432,5.0581,9.9013,5.137,0.1736,0.0789,12.7214,0.2805,0.3898,1.7857,1.2848,2.5151,0.4891,0.9575,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,C0020A-128SMW WR,CKY000000000005161700,PP,NULL,10,moritas337,>4,CKY,2012-08-26T21:47:42Z,NULL,18.8948,8.4907,27.1901,8.2953,24.7511,10.7586,5.8563,2.5275,2.4683,2.2277,4.696,2.2679,0.0885,0.0402,5.7678,0.3047,0.4382,1.7665,1.2282,2.5891,0.5256,1.108,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,C0020A-128SMW WR,CKY000000000005161800,PP,NULL,10,moritas337,4-Jan,CKY,2012-08-26T21:47:42Z,NULL,18.1114,8.1249,27.3817,9.2703,24.483,10.6143,6.3716,3.0038,2.9334,2.4416,5.375,2.4894,0.1051,0.0478,6.2665,0.324,0.4793,1.7247,1.1659,2.5666,0.5457,1.2014,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1366.500,NULL,1366.5,NULL,NULL,1366.5,NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,C0020A-128SMW WR,CKY000000000005161900,PP,NULL,5,moritas337,<1,CKY,2012-08-26T21:47:42Z,NULL,18.8476,8.4682,26.652,7.8044,23.4088,10.1257,4.5612,3.3608,3.282,1.604,4.886,1.6575,0.1176,0.0535,4.4436,0.4306,0.7563,1.5973,0.9095,2.7703,0.6717,2.0461,nishimuram,2012-09-17T18:06:31Z
"C0020A-3R-1, 66.0 cm",NULL,NULL,NULL,1370.66,1370.66,1370.66,1370.66,"C0020A-3R-1, 68.0 cm",NULL,NULL,NULL,1370.68,1370.68,1370.68,1370.68,"C0020A-3R-1 W, 66.0--68.0 cm",CKY000000000005168600,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:17Z,NULL,18.1515,8.2058,35.0284,16.8769,31.6862,13.2726,13.5347,3.4634,3.3822,5.0117,8.3939,5.0668,0.1212,0.0551,13.4135,0.2052,0.2582,2.0106,1.598,2.6764,0.4029,0.6749,nishimuram,2012-09-17T18:06:31Z
"C0020A-3R-2, 32.0 cm",NULL,NULL,NULL,1371.56,1371.56,1371.56,1371.56,"C0020A-3R-2, 34.0 cm",NULL,NULL,NULL,1371.58,1371.58,1371.58,1371.58,"C0020A-3R-2 W, 32.0--34.0 cm",CKY000000000005168700,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:17Z,NULL,18.8251,8.4393,37.1555,18.3304,33.3373,13.9677,14.5122,3.9567,3.864,5.4654,9.3294,5.5284,0.1385,0.063,14.3737,0.2159,0.2753,1.9648,1.5407,2.6299,0.4142,0.707,nishimuram,2012-09-17T18:06:31Z
"C0020A-3R-3, 74.5 cm",NULL,NULL,NULL,1372.735,1372.735,1372.735,1372.735,"C0020A-3R-3, 77.0 cm",NULL,NULL,NULL,1372.76,1372.76,1372.76,1372.76,"C0020A-3R-3 WR, 74.5--77.0 cm",CKY000000000005133900,PP,NULL,10,thori337,taken from mbio,CKY,2012-08-26T02:00:57Z,NULL,18.0822,8.1539,30.5615,12.4793,28.0039,11.8084,9.9217,2.6504,2.5883,3.6123,6.2006,3.6545,0.0928,0.0422,9.8289,0.2124,0.2697,2.0126,1.5852,2.721,0.4174,0.7165,nishimuram,2012-09-17T18:06:31Z
"C0020A-3R-4, 66.5 cm",NULL,NULL,NULL,1373.425,1373.425,1373.425,1373.425,"C0020A-3R-4, 68.5 cm",NULL,NULL,NULL,1373.445,1373.445,1373.445,1373.445,"C0020A-3R-4 W, 66.5--68.5 cm",CKY000000000005168800,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:18Z,NULL,18.6202,8.3671,32.8498,14.2296,29.9006,12.6421,11.2804,3.0562,2.9846,4.2264,7.211,4.275,0.107,0.0486,11.1734,0.2148,0.2735,1.9733,1.5495,2.6437,0.4139,0.7062,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,C0020A-129SMW WR,CKY000000000005157500,PP,NULL,35,moritas337,Orig.,CKY,2012-08-26T18:19:18Z,NULL,18.8789,8.432,26.7424,7.8635,24.618,10.7466,5.7391,2.2015,2.1499,2.2796,4.4295,2.3146,0.0771,0.035,5.662,0.28,0.3888,1.7753,1.2782,2.4838,0.4854,0.9431,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,C0020A-129SMW WR,CKY000000000005163800,PP,NULL,10,moritas337,>4,CKY,2012-08-26T22:35:08Z,NULL,18.2091,8.2102,24.1197,5.9106,22.719,9.879,4.5099,1.4515,1.4175,1.6457,3.0632,1.6688,0.0508,0.0231,4.4591,0.2456,0.3255,1.9296,1.4557,2.7095,0.4628,0.8613,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,C0020A-129SMW WR,CKY000000000005163900,PP,NULL,10,moritas337,4-Jan,CKY,2012-08-26T22:35:08Z,NULL,18.2748,8.2549,30.6104,12.3356,26.6409,11.4713,8.3661,4.1135,4.0171,3.1509,7.168,3.2164,0.144,0.0655,8.2221,0.3335,0.5003,1.7209,1.1471,2.6094,0.5604,1.2749,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1376.500,NULL,1376.5,NULL,NULL,1376.5,NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,C0020A-129SMW WR,CKY000000000005164000,PP,NULL,5,moritas337,<1,CKY,2012-08-26T22:35:08Z,NULL,18.9037,8.4826,29.3133,10.4096,25.1745,10.9123,6.2708,4.2889,4.1884,2.3615,6.5499,2.4297,0.1501,0.0682,6.1207,0.412,0.7007,1.5893,0.9345,2.5919,0.6395,1.7736,nishimuram,2012-09-17T18:06:31Z
"C0020A-4R-2, 80.0 cm",NULL,NULL,NULL,1377.215,1377.215,1377.215,1377.215,"C0020A-4R-2, 82.0 cm",NULL,NULL,NULL,1377.235,1377.235,1377.235,1377.235,"C0020A-4R-2 W, 80.0--82.0 cm",CKY000000000005160400,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:17Z,NULL,18.0634,8.107,29.7771,11.7137,27.3811,11.6535,9.3177,2.4829,2.4247,3.507,5.9317,3.5465,0.0869,0.0395,9.2308,0.212,0.269,1.9748,1.5562,2.6321,0.4088,0.6914,nishimuram,2012-09-17T18:06:31Z
"C0020A-4R-3, 74.5 cm",NULL,NULL,NULL,1378.19,1378.19,1378.19,1378.19,"C0020A-4R-3, 77.0 cm",NULL,NULL,NULL,1378.215,1378.215,1378.215,1378.215,"C0020A-4R-3 WR, 74.5--77.0 cm",CKY000000000005137200,PP,NULL,10,thori337,taken from MBIO,CKY,2012-08-27T00:27:53Z,NULL,18.9916,8.5283,37.978,18.9864,34.4994,14.4932,15.5078,3.6048,3.5203,5.9075,9.4278,5.9649,0.1262,0.0574,15.3816,0.1899,0.2344,2.0139,1.6315,2.6037,0.3734,0.5959,nishimuram,2012-09-17T18:06:31Z
"C0020A-4R-4, 9.0 cm",NULL,NULL,NULL,1378.305,1378.305,1378.305,1378.305,"C0020A-4R-4, 11.0 cm",NULL,NULL,NULL,1378.325,1378.325,1378.325,1378.325,"C0020A-4R-4 W, 9.0--11.0 cm",CKY000000000005162500,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:17Z,NULL,19.0994,8.593,28.2751,9.1757,26.908,11.4639,7.8086,1.4167,1.3835,2.8484,4.2319,2.8709,0.0496,0.0225,7.759,0.1544,0.1826,2.1682,1.8335,2.724,0.3269,0.4857,nishimuram,2012-09-17T18:06:31Z
"C0020A-4R-CC, 29.0 cm",NULL,NULL,NULL,1378.76,1378.76,1378.76,1378.76,"C0020A-4R-CC, 31.0 cm",NULL,NULL,NULL,1378.78,1378.78,1378.78,1378.78,"C0020A-4R-CC W, 29.0--31.0 cm",CKY000000000005160600,PP,NULL,10,moritas337,NULL,CKY,2012-08-27T01:26:17Z,NULL,17.9439,8.1097,34.377,16.4331,30.9278,12.9403,12.9839,3.5743,3.4905,4.7737,8.2642,4.8306,0.1251,0.0569,12.8588,0.2175,0.278,1.9885,1.556,2.6937,0.4224,0.7312,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,C0020A-130SMW WR,CKY000000000005150000,PP,NULL,35,fujikit,NULL,CKY,2012-08-26T12:45:00Z,NULL,19.0436,8.5952,25.7702,6.7266,23.9498,10.4499,4.9062,1.8864,1.8422,1.8247,3.6669,1.8547,0.066,0.03,4.8402,0.2804,0.3897,1.8344,1.32,2.6526,0.5024,1.0096,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,C0020A-130SMW WR,CKY000000000005185400,PP,NULL,5,tanikawa337,>4,CKY,2012-08-27T07:53:34Z,NULL,18.327,8.2641,28.0917,9.7647,25.141,10.9541,6.814,3.0577,2.986,2.6414,5.6274,2.69,0.107,0.0486,6.707,0.3131,0.4559,1.7352,1.1918,2.5392,0.5306,1.1305,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,C0020A-130SMW WR,CKY000000000005185500,PP,NULL,5,tanikawa337,4-Jan,CKY,2012-08-27T07:53:34Z,NULL,18.597,8.3386,30.4956,11.8986,26.4117,11.4126,7.8147,4.232,4.1328,3.0067,7.1395,3.074,0.1481,0.0673,7.6666,0.3557,0.552,1.6666,1.0738,2.5498,0.5789,1.3745,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1386.500,NULL,1386.5,NULL,NULL,1386.5,NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,C0020A-130SMW WR,CKY000000000005185600,PP,NULL,5,tanikawa337,<1,CKY,2012-08-27T07:53:34Z,NULL,18.7247,8.4121,22.3883,3.6636,20.9425,9.2499,2.2178,1.4982,1.4631,0.814,2.2771,0.8378,0.0524,0.0238,2.1654,0.4089,0.6919,1.6089,0.9509,2.6602,0.6425,1.7974,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,C0020A-131SMW WR,CKY000000000005155200,PP,NULL,35,nishimuram,NULL,CKY,2012-08-26T17:12:05Z,NULL,18.2021,8.1644,26.07,7.8679,24.2652,10.508,6.0631,1.8703,1.8265,2.3138,4.1403,2.3436,0.0655,0.0298,5.9976,0.2377,0.3118,1.9003,1.4486,2.5921,0.4412,0.7894,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,C0020A-131SMW WR,CKY000000000005185700,PP,NULL,5,tanikawa337,>4,CKY,2012-08-27T07:53:34Z,NULL,18.7931,8.4575,28.7522,9.9591,26.1415,11.3639,7.3484,2.7054,2.642,2.8634,5.5054,2.9064,0.0947,0.043,7.2537,0.2717,0.373,1.809,1.3176,2.5332,0.4799,0.9227,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,C0020A-131SMW WR,CKY000000000005185800,PP,NULL,5,tanikawa337,4-Jan,CKY,2012-08-27T07:53:34Z,NULL,18.1243,8.104,31.029,12.9047,27.3844,11.7485,9.2601,3.7768,3.6883,3.5844,7.2727,3.6445,0.1322,0.0601,9.1279,0.2927,0.4138,1.7744,1.2551,2.5466,0.5071,1.029,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1396.500,NULL,1396.5,NULL,NULL,1396.5,NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,C0020A-131SMW WR,CKY000000000005185900,PP,NULL,5,tanikawa337,<1,CKY,2012-08-27T07:53:34Z,NULL,18.682,8.4161,28.1369,9.4549,24.5816,10.6871,5.8996,3.6842,3.5979,2.2124,5.8103,2.271,0.1289,0.0586,5.7707,0.3897,0.6384,1.6273,0.9932,2.6083,0.6192,1.6262,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,C0020A-132SMW WR,CKY000000000005156400,PP,NULL,35,nishimuram,NULL,CKY,2012-08-26T17:23:33Z,NULL,18.6757,8.3824,30.4509,11.7752,27.4293,11.7259,8.7536,3.1312,3.0578,3.2937,6.3515,3.3435,0.1096,0.0498,8.644,0.2659,0.3622,1.8539,1.3609,2.6244,0.4814,0.9284,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,C0020A-132SMW WR,CKY000000000005186000,PP,NULL,5,tanikawa337,>4,CKY,2012-08-27T07:53:34Z,NULL,18.9219,8.5195,30.0972,11.1753,26.9942,11.6698,8.0723,3.2155,3.1401,3.0992,6.2393,3.1503,0.1125,0.0511,7.9598,0.2877,0.404,1.7911,1.2758,2.5683,0.5033,1.0132,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,C0020A-132SMW WR,CKY000000000005186100,PP,NULL,5,tanikawa337,4-Jan,CKY,2012-08-27T07:53:34Z,NULL,18.9838,8.5637,34.114,15.1302,29.7495,12.7135,10.7657,4.5228,4.4168,4.0778,8.4946,4.1498,0.1583,0.072,10.6074,0.2989,0.4264,1.7812,1.2487,2.6013,0.52,1.0831,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1406.500,NULL,1406.5,NULL,NULL,1406.5,NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,C0020A-132SMW WR,CKY000000000005186200,PP,NULL,5,tanikawa337,<1,CKY,2012-08-27T07:53:34Z,NULL,18.9522,8.5219,24.9438,5.9916,22.6328,9.9817,3.6806,2.3948,2.3387,1.4217,3.7604,1.4598,0.0838,0.0381,3.5968,0.3997,0.6658,1.5933,0.9565,2.5299,0.6219,1.645,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,NULL,NULL,C0020A;1426.500,NULL,1426.5,NULL,NULL,1426.5,C0020A-133SMW WR,CKY000000000005158300,PP,NULL,35,nishimuram,NULL,CKY,2012-08-26T19:31:35Z,NULL,18.1895,8.1164,30.0403,11.8508,27.3472,11.6967,9.1577,2.7908,2.7254,3.5359,6.2613,3.5803,0.0977,0.0444,9.06,0.2355,0.308,1.8927,1.447,2.5623,0.4353,0.7708,nishimuram,2012-09-17T18:06:31Z
NULL,NULL,C0020A;1416.500,NULL,1416.5,NULL,NULL,1416.5,NULL,NULL,C0020A;1426.500,NULL,1426.5,NULL,NULL,1426.5,C0020A-133SMW WR,CKY000000000005186300,PP,NULL,5,tanikawa337,>4,CKY,2012-08-27T07:53:34Z,NULL,18.6124,8.3931,31.2063,12.5939,27.451,11.7623,8.8386,3.8915,3.8003,3.3073,7.1076,3.3692,0.1362,0.0619,8.7024,0.309,0.4472,1.7719,1.2244,2.6313,0.5347,1.1491,nishimuram,2012-09-17T18:06:31Z
