Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0014B-3H-10, 19.0 cm",NULL,23.641,25.25,23.641,25.25,"C0014B-3H-10, 21.0 cm",NULL,23.658,25.27,23.658,25.27,"C0014B-3H-10 W, 19.0--21.0 cm",CKY000000000003081300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:32:39Z,185,glass beaker,5.864,2.674,12.6761,7.4444,6.8121,185,glass beaker,5.864,2.674,8.9617,3.7462,3.0977,3.8491,3.7589,1.0115,4.7704,1.0722,0.1347,0.0607,2.963,0.565,1.2991,1.428,0.6211,2.9293,0.788,3.7162,fuway,2010-09-19T06:15:03Z
"C0014B-3H-11, 91.0 cm",NULL,24.703,26.535,24.703,26.535,"C0014B-3H-11, 93.0 cm",NULL,24.719,26.555,24.719,26.555,"C0014B-3H-11 W, 91.0--93.0 cm",CKY000000000003081400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:33:02Z,409,glass beaker,6.2,2.81,12.9295,7.386,6.7295,409,glass beaker,6.2,2.81,9.408,3.8798,3.208,3.6492,3.5637,1.0123,4.576,1.0698,0.1277,0.0575,3.0803,0.5423,1.1847,1.4706,0.6731,3.0429,0.7788,3.5204,fuway,2010-09-19T06:15:03Z
"C0014B-3H-12, 27.0 cm",NULL,25.149,27.075,25.149,27.075,"C0014B-3H-12, 29.0 cm",NULL,25.165,27.095,25.165,27.095,"C0014B-3H-12 W, 27.0--29.0 cm",CKY000000000003081600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:33:18Z,408,glass beaker,6.232,2.804,11.9307,6.6933,5.6987,408,glass beaker,6.232,2.804,8.9118,3.6875,2.6798,3.1284,3.0551,0.8342,3.8893,0.8835,0.1095,0.0493,2.5703,0.549,1.2171,1.4652,0.6609,3.0812,0.7855,3.6623,fuway,2010-09-19T06:15:03Z
"C0014B-3H-CC, 19.0 cm",NULL,25.376,27.35,25.376,27.35,"C0014B-3H-CC, 21.0 cm",NULL,25.393,27.37,25.393,27.37,"C0014B-3H-CC W, 19.0--21.0 cm",CKY000000000003081700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:33:34Z,444,glass beaker,6.205,2.806,12.8171,7.1448,6.6121,444,glass beaker,6.205,2.806,9.5571,3.899,3.3521,3.3782,3.299,1.0398,4.3388,1.093,0.1182,0.0532,3.2339,0.5109,1.0446,1.5239,0.7453,3.1101,0.7603,3.1727,fuway,2010-09-19T06:15:03Z
"C0014B-4H-1, 19.0 cm",NULL,25.677,25.69,25.677,25.69,"C0014B-4H-1, 21.0 cm",NULL,25.696,25.71,25.696,25.71,"C0014B-4H-1 W, 19.0--21.0 cm",CKY000000000003094200,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:53:38Z,4,glass beaker,4.669,2.146,10.0153,5.5123,5.3463,4,glass beaker,4.669,2.146,7.5872,3.0948,2.9182,2.5162,2.4572,0.9091,3.3663,0.9488,0.0881,0.0397,2.8301,0.4706,0.8891,1.5882,0.8407,3.1131,0.7299,2.7029,fuway,2010-09-19T06:15:03Z
"C0014B-4H-1, 47.0 cm",NULL,25.938,25.97,25.938,25.97,"C0014B-4H-1, 49.0 cm",NULL,25.957,25.99,25.957,25.99,"C0014B-4H-1 W, 47.0--49.0 cm",CKY000000000003094300,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:54:03Z,158,glass beaker,6.024,2.722,11.3618,5.9842,5.3378,158,glass beaker,6.024,2.722,9.1327,3.7648,3.1087,2.3099,2.2558,1.0064,3.2622,1.0428,0.0808,0.0364,3.0279,0.4327,0.7629,1.6363,0.9282,3.0086,0.6915,2.2415,fuway,2010-09-19T06:15:03Z
"C0014B-4H-2, 79.0 cm",NULL,26.763,26.855,26.763,26.855,"C0014B-4H-2, 81.0 cm",NULL,26.782,26.875,26.782,26.875,"C0014B-4H-2 W, 79.0--81.0 cm",CKY000000000003094400,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:54:25Z,439,glass beaker,6.28,2.823,10.5388,5.607,4.2588,439,glass beaker,6.28,2.823,8.5893,3.6659,2.3093,2.0202,1.9729,0.8111,2.784,0.8429,0.0707,0.0318,2.2386,0.4744,0.9024,1.5297,0.8041,2.76,0.7087,2.4324,fuway,2010-09-19T06:15:03Z
"C0014B-4H-3, 119.0 cm",NULL,28.446,28.66,28.446,28.66,"C0014B-4H-3, 121.0 cm",NULL,28.465,28.68,28.465,28.68,"C0014B-4H-3 W, 119.0--121.0 cm",CKY000000000003094500,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:54:59Z,135,glass beaker,6.06,2.707,10.1344,5.2441,4.0744,135,glass beaker,6.06,2.707,8.4766,3.5936,2.4166,1.7179,1.6776,0.8595,2.5371,0.8866,0.0601,0.0271,2.3565,0.4216,0.729,1.6059,0.9288,2.7417,0.6612,1.9518,fuway,2010-09-19T06:15:03Z
"C0014B-4H-4, 73.0 cm",NULL,29.332,29.61,29.332,29.61,"C0014B-4H-4, 75.0 cm",NULL,29.35,29.63,29.35,29.63,"C0014B-4H-4 W, 73.0--75.0 cm",CKY000000000003094600,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:55:18Z,144,glass beaker,6.099,2.798,10.3308,5.3739,4.2318,144,glass beaker,6.099,2.798,8.5981,3.6488,2.4991,1.7955,1.7534,0.8225,2.5759,0.8508,0.0628,0.0283,2.4363,0.4243,0.737,1.6428,0.9458,2.9621,0.6807,2.1318,fuway,2010-09-19T06:15:03Z
"C0014B-4H-5, 15.0 cm",NULL,29.933,30.255,29.933,30.255,"C0014B-4H-5, 17.0 cm",NULL,29.952,30.275,29.952,30.275,"C0014B-4H-5 W, 15.0--17.0 cm",CKY000000000003094700,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:55:40Z,205,glass beaker,6.085,2.718,11.6342,6.2786,5.5492,205,glass beaker,6.085,2.718,9.0955,3.751,3.0105,2.6308,2.5691,0.9915,3.5606,1.033,0.0921,0.0415,2.9184,0.4741,0.9015,1.5585,0.8196,2.9434,0.7215,2.5911,fuway,2010-09-19T06:15:03Z
"C0014B-4H-6, 54.0 cm",NULL,30.702,31.08,30.702,31.08,"C0014B-4H-6, 56.0 cm",NULL,30.721,31.1,30.721,31.1,"C0014B-4H-6 W, 54.0--56.0 cm",CKY000000000003094800,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T18:56:01Z,180,glass beaker,6.065,2.725,10.948,5.8917,4.883,180,glass beaker,6.065,2.725,8.7603,3.7135,2.6953,2.267,2.2139,0.9528,3.1667,0.9885,0.0793,0.0357,2.616,0.4643,0.8666,1.542,0.8261,2.7456,0.6991,2.3236,fuway,2010-09-19T06:15:04Z
"C0014B-4H-7, 102.0 cm",NULL,32.446,32.95,32.446,32.95,"C0014B-4H-7, 104.0 cm",NULL,32.464,32.97,32.464,32.97,"C0014B-4H-7 W, 102.0--104.0 cm",CKY000000000003102500,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T20:30:02Z,174,glass beaker,6.024,2.729,9.7857,5.0909,3.7617,174,glass beaker,6.024,2.729,8.0763,3.3889,2.0523,1.7714,1.7299,0.632,2.3619,0.6599,0.062,0.0279,1.9903,0.4709,0.89,1.5927,0.8427,3.1492,0.7324,2.7372,fuway,2010-09-19T06:15:04Z
"C0014B-4H-8, 63.0 cm",NULL,33.397,33.97,33.397,33.97,"C0014B-4H-8, 65.0 cm",NULL,33.415,33.99,33.415,33.99,"C0014B-4H-8 W, 63.0--65.0 cm",CKY000000000003102600,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T20:30:26Z,412,glass beaker,6.181,2.831,11.1635,6.3318,4.9825,412,glass beaker,6.181,2.831,8.3626,3.5431,2.1816,2.9025,2.8345,0.6663,3.5008,0.7121,0.1016,0.0458,2.08,0.5825,1.3954,1.4232,0.5941,3.1217,0.8097,4.2541,fuway,2010-09-19T06:15:04Z
"C0014B-4H-9, 16.0 cm",NULL,34.273,34.91,34.273,34.91,"C0014B-4H-9, 18.0 cm",NULL,34.292,34.93,34.292,34.93,"C0014B-4H-9 W, 16.0--18.0 cm",CKY000000000003102700,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T20:30:45Z,17,glass beaker,4.585,2.083,10.2389,5.9333,5.6539,17,glass beaker,4.585,2.083,7.3363,3.0433,2.7513,3.0079,2.9374,0.9129,3.8503,0.9603,0.1053,0.0474,2.646,0.532,1.1368,1.4684,0.6872,2.8985,0.7629,3.2177,fuway,2010-09-19T06:15:04Z
"C0014B-4H-9, 49.0 cm",NULL,34.581,35.24,34.581,35.24,"C0014B-4H-9, 51.0 cm",NULL,34.599,35.26,34.599,35.26,"C0014B-4H-9 W, 49.0--51.0 cm",CKY000000000003102800,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T20:31:01Z,186,glass beaker,5.945,2.66,10.441,5.8445,4.496,186,glass beaker,5.945,2.66,7.9952,3.4094,2.0502,2.5345,2.4751,0.7094,3.1845,0.7494,0.0887,0.04,1.9615,0.5637,1.2921,1.4118,0.616,2.765,0.7772,3.489,fuway,2010-09-19T06:15:04Z
"C0014B-5H-1, 7.0 cm",NULL,35.065,35.07,35.065,35.07,"C0014B-5H-1, 9.0 cm",NULL,35.083,35.09,35.083,35.09,"C0014B-5H-1 W, 7.0--9.0 cm",CKY000000000003111100,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:37:49Z,184,glass beaker,6.06,2.731,10.276,5.7946,4.216,184,glass beaker,6.06,2.731,7.7637,3.2932,1.7037,2.6034,2.5424,0.5212,3.0636,0.5622,0.0911,0.041,1.6126,0.6175,1.6144,1.3762,0.5264,3.094,0.8299,4.878,fuway,2010-09-19T06:15:04Z
"C0014B-5H-2, 29.0 cm",NULL,35.411,35.445,35.411,35.445,"C0014B-5H-2, 31.0 cm",NULL,35.43,35.465,35.43,35.465,"C0014B-5H-2 W, 29.0--31.0 cm",CKY000000000003150400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-19T05:35:30Z,131,glass beaker,6.068,2.754,12.8895,7.4643,6.8215,131,glass beaker,6.068,2.754,9.3319,3.9222,3.2639,3.6866,3.6002,1.1101,4.7103,1.1682,0.129,0.0581,3.1349,0.5404,1.176,1.4482,0.6655,2.824,0.7643,3.2431,fuway,2010-09-20T11:42:36Z
"C0014B-5H-3, 64.0 cm",NULL,36.081,36.17,36.081,36.17,"C0014B-5H-3, 66.0 cm",NULL,36.099,36.19,36.099,36.19,"C0014B-5H-3 W, 64.0--66.0 cm",CKY000000000003150500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-19T05:35:53Z,146,glass beaker,6.075,2.761,13.1555,7.7748,7.0805,146,glass beaker,6.075,2.761,9.2706,3.9069,3.1956,4.0258,3.9314,1.0824,5.0138,1.1459,0.1409,0.0635,3.0547,0.5686,1.3179,1.4122,0.6093,2.8222,0.7841,3.6321,fuway,2010-09-20T11:42:36Z
"C0014B-5H-4, 79.0 cm",NULL,37.106,37.28,37.106,37.28,"C0014B-5H-4, 81.0 cm",NULL,37.125,37.3,37.125,37.3,"C0014B-5H-4 W, 79.0--81.0 cm",CKY000000000003150600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-19T05:36:09Z,509,glass beaker,4.605,2.094,10.7866,6.6968,6.1816,509,glass beaker,4.605,2.094,7.097,3.0233,2.492,3.8234,3.7338,0.869,4.6028,0.9293,0.1338,0.0603,2.3582,0.6185,1.6213,1.343,0.5123,2.7137,0.8112,4.2967,fuway,2010-09-20T11:42:36Z
"C0014B-5H-5, 64.0 cm",NULL,38.256,38.525,38.256,38.525,"C0014B-5H-5, 66.0 cm",NULL,38.274,38.545,38.274,38.545,"C0014B-5H-5 W, 64.0--66.0 cm",CKY000000000003150700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-19T05:36:27Z,156,glass beaker,5.936,2.664,12.9445,7.5231,7.0085,156,glass beaker,5.936,2.664,9.2895,3.884,3.3535,3.7876,3.6988,1.1603,4.8591,1.22,0.1326,0.0597,3.2209,0.5404,1.1759,1.4423,0.6629,2.7759,0.7612,3.1878,fuway,2010-09-20T11:42:36Z
"C0014B-5H-6, 29.0 cm",NULL,39.212,39.56,39.212,39.56,"C0014B-5H-6, 31.0 cm",NULL,39.23,39.58,39.23,39.58,"C0014B-5H-6 W, 29.0--31.0 cm",CKY000000000003150800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-19T05:36:49Z,153,glass beaker,6.068,2.731,13.4841,8.0205,7.4161,153,glass beaker,6.068,2.731,9.4947,4.0485,3.4267,4.1341,4.0372,1.2523,5.2895,1.3175,0.1447,0.0652,3.282,0.5574,1.2596,1.402,0.6205,2.6208,0.7632,3.2238,fuway,2010-09-20T11:42:36Z
"C0014B-5H-11, 59.0 cm",NULL,39.886,40.29,39.886,40.29,"C0014B-5H-11, 61.0 cm",NULL,39.905,40.31,39.905,40.31,"C0014B-5H-11 W, 59.0--61.0 cm",CKY000000000003111200,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:38:22Z,26,glass beaker,4.594,2.075,11.0423,6.8385,6.4483,26,glass beaker,4.594,2.075,7.1254,2.9386,2.5314,4.059,3.9639,0.7996,4.7635,0.8636,0.1421,0.064,2.3893,0.6295,1.6988,1.3537,0.5016,2.9881,0.8321,4.9574,fuway,2010-09-19T06:15:04Z
"C0014B-5H-12, 29.0 cm",NULL,40.427,40.875,40.427,40.875,"C0014B-5H-12, 31.0 cm",NULL,40.445,40.895,40.445,40.895,"C0014B-5H-12 W, 29.0--31.0 cm",CKY000000000003111300,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:38:41Z,200,glass beaker,6.033,2.76,9.9712,5.4891,3.9382,200,glass beaker,6.033,2.76,7.717,3.2446,1.684,2.336,2.2813,0.4478,2.7291,0.4846,0.0818,0.0368,1.6022,0.5932,1.458,1.443,0.5871,3.5779,0.8359,5.0945,fuway,2010-09-19T06:15:04Z
"C0014B-5H-13, 84.0 cm",NULL,41.766,42.325,41.766,42.325,"C0014B-5H-13, 86.0 cm",NULL,41.784,42.345,41.784,42.345,"C0014B-5H-13 W, 84.0--86.0 cm",CKY000000000003111400,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:38:59Z,504,glass beaker,4.572,2.041,8.3875,4.3863,3.8155,504,glass beaker,4.572,2.041,6.8599,2.8654,2.2879,1.583,1.5459,0.7994,2.3453,0.8244,0.0554,0.025,2.2325,0.4149,0.7091,1.6269,0.9519,2.7927,0.6591,1.9338,fuway,2010-09-19T06:15:04Z
"C0014B-5H-14, 83.0 cm",NULL,42.773,43.415,42.773,43.415,"C0014B-5H-14, 85.0 cm",NULL,42.791,43.435,42.791,43.435,"C0014B-5H-14 W, 83.0--85.0 cm",CKY000000000003111500,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:39:28Z,416,glass beaker,6.219,2.796,11.4091,5.626,5.1901,416,glass beaker,6.219,2.796,9.9313,4.1546,3.7123,1.5314,1.4955,1.3345,2.83,1.3586,0.0536,0.0241,3.6587,0.2951,0.4186,1.834,1.2928,2.7416,0.5284,1.1206,fuway,2010-09-19T06:15:04Z
"C0014B-5H-15, 49.0 cm",NULL,43.636,44.35,43.636,44.35,"C0014B-5H-15, 51.0 cm",NULL,43.655,44.37,43.655,44.37,"C0014B-5H-15 W, 49.0--51.0 cm",CKY000000000003111600,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:39:49Z,437,glass beaker,6.255,2.826,11.8529,6.1313,5.5979,437,glass beaker,6.255,2.826,9.7839,4.0713,3.5289,2.144,2.0938,1.2115,3.3053,1.2453,0.075,0.0338,3.4539,0.383,0.6207,1.6936,1.045,2.8509,0.6335,1.7283,fuway,2010-09-19T06:15:04Z
"C0014B-5H-CC, 9.0 cm",NULL,44.375,45.15,44.375,45.15,"C0014B-5H-CC, 11.0 cm",NULL,44.394,45.17,44.394,45.17,"C0014B-5H-CC W, 9.0--11.0 cm",CKY000000000003111700,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T23:40:12Z,132,glass beaker,6.079,2.714,10.443,5.6233,4.364,132,glass beaker,6.079,2.714,8.2884,3.4781,2.2094,2.2327,2.1804,0.7289,2.9093,0.7641,0.0781,0.0352,2.1313,0.5116,1.0476,1.5,0.7326,2.924,0.7495,2.9914,fuway,2010-09-19T06:15:04Z
