Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002D-2H-8, 70.0 cm",NULL,13.38,13.865,13.38,13.865,"C0002D-2H-8, 71.5 cm",NULL,13.394,13.88,13.394,13.88,"C0002D-2H-8 W, 70.0--71.5 cm",KCC000000000000108301,PP,NULL,5,kidoyo,NULL,KCC,2008-04-07T17:18:57Z,178,glass beaker,6.07,2.773,14.55,7.755142,8.48,178,glass beaker,6.07,2.773,11.598,4.816,5.528,3.059067,2.98737,1.994771,4.982142,2.043,0.1070674,0.04822858,5.420932,0.3607391,0.5643065,1.702079,1.088073,2.717571,0.5996157,1.4976,kidoyo,2008-04-08T10:31:24Z
"C0002D-2H-8, 112.0 cm",NULL,13.774,14.285,13.774,14.285,"C0002D-2H-8, 113.5 cm",NULL,13.788,14.3,13.788,14.3,"C0002D-2H-8 WR, 112.0--113.5 cm",CKY000000000000731300,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:41:26Z,206,glass beaker,6.02,2.646,10.713,5.484632,4.693,206,glass beaker,6.02,2.646,9.251,4.029,3.231,1.515026,1.479517,1.359114,2.838632,1.383,0.05302595,0.02388556,3.177974,0.3228268,0.476727,1.653261,1.119544,2.338268,0.5212079,1.088589,morit,2007-12-19T09:22:54Z
"C0002D-2H-9, 48.5 cm",NULL,14.319,14.865,14.319,14.865,"C0002D-2H-9, 50.0 cm",NULL,14.333,14.88,14.333,14.88,"C0002D-2H-9 W, 48.5--50.0 cm",KCC000000000000108401,PP,NULL,5,yasunagam,NULL,KCC,2008-04-07T17:32:47Z,202,glass beaker,6.017,2.685,14.077,7.417669,8.06,202,glass beaker,6.017,2.685,11.246,4.599,5.229,2.933679,2.864921,1.867748,4.732669,1.914,0.1026788,0.04625173,5.126321,0.36398,0.5722776,1.703056,1.083178,2.744653,0.6053499,1.53389,kidoyo,2008-04-08T10:31:26Z
"C0002D-3H-1, 50.0 cm",NULL,15.847,15.88,15.847,15.88,"C0002D-3H-1, 51.5 cm",NULL,15.861,15.895,15.861,15.895,"C0002D-3H-1 W, 50.0--51.5 cm",KCC000000000000108501,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T10:08:54Z,33,glass cell,4.621,2.028,10.017,5.097848,5.396,33,glass cell,4.621,2.028,8.375,3.463,3.754,1.701554,1.661674,1.408174,3.069848,1.435,0.05955445,0.02682633,3.694446,0.3153362,0.460571,1.757742,1.203462,2.623573,0.5412888,1.180021,kidoyo,2008-04-09T05:15:37Z
"C0002D-3H-1, 57.0 cm",NULL,15.913,15.95,15.913,15.95,"C0002D-3H-1, 58.5 cm",NULL,15.927,15.965,15.927,15.965,"C0002D-3H-1 WR, 57.0--58.5 cm",CKY000000000000731200,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:23:58Z,185,glass beaker,5.861,2.618,9.838,4.965237,3.977,185,glass beaker,5.861,2.618,8.515,3.648,2.654,1.370984,1.338852,1.008385,2.347237,1.03,0.04798449,0.02161464,2.606015,0.3447283,0.5260846,1.694332,1.110248,2.584345,0.5703948,1.327719,kuramotot,2007-12-19T09:07:21Z
"C0002D-3H-2, 53.0 cm",NULL,17.212,17.34,17.212,17.34,"C0002D-3H-2, 54.5 cm",NULL,17.226,17.355,17.226,17.355,"C0002D-3H-2 W, 53.0--54.5 cm",KCC000000000000108601,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T10:34:27Z,175,glass beaker,6.139,2.807,13.117,6.864542,6.978,175,glass beaker,6.139,2.807,10.716,4.474,4.577,2.488083,2.429768,1.627773,4.057542,1.667,0.08708297,0.03922656,4.489917,0.356561,0.554149,1.71976,1.106561,2.758318,0.5988277,1.492694,kidoyo,2008-04-09T05:15:40Z
"C0002D-3H-3, 50.0 cm",NULL,18.506,18.725,18.506,18.725,"C0002D-3H-3, 51.5 cm",NULL,18.52,18.74,18.52,18.74,"C0002D-3H-3 W, 50.0--51.5 cm",KCC000000000000108701,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T10:59:04Z,31,glass cell,4.61,2.055,11.445,6.156537,6.835,31,glass cell,4.61,2.055,9.043,3.765,4.433,2.489119,2.43078,1.670757,4.101537,1.71,0.08711924,0.0392429,4.345881,0.3641725,0.5727537,1.666448,1.059574,2.601144,0.592651,1.454898,kidoyo,2008-04-09T05:15:42Z
"C0002D-3H-5, 20.0 cm",NULL,19.553,19.845,19.553,19.845,"C0002D-3H-5, 21.5 cm",NULL,19.567,19.86,19.567,19.86,"C0002D-3H-5 W, 20.0--21.5 cm",KCC000000000000108801,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T11:31:12Z,169,glass beaker,6.051,2.751,13.863,7.64497,7.812,169,glass beaker,6.051,2.751,10.642,4.438,4.591,3.337824,3.259594,1.634377,4.89397,1.687,0.1168239,0.05262339,4.474176,0.4272688,0.7460198,1.59625,0.9142222,2.737543,0.6660428,1.994396,kidoyo,2008-04-09T05:15:44Z
"C0002D-3H-6, 65.0 cm",NULL,21.291,21.705,21.291,21.705,"C0002D-3H-6, 66.5 cm",NULL,21.305,21.72,21.305,21.72,"C0002D-3H-6 W, 65.0--66.5 cm",KCC000000000000108901,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T11:49:17Z,161,glass beaker,6.097,2.722,11.669,6.186692,5.572,161,glass beaker,6.097,2.722,9.532,4.059,3.435,2.214508,2.162605,1.302087,3.464692,1.337,0.07750783,0.03491344,3.357492,0.397435,0.659572,1.608224,0.9690594,2.578547,0.624184,1.660877,kidoyo,2008-04-09T05:15:46Z
"C0002D-3H-6, 135.0 cm",NULL,21.945,22.405,21.945,22.405,"C0002D-3H-6, 136.5 cm",NULL,21.959,22.42,21.959,22.42,"C0002D-3H-6 WR, 135.0--136.5 cm",CKY000000000000731600,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:41:27Z,166,glass beaker,6.117,2.773,11.082,5.681543,4.965,166,glass beaker,6.117,2.773,9.37,3.977,3.253,1.774093,1.732513,1.17603,2.908543,1.204,0.06209331,0.02796996,3.190907,0.3573199,0.5559841,1.70704,1.097081,2.713287,0.5956635,1.473188,morit,2007-12-19T09:28:47Z
"C0002D-3H-7, 52.0 cm",NULL,22.53,23.03,22.53,23.03,"C0002D-3H-7, 53.5 cm",NULL,22.544,23.045,22.544,23.045,"C0002D-3H-7 W, 52.0--53.5 cm",KCC000000000000109001,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T11:55:00Z,119,glass beaker,6.098,2.792,14.965,7.776904,8.867,119,glass beaker,6.098,2.792,12.188,5.012,6.09,2.87772,2.810274,2.174631,4.984904,2.22,0.1007203,0.0453695,5.98928,0.3245427,0.4804786,1.77877,1.201483,2.75416,0.5637568,1.292299,kidoyo,2008-04-09T05:16:32Z
"C0002D-3H-8, 50.0 cm",NULL,23.805,24.395,23.805,24.395,"C0002D-3H-8, 51.5 cm",NULL,23.819,24.41,23.819,24.41,"C0002D-3H-8 W, 50.0--51.5 cm",KCC000000000000109101,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T12:07:38Z,130,glass beaker,6.116,2.721,12.535,6.477404,6.419,130,glass beaker,6.116,2.721,10.332,4.284,4.216,2.282902,2.229396,1.527008,3.756404,1.563,0.07990162,0.03599172,4.136098,0.3556476,0.5519457,1.708815,1.101079,2.708629,0.593492,1.459976,kidoyo,2008-04-09T07:44:05Z
"C0002D-4H-1, 50.0 cm",NULL,25.324,25.38,25.324,25.38,"C0002D-4H-1, 51.5 cm",NULL,25.337,25.395,25.337,25.395,"C0002D-4H-1 W, 50.0--51.5 cm",KCC000000000000109201,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T12:34:21Z,186,glass beaker,5.941,2.659,11.007,5.777563,5.066,186,glass beaker,5.941,2.659,9.07,3.849,3.129,2.007254,1.960209,1.158354,3.118563,1.19,0.07025394,0.03164592,3.058746,0.3962207,0.6562343,1.624466,0.9808191,2.640597,0.6285616,1.692236,kidoyo,2008-04-09T07:44:07Z
"C0002D-4H-2, 52.0 cm",NULL,26.659,26.885,26.659,26.885,"C0002D-4H-2, 53.5 cm",NULL,26.672,26.9,26.672,26.9,"C0002D-4H-2 W, 52.0--53.5 cm",KCC000000000000109301,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T12:56:45Z,139,glass beaker,6.097,2.688,10.638,5.480031,4.541,139,glass beaker,6.097,2.688,9.038,3.887,2.941,1.658031,1.619171,1.17286,2.792031,1.199,0.05803113,0.02614015,2.882969,0.3651247,0.5751124,1.626415,1.032571,2.458068,0.5799259,1.380532,kidoyo,2008-04-09T07:44:09Z
"C0002D-4H-2, 139.0 cm",NULL,27.43,27.755,27.43,27.755,"C0002D-4H-2, 140.5 cm",NULL,27.444,27.77,27.444,27.77,"C0002D-4H-2 WR, 139.0--140.5 cm",CKY000000000000731500,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:41:27Z,136,glass beaker,6.026,2.675,10.724,5.642633,4.698,136,glass beaker,6.026,2.675,8.803,3.73,2.777,1.990674,1.944017,1.023615,2.967633,1.055,0.06967363,0.03138452,2.707326,0.4237279,0.7352913,1.58308,0.9122849,2.644867,0.6550734,1.899167,morit,2007-12-19T09:28:46Z
"C0002D-4H-3, 48.5 cm",NULL,27.94,28.33,27.94,28.33,"C0002D-4H-3, 50.0 cm",NULL,27.954,28.345,27.954,28.345,"C0002D-4H-3 W, 48.5--50.0 cm",KCC000000000000109401,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T13:25:02Z,135,glass beaker,6.058,2.7,11.774,6.28493,5.716,135,glass beaker,6.058,2.7,9.462,3.983,3.404,2.395855,2.339702,1.245227,3.58493,1.283,0.08385499,0.03777252,3.320145,0.4191489,0.7216116,1.594453,0.9261395,2.666296,0.6526494,1.878935,kidoyo,2008-04-09T07:46:59Z
"C0002D-4H-5, 77.0 cm",NULL,29.493,30.08,29.493,30.08,"C0002D-4H-5, 78.5 cm",NULL,29.506,30.095,29.506,30.095,"C0002D-4H-5 W, 77.0--78.5 cm",KCC000000000000109501,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T13:43:31Z,132,glass beaker,6.078,2.705,10.73,5.706289,4.652,132,glass beaker,6.078,2.705,8.73,3.715,2.652,2.072539,2.023964,0.9773248,3.001289,1.01,0.07253892,0.03267519,2.579461,0.4455157,0.8034775,1.550001,0.8594512,2.639308,0.6743649,2.070922,kidoyo,2008-04-09T07:47:01Z
"C0002D-4H-6, 50.0 cm",NULL,30.513,31.23,30.513,31.23,"C0002D-4H-6, 51.5 cm",NULL,30.526,31.245,30.526,31.245,"C0002D-4H-6 W, 50.0--51.5 cm",KCC000000000000109601,PP,NULL,5,masagoh315,NULL,KCC,2008-04-08T13:57:15Z,8,glass cell,4.56,2.079,8.358,4.485035,3.798,8,glass cell,4.56,2.079,6.759,2.893,2.199,1.656995,1.618159,0.7878762,2.406035,0.814,0.05799486,0.02612381,2.141005,0.4362809,0.7739331,1.578531,0.8898478,2.717439,0.6725417,2.053824,kidoyo,2008-04-09T07:47:03Z
"C0002D-4H-6, 132.0 cm",NULL,31.24,32.05,31.24,32.05,"C0002D-4H-6, 133.5 cm",NULL,31.253,32.065,31.253,32.065,"C0002D-4H-6 WR, 132.0--133.5 cm",CKY000000000000731700,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:41:27Z,27,glass cell,4.648,2.08,9.402,4.938756,4.754,27,glass cell,4.648,2.08,7.739,3.283,3.091,1.723316,1.682926,1.175831,2.858756,1.203,0.06031611,0.02716942,3.030684,0.3624981,0.5686228,1.662961,1.060141,2.577484,0.5886916,1.431266,morit,2007-12-19T09:28:47Z
"C0002D-4H-7, 49.0 cm",NULL,31.763,32.64,31.763,32.64,"C0002D-4H-7, 50.5 cm",NULL,31.777,32.655,31.777,32.655,"C0002D-4H-7 W, 49.0--50.5 cm",KCC000000000000109701,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T14:03:47Z,108,glass beaker,6.035,2.701,9.906,5.080449,3.871,108,glass beaker,6.035,2.701,8.402,3.583,2.367,1.558549,1.522021,0.8574283,2.379449,0.882,0.05454927,0.02457174,2.312451,0.4026219,0.6739816,1.626847,0.971843,2.696961,0.6396526,1.7751,kidoyo,2008-04-09T07:47:05Z
"C0002D-4H-8, 49.0 cm",NULL,33.014,34.05,33.014,34.05,"C0002D-4H-8, 50.5 cm",NULL,33.027,34.065,33.027,34.065,"C0002D-4H-8 W, 49.0--50.5 cm",KCC000000000000109801,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T14:12:54Z,23,glass cell,4.622,2.06,8.949,4.763412,4.327,23,glass cell,4.622,2.06,7.207,3.029,2.585,1.805181,1.762872,0.9405399,2.703412,0.969,0.0631814,0.02846009,2.521818,0.4171901,0.7158253,1.60057,0.9328279,2.681245,0.6520916,1.87432,kidoyo,2008-04-09T07:47:06Z
"C0002D-5H-1, 70.0 cm",NULL,35.018,35.08,35.018,35.08,"C0002D-5H-1, 71.5 cm",NULL,35.031,35.095,35.031,35.095,"C0002D-5H-1 W, 70.0--71.5 cm",KCC000000000000109901,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T14:34:52Z,133,glass beaker,6.022,2.692,9.98,4.998845,3.958,133,glass beaker,6.022,2.692,8.567,3.592,2.545,1.464249,1.42993,0.876915,2.306845,0.9,0.05124874,0.02308502,2.493751,0.3699466,0.5871671,1.715763,1.081022,2.843778,0.619864,1.630637,kidoyo,2008-04-09T09:27:02Z
"C0002D-5H-2, 50.0 cm",NULL,36.115,36.285,36.115,36.285,"C0002D-5H-2, 51.5 cm",NULL,36.129,36.3,36.129,36.3,"C0002D-5H-2 W, 50.0--51.5 cm",KCC000000000000110001,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T14:42:27Z,149,glass beaker,6.046,2.771,12.831,6.715559,6.785,149,glass beaker,6.046,2.771,10.434,4.329,4.388,2.483938,2.42572,1.518839,3.944559,1.558,0.08693789,0.03916121,4.301062,0.3660925,0.5775173,1.720091,1.090378,2.831809,0.6149535,1.597089,kidoyo,2008-04-09T09:27:04Z
"C0002D-5H-3, 55.0 cm",NULL,37.445,37.745,37.445,37.745,"C0002D-5H-3, 56.5 cm",NULL,37.459,37.76,37.459,37.76,"C0002D-5H-3 W, 55.0--56.5 cm",KCC000000000000110101,PP,NULL,5,kidoyo,NULL,KCC,2008-04-08T14:59:42Z,160,glass beaker,6.045,2.676,12.831,6.897771,6.786,160,glass beaker,6.045,2.676,10.253,4.331,4.208,2.671503,2.608889,1.612882,4.221771,1.655,0.09350266,0.04211832,4.114497,0.3936786,0.6492902,1.607382,0.9745904,2.551022,0.6179609,1.617533,kidoyo,2008-04-09T09:27:06Z
"C0002D-5H-5, 52.0 cm",NULL,38.898,39.34,38.898,39.34,"C0002D-5H-5, 53.5 cm",NULL,38.911,39.355,38.911,39.355,"C0002D-5H-5 W, 52.0--53.5 cm",KCC000000000000110201,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T15:13:10Z,36,glass cell,4.536,2.006,8.465,4.257777,3.929,36,glass cell,4.536,2.006,7.266,3.064,2.73,1.242487,1.213366,1.038411,2.251777,1.058,0.04348708,0.01958877,2.686513,0.3162349,0.4624906,1.744844,1.193063,2.587138,0.5388482,1.168483,kidoyo,2008-04-09T09:27:08Z
"C0002D-5H-6, 47.0 cm",NULL,39.95,40.495,39.95,40.495,"C0002D-5H-6, 48.5 cm",NULL,39.963,40.51,39.963,40.51,"C0002D-5H-6 W, 47.0--48.5 cm",KCC000000000000110301,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T15:32:53Z,150,glass beaker,6.111,2.68,12.68,6.785714,6.569,150,glass beaker,6.111,2.68,10.089,4.206,3.978,2.684974,2.622045,1.483669,4.105714,1.526,0.09397417,0.0423307,3.884026,0.4087341,0.6912864,1.599965,0.9460049,2.617852,0.6386331,1.767271,kidoyo,2008-04-09T09:27:10Z
"C0002D-5H-6, 108.0 cm",NULL,40.505,41.105,40.505,41.105,"C0002D-5H-6, 109.5 cm",NULL,40.519,41.12,40.519,41.12,"C0002D-5H-6 WR, 108.0--109.5 cm",CKY000000000000731800,315GEOTECHPP,NULL,3,sagaway,NULL,CKY,2007-12-19T08:41:27Z,12,glass cell,4.541,2.028,8.883,4.735582,4.342,12,glass cell,4.541,2.028,7.18,3.04,2.639,1.764767,1.723405,0.9841771,2.707582,1.012,0.06176689,0.02782292,2.577233,0.406441,0.6847525,1.603645,0.9518578,2.618668,0.6365107,1.751113,morit,2007-12-19T09:28:47Z
"C0002D-5H-7, 49.0 cm",NULL,41.248,41.92,41.248,41.92,"C0002D-5H-7, 50.5 cm",NULL,41.261,41.935,41.261,41.935,"C0002D-5H-7 W, 49.0--50.5 cm",KCC000000000000110401,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T15:37:35Z,192,glass beaker,5.928,2.685,9.99,5.083532,4.062,192,glass beaker,5.928,2.685,8.505,3.605,2.577,1.53886,1.502793,0.8957387,2.398532,0.92,0.05386015,0.02426133,2.52314,0.378843,0.6098989,1.693536,1.051952,2.816826,0.6265471,1.677714,kidoyo,2008-04-09T09:30:22Z
"C0002D-5H-8, 52.0 cm",NULL,42.555,43.355,42.555,43.355,"C0002D-5H-8, 53.5 cm",NULL,42.568,43.37,42.568,43.37,"C0002D-5H-8 W, 52.0--53.5 cm",KCC000000000000110501,PP,NULL,5,masagoh,NULL,KCC,2008-04-08T15:57:27Z,158,glass beaker,6.019,2.709,9.218,4.760085,3.199,158,glass beaker,6.019,2.709,7.86,3.408,1.841,1.407254,1.374271,0.6768135,2.051085,0.699,0.04925392,0.02218645,1.791746,0.4399043,0.7854093,1.559662,0.8735601,2.647326,0.6700217,2.030502,kidoyo,2008-04-09T09:30:24Z
