Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0011D-1H-6, 8.0 cm",NULL,26.585,26.935,26.585,26.935,"C0011D-1H-6, 10.0 cm",NULL,26.604,26.955,26.604,26.955,"C0011D-1H-6 W, 8.0--10.0 cm",CKY000000000004179700,PP,NULL,5,ymlee333,NULL,CKY,2010-12-21T07:53:20Z,647,glass beaker,6.069,2.748,12.2627,6.408,6.1937,647,glass beaker,6.069,2.748,10.0581,4.2129,3.9891,2.2846,2.2311,1.4289,3.66,1.4649,0.08,0.036,3.9091,0.3689,0.5844,1.6923,1.0681,2.7357,0.6096,1.5614,kidoyo,2010-12-24T16:04:40Z
"C0011D-1H-7, 25.0 cm",NULL,26.952,27.325,26.952,27.325,"C0011D-1H-7, 27.0 cm",NULL,26.971,27.345,26.971,27.345,"C0011D-1H-7 W, 25.0--27.0 cm",CKY000000000004180100,PP,NULL,5,ymlee333,NULL,CKY,2010-12-21T07:53:20Z,182,glass beaker,6.112,2.726,12.1378,6.5393,6.0258,182,glass beaker,6.112,2.726,9.7271,4.1391,3.6151,2.4981,2.4396,1.3737,3.8133,1.4131,0.0874,0.0394,3.5277,0.4146,0.7081,1.5802,0.9251,2.568,0.6398,1.7759,kidoyo,2010-12-24T16:04:40Z
"C0011D-1H-7, 88.0 cm",NULL,27.545,27.955,27.545,27.955,"C0011D-1H-7, 90.0 cm",NULL,27.564,27.975,27.564,27.975,"C0011D-1H-7 W, 88.0--90.0 cm",CKY000000000004179800,PP,NULL,5,ymlee333,NULL,CKY,2010-12-21T07:53:20Z,163,glass beaker,6.088,2.732,12.2518,6.5051,6.1638,163,glass beaker,6.088,2.732,9.9949,4.258,3.9069,2.3388,2.284,1.4891,3.7731,1.526,0.0819,0.0369,3.825,0.3794,0.6115,1.6336,1.0138,2.5687,0.6053,1.5338,kidoyo,2010-12-24T16:04:40Z
"C0011D-1H-8, 27.0 cm",NULL,28.096,28.54,28.096,28.54,"C0011D-1H-8, 29.0 cm",NULL,28.114,28.56,28.114,28.56,"C0011D-1H-8 W, 27.0--29.0 cm",CKY000000000004179900,PP,NULL,5,ymlee333,NULL,CKY,2010-12-21T07:53:20Z,151,glass beaker,5.994,2.677,11.8214,6.248,5.8274,151,glass beaker,5.994,2.677,9.7432,4.1789,3.7492,2.1536,2.1031,1.4679,3.571,1.5019,0.0754,0.034,3.6738,0.3696,0.5862,1.6319,1.0288,2.5028,0.5889,1.4327,kidoyo,2010-12-24T16:04:41Z
"C0011D-1H-8, 81.0 cm",NULL,28.604,29.08,28.604,29.08,"C0011D-1H-8, 83.0 cm",NULL,28.623,29.1,28.623,29.1,"C0011D-1H-8 W, 81.0--83.0 cm",CKY000000000004180000,PP,NULL,5,ymlee333,NULL,CKY,2010-12-21T07:53:20Z,418,glass beaker,6.194,2.781,12.3664,6.5968,6.1724,418,glass beaker,6.194,2.781,9.9767,4.2175,3.7827,2.4764,2.4184,1.3974,3.8158,1.4365,0.0867,0.0391,3.696,0.4012,0.67,1.6176,0.9686,2.6449,0.6338,1.7306,kidoyo,2010-12-24T16:04:41Z
"C0011D-1H-9, 21.0 cm",NULL,29.375,29.9,29.375,29.9,"C0011D-1H-9, 23.0 cm",NULL,29.394,29.92,29.394,29.92,"C0011D-1H-9 W, 21.0--23.0 cm",CKY000000000004190300,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,166,glass beaker,6.106,2.721,11.5193,6.1739,5.4133,166,glass beaker,6.106,2.721,9.3133,3.9775,3.2073,2.286,2.2324,1.2205,3.4529,1.2565,0.08,0.036,3.1273,0.4223,0.731,1.5678,0.9057,2.5623,0.6465,1.8291,kidoyo,2010-12-24T16:04:41Z
"C0011D-1H-9, 83.0 cm",NULL,29.959,30.52,29.959,30.52,"C0011D-1H-9, 85.0 cm",NULL,29.978,30.54,29.978,30.54,"C0011D-1H-9 W, 83.0--85.0 cm",CKY000000000004190400,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,139,glass beaker,6.093,2.751,11.2852,5.891,5.1922,139,glass beaker,6.093,2.751,9.2398,3.8545,3.1468,2.1196,2.0699,1.0701,3.14,1.1035,0.0742,0.0334,3.0726,0.4082,0.6898,1.6536,0.9785,2.8713,0.6592,1.9343,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-1, 25.0 cm",NULL,30.743,30.75,30.743,30.75,"C0011D-2H-1, 27.0 cm",NULL,30.763,30.77,30.763,30.77,"C0011D-2H-1 W, 25.0--27.0 cm",CKY000000000004190500,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,168,glass beaker,6.083,2.762,11.225,5.8787,5.142,168,glass beaker,6.083,2.762,9.2708,3.933,3.1878,2.0251,1.9776,1.1391,3.1167,1.171,0.0709,0.0319,3.1169,0.3938,0.6497,1.6498,1.0001,2.7363,0.6345,1.7361,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-1, 92.0 cm",NULL,31.395,31.42,31.395,31.42,"C0011D-2H-1, 94.0 cm",NULL,31.414,31.44,31.414,31.44,"C0011D-2H-1 W, 92.0--94.0 cm",CKY000000000004190600,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,167,glass beaker,6.076,2.774,11.9059,6.1433,5.8299,167,glass beaker,6.076,2.774,9.9306,4.1767,3.8546,2.0469,1.9989,1.3704,3.3693,1.4027,0.0716,0.0323,3.783,0.3511,0.5411,1.7303,1.1228,2.7605,0.5933,1.4586,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-2, 20.0 cm",NULL,32.051,32.095,32.051,32.095,"C0011D-2H-2, 22.0 cm",NULL,32.07,32.115,32.07,32.115,"C0011D-2H-2 W, 20.0--22.0 cm",CKY000000000004190700,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,174,glass beaker,6.021,2.722,12.1284,6.5265,6.1074,174,glass beaker,6.021,2.722,9.6946,4.1033,3.6736,2.5221,2.463,1.3415,3.8045,1.3813,0.0883,0.0398,3.5853,0.413,0.7035,1.6053,0.9424,2.6726,0.6474,1.836,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-2, 82.0 cm",NULL,32.654,32.715,32.654,32.715,"C0011D-2H-2, 84.0 cm",NULL,32.673,32.735,32.673,32.735,"C0011D-2H-2 W, 82.0--84.0 cm",CKY000000000004190800,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,170,glass beaker,6.053,2.728,12.6825,6.8015,6.6295,170,glass beaker,6.053,2.728,10.0878,4.2181,4.0348,2.6888,2.6258,1.4477,4.0735,1.4901,0.0941,0.0424,3.9407,0.4056,0.6823,1.6275,0.9674,2.722,0.6446,1.8138,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-2, 121.0 cm",NULL,33.033,33.105,33.033,33.105,"C0011D-2H-2, 122.0 cm",NULL,33.043,33.115,33.043,33.115,"C0011D-2H-2 WR, 121.0--122.0 cm",CKY000000000004037300,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-19T08:57:44Z,144,glass beaker,6.096,2.713,10.4566,5.2436,4.3606,144,glass beaker,6.096,2.713,9.3481,4.1399,3.2521,1.1487,1.1218,1.4088,2.5306,1.4269,0.0402,0.0181,3.2119,0.2634,0.3576,1.7231,1.2692,2.2799,0.4433,0.7963,kidoyo,2010-12-24T16:04:38Z
"C0011D-2H-5, 20.0 cm",NULL,35.989,36.145,35.989,36.145,"C0011D-2H-5, 22.0 cm",NULL,36.008,36.165,36.008,36.165,"C0011D-2H-5 WR, 20.0--22.0 cm",CKY000000000004005000,PP,NULL,3,marion333,NULL,CKY,2010-12-18T23:08:34Z,172,glass beaker,6.04,2.694,9.9112,5.1839,3.8712,172,glass beaker,6.04,2.694,8.3167,3.5963,2.2767,1.6523,1.6136,0.8763,2.4899,0.9023,0.0578,0.026,2.2189,0.4268,0.7446,1.5548,0.8912,2.5321,0.6481,1.8414,kidoyo,2010-12-24T16:04:38Z
"C0011D-2H-7, 20.0 cm",NULL,36.427,36.595,36.427,36.595,"C0011D-2H-7, 21.0 cm",NULL,36.436,36.605,36.436,36.605,"C0011D-2H-7 WR, 20.0--21.0 cm",CKY000000000004038400,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-19T09:07:33Z,626,glass beaker,6.086,2.739,10.5354,5.5314,4.4494,626,glass beaker,6.086,2.739,8.8451,3.8485,2.7591,1.7516,1.7105,1.0819,2.7924,1.1095,0.0613,0.0276,2.6978,0.3937,0.6493,1.5934,0.9661,2.4936,0.6126,1.581,kidoyo,2010-12-24T16:04:38Z
"C0011D-2H-7, 62.0 cm",NULL,36.835,37.015,36.835,37.015,"C0011D-2H-7, 64.0 cm",NULL,36.854,37.035,36.854,37.035,"C0011D-2H-7 W, 62.0--64.0 cm",CKY000000000004190900,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,128,glass beaker,6.018,2.706,11.8826,6.3067,5.8646,128,glass beaker,6.018,2.706,9.6943,4.1279,3.6763,2.2677,2.2146,1.3861,3.6007,1.4219,0.0794,0.0358,3.5969,0.3867,0.6305,1.6287,0.9989,2.595,0.615,1.5977,kidoyo,2010-12-24T16:04:41Z
"C0011D-2H-9, 44.0 cm",NULL,39.101,39.345,39.101,39.345,"C0011D-2H-9, 46.0 cm",NULL,39.12,39.365,39.12,39.365,"C0011D-2H-9 W, 44.0--46.0 cm",CKY000000000004191000,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T12:17:51Z,187,glass beaker,6.123,2.742,13.2804,7.0838,7.1574,187,glass beaker,6.123,2.742,10.6611,4.4759,4.5381,2.7143,2.6507,1.6911,4.3418,1.7339,0.095,0.0428,4.4431,0.3792,0.6109,1.6485,1.0233,2.6273,0.6105,1.5674,kidoyo,2010-12-24T16:04:41Z
"C0011D-3H-1, 21.0 cm",NULL,40.199,40.21,40.199,40.21,"C0011D-3H-1, 23.0 cm",NULL,40.218,40.23,40.218,40.23,"C0011D-3H-1 W, 21.0--23.0 cm",CKY000000000004202000,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,188,glass beaker,6.023,2.676,13.051,7.0981,7.028,188,glass beaker,6.023,2.676,10.2605,4.3198,4.2375,2.8917,2.8239,1.5982,4.4221,1.6438,0.1012,0.0456,4.1363,0.4115,0.6991,1.5893,0.9354,2.5881,0.6386,1.7669,kidoyo,2010-12-24T16:04:41Z
"C0011D-3H-1, 78.0 cm",NULL,40.741,40.78,40.741,40.78,"C0011D-3H-1, 80.0 cm",NULL,40.76,40.8,40.76,40.8,"C0011D-3H-1 W, 78.0--80.0 cm",CKY000000000004202100,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,124,glass beaker,5.986,2.706,13.5739,7.4385,7.5879,124,glass beaker,5.986,2.706,10.5566,4.4344,4.5706,3.1267,3.0534,1.6791,4.7325,1.7284,0.1094,0.0493,4.4612,0.4121,0.7009,1.6034,0.9427,2.6569,0.6452,1.8185,kidoyo,2010-12-24T16:04:41Z
"C0011D-3H-2, 16.0 cm",NULL,41.495,41.575,41.495,41.575,"C0011D-3H-2, 18.0 cm",NULL,41.514,41.595,41.514,41.595,"C0011D-3H-2 W, 16.0--18.0 cm",CKY000000000004202200,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,185,glass beaker,5.862,2.662,10.769,5.7218,4.907,185,glass beaker,5.862,2.662,8.8058,3.7672,2.9438,2.0344,1.9867,1.0731,3.0598,1.1052,0.0712,0.0321,2.8726,0.4146,0.7082,1.6037,0.9388,2.6769,0.6493,1.8514,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-2, 110.0 cm",NULL,42.388,42.515,42.388,42.515,"C0011D-3H-2, 112.0 cm",NULL,42.407,42.535,42.407,42.535,"C0011D-3H-2 W, 110.0--112.0 cm",CKY000000000004202300,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,158,glass beaker,6.022,2.674,12.7285,6.7944,6.7065,158,glass beaker,6.022,2.674,10.2174,4.2942,4.1954,2.6022,2.5412,1.5792,4.1204,1.6202,0.0911,0.041,4.1043,0.388,0.634,1.6276,0.9961,2.599,0.6167,1.6092,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-3, 19.0 cm",NULL,42.862,43.015,42.862,43.015,"C0011D-3H-3, 21.0 cm",NULL,42.881,43.035,42.881,43.035,"C0011D-3H-3 W, 19.0--21.0 cm",CKY000000000004202400,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,10,glass beaker,4.533,2.069,10.6025,5.6775,6.0695,10,glass beaker,4.533,2.069,8.3217,3.4067,3.7887,2.3635,2.3081,1.3004,3.6085,1.3377,0.0827,0.0373,3.706,0.3894,0.6377,1.682,1.027,2.8499,0.6396,1.7749,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-3, 61.0 cm",NULL,43.261,43.435,43.261,43.435,"C0011D-3H-3, 63.0 cm",NULL,43.28,43.455,43.28,43.455,"C0011D-3H-3 W, 61.0--63.0 cm",CKY000000000004202500,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,118,glass beaker,5.991,2.673,11.2349,5.9021,5.2439,118,glass beaker,5.991,2.673,9.2429,3.9188,3.2519,2.0642,2.0158,1.2133,3.2291,1.2458,0.0722,0.0325,3.1797,0.3936,0.6492,1.624,0.9847,2.6207,0.6243,1.6614,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-3, 121.0 cm",NULL,43.831,44.035,43.831,44.035,"C0011D-3H-3, 122.0 cm",NULL,43.84,44.045,43.84,44.045,"C0011D-3H-3 WR, 121.0--122.0 cm",CKY000000000004077200,PP,NULL,5,asukay333,NULL,CKY,2010-12-19T23:08:41Z,134,glass beaker,6.042,2.734,10.5086,5.5762,4.4666,134,glass beaker,6.042,2.734,8.7031,3.7786,2.6611,1.871,1.8271,1.0151,2.8422,1.0446,0.0655,0.0295,2.5956,0.4189,0.7208,1.5715,0.9132,2.557,0.6428,1.7999,kidoyo,2010-12-24T16:04:38Z
"C0011D-3H-4, 35.0 cm",NULL,44.362,44.595,44.362,44.595,"C0011D-3H-4, 37.0 cm",NULL,44.381,44.615,44.381,44.615,"C0011D-3H-4 W, 35.0--37.0 cm",CKY000000000004202600,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:30Z,136,glass beaker,6.024,2.705,12.9171,6.9316,6.8931,136,glass beaker,6.024,2.705,10.2979,4.3238,4.2739,2.7142,2.6506,1.576,4.2266,1.6188,0.095,0.0428,4.1789,0.3938,0.6495,1.6309,0.9887,2.6516,0.6271,1.6819,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-5, 21.5 cm",NULL,45.008,45.275,45.008,45.275,"C0011D-3H-5, 23.5 cm",NULL,45.027,45.295,45.027,45.295,"C0011D-3H-5 WR, 21.5--23.5 cm",CKY000000000004012300,PP,NULL,3,marion333,NULL,CKY,2010-12-19T00:41:35Z,179,glass beaker,6.043,2.728,12.6175,6.4414,6.5745,179,glass beaker,6.043,2.728,10.9385,4.7697,4.8955,1.7399,1.6991,2.0143,3.7134,2.0417,0.0609,0.0274,4.8346,0.2646,0.3599,1.7705,1.3019,2.4001,0.4576,0.8435,kidoyo,2010-12-24T16:04:38Z
"C0011D-3H-6, 30.0 cm",NULL,45.312,45.595,45.312,45.595,"C0011D-3H-6, 32.0 cm",NULL,45.331,45.615,45.331,45.615,"C0011D-3H-6 W, 30.0--32.0 cm",CKY000000000004202700,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:31Z,159,glass beaker,6.091,2.717,13.0523,7.0579,6.9613,159,glass beaker,6.091,2.717,10.3724,4.3897,4.2814,2.7771,2.712,1.6289,4.3409,1.6727,0.0972,0.0438,4.1842,0.3989,0.6637,1.6037,0.9639,2.5687,0.6248,1.6649,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-6, 87.0 cm",NULL,45.853,46.165,45.853,46.165,"C0011D-3H-6, 89.0 cm",NULL,45.872,46.185,45.872,46.185,"C0011D-3H-6 W, 87.0--89.0 cm",CKY000000000004202800,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:31Z,640,glass beaker,6.102,2.764,10.6435,5.5752,4.5415,640,glass beaker,6.102,2.764,8.8859,3.8253,2.7839,1.8213,1.7786,1.0326,2.8112,1.0613,0.0637,0.0287,2.7202,0.401,0.6695,1.6155,0.9676,2.6343,0.6327,1.7224,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-7, 31.0 cm",NULL,46.669,47.025,46.669,47.025,"C0011D-3H-7, 33.0 cm",NULL,46.688,47.045,46.688,47.045,"C0011D-3H-7 W, 31.0--33.0 cm",CKY000000000004202900,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:31Z,179,glass beaker,6.043,2.728,12.583,6.7569,6.54,179,glass beaker,6.043,2.728,10.078,4.2627,4.035,2.5959,2.5351,1.4938,4.0289,1.5347,0.0909,0.0409,3.9441,0.3969,0.6582,1.6233,0.979,2.6403,0.6292,1.6971,kidoyo,2010-12-24T16:04:42Z
"C0011D-3H-7, 60.0 cm",NULL,46.945,47.315,46.945,47.315,"C0011D-3H-7, 62.0 cm",NULL,46.964,47.335,46.964,47.335,"C0011D-3H-7 W, 60.0--62.0 cm",CKY000000000004203000,PP,NULL,5,yuehan333,NULL,CKY,2010-12-21T14:24:31Z,24,glass beaker,4.623,2.067,9.3875,4.9793,4.7645,24,glass beaker,4.623,2.067,7.6334,3.2328,3.0104,1.8177,1.7751,1.1372,2.9123,1.1658,0.0636,0.0286,2.9468,0.3815,0.6168,1.636,1.0118,2.5913,0.6095,1.5609,kidoyo,2010-12-24T16:04:42Z
