Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002B-21R-4, 123.0 cm",NULL,660.54,660.54,660.54,660.54,"C0002B-21R-4, 124.0 cm",NULL,660.55,660.55,660.55,660.55,"C0002B-21R-4 W, 123.0--124.0 cm",CKY000000000000634400,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:22Z,NULL,173,glass beaker,5.972,2.711,12.436,5.860329,6.464,173,glass beaker,5.972,2.711,11.134,4.564,5.162,1.349223,1.3176,1.831728,3.149329,1.853,0.04722283,0.02127155,5.114777,0.2087288,0.2637892,2.052501,1.624085,2.792323,0.418375,0.7193208,nishimuram,2007-12-15T00:55:42Z
"C0002B-21R-5, 23.0 cm",NULL,660.943,660.943,660.943,660.943,"C0002B-21R-5, 24.0 cm",NULL,660.953,660.953,660.953,660.953,"C0002B-21R-5 W, 23.0--24.0 cm",CKY000000000000634300,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:22Z,"Measured by ""3"" runs average, instead of ""5."" ",27,glass cell,4.648,2.08,11.959,5.845153,7.311,27,glass cell,4.648,2.08,10.387,4.28,5.739,1.629016,1.590835,2.174317,3.765153,2.2,0.05701559,0.0256827,5.681985,0.2228171,0.2866983,1.941754,1.509098,2.613227,0.4225155,0.7316483,nishimuram,2007-12-15T00:36:29Z
"C0002B-22R-1, 8.0 cm",NULL,666.08,666.08,666.08,666.08,"C0002B-22R-1, 9.0 cm",NULL,666.09,666.09,666.09,666.09,"C0002B-22R-1 W, 8.0--9.0 cm",CKY000000000000634500,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:22Z,NULL,22,glass cell,4.602,2.058,11.923,5.667702,7.321,22,glass cell,4.602,2.058,10.477,4.228,5.875,1.498446,1.463326,2.146376,3.609702,2.17,0.05244564,0.02362416,5.822554,0.2046777,0.2573519,2.028145,1.613029,2.712737,0.4053869,0.6817658,iinot,2007-12-15T01:11:23Z
"C0002B-23R-1, 18.0 cm",NULL,675.18,675.18,675.18,675.18,"C0002B-23R-1, 19.0 cm",NULL,675.19,675.19,675.19,675.19,"C0002B-23R-1 W, 18.0--19.0 cm",CKY000000000000634600,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:23Z,NULL,118,glass beaker,5.99,2.716,12.201,5.849202,6.211,118,glass beaker,5.99,2.716,10.87,4.524,4.88,1.379275,1.346948,1.786255,3.133202,1.808,0.04827465,0.02174534,4.831726,0.2220697,0.2854621,1.982317,1.542104,2.704948,0.4298949,0.7540626,iinot,2007-12-15T01:17:20Z
"C0002B-23R-1, 105.0 cm",NULL,676.05,676.05,676.05,676.05,"C0002B-23R-1, 106.0 cm",NULL,676.06,676.06,676.06,676.06,"C0002B-23R-1 W, 105.0--106.0 cm",CKY000000000000634700,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:23Z,"Measured by ""3"" runs average, instead of ""5."" ",170,glass beaker,6.055,2.712,12.284,5.925819,6.229,170,glass beaker,6.055,2.712,10.865,4.513,4.81,1.470466,1.436002,1.777817,3.213819,1.801,0.05146636,0.02318305,4.758534,0.2360678,0.3090167,1.938192,1.480648,2.676616,0.4468211,0.8077335,iinot,2007-12-15T01:17:21Z
"C0002B-23R-2, 66.0 cm",NULL,677.07,677.07,677.07,677.07,"C0002B-23R-2, 67.0 cm",NULL,677.08,677.08,677.08,677.08,"C0002B-23R-2 WR, 66.0--67.0 cm",CKY000000000000621900,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T18:24:24Z,NULL,138,glass beaker,5.99,2.626,13.645,6.607,7.655,138,glass beaker,5.99,2.626,12.04,5.009,6.05,1.6632,1.6242,2.3568,3.981,2.383,0.0582,0.0262,5.9918,0.2173,0.2776,1.9229,1.5051,2.5423,0.408,0.6892,fujikit,2010-08-11T05:14:12Z
"C0002B-23R-2, 127.0 cm",NULL,677.68,677.68,677.68,677.68,"C0002B-23R-2, 128.0 cm",NULL,677.69,677.69,677.69,677.69,"C0002B-23R-2 W, 127.0--128.0 cm",CKY000000000000634800,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:23Z,NULL,204,glass beaker,6.059,2.716,12.063,5.571048,6.004,204,glass beaker,6.059,2.716,10.926,4.439,4.867,1.178238,1.150623,1.704424,2.855048,1.723,0.04123837,0.01857584,4.825762,0.1962422,0.2441559,2.102942,1.690256,2.831315,0.4030137,0.6750804,iinot,2007-12-15T01:09:37Z
"C0002B-23R-3, 0.0 cm",NULL,677.82,677.82,677.82,677.82,"C0002B-23R-3, 1.0 cm",NULL,677.83,677.83,677.83,677.83,"C0002B-23R-3 WR, 0.0--1.0 cm",CKY000000000000609200,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T10:40:59Z,NULL,24,glass beaker,4.638,2.026,10.645,4.9606,6.007,24,glass beaker,4.638,2.026,9.414,3.735,4.776,1.2756,1.2457,1.6889,2.9346,1.709,0.0446,0.0201,4.7314,0.2124,0.2696,2.047,1.6123,2.8015,0.4245,0.7376,fujikit,2010-08-11T05:14:12Z
"C0002B-23R-4, 13.0 cm",NULL,678.37,678.37,678.37,678.37,"C0002B-23R-4, 14.0 cm",NULL,678.38,678.38,678.38,678.38,"C0002B-23R-4 W, 13.0--14.0 cm",CKY000000000000634900,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:24Z,CALCULATED VOLUME,15,glass cell,4.558,2.072,10.362,4.935034,5.804,15,glass cell,4.558,2.072,9.222,3.8,4.664,1.181347,1.153659,1.709375,2.863034,1.728,0.04134718,0.01862486,4.622653,0.2035402,0.2555561,2.02722,1.614599,2.704294,0.4029499,0.6749012,henry315,2007-12-17T05:03:55Z
"C0002B-23R-4, 60.0 cm",NULL,678.84,678.84,678.84,678.84,"C0002B-23R-4, 61.0 cm",NULL,678.85,678.85,678.85,678.85,"C0002B-23R-4 W, 60.0--61.0 cm",CKY000000000000635000,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:24Z,NULL,124,glass beaker,5.982,2.656,10.838,5.0281,4.856,124,glass beaker,5.982,2.656,9.941,4.135,3.959,0.9295,0.9077,1.4644,2.3721,1.479,0.0325,0.0146,3.9265,0.1914,0.2367,2.0471,1.6553,2.6813,0.3827,0.6198,fujikit,2010-08-11T05:14:13Z
"C0002B-24R-1, 19.0 cm",NULL,684.69,684.69,684.69,684.69,"C0002B-24R-1, 20.0 cm",NULL,684.7,684.7,684.7,684.7,"C0002B-24R-1 W, 19.0--20.0 cm",CKY000000000000635100,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:24Z,NULL,129,glass beaker,6.074,2.747,11.901,5.575878,5.827,129,glass beaker,6.074,2.747,10.725,4.405,4.651,1.218653,1.190091,1.638787,2.828878,1.658,0.04265288,0.01921301,4.608347,0.209139,0.2644447,2.059828,1.629037,2.812048,0.4206936,0.7262022,iinot,2007-12-15T01:22:46Z
"C0002B-24R-1, 105.0 cm",NULL,685.55,685.55,685.55,685.55,"C0002B-24R-1, 106.0 cm",NULL,685.56,685.56,685.56,685.56,"C0002B-24R-1 W, 105.0--106.0 cm",CKY000000000000635200,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:25Z,NULL,21,glass cell,4.561,2.041,11.735,5.651558,7.174,21,glass cell,4.561,2.041,10.256,4.179,5.695,1.532643,1.496721,2.113837,3.610558,2.138,0.05364253,0.0241633,5.641358,0.2136385,0.2716797,1.986951,1.562461,2.668776,0.4145401,0.708059,iinot,2007-12-15T01:03:33Z
"C0002B-24R-2, 0.0 cm",NULL,685.91,685.91,685.91,685.91,"C0002B-24R-2, 1.0 cm",NULL,685.92,685.92,685.92,685.92,"C0002B-24R-2 WR, 0.0--1.0 cm",CKY000000000000610400,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T11:03:46Z,NULL,123,glass beaker,6.064,2.724,11.264,5.3284,5.2,123,glass beaker,6.064,2.724,10.215,4.284,4.151,1.087,1.0615,1.5429,2.6044,1.56,0.038,0.0171,4.113,0.209,0.2643,1.9966,1.5793,2.6658,0.4076,0.688,fujikit,2010-08-11T05:14:12Z
"C0002B-24R-3, 9.0 cm",NULL,686.42,686.42,686.42,686.42,"C0002B-24R-3, 10.0 cm",NULL,686.43,686.43,686.43,686.43,"C0002B-24R-3 W, 9.0--10.0 cm",CKY000000000000635300,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:25Z,NULL,3,glass cell,4.512,2.03,9.48,4.505865,4.968,3,glass cell,4.512,2.03,8.301,3.332,3.789,1.221762,1.193127,1.282738,2.475865,1.302,0.04276169,0.01926202,3.746238,0.2459263,0.3261303,2.006572,1.513103,2.920502,0.481903,0.9301405,iinot,2007-12-15T01:22:46Z
"C0002B-24R-3, 71.0 cm",NULL,687.04,687.04,687.04,687.04,"C0002B-24R-3, 72.0 cm",NULL,687.05,687.05,687.05,687.05,"C0002B-24R-3 WR, 71.0--72.0 cm",CKY000000000000623200,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T20:05:53Z,NULL,20,glass cell,4.62,2.048,10.669,5.104886,6.049,20,glass cell,4.62,2.048,9.495,3.936,4.875,1.21658,1.188067,1.86882,3.056886,1.888,0.04258034,0.01918033,4.83242,0.2011209,0.2517539,1.978811,1.580831,2.585814,0.3886526,0.635731,iinot,2007-12-15T01:47:51Z
"C0002B-24R-4, 19.0 cm",NULL,687.515,687.515,687.515,687.515,"C0002B-24R-4, 20.0 cm",NULL,687.525,687.525,687.525,687.525,"C0002B-24R-4 W, 19.0--20.0 cm",CKY000000000000635400,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:25Z,NULL,155,glass beaker,6.039,2.701,11.098,5.217557,5.059,155,glass beaker,6.039,2.701,10.078,4.202,4.039,1.056995,1.032221,1.484336,2.516557,1.501,0.03699485,0.01666435,4.002005,0.2089336,0.2641163,2.010286,1.59027,2.696159,0.4101721,0.6954097,iinot,2007-12-15T02:21:28Z
"C0002B-25R-1, 24.0 cm",NULL,694.24,694.24,694.24,694.24,"C0002B-25R-1, 25.0 cm",NULL,694.25,694.25,694.25,694.25,"C0002B-25R-1 W, 24.0--25.0 cm",CKY000000000000643100,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:13:59Z,NULL,11,glass beaker,4.56,2.025,11.926,5.772,7.366,11,glass beaker,4.56,2.025,10.319,4.172,5.759,1.6653,1.6263,2.1207,3.747,2.147,0.0583,0.0263,5.7007,0.2261,0.2921,1.9658,1.5214,2.6881,0.434,0.7669,fujikit,2010-08-11T05:14:13Z
"C0002B-25R-1, 95.0 cm",NULL,694.95,694.95,694.95,694.95,"C0002B-25R-1, 96.0 cm",NULL,694.96,694.96,694.96,694.96,"C0002B-25R-1 W, 95.0--96.0 cm",CKY000000000000643200,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:13:59Z,NULL,158,glass beaker,6.019,2.709,11.672,5.6543,5.653,158,glass beaker,6.019,2.709,10.36,4.348,4.341,1.3596,1.3277,1.6176,2.9453,1.639,0.0476,0.0214,4.2934,0.2405,0.3167,1.9193,1.4577,2.6542,0.4508,0.8208,fujikit,2010-08-11T05:14:13Z
"C0002B-25R-2, 24.0 cm",NULL,695.65,695.65,695.65,695.65,"C0002B-25R-2, 25.0 cm",NULL,695.66,695.66,695.66,695.66,"C0002B-25R-2 W, 24.0--25.0 cm",CKY000000000000643300,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:00Z,NULL,139,glass beaker,6.097,2.688,12.077,5.7425,5.98,139,glass beaker,6.097,2.688,10.835,4.506,4.738,1.287,1.2568,1.7977,3.0545,1.818,0.045,0.0203,4.693,0.2152,0.2742,1.9578,1.5364,2.6106,0.4115,0.6991,fujikit,2010-08-11T05:14:13Z
"C0002B-26R-1, 24.0 cm",NULL,703.74,703.74,703.74,703.74,"C0002B-26R-1, 25.0 cm",NULL,703.75,703.75,703.75,703.75,"C0002B-26R-1 W, 24.0--25.0 cm",CKY000000000000643400,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:00Z,CALCULATED VOLUME,128,glass beaker,6.025,2.648,11.736,5.554555,5.711,128,glass beaker,6.025,2.648,10.486,4.31,4.461,1.295337,1.264977,1.641578,2.906555,1.662,0.04533682,0.02042199,4.415663,0.2268144,0.2933505,1.964869,1.519208,2.689889,0.4352153,0.7705862,henry315,2007-12-17T05:03:55Z
"C0002B-26R-1, 124.0 cm",NULL,704.74,704.74,704.74,704.74,"C0002B-26R-1, 125.0 cm",NULL,704.75,704.75,704.75,704.75,"C0002B-26R-1 W, 124.0--125.0 cm",CKY000000000000643500,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:00Z,NULL,7,glass cell,4.588,2.091,9.859,4.624339,5.271,7,glass cell,4.588,2.091,8.789,3.559,4.201,1.108808,1.082821,1.450519,2.533339,1.468,0.03880832,0.01748123,4.162192,0.2103601,0.2664001,2.080653,1.642967,2.869451,0.4274282,0.7465057,hashimotoy,2007-12-15T08:43:50Z
"C0002B-27R-1, 24.0 cm",NULL,713.24,713.24,713.24,713.24,"C0002B-27R-1, 25.0 cm",NULL,713.25,713.25,713.25,713.25,"C0002B-27R-1 W, 24.0--25.0 cm",CKY000000000000643800,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:02Z,NULL,148,glass beaker,6.08,2.753,11.618,5.4471,5.538,148,glass beaker,6.08,2.753,10.49,4.324,4.41,1.1689,1.1415,1.5526,2.6941,1.571,0.0409,0.0184,4.3691,0.2111,0.2675,2.0556,1.6217,2.8141,0.4237,0.7352,fujikit,2010-08-11T05:14:13Z
"C0002B-27R-1, 101.0 cm",NULL,714.01,714.01,714.01,714.01,"C0002B-27R-1, 103.0 cm",NULL,714.03,714.03,714.03,714.03,"C0002B-27R-1 W, 101.0--103.0 cm",CKY000000000000643900,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:02Z,NULL,186,glass beaker,5.941,2.659,10.206,4.739241,4.265,186,glass beaker,5.941,2.659,9.343,3.88,3.402,0.8943005,0.8733403,1.206901,2.080241,1.221,0.03130054,0.01409934,3.370699,0.2096836,0.265316,2.050243,1.620341,2.792856,0.4198265,0.7236224,hashimotoy,2007-12-15T08:33:27Z
"C0002B-27R-2, 0.0 cm",NULL,714.11,714.11,714.11,714.11,"C0002B-27R-2, 1.0 cm",NULL,714.12,714.12,714.12,714.12,"C0002B-27R-2 WR, 0.0--1.0 cm",CKY000000000000620800,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T16:46:20Z,NULL,146,glass beaker,6.07,2.781,11.439,5.324736,5.369,146,glass beaker,6.07,2.781,10.46,4.35,4.39,1.014508,0.9907302,1.553005,2.543736,1.569,0.0355078,0.0159945,4.354492,0.1889566,0.2329796,2.110675,1.711849,2.803913,0.3894784,0.6379438,hashimotoy,2007-12-15T08:43:50Z
"C0002B-27R-3, 24.0 cm",NULL,714.665,714.665,714.665,714.665,"C0002B-27R-3, 25.0 cm",NULL,714.675,714.675,714.675,714.675,"C0002B-27R-3 W, 24.0--25.0 cm",CKY000000000000644000,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:02Z,NULL,187,glass beaker,6.12,2.752,10.776,5.047679,4.656,187,glass beaker,6.12,2.752,9.784,4.06,3.664,1.027979,1.003886,1.291793,2.295679,1.308,0.0359793,0.01620689,3.628021,0.2207859,0.2833444,2.028158,1.580369,2.808515,0.4372937,0.777126,iinot,2007-12-15T01:09:36Z
"C0002B-27R-3, 104.0 cm",NULL,715.465,715.465,715.465,715.465,"C0002B-27R-3, 105.0 cm",NULL,715.475,715.475,715.475,715.475,"C0002B-27R-3 W, 104.0--105.0 cm",CKY000000000000644100,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:03Z,NULL,107,glass beaker,6.084,2.677,11.394,5.3545,5.31,107,glass beaker,6.084,2.677,10.37,4.335,4.286,1.0611,1.0362,1.6413,2.6775,1.658,0.0371,0.0167,4.2489,0.1998,0.2497,1.9832,1.5869,2.5887,0.387,0.6313,fujikit,2010-08-11T05:14:13Z
"C0002B-28R-1, 11.0 cm",NULL,722.61,722.61,722.61,722.61,"C0002B-28R-1, 12.0 cm",NULL,722.62,722.62,722.62,722.62,"C0002B-28R-1 W, 11.0--12.0 cm",CKY000000000000644700,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:05Z,NULL,181,glass beaker,6.057,2.713,9.963,4.5979,3.906,181,glass beaker,6.057,2.713,9.247,3.885,3.19,0.742,0.7246,1.1603,1.8849,1.172,0.026,0.0117,3.164,0.19,0.2345,2.0723,1.6786,2.7269,0.3844,0.6245,fujikit,2010-08-11T05:14:13Z
"C0002B-28R-1, 99.0 cm",NULL,723.49,723.49,723.49,723.49,"C0002B-28R-1, 100.0 cm",NULL,723.5,723.5,723.5,723.5,"C0002B-28R-1 W, 99.0--100.0 cm",CKY000000000000644800,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:05Z,NULL,145,glass beaker,5.966,2.637,10.921,5.062,4.955,145,glass beaker,5.966,2.637,10.008,4.153,4.042,0.9461,0.9239,1.5011,2.425,1.516,0.0331,0.0149,4.0089,0.1909,0.236,2.0433,1.6532,2.6706,0.381,0.6155,fujikit,2010-08-11T05:14:13Z
"C0002B-28R-2, 30.0 cm",NULL,724.205,724.205,724.205,724.205,"C0002B-28R-2, 31.0 cm",NULL,724.215,724.215,724.215,724.215,"C0002B-28R-2 WR, 30.0--31.0 cm",CKY000000000000635600,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T05:30:06Z,NULL,1,glass cell,4.598,2.069,10.746,5.047899,6.148,1,glass cell,4.598,2.069,9.575,3.882,4.977,1.213472,1.185031,1.793869,2.978899,1.813,0.04247154,0.01913132,4.934528,0.1973766,0.2459144,2.063849,1.656494,2.750775,0.3978082,0.6606006,hashimotoy,2007-12-15T08:43:50Z
"C0002B-28R-2, 77.0 cm",NULL,724.675,724.675,724.675,724.675,"C0002B-28R-2, 78.0 cm",NULL,724.685,724.685,724.685,724.685,"C0002B-28R-2 W, 77.0--78.0 cm",CKY000000000000644900,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:05Z,NULL,130,glass beaker,6.116,2.721,10.554,4.963,4.438,130,glass beaker,6.116,2.721,9.642,4.055,3.526,0.9451,0.9229,1.3191,2.242,1.334,0.0331,0.0149,3.4929,0.213,0.2706,1.9795,1.5579,2.6479,0.4116,0.6996,fujikit,2010-08-11T05:14:13Z
"C0002B-29R-1, 24.0 cm",NULL,732.24,732.24,732.24,732.24,"C0002B-29R-1, 25.0 cm",NULL,732.25,732.25,732.25,732.25,"C0002B-29R-1 W, 24.0--25.0 cm",CKY000000000000645000,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:06Z,NULL,10,glass beaker,4.544,2.032,9.097,4.3003,4.553,10,glass beaker,4.544,2.032,8.252,3.459,3.708,0.8756,0.8551,1.4132,2.2683,1.427,0.0306,0.0138,3.6774,0.1923,0.2381,2.0072,1.6212,2.6022,0.377,0.6051,fujikit,2010-08-11T05:14:13Z
"C0002B-29R-1, 99.0 cm",NULL,732.99,732.99,732.99,732.99,"C0002B-29R-1, 100.0 cm",NULL,733,733,733,733,"C0002B-29R-1 W, 99.0--100.0 cm",CKY000000000000645100,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:06Z,NULL,188,glass beaker,6.014,2.74,10.567,4.887158,4.553,188,glass beaker,6.014,2.74,9.685,4.009,3.671,0.9139897,0.892568,1.25459,2.147158,1.269,0.03198966,0.01440976,3.63901,0.2007445,0.2511643,2.120477,1.694803,2.900557,0.4156974,0.7114418,iinot,2007-12-15T01:38:01Z
"C0002B-29R-2, 0.0 cm",NULL,733.41,733.41,733.41,733.41,"C0002B-29R-2, 2.0 cm",NULL,733.43,733.43,733.43,733.43,"C0002B-29R-2 WR, 0.0--2.0 cm",CKY000000000000622300,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T18:42:20Z,NULL,125,glass beaker,6.079,2.718,10.995,5.1492,4.916,125,glass beaker,6.079,2.718,10.119,4.277,4.04,0.9078,0.8865,1.5447,2.4312,1.559,0.0318,0.0143,4.0082,0.1847,0.2265,2.022,1.6487,2.5948,0.3646,0.5739,fujikit,2010-08-11T05:14:12Z
"C0002B-29R-3, 24.0 cm",NULL,733.865,733.865,733.865,733.865,"C0002B-29R-3, 25.0 cm",NULL,733.875,733.875,733.875,733.875,"C0002B-29R-3 W, 24.0--25.0 cm",CKY000000000000647900,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:33Z,"Measured by ""3"" runs average, instead of ""5."" ",152,glass beaker,6.064,2.776,12.02,5.794573,5.956,152,glass beaker,6.064,2.776,10.774,4.554,4.71,1.291192,1.260929,1.757643,3.018573,1.778,0.04519174,0.02035664,4.664808,0.2167884,0.2767942,1.973118,1.545369,2.654013,0.4177237,0.7173977,nishimuram,2007-12-15T00:22:38Z
"C0002B-29R-3, 81.0 cm",NULL,734.435,734.435,734.435,734.435,"C0002B-29R-3, 82.0 cm",NULL,734.445,734.445,734.445,734.445,"C0002B-29R-3 W, 81.0--82.0 cm",CKY000000000000648000,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:33Z,NULL,157,glass beaker,6.049,2.679,10.216,4.9245,4.167,157,glass beaker,6.049,2.679,9.182,3.895,3.133,1.0715,1.0464,1.1991,2.2455,1.216,0.0375,0.0169,3.0955,0.2571,0.3461,1.8557,1.3785,2.5815,0.466,0.8727,fujikit,2010-08-11T05:14:13Z
"C0002B-30R-1, 32.0 cm",NULL,741.82,741.82,741.82,741.82,"C0002B-30R-1, 33.0 cm",NULL,741.83,741.83,741.83,741.83,"C0002B-30R-1 W, 32.0--33.0 cm",CKY000000000000648100,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:34Z,NULL,31,glass beaker,4.61,2.055,9.429,4.4519,4.819,31,glass beaker,4.61,2.055,8.504,3.531,3.894,0.9585,0.936,1.4609,2.3969,1.476,0.0335,0.0151,3.8605,0.1989,0.2483,2.0105,1.6106,2.6425,0.3905,0.6407,fujikit,2010-08-11T05:14:13Z
"C0002B-30R-1, 102.0 cm",NULL,742.52,742.52,742.52,742.52,"C0002B-30R-1, 103.0 cm",NULL,742.53,742.53,742.53,742.53,"C0002B-30R-1 W, 102.0--103.0 cm",CKY000000000000648200,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:34Z,NULL,133,glass beaker,6.022,2.692,9.411,4.4071,3.389,133,glass beaker,6.022,2.692,8.751,3.75,2.729,0.6839,0.6679,1.0472,1.7151,1.058,0.0239,0.0108,2.7051,0.2018,0.2528,1.976,1.5772,2.5832,0.3894,0.6378,fujikit,2010-08-11T05:14:13Z
"C0002B-30R-1, 124.0 cm",NULL,742.74,742.74,742.74,742.74,"C0002B-30R-1, 125.0 cm",NULL,742.75,742.75,742.75,742.75,"C0002B-30R-1 WR, 124.0--125.0 cm",CKY000000000000636700,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T06:28:36Z,NULL,180,glass beaker,6.067,2.748,12.108,5.613292,6.041,180,glass beaker,6.067,2.748,11.027,4.537,4.96,1.120207,1.093952,1.771339,2.865292,1.789,0.03920728,0.01766094,4.920793,0.1854341,0.2276477,2.108337,1.717379,2.778007,0.3817944,0.6175849,nishimuram,2007-12-15T03:26:06Z
"C0002B-30R-1, 124.0 cm",NULL,742.74,742.74,742.74,742.74,"C0002B-30R-1, 125.0 cm",NULL,742.75,742.75,742.75,742.75,"C0002B-30R-1 W, 124.0--125.0 cm",CKY000000000000643700,PP,NULL,5,fss315,NULL,CKY,2007-12-12T13:14:01Z,NULL,180,glass beaker,6.067,2.748,12.108,5.613291,6.041,180,glass beaker,6.067,2.748,11.027,4.537,4.96,1.120207,1.093952,1.771339,2.865291,1.789,0.03920728,0.01766094,4.920793,0.1854341,0.2276477,2.108337,1.71738,2.778007,0.3817945,0.617585,iinot,2007-12-15T01:09:35Z
"C0002B-30R-2, 0.0 cm",NULL,742.91,742.91,742.91,742.91,"C0002B-30R-2, 1.0 cm",NULL,742.92,742.92,742.92,742.92,"C0002B-30R-2 WR, 0.0--1.0 cm",CKY000000000000623600,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-11T20:15:57Z,NULL,167,glass beaker,6.068,2.721,11.851,5.669056,5.783,167,glass beaker,6.068,2.721,10.716,4.539,4.648,1.176166,1.148599,1.799457,2.948056,1.818,0.04116584,0.01854317,4.606834,0.2033833,0.2553089,1.961632,1.562668,2.560125,0.3896124,0.6383034,iinot,2007-12-15T01:52:40Z
"C0002B-30R-2, 43.0 cm",NULL,743.34,743.34,743.34,743.34,"C0002B-30R-2, 44.0 cm",NULL,743.35,743.35,743.35,743.35,"C0002B-30R-2 W, 43.0--44.0 cm",CKY000000000000648300,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:34Z,NULL,176,glass beaker,5.97,2.665,10.627,4.9487,4.657,176,glass beaker,5.97,2.665,9.635,3.961,3.665,1.028,1.0039,1.2798,2.2837,1.296,0.036,0.0162,3.629,0.2207,0.2833,2.0392,1.5891,2.8356,0.4396,0.7844,fujikit,2010-08-11T05:14:13Z
"C0002B-30R-2, 96.0 cm",NULL,743.87,743.87,743.87,743.87,"C0002B-30R-2, 100.0 cm",NULL,743.91,743.91,743.91,743.91,"C0002B-30R-2 W, 96.0--100.0 cm",CKY000000000000648400,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T17:32:35Z,NULL,201,glass beaker,6.063,2.712,11.687,5.502161,5.624,201,glass beaker,6.063,2.712,10.576,4.396,4.513,1.151295,1.124312,1.665849,2.790161,1.684,0.04029537,0.01815107,4.472704,0.2047111,0.2574048,2.015654,1.603027,2.68494,0.4029559,0.6749182,nishimuram,2007-12-15T00:22:38Z
