Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0008C-5H-1, 23.5 cm",NULL,34.236,34.245,34.236,34.245,"C0008C-5H-1, 25.5 cm",NULL,34.255,34.265,34.255,34.265,"C0008C-5H-1 W, 23.5--25.5 cm",CKY000000000001818100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:43Z,NULL,132,glass beaker,6.078,2.705,14.328,7.564091,8.25,132,glass beaker,6.078,2.705,11.594,4.842,5.516,2.833161,2.766758,2.092333,4.859091,2.137,0.0991607,0.04466698,5.416839,0.3434134,0.5230284,1.697848,1.114784,2.588899,0.5693983,1.322332,tsutsumi316,2008-02-03T19:32:38Z
"C0008C-5H-2, 18.0 cm",NULL,34.553,34.575,34.553,34.575,"C0008C-5H-2, 19.5 cm",NULL,34.567,34.59,34.567,34.59,"C0008C-5H-2 WR, 18.0--19.5 cm",CKY000000000001757200,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T11:56:14Z,NULL,22,glass cell,4.602,2.058,11.463,6.740971,6.861,22,glass cell,4.602,2.058,8.931,4.22,4.329,2.623834,2.562338,2.120633,4.682971,2.162,0.09183427,0.04136679,4.237165,0.3824274,0.6192428,1.465095,0.9048028,1.998066,0.5471607,1.208289,nishimuram,2008-02-28T00:44:50Z
"C0008C-5H-2, 39.0 cm",NULL,34.755,34.785,34.755,34.785,"C0008C-5H-2, 41.0 cm",NULL,34.774,34.805,34.774,34.805,"C0008C-5H-2 W, 39.0--41.0 cm",CKY000000000001818200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:44Z,NULL,116,glass beaker,6.065,2.703,13.361,7.102845,7.296,116,glass beaker,6.065,2.703,10.8,4.553,4.735,2.653886,2.591686,1.808159,4.399845,1.85,0.09288608,0.04184058,4.642114,0.3637454,0.5716978,1.65824,1.055063,2.567314,0.5890402,1.433328,tsutsumi316,2008-02-03T19:32:39Z
"C0008C-5H-3, 23.0 cm",NULL,35.567,35.63,35.567,35.63,"C0008C-5H-3, 25.0 cm",NULL,35.586,35.65,35.586,35.65,"C0008C-5H-3 W, 23.0--25.0 cm",CKY000000000001818300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:44Z,NULL,131,glass beaker,6.067,2.717,13.398,7.160231,7.331,131,glass beaker,6.067,2.717,10.696,4.47,4.629,2.8,2.734375,1.708856,4.443231,1.753,0.09800008,0.04414418,4.531,0.3819397,0.6179651,1.649926,1.019753,2.651482,0.6154024,1.60012,tsutsumi316,2008-02-03T19:32:39Z
"C0008C-5H-4, 20.0 cm",NULL,36.797,36.91,36.797,36.91,"C0008C-5H-4, 21.5 cm",NULL,36.812,36.925,36.812,36.925,"C0008C-5H-4 WR, 20.0--21.5 cm",CKY000000000001757800,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T12:12:13Z,NULL,164,glass beaker,6.118,2.757,13.124,6.719457,7.006,164,glass beaker,6.118,2.757,10.933,4.538,4.815,2.270466,2.217252,1.745204,3.962457,1.781,0.07946638,0.03579567,4.735534,0.3240746,0.4794531,1.768095,1.1951,2.713455,0.5595651,1.270483,nishimuram,2008-02-28T00:40:24Z
"C0008C-5H-4, 23.0 cm",NULL,36.826,36.94,36.826,36.94,"C0008C-5H-4, 25.0 cm",NULL,36.845,36.96,36.845,36.96,"C0008C-5H-4 W, 23.0--25.0 cm",CKY000000000001818400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:44Z,NULL,107,glass beaker,6.084,2.677,12.934,6.882024,6.85,107,glass beaker,6.084,2.677,10.414,4.373,4.33,2.611399,2.550194,1.654829,4.205024,1.696,0.09139903,0.04117074,4.238601,0.3812261,0.6160993,1.629004,1.007985,2.561352,0.6064637,1.541062,tsutsumi316,2008-02-03T19:32:39Z
"C0008C-5H-5, 0.0 cm",NULL,37.864,38.02,37.864,38.02,"C0008C-5H-5, 1.5 cm",NULL,37.878,38.035,37.878,38.035,"C0008C-5H-5 WR, 0.0--1.5 cm",CKY000000000001732200,PP,NULL,8,arito316,NULL,CKY,2008-01-31T22:08:18Z,NULL,154,glass beaker,6.043,2.67,12.271,6.349217,6.228,154,glass beaker,6.043,2.67,10.025,4.113,3.982,2.327461,2.272911,1.406306,3.679217,1.443,0.0814612,0.03669424,3.900539,0.3737093,0.5967025,1.692751,1.060155,2.773606,0.6177704,1.616228,tsutsumi316,2008-02-02T03:14:59Z
"C0008C-5H-6, 23.0 cm",NULL,38.301,38.475,38.301,38.475,"C0008C-5H-6, 25.0 cm",NULL,38.32,38.495,38.32,38.495,"C0008C-5H-6 W, 23.0--25.0 cm",CKY000000000001818500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:45Z,NULL,205,glass beaker,6.087,2.728,13.751,7.260248,7.664,205,glass beaker,6.087,2.728,11.053,4.574,4.966,2.795855,2.730327,1.801921,4.532248,1.846,0.097855,0.04407883,4.868145,0.3648036,0.5743163,1.690993,1.074113,2.701642,0.6024222,1.515231,tsutsumi316,2008-02-03T19:32:40Z
"C0008C-5H-7, 22.5 cm",NULL,39.305,39.52,39.305,39.52,"C0008C-5H-7, 24.5 cm",NULL,39.325,39.54,39.325,39.54,"C0008C-5H-7 W, 22.5--24.5 cm",CKY000000000001818600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:45Z,NULL,198,glass beaker,6.067,2.732,13.4,7.010054,7.333,198,glass beaker,6.067,2.732,10.887,4.508,4.82,2.604145,2.54311,1.734944,4.278054,1.776,0.09114515,0.04105637,4.728855,0.3551268,0.5506925,1.714097,1.105375,2.725653,0.5944549,1.465817,tsutsumi316,2008-02-03T19:32:40Z
"C0008C-5H-8, 21.0 cm",NULL,40.545,40.81,40.545,40.81,"C0008C-5H-8, 23.0 cm",NULL,40.564,40.83,40.564,40.83,"C0008C-5H-8 W, 21.0--23.0 cm",CKY000000000001818700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:45Z,NULL,184,glass beaker,6.06,2.729,13.577,6.810005,7.517,184,glass beaker,6.06,2.729,11.512,4.754,5.452,2.139896,2.089743,1.991263,4.081005,2.025,0.07489643,0.03373713,5.377104,0.2846743,0.3979645,1.841948,1.317593,2.700348,0.5120656,1.049456,tsutsumi316,2008-02-03T19:32:40Z
"C0008C-6H-1, 23.0 cm",NULL,43.719,43.74,43.719,43.74,"C0008C-6H-1, 25.0 cm",NULL,43.737,43.76,43.737,43.76,"C0008C-6H-1 W, 23.0--25.0 cm",CKY000000000001818900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:46Z,"Measured by ""3"" runs average, instead of ""5."" ",37,glass cell,4.613,2.084,10.772,5.857838,6.159,37,glass cell,4.613,2.084,8.439,3.535,3.826,2.417617,2.360954,1.412884,3.773838,1.451,0.08461665,0.03811561,3.741383,0.392534,0.6461825,1.632026,0.9914001,2.648046,0.6256107,1.671017,tsutsumi316,2008-02-03T19:32:41Z
"C0008C-6H-2, 23.0 cm",NULL,44.898,45.04,44.898,45.04,"C0008C-6H-2, 25.0 cm",NULL,44.916,45.06,44.916,45.06,"C0008C-6H-2 W, 23.0--25.0 cm",CKY000000000001819000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:46Z,"Measured by ""3"" runs average, instead of ""5."" ",180,glass beaker,6.067,2.748,13.418,7.056841,7.351,180,glass beaker,6.067,2.748,10.856,4.506,4.789,2.654922,2.592697,1.716143,4.308841,1.758,0.09292235,0.04185691,4.696078,0.3611648,0.5653489,1.706027,1.08987,2.736414,0.6017158,1.51077,tsutsumi316,2008-02-03T19:32:41Z
"C0008C-6H-2, 100.0 cm",NULL,45.597,45.81,45.597,45.81,"C0008C-6H-2, 101.5 cm",NULL,45.611,45.825,45.611,45.825,"C0008C-6H-2 WR, 100.0--101.5 cm",CKY000000000001769800,PP,NULL,8,arito316,NULL,CKY,2008-02-01T17:40:25Z,NULL,192,glass beaker,5.928,2.685,12.549,6.445696,6.621,192,glass beaker,5.928,2.685,10.413,4.319,4.485,2.213472,2.161593,1.599103,3.760696,1.634,0.07747156,0.0348971,4.407528,0.3343108,0.5022024,1.760578,1.171998,2.756251,0.5747854,1.351754,nishimuram,2008-02-28T00:34:45Z
"C0008C-6H-3, 22.0 cm",NULL,46.237,46.515,46.237,46.515,"C0008C-6H-3, 24.0 cm",NULL,46.255,46.535,46.255,46.535,"C0008C-6H-3 W, 22.0--24.0 cm",CKY000000000001819100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:47Z,"Measured by ""3"" runs average, instead of ""5."" ",114,glass beaker,6.061,2.735,14.16,7.338636,8.099,114,glass beaker,6.061,2.735,11.551,4.741,5.49,2.703627,2.640261,1.963375,4.603636,2.006,0.09462702,0.04262478,5.395373,0.3338223,0.501101,1.759262,1.171981,2.748009,0.5735164,1.344756,tsutsumi316,2008-02-03T19:32:41Z
"C0008C-6H-3, 50.0 cm",NULL,46.491,46.795,46.491,46.795,"C0008C-6H-3, 51.5 cm",NULL,46.504,46.81,46.504,46.81,"C0008C-6H-3 WR, 50.0--51.5 cm",CKY000000000001770800,PP,NULL,8,arito316,NULL,CKY,2008-02-01T18:05:07Z,NULL,204,glass beaker,6.059,2.716,12.104,6.259045,6.045,204,glass beaker,6.059,2.716,10.048,4.212,3.989,2.13057,2.080635,1.46241,3.543045,1.496,0.07457001,0.03359009,3.91443,0.3524516,0.5442861,1.70616,1.104821,2.676698,0.5872448,1.422744,nishimuram,2008-02-28T00:34:46Z
"C0008C-6H-4, 0.0 cm",NULL,47.339,47.73,47.339,47.73,"C0008C-6H-4, 1.5 cm",NULL,47.353,47.745,47.353,47.745,"C0008C-6H-4 WR, 0.0--1.5 cm",CKY000000000001734800,PP,NULL,8,arito316,NULL,CKY,2008-02-01T00:15:58Z,NULL,164,glass beaker,6.118,2.757,12.616,6.675341,6.498,164,glass beaker,6.118,2.757,10.169,4.239,4.051,2.535751,2.47632,1.442022,3.918341,1.482,0.08875136,0.03997809,3.962249,0.3902357,0.6399779,1.658355,1.011206,2.747703,0.6319816,1.717255,tsutsumi316,2008-02-03T00:07:44Z
"C0008C-6H-5, 21.0 cm",NULL,47.793,48.23,47.793,48.23,"C0008C-6H-5, 23.0 cm",NULL,47.811,48.25,47.811,48.25,"C0008C-6H-5 W, 21.0--23.0 cm",CKY000000000001819200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:47Z,"Measured by ""3"" runs average, instead of ""5."" ",133,glass beaker,6.022,2.692,13.139,6.790947,7.117,133,glass beaker,6.022,2.692,10.831,4.493,4.809,2.39171,2.335654,1.763293,4.098947,1.801,0.08370991,0.03770717,4.72529,0.3360559,0.5061509,1.7363,1.152806,2.67981,0.5698181,1.324598,tsutsumi316,2008-02-03T19:32:42Z
"C0008C-6H-7, 25.0 cm",NULL,49.961,50.62,49.961,50.62,"C0008C-6H-7, 27.0 cm",NULL,49.979,50.64,49.979,50.64,"C0008C-6H-7 W, 25.0--27.0 cm",CKY000000000001819300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:47Z,NULL,202,glass beaker,6.017,2.685,14.421,7.483745,8.404,202,glass beaker,6.017,2.685,11.837,4.911,5.82,2.67772,2.614961,2.183784,4.798745,2.226,0.09372028,0.04221634,5.72628,0.3186245,0.4676196,1.751291,1.193287,2.622183,0.5449261,1.197445,tsutsumi316,2008-02-03T19:32:42Z
"C0008C-6H-8, 26.0 cm",NULL,51.155,51.935,51.155,51.935,"C0008C-6H-8, 28.0 cm",NULL,51.173,51.955,51.173,51.955,"C0008C-6H-8 W, 26.0--28.0 cm",CKY000000000001819400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:48Z,NULL,128,glass beaker,6.025,2.648,14.879,7.584128,8.854,128,glass beaker,6.025,2.648,12.383,5.099,6.358,2.586529,2.525907,2.410221,4.936128,2.451,0.09052857,0.04077863,6.267471,0.2921311,0.4126909,1.793714,1.269714,2.600372,0.5117182,1.047998,tsutsumi316,2008-02-03T19:39:59Z
"C0008C-6H-9, 23.0 cm",NULL,52.203,53.09,52.203,53.09,"C0008C-6H-9, 25.0 cm",NULL,52.221,53.11,52.221,53.11,"C0008C-6H-9 W, 23.0--25.0 cm",CKY000000000001819500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:48Z,NULL,130,glass beaker,6.116,2.721,13.49,6.8784,7.374,130,glass beaker,6.116,2.721,11.286,4.684,5.17,2.283938,2.230408,1.926992,4.1574,1.963,0.07993789,0.03600806,5.090062,0.3097285,0.4487053,1.773705,1.224338,2.641455,0.5364911,1.157456,tsutsumi316,2008-02-03T19:39:59Z
"C0008C-7H-1, 23.0 cm",NULL,53.192,53.24,53.192,53.24,"C0008C-7H-1, 25.0 cm",NULL,53.208,53.26,53.208,53.26,"C0008C-7H-1 W, 23.0--25.0 cm",CKY000000000001819600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:49Z,NULL,167,glass beaker,6.068,2.721,12.684,6.762546,6.616,167,glass beaker,6.068,2.721,10.284,4.373,4.216,2.487047,2.428756,1.61279,4.041546,1.652,0.0870467,0.03921022,4.128953,0.3759139,0.6023431,1.636997,1.021627,2.560131,0.6009473,1.505935,tsutsumi316,2008-02-03T19:39:59Z
"C0008C-7H-2, 27.0 cm",NULL,53.738,53.93,53.738,53.93,"C0008C-7H-2, 29.0 cm",NULL,53.754,53.95,53.754,53.95,"C0008C-7H-2 W, 27.0--29.0 cm",CKY000000000001819700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:49Z,NULL,36,glass cell,4.536,2.006,11.387,5.784541,6.851,36,glass cell,4.536,2.006,9.445,3.851,4.909,2.012435,1.965269,1.813272,3.778541,1.845,0.07043529,0.03172761,4.838565,0.2937433,0.4159157,1.813134,1.280538,2.668416,0.5201131,1.083824,tsutsumi316,2008-02-03T19:40:00Z
"C0008C-7H-3, 22.0 cm",NULL,54.728,55.18,54.728,55.18,"C0008C-7H-3, 24.0 cm",NULL,54.744,55.2,54.744,55.2,"C0008C-7H-3 W, 22.0--24.0 cm",CKY000000000001819800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:49Z,NULL,150,glass beaker,6.111,2.68,13.363,6.931359,7.252,150,glass beaker,6.111,2.68,10.92,4.499,4.809,2.531606,2.472272,1.779087,4.251359,1.819,0.08860629,0.03991274,4.720394,0.3490908,0.5363125,1.705808,1.110326,2.653267,0.581525,1.389629,tsutsumi316,2008-02-03T19:40:00Z
"C0008C-7H-4, 0.0 cm",NULL,55.274,55.87,55.274,55.87,"C0008C-7H-4, 1.5 cm",NULL,55.286,55.885,55.286,55.885,"C0008C-7H-4 WR, 0.0--1.5 cm",CKY000000000001739300,PP,NULL,8,arito316,NULL,CKY,2008-02-01T01:40:34Z,NULL,206,glass beaker,6.02,2.646,14.762,7.273853,8.742,206,glass beaker,6.02,2.646,12.662,5.183,6.642,2.176166,2.125162,2.502691,4.627853,2.537,0.07616586,0.03430895,6.565834,0.2489323,0.3314378,1.888997,1.418765,2.62351,0.4592112,0.8491507,tsutsumi316,2008-02-03T00:07:45Z
"C0008C-7H-6, 23.0 cm",NULL,56.505,57.425,56.505,57.425,"C0008C-7H-6, 25.0 cm",NULL,56.521,57.445,56.521,57.445,"C0008C-7H-6 W, 23.0--25.0 cm",CKY000000000001819900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:50Z,NULL,192,glass beaker,5.928,2.685,14.208,7.573333,8.28,192,glass beaker,5.928,2.685,11.3,4.678,5.372,3.013472,2.942843,1.94549,4.888333,1.993,0.1054716,0.04750972,5.266528,0.3639458,0.5721932,1.693829,1.077367,2.707044,0.6020136,1.512649,tsutsumi316,2008-02-03T19:40:00Z
"C0008C-7H-7, 23.0 cm",NULL,57.542,58.735,57.542,58.735,"C0008C-7H-7, 25.0 cm",NULL,57.558,58.755,57.558,58.755,"C0008C-7H-7 W, 23.0--25.0 cm",CKY000000000001820000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:50Z,NULL,108,glass beaker,6.035,2.701,12.991,6.621526,6.956,108,glass beaker,6.035,2.701,10.816,4.456,4.781,2.253886,2.201061,1.719466,3.920526,1.755,0.07888607,0.03553427,4.702114,0.3240204,0.4793346,1.774252,1.199358,2.734637,0.5614197,1.280084,tsutsumi316,2008-02-03T19:40:01Z
"C0008C-7H-8, 23.0 cm",NULL,58.575,60.04,58.575,60.04,"C0008C-7H-8, 25.0 cm",NULL,58.591,60.06,58.591,60.06,"C0008C-7H-8 W, 23.0--25.0 cm",CKY000000000001820100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:50Z,NULL,162,glass beaker,5.999,2.708,13.276,6.862516,7.277,162,glass beaker,5.999,2.708,10.869,4.466,4.87,2.494301,2.43584,1.718675,4.154516,1.758,0.08730059,0.03932459,4.782699,0.342765,0.5215257,1.751588,1.151205,2.782782,0.5863115,1.417278,tsutsumi316,2008-02-03T19:40:01Z
"C0008C-7H-8, 129.5 cm",NULL,59.418,61.105,59.418,61.105,"C0008C-7H-8, 131.0 cm",NULL,59.43,61.12,59.43,61.12,"C0008C-7H-8 WR, 129.5--131.0 cm",CKY000000000001772800,PP,NULL,8,arito316,NULL,CKY,2008-02-01T19:38:27Z,NULL,167,glass beaker,6.068,2.721,13.58,7.056402,7.512,167,glass beaker,6.068,2.721,11.147,4.634,5.079,2.521244,2.462152,1.873251,4.335402,1.913,0.08824359,0.03974937,4.990757,0.3356288,0.5051826,1.732711,1.151163,2.664223,0.5679177,1.314374,nishimuram,2008-02-28T00:34:44Z
"C0008C-7H-9, 15.0 cm",NULL,59.548,61.27,59.548,61.27,"C0008C-7H-9, 16.5 cm",NULL,59.56,61.285,59.56,61.285,"C0008C-7H-9 WR, 15.0--16.5 cm",CKY000000000001773400,PP,NULL,8,arito316,NULL,CKY,2008-02-01T19:54:41Z,NULL,31,glass cell,4.61,2.055,11.22,5.940304,6.61,31,glass cell,4.61,2.055,8.994,3.724,4.384,2.306736,2.252672,1.632633,3.885304,1.669,0.08073581,0.03636748,4.303264,0.3489767,0.5360433,1.701282,1.107575,2.635782,0.5797929,1.379779,nishimuram,2008-02-28T00:34:43Z
"C0008C-7H-9, 23.0 cm",NULL,59.612,61.35,59.612,61.35,"C0008C-7H-9, 25.0 cm",NULL,59.627,61.37,59.627,61.37,"C0008C-7H-9 W, 23.0--25.0 cm",CKY000000000001820200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:51Z,NULL,121,glass beaker,6.069,2.709,11.871,6.099911,5.802,121,glass beaker,6.069,2.709,10.014,4.251,3.945,1.924352,1.87925,1.511661,3.390911,1.542,0.06735238,0.03033891,3.877648,0.3316705,0.496268,1.711044,1.143541,2.565157,0.5542021,1.243169,tsutsumi316,2008-02-03T19:40:01Z
"C0008C-9H-1, 89.0 cm",NULL,68.34,68.4,68.34,68.4,"C0008C-9H-1, 91.0 cm",NULL,68.358,68.42,68.358,68.42,"C0008C-9H-1 W, 89.0--91.0 cm",CKY000000000001820300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:51Z,NULL,117,glass beaker,6.089,2.724,13.848,7.0362,7.759,117,glass beaker,6.089,2.724,11.598,4.796,5.509,2.331606,2.276959,2.03524,4.3122,2.072,0.08160628,0.03675959,5.427393,0.3005035,0.4295996,1.799314,1.258614,2.666709,0.5280273,1.118767,tsutsumi316,2008-02-03T19:40:02Z
"C0008C-9H-2, 21.0 cm",NULL,68.722,68.81,68.722,68.81,"C0008C-9H-2, 23.0 cm",NULL,68.741,68.83,68.741,68.83,"C0008C-9H-2 W, 21.0--23.0 cm",CKY000000000001820400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:52Z,NULL,201,glass beaker,6.063,2.712,12.774,6.582866,6.711,201,glass beaker,6.063,2.712,10.677,4.495,4.614,2.173057,2.122126,1.74874,3.870866,1.783,0.07605705,0.03425993,4.537943,0.3238053,0.4788639,1.733721,1.172333,2.594978,0.5482303,1.213517,tsutsumi316,2008-02-03T20:43:32Z
"C0008C-9H-3, 11.0 cm",NULL,69.267,69.395,69.267,69.395,"C0008C-9H-3, 13.0 cm",NULL,69.286,69.415,69.286,69.415,"C0008C-9H-3 W, 11.0--13.0 cm",CKY000000000001820500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:52Z,NULL,160,glass beaker,6.045,2.676,15.07,7.8158,9.025,160,glass beaker,6.045,2.676,12.3499,5.1076,6.3049,2.8188,2.7527,2.3871,5.1398,2.4316,0.0987,0.0445,6.2062,0.3123,0.4542,1.7559,1.2075,2.5999,0.5356,1.1532,suzukit,2010-08-10T11:17:59Z
"C0008C-9H-3, 58.5 cm",NULL,69.71,69.87,69.71,69.87,"C0008C-9H-3, 60.0 cm",NULL,69.724,69.885,69.724,69.885,"C0008C-9H-3 WR, 58.5--60.0 cm",CKY000000000001776900,PP,NULL,8,arito316,NULL,CKY,2008-02-01T21:34:37Z,NULL,128,glass beaker,6.025,2.648,12.559,6.32662,6.534,128,glass beaker,6.025,2.648,10.635,4.411,4.61,1.993782,1.947053,1.731566,3.67862,1.763,0.06978244,0.03143353,4.540217,0.3051396,0.4391381,1.77621,1.234218,2.622029,0.5292891,1.124446,nishimuram,2008-02-28T00:25:51Z
"C0008C-9H-3, 58.5 cm",NULL,69.71,69.87,69.71,69.87,"C0008C-9H-3, 60.0 cm",NULL,69.724,69.885,69.724,69.885,"C0008C-9H-3 WR, 58.5--60.0 cm",CKY000000000001777000,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T21:34:37Z,NULL,150,glass beaker,6.111,2.68,12.458,6.148613,6.347,150,glass beaker,6.111,2.68,10.762,4.46,4.651,1.757513,1.716321,1.752291,3.468613,1.78,0.061513,0.02770856,4.589487,0.2769045,0.3829432,1.829838,1.323148,2.619134,0.4948149,0.9794725,nishimuram,2008-02-28T00:25:51Z
"C0008C-9H-4, 0.0 cm",NULL,70.489,70.705,70.489,70.705,"C0008C-9H-4, 1.5 cm",NULL,70.503,70.72,70.503,70.72,"C0008C-9H-4 WR, 0.0--1.5 cm",CKY000000000001747100,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T06:33:55Z,NULL,1,glass beaker,4.598,2.069,10.5192,5.4866,5.9212,1,glass beaker,4.598,2.069,8.6237,3.5993,4.0257,1.9642,1.9182,1.4994,3.4176,1.5303,0.0687,0.0309,3.957,0.3317,0.4964,1.7326,1.1578,2.6391,0.5613,1.2793,suzukit,2010-08-10T11:17:59Z
"C0008C-9H-5, 22.5 cm",NULL,70.918,71.165,70.918,71.165,"C0008C-9H-5, 24.5 cm",NULL,70.936,71.185,70.936,71.185,"C0008C-9H-5 W, 22.5--24.5 cm",CKY000000000001820600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:52Z,NULL,111,glass beaker,6.065,2.702,15.035,7.540117,8.97,111,glass beaker,6.065,2.702,12.766,5.281,6.701,2.351295,2.296187,2.54193,4.838117,2.579,0.0822954,0.03707,6.618705,0.2621288,0.3552501,1.854027,1.368033,2.603811,0.4746034,0.9033242,tsutsumi316,2008-02-03T20:43:32Z
"C0008C-9H-5, 70.0 cm",NULL,71.36,71.64,71.36,71.64,"C0008C-9H-5, 71.5 cm",NULL,71.374,71.655,71.374,71.655,"C0008C-9H-5 WR, 70.0--71.5 cm",CKY000000000001777600,PP,NULL,8,arito316,NULL,CKY,2008-02-01T21:57:57Z,NULL,150,glass beaker,6.111,2.68,12.4579,6.1484,6.3469,150,glass beaker,6.111,2.68,10.7624,4.4603,4.6514,1.757,1.7158,1.7526,3.4684,1.7803,0.0615,0.0277,4.5899,0.2768,0.3828,1.8299,1.3233,2.6189,0.4947,0.979,suzukit,2010-08-10T11:17:59Z
"C0008C-9H-6, 23.0 cm",NULL,71.864,72.18,71.864,72.18,"C0008C-9H-6, 25.0 cm",NULL,71.882,72.2,71.882,72.2,"C0008C-9H-6 W, 23.0--25.0 cm",CKY000000000001820700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:53Z,NULL,20,glass cell,4.62,2.048,11.493,5.775129,6.873,20,glass cell,4.62,2.048,9.686,3.976,5.066,1.872539,1.828651,1.898478,3.727129,1.928,0.06553891,0.02952203,5.000461,0.2724485,0.3744732,1.844047,1.341639,2.633932,0.4906326,0.9632196,tsutsumi316,2008-02-03T20:43:33Z
"C0008C-9H-8, 23.0 cm",NULL,73.025,73.425,73.025,73.425,"C0008C-9H-8, 25.0 cm",NULL,73.043,73.445,73.043,73.445,"C0008C-9H-8 W, 23.0--25.0 cm",CKY000000000001820800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:53Z,NULL,181,glass beaker,6.057,2.713,14.768,8.153685,8.711,181,glass beaker,6.057,2.713,11.252,4.653,5.195,3.643523,3.558128,1.882557,5.440685,1.94,0.1275234,0.05744298,5.067476,0.418267,0.7190016,1.601085,0.9314041,2.691805,0.6539853,1.890051,tsutsumi316,2008-02-03T20:43:33Z
"C0008C-9H-9, 23.0 cm",NULL,74.316,74.81,74.316,74.81,"C0008C-9H-9, 25.0 cm",NULL,74.334,74.83,74.334,74.83,"C0008C-9H-9 W, 23.0--25.0 cm",CKY000000000001820900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-02T16:14:53Z,NULL,179,glass beaker,6.039,2.697,12.917,6.592304,6.878,179,glass beaker,6.039,2.697,10.691,4.376,4.652,2.306736,2.252672,1.642633,3.895304,1.679,0.08073581,0.03636748,4.571264,0.3353789,0.5046166,1.765716,1.173532,2.782889,0.5783044,1.371379,tsutsumi316,2008-02-03T20:43:33Z
