Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0008C-3H-2, 60.0 cm",NULL,16.72,16.95,16.72,16.95,"C0008C-3H-2, 62.0 cm",NULL,16.738,16.97,16.738,16.97,"C0008C-3H-2 W, 60.0--62.0 cm",CKY000000000001760000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:31Z,NULL,9,glass beaker,4.585,2.063,11.3253,5.945,6.7403,9,glass beaker,4.585,2.063,9.1147,3.744,4.5297,2.2908,2.2371,1.6449,3.882,1.681,0.0802,0.0361,4.4495,0.3399,0.5148,1.7363,1.1462,2.705,0.5763,1.36,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-3, 0.0 cm",NULL,17.404,17.725,17.404,17.725,"C0008C-3H-3, 1.5 cm",NULL,17.417,17.74,17.417,17.74,"C0008C-3H-3 WR, 0.0--1.5 cm",CKY000000000001723500,PP,NULL,8,ARITO316,NULL,CKY,2008-01-31T19:04:47Z,NULL,146,glass beaker,6.07,2.781,14.093,7.243145,8.023,146,glass beaker,6.07,2.781,11.601,4.762,5.531,2.582383,2.521859,1.940287,4.462145,1.981,0.09038349,0.04071328,5.440616,0.3218726,0.4746491,1.798014,1.219283,2.804027,0.5651673,1.299735,tsutsumi316,2008-02-02T03:14:59Z
"C0008C-3H-4, 28.0 cm",NULL,17.871,18.255,17.871,18.255,"C0008C-3H-4, 29.5 cm",NULL,17.884,18.27,17.884,18.27,"C0008C-3H-4 WR, 28.0--29.5 cm",CKY000000000001743900,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T04:47:44Z,NULL,3,glass beaker,4.512,2.03,13.1658,6.9301,8.6538,3,glass beaker,4.512,2.03,10.4508,4.2269,5.9388,2.8135,2.7476,2.1525,4.9001,2.1969,0.0985,0.0444,5.8403,0.3251,0.4817,1.766,1.1919,2.7133,0.5607,1.2765,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-4, 60.0 cm",NULL,18.153,18.575,18.153,18.575,"C0008C-3H-4, 62.0 cm",NULL,18.171,18.595,18.171,18.595,"C0008C-3H-4 W, 60.0--62.0 cm",CKY000000000001760100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:32Z,NULL,188,glass beaker,6.014,2.74,13.1023,6.8204,7.0883,188,glass beaker,6.014,2.74,10.5888,4.3178,4.5748,2.6047,2.5437,1.5367,4.0804,1.5778,0.0912,0.0411,4.4836,0.3675,0.5809,1.7372,1.0988,2.9177,0.6234,1.6553,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-5, 35.0 cm",NULL,19.013,19.55,19.013,19.55,"C0008C-3H-5, 36.5 cm",NULL,19.026,19.565,19.026,19.565,"C0008C-3H-5 WR, 35.0--36.5 cm",CKY000000000001744500,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T05:02:54Z,NULL,10,glass beaker,4.544,2.032,13.6007,7.2059,9.0567,10,glass beaker,4.544,2.032,10.6772,4.2951,6.1332,3.0295,2.9585,2.2154,5.1739,2.2631,0.106,0.0477,6.0272,0.3345,0.5026,1.7505,1.1649,2.7206,0.5718,1.3354,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-5, 60.0 cm",NULL,19.233,19.8,19.233,19.8,"C0008C-3H-5, 62.0 cm",NULL,19.251,19.82,19.251,19.82,"C0008C-3H-5 W, 60.0--62.0 cm",CKY000000000001760200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:32Z,NULL,5,glass beaker,4.594,2.062,11.7209,6.321,7.1269,5,glass beaker,4.594,2.062,9.1181,3.7295,4.5241,2.6972,2.634,1.625,4.259,1.6675,0.0944,0.0425,4.4297,0.3785,0.6089,1.6734,1.0401,2.726,0.6185,1.6209,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-6, 60.0 cm",NULL,20.49,21.225,20.49,21.225,"C0008C-3H-6, 62.0 cm",NULL,20.507,21.245,20.507,21.245,"C0008C-3H-6 W, 60.0--62.0 cm",CKY000000000001760300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:32Z,NULL,4,glass beaker,4.67,2.076,10.9426,5.8897,6.2726,4,glass beaker,4.67,2.076,8.5686,3.5261,3.8986,2.4601,2.4024,1.4113,3.8137,1.4501,0.0861,0.0388,3.8125,0.3922,0.6453,1.6448,0.9997,2.7014,0.6299,1.7023,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-7, 0.0 cm",NULL,21.116,21.935,21.116,21.935,"C0008C-3H-7, 1.5 cm",NULL,21.129,21.95,21.129,21.95,"C0008C-3H-7 WR, 0.0--1.5 cm",CKY000000000001724000,PP,NULL,8,ARITO316,NULL,CKY,2008-01-31T19:04:48Z,NULL,145,glass beaker,5.966,2.637,13.052,6.9786,7.086,145,glass beaker,5.966,2.637,10.4001,4.3382,4.4341,2.7481,2.6837,1.6579,4.3416,1.7012,0.0962,0.0433,4.3379,0.3878,0.6335,1.6321,0.9991,2.6165,0.6181,1.6187,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-8, 60.0 cm",NULL,21.847,22.765,21.847,22.765,"C0008C-3H-8, 62.0 cm",NULL,21.865,22.785,21.865,22.785,"C0008C-3H-8 W, 60.0--62.0 cm",CKY000000000001760400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:33Z,NULL,8,glass beaker,4.56,2.079,12.2098,6.2825,7.6498,8,glass beaker,4.56,2.079,9.8563,3.9393,5.2963,2.4389,2.3817,1.8218,4.2035,1.8603,0.0854,0.0385,5.2109,0.3188,0.468,1.8199,1.2397,2.8603,0.5666,1.3073,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-9, 60.0 cm",NULL,22.826,23.875,22.826,23.875,"C0008C-3H-9, 62.0 cm",NULL,22.844,23.895,22.844,23.895,"C0008C-3H-9 W, 60.0--62.0 cm",CKY000000000001760500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-01T13:14:33Z,NULL,14,glass beaker,4.569,2.054,12.2357,6.6538,7.6667,14,glass beaker,4.569,2.054,9.4285,3.8589,4.8595,2.909,2.8408,1.759,4.5998,1.8049,0.1018,0.0459,4.7577,0.3794,0.6114,1.6667,1.0343,2.7048,0.6176,1.615,suzukit,2010-08-10T11:17:58Z
"C0008C-3H-10, 65.0 cm",NULL,24.025,25.235,24.025,25.235,"C0008C-3H-10, 66.5 cm",NULL,24.038,25.25,24.038,25.25,"C0008C-3H-10 WR, 65.0--66.5 cm",CKY000000000001746400,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T06:13:32Z,NULL,13,glass beaker,4.522,2.05,11.5318,6.2683,7.0098,13,glass beaker,4.522,2.05,8.9902,3.7377,4.4682,2.6338,2.5721,1.6462,4.2183,1.6877,0.0922,0.0415,4.376,0.3757,0.6019,1.6618,1.0374,2.6582,0.6097,1.5624,suzukit,2010-08-10T11:17:58Z
"C0008C-4H-1, 60.0 cm",NULL,24.957,25.11,24.957,25.11,"C0008C-4H-1, 62.0 cm",NULL,24.972,25.13,24.972,25.13,"C0008C-4H-1 W, 60.0--62.0 cm",CKY000000000001797600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:54Z,NULL,143,glass beaker,5.963,2.679,11.7679,6.296,5.8049,143,glass beaker,5.963,2.679,9.5106,4.0485,3.5476,2.3392,2.2844,1.3326,3.617,1.3695,0.0819,0.0369,3.4657,0.403,0.675,1.6049,0.9582,2.6007,0.6316,1.7142,suzukit,2010-08-10T11:17:58Z
"C0008C-4H-2, 60.0 cm",NULL,25.665,26.06,25.665,26.06,"C0008C-4H-2, 62.0 cm",NULL,25.68,26.08,25.68,26.08,"C0008C-4H-2 W, 60.0--62.0 cm",CKY000000000001797700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:55Z,NULL,129,glass beaker,6.074,2.747,13.7032,7.4549,7.6292,129,glass beaker,6.074,2.747,10.6801,4.445,4.6061,3.1327,3.0593,1.6486,4.7079,1.698,0.1096,0.0494,4.4965,0.4106,0.6967,1.6205,0.9551,2.7275,0.6498,1.8557,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-3, 60.0 cm",NULL,26.634,27.36,26.634,27.36,"C0008C-4H-3, 62.0 cm",NULL,26.648,27.38,26.648,27.38,"C0008C-4H-3 W, 60.0--62.0 cm",CKY000000000001797800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:55Z,NULL,187,glass beaker,6.12,2.752,12.412,6.3871,6.292,187,glass beaker,6.12,2.752,10.1706,4.1554,4.0506,2.3227,2.2683,1.3668,3.6351,1.4034,0.0813,0.0366,3.9693,0.3692,0.5852,1.7309,1.0919,2.9041,0.624,1.6596,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-4, 60.0 cm",NULL,27.613,28.675,27.613,28.675,"C0008C-4H-4, 62.0 cm",NULL,27.628,28.695,27.628,28.695,"C0008C-4H-4 W, 60.0--62.0 cm",CKY000000000001797900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:56Z,NULL,9,glass beaker,4.585,2.063,11.5016,6.0981,6.9166,9,glass beaker,4.585,2.063,9.1038,3.7107,4.5188,2.4848,2.4266,1.6085,4.0351,1.6477,0.087,0.0392,4.4318,0.3593,0.5607,1.7141,1.0983,2.7552,0.6014,1.5086,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-5, 0.0 cm",NULL,28.146,29.39,28.146,29.39,"C0008C-4H-5, 1.5 cm",NULL,28.157,29.405,28.157,29.405,"C0008C-4H-5 WR, 0.0--1.5 cm",CKY000000000001730400,PP,NULL,8,arito316,NULL,CKY,2008-01-31T20:42:58Z,NULL,172,glass beaker,6.038,2.688,12.777,6.706625,6.739,172,glass beaker,6.038,2.688,10.395,4.335,4.357,2.468394,2.410541,1.608084,4.018625,1.647,0.08639385,0.03891615,4.270606,0.3662849,0.5779961,1.676942,1.062703,2.655711,0.5998422,1.499014,tsutsumi316,2008-02-02T03:14:58Z
"C0008C-4H-6, 24.0 cm",NULL,28.489,29.85,28.489,29.85,"C0008C-4H-6, 25.5 cm",NULL,28.5,29.865,28.5,29.865,"C0008C-4H-6 WR, 24.0--25.5 cm",CKY000000000001749600,PP,NULL,8,chesterf316,NULL,CKY,2008-02-01T07:28:55Z,NULL,15,glass beaker,4.558,2.072,12.1261,6.542,7.5681,15,glass beaker,4.558,2.072,9.4344,3.8621,4.8764,2.7893,2.7239,1.7461,4.47,1.7901,0.0976,0.044,4.7788,0.3686,0.5837,1.6931,1.0691,2.7368,0.6094,1.56,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-6, 60.0 cm",NULL,28.757,30.21,28.757,30.21,"C0008C-4H-6, 62.0 cm",NULL,28.772,30.23,28.772,30.23,"C0008C-4H-6 W, 60.0--62.0 cm",CKY000000000001798000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:56Z,NULL,176,glass beaker,5.97,2.665,12.2732,6.4819,6.3032,176,glass beaker,5.97,2.665,9.8976,4.1166,3.9276,2.4618,2.4041,1.4128,3.8169,1.4516,0.0862,0.0388,3.8414,0.3906,0.6409,1.6514,1.0064,2.719,0.6299,1.7017,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-7, 60.0 cm",NULL,29.577,31.31,29.577,31.31,"C0008C-4H-7, 62.0 cm",NULL,29.592,31.33,29.592,31.33,"C0008C-4H-7 W, 60.0--62.0 cm",CKY000000000001798100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:56Z,NULL,197,glass beaker,6.036,2.69,12.6508,6.4033,6.6148,197,glass beaker,6.036,2.69,10.571,4.3326,4.535,2.1552,2.1047,1.6086,3.7133,1.6426,0.0754,0.034,4.4596,0.3258,0.4833,1.7814,1.201,2.7723,0.5668,1.3084,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-8, 60.0 cm",NULL,30.553,32.62,30.553,32.62,"C0008C-4H-8, 62.0 cm",NULL,30.568,32.64,30.568,32.64,"C0008C-4H-8 W, 60.0--62.0 cm",CKY000000000001798400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:57Z,NULL,199,glass beaker,6.006,2.699,12.7429,6.7169,6.7369,199,glass beaker,6.006,2.699,10.3517,4.3362,4.3457,2.4779,2.4198,1.5981,4.0179,1.6372,0.0867,0.0391,4.259,0.3678,0.5818,1.6767,1.06,2.665,0.6023,1.5142,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-9, 60.0 cm",NULL,31.533,33.935,31.533,33.935,"C0008C-4H-9, 62.0 cm",NULL,31.548,33.955,31.548,33.955,"C0008C-4H-9 W, 60.0--62.0 cm",CKY000000000001798300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:57Z,NULL,24,glass beaker,4.638,2.026,12.7631,6.7455,8.1251,24,glass beaker,4.638,2.026,10.1436,4.1374,5.5056,2.7145,2.6509,2.0686,4.7195,2.1114,0.095,0.0428,5.4106,0.3341,0.5017,1.7216,1.1464,2.6156,0.5617,1.2815,suzukit,2010-08-10T11:17:59Z
"C0008C-4H-10, 34.0 cm",NULL,32.315,34.985,32.315,34.985,"C0008C-4H-10, 36.0 cm",NULL,32.33,35.005,32.33,35.005,"C0008C-4H-10 W, 34.0--36.0 cm",CKY000000000001798200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-02-02T08:53:57Z,NULL,118,glass beaker,5.99,2.716,13.2344,6.8825,7.2444,118,glass beaker,5.99,2.716,10.8364,4.4949,4.8464,2.485,2.4268,1.7397,4.1665,1.7789,0.087,0.0392,4.7594,0.343,0.5221,1.7387,1.1423,2.7358,0.5825,1.395,suzukit,2010-08-10T11:17:59Z
