Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0001H-5R-3, 0.0 cm",NULL,270.42,270.42,270.42,270.42,"C0001H-5R-3, 2.0 cm",NULL,270.44,270.44,270.44,270.44,"C0001H-5R-3 WR, 0.0--2.0 cm",CKY000000000000362100,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-26T15:37:41Z,156,glass beaker,5.934,2.659,10.899,5.422279,4.965,156,glass beaker,5.934,2.659,9.356,3.886,3.422,1.598964,1.561488,1.201791,2.763279,1.227,0.05596377,0.02520891,3.366036,0.3220471,0.4750287,1.796778,1.218131,2.80085,0.5650852,1.299301,hayashikz,2007-11-30T22:10:51Z
"C0001H-5R-4, 8.0 cm",NULL,270.93,270.93,270.93,270.93,"C0001H-5R-4, 10.0 cm",NULL,270.95,270.95,270.95,270.95,"C0001H-5R-4 W, 8.0--10.0 cm",CKY000000000000403200,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:11Z,145,glass beaker,5.966,2.637,10.131,5.004407,4.165,145,glass beaker,5.966,2.637,8.847,3.726,2.881,1.33057,1.299385,1.068023,2.367407,1.089,0.04656998,0.02097747,2.83443,0.3194646,0.4694312,1.759309,1.197272,2.653905,0.548864,1.216627,hayashikz,2007-11-30T21:46:13Z
"C0001H-5R-4, 97.0 cm",NULL,271.82,271.82,271.82,271.82,"C0001H-5R-4, 98.0 cm",NULL,271.83,271.83,271.83,271.83,"C0001H-5R-4 W, 97.0--98.0 cm",CKY000000000000403300,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:23Z,112,glass beaker,6.02,2.652,10.4,5.142784,4.38,112,glass beaker,6.02,2.652,8.973,3.722,2.953,1.478757,1.444098,1.046686,2.490784,1.07,0.05175652,0.02331375,2.901244,0.3376156,0.5096975,1.758482,1.164791,2.771837,0.5797764,1.379686,hayashikz,2007-11-30T21:50:48Z
"C0001H-6R-1, 40.0 cm",NULL,277.9,277.9,277.9,277.9,"C0001H-6R-1, 43.0 cm",NULL,277.93,277.93,277.93,277.93,"C0001H-6R-1 W, 40.0--43.0 cm",CKY000000000000403400,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:24Z,28,glass cell,4.599,2.072,9.516,4.776736,4.917,28,glass cell,4.599,2.072,8.078,3.345,3.479,1.490155,1.45523,1.249507,2.704736,1.273,0.05215548,0.02349346,3.426845,0.3030619,0.4348477,1.817922,1.266979,2.742558,0.5380302,1.164644,hayashikz,2007-11-30T21:50:48Z
"C0001H-6R-1, 50.0 cm",NULL,278,278,278,278,"C0001H-6R-1, 51.0 cm",NULL,278.01,278.01,278.01,278.01,"C0001H-6R-1 WR, 50.0--51.0 cm",CKY000000000000375600,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T03:59:52Z,195,glass beaker,6.061,2.75,11.299,5.755316,5.238,195,glass beaker,6.061,2.75,9.535,3.999,3.474,1.827979,1.785136,1.22018,3.005316,1.249,0.06397932,0.02881952,3.410021,0.3489842,0.536061,1.742911,1.134663,2.794686,0.5939927,1.46301,hayashikz,2007-11-30T22:35:59Z
"C0001H-6R-1, 95.0 cm",NULL,278.45,278.45,278.45,278.45,"C0001H-6R-1, 96.0 cm",NULL,278.46,278.46,278.46,278.46,"C0001H-6R-1 W, 95.0--96.0 cm",CKY000000000000403500,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:24Z,198,glass beaker,6.067,2.732,10.758,5.396323,4.691,198,glass beaker,6.067,2.732,9.225,3.87,3.158,1.588601,1.551368,1.112954,2.664323,1.138,0.05560108,0.02504553,3.102399,0.3386487,0.5120557,1.760673,1.164423,2.787535,0.5822749,1.393919,hayashikz,2007-11-30T21:50:49Z
"C0001H-6R-2, 0.0 cm",NULL,278.49,278.49,278.49,278.49,"C0001H-6R-2, 1.0 cm",NULL,278.5,278.5,278.5,278.5,"C0001H-6R-2 WR, 0.0--1.0 cm",CKY000000000000368800,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-26T17:39:56Z,35,glass cell,4.599,2.052,10.213,5.274269,5.614,35,glass cell,4.599,2.052,8.438,3.507,3.839,1.839378,1.796268,1.426001,3.222269,1.455,0.06437829,0.02899923,3.774622,0.3276413,0.4873014,1.742251,1.171418,2.646998,0.5574544,1.259654,hayashikz,2007-11-30T22:10:51Z
"C0001H-6R-3, 10.0 cm",NULL,279.02,279.02,279.02,279.02,"C0001H-6R-3, 12.0 cm",NULL,279.04,279.04,279.04,279.04,"C0001H-6R-3 W, 10.0--12.0 cm",CKY000000000000403600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:24Z,108,glass beaker,6.035,2.701,11.545,5.818391,5.51,108,glass beaker,6.035,2.701,9.798,4.079,3.763,1.810363,1.767932,1.349458,3.117391,1.378,0.06336274,0.02854178,3.699637,0.3285595,0.4893352,1.767504,1.186774,2.741572,0.5671193,1.310105,hayashikz,2007-11-30T21:56:43Z
"C0001H-6R-3, 99.0 cm",NULL,279.91,279.91,279.91,279.91,"C0001H-6R-3, 100.0 cm",NULL,279.92,279.92,279.92,279.92,"C0001H-6R-3 W, 99.0--100.0 cm",CKY000000000000403700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:25Z,205,glass beaker,6.087,2.728,9.232,4.565474,3.145,205,glass beaker,6.087,2.728,8.193,3.531,2.106,1.076684,1.051449,0.7860252,1.837474,0.803,0.03768397,0.01697476,2.068316,0.3423478,0.5205606,1.711589,1.12563,2.631361,0.5722252,1.337679,hayashikz,2007-11-30T21:56:43Z
"C0001H-7R-1, 29.0 cm",NULL,287.29,287.29,287.29,287.29,"C0001H-7R-1, 30.0 cm",NULL,287.3,287.3,287.3,287.3,"C0001H-7R-1 W, 29.0--30.0 cm",CKY000000000000403800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:25Z,34,glass cell,4.693,2.067,8.951,4.521015,4.258,34,glass cell,4.693,2.067,7.577,3.153,2.884,1.423834,1.390463,1.063552,2.454015,1.086,0.04983424,0.02244785,2.834166,0.3343904,0.5023821,1.735116,1.15491,2.664811,0.5666074,1.307376,hayashikz,2007-11-30T21:56:44Z
"C0001H-7R-1, 99.0 cm",NULL,287.99,287.99,287.99,287.99,"C0001H-7R-1, 100.0 cm",NULL,288,288,288,288,"C0001H-7R-1 W, 99.0--100.0 cm",CKY000000000000403900,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:26Z,200,glass beaker,6.013,2.72,11.833,5.173813,5.82,200,glass beaker,6.013,2.72,10.183,3.531,4.17,1.709845,1.66977,0.784043,2.453813,0.811,0.05984461,0.02695703,4.110155,0.2937877,0.4160049,2.371819,1.675008,5.242258,0.6804797,2.129692,fujikit,2007-12-03T01:28:41Z
"C0001H-7R-2, 66.0 cm",NULL,289.07,289.07,289.07,289.07,"C0001H-7R-2, 67.0 cm",NULL,289.08,289.08,289.08,289.08,"C0001H-7R-2 WR, 66.0--67.0 cm",CKY000000000000377000,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T06:40:58Z,113,glass beaker,5.985,2.629,13.145,6.103339,7.16,113,glass beaker,5.985,2.629,10.927,3.895,4.942,2.298446,2.244576,1.229763,3.474339,1.266,0.08044566,0.03623678,4.861554,0.321012,0.47278,2.060824,1.399275,3.953244,0.646044,1.82521,hayashikz,2007-11-30T22:39:55Z
"C0001H-7R-2, 98.0 cm",NULL,289.39,289.39,289.39,289.39,"C0001H-7R-2, 99.0 cm",NULL,289.4,289.4,289.4,289.4,"C0001H-7R-2 W, 98.0--99.0 cm",CKY000000000000404000,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:26Z,167,glass beaker,6.068,2.721,10.984,5.517157,4.916,167,glass beaker,6.068,2.721,9.413,3.953,3.345,1.627979,1.589823,1.206334,2.796157,1.232,0.05697932,0.02566636,3.288021,0.3311593,0.4951244,1.758127,1.175907,2.725631,0.5685744,1.317897,hayashikz,2007-11-30T21:59:54Z
"C0001H-7R-3, 20.0 cm",NULL,290.045,290.045,290.045,290.045,"C0001H-7R-3, 21.0 cm",NULL,290.055,290.055,290.055,290.055,"C0001H-7R-3 WR, 20.0--21.0 cm",CKY000000000000378000,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T06:56:56Z,6,glass cell,4.527,2.039,9.159,4.635754,4.632,6,glass cell,4.527,2.039,7.725,3.208,3.198,1.48601,1.451182,1.145572,2.596754,1.169,0.0520104,0.02342811,3.14599,0.320814,0.4723507,1.783766,1.211509,2.746218,0.5588446,1.266775,hayashikz,2007-11-30T22:39:55Z
"C0001H-7R-3, 38.0 cm",NULL,290.225,290.225,290.225,290.225,"C0001H-7R-3, 39.0 cm",NULL,290.235,290.235,290.235,290.235,"C0001H-7R-3 WR, 38.0--39.0 cm",CKY000000000000379100,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T07:31:23Z,199,glass beaker,6.006,2.699,10.451,5.078351,4.445,199,glass beaker,6.006,2.699,9.154,3.787,3.148,1.344041,1.31254,1.06681,2.379351,1.088,0.04704149,0.02118986,3.100958,0.3023715,0.4334278,1.868157,1.303279,2.906758,0.5516381,1.230341,hayashikz,2007-11-30T22:43:08Z
"C0001H-7R-3, 99.0 cm",NULL,290.835,290.835,290.835,290.835,"C0001H-7R-3, 100.0 cm",NULL,290.845,290.845,290.845,290.845,"C0001H-7R-3 W, 99.0--100.0 cm",CKY000000000000404100,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:26Z,184,glass beaker,6.06,2.729,12.225,6.016894,6.165,184,glass beaker,6.06,2.729,10.364,4.164,4.304,1.928497,1.883298,1.404596,3.287894,1.435,0.06749746,0.03040426,4.236503,0.3128139,0.4552098,1.87506,1.288516,3.016172,0.5727977,1.340812,hayashikz,2007-11-30T21:59:55Z
"C0001H-7R-4, 39.0 cm",NULL,291.24,291.24,291.24,291.24,"C0001H-7R-4, 40.0 cm",NULL,291.25,291.25,291.25,291.25,"C0001H-7R-4 W, 39.0--40.0 cm",CKY000000000000370000,PP,NULL,8,wzhu315,NULL,CKY,2007-11-26T19:16:07Z,27,glass cell,4.648,2.08,9.543,4.842667,4.895,27,glass cell,4.648,2.08,8.089,3.395,3.441,1.506736,1.471422,1.291245,2.762667,1.315,0.05273579,0.02375486,3.388264,0.3078112,0.4446925,1.771839,1.226447,2.624029,0.5326092,1.139537,hayashikz,2007-11-30T22:14:03Z
"C0001H-7R-5, 36.0 cm",NULL,291.635,291.635,291.635,291.635,"C0001H-7R-5, 37.0 cm",NULL,291.645,291.645,291.645,291.645,"C0001H-7R-5 W, 36.0--37.0 cm",CKY000000000000404300,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:27Z,148,glass beaker,6.08,2.753,11.137,5.582283,5.057,148,glass beaker,6.08,2.753,9.595,4.047,3.515,1.597928,1.560476,1.268807,2.829283,1.294,0.0559275,0.02519257,3.459073,0.3159833,0.4619526,1.787378,1.222597,2.726239,0.5515446,1.229876,hayashikz,2007-11-30T22:04:02Z
"C0001H-7R-5, 66.0 cm",NULL,291.935,291.935,291.935,291.935,"C0001H-7R-5, 67.0 cm",NULL,291.945,291.945,291.945,291.945,"C0001H-7R-5 WR, 66.0--67.0 cm",CKY000000000000381400,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T09:36:43Z,194,glass beaker,6.04,2.751,10.226,5.114224,4.186,194,glass beaker,6.04,2.751,8.9,3.794,2.86,1.374093,1.341888,1.021336,2.363224,1.043,0.0480933,0.02166365,2.811907,0.3282593,0.4886696,1.771309,1.18986,2.753164,0.5678208,1.313855,hayashikz,2007-11-30T21:34:19Z
"C0001H-7R-5, 104.0 cm",NULL,292.315,292.315,292.315,292.315,"C0001H-7R-5, 105.0 cm",NULL,292.325,292.325,292.325,292.325,"C0001H-7R-5 W, 104.0--105.0 cm",CKY000000000000404200,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:27Z,181,glass beaker,6.057,2.713,12.103,6.166585,6.046,181,glass beaker,6.057,2.713,10.171,4.243,4.114,2.002073,1.955149,1.498436,3.453585,1.53,0.07007259,0.03156423,4.043927,0.33114,0.4950813,1.750645,1.170936,2.698766,0.5661216,1.304793,hayashikz,2007-11-30T21:59:55Z
"C0001H-7R-6, 29.0 cm",NULL,292.98,292.98,292.98,292.98,"C0001H-7R-6, 30.0 cm",NULL,292.99,292.99,292.99,292.99,"C0001H-7R-6 WR, 29.0--30.0 cm",CKY000000000000380100,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T08:08:57Z,140,glass beaker,6.001,2.695,11.37,5.712918,5.369,140,glass beaker,6.001,2.695,9.744,4.094,3.743,1.684974,1.645482,1.372435,3.017918,1.399,0.05897414,0.02656493,3.684026,0.3138339,0.457373,1.779041,1.220718,2.684299,0.5452377,1.198951,hayashikz,2007-11-30T22:46:21Z
"C0001H-7R-6, 115.0 cm",NULL,293.84,293.84,293.84,293.84,"C0001H-7R-6, 116.0 cm",NULL,293.85,293.85,293.85,293.85,"C0001H-7R-6 W, 115.0--116.0 cm",CKY000000000000404400,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:27Z,163,glass beaker,6.086,2.738,12.457,6.303593,6.371,163,glass beaker,6.086,2.738,10.527,4.382,4.441,2,1.953125,1.612468,3.565593,1.644,0.07000005,0.03153156,4.371,0.3139225,0.4575612,1.786799,1.225883,2.710751,0.54777,1.211264,hayashikz,2007-11-30T22:04:02Z
"C0001H-7R-7, 34.0 cm",NULL,294.425,294.425,294.425,294.425,"C0001H-7R-7, 35.0 cm",NULL,294.435,294.435,294.435,294.435,"C0001H-7R-7 W, 34.0--35.0 cm",CKY000000000000404600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:28Z,197,glass beaker,6.036,2.69,9.573,4.711061,3.537,197,glass beaker,6.036,2.69,8.439,3.582,2.403,1.17513,1.147587,0.8734732,2.021061,0.892,0.04112957,0.01852683,2.361871,0.332239,0.4975419,1.750071,1.168629,2.703999,0.5678145,1.313821,hayashikz,2007-11-30T22:05:43Z
"C0001H-7R-7, 104.0 cm",NULL,295.125,295.125,295.125,295.125,"C0001H-7R-7, 105.0 cm",NULL,295.135,295.135,295.135,295.135,"C0001H-7R-7 W, 104.0--105.0 cm",CKY000000000000404500,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:28Z,177,glass beaker,5.988,2.679,11.071,5.4168,5.083,177,glass beaker,5.988,2.679,9.653,4.005,3.665,1.4694,1.435,1.3028,2.7378,1.326,0.0514,0.0232,3.6136,0.2891,0.4066,1.8566,1.3199,2.7737,0.5241,1.1015,fuway,2010-08-17T00:50:51Z
"C0001H-7R-8, 28.0 cm",NULL,295.79,295.79,295.79,295.79,"C0001H-7R-8, 29.0 cm",NULL,295.8,295.8,295.8,295.8,"C0001H-7R-8 W, 28.0--29.0 cm",CKY000000000000404700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:57:29Z,11,glass cell,4.56,2.025,9.861,5.13153,5.301,11,glass cell,4.56,2.025,8.146,3.424,3.586,1.777202,1.735549,1.370981,3.10653,1.399,0.06220212,0.02801897,3.523798,0.3352579,0.5043428,1.706406,1.13432,2.570275,0.5586777,1.265917,hayashikz,2007-11-30T22:05:43Z
"C0001H-8R-1, 17.0 cm",NULL,296.611,296.67,296.611,296.67,"C0001H-8R-1, 18.0 cm",NULL,296.617,296.68,296.617,296.68,"C0001H-8R-1 W, 17.0--18.0 cm",CKY000000000000420600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:00Z,122,glass beaker,5.971,2.701,11.568,5.867142,5.597,122,glass beaker,5.971,2.701,9.764,4.071,3.793,1.86943,1.825615,1.340527,3.166142,1.37,0.0654301,0.02947302,3.72757,0.3340057,0.5015145,1.767766,1.177322,2.780675,0.5766056,1.361864,hayashikz,2007-11-30T21:51:05Z
"C0001H-8R-1, 55.0 cm",NULL,296.858,297.05,296.858,297.05,"C0001H-8R-1, 56.0 cm",NULL,296.865,297.06,296.865,297.06,"C0001H-8R-1 WR, 55.0--56.0 cm",CKY000000000000383100,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T11:08:43Z,17,glass cell,4.589,2.052,8.831,4.46129,4.242,17,glass cell,4.589,2.052,7.52,3.156,2.931,1.358549,1.326708,1.082581,2.40929,1.104,0.04754926,0.02141859,2.883451,0.3202615,0.471154,1.760685,1.196805,2.663495,0.5506636,1.225504,hayashikz,2007-11-30T21:38:47Z
"C0001H-8R-2, 80.0 cm",NULL,297.939,298.71,297.939,298.71,"C0001H-8R-2, 81.0 cm",NULL,297.946,298.72,297.946,298.72,"C0001H-8R-2 W, 80.0--81.0 cm",CKY000000000000420700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:01Z,202,glass beaker,6.017,2.685,10.704,5.386231,4.687,202,glass beaker,6.017,2.685,9.15,3.839,3.133,1.610363,1.57262,1.128611,2.701231,1.154,0.05636274,0.02538862,3.076637,0.3435807,0.5234165,1.735135,1.138976,2.726038,0.5821863,1.393411,hayashikz,2007-11-30T21:51:05Z
"C0001H-8R-2, 125.0 cm",NULL,298.232,299.16,298.232,299.16,"C0001H-8R-2, 126.0 cm",NULL,298.239,299.17,298.239,299.17,"C0001H-8R-2 W, 125.0--126.0 cm",CKY000000000000420800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:02Z,152,glass beaker,6.064,2.776,10.161,5.03852,4.097,152,glass beaker,6.064,2.776,8.903,3.786,2.839,1.303627,1.273073,0.9894473,2.26252,1.01,0.04562698,0.02055269,2.793373,0.3181906,0.4666856,1.810812,1.234629,2.823165,0.5626792,1.286651,hayashikz,2007-11-30T21:51:06Z
"C0001H-8R-3, 50.0 cm",NULL,298.659,299.815,298.659,299.815,"C0001H-8R-3, 51.0 cm",NULL,298.665,299.825,298.665,299.825,"C0001H-8R-3 W, 50.0--51.0 cm",CKY000000000000420900,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:02Z,178,glass beaker,6.07,2.773,10.554,5.221654,4.484,178,glass beaker,6.07,2.773,9.097,3.771,3.027,1.509845,1.474458,0.9741961,2.448654,0.998,0.0528446,0.02380387,2.974155,0.3367183,0.5076549,1.83121,1.214608,3.052933,0.6021503,1.513512,hayashikz,2007-11-30T21:51:06Z
"C0001H-8R-4, 20.0 cm",NULL,299.378,300.92,299.378,300.92,"C0001H-8R-4, 21.0 cm",NULL,299.384,300.93,299.384,300.93,"C0001H-8R-4 WR, 20.0--21.0 cm",CKY000000000000374200,PP,NULL,8,wzhu315,NULL,CKY,2007-11-27T02:33:04Z,188,glass beaker,6.014,2.74,11.751,5.907469,5.737,188,glass beaker,6.014,2.74,10.022,4.186,4.008,1.79171,1.749717,1.417752,3.167469,1.446,0.06270989,0.0282477,3.94529,0.3123078,0.4541389,1.811225,1.245566,2.782778,0.5524022,1.234148,hayashikz,2007-11-30T22:19:44Z
"C0001H-8R-5, 24.0 cm",NULL,299.674,301.375,299.674,301.375,"C0001H-8R-5, 25.0 cm",NULL,299.681,301.385,299.681,301.385,"C0001H-8R-5 W, 24.0--25.0 cm",CKY000000000000421000,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:03Z,165,glass beaker,5.978,2.651,11.243,5.773103,5.265,165,glass beaker,5.978,2.651,9.43,3.968,3.452,1.878757,1.834723,1.28738,3.122103,1.317,0.06575653,0.02962006,3.386243,0.3568389,0.5548203,1.686363,1.084603,2.630337,0.5876562,1.425161,hayashikz,2007-11-30T21:55:25Z
"C0001H-8R-6, 50.0 cm",NULL,300.498,302.64,300.498,302.64,"C0001H-8R-6, 51.0 cm",NULL,300.504,302.65,300.504,302.65,"C0001H-8R-6 W, 50.0--51.0 cm",CKY000000000000421100,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:03Z,139,glass beaker,6.097,2.688,11.093,5.495323,4.996,139,glass beaker,6.097,2.688,9.56,3.969,3.463,1.588601,1.551368,1.255954,2.807323,1.281,0.05560108,0.02504553,3.407399,0.3179746,0.4662211,1.779632,1.213754,2.712995,0.5526148,1.235211,hayashikz,2007-11-30T21:55:25Z
"C0001H-9R-1, 80.0 cm",NULL,303.3,303.3,303.3,303.3,"C0001H-9R-1, 81.0 cm",NULL,303.31,303.31,303.31,303.31,"C0001H-9R-1 W, 80.0--81.0 cm",CKY000000000000421200,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:03Z,121,glass beaker,6.069,2.709,11.839,6.001073,5.77,121,glass beaker,6.069,2.709,10.019,4.189,3.95,1.88601,1.841807,1.450266,3.292073,1.48,0.06601041,0.02973442,3.88399,0.3268649,0.4855858,1.752695,1.179801,2.678123,0.5594673,1.269979,hayashikz,2007-11-30T21:55:25Z
"C0001H-9R-2, 24.0 cm",NULL,304.155,304.155,304.155,304.155,"C0001H-9R-2, 25.0 cm",NULL,304.165,304.165,304.165,304.165,"C0001H-9R-2 W, 24.0--25.0 cm",CKY000000000000421300,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:04Z,111,glass beaker,6.065,2.702,12.088,5.834076,6.023,111,glass beaker,6.065,2.702,10.728,4.48,4.663,1.409326,1.376295,1.755781,3.132076,1.778,0.04932646,0.02221913,4.613673,0.2339908,0.3054673,1.923006,1.47304,2.627705,0.4394195,0.7838651,hayashikz,2007-11-30T21:58:56Z
"C0001H-10R-1, 20.0 cm",NULL,312.2,312.2,312.2,312.2,"C0001H-10R-1, 22.0 cm",NULL,312.22,312.22,312.22,312.22,"C0001H-10R-1 W, 20.0--22.0 cm",CKY000000000000421500,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:04Z,107,glass beaker,6.084,2.677,9.783,4.744492,3.699,107,glass beaker,6.084,2.677,8.748,3.714,2.664,1.072539,1.047401,1.020091,2.067492,1.037,0.03753889,0.01690941,2.626461,0.2899538,0.408359,1.789124,1.270361,2.574733,0.5066048,1.026773,hayashikz,2007-11-30T22:03:23Z
"C0001H-10R-1, 98.0 cm",NULL,312.98,312.98,312.98,312.98,"C0001H-10R-1, 99.0 cm",NULL,312.99,312.99,312.99,312.99,"C0001H-10R-1 W, 98.0--99.0 cm",CKY000000000000421400,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:04Z,180,glass beaker,6.067,2.748,11.391,5.602366,5.324,180,glass beaker,6.067,2.748,9.868,4.086,3.801,1.578238,1.541248,1.313118,2.854366,1.338,0.05523838,0.02488216,3.745762,0.2964385,0.4213398,1.865213,1.312292,2.852571,0.5399617,1.173732,hayashikz,2007-11-30T21:58:57Z
"C0001H-10R-2, 26.0 cm",NULL,313.675,313.675,313.675,313.675,"C0001H-10R-2, 27.0 cm",NULL,313.685,313.685,313.685,313.685,"C0001H-10R-2 W, 26.0--27.0 cm",CKY000000000000421600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:05Z,164,glass beaker,6.118,2.757,11.295,5.672192,5.177,164,glass beaker,6.118,2.757,9.732,4.116,3.614,1.619689,1.581728,1.333464,2.915192,1.359,0.05668916,0.02553566,3.557311,0.3128625,0.4553128,1.775869,1.220266,2.667721,0.5425809,1.186179,hayashikz,2007-11-30T22:03:24Z
"C0001H-10R-2, 104.0 cm",NULL,314.455,314.455,314.455,314.455,"C0001H-10R-2, 105.0 cm",NULL,314.465,314.465,314.465,314.465,"C0001H-10R-2 W, 104.0--105.0 cm",CKY000000000000421700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:05Z,124,glass beaker,5.982,2.656,10.698,5.292911,4.716,124,glass beaker,5.982,2.656,9.3,3.901,3.318,1.448705,1.414751,1.22216,2.636911,1.245,0.0507047,0.02283996,3.267295,0.3071893,0.4433957,1.788457,1.239062,2.673378,0.5365182,1.157582,hayashikz,2007-11-30T22:03:23Z
"C0001H-10R-3, 28.0 cm",NULL,315.14,315.14,315.14,315.14,"C0001H-10R-3, 29.0 cm",NULL,315.15,315.15,315.15,315.15,"C0001H-10R-3 WR, 28.0--29.0 cm",CKY000000000000384200,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T13:20:59Z,183,glass beaker,5.929,2.649,12.23,5.878755,6.301,183,glass beaker,5.929,2.649,10.337,3.994,4.408,1.961658,1.915682,1.314073,3.229755,1.345,0.06865808,0.03092706,4.339342,0.3113249,0.4520635,1.950922,1.343552,3.302208,0.5931354,1.45782,hayashikz,2007-11-30T21:46:13Z
"C0001H-10R-3, 40.0 cm",NULL,315.26,315.26,315.26,315.26,"C0001H-10R-3, 41.0 cm",NULL,315.27,315.27,315.27,315.27,"C0001H-10R-3 W, 40.0--41.0 cm",CKY000000000000421800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T22:02:06Z,154,glass beaker,6.043,2.67,9.939,4.805191,3.896,154,glass beaker,6.043,2.67,8.835,3.706,2.792,1.144041,1.117228,1.017963,2.135191,1.036,0.04004148,0.0180367,2.751958,0.2936452,0.415719,1.824661,1.288858,2.703396,0.5232449,1.097513,hayashikz,2007-11-30T22:03:24Z
"C0001H-10R-3, 71.0 cm",NULL,315.57,315.57,315.57,315.57,"C0001H-10R-3, 72.0 cm",NULL,315.58,315.58,315.58,315.58,"C0001H-10R-3 WR, 71.0--72.0 cm",CKY000000000000385400,PP,NULL,8,hirono315,NULL,CKY,2007-11-27T13:47:39Z,189,glass beaker,6.03,2.678,10.098,4.974634,4.068,189,glass beaker,6.03,2.678,8.866,3.748,2.836,1.276684,1.246762,1.049872,2.296634,1.07,0.04468397,0.02012792,2.791316,0.3138358,0.4573771,1.771288,1.215394,2.65872,0.5428648,1.187537,hayashikz,2007-11-30T21:50:48Z
