Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0015C-1H-1, 17.0 cm",NULL,6.664,6.67,6.664,6.67,"C0015C-1H-1, 19.0 cm",NULL,6.683,6.69,6.683,6.69,"C0015C-1H-1 W, 17.0--19.0 cm",CKY000000000003149500,PP,NULL,10,yuka331,NULL,CKY,2010-09-19T02:25:29Z,162,glass beaker,5.997,2.698,10.8534,5.5167,4.8564,162,glass beaker,5.997,2.698,9.469,4.1383,3.472,1.4346,1.401,1.4177,2.8187,1.4403,0.0502,0.0226,3.4218,0.2954,0.4193,1.7229,1.214,2.4136,0.497,0.9882,fuway,2010-09-20T11:42:35Z
"C0015C-1H-3, 3.0 cm",NULL,8.609,8.685,8.609,8.685,"C0015C-1H-3, 5.0 cm",NULL,8.628,8.705,8.628,8.705,"C0015C-1H-3 W, 3.0--5.0 cm",CKY000000000003149600,PP,NULL,10,yuka331,NULL,CKY,2010-09-19T02:25:46Z,422,glass beaker,6.25,2.827,11.4441,6.0118,5.1941,422,glass beaker,6.25,2.827,9.6432,4.2187,3.3932,1.8662,1.8225,1.3623,3.1848,1.3917,0.0653,0.0294,3.3279,0.3593,0.5608,1.6309,1.0449,2.4429,0.5722,1.3378,fuway,2010-09-20T11:42:35Z
