Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012D-5H-2, 23.0 cm",NULL,142.472,142.635,142.472,142.635,"C0012D-5H-2, 25.0 cm",NULL,142.49,142.655,142.49,142.655,"C0012D-5H-2 W, 23.0--25.0 cm",CKY000000000004818200,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:44:15Z,627,glass beaker,6.129,2.768,11.752,6.1735,5.623,627,glass beaker,6.129,2.768,9.7062,4.1366,3.5772,2.12,2.0703,1.3352,3.4055,1.3686,0.0742,0.0334,3.503,0.377,0.6052,1.6512,1.0286,2.6236,0.6079,1.5506,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-2, 94.0 cm",NULL,143.111,143.345,143.111,143.345,"C0012D-5H-2, 96.0 cm",NULL,143.129,143.365,143.129,143.365,"C0012D-5H-2 W, 94.0--96.0 cm",CKY000000000004818300,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:44:15Z,183,glass beaker,5.921,2.686,11.5485,6.0362,5.6275,183,glass beaker,5.921,2.686,9.5638,4.0601,3.6428,2.0567,2.0085,1.3417,3.3502,1.3741,0.072,0.0324,3.5708,0.3655,0.576,1.6798,1.0658,2.6614,0.5995,1.497,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-2, 108.0 cm",NULL,143.237,143.485,143.237,143.485,"C0012D-5H-2, 109.0 cm",NULL,143.246,143.495,143.246,143.495,"C0012D-5H-2 WR, 108.0--109.0 cm",CKY000000000004638400,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T14:24:12Z,414,glass beaker,6.238,2.815,15.1247,7.8955,8.8867,414,glass beaker,6.238,2.815,12.2766,5.0598,6.0386,2.9514,2.8822,2.1983,5.0805,2.2448,0.1033,0.0465,5.9353,0.3321,0.4973,1.7492,1.1683,2.6999,0.5673,1.3111,fujiharaa,2011-01-04T00:06:06Z
"C0012D-5H-3, 15.0 cm",NULL,143.678,143.975,143.678,143.975,"C0012D-5H-3, 16.0 cm",NULL,143.687,143.985,143.687,143.985,"C0012D-5H-3 WR, 15.0--16.0 cm",CKY000000000004638900,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T14:39:51Z,116,glass beaker,6.076,2.7,14.3208,7.4433,8.2448,116,glass beaker,6.076,2.7,11.6803,4.8143,5.6043,2.7363,2.6722,2.0711,4.7433,2.1143,0.0958,0.0432,5.5085,0.3319,0.4967,1.7382,1.1613,2.6597,0.5634,1.2902,fujiharaa,2011-01-04T00:06:06Z
"C0012D-5H-3, 54.0 cm",NULL,144.029,144.365,144.029,144.365,"C0012D-5H-3, 56.0 cm",NULL,144.047,144.385,144.047,144.385,"C0012D-5H-3 W, 54.0--56.0 cm",CKY000000000004841300,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,26,glass beaker,4.59,2.046,9.2488,4.6757,4.6588,26,glass beaker,4.59,2.046,7.8179,3.2511,3.2279,1.4828,1.448,1.1817,2.6297,1.2051,0.0519,0.0234,3.176,0.3183,0.4669,1.7716,1.2077,2.6877,0.5506,1.2254,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-4, 30.0 cm",NULL,144.628,145.03,144.628,145.03,"C0012D-5H-4, 32.0 cm",NULL,144.646,145.05,144.646,145.05,"C0012D-5H-4 WR, 30.0--32.0 cm",CKY000000000004597200,PP,NULL,3,yasunagam,NULL,CKY,2010-12-27T21:41:40Z,160,glass beaker,6.044,2.724,13.464,6.896,7.42,160,glass beaker,6.044,2.724,11.2029,4.6447,5.1589,2.3431,2.2882,1.8838,4.172,1.9207,0.082,0.0369,5.0769,0.3158,0.4615,1.7785,1.2169,2.695,0.5485,1.2147,fujiharaa,2011-01-04T00:06:05Z
"C0012D-5H-5, 4.0 cm",NULL,144.682,145.09,144.682,145.09,"C0012D-5H-5, 6.0 cm",NULL,144.7,145.11,144.7,145.11,"C0012D-5H-5 W, 4.0--6.0 cm",CKY000000000004841400,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,1,glass beaker,4.601,2.091,9.5348,4.8838,4.9338,1,glass beaker,4.601,2.091,7.9233,3.2793,3.3223,1.6699,1.6308,1.162,2.7928,1.1883,0.0584,0.0263,3.2639,0.3385,0.5116,1.7666,1.1687,2.8089,0.5839,1.4034,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-5, 122.0 cm",NULL,145.744,146.27,145.744,146.27,"C0012D-5H-5, 124.0 cm",NULL,145.762,146.29,145.762,146.29,"C0012D-5H-5 W, 122.0--124.0 cm",CKY000000000004841500,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,626,glass beaker,6.086,2.739,11.0768,5.5807,4.9908,626,glass beaker,6.086,2.739,9.4563,3.9673,3.3703,1.6793,1.6399,1.2018,2.8417,1.2283,0.0588,0.0265,3.3115,0.3365,0.5071,1.7563,1.1653,2.7555,0.5771,1.3645,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-1, 32.0 cm",NULL,146.755,146.82,146.755,146.82,"C0012D-6H-1, 34.0 cm",NULL,146.771,146.84,146.771,146.84,"C0012D-6H-1 W, 32.0--34.0 cm",CKY000000000004841600,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,190,glass beaker,6.059,2.715,12.9616,6.8254,6.9026,190,glass beaker,6.059,2.715,10.4516,4.3264,4.3926,2.601,2.54,1.5704,4.1104,1.6114,0.091,0.041,4.3016,0.3768,0.6047,1.6793,1.0465,2.7392,0.6179,1.6174,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-1, 115.0 cm",NULL,147.415,147.65,147.415,147.65,"C0012D-6H-1, 117.0 cm",NULL,147.431,147.67,147.431,147.67,"C0012D-6H-1 W, 115.0--117.0 cm",CKY000000000004841700,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,622,glass beaker,6.128,2.797,13.3337,7.0316,7.2057,622,glass beaker,6.128,2.797,10.8284,4.5371,4.7004,2.5962,2.5354,1.6992,4.2346,1.7401,0.0909,0.0409,4.6095,0.3603,0.5632,1.7016,1.0885,2.7127,0.5987,1.4921,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-2, 28.0 cm",NULL,147.845,148.19,147.845,148.19,"C0012D-6H-2, 30.0 cm",NULL,147.861,148.21,147.861,148.21,"C0012D-6H-2 W, 28.0--30.0 cm",CKY000000000004841800,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,610,glass beaker,5.981,2.689,12.6081,6.5752,6.6271,610,glass beaker,5.981,2.689,10.3686,4.3455,4.3876,2.3207,2.2663,1.6199,3.8862,1.6565,0.0812,0.0366,4.3064,0.3502,0.5389,1.7053,1.1081,2.6584,0.5832,1.399,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-2, 110.0 cm",NULL,148.498,149.01,148.498,149.01,"C0012D-6H-2, 112.0 cm",NULL,148.514,149.03,148.514,149.03,"C0012D-6H-2 W, 110.0--112.0 cm",CKY000000000004841900,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,195,glass beaker,6.067,2.73,12.3099,6.461,6.2429,195,glass beaker,6.067,2.73,10.1593,4.3197,4.0923,2.2286,2.1764,1.5546,3.731,1.5897,0.078,0.0351,4.0143,0.357,0.5552,1.6733,1.0759,2.5822,0.5833,1.4,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-3, 21.0 cm",NULL,148.916,149.535,148.916,149.535,"C0012D-6H-3, 23.0 cm",NULL,148.932,149.555,148.932,149.555,"C0012D-6H-3 W, 21.0--23.0 cm",CKY000000000004842000,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,426,glass beaker,6.254,2.796,13.9122,7.264,7.6582,426,glass beaker,6.254,2.796,11.396,4.7587,5.142,2.6075,2.5464,1.9216,4.468,1.9627,0.0913,0.0411,5.0507,0.3405,0.5163,1.714,1.1304,2.6284,0.5699,1.3251,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-4, 67.0 cm",NULL,149.525,150.3,149.525,150.3,"C0012D-6H-4, 69.0 cm",NULL,149.541,150.32,149.541,150.32,"C0012D-6H-4 W, 67.0--69.0 cm",CKY000000000004842100,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,130,glass beaker,6.103,2.696,12.0414,6.1428,5.9384,130,glass beaker,6.103,2.696,10.105,4.2148,4.002,2.0066,1.9596,1.4872,3.4468,1.5188,0.0702,0.0316,3.9318,0.3379,0.5104,1.7229,1.1407,2.6438,0.5685,1.3176,fujiharaa,2011-01-04T00:06:08Z
"C0012D-6H-6, 44.0 cm",NULL,150.416,151.42,150.416,151.42,"C0012D-6H-6, 46.0 cm",NULL,150.432,151.44,150.432,151.44,"C0012D-6H-6 W, 44.0--46.0 cm",CKY000000000004842200,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,4,glass beaker,4.668,2.085,10.0718,5.1044,5.4038,4,glass beaker,4.668,2.085,8.4345,3.4743,3.7665,1.6967,1.6569,1.3625,3.0194,1.3893,0.0594,0.0268,3.7071,0.314,0.4577,1.7897,1.2278,2.7208,0.5488,1.2161,fujiharaa,2011-01-04T00:06:08Z
"C0012D-7H-1, 73.0 cm",NULL,152.677,152.73,152.677,152.73,"C0012D-7H-1, 75.0 cm",NULL,152.696,152.75,152.696,152.75,"C0012D-7H-1 W, 73.0--75.0 cm",CKY000000000004842300,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,639,glass beaker,6.153,2.767,12.5956,6.4637,6.4426,639,glass beaker,6.153,2.767,10.4826,4.3599,4.3296,2.1896,2.1383,1.5584,3.6967,1.5929,0.0766,0.0345,4.253,0.3399,0.5148,1.7428,1.1505,2.7291,0.5784,1.3721,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-1, 123.0 cm",NULL,153.141,153.23,153.141,153.23,"C0012D-7H-1, 125.0 cm",NULL,153.159,153.25,153.159,153.25,"C0012D-7H-1 W, 123.0--125.0 cm",CKY000000000004842400,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,197,glass beaker,6.029,2.684,13.2212,6.8207,7.1922,197,glass beaker,6.029,2.684,10.8531,4.4629,4.8241,2.454,2.3965,1.7402,4.1367,1.7789,0.0859,0.0387,4.7382,0.3412,0.5179,1.7386,1.1454,2.7228,0.5793,1.3771,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-2, 35.0 cm",NULL,153.628,153.755,153.628,153.755,"C0012D-7H-2, 37.0 cm",NULL,153.646,153.775,153.646,153.775,"C0012D-7H-2 W, 35.0--37.0 cm",CKY000000000004842500,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,170,glass beaker,6.053,2.728,12.9803,6.7387,6.9273,170,glass beaker,6.053,2.728,10.7114,4.4797,4.6584,2.3512,2.2961,1.7146,4.0107,1.7517,0.0823,0.0371,4.5761,0.3394,0.5138,1.7272,1.141,2.6689,0.5725,1.3391,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-2, 110.0 cm",NULL,154.323,154.505,154.323,154.505,"C0012D-7H-2, 112.0 cm",NULL,154.342,154.525,154.342,154.525,"C0012D-7H-2 W, 110.0--112.0 cm",CKY000000000004842600,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,638,glass beaker,6.13,2.739,13.3564,6.8096,7.2264,638,glass beaker,6.13,2.739,11.1907,4.6534,5.0607,2.2442,2.1916,1.879,4.0706,1.9144,0.0785,0.0354,4.9822,0.3106,0.4504,1.7753,1.2239,2.6515,0.5384,1.1664,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-3, 29.0 cm",NULL,154.834,155.055,154.834,155.055,"C0012D-7H-3, 31.0 cm",NULL,154.852,155.075,154.852,155.075,"C0012D-7H-3 WR, 29.0--31.0 cm",CKY000000000004605600,PP,NULL,3,marion333,NULL,CKY,2010-12-28T01:07:22Z,171,glass beaker,5.985,2.695,12.6809,6.5958,6.6959,171,glass beaker,5.985,2.695,10.3855,4.3104,4.4005,2.3787,2.3229,1.5779,3.9008,1.6154,0.0833,0.0375,4.3172,0.3552,0.551,1.7165,1.1067,2.736,0.5955,1.4721,fujiharaa,2011-01-04T00:06:05Z
"C0012D-7H-4, 27.0 cm",NULL,155.103,155.345,155.103,155.345,"C0012D-7H-4, 29.0 cm",NULL,155.121,155.365,155.121,155.365,"C0012D-7H-4 W, 27.0--29.0 cm",CKY000000000004842700,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,505,glass beaker,4.578,2.061,10.9599,5.7747,6.3819,505,glass beaker,4.578,2.061,8.8696,3.6935,4.2916,2.1661,2.1153,1.5984,3.7137,1.6325,0.0758,0.0341,4.2158,0.3394,0.5138,1.7185,1.1352,2.6375,0.5696,1.3234,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-4, 125.0 cm",NULL,156.011,156.325,156.011,156.325,"C0012D-7H-4, 127.0 cm",NULL,156.03,156.345,156.03,156.345,"C0012D-7H-4 W, 125.0--127.0 cm",CKY000000000004842800,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,414,glass beaker,6.238,2.815,11.9494,6.0549,5.7114,414,glass beaker,6.238,2.815,10.2461,4.359,4.0081,1.7651,1.7237,1.5162,3.2399,1.544,0.0618,0.0278,3.9463,0.309,0.4473,1.7628,1.218,2.6028,0.532,1.1369,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-5, 6.0 cm",NULL,156.215,156.545,156.215,156.545,"C0012D-7H-5, 8.0 cm",NULL,156.234,156.565,156.234,156.565,"C0012D-7H-5 W, 6.0--8.0 cm",CKY000000000004842900,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,646,glass beaker,6.115,2.74,11.0089,5.563,4.8939,646,glass beaker,6.115,2.74,9.379,3.9402,3.264,1.689,1.6494,1.1736,2.823,1.2002,0.0591,0.0266,3.2049,0.3451,0.527,1.7336,1.1353,2.7308,0.5843,1.4054,fujiharaa,2011-01-04T00:06:09Z
"C0012D-7H-5, 20.0 cm",NULL,156.345,156.685,156.345,156.685,"C0012D-7H-5, 21.0 cm",NULL,156.355,156.695,156.355,156.695,"C0012D-7H-5 WR, 20.0--21.0 cm",CKY000000000004646800,PP,NULL,5,asukay333,NULL,CKY,2010-12-28T18:31:41Z,435,glass beaker,6.177,2.787,13.4659,6.8687,7.2889,435,glass beaker,6.177,2.787,11.2196,4.6322,5.0426,2.3278,2.2732,1.8085,4.0817,1.8452,0.0815,0.0367,4.9611,0.3194,0.4692,1.7858,1.2154,2.7432,0.5569,1.257,fujiharaa,2011-01-04T00:06:06Z
"C0012D-8H-1, 39.0 cm",NULL,157.874,157.89,157.874,157.89,"C0012D-8H-1, 41.0 cm",NULL,157.894,157.91,157.894,157.91,"C0012D-8H-1 W, 39.0--41.0 cm",CKY000000000004843000,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,202,glass beaker,6.011,2.715,11.4889,5.8055,5.4779,202,glass beaker,6.011,2.715,9.7307,4.0549,3.7197,1.822,1.7793,1.3112,3.0905,1.3399,0.0638,0.0287,3.6559,0.3326,0.4984,1.7725,1.1829,2.7882,0.5757,1.357,fujiharaa,2011-01-04T00:06:09Z
"C0012D-8H-1, 109.0 cm",NULL,158.546,158.59,158.546,158.59,"C0012D-8H-1, 111.0 cm",NULL,158.565,158.61,158.565,158.61,"C0012D-8H-1 W, 109.0--111.0 cm",CKY000000000004843100,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,648,glass beaker,6.153,2.766,9.9078,4.9215,3.7548,648,glass beaker,6.153,2.766,8.6602,3.6794,2.5072,1.2928,1.2625,0.893,2.1555,0.9134,0.0452,0.0204,2.462,0.3443,0.5251,1.742,1.1422,2.757,0.5857,1.4138,fujiharaa,2011-01-04T00:06:09Z
"C0012D-8H-2, 58.0 cm",NULL,159.405,159.485,159.405,159.485,"C0012D-8H-2, 60.0 cm",NULL,159.424,159.505,159.424,159.505,"C0012D-8H-2 W, 58.0--60.0 cm",CKY000000000004843200,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,605,glass beaker,6.167,2.755,11.7124,5.8215,5.5454,605,glass beaker,6.167,2.755,10.0497,4.1661,3.8827,1.723,1.6826,1.3839,3.0665,1.4111,0.0603,0.0272,3.8224,0.3107,0.4508,1.8084,1.2465,2.762,0.5487,1.2158,fujiharaa,2011-01-04T00:06:09Z
"C0012D-8H-3, 14.0 cm",NULL,159.707,159.8,159.707,159.8,"C0012D-8H-3, 16.0 cm",NULL,159.727,159.82,159.727,159.82,"C0012D-8H-3 W, 14.0--16.0 cm",CKY000000000004843300,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,617,glass beaker,6.137,2.753,13.691,6.9806,7.554,617,glass beaker,6.137,2.753,11.4097,4.7093,5.2727,2.364,2.3086,1.919,4.2276,1.9563,0.0827,0.0373,5.19,0.3129,0.4555,1.7868,1.2276,2.7045,0.5461,1.203,fujiharaa,2011-01-04T00:06:09Z
"C0012D-8H-3, 56.5 cm",NULL,160.115,160.225,160.115,160.225,"C0012D-8H-3, 57.5 cm",NULL,160.125,160.235,160.125,160.235,"C0012D-8H-3 WR, 56.5--57.5 cm",CKY000000000004647500,PP,NULL,5,asukay333,NULL,CKY,2010-12-28T18:35:37Z,401,glass beaker,6.311,2.817,13.057,6.5701,6.746,401,glass beaker,6.311,2.817,11.1097,4.6313,4.7987,2.0179,1.9706,1.7825,3.7531,1.8143,0.0706,0.0318,4.7281,0.2991,0.4268,1.7974,1.2598,2.6525,0.5251,1.1055,fujiharaa,2011-01-04T00:06:06Z
"C0012D-8H-4, 29.5 cm",NULL,160.552,160.68,160.552,160.68,"C0012D-8H-4, 31.5 cm",NULL,160.571,160.7,160.571,160.7,"C0012D-8H-4 WR, 29.5--31.5 cm",CKY000000000004607800,PP,NULL,3,marion333,NULL,CKY,2010-12-28T02:33:12Z,138,glass beaker,5.991,2.672,11.5806,5.7957,5.5896,138,glass beaker,5.991,2.672,9.9701,4.1922,3.9791,1.6689,1.6298,1.4939,3.1237,1.5202,0.0584,0.0263,3.9207,0.2986,0.4257,1.7894,1.2551,2.6245,0.5218,1.091,fujiharaa,2011-01-04T00:06:05Z
"C0012D-8H-5, 10.0 cm",NULL,160.667,160.8,160.667,160.8,"C0012D-8H-5, 12.0 cm",NULL,160.686,160.82,160.686,160.82,"C0012D-8H-5 W, 10.0--12.0 cm",CKY000000000004843400,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,111,glass beaker,6.063,2.796,13.4291,7.0198,7.3661,111,glass beaker,6.063,2.796,11.024,4.6252,4.961,2.4923,2.4339,1.7899,4.2238,1.8292,0.0872,0.0393,4.8738,0.3383,0.5114,1.744,1.1539,2.7229,0.5762,1.3598,fujiharaa,2011-01-04T00:06:09Z
"C0012D-8H-6, 12.0 cm",NULL,162.035,162.225,162.035,162.225,"C0012D-8H-6, 14.0 cm",NULL,162.054,162.245,162.054,162.245,"C0012D-8H-6 W, 12.0--14.0 cm",CKY000000000004843500,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,107,glass beaker,6.089,2.699,13.933,6.8824,7.844,107,glass beaker,6.089,2.699,11.9708,4.9288,5.8818,2.0334,1.9857,2.1977,4.1834,2.2298,0.0712,0.0321,5.8106,0.2592,0.3499,1.875,1.389,2.6439,0.4747,0.9035,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-1, 24.0 cm",NULL,162.694,162.74,162.694,162.74,"C0012D-9H-1, 26.0 cm",NULL,162.71,162.76,162.71,162.76,"C0012D-9H-1 W, 24.0--26.0 cm",CKY000000000004843600,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,619,glass beaker,6.129,2.788,12.3436,6.2956,6.2146,619,glass beaker,6.129,2.788,10.4436,4.4038,4.3146,1.9689,1.9228,1.5848,3.5076,1.6158,0.0689,0.031,4.2457,0.3168,0.4637,1.7718,1.2104,2.679,0.5482,1.2133,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-1, 116.0 cm",NULL,163.436,163.66,163.436,163.66,"C0012D-9H-1, 118.0 cm",NULL,163.453,163.68,163.453,163.68,"C0012D-9H-1 W, 116.0--118.0 cm",CKY000000000004843700,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,423,glass beaker,6.232,2.815,12.1111,6.1935,5.8791,423,glass beaker,6.232,2.815,10.1549,4.2458,3.9229,2.0272,1.9797,1.3988,3.3785,1.4308,0.071,0.032,3.8519,0.3448,0.5263,1.7402,1.1401,2.7537,0.586,1.4153,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-2, 49.0 cm",NULL,164.034,164.4,164.034,164.4,"C0012D-9H-2, 51.0 cm",NULL,164.05,164.42,164.05,164.42,"C0012D-9H-2 W, 49.0--51.0 cm",CKY000000000004843800,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,185,glass beaker,5.862,2.662,12.1837,6.1743,6.3217,185,glass beaker,5.862,2.662,10.2858,4.2847,4.4238,1.9667,1.9206,1.5917,3.5123,1.6227,0.0688,0.031,4.355,0.3111,0.4516,1.7999,1.2399,2.7361,0.5468,1.2066,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-2, 98.0 cm",NULL,164.429,164.89,164.429,164.89,"C0012D-9H-2, 100.0 cm",NULL,164.445,164.91,164.445,164.91,"C0012D-9H-2 W, 98.0--100.0 cm",CKY000000000004843900,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,419,glass beaker,6.197,2.796,14.13,6.9919,7.933,419,glass beaker,6.197,2.796,12.0956,4.9663,5.8986,2.1082,2.0588,2.1371,4.1959,2.1703,0.0738,0.0332,5.8248,0.2658,0.3619,1.8907,1.3882,2.7256,0.4907,0.9634,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-3, 27.0 cm",NULL,164.99,165.585,164.99,165.585,"C0012D-9H-3, 29.0 cm",NULL,165.006,165.605,165.006,165.605,"C0012D-9H-3 W, 27.0--29.0 cm",CKY000000000004844000,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,645,glass beaker,6.045,2.729,11.8225,5.8427,5.7775,645,glass beaker,6.045,2.729,10.1931,4.2204,4.1481,1.6885,1.6489,1.4648,3.1137,1.4914,0.0591,0.0266,4.089,0.2923,0.4129,1.8555,1.3132,2.7915,0.5296,1.1257,fujiharaa,2011-01-04T00:06:09Z
"C0012D-9H-3, 119.5 cm",NULL,165.737,166.51,165.737,166.51,"C0012D-9H-3, 120.5 cm",NULL,165.745,166.52,165.745,166.52,"C0012D-9H-3 WR, 119.5--120.5 cm",CKY000000000004648400,PP,NULL,5,asukay333,NULL,CKY,2010-12-28T18:42:33Z,400,glass beaker,6.37,2.832,12.4537,6.1379,6.0837,400,glass beaker,6.37,2.832,10.8612,4.5523,4.4912,1.6503,1.6116,1.6943,3.3059,1.7203,0.0578,0.026,4.4334,0.2713,0.3722,1.8403,1.3411,2.6167,0.4875,0.9512,fujiharaa,2011-01-04T00:06:06Z
"C0012D-9H-4, 37.0 cm",NULL,166.205,167.09,166.205,167.09,"C0012D-9H-4, 39.0 cm",NULL,166.221,167.11,166.221,167.11,"C0012D-9H-4 W, 37.0--39.0 cm",CKY000000000004844100,PP,NULL,10,yuehan333,NULL,CKY,2011-01-01T14:51:00Z,184,glass beaker,6.05,2.712,10.4094,5.1222,4.3594,184,glass beaker,6.05,2.712,9.1286,3.8469,3.0786,1.3273,1.2962,1.114,2.4102,1.1349,0.0465,0.0209,3.0321,0.3045,0.4377,1.8087,1.258,2.7218,0.5378,1.1636,fujiharaa,2011-01-04T00:06:09Z
"C0012D-10H-1, 28.0 cm",NULL,167.15,167.28,167.15,167.28,"C0012D-10H-1, 30.0 cm",NULL,167.16,167.3,167.16,167.3,"C0012D-10H-1 W, 28.0--30.0 cm",CKY000000000004859100,PP,NULL,5,coolks333,NULL,CKY,2011-01-02T01:27:13Z,192,glass beaker,5.929,2.648,12.988,6.525,7.059,192,glass beaker,5.929,2.648,10.9527,4.4985,5.0237,2.1091,2.0597,1.8173,3.877,1.8505,0.0738,0.0332,4.9499,0.2988,0.4261,1.8207,1.2767,2.7238,0.5313,1.1334,fujiharaa,2011-01-04T00:06:09Z
"C0012D-10H-1, 118.0 cm",NULL,167.63,168.18,167.63,168.18,"C0012D-10H-1, 120.0 cm",NULL,167.641,168.2,167.641,168.2,"C0012D-10H-1 W, 118.0--120.0 cm",CKY000000000004859200,PP,NULL,5,coolks333,NULL,CKY,2011-01-02T01:27:13Z,608,glass beaker,6.089,2.734,11.4396,5.6397,5.3506,608,glass beaker,6.089,2.734,9.9342,4.1409,3.8452,1.56,1.5234,1.3823,2.9057,1.4069,0.0546,0.0246,3.7906,0.2916,0.4115,1.8414,1.3045,2.7422,0.5243,1.1021,fujiharaa,2011-01-04T00:06:09Z
"C0012D-10H-2, 8.0 cm",NULL,167.798,168.495,167.798,168.495,"C0012D-10H-2, 9.0 cm",NULL,167.804,168.505,167.804,168.505,"C0012D-10H-2 WR, 8.0--9.0 cm",CKY000000000004650600,PP,NULL,5,asukay333,NULL,CKY,2010-12-28T18:50:59Z,180,glass beaker,6.061,2.715,12.1586,5.9695,6.0976,180,glass beaker,6.061,2.715,10.5542,4.3721,4.4932,1.6626,1.6236,1.6309,3.2545,1.6571,0.0582,0.0262,4.435,0.2727,0.3749,1.8736,1.3627,2.7194,0.4989,0.9955,fujiharaa,2011-01-04T00:06:06Z
