Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012A-8R-3, 108.0 cm",NULL,115.395,115.395,115.395,115.395,"C0012A-8R-3, 110.0 cm",NULL,115.415,115.415,115.415,115.415,"C0012A-8R-3 WR, 108.0--110.0 cm",CKY000000000000580810,PP,NULL,7,matt322,NULL,CKY,2009-09-26T18:48:50Z,175,glass beaker,6.13,2.768,9.5994,4.7756,3.4694,175,glass beaker,6.13,2.768,8.3708,3.5523,2.2408,1.2732,1.2434,0.7642,2.0076,0.7843,0.0446,0.0201,2.1962,0.367,0.5797,1.7281,1.0939,2.8739,0.6193,1.6271,fuway,2010-08-17T03:19:03Z
"C0012A-8R-4, 38.0 cm",NULL,116.105,116.105,116.105,116.105,"C0012A-8R-4, 40.0 cm",NULL,116.125,116.125,116.125,116.125,"C0012A-8R-4 W, 38.0--40.0 cm",CKY000000000000589510,PP,NULL,7,andre322,NULL,CKY,2009-09-26T22:15:44Z,421,glass beaker,6.215,2.819,9.7598,4.8056,3.5448,421,glass beaker,6.215,2.819,8.5861,3.637,2.3711,1.2163,1.1878,0.7988,1.9866,0.818,0.0426,0.0192,2.3285,0.3431,0.5224,1.7844,1.1721,2.915,0.5979,1.487,fuway,2010-08-17T03:19:07Z
"C0012A-8R-5, 0.0 cm",NULL,116.62,116.62,116.62,116.62,"C0012A-8R-5, 3.0 cm",NULL,116.65,116.65,116.65,116.65,"C0012A-8R-5 WR, 0.0--3.0 cm",CKY000000000000578810,PP,NULL,5,katerina322,NULL,CKY,2009-09-26T17:40:32Z,180,glass beaker,6.08,2.725,10.1276,5.0415,4.0476,180,glass beaker,6.08,2.725,8.7503,3.6702,2.6703,1.4273,1.3938,0.9227,2.3165,0.9452,0.05,0.0225,2.6203,0.3526,0.5447,1.7473,1.1311,2.8398,0.6017,1.5106,yohei322,2009-09-27T19:16:19Z
"C0012A-8R-6, 47.0 cm",NULL,117.325,117.325,117.325,117.325,"C0012A-8R-6, 49.0 cm",NULL,117.345,117.345,117.345,117.345,"C0012A-8R-6 WR, 47.0--49.0 cm",CKY000000000000582810,PP,NULL,7,christine322,NULL,CKY,2009-09-26T19:19:59Z,126,glass beaker,6.045,2.685,8.9496,4.365,2.9046,126,glass beaker,6.045,2.685,7.9296,3.3495,1.8846,1.057,1.0322,0.6478,1.68,0.6645,0.037,0.0167,1.8476,0.3639,0.5721,1.7289,1.0998,2.8521,0.6144,1.5934,fuway,2010-08-17T03:18:56Z
"C0012A-8R-6, 93.0 cm",NULL,117.785,117.785,117.785,117.785,"C0012A-8R-6, 95.0 cm",NULL,117.805,117.805,117.805,117.805,"C0012A-8R-6 W, 93.0--95.0 cm",CKY000000000000596010,PP,NULL,10,glenn322,NULL,CKY,2009-09-26T23:40:48Z,5,glass beaker,4.597,2.116,8.395,4.2348,3.798,5,glass beaker,4.597,2.116,7.1807,3.0258,2.5837,1.2583,1.2288,0.89,2.1188,0.9098,0.044,0.0198,2.5397,0.3313,0.4955,1.7925,1.1987,2.8536,0.58,1.3807,fuway,2010-08-17T03:18:50Z
"C0012A-8R-7, 19.0 cm",NULL,118.455,118.455,118.455,118.455,"C0012A-8R-7, 21.0 cm",NULL,118.475,118.475,118.475,118.475,"C0012A-8R-7 W, 19.0--21.0 cm",CKY000000000000595310,PP,NULL,7,andre322,NULL,CKY,2009-09-26T23:19:34Z,4,glass beaker,4.667,2.064,8.4709,4.4058,3.8039,4,glass beaker,4.667,2.064,7.0849,3.0259,2.4179,1.4363,1.4026,0.9392,2.3418,0.9619,0.0503,0.0227,2.3676,0.3776,0.6066,1.6243,1.011,2.5209,0.5989,1.4934,fuway,2010-08-17T03:18:50Z
"C0012A-8R-7, 29.0 cm",NULL,118.555,118.555,118.555,118.555,"C0012A-8R-7, 30.0 cm",NULL,118.565,118.565,118.565,118.565,"C0012A-8R-7 W, 29.0--30.0 cm",CKY000000000000593510,PP,NULL,7,andre322,NULL,CKY,2009-09-26T22:40:54Z,108,glass beaker,6.054,2.744,10.2653,5.1397,4.2113,108,glass beaker,6.054,2.744,8.8118,3.6925,2.7578,1.5062,1.4709,0.9248,2.3957,0.9485,0.0527,0.0237,2.7051,0.3577,0.5568,1.7579,1.1291,2.9251,0.614,1.5905,fuway,2010-08-17T03:18:54Z
"C0012A-9R-1, 25.0 cm",NULL,121.25,121.25,121.25,121.25,"C0012A-9R-1, 26.0 cm",NULL,121.26,121.26,121.26,121.26,"C0012A-9R-1 W, 25.0--26.0 cm",CKY000000000000599710,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T00:24:37Z,191,glass beaker,6.071,2.717,11.8996,6.1542,5.8286,191,glass beaker,6.071,2.717,9.816,4.0797,3.745,2.1592,2.1086,1.3286,3.4372,1.3627,0.0756,0.0341,3.6694,0.3704,0.5884,1.6957,1.0676,2.7619,0.6135,1.5871,fuway,2010-08-17T03:19:04Z
"C0012A-9R-1, 115.0 cm",NULL,122.15,122.15,122.15,122.15,"C0012A-9R-1, 116.0 cm",NULL,122.16,122.16,122.16,122.16,"C0012A-9R-1 W, 115.0--116.0 cm",CKY000000000000599810,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T00:24:37Z,188,glass beaker,6.02,2.693,10.1297,5.2104,4.1097,188,glass beaker,6.02,2.693,8.6263,3.7135,2.6063,1.5579,1.5214,0.996,2.5174,1.0205,0.0545,0.0245,2.5518,0.3791,0.6105,1.6325,1.0137,2.562,0.6044,1.5275,fuway,2010-08-17T03:19:04Z
"C0012A-9R-2, 16.0 cm",NULL,122.56,122.56,122.56,122.56,"C0012A-9R-2, 17.0 cm",NULL,122.57,122.57,122.57,122.57,"C0012A-9R-2 W, 16.0--17.0 cm",CKY000000000000600710,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T00:56:54Z,119,glass beaker,6.087,2.751,9.1322,4.5855,3.0452,119,glass beaker,6.087,2.751,7.9819,3.4402,1.8949,1.192,1.1641,0.6704,1.8345,0.6892,0.0417,0.0188,1.8532,0.3914,0.6432,1.66,1.0102,2.7643,0.6346,1.7364,yohei322,2009-09-28T02:07:12Z
"C0012A-9R-2, 97.0 cm",NULL,123.37,123.37,123.37,123.37,"C0012A-9R-2, 98.0 cm",NULL,123.38,123.38,123.38,123.38,"C0012A-9R-2 W, 97.0--98.0 cm",CKY000000000000600810,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T00:56:54Z,420,glass beaker,6.229,2.795,9.0044,4.4392,2.7754,420,glass beaker,6.229,2.795,7.9979,3.437,1.7689,1.043,1.0186,0.6256,1.6442,0.642,0.0365,0.0164,1.7324,0.3758,0.6021,1.688,1.0536,2.7692,0.6195,1.6282,fuway,2010-08-17T03:19:07Z
"C0012A-9R-3, 22.0 cm",NULL,123.835,123.835,123.835,123.835,"C0012A-9R-3, 23.0 cm",NULL,123.845,123.845,123.845,123.845,"C0012A-9R-3 WR, 22.0--23.0 cm",CKY000000000000605010,PP,NULL,5,yohei322,NULL,CKY,2009-09-27T01:30:30Z,169,glass beaker,6.052,2.764,10.1795,5.2274,4.1275,169,glass beaker,6.052,2.764,8.6872,3.7416,2.6352,1.5464,1.5102,0.9532,2.4634,0.9776,0.0541,0.0244,2.5811,0.3747,0.5991,1.6755,1.0478,2.7078,0.6131,1.5843,fuway,2010-08-17T03:19:02Z
"C0012A-9R-4, 0.0 cm",NULL,124.03,124.03,124.03,124.03,"C0012A-9R-4, 2.0 cm",NULL,124.05,124.05,124.05,124.05,"C0012A-9R-4 WR, 0.0--2.0 cm",CKY000000000000585210,PP,NULL,5,christine322,NULL,CKY,2009-09-26T20:06:06Z,133,glass beaker,6.012,2.736,9.5765,4.8382,3.5645,133,glass beaker,6.012,2.736,8.2046,3.4722,2.1926,1.4217,1.3884,0.7138,2.1022,0.7362,0.0498,0.0224,2.1428,0.3988,0.6635,1.6956,1.0193,3.002,0.6605,1.9451,fuway,2010-08-17T03:18:58Z
"C0012A-9R-5, 20.0 cm",NULL,124.47,124.47,124.47,124.47,"C0012A-9R-5, 21.0 cm",NULL,124.48,124.48,124.48,124.48,"C0012A-9R-5 W, 20.0--21.0 cm",CKY000000000000605510,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T02:11:26Z,196,glass beaker,6.099,2.757,9.4432,4.7186,3.3442,196,glass beaker,6.099,2.757,8.2628,3.5434,2.1638,1.2232,1.1945,0.7671,1.9616,0.7864,0.0428,0.0193,2.121,0.3658,0.5767,1.7048,1.0813,2.765,0.6089,1.5572,yohei322,2009-09-28T02:07:12Z
"C0012A-9R-5, 59.0 cm",NULL,124.86,124.86,124.86,124.86,"C0012A-9R-5, 61.0 cm",NULL,124.88,124.88,124.88,124.88,"C0012A-9R-5 WR, 59.0--61.0 cm",CKY000000000000589910,PP,NULL,7,verena322,NULL,CKY,2009-09-26T22:18:08Z,424,glass beaker,6.2,2.809,10.5851,5.4322,4.3851,424,glass beaker,6.2,2.809,8.9448,3.799,2.7448,1.6998,1.66,0.9632,2.6232,0.99,0.0595,0.0268,2.6853,0.3876,0.633,1.6717,1.0237,2.7879,0.6328,1.7234,yohei322,2009-09-28T02:07:11Z
"C0012A-9R-5, 120.0 cm",NULL,125.47,125.47,125.47,125.47,"C0012A-9R-5, 121.0 cm",NULL,125.48,125.48,125.48,125.48,"C0012A-9R-5 W, 120.0--121.0 cm",CKY000000000000610610,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T05:55:58Z,1,glass beaker,4.603,2.075,8.7965,4.6443,4.1935,1,glass beaker,4.603,2.075,7.2447,3.0993,2.6417,1.6081,1.5704,0.9989,2.5693,1.0243,0.0563,0.0254,2.5854,0.3835,0.622,1.6322,1.0063,2.5882,0.6112,1.5721,yohei322,2009-09-28T18:57:20Z
"C0012A-9R-6, 30.0 cm",NULL,125.975,125.975,125.975,125.975,"C0012A-9R-6, 32.0 cm",NULL,125.995,125.995,125.995,125.995,"C0012A-9R-6 WR, 30.0--32.0 cm",CKY000000000000590910,PP,NULL,7,matt322,NULL,CKY,2009-09-26T22:22:46Z,9,glass beaker,4.583,2.037,9.0541,4.7929,4.4711,9,glass beaker,4.583,2.037,7.3265,3.0728,2.7435,1.7903,1.7483,1.0076,2.7559,1.0358,0.0627,0.0282,2.6808,0.4004,0.6678,1.6224,0.9727,2.6606,0.6344,1.7351,fuway,2010-08-17T03:18:51Z
"C0012A-9R-6, 110.0 cm",NULL,126.775,126.775,126.775,126.775,"C0012A-9R-6, 111.0 cm",NULL,126.785,126.785,126.785,126.785,"C0012A-9R-6 W, 110.0--111.0 cm",CKY000000000000611810,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T05:56:55Z,436,glass beaker,6.227,2.789,9.8941,5.0059,3.6671,436,glass beaker,6.227,2.789,8.5587,3.6763,2.3317,1.3838,1.3514,0.8655,2.2169,0.8873,0.0484,0.0218,2.2833,0.3774,0.6061,1.6542,1.03,2.6381,0.6096,1.5614,yohei322,2009-09-28T18:57:21Z
"C0012A-9R-7, 24.0 cm",NULL,127.33,127.33,127.33,127.33,"C0012A-9R-7, 25.0 cm",NULL,127.34,127.34,127.34,127.34,"C0012A-9R-7 W, 24.0--25.0 cm",CKY000000000000611910,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T06:05:15Z,146,glass beaker,6.1,2.719,9.7943,5.0263,3.6943,146,glass beaker,6.1,2.719,8.3457,3.584,2.2457,1.5011,1.4659,0.8414,2.3073,0.865,0.0525,0.0236,2.1932,0.4063,0.6844,1.6011,0.9505,2.6066,0.6353,1.7422,fuway,2010-08-17T03:18:59Z
"C0012A-9R-7, 90.0 cm",NULL,127.99,127.99,127.99,127.99,"C0012A-9R-7, 91.0 cm",NULL,128,128,128,128,"C0012A-9R-7 W, 90.0--91.0 cm",CKY000000000000612010,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T06:05:15Z,432,glass beaker,6.164,2.77,12.1912,6.3959,6.0272,432,glass beaker,6.164,2.77,9.9517,4.1662,3.7877,2.3207,2.2663,1.3596,3.6259,1.3962,0.0812,0.0366,3.7065,0.385,0.6261,1.6623,1.0222,2.7262,0.625,1.6669,yohei322,2009-09-28T18:57:21Z
"C0012A-9R-8, 10.0 cm",NULL,128.61,128.61,128.61,128.61,"C0012A-9R-8, 11.0 cm",NULL,128.62,128.62,128.62,128.62,"C0012A-9R-8 W, 10.0--11.0 cm",CKY000000000000612110,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T06:05:15Z,124,glass beaker,5.993,2.694,12.3676,6.6141,6.3746,124,glass beaker,5.993,2.694,9.8635,4.1209,3.8705,2.5949,2.5341,1.386,3.9201,1.4269,0.0908,0.0409,3.7797,0.4071,0.6865,1.6261,0.9642,2.7271,0.6464,1.8284,fuway,2010-08-17T03:18:55Z
"C0012A-10R-1, 25.0 cm",NULL,130.75,130.75,130.75,130.75,"C0012A-10R-1, 26.0 cm",NULL,130.76,130.76,130.76,130.76,"C0012A-10R-1 W, 25.0--26.0 cm",CKY000000000000609910,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T04:50:20Z,167,glass beaker,6.072,2.736,9.4813,4.7746,3.4093,167,glass beaker,6.072,2.736,8.3026,3.601,2.2306,1.2215,1.1929,0.8457,2.0386,0.865,0.0428,0.0193,2.1878,0.3583,0.5583,1.6724,1.0732,2.587,0.5852,1.4105,fuway,2010-08-17T03:19:02Z
"C0012A-10R-1, 100.0 cm",NULL,131.5,131.5,131.5,131.5,"C0012A-10R-1, 101.0 cm",NULL,131.51,131.51,131.51,131.51,"C0012A-10R-1 W, 100.0--101.0 cm",CKY000000000000610010,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T04:50:21Z,160,glass beaker,6.06,2.712,8.9051,4.4796,2.8451,160,glass beaker,6.06,2.712,7.784,3.3633,1.724,1.1618,1.1346,0.633,1.7676,0.6513,0.0407,0.0183,1.6833,0.4084,0.6902,1.6096,0.9523,2.6592,0.6419,1.7924,fuway,2009-10-05T10:45:21Z
"C0012A-10R-2, 15.0 cm",NULL,131.765,131.765,131.765,131.765,"C0012A-10R-2, 16.0 cm",NULL,131.775,131.775,131.775,131.775,"C0012A-10R-2 W, 15.0--16.0 cm",CKY000000000000610210,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T05:30:21Z,120,glass beaker,6.112,2.727,9.1883,4.5704,3.0763,120,glass beaker,6.112,2.727,8.0866,3.4735,1.9746,1.1417,1.1149,0.7285,1.8434,0.7465,0.04,0.018,1.9346,0.3711,0.5901,1.6688,1.0495,2.6556,0.6048,1.5304,fuway,2010-08-17T03:18:55Z
"C0012A-10R-2, 41.0 cm",NULL,132.025,132.025,132.025,132.025,"C0012A-10R-2, 43.0 cm",NULL,132.045,132.045,132.045,132.045,"C0012A-10R-2 WR, 41.0--43.0 cm",CKY000000000000596810,PP,NULL,5,brandon322,NULL,CKY,2009-09-27T00:17:41Z,174,glass beaker,6.018,2.69,9.4751,4.8122,3.4571,174,glass beaker,6.018,2.69,8.0597,3.403,2.0417,1.4667,1.4323,0.6899,2.1222,0.713,0.0513,0.0231,1.9904,0.4243,0.7369,1.629,0.9379,2.8851,0.6749,2.0761,fuway,2010-08-17T03:19:03Z
"C0012A-10R-3, 44.5 cm",NULL,132.615,132.615,132.615,132.615,"C0012A-10R-3, 46.5 cm",NULL,132.635,132.635,132.635,132.635,"C0012A-10R-3 WR, 44.5--46.5 cm",CKY000000000000591910,PP,NULL,5,matt322,NULL,CKY,2009-09-26T22:25:34Z,35,glass beaker,4.608,2.061,8.7034,4.5438,4.0954,35,glass beaker,4.608,2.061,7.1668,3.0139,2.5588,1.5923,1.555,0.9278,2.4828,0.9529,0.0557,0.0251,2.5031,0.3888,0.6361,1.6495,1.0082,2.6979,0.6263,1.676,fuway,2010-08-17T03:18:53Z
"C0012A-10R-4, 50.0 cm",NULL,133.135,133.135,133.135,133.135,"C0012A-10R-4, 51.0 cm",NULL,133.145,133.145,133.145,133.145,"C0012A-10R-4 W, 50.0--51.0 cm",CKY000000000000612210,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T06:15:14Z,26,glass beaker,4.593,2.059,9.4634,5.0393,4.8704,26,glass beaker,4.593,2.059,7.6601,3.2439,3.0671,1.8687,1.8249,1.1554,2.9803,1.1849,0.0654,0.0295,3.0017,0.3837,0.6225,1.6342,1.0072,2.598,0.6123,1.5795,fuway,2010-08-17T03:18:53Z
"C0012A-10R-4, 124.0 cm",NULL,133.875,133.875,133.875,133.875,"C0012A-10R-4, 125.0 cm",NULL,133.885,133.885,133.885,133.885,"C0012A-10R-4 W, 124.0--125.0 cm",CKY000000000000612310,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T06:15:14Z,16,glass beaker,4.608,2.05,9.3514,5.0862,4.7434,16,glass beaker,4.608,2.05,7.438,3.1812,2.83,1.9828,1.9363,1.0999,3.0362,1.1312,0.0694,0.0313,2.7606,0.418,0.7182,1.5623,0.9092,2.5099,0.6377,1.7604,yohei322,2009-09-28T18:57:21Z
"C0012A-10R-5, 35.0 cm",NULL,134.39,134.39,134.39,134.39,"C0012A-10R-5, 37.0 cm",NULL,134.41,134.41,134.41,134.41,"C0012A-10R-5 WR, 35.0--37.0 cm",CKY000000000000598310,PP,NULL,5,brandon322,NULL,CKY,2009-09-27T00:20:29Z,442,glass beaker,6.231,2.822,9.0588,4.5549,2.8278,442,glass beaker,6.231,2.822,7.9581,3.459,1.7271,1.1406,1.1139,0.619,1.7329,0.637,0.0399,0.018,1.6872,0.4034,0.676,1.6318,0.9736,2.7257,0.6428,1.7995,fuway,2010-08-17T03:19:08Z
"C0012A-10R-5, 92.0 cm",NULL,134.96,134.96,134.96,134.96,"C0012A-10R-5, 94.0 cm",NULL,134.98,134.98,134.98,134.98,"C0012A-10R-5 WR, 92.0--94.0 cm",CKY000000000000599110,PP,NULL,5,brandon322,NULL,CKY,2009-09-27T00:23:48Z,190,glass beaker,6.059,2.734,8.9332,4.3995,2.8742,190,glass beaker,6.059,2.734,7.956,3.4265,1.897,1.0126,0.9889,0.6766,1.6655,0.6925,0.0354,0.0159,1.8616,0.3523,0.5439,1.7257,1.1177,2.7514,0.5938,1.4616,fuway,2010-08-17T03:19:04Z
"C0012A-10R-6, 0.0 cm",NULL,135.44,135.44,135.44,135.44,"C0012A-10R-6, 2.0 cm",NULL,135.46,135.46,135.46,135.46,"C0012A-10R-6 WR, 0.0--2.0 cm",CKY000000000000600010,PP,NULL,5,brandon322,NULL,CKY,2009-09-27T00:26:42Z,131,glass beaker,6.049,2.74,8.6776,4.2857,2.6286,131,glass beaker,6.049,2.74,7.7682,3.3803,1.7192,0.9424,0.9203,0.6254,1.5457,0.6403,0.033,0.0149,1.6862,0.3585,0.5589,1.7006,1.0909,2.6962,0.5954,1.4715,fuway,2010-08-17T03:18:58Z
"C0012A-10R-6, 27.0 cm",NULL,135.71,135.71,135.71,135.71,"C0012A-10R-6, 28.0 cm",NULL,135.72,135.72,135.72,135.72,"C0012A-10R-6 W, 27.0--28.0 cm",CKY000000000000617110,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T08:06:13Z,140,glass beaker,6.004,2.671,10.5005,5.4248,4.4965,140,glass beaker,6.004,2.671,8.8515,3.7829,2.8475,1.7088,1.6688,1.085,2.7538,1.1119,0.0598,0.0269,2.7877,0.38,0.613,1.6328,1.0123,2.5693,0.606,1.5381,yohei322,2009-09-28T18:57:21Z
"C0012A-10R-6, 110.0 cm",NULL,136.54,136.54,136.54,136.54,"C0012A-10R-6, 111.0 cm",NULL,136.55,136.55,136.55,136.55,"C0012A-10R-6 W, 110.0--111.0 cm",CKY000000000000617210,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T08:06:13Z,183,glass beaker,5.904,2.651,9.6544,5.0008,3.7504,183,glass beaker,5.904,2.651,8.1565,3.5095,2.2525,1.5522,1.5158,0.834,2.3498,0.8585,0.0543,0.0245,2.1982,0.4139,0.7061,1.5961,0.9355,2.6357,0.6451,1.8175,yohei322,2009-09-28T18:57:21Z
"C0012A-10R-7, 29.0 cm",NULL,137.14,137.14,137.14,137.14,"C0012A-10R-7, 30.0 cm",NULL,137.15,137.15,137.15,137.15,"C0012A-10R-7 W, 29.0--30.0 cm",CKY000000000000617310,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T08:06:13Z,194,glass beaker,6.037,2.728,9.378,4.7548,3.341,194,glass beaker,6.037,2.728,8.1736,3.5557,2.1366,1.2481,1.2188,0.808,2.0268,0.8277,0.0437,0.0197,2.0929,0.3736,0.5963,1.6484,1.0326,2.5902,0.6013,1.5084,yohei322,2009-09-28T18:57:21Z
"C0012A-11R-1, 21.0 cm",NULL,140.21,140.21,140.21,140.21,"C0012A-11R-1, 22.0 cm",NULL,140.22,140.22,140.22,140.22,"C0012A-11R-1 W, 21.0--22.0 cm",CKY000000000000625610,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T09:32:49Z,205,glass beaker,6.081,2.75,9.076,4.5839,2.995,205,glass beaker,6.081,2.75,7.9813,3.494,1.9003,1.1344,1.1078,0.7261,1.8339,0.744,0.0397,0.0179,1.8606,0.3788,0.6097,1.6331,1.0146,2.5625,0.6041,1.5257,fuway,2010-08-17T03:19:04Z
"C0012A-11R-1, 100.0 cm",NULL,141,141,141,141,"C0012A-11R-1, 101.0 cm",NULL,141.01,141.01,141.01,141.01,"C0012A-11R-1 W, 100.0--101.0 cm",CKY000000000000625710,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T09:32:49Z,154,glass beaker,6.046,2.729,9.6829,4.8654,3.6369,154,glass beaker,6.046,2.729,8.3903,3.5784,2.3443,1.3395,1.3081,0.8283,2.1364,0.8494,0.0469,0.0211,2.2974,0.3683,0.5831,1.7023,1.0754,2.7736,0.6123,1.5793,fuway,2010-08-17T03:19:00Z
"C0012A-11R-2, 20.0 cm",NULL,141.44,141.44,141.44,141.44,"C0012A-11R-2, 21.0 cm",NULL,141.45,141.45,141.45,141.45,"C0012A-11R-2 W, 20.0--21.0 cm",CKY000000000000625810,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T09:32:49Z,418,glass beaker,6.191,2.76,10.8042,5.5286,4.6132,418,glass beaker,6.191,2.76,9.2392,3.9704,3.0482,1.6218,1.5838,1.1848,2.7686,1.2104,0.0568,0.0256,2.9914,0.3516,0.5422,1.6663,1.0805,2.5248,0.5721,1.3368,yohei322,2009-09-28T18:57:21Z
"C0012A-11R-2, 103.0 cm",NULL,142.27,142.27,142.27,142.27,"C0012A-11R-2, 104.0 cm",NULL,142.28,142.28,142.28,142.28,"C0012A-11R-2 W, 103.0--104.0 cm",CKY000000000000625910,PP,NULL,7,yohei322,NULL,CKY,2009-09-27T09:32:49Z,15,glass beaker,4.559,2.112,8.0619,4.1086,3.5029,15,glass beaker,4.559,2.112,6.8712,2.9231,2.3122,1.2339,1.205,0.7916,1.9966,0.8111,0.0432,0.0195,2.269,0.3523,0.5438,1.7544,1.1364,2.8663,0.6035,1.5222,fuway,2010-08-17T03:18:52Z
"C0012A-11R-3, 24.0 cm",NULL,142.89,142.89,142.89,142.89,"C0012A-11R-3, 26.0 cm",NULL,142.91,142.91,142.91,142.91,"C0012A-11R-3 WR, 24.0--26.0 cm",CKY000000000000607310,PP,NULL,5,brandon322,NULL,CKY,2009-09-27T03:04:33Z,11,glass beaker,4.544,2.033,8.8446,4.5815,4.3006,11,glass beaker,4.544,2.033,7.3653,3.1086,2.8213,1.533,1.4971,1.0514,2.5485,1.0756,0.0537,0.0242,2.7676,0.3565,0.5539,1.6875,1.086,2.6323,0.5874,1.4239,fuway,2010-08-17T03:18:52Z
"C0012A-11R-3, 103.0 cm",NULL,143.68,143.68,143.68,143.68,"C0012A-11R-3, 104.0 cm",NULL,143.69,143.69,143.69,143.69,"C0012A-11R-3 W, 103.0--104.0 cm",CKY000000000000632410,PP,NULL,7,glenn322,NULL,CKY,2009-09-27T12:54:03Z,433,glass beaker,6.174,2.794,10.6255,5.3313,4.4515,433,glass beaker,6.174,2.794,9.2352,3.9471,3.0612,1.4407,1.4069,1.1304,2.5373,1.1531,0.0504,0.0227,3.0108,0.3236,0.4785,1.7544,1.1866,2.6635,0.5545,1.2446,fuway,2010-08-17T03:19:08Z
"C0012A-11R-4, 0.0 cm",NULL,144.03,144.03,144.03,144.03,"C0012A-11R-4, 2.0 cm",NULL,144.05,144.05,144.05,144.05,"C0012A-11R-4 WR, 0.0--2.0 cm",CKY000000000000602910,PP,NULL,5,shasa322,NULL,CKY,2009-09-27T01:18:51Z,409,glass beaker,6.178,2.781,9.4215,4.6087,3.2435,409,glass beaker,6.178,2.781,8.3666,3.5584,2.1886,1.0932,1.0676,0.7601,1.8277,0.7774,0.0383,0.0173,2.1503,0.337,0.5084,1.7746,1.1765,2.829,0.5841,1.4046,fuway,2010-08-17T03:19:05Z
"C0012A-11R-5, 16.0 cm",NULL,144.455,144.455,144.455,144.455,"C0012A-11R-5, 17.0 cm",NULL,144.465,144.465,144.465,144.465,"C0012A-11R-5 W, 16.0--17.0 cm",CKY000000000000632910,PP,NULL,7,glenn322,NULL,CKY,2009-09-27T12:55:51Z,156,glass beaker,5.934,2.731,9.9503,5.0189,4.0163,156,glass beaker,5.934,2.731,8.6555,3.7297,2.7215,1.3418,1.3104,0.9775,2.2879,0.9987,0.047,0.0212,2.6745,0.3341,0.5017,1.7555,1.169,2.7361,0.5728,1.3406,fuway,2010-08-17T03:19:00Z
