Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012C-4H-5, 24.0 cm",NULL,27.913,28.215,27.913,28.215,"C0012C-4H-5, 26.0 cm",NULL,27.932,28.235,27.932,28.235,"C0012C-4H-5 W, 24.0--26.0 cm",CKY000000000004702600,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,419,glass beaker,6.197,2.796,12.3814,7.0305,6.1844,419,glass beaker,6.197,2.796,9.4069,4.0689,3.2099,3.0824,3.0102,1.2243,4.2345,1.2729,0.1079,0.0486,3.102,0.4984,0.9937,1.4605,0.7326,2.5337,0.7109,2.4587,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-5, 98.0 cm",NULL,28.606,28.955,28.606,28.955,"C0012C-4H-5, 100.0 cm",NULL,28.624,28.975,28.624,28.975,"C0012C-4H-5 W, 98.0--100.0 cm",CKY000000000004705900,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:24:24Z,170,glass beaker,6.053,2.728,10.8783,5.9471,4.8253,170,glass beaker,6.053,2.728,8.5882,3.6669,2.5352,2.3732,2.3176,0.9015,3.2191,0.9389,0.0831,0.0374,2.4521,0.4918,0.9678,1.499,0.7617,2.72,0.72,2.5708,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-6, 28.0 cm",NULL,29.083,29.465,29.083,29.465,"C0012C-4H-6, 30.0 cm",NULL,29.102,29.485,29.102,29.485,"C0012C-4H-6 W, 28.0--30.0 cm",CKY000000000004702700,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,639,glass beaker,6.153,2.767,12.247,6.9392,6.094,639,glass beaker,6.153,2.767,9.2756,3.9808,3.1226,3.0792,3.007,1.1652,4.1722,1.2138,0.1078,0.0486,3.0148,0.5053,1.0214,1.4606,0.7226,2.5874,0.7207,2.5807,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-6, 98.0 cm",NULL,29.738,30.165,29.738,30.165,"C0012C-4H-6, 100.0 cm",NULL,29.757,30.185,29.757,30.185,"C0012C-4H-6 W, 98.0--100.0 cm",CKY000000000004702800,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,151,glass beaker,5.994,2.677,10.8457,6.015,4.8517,151,glass beaker,5.994,2.677,8.5163,3.6958,2.5223,2.4139,2.3573,0.9807,3.338,1.0188,0.0845,0.0381,2.4378,0.4975,0.9902,1.4535,0.7303,2.4858,0.7062,2.4037,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-7, 23.0 cm",NULL,30.365,30.835,30.365,30.835,"C0012C-4H-7, 25.0 cm",NULL,30.384,30.855,30.384,30.855,"C0012C-4H-7 W, 23.0--25.0 cm",CKY000000000004702900,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,11,glass beaker,4.563,2.037,8.586,4.8372,4.023,11,glass beaker,4.563,2.037,6.626,2.8857,2.063,2.0311,1.9835,0.8167,2.8002,0.8487,0.0711,0.032,1.9919,0.5049,1.0197,1.4367,0.7113,2.439,0.7083,2.4287,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-7, 97.0 cm",NULL,31.058,31.575,31.058,31.575,"C0012C-4H-7, 99.0 cm",NULL,31.077,31.595,31.077,31.595,"C0012C-4H-7 W, 97.0--99.0 cm",CKY000000000004703000,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:30Z,206,glass beaker,6.016,2.698,11.6606,6.4318,5.6446,206,glass beaker,6.016,2.698,9.0732,3.8557,3.0572,2.6812,2.6184,1.1154,3.7338,1.1577,0.0938,0.0423,2.9634,0.475,0.9048,1.5118,0.7937,2.6568,0.7013,2.3475,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-8, 23.0 cm",NULL,31.694,32.255,31.694,32.255,"C0012C-4H-8, 25.0 cm",NULL,31.713,32.275,31.713,32.275,"C0012C-4H-8 W, 23.0--25.0 cm",CKY000000000004703100,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:30Z,615,glass beaker,6.045,2.705,11.6716,6.4339,5.6266,615,glass beaker,6.045,2.705,9.1469,3.9202,3.1019,2.6163,2.555,1.1739,3.7289,1.2152,0.0916,0.0413,3.0103,0.465,0.8691,1.5089,0.8073,2.5644,0.6852,2.1765,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-8, 98.0 cm",NULL,32.396,33.005,32.396,33.005,"C0012C-4H-8, 100.0 cm",NULL,32.415,33.025,32.415,33.025,"C0012C-4H-8 W, 98.0--100.0 cm",CKY000000000004703200,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:30Z,628,glass beaker,6.103,2.781,12.4906,6.9754,6.3876,628,glass beaker,6.103,2.781,9.5098,4.0076,3.4068,3.0889,3.0165,1.1779,4.1944,1.2266,0.1081,0.0487,3.2987,0.4836,0.9364,1.5229,0.7865,2.8005,0.7192,2.5609,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-1, 36.0 cm",NULL,33.349,33.36,33.349,33.36,"C0012C-5H-1, 38.0 cm",NULL,33.369,33.38,33.369,33.38,"C0012C-5H-1 W, 36.0--38.0 cm",CKY000000000004703300,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,618,glass beaker,6.076,2.709,10.4208,5.5999,4.3448,618,glass beaker,6.076,2.709,8.4103,3.5981,2.3343,2.0834,2.0346,0.8563,2.8909,0.8891,0.0729,0.0328,2.2614,0.4795,0.9213,1.5029,0.7822,2.6409,0.7038,2.376,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-1, 128.0 cm",NULL,34.242,34.28,34.242,34.28,"C0012C-5H-1, 130.0 cm",NULL,34.261,34.3,34.261,34.3,"C0012C-5H-1 W, 128.0--130.0 cm",CKY000000000004703400,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,619,glass beaker,6.129,2.788,10.209,5.5904,4.08,619,glass beaker,6.129,2.788,8.1783,3.5685,2.0493,2.1044,2.0551,0.7473,2.8024,0.7805,0.0737,0.0332,1.9756,0.5158,1.0652,1.4559,0.705,2.6437,0.7333,2.75,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-2, 22.0 cm",NULL,34.566,34.615,34.566,34.615,"C0012C-5H-2, 24.0 cm",NULL,34.586,34.635,34.586,34.635,"C0012C-5H-2 W, 22.0--24.0 cm",CKY000000000004703500,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,612,glass beaker,6.095,2.716,10.9182,6.0721,4.8232,612,glass beaker,6.095,2.716,8.5829,3.747,2.4879,2.42,2.3633,0.9928,3.3561,1.031,0.0847,0.0382,2.4032,0.5017,1.007,1.4371,0.7161,2.4206,0.7042,2.3804,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-2, 82.0 cm",NULL,35.148,35.215,35.148,35.215,"C0012C-5H-2, 84.0 cm",NULL,35.168,35.235,35.168,35.235,"C0012C-5H-2 W, 82.0--84.0 cm",CKY000000000004703600,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,614,glass beaker,6.155,2.788,11.1905,6.057,5.0355,614,glass beaker,6.155,2.788,9.0402,3.916,2.8852,2.2283,2.1761,1.0929,3.269,1.128,0.078,0.0351,2.8072,0.4425,0.7938,1.5404,0.8587,2.5686,0.6657,1.9911,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-4, 12.0 cm",NULL,36.07,36.165,36.07,36.165,"C0012C-5H-4, 14.0 cm",NULL,36.089,36.185,36.089,36.185,"C0012C-5H-4 W, 12.0--14.0 cm",CKY000000000004703700,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,621,glass beaker,6.115,2.765,10.5813,5.8419,4.4663,621,glass beaker,6.115,2.765,8.4225,3.6925,2.3075,2.2371,2.1847,0.8922,3.0769,0.9275,0.0783,0.0353,2.2292,0.5009,1.0035,1.4516,0.7245,2.4985,0.71,2.4487,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-4, 124.0 cm",NULL,37.156,37.285,37.156,37.285,"C0012C-5H-4, 126.0 cm",NULL,37.175,37.305,37.175,37.305,"C0012C-5H-4 W, 124.0--126.0 cm",CKY000000000004703800,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,622,glass beaker,6.128,2.797,10.9357,5.9405,4.8077,622,glass beaker,6.128,2.797,8.714,3.7285,2.586,2.3023,2.2483,0.8952,3.1435,0.9315,0.0806,0.0363,2.5054,0.4789,0.9189,1.5294,0.797,2.7987,0.7152,2.5115,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-5, 35.0 cm",NULL,37.709,37.855,37.709,37.855,"C0012C-5H-5, 37.0 cm",NULL,37.728,37.875,37.728,37.875,"C0012C-5H-5 W, 35.0--37.0 cm",CKY000000000004703900,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,609,glass beaker,6.097,2.746,10.5822,5.8596,4.4852,609,glass beaker,6.097,2.746,8.3534,3.6405,2.2564,2.3096,2.2555,0.8581,3.1136,0.8945,0.0808,0.0364,2.1756,0.5149,1.0616,1.4405,0.6987,2.5354,0.7244,2.6285,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-5, 112.0 cm",NULL,38.456,38.625,38.456,38.625,"C0012C-5H-5, 114.0 cm",NULL,38.475,38.645,38.475,38.645,"C0012C-5H-5 W, 112.0--114.0 cm",CKY000000000004704000,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,610,glass beaker,5.981,2.689,10.5662,5.7988,4.5852,610,glass beaker,5.981,2.689,8.3763,3.6185,2.3953,2.2693,2.2161,0.8937,3.1098,0.9295,0.0794,0.0358,2.3159,0.4949,0.9799,1.4744,0.7447,2.5914,0.7126,2.4797,kidoyo,2011-01-01T13:49:06Z
"C0012C-5H-6, 32.0 cm",NULL,39.047,39.235,39.047,39.235,"C0012C-5H-6, 34.0 cm",NULL,39.067,39.255,39.067,39.255,"C0012C-5H-6 W, 32.0--34.0 cm",CKY000000000004704100,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,613,glass beaker,6.097,2.778,10.8691,5.9017,4.7721,613,glass beaker,6.097,2.778,8.7253,3.7672,2.6283,2.2216,2.1695,0.9542,3.1237,0.9892,0.0778,0.035,2.5505,0.4655,0.871,1.5277,0.8165,2.6729,0.6945,2.2736,kidoyo,2011-01-01T13:49:07Z
"C0012C-5H-6, 112.0 cm",NULL,39.823,40.035,39.823,40.035,"C0012C-5H-6, 114.0 cm",NULL,39.843,40.055,39.843,40.055,"C0012C-5H-6 W, 112.0--114.0 cm",CKY000000000004704200,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,616,glass beaker,6.135,2.796,11.1909,6.0811,5.0559,616,glass beaker,6.135,2.796,8.8883,3.7885,2.7533,2.3861,2.3302,0.9549,3.2851,0.9925,0.0835,0.0376,2.6698,0.4719,0.8937,1.539,0.8127,2.7959,0.7093,2.4403,kidoyo,2011-01-01T13:49:07Z
"C0012C-5H-7, 25.0 cm",NULL,40.347,40.575,40.347,40.575,"C0012C-5H-7, 27.0 cm",NULL,40.366,40.595,40.366,40.595,"C0012C-5H-7 W, 25.0--27.0 cm",CKY000000000004704300,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,617,glass beaker,6.137,2.753,10.6888,5.8086,4.5518,617,glass beaker,6.137,2.753,8.5041,3.6335,2.3671,2.2639,2.2108,0.8448,3.0556,0.8805,0.0792,0.0357,2.2879,0.4974,0.9895,1.4897,0.7488,2.7082,0.7235,2.617,kidoyo,2011-01-01T13:49:07Z
"C0012C-5H-7, 98.0 cm",NULL,41.055,41.305,41.055,41.305,"C0012C-5H-7, 100.0 cm",NULL,41.074,41.325,41.074,41.325,"C0012C-5H-7 W, 98.0--100.0 cm",CKY000000000004704400,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,620,glass beaker,6.081,2.707,10.6929,5.7943,4.6119,620,glass beaker,6.081,2.707,8.5359,3.6467,2.4549,2.2352,2.1828,0.9045,3.0873,0.9397,0.0782,0.0352,2.3767,0.4847,0.9405,1.4938,0.7698,2.6276,0.707,2.4133,kidoyo,2011-01-01T13:49:07Z
"C0012C-5H-8, 34.0 cm",NULL,41.802,42.075,41.802,42.075,"C0012C-5H-8, 36.0 cm",NULL,41.821,42.095,41.821,42.095,"C0012C-5H-8 W, 34.0--36.0 cm",CKY000000000004704500,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:16:25Z,611,glass beaker,6.058,2.75,10.7314,5.8248,4.6734,611,glass beaker,6.058,2.75,8.4939,3.597,2.4359,2.3187,2.2644,0.8104,3.0748,0.847,0.0812,0.0366,2.3547,0.4961,0.9847,1.5199,0.7658,2.9056,0.7364,2.7942,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-1, 38.0 cm",NULL,42.853,42.88,42.853,42.88,"C0012C-6H-1, 40.0 cm",NULL,42.872,42.9,42.872,42.9,"C0012C-6H-1 W, 38.0--40.0 cm",CKY000000000004714200,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,601,glass beaker,6.11,2.797,11.1311,6.1524,5.0211,601,glass beaker,6.11,2.797,8.7135,3.7453,2.6035,2.5053,2.4466,0.9088,3.3554,0.9483,0.0877,0.0395,2.5158,0.499,0.9958,1.4964,0.7498,2.7683,0.7292,2.6921,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-1, 101.0 cm",NULL,43.439,43.51,43.439,43.51,"C0012C-6H-1, 103.0 cm",NULL,43.457,43.53,43.457,43.53,"C0012C-6H-1 W, 101.0--103.0 cm",CKY000000000004714300,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,602,glass beaker,6.121,2.753,11.2674,6.2523,5.1464,602,glass beaker,6.121,2.753,8.7711,3.7669,2.6501,2.5868,2.5262,0.9731,3.4993,1.0139,0.0905,0.0408,2.5596,0.5026,1.0106,1.4707,0.7315,2.6304,0.7219,2.596,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-2, 14.0 cm",NULL,43.946,44.055,43.946,44.055,"C0012C-6H-2, 16.0 cm",NULL,43.964,44.075,43.964,44.075,"C0012C-6H-2 W, 14.0--16.0 cm",CKY000000000004714400,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,604,glass beaker,6.108,2.786,10.8495,5.9628,4.7415,604,glass beaker,6.108,2.786,8.6275,3.7505,2.5195,2.3026,2.2486,0.9282,3.1768,0.9645,0.0806,0.0363,2.4389,0.4856,0.9441,1.4925,0.7677,2.6276,0.7078,2.4225,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-2, 79.0 cm",NULL,44.55,44.705,44.55,44.705,"C0012C-6H-2, 80.0 cm",NULL,44.559,44.715,44.559,44.715,"C0012C-6H-2 WR, 79.0--80.0 cm",CKY000000000004513500,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-26T15:04:54Z,647,glass beaker,6.069,2.748,10.5389,5.7513,4.4699,647,glass beaker,6.069,2.748,8.4469,3.6684,2.3779,2.1679,2.1171,0.8862,3.0033,0.9204,0.0759,0.0342,2.302,0.485,0.9417,1.4883,0.7665,2.5976,0.7049,2.389,kidoyo,2011-01-01T13:49:03Z
"C0012C-6H-2, 83.0 cm",NULL,44.587,44.745,44.587,44.745,"C0012C-6H-2, 85.0 cm",NULL,44.605,44.765,44.605,44.765,"C0012C-6H-2 W, 83.0--85.0 cm",CKY000000000004714500,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,605,glass beaker,6.167,2.755,10.8925,6.0439,4.7255,605,glass beaker,6.167,2.755,8.5717,3.7332,2.4047,2.405,2.3486,0.9403,3.2889,0.9782,0.0842,0.0379,2.3205,0.5089,1.0364,1.4368,0.7056,2.4678,0.7141,2.4977,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-2, 133.0 cm",NULL,45.052,45.245,45.052,45.245,"C0012C-6H-2, 135.0 cm",NULL,45.07,45.265,45.07,45.265,"C0012C-6H-2 W, 133.0--135.0 cm",CKY000000000004714600,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,606,glass beaker,6.146,2.784,11.1183,6.0146,4.9723,606,glass beaker,6.146,2.784,8.8785,3.7846,2.7325,2.321,2.2666,0.964,3.2306,1.0006,0.0812,0.0366,2.6513,0.4668,0.8754,1.5391,0.8207,2.7503,0.7016,2.3512,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-3, 17.0 cm",NULL,45.293,45.505,45.293,45.505,"C0012C-6H-3, 19.0 cm",NULL,45.312,45.525,45.312,45.525,"C0012C-6H-3 W, 17.0--19.0 cm",CKY000000000004714700,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,607,glass beaker,6.066,2.73,10.9165,6.0014,4.8505,607,glass beaker,6.066,2.73,8.5783,3.6734,2.5123,2.423,2.3662,0.9052,3.2714,0.9434,0.0848,0.0382,2.4275,0.4995,0.9981,1.4827,0.742,2.6817,0.7233,2.614,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-3, 110.0 cm",NULL,46.158,46.435,46.158,46.435,"C0012C-6H-3, 112.0 cm",NULL,46.176,46.455,46.176,46.455,"C0012C-6H-3 W, 110.0--112.0 cm",CKY000000000004714800,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,608,glass beaker,6.089,2.734,10.1847,5.4423,4.0957,608,glass beaker,6.089,2.734,8.2697,3.5356,2.1807,1.9845,1.938,0.7703,2.7083,0.8016,0.0695,0.0313,2.1112,0.4845,0.94,1.5123,0.7795,2.7408,0.7156,2.5159,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-5, 20.0 cm",NULL,46.855,47.185,46.855,47.185,"C0012C-6H-5, 22.0 cm",NULL,46.874,47.205,46.874,47.205,"C0012C-6H-5 W, 20.0--22.0 cm",CKY000000000004714900,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,517,glass beaker,4.507,2.009,9.0278,4.9913,4.5208,517,glass beaker,4.507,2.009,6.9865,2.9589,2.4795,2.1153,2.0657,0.9166,2.9823,0.9499,0.074,0.0333,2.4055,0.4679,0.8794,1.5159,0.8066,2.6244,0.6927,2.2537,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-5, 114.0 cm",NULL,47.729,48.125,47.729,48.125,"C0012C-6H-5, 116.0 cm",NULL,47.747,48.145,47.747,48.145,"C0012C-6H-5 W, 114.0--116.0 cm",CKY000000000004715000,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,513,glass beaker,4.593,2.075,9.4775,5.2698,4.8845,513,glass beaker,4.593,2.075,7.3111,3.1128,2.7181,2.245,2.1924,1.0024,3.1948,1.0378,0.0786,0.0354,2.6395,0.4596,0.8505,1.5289,0.8262,2.6332,0.6862,2.1872,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-6, 10.0 cm",NULL,48.082,48.505,48.082,48.505,"C0012C-6H-6, 12.0 cm",NULL,48.101,48.525,48.101,48.525,"C0012C-6H-6 W, 10.0--12.0 cm",CKY000000000004715100,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,514,glass beaker,4.572,2.037,9.1959,5.1536,4.6239,514,glass beaker,4.572,2.037,7.0492,3.0162,2.4772,2.2246,2.1725,0.9441,3.1166,0.9792,0.0779,0.0351,2.3993,0.4811,0.9272,1.4836,0.7698,2.5414,0.6971,2.3011,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-6, 115.0 cm",NULL,49.058,49.555,49.058,49.555,"C0012C-6H-6, 117.0 cm",NULL,49.077,49.575,49.077,49.575,"C0012C-6H-6 W, 115.0--117.0 cm",CKY000000000004715200,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,516,glass beaker,4.613,2.08,9.6076,5.4218,4.9946,516,glass beaker,4.613,2.08,7.3015,3.1258,2.6885,2.3897,2.3337,1.0081,3.3418,1.0458,0.0836,0.0377,2.6049,0.4785,0.9174,1.4946,0.7795,2.584,0.6983,2.3149,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-6, 126.5 cm",NULL,49.165,49.67,49.165,49.67,"C0012C-6H-6, 127.5 cm",NULL,49.174,49.68,49.174,49.68,"C0012C-6H-6 WR, 126.5--127.5 cm",CKY000000000004516500,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-26T16:59:08Z,425,glass beaker,6.256,2.808,10.2131,5.4626,3.9571,425,glass beaker,6.256,2.808,8.3761,3.6336,2.1201,1.9036,1.859,0.7956,2.6546,0.8256,0.0666,0.03,2.0535,0.4811,0.927,1.4907,0.7736,2.5811,0.7003,2.3366,kidoyo,2011-01-01T13:49:03Z
"C0012C-6H-7, 13.0 cm",NULL,49.434,49.96,49.434,49.96,"C0012C-6H-7, 15.0 cm",NULL,49.453,49.98,49.453,49.98,"C0012C-6H-7 W, 13.0--15.0 cm",CKY000000000004715300,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,515,glass beaker,4.592,2.061,8.8013,4.8919,4.2093,515,glass beaker,4.592,2.061,6.8325,2.9317,2.2405,2.0402,1.9924,0.8385,2.8309,0.8707,0.0714,0.0322,2.1691,0.4847,0.9406,1.4869,0.7662,2.5869,0.7038,2.3761,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-7, 116.0 cm",NULL,50.392,50.99,50.392,50.99,"C0012C-6H-7, 118.0 cm",NULL,50.411,51.01,50.411,51.01,"C0012C-6H-7 W, 116.0--118.0 cm",CKY000000000004715400,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,510,glass beaker,4.569,2.1,9.4409,5.306,4.8719,510,glass beaker,4.569,2.1,7.1274,3.0026,2.5584,2.3974,2.3412,0.8648,3.206,0.9026,0.0839,0.0378,2.4745,0.4921,0.9688,1.5196,0.7718,2.8614,0.7303,2.7072,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-8, 9.0 cm",NULL,50.708,51.33,50.708,51.33,"C0012C-6H-8, 11.0 cm",NULL,50.727,51.35,50.727,51.35,"C0012C-6H-8 W, 9.0--11.0 cm",CKY000000000004715500,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,511,glass beaker,4.695,2.103,9.4855,5.2776,4.7905,511,glass beaker,4.695,2.103,7.2843,3.086,2.5893,2.281,2.2275,0.9471,3.1746,0.983,0.0798,0.0359,2.5095,0.4762,0.9089,1.509,0.7905,2.6497,0.7017,2.3519,kidoyo,2011-01-01T13:49:07Z
"C0012C-6H-8, 29.0 cm",NULL,50.894,51.53,50.894,51.53,"C0012C-6H-8, 30.0 cm",NULL,50.903,51.54,50.903,51.54,"C0012C-6H-8 WR, 29.0--30.0 cm",CKY000000000004517100,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-26T17:03:29Z,603,glass beaker,6.187,2.776,10.4747,5.568,4.2877,603,glass beaker,6.187,2.776,8.5441,3.6458,2.3571,2.0006,1.9537,0.8383,2.792,0.8698,0.07,0.0315,2.2871,0.4666,0.8747,1.5357,0.8192,2.7283,0.6997,2.3305,kidoyo,2011-01-01T13:49:03Z
"C0012C-6H-8, 90.0 cm",NULL,51.461,52.14,51.461,52.14,"C0012C-6H-8, 91.0 cm",NULL,51.47,52.15,51.47,52.15,"C0012C-6H-8 WR, 90.0--91.0 cm",CKY000000000004517700,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-26T17:05:39Z,24,glass beaker,4.623,2.067,9.9526,5.6195,5.3296,24,glass beaker,4.623,2.067,7.5063,3.1839,2.8833,2.535,2.4756,1.0769,3.5525,1.1169,0.0887,0.04,2.7946,0.4756,0.9071,1.5002,0.7867,2.595,0.6969,2.2988,kidoyo,2011-01-01T13:49:03Z
"C0012C-6H-8, 94.0 cm",NULL,51.498,52.18,51.498,52.18,"C0012C-6H-8, 96.0 cm",NULL,51.517,52.2,51.517,52.2,"C0012C-6H-8 W, 94.0--96.0 cm",CKY000000000004715600,PP,NULL,5,coolks333,NULL,CKY,2010-12-30T00:50:44Z,512,glass beaker,4.597,2.043,9.4698,5.2599,4.8728,512,glass beaker,4.597,2.043,7.2812,3.0809,2.6842,2.268,2.2148,1.0021,3.2169,1.0379,0.0794,0.0358,2.6048,0.4654,0.8707,1.5148,0.8097,2.5993,0.6885,2.2102,kidoyo,2011-01-01T13:49:07Z
"C0012C-8H-1, 97.0 cm",NULL,60.901,60.97,60.901,60.97,"C0012C-8H-1, 99.0 cm",NULL,60.92,60.99,60.92,60.99,"C0012C-8H-1 W, 97.0--99.0 cm",CKY000000000004745900,PP,NULL,10,bora333,NULL,CKY,2010-12-30T14:13:33Z,144,glass beaker,6.096,2.713,12.5881,7.0959,6.4921,144,glass beaker,6.096,2.713,9.5302,4.0514,3.4342,3.1688,3.0945,1.2884,4.3829,1.3384,0.1109,0.05,3.3233,0.4881,0.9535,1.4812,0.7582,2.5794,0.706,2.4018,kidoyo,2011-01-01T13:49:07Z
"C0012C-8H-1, 125.0 cm",NULL,61.161,61.25,61.161,61.25,"C0012C-8H-1, 126.0 cm",NULL,61.171,61.26,61.171,61.26,"C0012C-8H-1 WR, 125.0--126.0 cm",CKY000000000004529300,PP,NULL,5,asukay333,NULL,CKY,2010-12-26T20:21:19Z,642,glass beaker,6.093,2.753,11.0391,6.0664,4.9461,642,glass beaker,6.093,2.753,8.6582,3.6958,2.5652,2.4673,2.4095,0.9039,3.3134,0.9428,0.0864,0.0389,2.4788,0.4988,0.9954,1.4928,0.7481,2.7423,0.7272,2.6657,kidoyo,2011-01-01T13:49:03Z
