Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0014C-1H-1, 9.0 cm",NULL,0.09,0.09,0.09,0.09,"C0014C-1H-1, 11.0 cm",NULL,0.11,0.11,0.11,0.11,"C0014C-1H-1 W, 9.0--11.0 cm",CKY000000000003121600,PP,NULL,10,yuka331,CKY,2010-09-18T02:28:07Z,414,glass beaker,6.241,2.806,12.272,6.9884,6.031,414,glass beaker,6.241,2.806,9.1869,3.9167,2.9459,3.197,3.1221,1.0603,4.1824,1.1107,0.1119,0.0504,2.834,0.5301,1.1281,1.442,0.6776,2.6728,0.7465,2.9445,fuway,2010-09-19T06:15:02Z
"C0014C-1H-2, 9.0 cm",NULL,0.275,0.275,0.275,0.275,"C0014C-1H-2, 11.0 cm",NULL,0.295,0.295,0.295,0.295,"C0014C-1H-2 W, 9.0--11.0 cm",CKY000000000003121700,PP,NULL,10,yuka331,CKY,2010-09-18T02:28:48Z,406,glass beaker,6.23,2.788,12.5151,6.9981,6.2851,406,glass beaker,6.23,2.788,9.5405,4.0364,3.3105,3.0825,3.0103,1.1998,4.2101,1.2484,0.1079,0.0486,3.2026,0.4904,0.9625,1.4929,0.7607,2.6693,0.715,2.509,fuway,2010-09-19T06:15:02Z
"C0014C-1H-3, 14.0 cm",NULL,0.48,0.48,0.48,0.48,"C0014C-1H-3, 16.0 cm",NULL,0.5,0.5,0.5,0.5,"C0014C-1H-3 W, 14.0--16.0 cm",CKY000000000003121800,PP,NULL,10,yuka331,CKY,2010-09-18T02:29:36Z,114,glass beaker,6.066,2.768,11.3474,6.3277,5.2814,114,glass beaker,6.066,2.768,8.9102,3.9011,2.8442,2.5256,2.4664,1.0933,3.5597,1.1331,0.0884,0.0398,2.7558,0.4782,0.9165,1.4837,0.7742,2.5206,0.6929,2.2559,fuway,2010-09-19T06:15:02Z
"C0014C-1H-4, 74.0 cm",NULL,1.695,1.695,1.695,1.695,"C0014C-1H-4, 76.0 cm",NULL,1.715,1.715,1.715,1.715,"C0014C-1H-4 W, 74.0--76.0 cm",CKY000000000003121900,PP,NULL,10,yuka331,CKY,2010-09-18T02:30:04Z,517,glass beaker,4.507,2.062,9.1758,5.2843,4.6688,517,glass beaker,4.507,2.062,7.0983,3.2159,2.5913,2.1528,2.1023,1.12,3.2223,1.1539,0.0753,0.0339,2.516,0.4611,0.8556,1.4489,0.7808,2.2464,0.6524,1.8771,fuway,2010-09-19T06:15:02Z
"C0014C-1H-5, 43.0 cm",NULL,2.81,2.81,2.81,2.81,"C0014C-1H-5, 45.0 cm",NULL,2.83,2.83,2.83,2.83,"C0014C-1H-5 W, 43.0--45.0 cm",CKY000000000003122000,PP,NULL,10,yuka331,CKY,2010-09-18T02:30:25Z,21,glass beaker,4.555,2.06,8.2874,4.7451,3.7324,21,glass beaker,4.555,2.06,6.5163,2.9817,1.9613,1.8353,1.7923,0.8928,2.6851,0.9217,0.0642,0.0289,1.8971,0.4917,0.9674,1.39,0.7065,2.1249,0.6675,2.0075,fuway,2010-09-19T06:15:02Z
"C0014C-1H-CC, 9.0 cm",NULL,5.115,5.115,5.115,5.115,"C0014C-1H-CC, 11.0 cm",NULL,5.135,5.135,5.135,5.135,"C0014C-1H-CC W, 9.0--11.0 cm",CKY000000000003122100,PP,NULL,10,yuka331,CKY,2010-09-18T02:31:17Z,423,glass beaker,6.233,2.819,9.7714,5.5372,3.5384,423,glass beaker,6.233,2.819,7.6693,3.4443,1.4363,2.1783,2.1272,0.591,2.7182,0.6253,0.0762,0.0343,1.3601,0.6156,1.6016,1.3017,0.5004,2.3014,0.7826,3.5993,fuway,2010-09-19T06:15:02Z
