Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0006F-11R-1, 60.0 cm",NULL,486.1,486.1,486.1,486.1,"C0006F-11R-1, 61.5 cm",NULL,486.115,486.115,486.115,486.115,"C0006F-11R-1 WR, 60.0--61.5 cm",CKY000000000001277200,PP,NULL,8,chesterf316,Integrated,CKY,2008-01-10T11:03:35Z,NULL,122,glass beaker,5.971,2.701,11.604,5.527459,5.633,122,glass beaker,5.971,2.701,10.332,4.261,4.361,1.318135,1.287241,1.539219,2.826459,1.56,0.04613475,0.02078142,4.314865,0.2340023,0.3054869,1.992953,1.526597,2.803283,0.4554252,0.8362951,david_goldsby316,2008-01-14T13:57:52Z
"C0006F-11R-1, 100.0 cm",NULL,486.5,486.5,486.5,486.5,"C0006F-11R-1, 102.0 cm",NULL,486.52,486.52,486.52,486.52,"C0006F-11R-1 W, 100.0--102.0 cm",CKY000000000001284900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-10T15:01:35Z,NULL,115,glass beaker,6.019,2.682,10.981,5.2479,4.962,115,glass beaker,6.019,2.682,9.798,4.07,3.779,1.2259,1.1972,1.3687,2.5659,1.388,0.0429,0.0193,3.7361,0.2471,0.3281,1.9338,1.4561,2.7297,0.4666,0.8747,fujikit,2010-08-10T11:47:44Z
"C0006F-11R-2, 14.0 cm",NULL,487.16,487.16,487.16,487.16,"C0006F-11R-2, 16.0 cm",NULL,487.18,487.18,487.18,487.18,"C0006F-11R-2 W, 14.0--16.0 cm",CKY000000000001285000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-10T15:01:35Z,NULL,186,glass beaker,5.941,2.659,10.468,4.9993,4.527,186,glass beaker,5.941,2.659,9.371,3.907,3.43,1.1368,1.1102,1.2301,2.3403,1.248,0.0398,0.0179,3.3902,0.2511,0.3353,1.9344,1.4486,2.756,0.4744,0.9025,fujikit,2010-08-10T11:47:44Z
"C0006F-11R-2, 46.0 cm",NULL,487.48,487.48,487.48,487.48,"C0006F-11R-2, 47.5 cm",NULL,487.495,487.495,487.495,487.495,"C0006F-11R-2 WR, 46.0--47.5 cm",CKY000000000001282000,PP,NULL,8,chesterf316,NULL,CKY,2008-01-10T13:02:57Z,NULL,173,glass beaker,5.972,2.711,10.227,4.884692,4.255,173,glass beaker,5.972,2.711,9.238,3.9,3.266,1.02487,1.00085,1.172842,2.173692,1.189,0.03587049,0.01615788,3.230129,0.2408626,0.3172847,1.957499,1.486011,2.754104,0.4604378,0.8533545,david_goldsby316,2008-01-14T13:57:51Z
"C0006F-11R-CC, 19.5 cm",NULL,488.005,488.005,488.005,488.005,"C0006F-11R-CC, 21.0 cm",NULL,488.02,488.02,488.02,488.02,"C0006F-11R-CC WR, 19.5--21.0 cm",CKY000000000001280600,PP,NULL,8,chesterf316,NULL,CKY,2008-01-10T12:38:52Z,NULL,134,glass beaker,6.038,2.73,10.238,4.753827,4.2,134,glass beaker,6.038,2.73,9.303,3.8229,3.265,0.9689119,0.946203,1.077624,2.023827,1.0929,0.03391194,0.01527565,3.231088,0.2306933,0.2998717,2.075276,1.596523,2.998343,0.4675315,0.8780453,david_goldsby316,2008-01-26T07:51:56Z
"C0006F-12R-1, 27.0 cm",NULL,495.27,495.27,495.27,495.27,"C0006F-12R-1, 29.0 cm",NULL,495.29,495.29,495.29,495.29,"C0006F-12R-1 WR, 27.0--29.0 cm",CKY000000000001324800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:34Z,NULL,36,glass cell,4.536,2.006,11.19,5.385562,6.654,36,glass cell,4.536,2.006,9.712,3.914,5.176,1.531606,1.495709,1.883853,3.379562,1.908,0.05360626,0.02414696,5.122394,0.2301783,0.299002,1.968894,1.515697,2.719105,0.4425748,0.7939628,tsutsumi316,2008-01-13T02:17:58Z
"C0006F-12R-1, 62.5 cm",NULL,495.625,495.625,495.625,495.625,"C0006F-12R-1, 64.0 cm",NULL,495.64,495.64,495.64,495.64,"C0006F-12R-1 WR, 62.5--64.0 cm",CKY000000000001285400,PP,NULL,10,arito316,NULL,CKY,2008-01-10T15:21:00Z,NULL,142,glass beaker,6.096,2.792,11.988,5.810802,5.892,142,glass beaker,6.096,2.792,10.565,4.394,4.469,1.474611,1.44005,1.578752,3.018802,1.602,0.05161144,0.0232484,4.417388,0.2502735,0.3338197,1.951768,1.463292,2.798026,0.4770271,0.9121449,tsutsumi316,2008-01-11T22:28:19Z
"C0006F-12R-1, 109.0 cm",NULL,496.09,496.09,496.09,496.09,"C0006F-12R-1, 111.0 cm",NULL,496.11,496.11,496.11,496.11,"C0006F-12R-1 W, 109.0--111.0 cm",CKY000000000001324900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:34Z,NULL,6,glass cell,4.527,2.039,11.159,5.405488,6.632,6,glass cell,4.527,2.039,9.664,3.917,5.137,1.549223,1.512913,1.853575,3.366488,1.878,0.05422284,0.0244247,5.082777,0.2335981,0.3047985,1.970005,1.509816,2.742148,0.4494039,0.8162133,tsutsumi316,2008-01-13T02:17:58Z
"C0006F-12R-2, 0.0 cm",NULL,496.435,496.435,496.435,496.435,"C0006F-12R-2, 1.5 cm",NULL,496.45,496.45,496.45,496.45,"C0006F-12R-2 WR, 0.0--1.5 cm",CKY000000000001279100,PP,NULL,8,chesterf316,NULL,CKY,2008-01-10T11:17:54Z,NULL,158,glass beaker,6.019,2.709,11.06,5.250978,5.041,158,glass beaker,6.019,2.709,9.907,4.103,3.888,1.194819,1.166815,1.375163,2.541978,1.394,0.04181869,0.01883725,3.846181,0.2370202,0.3106506,1.983101,1.513066,2.796892,0.4590186,0.8484923,david_goldsby316,2008-01-14T13:57:52Z
"C0006F-12R-2, 100.0 cm",NULL,497.435,497.435,497.435,497.435,"C0006F-12R-2, 101.0 cm",NULL,497.445,497.445,497.445,497.445,"C0006F-12R-2 W, 100.0--101.0 cm",CKY000000000001325000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:34Z,NULL,153,glass beaker,6.069,2.733,12.218,5.89178,6.149,153,glass beaker,6.069,2.733,10.79,4.47,4.721,1.479793,1.44511,1.71367,3.15878,1.737,0.05179279,0.02333008,4.669207,0.2406558,0.3169259,1.946638,1.478168,2.724683,0.4574899,0.8432838,tsutsumi316,2008-01-13T02:17:59Z
"C0006F-13R-1, 20.0 cm",NULL,504.7,504.7,504.7,504.7,"C0006F-13R-1, 23.0 cm",NULL,504.73,504.73,504.73,504.73,"C0006F-13R-1 W, 20.0--23.0 cm",CKY000000000001325100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:35Z,NULL,121,glass beaker,6.069,2.709,11.94,6.238264,5.871,121,glass beaker,6.069,2.709,10.164,4.47,4.095,1.840415,1.79728,1.731984,3.529264,1.761,0.06441456,0.02901557,4.030586,0.3134755,0.4566122,1.66352,1.142047,2.327149,0.5092506,1.0377,tsutsumi316,2008-01-26T19:05:03Z
"C0006F-13R-1, 100.0 cm",NULL,505.5,505.5,505.5,505.5,"C0006F-13R-1, 101.0 cm",NULL,505.51,505.51,505.51,505.51,"C0006F-13R-1 W, 100.0--101.0 cm",CKY000000000001325200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:35Z,NULL,8,glass cell,4.56,2.079,11.587,5.493889,7.027,8,glass cell,4.56,2.079,10.184,4.097,5.624,1.453886,1.419811,1.995078,3.414889,2.018,0.05088605,0.02292164,5.573114,0.2069,0.260875,2.057754,1.632004,2.793431,0.4157706,0.7116565,tsutsumi316,2008-01-13T02:18:02Z
"C0006F-13R-1, 119.0 cm",NULL,505.69,505.69,505.69,505.69,"C0006F-13R-1, 120.5 cm",NULL,505.705,505.705,505.705,505.705,"C0006F-13R-1 WR, 119.0--120.5 cm",CKY000000000001288900,PP,NULL,8,arito316,NULL,CKY,2008-01-10T18:34:21Z,NULL,166,glass beaker,6.117,2.773,12.714,6.178266,6.597,166,glass beaker,6.117,2.773,11.168,4.639,5.051,1.602073,1.564524,1.840742,3.405266,1.866,0.05607258,0.02525792,4.994927,0.2428487,0.3207399,1.937294,1.466824,2.71354,0.4594425,0.849942,tsutsumi316,2008-01-13T02:17:59Z
"C0006F-13R-2, 20.0 cm",NULL,506.1,506.1,506.1,506.1,"C0006F-13R-2, 21.5 cm",NULL,506.115,506.115,506.115,506.115,"C0006F-13R-2 WR, 20.0--21.5 cm",CKY000000000001279600,PP,NULL,8,chesterf316,Integrated,CKY,2008-01-10T11:38:10Z,NULL,181,glass beaker,6.057,2.713,9.888,4.598694,3.831,181,glass beaker,6.057,2.713,9.129,3.843,3.072,0.7865285,0.7680942,1.1176,1.885694,1.13,0.02752852,0.01240023,3.044471,0.2053063,0.2583465,2.031613,1.61451,2.724116,0.4073271,0.6872713,david_goldsby316,2008-01-14T13:57:52Z
"C0006F-13R-2, 86.0 cm",NULL,506.76,506.76,506.76,506.76,"C0006F-13R-2, 87.5 cm",NULL,506.775,506.775,506.775,506.775,"C0006F-13R-2 WR, 86.0--87.5 cm",CKY000000000001290200,PP,NULL,8,arito316,NULL,CKY,2008-01-10T19:26:45Z,NULL,112,glass beaker,6.02,2.652,12.283,5.908549,6.263,112,glass beaker,6.02,2.652,10.802,4.434,4.782,1.534715,1.498745,1.757804,3.256549,1.782,0.05371507,0.02419598,4.728285,0.2450447,0.3245818,1.923201,1.451931,2.689882,0.4602249,0.8526236,tsutsumi316,2008-01-13T02:18:00Z
"C0006F-13R-2, 120.0 cm",NULL,507.1,507.1,507.1,507.1,"C0006F-13R-2, 123.0 cm",NULL,507.13,507.13,507.13,507.13,"C0006F-13R-2 W, 120.0--123.0 cm",CKY000000000001325300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:35Z,NULL,159,glass beaker,6.088,2.772,12.091,5.76739,6.003,159,glass beaker,6.088,2.772,10.803,4.485,4.715,1.334715,1.303433,1.691957,2.99539,1.713,0.04671506,0.02104282,4.668285,0.2223413,0.2859112,2.00408,1.55849,2.759104,0.4351462,0.7703697,tsutsumi316,2008-01-13T02:18:02Z
"C0006F-14R-1, 19.0 cm",NULL,514.19,514.19,514.19,514.19,"C0006F-14R-1, 21.0 cm",NULL,514.21,514.21,514.21,514.21,"C0006F-14R-1 W, 19.0--21.0 cm",CKY000000000001325400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:36Z,NULL,147,glass beaker,6.026,2.675,12.872,6.258384,6.846,147,glass beaker,6.026,2.675,11.353,4.746,5.327,1.574093,1.5372,2.046183,3.583384,2.071,0.05509331,0.0248168,5.271907,0.2299289,0.2985814,1.910485,1.471209,2.576459,0.4289801,0.7512526,tsutsumi316,2008-01-13T02:18:03Z
"C0006F-14R-1, 104.0 cm",NULL,515.04,515.04,515.04,515.04,"C0006F-14R-1, 105.5 cm",NULL,515.055,515.055,515.055,515.055,"C0006F-14R-1 WR, 104.0--105.5 cm",CKY000000000001290900,PP,NULL,8,arito316,NULL,CKY,2008-01-10T20:00:57Z,NULL,10,glass cell,4.544,2.032,11.243,5.45815,6.699,10,glass cell,4.544,2.032,9.9,4.121,5.356,1.39171,1.359092,2.067059,3.42615,2.089,0.04870988,0.02194139,5.30729,0.2077489,0.2622261,1.955256,1.549053,2.567557,0.3966819,0.6575003,tsutsumi316,2008-01-13T02:18:01Z
"C0006F-14R-1, 115.0 cm",NULL,515.15,515.15,515.15,515.15,"C0006F-14R-1, 117.0 cm",NULL,515.17,515.17,515.17,515.17,"C0006F-14R-1 W, 115.0--117.0 cm",CKY000000000001325500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:36Z,NULL,14,glass beaker,4.569,2.054,11.064,5.3588,6.495,14,glass beaker,4.569,2.054,9.626,3.927,5.057,1.4902,1.4553,1.8495,3.3048,1.873,0.0522,0.0235,5.0048,0.2294,0.2978,1.9653,1.5144,2.706,0.4404,0.7869,fujikit,2010-08-10T11:47:44Z
"C0006F-14R-2, 0.0 cm",NULL,515.505,515.505,515.505,515.505,"C0006F-14R-2, 1.5 cm",NULL,515.52,515.52,515.52,515.52,"C0006F-14R-2 WR, 0.0--1.5 cm",CKY000000000001286900,PP,NULL,8,arito316,NULL,CKY,2008-01-10T15:54:24Z,NULL,34,glass cell,4.693,2.067,11.877,5.815656,7.184,34,glass cell,4.693,2.067,10.191,4.137,5.498,1.74715,1.706201,2.042455,3.748656,2.07,0.06115031,0.02754518,5.43685,0.2432002,0.3213534,1.91642,1.450346,2.661919,0.4551501,0.835368,tsutsumi316,2008-01-11T22:28:20Z
"C0006F-14R-2, 23.0 cm",NULL,515.735,515.735,515.735,515.735,"C0006F-14R-2, 25.0 cm",NULL,515.755,515.755,515.755,515.755,"C0006F-14R-2 W, 23.0--25.0 cm",CKY000000000001325600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:36Z,NULL,28,glass cell,4.599,2.072,11.585,5.552305,6.986,28,glass cell,4.599,2.072,10.048,4.022,5.449,1.592746,1.555416,1.924889,3.480305,1.95,0.05574616,0.02511088,5.393254,0.2279911,0.2953219,2.007295,1.54965,2.801852,0.4469195,0.8080549,tsutsumi316,2008-01-13T02:18:03Z
"C0006F-14R-2, 37.0 cm",NULL,515.875,515.875,515.875,515.875,"C0006F-14R-2, 38.5 cm",NULL,515.89,515.89,515.89,515.89,"C0006F-14R-2 WR, 37.0--38.5 cm",CKY000000000001292600,PP,NULL,8,arito316,NULL,CKY,2008-01-10T20:10:15Z,NULL,35,glass cell,4.599,2.052,11.204,5.49754,6.605,35,glass cell,4.599,2.052,9.721,4.021,5.122,1.536788,1.500769,1.944771,3.44554,1.969,0.05378761,0.02422865,5.068212,0.2326703,0.3032208,1.916971,1.470948,2.606071,0.4355686,0.7716944,tsutsumi316,2008-01-13T02:18:00Z
"C0006F-14R-3, 22.5 cm",NULL,517.24,517.24,517.24,517.24,"C0006F-14R-3, 24.0 cm",NULL,517.255,517.255,517.255,517.255,"C0006F-14R-3 WR, 22.5--24.0 cm",CKY000000000001293000,316MBUXRD,55IODP,10,arito316,NULL,CKY,2008-01-10T20:30:01Z,NULL,3,glass cell,4.512,2.03,11.704,5.639244,7.192,3,glass cell,4.512,2.03,10.153,4.095,5.641,1.607254,1.569584,2.03966,3.609244,2.065,0.05625393,0.02533961,5.584746,0.223478,0.2877936,1.992661,1.547345,2.738076,0.4348788,0.769532,tsutsumi316,2008-01-11T22:28:18Z
"C0006F-14R-3, 22.5 cm",NULL,517.24,517.24,517.24,517.24,"C0006F-14R-3, 24.0 cm",NULL,517.255,517.255,517.255,517.255,"C0006F-14R-3 WR, 22.5--24.0 cm",CKY000000000001293300,PP,NULL,8,arito316,NULL,CKY,2008-01-10T20:30:01Z,NULL,20,glass cell,4.62,2.048,10.759,5.369122,6.139,20,glass cell,4.62,2.048,9.18,3.797,4.56,1.636269,1.597919,1.723203,3.321122,1.749,0.05726947,0.02579706,4.502731,0.2665368,0.3633949,1.848472,1.355786,2.613001,0.4811384,0.9272961,tsutsumi316,2008-01-13T02:18:00Z
"C0006F-14R-3, 31.0 cm",NULL,517.325,517.325,517.325,517.325,"C0006F-14R-3, 35.0 cm",NULL,517.365,517.365,517.365,517.365,"C0006F-14R-3 W, 31.0--35.0 cm",CKY000000000001325800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:37Z,NULL,12,glass cell,4.541,2.028,10.569,5.084089,6.028,12,glass cell,4.541,2.028,9.212,3.733,4.671,1.406218,1.373259,1.68283,3.056089,1.705,0.04921765,0.02217011,4.621782,0.233281,0.3042587,1.972456,1.512319,2.746435,0.4493519,0.8160417,tsutsumi316,2008-01-13T02:18:04Z
"C0006F-15R-1, 0.0 cm",NULL,523.5,523.5,523.5,523.5,"C0006F-15R-1, 1.5 cm",NULL,523.515,523.515,523.515,523.515,"C0006F-15R-1 WR, 0.0--1.5 cm",CKY000000000001286400,PP,NULL,8,arito316,NULL,CKY,2008-01-10T15:48:39Z,NULL,136,glass beaker,6.026,2.675,12.63,6.037684,6.604,136,glass beaker,6.026,2.675,11.18,4.594,5.154,1.502591,1.467374,1.89531,3.362684,1.919,0.05259071,0.02368951,5.101409,0.2275274,0.2945442,1.963907,1.517065,2.691596,0.4363698,0.7742128,tsutsumi316,2008-01-11T22:28:19Z
"C0006F-15R-1, 100.0 cm",NULL,524.5,524.5,524.5,524.5,"C0006F-15R-1, 102.0 cm",NULL,524.52,524.52,524.52,524.52,"C0006F-15R-1 W, 100.0--102.0 cm",CKY000000000001304900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:29Z,NULL,149,glass beaker,6.046,2.771,12.187,5.7465,6.141,149,glass beaker,6.046,2.771,10.929,4.494,4.883,1.3036,1.273,1.7025,2.9755,1.723,0.0456,0.0205,4.8374,0.2123,0.2695,2.0639,1.6257,2.8414,0.4278,0.7477,fujikit,2010-08-10T11:47:44Z
"C0006F-15R-1, 121.0 cm",NULL,524.71,524.71,524.71,524.71,"C0006F-15R-1, 122.5 cm",NULL,524.725,524.725,524.725,524.725,"C0006F-15R-1 WR, 121.0--122.5 cm",CKY000000000001295300,PP,NULL,8,arito316,NULL,CKY,2008-01-10T23:26:27Z,NULL,172,glass beaker,6.038,2.688,11.663,5.518878,5.625,172,glass beaker,6.038,2.688,10.487,4.348,4.449,1.218653,1.190091,1.640787,2.830878,1.66,0.04265288,0.01921301,4.406347,0.2166494,0.2765676,1.987016,1.55653,2.685508,0.4203964,0.725317,tsutsumi316,2008-01-13T02:18:02Z
"C0006F-15R-2, 37.0 cm",NULL,525.37,525.37,525.37,525.37,"C0006F-15R-2, 39.0 cm",NULL,525.39,525.39,525.39,525.39,"C0006F-15R-2 W, 37.0--39.0 cm",CKY000000000001305000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:29Z,NULL,127,glass beaker,5.997,2.7,10.929,5.0638,4.932,127,glass beaker,5.997,2.7,9.956,4.095,3.959,1.0083,0.9847,1.3791,2.3638,1.395,0.0353,0.0159,3.9237,0.2044,0.257,2.0865,1.6599,2.8451,0.4166,0.714,fujikit,2010-08-10T11:47:44Z
"C0006F-15R-2, 57.0 cm",NULL,525.57,525.57,525.57,525.57,"C0006F-15R-2, 58.5 cm",NULL,525.585,525.585,525.585,525.585,"C0006F-15R-2 WR, 57.0--58.5 cm",CKY000000000001295900,PP,NULL,8,arito316,NULL,CKY,2008-01-10T23:44:48Z,NULL,178,glass beaker,6.07,2.773,13.515,6.934025,7.445,178,glass beaker,6.07,2.773,11.225,4.654,5.155,2.373057,2.317438,1.843587,4.161025,1.881,0.08305706,0.03741309,5.071943,0.3187451,0.4678793,1.789222,1.218917,2.751128,0.5569393,1.257027,tsutsumi316,2008-01-13T02:18:03Z
"C0006F-15R-3, 18.0 cm",NULL,526.21,526.21,526.21,526.21,"C0006F-15R-3, 20.0 cm",NULL,526.23,526.23,526.23,526.23,"C0006F-15R-3 W, 18.0--20.0 cm",CKY000000000001305100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:29Z,NULL,155,glass beaker,6.039,2.701,11.839,5.5598,5.8,155,glass beaker,6.039,2.701,10.651,4.377,4.612,1.2311,1.2022,1.6566,2.8588,1.676,0.0431,0.0194,4.5689,0.2123,0.2695,2.0288,1.5982,2.758,0.4205,0.7257,fujikit,2010-08-10T11:47:44Z
"C0006F-16R-1, 20.0 cm",NULL,533.2,533.2,533.2,533.2,"C0006F-16R-1, 22.0 cm",NULL,533.22,533.22,533.22,533.22,"C0006F-16R-1 W, 20.0--22.0 cm",CKY000000000001305200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:29Z,NULL,161,glass beaker,6.097,2.722,12.125,5.7026,6.028,161,glass beaker,6.097,2.722,10.884,4.467,4.787,1.286,1.2559,1.7247,2.9806,1.745,0.045,0.0203,4.742,0.2133,0.2712,2.0224,1.591,2.7495,0.4214,0.7282,fujikit,2010-08-10T11:47:44Z
"C0006F-16R-1, 100.0 cm",NULL,534,534,534,534,"C0006F-16R-1, 101.5 cm",NULL,534.015,534.015,534.015,534.015,"C0006F-16R-1 WR, 100.0--101.5 cm",CKY000000000001289700,PP,NULL,8,arito316,NULL,CKY,2008-01-10T19:06:26Z,NULL,116,glass beaker,6.065,2.703,14.265,7.146417,8.2,116,glass beaker,6.065,2.703,12.065,4.956,6,2.279793,2.22636,2.217057,4.443417,2.253,0.07979281,0.03594271,5.920207,0.2780235,0.3850867,1.845426,1.332355,2.6703,0.5010468,1.004196,tsutsumi316,2008-01-13T02:17:59Z
"C0006F-16R-2, 60.0 cm",NULL,535.01,535.01,535.01,535.01,"C0006F-16R-2, 62.0 cm",NULL,535.03,535.03,535.03,535.03,"C0006F-16R-2 W, 60.0--62.0 cm",CKY000000000001305300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:30Z,NULL,154,glass beaker,6.043,2.67,11.114,5.1973,5.071,154,glass beaker,6.043,2.67,10.03,4.118,3.987,1.1233,1.097,1.4303,2.5273,1.448,0.0393,0.0177,3.9477,0.2215,0.2845,2.0065,1.562,2.7601,0.4341,0.767,fujikit,2010-08-10T11:47:45Z
"C0006F-17R-1, 15.0 cm",NULL,542.65,542.65,542.65,542.65,"C0006F-17R-1, 16.5 cm",NULL,542.665,542.665,542.665,542.665,"C0006F-17R-1 WR, 15.0--16.5 cm",CKY000000000001294300,PP,NULL,8,arito316,NULL,CKY,2008-01-10T22:54:46Z,NULL,5,glass cell,4.594,2.062,11.087,5.439257,6.493,5,glass cell,4.594,2.062,9.539,3.898,4.945,1.604145,1.566548,1.810709,3.377257,1.836,0.05614512,0.02529059,4.888855,0.2470576,0.3281229,1.922566,1.447581,2.699967,0.4638521,0.865157,tsutsumi316,2008-01-13T02:18:01Z
"C0006F-17R-1, 59.0 cm",NULL,543.09,543.09,543.09,543.09,"C0006F-17R-1, 61.0 cm",NULL,543.11,543.11,543.11,543.11,"C0006F-17R-1 W, 59.0--61.0 cm",CKY000000000001325900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:37Z,NULL,195,glass beaker,6.061,2.75,13.237,6.236202,7.176,195,glass beaker,6.061,2.75,11.906,4.911,5.845,1.379275,1.346948,2.139255,3.486202,2.161,0.04827465,0.02174534,5.796725,0.1922066,0.2379403,2.0584,1.662762,2.709694,0.3863653,0.6296342,tsutsumi316,2008-01-13T22:20:02Z
"C0006F-17R-1, 106.0 cm",NULL,543.56,543.56,543.56,543.56,"C0006F-17R-1, 108.0 cm",NULL,543.58,543.58,543.58,543.58,"C0006F-17R-1 W, 106.0--108.0 cm",CKY000000000001326000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:38Z,NULL,188,glass beaker,6.014,2.74,12.6,5.901673,6.586,188,glass beaker,6.014,2.74,11.377,4.684,5.363,1.267358,1.237654,1.924019,3.161673,1.944,0.04435755,0.01998088,5.318643,0.1924321,0.2382859,2.083074,1.682224,2.76434,0.3914554,0.6432648,tsutsumi316,2008-01-13T22:20:02Z
"C0006F-17R-2, 6.0 cm",NULL,543.935,543.935,543.935,543.935,"C0006F-17R-2, 8.0 cm",NULL,543.955,543.955,543.955,543.955,"C0006F-17R-2 W, 6.0--8.0 cm",CKY000000000001304800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-11T14:16:28Z,NULL,206,glass beaker,6.02,2.646,11.4,5.3123,5.38,206,glass beaker,6.02,2.646,10.331,4.248,4.311,1.1078,1.0818,1.5845,2.6663,1.602,0.0388,0.0175,4.2722,0.2059,0.2593,2.0178,1.6023,2.6962,0.4057,0.6827,fujikit,2010-08-10T11:47:45Z
"C0006F-18R-1, 29.0 cm",NULL,552.29,552.29,552.29,552.29,"C0006F-18R-1, 31.0 cm",NULL,552.31,552.31,552.31,552.31,"C0006F-18R-1 W, 29.0--31.0 cm",CKY000000000001326100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:38Z,NULL,113,glass beaker,5.985,2.629,11.765,5.599969,5.78,113,glass beaker,5.985,2.629,10.61,4.45,4.625,1.196891,1.168839,1.80213,2.970969,1.821,0.04189122,0.01886992,4.583109,0.2070746,0.2611527,1.945493,1.542631,2.543162,0.3934201,0.6485875,tsutsumi316,2008-01-13T22:20:04Z
"C0006F-18R-1, 113.0 cm",NULL,553.13,553.13,553.13,553.13,"C0006F-18R-1, 114.5 cm",NULL,553.145,553.145,553.145,553.145,"C0006F-18R-1 WR, 113.0--114.5 cm",CKY000000000001299300,PP,NULL,8,arito316,NULL,CKY,2008-01-11T02:30:49Z,NULL,176,glass beaker,5.97,2.665,11.362,5.316217,5.392,176,glass beaker,5.97,2.665,10.264,4.223,4.294,1.137824,1.111156,1.540061,2.651217,1.558,0.03982387,0.01793868,4.254176,0.2110207,0.2674604,2.033783,1.604612,2.762342,0.4191116,0.7215012,tsutsumi316,2008-01-13T02:18:04Z
"C0006F-18R-2, 13.0 cm",NULL,553.52,553.52,553.52,553.52,"C0006F-18R-2, 15.0 cm",NULL,553.54,553.54,553.54,553.54,"C0006F-18R-2 W, 13.0--15.0 cm",CKY000000000001326200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:38Z,NULL,128,glass beaker,6.025,2.648,11.634,5.544795,5.609,128,glass beaker,6.025,2.648,10.439,4.355,4.414,1.238342,1.209318,1.687477,2.896795,1.707,0.043342,0.01952342,4.370658,0.2207777,0.2833308,1.936278,1.508791,2.590055,0.4174677,0.716643,tsutsumi316,2008-01-13T22:20:04Z
