Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0007D-16R-1, 23.0 cm",NULL,313.23,313.23,313.23,313.23,"C0007D-16R-1, 24.0 cm",NULL,313.24,313.24,313.24,313.24,"C0007D-16R-1 W, 23.0--24.0 cm",CKY000000000001500600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:48Z,NULL,138,glass beaker,5.99,2.626,11.5,5.342701,5.51,138,glass beaker,5.99,2.626,10.513,4.36,4.523,1.022798,0.9988261,1.717875,2.716701,1.734,0.03579796,0.0161252,4.487202,0.1856258,0.2279367,2.028195,1.65171,2.612066,0.3676614,0.5814312,tsutsumi316,2008-01-23T21:06:38Z
"C0007D-16R-1, 95.0 cm",NULL,313.95,313.95,313.95,313.95,"C0007D-16R-1, 96.5 cm",NULL,313.965,313.965,313.965,313.965,"C0007D-16R-1 WR, 95.0--96.5 cm",CKY000000000001443600,PP,NULL,8,arito316,NULL,CKY,2008-01-21T15:26:03Z,NULL,145,glass beaker,5.966,2.637,13.148,6.09566,7.182,145,glass beaker,5.966,2.637,11.922,4.875,5.956,1.270466,1.24069,2.21797,3.45866,2.238,0.04446636,0.02002989,5.911534,0.1768959,0.2149132,2.076527,1.709198,2.66529,0.3587198,0.5593807,tsutsumi316,2008-01-23T21:06:34Z
"C0007D-16R-2, 28.0 cm",NULL,314.695,314.695,314.695,314.695,"C0007D-16R-2, 30.0 cm",NULL,314.715,314.715,314.715,314.715,"C0007D-16R-2 W, 28.0--30.0 cm",CKY000000000001500700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:49Z,NULL,17,glass cell,4.589,2.052,11.007,5.186838,6.418,17,glass cell,4.589,2.052,9.822,4.007,5.233,1.227979,1.199198,1.93564,3.134838,1.955,0.04297931,0.01936005,5.19002,0.1913336,0.2366039,2.047314,1.655594,2.681294,0.3825392,0.6195359,tsutsumi316,2008-01-23T21:06:39Z
"C0007D-16R-2, 100.0 cm",NULL,315.415,315.415,315.415,315.415,"C0007D-16R-2, 101.5 cm",NULL,315.43,315.43,315.43,315.43,"C0007D-16R-2 WR, 100.0--101.5 cm",CKY000000000001449300,PP,NULL,8,arito316,NULL,CKY,2008-01-21T22:32:05Z,NULL,109,glass beaker,6.007,2.678,12.774,5.976425,6.767,109,glass beaker,6.007,2.678,11.494,4.702,5.487,1.326425,1.295337,2.003088,3.298425,2.024,0.04642491,0.02091212,5.440575,0.1960137,0.2438023,2.051585,1.649447,2.716094,0.3927138,0.64667,tsutsumi316,2008-01-23T21:06:37Z
"C0007D-16R-2, 117.0 cm",NULL,315.585,315.585,315.585,315.585,"C0007D-16R-2, 118.0 cm",NULL,315.595,315.595,315.595,315.595,"C0007D-16R-2 W, 117.0--118.0 cm",CKY000000000001500800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:49Z,NULL,195,glass beaker,6.061,2.75,12.854,5.958891,6.793,195,glass beaker,6.061,2.75,11.681,4.791,5.62,1.215544,1.187055,2.021836,3.208891,2.041,0.04254407,0.019164,5.577456,0.1789407,0.2179388,2.116931,1.738126,2.75861,0.3699268,0.5871172,tsutsumi316,2008-01-23T21:06:40Z
"C0007D-16R-3, 12.0 cm",NULL,315.95,315.95,315.95,315.95,"C0007D-16R-3, 14.0 cm",NULL,315.97,315.97,315.97,315.97,"C0007D-16R-3 W, 12.0--14.0 cm",CKY000000000001500900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:49Z,NULL,194,glass beaker,6.04,2.751,12.766,5.970564,6.726,194,glass beaker,6.04,2.751,11.518,4.728,5.478,1.293264,1.262953,1.956611,3.219564,1.977,0.04526428,0.02038932,5.432736,0.1922784,0.2380503,2.089103,1.687413,2.776605,0.3922746,0.6454801,tsutsumi316,2008-01-23T21:06:41Z
"C0007D-17R-1, 19.0 cm",NULL,322.69,322.69,322.69,322.69,"C0007D-17R-1, 20.0 cm",NULL,322.7,322.7,322.7,322.7,"C0007D-17R-1 W, 19.0--20.0 cm",CKY000000000001463300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:15Z,NULL,122,glass beaker,5.971,2.701,12.5,5.755117,6.529,122,glass beaker,5.971,2.701,11.379,4.639,5.408,1.161658,1.134432,1.919686,3.054117,1.938,0.04065806,0.01831444,5.367342,0.1779228,0.2164308,2.13777,1.757412,2.795948,0.3714434,0.5909466,david_goldsby316,2008-02-01T01:49:41Z
"C0007D-17R-1, 107.0 cm",NULL,323.57,323.57,323.57,323.57,"C0007D-17R-1, 109.0 cm",NULL,323.59,323.59,323.59,323.59,"C0007D-17R-1 W, 107.0--109.0 cm",CKY000000000001463400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:15Z,NULL,156,glass beaker,5.934,2.659,11.849,5.629791,5.915,156,glass beaker,5.934,2.659,10.653,4.439,4.719,1.239378,1.21033,1.76046,2.970791,1.78,0.04337827,0.01953976,4.675622,0.2095314,0.2650724,1.991053,1.573864,2.655909,0.4074102,0.6875079,david_goldsby316,2008-02-01T01:49:42Z
"C0007D-17R-2, 23.0 cm",NULL,324.1,324.1,324.1,324.1,"C0007D-17R-2, 25.0 cm",NULL,324.12,324.12,324.12,324.12,"C0007D-17R-2 W, 23.0--25.0 cm",CKY000000000001463500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:15Z,NULL,170,glass beaker,6.055,2.712,11.417,4.83784,5.362,170,glass beaker,6.055,2.712,10.921,4.344,4.866,0.5139897,0.501943,1.623897,2.12584,1.632,0.01798965,0.008103446,4.848011,0.09585782,0.1060207,2.522298,2.280516,2.985418,0.2361152,0.3090979,david_goldsby316,2008-02-01T01:59:08Z
"C0007D-17R-2, 100.0 cm",NULL,324.87,324.87,324.87,324.87,"C0007D-17R-2, 102.0 cm",NULL,324.89,324.89,324.89,324.89,"C0007D-17R-2 W, 100.0--102.0 cm",CKY000000000001463600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:16Z,NULL,113,glass beaker,5.985,2.629,12.801,6.156702,6.816,113,glass beaker,5.985,2.629,11.355,4.717,5.37,1.498446,1.463326,2.064376,3.527702,2.088,0.05244564,0.02362416,5.317554,0.2198424,0.2817923,1.932136,1.507371,2.575865,0.41481,0.7088466,david_goldsby316,2008-02-01T01:59:08Z
"C0007D-17R-3, 0.0 cm",NULL,325.295,325.295,325.295,325.295,"C0007D-17R-3, 1.5 cm",NULL,325.31,325.31,325.31,325.31,"C0007D-17R-3 WR, 0.0--1.5 cm",CKY000000000001445200,PP,NULL,8,arito316,NULL,CKY,2008-01-21T16:01:28Z,NULL,197,glass beaker,6.036,2.69,13.128,6.225802,7.092,197,glass beaker,6.036,2.69,11.705,4.809,5.669,1.474611,1.44005,2.095752,3.535802,2.119,0.05161144,0.0232484,5.617389,0.207926,0.2625083,2.005769,1.588717,2.68037,0.4072768,0.6871283,tsutsumi316,2008-01-23T21:06:35Z
"C0007D-17R-3, 100.0 cm",NULL,326.295,326.295,326.295,326.295,"C0007D-17R-3, 101.0 cm",NULL,326.305,326.305,326.305,326.305,"C0007D-17R-3 W, 100.0--101.0 cm",CKY000000000001463700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:16Z,NULL,184,glass beaker,6.06,2.729,12.823,5.980686,6.763,184,glass beaker,6.06,2.729,11.603,4.766,5.543,1.264249,1.234618,2.017068,3.251686,2.037,0.04424874,0.01993186,5.498751,0.1869361,0.2299156,2.079844,1.691046,2.726111,0.3796854,0.6120853,david_goldsby316,2008-02-01T01:59:08Z
"C0007D-17R-4, 13.0 cm",NULL,326.83,326.83,326.83,326.83,"C0007D-17R-4, 15.0 cm",NULL,326.85,326.85,326.85,326.85,"C0007D-17R-4 W, 13.0--15.0 cm",CKY000000000001463800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:07:16Z,NULL,135,glass beaker,6.058,2.7,12.098,5.747542,6.04,135,glass beaker,6.058,2.7,10.845,4.5,4.787,1.298446,1.268013,1.779529,3.047542,1.8,0.04544563,0.020471,4.741554,0.2149744,0.2738439,1.981925,1.555862,2.6645,0.4160773,0.7125555,david_goldsby316,2008-02-01T01:59:08Z
"C0007D-17R-CC, 10.0 cm",NULL,327.115,327.115,327.115,327.115,"C0007D-17R-CC, 11.5 cm",NULL,327.13,327.13,327.13,327.13,"C0007D-17R-CC WR, 10.0--11.5 cm",CKY000000000001450000,PP,NULL,10,arito316,NULL,CKY,2008-01-21T23:12:21Z,NULL,171,glass beaker,5.985,2.681,11.536,5.464873,5.551,171,glass beaker,5.985,2.681,10.359,4.293,4.374,1.219689,1.191103,1.592771,2.783873,1.612,0.04268915,0.01922935,4.331311,0.2197242,0.2815982,1.993984,1.555858,2.719356,0.4278581,0.747818,tsutsumi316,2008-01-23T21:06:38Z
"C0007D-18R-1, 24.0 cm",NULL,332.24,332.24,332.24,332.24,"C0007D-18R-1, 25.5 cm",NULL,332.255,332.255,332.255,332.255,"C0007D-18R-1 WR, 24.0--25.5 cm",CKY000000000001451600,PP,NULL,8,arito316,NULL,CKY,2008-01-22T02:39:21Z,NULL,144,glass beaker,6.092,2.717,11.642,5.58886,5.55,144,glass beaker,6.092,2.717,10.462,4.414,4.37,1.222798,1.194139,1.677722,2.87186,1.697,0.04279796,0.01927836,4.327202,0.220324,0.282584,1.932545,1.506759,2.579213,0.4158067,0.711762,tsutsumi316,2008-01-24T02:55:41Z
"C0007D-18R-1, 39.0 cm",NULL,332.39,332.39,332.39,332.39,"C0007D-18R-1, 41.0 cm",NULL,332.41,332.41,332.41,332.41,"C0007D-18R-1 W, 39.0--41.0 cm",CKY000000000001463900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:24Z,NULL,202,glass beaker,6.017,2.685,12.058,5.713686,6.041,202,glass beaker,6.017,2.685,10.838,4.499,4.821,1.264249,1.234618,1.794068,3.028686,1.814,0.04424874,0.01993186,4.776751,0.2092781,0.2646671,1.994594,1.577169,2.662525,0.4076414,0.6881666,david_goldsby316,2008-02-01T01:59:09Z
"C0007D-18R-1, 62.0 cm",NULL,332.62,332.62,332.62,332.62,"C0007D-18R-1, 63.5 cm",NULL,332.635,332.635,332.635,332.635,"C0007D-18R-1 WR, 62.0--63.5 cm",CKY000000000001447700,PP,NULL,8,arito316,NULL,CKY,2008-01-21T19:27:45Z,NULL,11,glass cell,4.56,2.025,10.632,5.07052,6.072,11,glass cell,4.56,2.025,9.374,3.818,4.814,1.303627,1.273073,1.772447,3.04552,1.793,0.04562698,0.02055269,4.768373,0.2146948,0.2733903,1.993748,1.565701,2.690276,0.418015,0.7182573,tsutsumi316,2008-01-23T21:06:37Z
"C0007D-18R-2, 20.0 cm",NULL,333.605,333.605,333.605,333.605,"C0007D-18R-2, 22.0 cm",NULL,333.625,333.625,333.625,333.625,"C0007D-18R-2 W, 20.0--22.0 cm",CKY000000000001464000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:24Z,NULL,203,glass beaker,6.041,2.699,12.571,6.09451,6.53,203,glass beaker,6.041,2.699,11.081,4.611,5.04,1.544041,1.507853,1.887657,3.39551,1.912,0.05404149,0.02434301,4.985959,0.2364535,0.309678,1.923128,1.468398,2.641348,0.4440726,0.7987961,david_goldsby316,2008-02-01T01:59:09Z
"C0007D-18R-2, 101.0 cm",NULL,334.415,334.415,334.415,334.415,"C0007D-18R-2, 103.0 cm",NULL,334.435,334.435,334.435,334.435,"C0007D-18R-2 W, 101.0--103.0 cm",CKY000000000001464100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:24Z,NULL,175,glass beaker,6.139,2.807,13.539,6.481083,7.4,175,glass beaker,6.139,2.807,11.951,4.9,5.812,1.645596,1.607027,2.067056,3.674083,2.093,0.0575959,0.0259441,5.754404,0.2223778,0.2859716,2.014108,1.566215,2.783865,0.4373954,0.7774474,david_goldsby316,2008-02-01T01:59:09Z
"C0007D-18R-3, 14.0 cm",NULL,334.96,334.96,334.96,334.96,"C0007D-18R-3, 16.0 cm",NULL,334.98,334.98,334.98,334.98,"C0007D-18R-3 W, 14.0--16.0 cm",CKY000000000001464200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:25Z,NULL,107,glass beaker,6.084,2.677,11.55,5.399418,5.466,107,glass beaker,6.084,2.677,10.498,4.352,4.414,1.090155,1.064605,1.657813,2.722418,1.675,0.03815547,0.01718715,4.375844,0.199443,0.2491303,2.007774,1.607338,2.639529,0.3910513,0.6421744,david_goldsby316,2008-02-01T01:59:09Z
"C0007D-18R-3, 113.0 cm",NULL,335.95,335.95,335.95,335.95,"C0007D-18R-3, 115.0 cm",NULL,335.97,335.97,335.97,335.97,"C0007D-18R-3 W, 113.0--115.0 cm",CKY000000000001464300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:25Z,NULL,114,glass beaker,6.061,2.735,11.453,5.35471,5.392,114,glass beaker,6.061,2.735,10.468,4.374,4.407,1.020725,0.9968021,1.622907,2.61971,1.639,0.03572542,0.01609253,4.371275,0.1893037,0.2335075,2.058243,1.66861,2.693484,0.380501,0.6142076,david_goldsby316,2008-02-01T01:59:10Z
"C0007D-18R-4, 22.0 cm",NULL,336.465,336.465,336.465,336.465,"C0007D-18R-4, 24.0 cm",NULL,336.485,336.485,336.485,336.485,"C0007D-18R-4 W, 22.0--24.0 cm",CKY000000000001464400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:09:25Z,NULL,162,glass beaker,5.999,2.708,12.845,6.040663,6.846,162,glass beaker,5.999,2.708,11.482,4.6836,5.483,1.412435,1.379331,1.953332,3.332663,1.9756,0.04943527,0.02226814,5.433565,0.2063154,0.2599463,2.054213,1.630397,2.781691,0.4138826,0.7061428,david_goldsby316,2008-02-01T01:59:10Z
"C0007D-19R-1, 4.0 cm",NULL,341.54,341.54,341.54,341.54,"C0007D-19R-1, 5.0 cm",NULL,341.55,341.55,341.55,341.55,"C0007D-19R-1 W, 4.0--5.0 cm",CKY000000000001501400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:51Z,NULL,22,glass cell,4.602,2.058,11.394,5.396124,6.792,22,glass cell,4.602,2.058,10.045,4.053,5.443,1.397927,1.365164,1.972961,3.338124,1.995,0.0489275,0.02203941,5.394072,0.2058197,0.25916,2.034676,1.615899,2.733999,0.4089613,0.6919365,tsutsumi316,2008-01-24T02:55:43Z
"C0007D-19R-1, 31.0 cm",NULL,341.81,341.81,341.81,341.81,"C0007D-19R-1, 32.5 cm",NULL,341.825,341.825,341.825,341.825,"C0007D-19R-1 WR, 31.0--32.5 cm",CKY000000000001451000,PP,NULL,8,arito316,NULL,CKY,2008-01-22T01:44:06Z,NULL,4,glass cell,4.67,2.076,13.395,6.744483,8.725,4,glass cell,4.67,2.076,11.21,4.569,6.54,2.264249,2.21118,2.457302,4.668483,2.493,0.07924877,0.03569764,6.460751,0.2595128,0.3504622,1.868916,1.383908,2.629205,0.47364,0.8998406,tsutsumi316,2008-01-23T21:06:39Z
"C0007D-19R-1, 117.0 cm",NULL,342.67,342.67,342.67,342.67,"C0007D-19R-1, 119.0 cm",NULL,342.69,342.69,342.69,342.69,"C0007D-19R-1 W, 117.0--119.0 cm",CKY000000000001501500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:51Z,NULL,115,glass beaker,6.019,2.682,12.573,6.03985,6.554,115,glass beaker,6.019,2.682,11.161,4.634,5.142,1.463212,1.428918,1.928931,3.35785,1.952,0.05121247,0.02306868,5.090787,0.2232549,0.2874236,1.951844,1.516086,2.639175,0.4255457,0.7407824,tsutsumi316,2008-01-24T02:55:43Z
"C0007D-19R-2, 8.0 cm",NULL,342.99,342.99,342.99,342.99,"C0007D-19R-2, 10.0 cm",NULL,343.01,343.01,343.01,343.01,"C0007D-19R-2 W, 8.0--10.0 cm",CKY000000000001501600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:52Z,NULL,172,glass beaker,6.038,2.688,12.514,5.908616,6.476,172,glass beaker,6.038,2.688,11.278,4.678,5.24,1.280829,1.25081,1.969807,3.220616,1.99,0.04482905,0.02019327,5.195171,0.1977809,0.2465422,2.010795,1.613098,2.637401,0.3883758,0.634991,tsutsumi316,2008-01-24T02:55:44Z
"C0007D-20R-1, 25.0 cm",NULL,351.25,351.25,351.25,351.25,"C0007D-20R-1, 27.0 cm",NULL,351.27,351.27,351.27,351.27,"C0007D-20R-1 W, 25.0--27.0 cm",CKY000000000001501000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:50Z,NULL,5,glass cell,4.594,2.062,11.129,5.126322,6.535,5,glass cell,4.594,2.062,10.055,4.057,5.461,1.112953,1.086869,1.977453,3.064322,1.995,0.0389534,0.01754658,5.422047,0.1703066,0.2052644,2.132609,1.769412,2.741934,0.3546848,0.5496304,tsutsumi316,2008-01-24T02:55:39Z
"C0007D-20R-1, 84.5 cm",NULL,351.845,351.845,351.845,351.845,"C0007D-20R-1, 86.0 cm",NULL,351.86,351.86,351.86,351.86,"C0007D-20R-1 WR, 84.5--86.0 cm",CKY000000000001456800,PP,NULL,8,chesterf316,NULL,CKY,2008-01-22T06:55:08Z,NULL,20,glass cell,4.62,2.048,10.924,5.326754,6.304,20,glass cell,4.62,2.048,9.49,3.899,4.87,1.48601,1.451182,1.827572,3.278754,1.851,0.0520104,0.02342811,4.81799,0.235725,0.3084296,1.922682,1.469458,2.636279,0.4426017,0.7940492,tsutsumi316,2008-01-24T02:55:42Z
"C0007D-20R-1, 99.0 cm",NULL,351.99,351.99,351.99,351.99,"C0007D-20R-1, 100.0 cm",NULL,352,352,352,352,"C0007D-20R-1 W, 99.0--100.0 cm",CKY000000000001501100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:50Z,NULL,134,glass beaker,6.038,2.73,12.528,5.960697,6.49,134,glass beaker,6.038,2.73,11.081,4.52,5.043,1.499482,1.464338,1.76636,3.230697,1.79,0.05248191,0.0236405,4.990518,0.231045,0.3004662,2.008854,1.544719,2.825313,0.4532575,0.8290146,tsutsumi316,2008-01-24T02:55:40Z
"C0007D-20R-2, 19.0 cm",NULL,352.61,352.61,352.61,352.61,"C0007D-20R-2, 21.0 cm",NULL,352.63,352.63,352.63,352.63,"C0007D-20R-2 W, 19.0--21.0 cm",CKY000000000001501200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:50Z,NULL,146,glass beaker,6.07,2.781,12.28,5.684048,6.21,146,glass beaker,6.07,2.781,11.143,4.552,5.073,1.178238,1.150623,1.752424,2.903048,1.771,0.04123837,0.01857584,5.031761,0.1897324,0.2341602,2.139131,1.733269,2.871315,0.3963502,0.6565895,tsutsumi316,2008-01-24T02:55:40Z
"C0007D-20R-2, 99.0 cm",NULL,353.41,353.41,353.41,353.41,"C0007D-20R-2, 100.0 cm",NULL,353.42,353.42,353.42,353.42,"C0007D-20R-2 W, 99.0--100.0 cm",CKY000000000001501300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:51Z,NULL,36,glass cell,4.536,2.006,11.346,5.449658,6.81,36,glass cell,4.536,2.006,9.89,4,5.354,1.508808,1.473446,1.970212,3.443658,1.994,0.05280833,0.02378754,5.301192,0.2215578,0.2846168,1.977548,1.539407,2.69067,0.4278722,0.7478613,tsutsumi316,2008-01-24T02:55:40Z
"C0007D-21R-1, 18.0 cm",NULL,360.68,360.68,360.68,360.68,"C0007D-21R-1, 20.0 cm",NULL,360.7,360.7,360.7,360.7,"C0007D-21R-1 W, 18.0--20.0 cm",CKY000000000001501700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:52Z,NULL,13,glass cell,4.522,2.05,11.041,5.411567,6.519,13,glass cell,4.522,2.05,9.564,3.941,5.042,1.53057,1.494697,1.866869,3.361567,1.891,0.05356999,0.02413063,4.98843,0.234786,0.306824,1.939274,1.48396,2.672083,0.444643,0.8006437,tsutsumi316,2008-01-24T02:55:44Z
"C0007D-21R-1, 57.0 cm",NULL,361.07,361.07,361.07,361.07,"C0007D-21R-1, 58.5 cm",NULL,361.085,361.085,361.085,361.085,"C0007D-21R-1 WR, 57.0--58.5 cm",CKY000000000001459600,PP,NULL,8,chesterf316,NULL,CKY,2008-01-22T10:26:04Z,NULL,206,glass beaker,6.02,2.646,12.445,6.013832,6.425,206,glass beaker,6.02,2.646,11.029,4.604,5.009,1.467358,1.432966,1.934866,3.367832,1.958,0.05135755,0.02313403,4.957642,0.2283825,0.2959789,1.907755,1.472057,2.562267,0.4254862,0.7406024,tsutsumi316,2008-01-24T02:55:41Z
"C0007D-21R-1, 111.0 cm",NULL,361.61,361.61,361.61,361.61,"C0007D-21R-1, 113.0 cm",NULL,361.63,361.63,361.63,361.63,"C0007D-21R-1 W, 111.0--113.0 cm",CKY000000000001501800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:52Z,NULL,155,glass beaker,6.039,2.701,11.706,5.56673,5.667,155,glass beaker,6.039,2.701,10.496,4.362,4.457,1.253886,1.224498,1.641232,2.86573,1.661,0.04388604,0.01976849,4.413114,0.221261,0.2841273,1.977507,1.539962,2.688904,0.4272902,0.7460849,tsutsumi316,2008-01-25T00:14:48Z
"C0007D-22R-1, 13.0 cm",NULL,370.13,370.13,370.13,370.13,"C0007D-22R-1, 15.0 cm",NULL,370.15,370.15,370.15,370.15,"C0007D-22R-1 W, 13.0--15.0 cm",CKY000000000001501900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:52Z,NULL,199,glass beaker,6.006,2.699,12.287,6.005815,6.281,199,glass beaker,6.006,2.699,10.867,4.592,4.861,1.471503,1.437014,1.869801,3.306815,1.893,0.05150263,0.02319938,4.809497,0.2342784,0.3059577,1.899411,1.45442,2.572198,0.4345614,0.7685387,tsutsumi316,2008-01-25T00:14:50Z
"C0007D-22R-1, 47.0 cm",NULL,370.47,370.47,370.47,370.47,"C0007D-22R-1, 48.5 cm",NULL,370.485,370.485,370.485,370.485,"C0007D-22R-1 WR, 47.0--48.5 cm",CKY000000000001473100,PP,NULL,8,arito316,NULL,CKY,2008-01-22T21:35:19Z,NULL,167,glass beaker,6.068,2.721,11.48,5.61768,5.412,167,glass beaker,6.068,2.721,10.029,4.173,3.961,1.503627,1.468386,1.428294,2.89668,1.452,0.05262698,0.02370585,3.908373,0.277832,0.3847194,1.868346,1.34926,2.736392,0.5069203,1.02807,tsutsumi316,2008-01-25T00:14:48Z
"C0007D-22R-1, 97.0 cm",NULL,370.97,370.97,370.97,370.97,"C0007D-22R-1, 98.0 cm",NULL,370.98,370.98,370.98,370.98,"C0007D-22R-1 W, 97.0--98.0 cm",CKY000000000001502700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:55Z,NULL,141,glass beaker,6.013,2.714,11.959,5.721425,5.946,141,glass beaker,6.013,2.714,10.679,4.447,4.666,1.326425,1.295337,1.712088,3.007425,1.733,0.04642491,0.02091212,4.619575,0.2230785,0.2871314,1.977107,1.536057,2.698211,0.430713,0.7565831,tsutsumi316,2008-01-25T22:26:20Z
"C0007D-22R-1, 105.0 cm",NULL,371.05,371.05,371.05,371.05,"C0007D-22R-1, 107.0 cm",NULL,371.07,371.07,371.07,371.07,"C0007D-22R-1 W, 105.0--107.0 cm",CKY000000000001502100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:53Z,NULL,9,glass cell,4.585,2.063,11.825,5.939742,7.24,9,glass cell,4.585,2.063,9.929,4.052,5.344,1.964767,1.918718,1.958024,3.876742,1.989,0.06876689,0.03097608,5.275233,0.2713766,0.3724512,1.867548,1.360739,2.694162,0.4949305,0.9799255,tsutsumi316,2008-01-25T00:14:50Z
"C0007D-22R-2, 11.0 cm",NULL,371.52,371.52,371.52,371.52,"C0007D-22R-2, 13.0 cm",NULL,371.54,371.54,371.54,371.54,"C0007D-22R-2 W, 11.0--13.0 cm",CKY000000000001502000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:53Z,NULL,35,glass cell,4.599,2.052,10.64,5.28634,6.041,35,glass cell,4.599,2.052,9.111,3.764,4.512,1.584456,1.54732,1.68702,3.23434,1.712,0.055456,0.02498018,4.456544,0.2622837,0.3555347,1.867769,1.377884,2.641667,0.4784037,0.9171915,tsutsumi316,2008-01-25T00:14:50Z
"C0007D-22R-2, 78.0 cm",NULL,372.19,372.19,372.19,372.19,"C0007D-22R-2, 112.0 cm",NULL,372.53,372.53,372.53,372.53,"C0007D-22R-2 WR, 78.0--112.0 cm",CKY000000000001462500,PP,NULL,8,chesterf316,integrated,CKY,2008-01-22T11:39:39Z,NULL,165,glass beaker,5.978,2.651,11.755,5.752819,5.777,165,glass beaker,5.978,2.651,10.336,4.34,4.358,1.470466,1.436002,1.665817,3.101819,1.689,0.05146636,0.02318305,4.306533,0.2545381,0.3414501,1.862455,1.38839,2.585238,0.4629548,0.8620408,tsutsumi316,2008-01-24T02:55:42Z
"C0007D-22R-3, 97.0 cm",NULL,373.79,373.79,373.79,373.79,"C0007D-22R-3, 98.5 cm",NULL,373.805,373.805,373.805,373.805,"C0007D-22R-3 WR, 97.0--98.5 cm",CKY000000000001474400,PP,NULL,8,arito316,NULL,CKY,2008-01-22T22:22:28Z,NULL,16,glass cell,4.613,2.072,10.927,5.407857,6.314,16,glass cell,4.613,2.072,9.287,3.775,4.674,1.699482,1.65965,1.676206,3.335857,1.703,0.05948191,0.02679365,4.614518,0.2691609,0.3682902,1.892767,1.383308,2.752954,0.4975185,0.9901229,tsutsumi316,2008-01-25T00:14:49Z
