Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0011C-2H-1, 90.0 cm",NULL,4.365,4.4,4.365,4.4,"C0011C-2H-1, 92.0 cm",NULL,4.384,4.42,4.384,4.42,"C0011C-2H-1 W, 90.0--92.0 cm",CKY000000000004153300,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,127,glass beaker,5.998,2.683,11.1766,5.9758,5.1786,127,glass beaker,5.998,2.683,8.9776,3.7863,2.9796,2.2788,2.2254,1.0674,3.2928,1.1033,0.0798,0.0359,2.8998,0.44,0.7858,1.5727,0.8806,2.7167,0.6758,2.0849,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-2, 19.0 cm",NULL,4.816,4.87,4.816,4.87,"C0011C-2H-2, 21.0 cm",NULL,4.835,4.89,4.835,4.89,"C0011C-2H-2 WR, 19.0--21.0 cm",CKY000000000003975200,PP,NULL,3,bora333,NULL,CKY,2010-12-18T14:03:58Z,137,glass beaker,6.088,2.745,10.0156,5.3261,3.9276,137,glass beaker,6.088,2.745,8.2244,3.5427,2.1364,1.8562,1.8127,0.7684,2.5811,0.7977,0.065,0.0293,2.0714,0.4726,0.8961,1.5217,0.8025,2.6957,0.7023,2.3591,kidoyo,2010-12-24T15:49:51Z
"C0011C-2H-3, 25.0 cm",NULL,5.075,5.14,5.075,5.14,"C0011C-2H-3, 27.0 cm",NULL,5.095,5.16,5.095,5.16,"C0011C-2H-3 W, 25.0--27.0 cm",CKY000000000004153400,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,4,glass beaker,4.668,2.085,9.7009,5.3401,5.0329,4,glass beaker,4.668,2.085,7.5507,3.1992,2.8827,2.2282,2.176,1.0791,3.2551,1.1142,0.078,0.0351,2.8047,0.4427,0.7945,1.5462,0.8616,2.5991,0.6685,2.0165,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-3, 106.0 cm",NULL,5.853,5.95,5.853,5.95,"C0011C-2H-3, 108.0 cm",NULL,5.873,5.97,5.873,5.97,"C0011C-2H-3 W, 106.0--108.0 cm",CKY000000000004153500,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,173,glass beaker,5.984,2.673,10.7368,5.7385,4.7528,173,glass beaker,5.984,2.673,8.7457,3.7561,2.7617,2.0633,2.0149,1.0506,3.0655,1.0831,0.0722,0.0325,2.6895,0.4341,0.7672,1.5504,0.8773,2.56,0.6573,1.9179,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-4, 32.0 cm",NULL,6.507,6.63,6.507,6.63,"C0011C-2H-4, 34.0 cm",NULL,6.526,6.65,6.526,6.65,"C0011C-2H-4 W, 32.0--34.0 cm",CKY000000000004153600,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,14,glass beaker,4.564,2.025,9.3674,5.1961,4.8034,14,glass beaker,4.564,2.025,7.3043,3.142,2.7403,2.1379,2.0878,1.0833,3.1711,1.117,0.0748,0.0337,2.6655,0.4451,0.8021,1.5147,0.8406,2.4605,0.6584,1.9273,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-4, 104.0 cm",NULL,7.198,7.35,7.198,7.35,"C0011C-2H-4, 106.0 cm",NULL,7.217,7.37,7.217,7.37,"C0011C-2H-4 W, 104.0--106.0 cm",CKY000000000004153700,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,630,glass beaker,6.074,2.754,11.2594,6.1105,5.1854,630,glass beaker,6.074,2.754,9.0337,3.8946,2.9597,2.3064,2.2523,1.1042,3.3565,1.1406,0.0807,0.0364,2.879,0.4448,0.8011,1.5449,0.8577,2.6073,0.671,2.0398,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-5, 19.5 cm",NULL,7.549,7.715,7.549,7.715,"C0011C-2H-5, 21.5 cm",NULL,7.568,7.735,7.568,7.735,"C0011C-2H-5 WR, 19.5--21.5 cm",CKY000000000003976100,PP,NULL,3,bora333,NULL,CKY,2010-12-18T14:08:03Z,509,glass beaker,4.606,2.068,9.1857,4.9872,4.5797,509,glass beaker,4.606,2.068,7.3331,3.1427,2.7271,1.9198,1.8748,1.0444,2.9192,1.0747,0.0672,0.0303,2.6599,0.4192,0.7218,1.5688,0.9112,2.5468,0.6422,1.7951,kidoyo,2010-12-24T15:49:51Z
"C0011C-2H-6, 26.0 cm",NULL,7.818,7.995,7.818,7.995,"C0011C-2H-6, 28.0 cm",NULL,7.837,8.015,7.837,8.015,"C0011C-2H-6 W, 26.0--28.0 cm",CKY000000000004153900,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,135,glass beaker,6.057,2.718,10.8401,5.8008,4.7831,135,glass beaker,6.057,2.718,8.8476,3.817,2.7906,2.0648,2.0164,1.0664,3.0828,1.099,0.0723,0.0326,2.7183,0.4317,0.7596,1.5515,0.8818,2.549,0.6541,1.8908,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-6, 120.0 cm",NULL,8.721,8.935,8.721,8.935,"C0011C-2H-6, 122.0 cm",NULL,8.74,8.955,8.74,8.955,"C0011C-2H-6 W, 120.0--122.0 cm",CKY000000000004153800,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,178,glass beaker,6.069,2.723,11.4709,6.2663,5.4019,178,glass beaker,6.069,2.723,9.1389,3.9444,3.0699,2.4166,2.36,1.1833,3.5433,1.2214,0.0846,0.0381,2.9853,0.4474,0.8095,1.5245,0.8425,2.5229,0.666,1.9944,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-7, 15.0 cm",NULL,9.067,9.295,9.067,9.295,"C0011C-2H-7, 17.0 cm",NULL,9.086,9.315,9.086,9.315,"C0011C-2H-7 W, 15.0--17.0 cm",CKY000000000004154000,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,36,glass beaker,4.521,2.046,10.2735,5.7102,5.7525,36,glass beaker,4.521,2.046,7.9124,3.3594,3.3914,2.4467,2.3894,1.2748,3.6642,1.3134,0.0856,0.0386,3.3058,0.4253,0.7401,1.5699,0.9022,2.5932,0.6521,1.8743,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-7, 100.0 cm",NULL,9.883,10.145,9.883,10.145,"C0011C-2H-7, 102.0 cm",NULL,9.902,10.165,9.902,10.165,"C0011C-2H-7 W, 100.0--102.0 cm",CKY000000000004154100,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,204,glass beaker,6.057,2.704,11.1986,5.9856,5.1416,204,glass beaker,6.057,2.704,9.0337,3.8302,2.9767,2.2434,2.1908,1.0908,3.2816,1.1262,0.0785,0.0354,2.8982,0.4363,0.7741,1.5668,0.8832,2.6569,0.6676,2.0084,kidoyo,2010-12-24T15:49:53Z
"C0011C-2H-8, 19.0 cm",NULL,10.258,10.535,10.258,10.535,"C0011C-2H-8, 21.0 cm",NULL,10.277,10.555,10.277,10.555,"C0011C-2H-8 WR, 19.0--21.0 cm",CKY000000000003990200,PP,NULL,3,marion333,NULL,CKY,2010-12-18T18:34:40Z,171,glass beaker,5.985,2.695,11.0662,5.9642,5.0812,171,glass beaker,5.985,2.695,8.9093,3.8167,2.9243,2.2351,2.1827,1.0865,3.2692,1.1217,0.0782,0.0352,2.8461,0.4399,0.7853,1.5543,0.8706,2.6195,0.6677,2.0089,kidoyo,2010-12-24T15:49:51Z
"C0011C-2H-9, 8.0 cm",NULL,10.354,10.635,10.354,10.635,"C0011C-2H-9, 9.0 cm",NULL,10.363,10.645,10.363,10.645,"C0011C-2H-9 WR, 8.0--9.0 cm",CKY000000000004017400,PP,NULL,5,marion333,NULL,CKY,2010-12-19T02:44:04Z,117,glass beaker,6.088,2.718,12.1328,6.5031,6.0448,117,glass beaker,6.088,2.718,9.7506,4.1313,3.6626,2.4686,2.4107,1.3744,3.7851,1.4133,0.0864,0.0389,3.5762,0.4084,0.6903,1.597,0.9448,2.602,0.6369,1.754,kidoyo,2010-12-24T15:49:52Z
"C0011C-2H-9, 38.0 cm",NULL,10.642,10.935,10.642,10.935,"C0011C-2H-9, 40.0 cm",NULL,10.661,10.955,10.661,10.955,"C0011C-2H-9 W, 38.0--40.0 cm",CKY000000000004154200,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,625,glass beaker,6.148,2.785,11.4964,6.2246,5.3484,625,glass beaker,6.148,2.785,9.2497,3.9877,3.1017,2.3282,2.2736,1.166,3.4396,1.2027,0.0815,0.0367,3.0202,0.4353,0.7709,1.5549,0.8781,2.5902,0.661,1.9499,kidoyo,2010-12-24T15:49:53Z
"C0011C-2H-9, 108.0 cm",NULL,11.314,11.635,11.314,11.635,"C0011C-2H-9, 110.0 cm",NULL,11.333,11.655,11.333,11.655,"C0011C-2H-9 W, 108.0--110.0 cm",CKY000000000004154300,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,646,glass beaker,6.115,2.74,11.455,6.0952,5.34,646,glass beaker,6.115,2.74,9.3353,3.9847,3.2203,2.1966,2.1451,1.2101,3.3552,1.2447,0.0769,0.0346,3.1434,0.4113,0.6988,1.5916,0.9369,2.5976,0.6393,1.7727,kidoyo,2010-12-24T15:49:53Z
"C0011C-2H-10, 20.0 cm",NULL,11.622,11.955,11.622,11.955,"C0011C-2H-10, 22.0 cm",NULL,11.641,11.975,11.641,11.975,"C0011C-2H-10 WR, 20.0--22.0 cm",CKY000000000003991100,PP,NULL,3,yasunagam,NULL,CKY,2010-12-18T18:39:22Z,169,glass beaker,6.057,2.695,9.8376,5.0899,3.7806,169,glass beaker,6.057,2.695,8.3221,3.581,2.2651,1.5705,1.5337,0.8612,2.3949,0.886,0.055,0.0248,2.2101,0.4154,0.7106,1.5786,0.9228,2.5663,0.6404,1.7809,kidoyo,2010-12-24T15:49:51Z
"C0011C-2H-11, 11.0 cm",NULL,11.747,12.085,11.747,12.085,"C0011C-2H-11, 13.0 cm",NULL,11.766,12.105,11.766,12.105,"C0011C-2H-11 W, 11.0--13.0 cm",CKY000000000004154400,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,191,glass beaker,6.065,2.772,10.8588,5.6791,4.7938,191,glass beaker,6.065,2.772,9.0425,3.8707,2.9775,1.8822,1.8381,1.069,2.9071,1.0987,0.0659,0.0297,2.9116,0.3926,0.6464,1.649,1.0015,2.7237,0.6323,1.7195,kidoyo,2010-12-24T15:49:53Z
"C0011C-2H-11, 88.0 cm",NULL,12.486,12.855,12.486,12.855,"C0011C-2H-11, 90.0 cm",NULL,12.505,12.875,12.505,12.875,"C0011C-2H-11 W, 88.0--90.0 cm",CKY000000000004154500,PP,NULL,5,yasunagam,NULL,CKY,2010-12-21T00:11:45Z,192,glass beaker,5.929,2.648,10.986,5.8859,5.057,192,glass beaker,5.929,2.648,8.9224,3.8313,2.9934,2.1384,2.0883,1.1496,3.2379,1.1833,0.0748,0.0337,2.9186,0.4229,0.7327,1.5618,0.9014,2.5388,0.645,1.8165,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-1, 10.0 cm",NULL,13.094,13.1,13.094,13.1,"C0011C-3H-1, 12.0 cm",NULL,13.113,13.12,13.113,13.12,"C0011C-3H-1 W, 10.0--12.0 cm",CKY000000000004165700,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,190,glass beaker,6.059,2.715,10.67,5.6789,4.611,190,glass beaker,6.059,2.715,8.7469,3.7642,2.6879,1.9928,1.9461,1.0178,2.9639,1.0492,0.0697,0.0314,2.6182,0.4322,0.7611,1.5557,0.8834,2.5724,0.6566,1.9121,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-1, 47.0 cm",NULL,13.442,13.47,13.442,13.47,"C0011C-3H-1, 48.0 cm",NULL,13.451,13.48,13.451,13.48,"C0011C-3H-1 WR, 47.0--48.0 cm",CKY000000000004025400,PP,NULL,10,yasunagam,NULL,CKY,2010-12-19T05:38:56Z,159,glass beaker,6.091,2.717,12.4369,6.67,6.3459,159,glass beaker,6.091,2.717,10.0712,4.3146,3.9802,2.4515,2.394,1.559,3.953,1.5976,0.0858,0.0386,3.8944,0.3863,0.6295,1.6053,0.9852,2.498,0.6056,1.5356,kidoyo,2010-12-24T15:49:52Z
"C0011C-3H-1, 113.0 cm",NULL,14.062,14.13,14.062,14.13,"C0011C-3H-1, 115.0 cm",NULL,14.081,14.15,14.081,14.15,"C0011C-3H-1 W, 113.0--115.0 cm",CKY000000000004165800,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,648,glass beaker,6.153,2.766,10.0676,5.1982,3.9146,648,glass beaker,6.153,2.766,8.5233,3.6606,2.3703,1.6003,1.5628,0.8694,2.4322,0.8946,0.056,0.0252,2.3143,0.4088,0.6915,1.6095,0.9515,2.662,0.6425,1.7976,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-2, 40.0 cm",NULL,14.701,14.81,14.701,14.81,"C0011C-3H-2, 42.0 cm",NULL,14.72,14.83,14.72,14.83,"C0011C-3H-2 W, 40.0--42.0 cm",CKY000000000004165900,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,31,glass beaker,4.61,2.067,9.5927,5.1504,4.9827,31,glass beaker,4.61,2.067,7.6096,3.176,2.9996,2.055,2.0068,1.0766,3.0834,1.109,0.0719,0.0324,2.9277,0.4124,0.7019,1.616,0.9495,2.7194,0.6508,1.864,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-2, 102.0 cm",NULL,15.283,15.43,15.283,15.43,"C0011C-3H-2, 104.0 cm",NULL,15.302,15.45,15.302,15.45,"C0011C-3H-2 W, 102.0--104.0 cm",CKY000000000004166000,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,639,glass beaker,6.153,2.767,10.8621,5.6835,4.7091,639,glass beaker,6.153,2.767,9.0201,3.8495,2.8671,1.9088,1.8641,1.0524,2.9165,1.0825,0.0668,0.0301,2.8003,0.4053,0.6816,1.6146,0.9602,2.6609,0.6392,1.7713,kidoyo,2011-01-07T10:32:45Z
"C0011C-3H-3, 14.0 cm",NULL,15.781,15.96,15.781,15.96,"C0011C-3H-3, 16.0 cm",NULL,15.8,15.98,15.8,15.98,"C0011C-3H-3 W, 14.0--16.0 cm",CKY000000000004166100,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,195,glass beaker,6.067,2.73,10.9,5.7289,4.833,195,glass beaker,6.067,2.73,9.0793,3.9161,3.0123,1.8867,1.8425,1.1564,2.9989,1.1861,0.066,0.0297,2.9463,0.3904,0.6404,1.6116,0.9825,2.5478,0.6144,1.5933,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-3, 84.0 cm",NULL,16.439,16.66,16.439,16.66,"C0011C-3H-3, 86.0 cm",NULL,16.458,16.68,16.458,16.68,"C0011C-3H-3 W, 84.0--86.0 cm",CKY000000000004166200,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,196,glass beaker,6.097,2.792,11.0392,5.8648,4.9422,196,glass beaker,6.097,2.792,9.0054,3.8398,2.9084,2.1076,2.0582,1.0146,3.0728,1.0478,0.0738,0.0332,2.8346,0.4264,0.7435,1.6084,0.9225,2.7938,0.6698,2.0286,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-5, 13.0 cm",NULL,16.928,17.18,16.928,17.18,"C0011C-3H-5, 15.0 cm",NULL,16.947,17.2,16.947,17.2,"C0011C-3H-5 W, 13.0--15.0 cm",CKY000000000004166300,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,181,glass beaker,6.059,2.731,11.0974,5.8877,5.0384,181,glass beaker,6.059,2.731,9.048,3.8473,2.989,2.1237,2.0739,1.0828,3.1567,1.1163,0.0743,0.0335,2.9147,0.4215,0.7286,1.5961,0.9233,2.6918,0.657,1.9153,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-6, 46.0 cm",NULL,17.449,17.735,17.449,17.735,"C0011C-3H-6, 48.0 cm",NULL,17.468,17.755,17.468,17.755,"C0011C-3H-6 W, 46.0--48.0 cm",CKY000000000004166400,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,199,glass beaker,6.011,2.7,10.9706,5.9207,4.9596,199,glass beaker,6.011,2.7,8.8723,3.8316,2.8613,2.1744,2.1234,1.0973,3.2207,1.1316,0.0761,0.0343,2.7852,0.4384,0.7807,1.5399,0.8648,2.5382,0.6593,1.9351,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-6, 104.0 cm",NULL,17.994,18.315,17.994,18.315,"C0011C-3H-6, 106.0 cm",NULL,18.013,18.335,18.013,18.335,"C0011C-3H-6 W, 104.0--106.0 cm",CKY000000000004166500,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,200,glass beaker,6.028,2.715,11.2206,5.8667,5.1926,200,glass beaker,6.028,2.715,9.2708,3.9254,3.2428,2.0205,1.9731,1.1786,3.1517,1.2104,0.0707,0.0318,3.1721,0.3891,0.637,1.6476,1.0065,2.6914,0.626,1.6741,kidoyo,2010-12-24T15:49:53Z
"C0011C-3H-7, 19.0 cm",NULL,18.516,18.87,18.516,18.87,"C0011C-3H-7, 21.0 cm",NULL,18.535,18.89,18.535,18.89,"C0011C-3H-7 W, 19.0--21.0 cm",CKY000000000004166600,PP,NULL,5,thb333,NULL,CKY,2010-12-21T05:08:13Z,146,glass beaker,6.071,2.724,12.6576,6.8066,6.5866,146,glass beaker,6.071,2.724,10.0577,4.218,3.9867,2.6942,2.6311,1.4515,4.0826,1.494,0.0943,0.0425,3.8924,0.409,0.6922,1.6133,0.9534,2.6816,0.6445,1.8127,kidoyo,2010-12-24T15:49:53Z
