Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0004D-48R-1, 15.0 cm",NULL,359.65,359.65,359.65,359.65,"C0004D-48R-1, 17.0 cm",NULL,359.67,359.67,359.67,359.67,"C0004D-48R-1 W, 15.0--17.0 cm",CKY000000000000886400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T05:23:28Z,NULL,166,glass beaker,6.117,2.773,12.076,5.894806,5.959,166,glass beaker,6.117,2.773,10.654,4.479,4.537,1.473575,1.439038,1.682768,3.121806,1.706,0.05157517,0.02323206,4.485425,0.2472857,0.3285252,1.908831,1.436804,2.665504,0.4609633,0.8551614,david_goldsby316,2007-12-28T11:48:57Z
"C0004D-48R-1, 37.0 cm",NULL,359.87,359.87,359.87,359.87,"C0004D-48R-1, 38.5 cm",NULL,359.885,359.885,359.885,359.885,"C0004D-48R-1 WR, 37.0--38.5 cm",CKY000000000000874700,PP,NULL,8,arito316,NULL,CKY,2007-12-25T18:49:31Z,NULL,145,glass beaker,5.966,2.637,11.295,5.602111,5.329,145,glass beaker,5.966,2.637,9.943,4.256,3.977,1.401036,1.368199,1.596912,2.965111,1.619,0.04903631,0.02208843,3.927964,0.2629079,0.3566826,1.797235,1.324727,2.459725,0.4614328,0.8567785,tsutsumi316,2007-12-27T22:27:34Z
"C0004D-48R-1, 100.0 cm",NULL,360.5,360.5,360.5,360.5,"C0004D-48R-1, 102.0 cm",NULL,360.52,360.52,360.52,360.52,"C0004D-48R-1 W, 100.0--102.0 cm",CKY000000000000886500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T05:23:29Z,NULL,127,glass beaker,5.997,2.7,11.271,5.509477,5.274,127,glass beaker,5.997,2.7,10.003,4.247,4.006,1.31399,1.283193,1.526284,2.809477,1.547,0.04598967,0.02071607,3.96001,0.2491448,0.3318147,1.877218,1.409519,2.594543,0.4567373,0.8407301,david_goldsby316,2007-12-28T11:48:57Z
"C0004D-48R-2, 6.0 cm",NULL,360.96,360.96,360.96,360.96,"C0004D-48R-2, 7.0 cm",NULL,360.97,360.97,360.97,360.97,"C0004D-48R-2 W, 6.0--7.0 cm",CKY000000000000886600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T05:23:29Z,NULL,112,glass beaker,6.02,2.652,11.437,5.478934,5.417,112,glass beaker,6.02,2.652,10.274,4.321,4.254,1.205181,1.176935,1.649999,2.826934,1.669,0.04218138,0.01900062,4.211819,0.2224813,0.2861428,1.91621,1.489889,2.552618,0.4163291,0.7132941,david_goldsby316,2007-12-28T11:54:18Z
"C0004D-48R-2, 17.0 cm",NULL,361.07,361.07,361.07,361.07,"C0004D-48R-2, 18.5 cm",NULL,361.085,361.085,361.085,361.085,"C0004D-48R-2 WR, 17.0--18.5 cm",CKY000000000000868700,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T09:06:04Z,NULL,181,glass beaker,6.057,2.713,11.137,5.177818,5.08,181,glass beaker,6.057,2.713,10.177,4.222,4.12,0.9948187,0.9715026,1.493316,2.464818,1.509,0.03481868,0.01568409,4.085181,0.1958305,0.2435189,2.061004,1.657396,2.735644,0.3941477,0.6505673,david_goldsby316,2007-12-28T11:48:56Z
"C0004D-48R-2, 83.0 cm",NULL,361.73,361.73,361.73,361.73,"C0004D-48R-2, 84.0 cm",NULL,361.74,361.74,361.74,361.74,"C0004D-48R-2 W, 83.0--84.0 cm",CKY000000000000886700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T05:23:29Z,NULL,167,glass beaker,6.068,2.721,12.486,6.019445,6.418,167,glass beaker,6.068,2.721,10.981,4.521,4.913,1.559586,1.523033,1.775412,3.298445,1.8,0.05458553,0.02458808,4.858415,0.2430018,0.3210071,1.945766,1.472941,2.7365,0.4617427,0.8578475,david_goldsby316,2007-12-28T11:54:18Z
"C0004D-49R-1, 20.0 cm",NULL,364.2,364.2,364.2,364.2,"C0004D-49R-1, 22.0 cm",NULL,364.22,364.22,364.22,364.22,"C0004D-49R-1 W, 20.0--22.0 cm",CKY000000000000892600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T08:11:00Z,NULL,121,glass beaker,6.069,2.709,11.417,5.502202,5.348,121,glass beaker,6.069,2.709,10.086,4.177,4.017,1.379275,1.346948,1.446255,2.793202,1.468,0.04827465,0.02174534,3.968726,0.2579047,0.3475359,1.914648,1.420851,2.74414,0.4822235,0.9313352,david_goldsby316,2007-12-28T11:59:37Z
"C0004D-49R-1, 100.0 cm",NULL,365,365,365,365,"C0004D-49R-1, 102.0 cm",NULL,365.02,365.02,365.02,365.02,"C0004D-49R-1 W, 100.0--102.0 cm",CKY000000000000892700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T08:11:01Z,NULL,136,glass beaker,6.026,2.675,12.175,5.735599,6.149,136,glass beaker,6.026,2.675,10.935,4.501,4.909,1.284974,1.254857,1.805741,3.060599,1.826,0.04497413,0.02025862,4.864026,0.2089729,0.2641791,2.009084,1.58924,2.693645,0.4100039,0.6949265,david_goldsby316,2007-12-28T11:59:37Z
"C0004D-49R-1, 111.0 cm",NULL,365.11,365.11,365.11,365.11,"C0004D-49R-1, 112.5 cm",NULL,365.125,365.125,365.125,365.125,"C0004D-49R-1 WR, 111.0--112.5 cm",CKY000000000000878300,PP,NULL,8,arito316,NULL,CKY,2007-12-25T22:33:12Z,NULL,128,glass beaker,6.025,2.648,11.171,5.391026,5.146,128,glass beaker,6.025,2.648,10.029,4.254,4.004,1.18342,1.155683,1.587342,2.743026,1.606,0.04141972,0.01865753,3.96258,0.2299689,0.2986488,1.87603,1.444602,2.496361,0.421317,0.7280617,tsutsumi316,2007-12-27T22:27:34Z
"C0004D-49R-2, 20.0 cm",NULL,365.615,365.615,365.615,365.615,"C0004D-49R-2, 22.0 cm",NULL,365.635,365.635,365.635,365.635,"C0004D-49R-2 W, 20.0--22.0 cm",CKY000000000000892800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T08:11:01Z,NULL,165,glass beaker,5.978,2.651,12.214,5.821433,6.236,165,glass beaker,5.978,2.651,10.867,4.4803,4.889,1.395855,1.36314,1.807293,3.170433,1.8293,0.04885496,0.02200674,4.840145,0.2238382,0.2883912,1.966924,1.526651,2.678118,0.4299538,0.7542437,david_goldsby316,2007-12-28T11:59:37Z
"C0004D-49R-2, 30.0 cm",NULL,365.715,365.715,365.715,365.715,"C0004D-49R-2, 31.5 cm",NULL,365.73,365.73,365.73,365.73,"C0004D-49R-2 WR, 30.0--31.5 cm",CKY000000000000869300,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T09:09:06Z,NULL,173,glass beaker,5.972,2.711,11.555,5.467183,5.583,173,glass beaker,5.972,2.711,10.449,4.366,4.477,1.146114,1.119252,1.636931,2.756183,1.655,0.04011402,0.01806938,4.436886,0.2052864,0.258315,2.025628,1.609794,2.710491,0.4060877,0.6837504,david_goldsby316,2007-12-28T11:35:36Z
"C0004D-49R-2, 100.0 cm",NULL,366.415,366.415,366.415,366.415,"C0004D-49R-2, 102.0 cm",NULL,366.435,366.435,366.435,366.435,"C0004D-49R-2 W, 100.0--102.0 cm",CKY000000000000892900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T08:11:02Z,NULL,163,glass beaker,6.086,2.738,12.482,5.9333,6.396,163,glass beaker,6.086,2.738,11.163,4.62,5.077,1.3668,1.3348,1.8605,3.1953,1.882,0.0478,0.0215,5.0292,0.2137,0.2718,2.0017,1.5739,2.7031,0.4177,0.7174,fujikit,2010-08-10T11:47:43Z
"C0004D-49R-3, 20.0 cm",NULL,367.015,367.015,367.015,367.015,"C0004D-49R-3, 22.0 cm",NULL,367.035,367.035,367.035,367.035,"C0004D-49R-3 W, 20.0--22.0 cm",CKY000000000000893800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T10:02:47Z,NULL,20,glass cell,4.62,2.048,10.481,5.063438,5.861,20,glass cell,4.62,2.048,9.204,3.792,4.584,1.323316,1.292301,1.723137,3.015438,1.744,0.0463161,0.02086311,4.537684,0.2257833,0.2916281,1.943665,1.504818,2.633386,0.4285616,0.7499699,david_goldsby316,2007-12-28T12:29:17Z
"C0004D-49R-3, 79.0 cm",NULL,367.605,367.605,367.605,367.605,"C0004D-49R-3, 80.5 cm",NULL,367.62,367.62,367.62,367.62,"C0004D-49R-3 WR, 79.0--80.5 cm",CKY000000000000880000,PP,NULL,8,arito316,NULL,CKY,2007-12-25T23:17:32Z,NULL,28,glass cell,4.599,2.072,10.625,5.11998,6.026,28,glass cell,4.599,2.072,9.243,3.744,4.644,1.432124,1.398559,1.649421,3.04798,1.672,0.05012439,0.02257855,4.593876,0.2376575,0.3117464,1.977047,1.507187,2.785144,0.4588477,0.8479088,tsutsumi316,2007-12-27T22:27:36Z
"C0004D-49R-3, 100.0 cm",NULL,367.815,367.815,367.815,367.815,"C0004D-49R-3, 102.0 cm",NULL,367.835,367.835,367.835,367.835,"C0004D-49R-3 W, 100.0--102.0 cm",CKY000000000000893900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T10:02:48Z,NULL,205,glass beaker,6.087,2.728,11.483,5.536181,5.396,205,glass beaker,6.087,2.728,10.147,4.206,4.06,1.384456,1.352008,1.456173,2.808181,1.478,0.048456,0.02182703,4.011544,0.2565708,0.345118,1.921529,1.428521,2.754854,0.4814533,0.9284664,david_goldsby316,2007-12-28T12:29:17Z
"C0004D-50R-1, 20.0 cm",NULL,368.7,368.7,368.7,368.7,"C0004D-50R-1, 22.0 cm",NULL,368.72,368.72,368.72,368.72,"C0004D-50R-1 W, 20.0--22.0 cm",CKY000000000000896200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T10:38:04Z,NULL,189,glass beaker,6.03,2.678,12.238,5.869381,6.208,189,glass beaker,6.03,2.678,10.948,4.585,4.918,1.336788,1.305457,1.885925,3.191381,1.907,0.0467876,0.0210755,4.871212,0.2153331,0.2744261,1.945239,1.526365,2.582931,0.4090569,0.6922104,david_goldsby316,2007-12-28T12:40:23Z
"C0004D-50R-1, 100.0 cm",NULL,369.5,369.5,369.5,369.5,"C0004D-50R-1, 102.0 cm",NULL,369.52,369.52,369.52,369.52,"C0004D-50R-1 W, 100.0--102.0 cm",CKY000000000000896300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T10:38:04Z,NULL,21,glass cell,4.561,2.041,11.484,5.663839,6.923,21,glass cell,4.561,2.041,9.84,4.027,5.279,1.703627,1.663698,1.959141,3.622839,1.986,0.05962699,0.026859,5.219373,0.2460822,0.3264045,1.910932,1.440686,2.664113,0.459225,0.8491978,david_goldsby316,2007-12-28T12:40:23Z
"C0004D-50R-2, 50.0 cm",NULL,370.408,370.408,370.408,370.408,"C0004D-50R-2, 52.0 cm",NULL,370.428,370.428,370.428,370.428,"C0004D-50R-2 W, 50.0--52.0 cm",CKY000000000000896400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T10:38:05Z,NULL,185,glass beaker,5.861,2.618,12.454,6.035767,6.593,185,glass beaker,5.861,2.618,11.023,4.611,5.162,1.482902,1.448146,1.969621,3.417767,1.993,0.05190159,0.0233791,5.110098,0.2249206,0.2901904,1.929037,1.495157,2.594458,0.4237112,0.735241,david_goldsby316,2007-12-28T12:40:24Z
"C0004D-51R-1, 7.0 cm",NULL,373.07,373.07,373.07,373.07,"C0004D-51R-1, 9.0 cm",NULL,373.09,373.09,373.09,373.09,"C0004D-51R-1 W, 7.0--9.0 cm",CKY000000000000897900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T11:46:13Z,NULL,201,glass beaker,6.063,2.712,11.175,5.502138,5.112,201,glass beaker,6.063,2.712,9.944,4.2765,3.881,1.275648,1.24575,1.544389,2.790138,1.5645,0.0446477,0.02011158,3.836352,0.2495399,0.3325158,1.832167,1.374968,2.484059,0.4464831,0.8066296,david_goldsby316,2007-12-28T12:57:56Z
"C0004D-51R-1, 95.0 cm",NULL,373.95,373.95,373.95,373.95,"C0004D-51R-1, 97.0 cm",NULL,373.97,373.97,373.97,373.97,"C0004D-51R-1 W, 95.0--97.0 cm",CKY000000000000898000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T11:49:43Z,NULL,117,glass beaker,6.089,2.724,12.273,5.947146,6.184,117,glass beaker,6.089,2.724,10.929,4.609,4.84,1.392746,1.360104,1.863042,3.223146,1.885,0.04874615,0.02195773,4.791254,0.2252177,0.2906851,1.918622,1.486515,2.571736,0.4219801,0.7300443,david_goldsby316,2007-12-28T13:10:21Z
"C0004D-51R-2, 16.0 cm",NULL,374.575,374.575,374.575,374.575,"C0004D-51R-2, 18.0 cm",NULL,374.595,374.595,374.595,374.595,"C0004D-51R-2 W, 16.0--18.0 cm",CKY000000000000898100,316LOUIS,146IODP,5,david_goldsby316,NULL,CKY,2007-12-26T11:49:44Z,NULL,154,glass beaker,6.043,2.67,12.5,6.065718,6.457,154,glass beaker,6.043,2.67,10.989,4.5613,4.946,1.565803,1.529105,1.866614,3.395718,1.8913,0.05480315,0.0246861,4.891197,0.242497,0.3201268,1.901512,1.440401,2.620358,0.4503037,0.8191864,david_goldsby316,2007-12-28T13:11:39Z
"C0004D-51R-2, 50.5 cm",NULL,374.92,374.92,374.92,374.92,"C0004D-51R-2, 52.0 cm",NULL,374.935,374.935,374.935,374.935,"C0004D-51R-2 WR, 50.5--52.0 cm",CKY000000000000883600,PP,NULL,8,arito316,NULL,CKY,2007-12-26T02:21:59Z,NULL,10,glass cell,4.544,2.032,10.232,4.829575,5.688,10,glass cell,4.544,2.032,8.757,3.361,4.213,1.528497,1.492673,1.304902,2.797575,1.329,0.05349745,0.02409795,4.159502,0.2687232,0.3674712,2.033189,1.486824,3.187597,0.5335596,1.143897,tsutsumi316,2008-01-26T18:45:38Z
"C0004D-51R-2, 100.0 cm",NULL,375.415,375.415,375.415,375.415,"C0004D-51R-2, 102.0 cm",NULL,375.435,375.435,375.435,375.435,"C0004D-51R-2 W, 100.0--102.0 cm",CKY000000000000898200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T11:49:44Z,NULL,183,glass beaker,5.929,2.649,12.604,6.049849,6.675,183,glass beaker,5.929,2.649,11.123,4.5753,5.194,1.534715,1.498745,1.902104,3.400849,1.9263,0.05371507,0.02419598,5.140285,0.2299199,0.2985661,1.962745,1.511471,2.70242,0.4406973,0.7879406,david_goldsby316,2007-12-28T13:12:54Z
"C0004D-51R-2, 103.0 cm",NULL,375.445,375.445,375.445,375.445,"C0004D-51R-2, 104.5 cm",NULL,375.46,375.46,375.46,375.46,"C0004D-51R-2 WR, 103.0--104.5 cm",CKY000000000000871900,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T14:02:55Z,NULL,138,glass beaker,5.99,2.626,9.215,4.363868,3.225,138,glass beaker,5.99,2.626,8.496,3.648,2.506,0.7450777,0.7276149,1.010253,1.737868,1.022,0.02607774,0.01174673,2.479922,0.2310318,0.300444,1.855722,1.426991,2.454753,0.4186825,0.7202302,david_goldsby316,2007-12-28T11:35:37Z
"C0004D-51R-3, 19.0 cm",NULL,376.01,376.01,376.01,376.01,"C0004D-51R-3, 21.0 cm",NULL,376.03,376.03,376.03,376.03,"C0004D-51R-3 W, 19.0--21.0 cm",CKY000000000000898300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T11:49:44Z,NULL,122,glass beaker,5.971,2.701,12.962,6.214667,6.991,122,glass beaker,5.971,2.701,11.508,4.767,5.537,1.506736,1.471422,2.042245,3.513667,2.066,0.05273579,0.02375486,5.484264,0.2155251,0.274738,1.989659,1.560838,2.685409,0.418771,0.7204922,david_goldsby316,2007-12-28T12:46:44Z
"C0004D-51R-3, 98.0 cm",NULL,376.8,376.8,376.8,376.8,"C0004D-51R-3, 100.0 cm",NULL,376.82,376.82,376.82,376.82,"C0004D-51R-3 W, 98.0--100.0 cm",CKY000000000000898400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T11:49:45Z,NULL,155,glass beaker,6.039,2.701,11.524,5.53149,5.485,155,glass beaker,6.039,2.701,10.305,4.3178,4.266,1.263212,1.233606,1.596885,2.83049,1.6168,0.04421247,0.01991553,4.221787,0.2303031,0.2992127,1.937827,1.491539,2.643765,0.4358276,0.7725079,david_goldsby316,2007-12-28T12:46:44Z
"C0004D-52R-1, 10.0 cm",NULL,377.6,377.6,377.6,377.6,"C0004D-52R-1, 11.0 cm",NULL,377.61,377.61,377.61,377.61,"C0004D-52R-1 WR, 10.0--11.0 cm",CKY000000000000887200,PP,NULL,8,chesterf316,NULL,CKY,2007-12-26T05:35:08Z,NULL,197,glass beaker,6.036,2.69,8.786,4.192112,2.75,197,glass beaker,6.036,2.69,8.123,3.532,2.087,0.6870467,0.670944,0.8311682,1.502112,0.842,0.02404665,0.01083182,2.062954,0.2498351,0.3330403,1.830756,1.373369,2.481993,0.446667,0.8072301,david_goldsby316,2007-12-28T11:54:19Z
"C0004D-52R-1, 33.0 cm",NULL,377.83,377.83,377.83,377.83,"C0004D-52R-1, 35.0 cm",NULL,377.85,377.85,377.85,377.85,"C0004D-52R-1 W, 33.0--35.0 cm",CKY000000000000902100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T13:31:23Z,NULL,37,glass cell,4.613,2.084,11.212,5.586865,6.599,37,glass cell,4.613,2.084,9.574,3.956,4.961,1.697409,1.657626,1.845239,3.502865,1.872,0.05940937,0.02676098,4.901591,0.2572222,0.3462977,1.883886,1.399309,2.656345,0.4732201,0.898326,david_goldsby316,2008-01-03T03:16:39Z
"C0004D-52R-1, 96.0 cm",NULL,378.46,378.46,378.46,378.46,"C0004D-52R-1, 97.0 cm",NULL,378.47,378.47,378.47,378.47,"C0004D-52R-1 W, 96.0--97.0 cm",CKY000000000000902200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-26T13:31:24Z,NULL,147,glass beaker,6.026,2.675,11.898,5.854871,5.872,147,glass beaker,6.026,2.675,10.491,4.454,4.465,1.458031,1.423858,1.756013,3.179871,1.779,0.05103113,0.02298699,4.413969,0.2483023,0.330322,1.846616,1.388097,2.513631,0.4477723,0.8108473,david_goldsby316,2008-01-03T03:16:40Z
"C0004D-52R-2, 22.0 cm",NULL,379.12,379.12,379.12,379.12,"C0004D-52R-2, 24.0 cm",NULL,379.14,379.14,379.14,379.14,"C0004D-52R-2 W, 22.0--24.0 cm",CKY000000000000924000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:30Z,NULL,14,glass cell,4.569,2.054,11.627,5.848628,7.058,14,glass cell,4.569,2.054,9.705,3.935,5.136,1.99171,1.945029,1.849599,3.794628,1.881,0.0697099,0.03140085,5.06629,0.2821918,0.3931298,1.859998,1.335122,2.739129,0.5125743,1.051595,tsutsumi316,2007-12-28T16:24:03Z
"C0004D-52R-2, 79.0 cm",NULL,379.69,379.69,379.69,379.69,"C0004D-52R-2, 80.5 cm",NULL,379.705,379.705,379.705,379.705,"C0004D-52R-2 WR, 79.0--80.5 cm",CKY000000000000889100,PP,NULL,8,chesterf316,NULL,CKY,2007-12-26T06:13:55Z,NULL,191,glass beaker,6.066,2.767,12.074,5.89885,6.008,191,glass beaker,6.066,2.767,10.662,4.493,4.596,1.463212,1.428918,1.702931,3.13185,1.726,0.05121247,0.02306868,4.544788,0.243544,0.321954,1.918355,1.451151,2.668803,0.4562538,0.8390934,david_goldsby316,2007-12-28T11:59:36Z
"C0004D-52R-3, 18.0 cm",NULL,380.485,380.485,380.485,380.485,"C0004D-52R-3, 19.5 cm",NULL,380.5,380.5,380.5,380.5,"C0004D-52R-3 WR, 18.0--19.5 cm",CKY000000000000890800,PP,NULL,8,chesterf316,NULL,CKY,2007-12-26T06:46:36Z,NULL,202,glass beaker,6.017,2.685,11.494,5.304394,5.477,202,glass beaker,6.017,2.685,10.207,4.023,4.19,1.333679,1.302421,1.316974,2.619394,1.338,0.04667879,0.02102648,4.143321,0.2435054,0.3218864,2.090941,1.581786,3.146093,0.4972221,0.9889498,tsutsumi316,2008-01-26T18:45:38Z
"C0004D-52R-3, 76.5 cm",NULL,381.07,381.07,381.07,381.07,"C0004D-52R-3, 78.0 cm",NULL,381.085,381.085,381.085,381.085,"C0004D-52R-3 WR, 76.5--78.0 cm",CKY000000000000891500,316LOUIS,146IODP,8,chesterf316,NULL,CKY,2007-12-26T06:58:27Z,NULL,161,glass beaker,6.097,2.722,12.774,6.083989,6.677,161,glass beaker,6.097,2.722,11.44,4.7558,5.343,1.382383,1.349984,2.012005,3.361989,2.0338,0.04838346,0.02179435,5.294616,0.2070366,0.2610923,1.986027,1.574846,2.631512,0.4015432,0.6709643,david_goldsby316,2007-12-28T12:29:17Z
"C0004D-52R-3, 99.0 cm",NULL,381.295,381.295,381.295,381.295,"C0004D-52R-3, 100.0 cm",NULL,381.305,381.305,381.305,381.305,"C0004D-52R-3 W, 99.0--100.0 cm",CKY000000000000924200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:31Z,NULL,34,glass cell,4.693,2.067,11.401,5.483684,6.708,34,glass cell,4.693,2.067,9.951,4.04,5.258,1.502591,1.467374,1.94931,3.416684,1.973,0.05259071,0.02368951,5.205409,0.2239998,0.2886595,1.963307,1.523527,2.670385,0.429473,0.7527655,tsutsumi316,2007-12-28T16:24:03Z
"C0004D-52R-3, 110.5 cm",NULL,381.41,381.41,381.41,381.41,"C0004D-52R-3, 112.0 cm",NULL,381.425,381.425,381.425,381.425,"C0004D-52R-3 WR, 110.5--112.0 cm",CKY000000000000892000,XRD,NULL,5,chesterf316,NULL,CKY,2007-12-26T06:58:28Z,NULL,163,glass beaker,6.086,2.738,12.481,5.932259,6.395,163,glass beaker,6.086,2.738,11.163,4.62,5.077,1.365803,1.333792,1.860467,3.194259,1.882,0.04780315,0.02153295,5.029197,0.2135736,0.2715748,2.002029,1.574449,2.703191,0.4175591,0.7169125,david_goldsby316,2007-12-28T12:29:16Z
"C0004D-52R-3, 110.5 cm",NULL,381.41,381.41,381.41,381.41,"C0004D-52R-3, 112.0 cm",NULL,381.425,381.425,381.425,381.425,"C0004D-52R-3 WR, 110.5--112.0 cm",CKY000000000000892100,PP,NULL,8,chesterf316,NULL,CKY,2007-12-26T06:58:29Z,NULL,135,glass beaker,6.058,2.7,11.251,5.399869,5.193,135,glass beaker,6.058,2.7,10.073,4.227,4.015,1.220725,1.192115,1.507754,2.699869,1.527,0.04272542,0.01924569,3.972274,0.2350713,0.3073114,1.923427,1.471284,2.634564,0.4415454,0.7906557,david_goldsby316,2007-12-28T12:40:23Z
"C0004D-53R-1, 23.0 cm",NULL,382.23,382.23,382.23,382.23,"C0004D-53R-1, 24.0 cm",NULL,382.24,382.24,382.24,382.24,"C0004D-53R-1 W, 23.0--24.0 cm",CKY000000000000924300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:31Z,NULL,36,glass cell,4.536,2.006,11.218,5.297682,6.682,36,glass cell,4.536,2.006,9.997,4.082,5.461,1.265285,1.23563,2.056052,3.291682,2.076,0.04428501,0.0199482,5.416715,0.1893572,0.233589,2.029966,1.645577,2.634523,0.3753795,0.6009721,tsutsumi316,2007-12-28T16:24:04Z
"C0004D-53R-1, 101.0 cm",NULL,383.01,383.01,383.01,383.01,"C0004D-53R-1, 102.0 cm",NULL,383.02,383.02,383.02,383.02,"C0004D-53R-1 W, 101.0--102.0 cm",CKY000000000000924400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:32Z,NULL,150,glass beaker,6.111,2.68,11.747,5.782902,5.636,150,glass beaker,6.111,2.68,10.347,4.389,4.236,1.450777,1.416775,1.686127,3.102902,1.709,0.05077724,0.02287263,4.185223,0.2574126,0.3466428,1.816364,1.348809,2.482151,0.4565966,0.8402536,tsutsumi316,2007-12-28T16:24:04Z
"C0004D-53R-2, 24.0 cm",NULL,383.645,383.645,383.645,383.645,"C0004D-53R-2, 25.0 cm",NULL,383.655,383.655,383.655,383.655,"C0004D-53R-2 W, 24.0--25.0 cm",CKY000000000000924500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:32Z,NULL,123,glass beaker,6.064,2.724,10.871,5.239699,4.807,123,glass beaker,6.064,2.724,9.654,4.028,3.59,1.26114,1.231582,1.284117,2.515699,1.304,0.04413993,0.01988285,3.54586,0.2623549,0.3556655,1.910801,1.409493,2.761321,0.4895585,0.9590884,tsutsumi316,2007-12-28T16:24:04Z
"C0004D-53R-2, 51.0 cm",NULL,383.915,383.915,383.915,383.915,"C0004D-53R-2, 52.5 cm",NULL,383.93,383.93,383.93,383.93,"C0004D-53R-2 WR, 51.0--52.5 cm",CKY000000000000872500,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T14:11:26Z,NULL,171,glass beaker,5.985,2.681,11.975,5.875115,5.99,171,glass beaker,5.985,2.681,10.509,4.4155,4.524,1.519171,1.483565,1.710549,3.194115,1.7345,0.05317103,0.02395091,4.470829,0.2536179,0.3397963,1.875324,1.399708,2.61368,0.4644684,0.8673035,david_goldsby316,2007-12-28T11:35:37Z
"C0004D-54R-1, 28.0 cm",NULL,386.778,386.78,386.778,386.78,"C0004D-54R-1, 29.0 cm",NULL,386.788,386.79,386.788,386.79,"C0004D-54R-1 W, 28.0--29.0 cm",CKY000000000000924600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-27T20:52:32Z,NULL,116,glass beaker,6.065,2.703,11.913,5.776815,5.848,116,glass beaker,6.065,2.703,10.493,4.363,4.428,1.471503,1.437014,1.636801,3.073815,1.66,0.05150263,0.02319938,4.376497,0.2516249,0.3362284,1.902522,1.4238,2.673812,0.4675019,0.8779409,tsutsumi316,2007-12-28T16:24:05Z
