Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0007C-7X-1, 20.0 cm",NULL,62.29,62.29,62.29,62.29,"C0007C-7X-1, 22.0 cm",NULL,62.31,62.31,62.31,62.31,"C0007C-7X-1 W, 20.0--22.0 cm",CKY000000000001379500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:13Z,NULL,147,glass beaker,6.026,2.675,14.114,6.755382,8.088,147,glass beaker,6.026,2.675,12.365,5.014,6.339,1.812435,1.769956,2.310426,4.080382,2.339,0.06343528,0.02857445,6.275565,0.2240894,0.2888083,1.982167,1.537985,2.716194,0.4337722,0.7660737,david_goldsby316,2008-01-26T13:36:49Z
"C0007C-7X-1, 95.0 cm",NULL,63.04,63.04,63.04,63.04,"C0007C-7X-1, 96.5 cm",NULL,63.055,63.055,63.055,63.055,"C0007C-7X-1 WR, 95.0--96.5 cm",CKY000000000001371500,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T05:48:52Z,NULL,24,glass cell,4.638,2.026,13.799,7.666464,9.161,24,glass cell,4.638,2.026,10.921,4.801,6.283,2.982384,2.912484,2.727981,5.640464,2.775,0.1043835,0.04701959,6.178616,0.3255522,0.4826944,1.624157,1.095409,2.264905,0.5163553,1.067634,tsutsumi316,2008-01-26T18:30:51Z
"C0007C-7X-1, 100.0 cm",NULL,63.09,63.09,63.09,63.09,"C0007C-7X-1, 102.0 cm",NULL,63.11,63.11,63.11,63.11,"C0007C-7X-1 W, 100.0--102.0 cm",CKY000000000001379600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:14Z,NULL,112,glass beaker,6.02,2.652,12.721,6.034588,6.701,112,glass beaker,6.02,2.652,11.249,4.569,5.229,1.525389,1.489637,1.892951,3.382588,1.917,0.05338864,0.02404894,5.175611,0.227636,0.2947263,1.981027,1.530074,2.73415,0.4403839,0.7869391,david_goldsby316,2008-01-26T13:36:50Z
"C0007C-7X-2, 20.0 cm",NULL,63.695,63.695,63.695,63.695,"C0007C-7X-2, 22.0 cm",NULL,63.715,63.715,63.715,63.715,"C0007C-7X-2 W, 20.0--22.0 cm",CKY000000000001379700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:14Z,sand,166,glass beaker,6.117,2.773,15.261,7.495056,9.144,166,glass beaker,6.117,2.773,12.978,5.222,6.861,2.365803,2.310355,2.411701,4.722056,2.449,0.08280317,0.03729873,6.778197,0.2587274,0.3490314,1.936445,1.435433,2.810546,0.4892688,0.9579771,david_goldsby316,2008-01-26T13:47:55Z
"C0007C-7X-2, 101.0 cm",NULL,64.505,64.505,64.505,64.505,"C0007C-7X-2, 103.0 cm",NULL,64.525,64.525,64.525,64.525,"C0007C-7X-2 W, 101.0--103.0 cm",CKY000000000001379800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:14Z,NULL,132,glass beaker,6.078,2.705,14.272,7.137252,8.194,132,glass beaker,6.078,2.705,12.034,4.909,5.956,2.319171,2.264815,2.167436,4.432252,2.204,0.08117105,0.03656353,5.874829,0.2830328,0.394764,1.848722,1.325473,2.710496,0.5109853,1.044928,david_goldsby316,2008-01-26T13:36:50Z
"C0007C-7X-3, 0.0 cm",NULL,64.68,64.68,64.68,64.68,"C0007C-7X-3, 1.5 cm",NULL,64.695,64.695,64.695,64.695,"C0007C-7X-3 WR, 0.0--1.5 cm",CKY000000000001354600,PP,NULL,8,arito316,NULL,CKY,2008-01-15T19:19:56Z,NULL,128,glass beaker,6.025,2.648,13.549,6.487593,7.524,128,glass beaker,6.025,2.648,12.078,5.023,6.053,1.524352,1.488625,2.350967,3.839593,2.375,0.05335237,0.0240326,5.999648,0.2025987,0.2540737,1.959583,1.562574,2.551991,0.387704,0.6331969,tsutsumi316,2008-01-18T18:17:02Z
"C0007C-7X-4, 20.0 cm",NULL,65.105,65.105,65.105,65.105,"C0007C-7X-4, 22.0 cm",NULL,65.125,65.125,65.125,65.125,"C0007C-7X-4 W, 20.0--22.0 cm",CKY000000000001379900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:15Z,sand,3,glass cell,4.512,2.03,12.487,6.216506,7.975,3,glass cell,4.512,2.03,10.537,4.275,6.025,2.020725,1.973365,2.213142,4.186506,2.245,0.07072544,0.03185831,5.954274,0.2533825,0.3393739,1.90493,1.422254,2.690417,0.4713631,0.8916576,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-7X-4, 39.0 cm",NULL,65.295,65.295,65.295,65.295,"C0007C-7X-4, 40.5 cm",NULL,65.31,65.31,65.31,65.31,"C0007C-7X-4 WR, 39.0--40.5 cm",CKY000000000001373300,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T06:17:02Z,NULL,28,glass cell,4.599,2.072,13.903,6.850193,9.304,28,glass cell,4.599,2.072,11.881,4.837,7.282,2.095337,2.046227,2.731965,4.778193,2.765,0.07333684,0.03303461,7.208663,0.2252082,0.2906693,1.94718,1.508659,2.638636,0.4282429,0.7489946,tsutsumi316,2008-01-18T18:17:07Z
"C0007C-7X-4, 100.0 cm",NULL,65.905,65.905,65.905,65.905,"C0007C-7X-4, 102.0 cm",NULL,65.925,65.925,65.925,65.925,"C0007C-7X-4 W, 100.0--102.0 cm",CKY000000000001380000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:15Z,NULL,179,glass beaker,6.039,2.697,14.544,7.116106,8.505,179,glass beaker,6.039,2.697,12.502,5.083,6.463,2.116062,2.066467,2.352639,4.419106,2.386,0.07406223,0.03336137,6.388938,0.2488021,0.3312072,1.924598,1.445754,2.715648,0.4676211,0.8783614,david_goldsby316,2008-01-26T13:36:51Z
"C0007C-7X-5, 20.0 cm",NULL,66.515,66.515,66.515,66.515,"C0007C-7X-5, 22.0 cm",NULL,66.535,66.535,66.535,66.535,"C0007C-7X-5 W, 20.0--22.0 cm",CKY000000000001380100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:15Z,sand,163,glass beaker,6.086,2.738,12.924,6.218992,6.838,163,glass beaker,6.086,2.738,11.315,4.617,5.229,1.667358,1.628279,1.852713,3.480992,1.879,0.05835756,0.02628719,5.170642,0.243837,0.3224662,1.964383,1.485394,2.790849,0.4677629,0.8788619,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-7X-5, 102.0 cm",NULL,67.335,67.335,67.335,67.335,"C0007C-7X-5, 103.5 cm",NULL,67.35,67.35,67.35,67.35,"C0007C-7X-5 WR, 102.0--103.5 cm",CKY000000000001374000,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T07:05:32Z,NULL,4,glass cell,4.67,2.076,14.708,7.294842,10.038,4,glass cell,4.67,2.076,12.376,4.973,7.706,2.41658,2.359942,2.858901,5.218842,2.897,0.08458038,0.03809927,7.62142,0.2407432,0.3170775,1.923415,1.460366,2.665857,0.4521964,0.8254717,tsutsumi316,2008-01-18T18:17:08Z
"C0007C-7X-5, 109.0 cm",NULL,67.405,67.405,67.405,67.405,"C0007C-7X-5, 111.0 cm",NULL,67.425,67.425,67.425,67.425,"C0007C-7X-5 W, 109.0--111.0 cm",CKY000000000001380200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:15Z,sand,123,glass beaker,6.064,2.724,15.101,7.176698,9.037,123,glass beaker,6.064,2.724,13.195,5.279,7.131,1.97513,1.928837,2.523861,4.452698,2.555,0.06912959,0.03113945,7.06187,0.2185603,0.2796893,2.029556,1.585976,2.798043,0.433184,0.7642409,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-7X-6, 20.0 cm",NULL,67.92,67.92,67.92,67.92,"C0007C-7X-6, 22.0 cm",NULL,67.94,67.94,67.94,67.94,"C0007C-7X-6 W, 20.0--22.0 cm",CKY000000000001380300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T11:42:16Z,sand,126,glass beaker,6.042,2.703,12.84,6.09817,6.798,126,glass beaker,6.042,2.703,11.272,4.537,5.23,1.624871,1.586788,1.808383,3.39517,1.834,0.05687051,0.02561735,5.17313,0.2390218,0.3140982,2.002256,1.523673,2.860639,0.4673661,0.8774623,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-8X-1, 20.0 cm",NULL,71.79,71.79,71.79,71.79,"C0007C-8X-1, 22.0 cm",NULL,71.81,71.81,71.81,71.81,"C0007C-8X-1 W, 20.0--22.0 cm",CKY000000000001384500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:39Z,sand,133,glass beaker,6.022,2.692,12.832,6.190009,6.81,133,glass beaker,6.022,2.692,11.227,4.592,5.205,1.663212,1.624231,1.873778,3.498009,1.9,0.05821248,0.02622184,5.146788,0.2442309,0.3231554,1.946822,1.471348,2.746743,0.4643301,0.8668213,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-8X-1, 130.0 cm",NULL,72.89,72.89,72.89,72.89,"C0007C-8X-1, 132.0 cm",NULL,72.91,72.91,72.91,72.91,"C0007C-8X-1 W, 130.0--132.0 cm",CKY000000000001384600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:39Z,sand,12,glass cell,4.541,2.028,12.472,6.069985,7.931,12,glass cell,4.541,2.028,10.632,4.238,6.091,1.906736,1.862047,2.179939,4.041985,2.21,0.0667358,0.03006117,6.024264,0.2404156,0.3165093,1.962155,1.490422,2.763502,0.4606762,0.8541738,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-8X-2, 15.0 cm",NULL,73.16,73.16,73.16,73.16,"C0007C-8X-2, 16.5 cm",NULL,73.175,73.175,73.175,73.175,"C0007C-8X-2 WR, 15.0--16.5 cm",CKY000000000001376200,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T10:34:34Z,NULL,8,glass cell,4.56,2.079,13.869,6.555604,9.309,8,glass cell,4.56,2.079,12.171,4.865,7.611,1.759586,1.718345,2.758259,4.476604,2.786,0.06158554,0.02774123,7.549415,0.1890198,0.2330758,2.079478,1.686416,2.737022,0.3838502,0.6229819,tsutsumi316,2008-01-18T18:17:07Z
"C0007C-8X-2, 18.0 cm",NULL,73.19,73.19,73.19,73.19,"C0007C-8X-2, 20.0 cm",NULL,73.21,73.21,73.21,73.21,"C0007C-8X-2 W, 18.0--20.0 cm",CKY000000000001384700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:39Z,sand,140,glass beaker,6.001,2.695,14.245,6.916681,8.244,140,glass beaker,6.001,2.695,12.335,5.015,6.334,1.979275,1.932885,2.288795,4.221681,2.32,0.06927467,0.0312048,6.264725,0.2400867,0.3159396,1.952777,1.483941,2.737128,0.4578474,0.844499,david_goldsby316,2008-01-26T13:58:51Z
"C0007C-8X-2, 101.0 cm",NULL,74.02,74.02,74.02,74.02,"C0007C-8X-2, 103.0 cm",NULL,74.04,74.04,74.04,74.04,"C0007C-8X-2 W, 101.0--103.0 cm",CKY000000000001384800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:40Z,NULL,109,glass beaker,6.007,2.678,12.563,6.19709,6.556,109,glass beaker,6.007,2.678,10.747,4.389,4.74,1.881865,1.837759,1.681331,3.51909,1.711,0.06586534,0.02966907,4.674135,0.2870447,0.4026126,1.862982,1.328223,2.780021,0.5222256,1.093038,david_goldsby316,2008-02-01T01:29:52Z
"C0007C-8X-3, 0.0 cm",NULL,74.415,74.415,74.415,74.415,"C0007C-8X-3, 1.5 cm",NULL,74.43,74.43,74.43,74.43,"C0007C-8X-3 WR, 0.0--1.5 cm",CKY000000000001357100,PP,NULL,8,arito316,NULL,CKY,2008-01-15T20:28:55Z,NULL,110,glass beaker,5.992,2.65,13.468,6.54373,7.476,110,glass beaker,5.992,2.65,11.799,4.882,5.807,1.729534,1.688998,2.204733,3.89373,2.232,0.06053373,0.02726744,5.746466,0.2313448,0.3009734,1.92001,1.475825,2.606423,0.4337737,0.7660783,tsutsumi316,2008-01-18T18:17:03Z
"C0007C-8X-4, 20.0 cm",NULL,74.905,74.905,74.905,74.905,"C0007C-8X-4, 22.0 cm",NULL,74.925,74.925,74.925,74.925,"C0007C-8X-4 W, 20.0--22.0 cm",CKY000000000001384900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:40Z,sand,124,glass beaker,5.982,2.656,14.204,6.999766,8.222,124,glass beaker,5.982,2.656,12.084,4.889,6.102,2.196891,2.145402,2.198364,4.343766,2.233,0.07689125,0.0346357,6.025109,0.2671967,0.3646227,1.892828,1.38707,2.740724,0.4939036,0.9759081,david_goldsby316,2008-02-01T01:29:52Z
"C0007C-8X-4, 100.0 cm",NULL,75.705,75.705,75.705,75.705,"C0007C-8X-4, 102.0 cm",NULL,75.725,75.725,75.725,75.725,"C0007C-8X-4 W, 100.0--102.0 cm",CKY000000000001385000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:40Z,sand,131,glass beaker,6.067,2.717,15.547,7.860579,9.48,131,glass beaker,6.067,2.717,12.925,5.25,6.858,2.717099,2.653416,2.490163,5.143579,2.533,0.09509852,0.04283717,6.762902,0.2866138,0.4017652,1.843075,1.314824,2.715847,0.5158696,1.065559,david_goldsby316,2008-02-01T01:29:53Z
"C0007C-8X-5, 20.0 cm",NULL,76.04,76.04,76.04,76.04,"C0007C-8X-5, 22.0 cm",NULL,76.06,76.06,76.06,76.06,"C0007C-8X-5 W, 20.0--22.0 cm",CKY000000000001385100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:40Z,NULL,116,glass beaker,6.065,2.703,12.897,6.449868,6.832,116,glass beaker,6.065,2.703,11.03,4.591,4.965,1.934715,1.88937,1.857498,3.746868,1.888,0.06771508,0.03050229,4.897285,0.2831843,0.3950587,1.82339,1.307034,2.636496,0.5042532,1.017159,david_goldsby316,2008-02-01T01:29:53Z
"C0007C-8X-5, 64.0 cm",NULL,76.48,76.48,76.48,76.48,"C0007C-8X-5, 65.5 cm",NULL,76.495,76.495,76.495,76.495,"C0007C-8X-5 WR, 64.0--65.5 cm",CKY000000000001376800,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T10:58:39Z,NULL,5,glass cell,4.594,2.062,13.12,6.839714,8.526,5,glass cell,4.594,2.062,10.529,4.26,5.935,2.684974,2.622045,2.155669,4.777714,2.198,0.09397417,0.0423307,5.841026,0.314916,0.4596751,1.784535,1.222557,2.709611,0.5488074,1.216348,tsutsumi316,2008-01-18T18:17:06Z
"C0007C-8X-5, 99.0 cm",NULL,76.83,76.83,76.83,76.83,"C0007C-8X-5, 101.0 cm",NULL,76.85,76.85,76.85,76.85,"C0007C-8X-5 W, 99.0--101.0 cm",CKY000000000001385200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:41Z,NULL,120,glass beaker,6.112,2.707,14.371,6.982725,8.259,120,glass beaker,6.112,2.707,12.104,4.7256,5.992,2.349223,2.294163,1.981562,4.275725,2.0186,0.08222286,0.03703732,5.909777,0.284444,0.3975146,1.931602,1.38217,2.982383,0.5365552,1.157755,david_goldsby316,2008-02-01T01:29:55Z
"C0007C-8X-6, 20.0 cm",NULL,77.445,77.445,77.445,77.445,"C0007C-8X-6, 22.0 cm",NULL,77.465,77.465,77.465,77.465,"C0007C-8X-6 W, 20.0--22.0 cm",CKY000000000001385300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-16T13:57:41Z,sand,171,glass beaker,5.985,2.681,14.113,7.14003,8.128,171,glass beaker,5.985,2.681,11.824,4.861,5.839,2.372021,2.316426,2.142603,4.45903,2.18,0.08302079,0.03739675,5.755979,0.2918333,0.4120968,1.822818,1.290859,2.686442,0.5194911,1.081127,david_goldsby316,2008-02-01T01:29:53Z
"C0007C-9X-1, 17.0 cm",NULL,81.254,81.26,81.254,81.26,"C0007C-9X-1, 19.0 cm",NULL,81.273,81.28,81.273,81.28,"C0007C-9X-1 W, 17.0--19.0 cm",CKY000000000001409400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:30Z,NULL,36,glass cell,4.536,2.006,14.405,7.144808,9.869,36,glass cell,4.536,2.006,12.065,4.815,7.529,2.424871,2.368038,2.77077,5.138808,2.809,0.08487053,0.03822997,7.44413,0.2457058,0.3257426,1.920484,1.44861,2.686665,0.4608146,0.8546496,tsutsumi316,2008-01-18T18:17:08Z
"C0007C-9X-1, 65.0 cm",NULL,81.717,81.74,81.717,81.74,"C0007C-9X-1, 66.5 cm",NULL,81.731,81.755,81.731,81.755,"C0007C-9X-1 WR, 65.0--66.5 cm",CKY000000000001380800,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T12:10:24Z,NULL,10,glass cell,4.544,2.032,12.852,6.601899,8.308,10,glass cell,4.544,2.032,10.533,4.293,5.989,2.403109,2.346786,2.223113,4.569899,2.261,0.08410887,0.03788688,5.904891,0.2892524,0.4069692,1.817983,1.292127,2.656136,0.5135312,1.05563,tsutsumi316,2008-01-18T18:17:06Z
"C0007C-9X-2, 12.0 cm",NULL,82.566,82.62,82.566,82.62,"C0007C-9X-2, 14.0 cm",NULL,82.585,82.64,82.585,82.64,"C0007C-9X-2 W, 12.0--14.0 cm",CKY000000000001409500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:31Z,NULL,6,glass cell,4.527,2.039,14.182,7.009256,9.655,6,glass cell,4.527,2.039,11.945,4.782,7.418,2.318135,2.263803,2.706453,4.970256,2.743,0.08113478,0.0365472,7.336865,0.2400968,0.3159571,1.942556,1.476154,2.710879,0.4554702,0.8364467,tsutsumi316,2008-01-18T18:17:08Z
"C0007C-9X-2, 102.0 cm",NULL,83.434,83.52,83.434,83.52,"C0007C-9X-2, 104.0 cm",NULL,83.453,83.54,83.453,83.54,"C0007C-9X-2 W, 102.0--104.0 cm",CKY000000000001409600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:31Z,NULL,35,glass cell,4.599,2.052,11.749,5.892924,7.15,35,glass cell,4.599,2.052,9.895,4.047,5.296,1.921244,1.876214,1.96471,3.840924,1.995,0.06724358,0.0302899,5.228756,0.2687054,0.367438,1.861531,1.361328,2.661337,0.4884799,0.9549573,tsutsumi316,2008-01-18T18:17:09Z
"C0007C-9X-3, 10.5 cm",NULL,83.901,84.005,83.901,84.005,"C0007C-9X-3, 12.5 cm",NULL,83.921,84.025,83.921,84.025,"C0007C-9X-3 W, 10.5--12.5 cm",CKY000000000001409700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:31Z,NULL,13,glass cell,4.522,2.05,13.538,6.845786,9.016,13,glass cell,4.522,2.05,11.193,4.511,6.671,2.430052,2.373097,2.422688,4.795786,2.461,0.08505188,0.03831166,6.585948,0.2695266,0.3689752,1.879984,1.373278,2.718446,0.4948297,0.9795306,tsutsumi316,2008-01-18T18:17:09Z
"C0007C-9X-4, 28.5 cm",NULL,85.43,85.59,85.43,85.59,"C0007C-9X-4, 30.5 cm",NULL,85.449,85.61,85.449,85.61,"C0007C-9X-4 W, 28.5--30.5 cm",CKY000000000001409800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:32Z,NULL,34,glass cell,4.693,2.067,14.558,7.329725,9.865,34,glass cell,4.693,2.067,12.199,4.981,7.506,2.44456,2.387265,2.87546,5.262725,2.914,0.08555965,0.03854038,7.420441,0.2478013,0.3294359,1.874504,1.41,2.58061,0.4536177,0.8302204,tsutsumi316,2008-01-18T18:17:09Z
"C0007C-9X-5, 0.0 cm",NULL,86.322,86.515,86.322,86.515,"C0007C-9X-5, 1.5 cm",NULL,86.337,86.53,86.337,86.53,"C0007C-9X-5 WR, 0.0--1.5 cm",CKY000000000001365400,PP,NULL,8,arito316,NULL,CKY,2008-01-16T01:48:01Z,NULL,149,glass beaker,6.046,2.771,15.861,7.742186,9.815,149,glass beaker,6.046,2.771,13.608,5.499,7.562,2.334715,2.279995,2.691191,4.971186,2.728,0.08171509,0.0368086,7.480285,0.2378721,0.3121158,1.974378,1.504728,2.779544,0.458642,0.8472066,tsutsumi316,2008-01-18T18:17:05Z
"C0007C-9X-6, 40.0 cm",NULL,86.92,87.135,86.92,87.135,"C0007C-9X-6, 41.5 cm",NULL,86.935,87.15,86.935,87.15,"C0007C-9X-6 WR, 40.0--41.5 cm",CKY000000000001381400,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T12:38:20Z,NULL,20,glass cell,4.62,2.048,13.035,6.409633,8.415,20,glass cell,4.62,2.048,11.114,4.497,6.494,1.990674,1.944017,2.417615,4.361633,2.449,0.06967363,0.03138452,6.424326,0.2365625,0.309865,1.929323,1.472918,2.657299,0.4457086,0.8041052,tsutsumi316,2008-01-18T18:17:06Z
"C0007C-9X-6, 121.5 cm",NULL,87.706,87.95,87.706,87.95,"C0007C-9X-6, 123.5 cm",NULL,87.726,87.97,87.726,87.97,"C0007C-9X-6 W, 121.5--123.5 cm",CKY000000000001409900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:32Z,NULL,26,glass cell,4.589,2.068,12.792,6.35455,8.203,26,glass cell,4.589,2.068,10.852,4.423,6.263,2.010363,1.963245,2.323305,4.28655,2.355,0.07036275,0.03169493,6.192637,0.2450765,0.3246376,1.91366,1.444667,2.665443,0.4580012,0.8450224,tsutsumi316,2008-01-18T18:17:10Z
"C0007C-9X-7, 105.0 cm",NULL,88.907,89.195,88.907,89.195,"C0007C-9X-7, 107.0 cm",NULL,88.926,89.215,88.926,89.215,"C0007C-9X-7 W, 105.0--107.0 cm",CKY000000000001410000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:32Z,NULL,27,glass cell,4.648,2.08,14.884,7.25847,10.236,27,glass cell,4.648,2.08,12.696,5.08,8.048,2.267358,2.214216,2.964253,5.17847,3,0.07935757,0.03574665,7.968643,0.2215082,0.284535,1.976646,1.538803,2.688246,0.4275812,0.7469727,tsutsumi316,2008-01-18T18:17:10Z
"C0007C-10X-1, 24.0 cm",NULL,90.83,90.83,90.83,90.83,"C0007C-10X-1, 26.0 cm",NULL,90.85,90.85,90.85,90.85,"C0007C-10X-1 W, 24.0--26.0 cm",CKY000000000001410100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:33Z,NULL,22,glass cell,4.602,2.058,12.446,6.178785,7.844,22,glass cell,4.602,2.058,10.56,4.301,5.958,1.954404,1.908598,2.212187,4.120785,2.243,0.0684042,0.0308127,5.889596,0.2491591,0.3318401,1.903521,1.429241,2.66234,0.4631636,0.862765,tsutsumi316,2008-01-18T18:17:11Z
"C0007C-10X-1, 95.0 cm",NULL,91.54,91.54,91.54,91.54,"C0007C-10X-1, 97.0 cm",NULL,91.56,91.56,91.56,91.56,"C0007C-10X-1 W, 95.0--97.0 cm",CKY000000000001410200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:33Z,NULL,14,glass cell,4.569,2.054,11.899,5.814809,7.33,14,glass cell,4.569,2.054,10.248,4.171,5.679,1.710881,1.670782,2.090027,3.760809,2.117,0.05988088,0.02697337,5.619119,0.233408,0.3044749,1.949049,1.494125,2.68854,0.4442614,0.7994071,tsutsumi316,2008-01-18T18:17:12Z
"C0007C-10X-1, 111.0 cm",NULL,91.7,91.7,91.7,91.7,"C0007C-10X-1, 112.5 cm",NULL,91.715,91.715,91.715,91.715,"C0007C-10X-1 WR, 111.0--112.5 cm",CKY000000000001387900,PP,NULL,8,arito316,NULL,CKY,2008-01-16T16:20:25Z,NULL,164,glass beaker,6.118,2.757,15.636,7.699956,9.518,164,glass beaker,6.118,2.757,13.33,5.404,7.212,2.389637,2.33363,2.609326,4.942956,2.647,0.08363737,0.03767449,7.128363,0.2510651,0.3352295,1.925569,1.442126,2.731879,0.4721123,0.8943423,tsutsumi316,2008-01-18T18:17:10Z
"C0007C-10X-2, 0.0 cm",NULL,91.995,91.995,91.995,91.995,"C0007C-10X-2, 1.5 cm",NULL,92.01,92.01,92.01,92.01,"C0007C-10X-2 WR, 0.0--1.5 cm",CKY000000000001370400,PP,NULL,8,chesterf316,NULL,CKY,2008-01-16T04:23:25Z,NULL,183,glass beaker,5.929,2.649,13.329,6.395909,7.4,183,glass beaker,5.929,2.649,11.701,4.775,5.772,1.687047,1.647506,2.099402,3.746909,2.126,0.05904668,0.0265976,5.712953,0.2279793,0.295302,1.974961,1.524711,2.721228,0.4396975,0.7847502,david_goldsby316,2008-01-26T13:36:49Z
"C0007C-10X-3, 22.0 cm",NULL,92.44,92.44,92.44,92.44,"C0007C-10X-3, 24.0 cm",NULL,92.46,92.46,92.46,92.46,"C0007C-10X-3 W, 22.0--24.0 cm",CKY000000000001410300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:33Z,NULL,16,glass cell,4.613,2.072,13.316,6.408608,8.703,16,glass cell,4.613,2.072,11.619,4.719,7.006,1.758549,1.717333,2.619275,4.336608,2.647,0.06154927,0.0277249,6.944451,0.2020624,0.2532309,2.006868,1.601355,2.651287,0.3960084,0.6556521,tsutsumi316,2008-01-18T18:17:12Z
"C0007C-10X-3, 95.0 cm",NULL,93.17,93.17,93.17,93.17,"C0007C-10X-3, 97.0 cm",NULL,93.19,93.19,93.19,93.19,"C0007C-10X-3 W, 95.0--97.0 cm",CKY000000000001410400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-17T23:04:33Z,NULL,172,glass beaker,6.038,2.688,15.148,7.222456,9.11,172,glass beaker,6.038,2.688,13.416,5.498,7.378,1.794819,1.752753,2.781703,4.534456,2.81,0.0628187,0.02829671,7.315181,0.1970163,0.2453553,2.009061,1.613243,2.629749,0.3865409,0.6301005,tsutsumi316,2008-01-18T18:17:12Z
