Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0001E-2H-1, 99.0 cm",NULL,5.021,5.09,5.021,5.09,"C0001E-2H-1, 100.0 cm",NULL,5.031,5.1,5.031,5.1,"C0001E-2H-1 W, 99.0--100.0 cm",CKY000000000000258100,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:11:11Z,116,glass beaker,6.065,2.703,12.923,7.148972,6.858,116,glass beaker,6.065,2.703,9.932,4.171,3.867,3.099482,3.026838,1.419134,4.445972,1.468,0.1084819,0.04886574,3.758518,0.4519513,0.8246553,1.54252,0.845376,2.648458,0.6808045,2.132876,ishimori,2007-11-25T17:47:45Z
"C0001E-2H-2, 24.0 cm",NULL,5.714,5.835,5.714,5.835,"C0001E-2H-2, 25.0 cm",NULL,5.724,5.845,5.724,5.845,"C0001E-2H-2 W, 24.0--25.0 cm",CKY000000000000258200,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:05Z,155,glass beaker,6.039,2.701,12.545,6.191172,6.506,155,glass beaker,6.039,2.701,10.059,3.716,4.02,2.576166,2.515787,0.9743848,3.490172,1.015,0.09016587,0.04061526,3.929834,0.3959677,0.6555406,1.864092,1.125972,4.033144,0.7208204,2.581923,fujikit,2007-12-03T01:13:20Z
"C0001E-2H-2, 99.0 cm",NULL,6.412,6.585,6.412,6.585,"C0001E-2H-2, 100.0 cm",NULL,6.422,6.595,6.422,6.595,"C0001E-2H-2 W, 99.0--100.0 cm",CKY000000000000258300,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:06Z,152,glass beaker,6.064,2.776,11.55,6.014232,5.486,152,glass beaker,6.064,2.776,9.537,4.01,3.473,2.08601,2.037119,1.201112,3.238232,1.234,0.07301042,0.03288758,3.399989,0.3802425,0.6135344,1.694134,1.049952,2.8307,0.6290839,1.696027,hayashikz,2007-12-02T16:58:17Z
"C0001E-2H-3, 20.0 cm",NULL,7.087,7.31,7.087,7.31,"C0001E-2H-3, 21.0 cm",NULL,7.096,7.32,7.096,7.32,"C0001E-2H-3 W, 20.0--21.0 cm",CKY000000000000258400,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:06Z,134,glass beaker,6.038,2.73,12.712,6.700337,6.674,134,glass beaker,6.038,2.73,10.264,4.263,4.226,2.536788,2.477332,1.493006,3.970337,1.533,0.08878763,0.03999443,4.137212,0.3801,0.6131635,1.680966,1.04203,2.771063,0.62396,1.659292,ishimori,2007-11-30T00:48:45Z
"C0001E-2H-3, 34.0 cm",NULL,7.217,7.45,7.217,7.45,"C0001E-2H-3, 35.0 cm",NULL,7.226,7.46,7.226,7.46,"C0001E-2H-3 WR, 34.0--35.0 cm",CKY000000000000243100,PP,NULL,8,wzhu315,NULL,CKY,2007-11-20T19:26:04Z,32,glass cell,4.594,2.062,11.19,6.05432,6.596,32,glass cell,4.594,2.062,8.738,3.613,4.144,2.540933,2.481379,1.51094,3.99232,1.551,0.08893271,0.04005978,4.055067,0.3852233,0.6266068,1.652172,1.015717,2.683804,0.6215383,1.642275,hayashikz,2007-11-30T19:34:35Z
"C0001E-2H-3, 99.0 cm",NULL,7.822,8.1,7.822,8.1,"C0001E-2H-3, 100.0 cm",NULL,7.831,8.11,7.831,8.11,"C0001E-2H-3 W, 99.0--100.0 cm",CKY000000000000258500,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:06Z,136,glass beaker,6.026,2.675,10.856,6.155432,4.83,136,glass beaker,6.026,2.675,8.889,4.197,2.863,2.038342,1.990568,1.489864,3.480432,1.522,0.07134202,0.03213605,2.791658,0.422017,0.7301546,1.387759,0.8021009,1.873767,0.5719313,1.336074,hayashikz,2007-11-30T18:08:49Z
"C0001E-2H-5, 24.0 cm",NULL,8.738,9.085,8.738,9.085,"C0001E-2H-5, 25.0 cm",NULL,8.748,9.095,8.748,9.095,"C0001E-2H-5 W, 24.0--25.0 cm",CKY000000000000258600,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:06Z,137,glass beaker,6.089,2.707,10.969,5.790476,4.88,137,glass beaker,6.089,2.707,9.012,3.842,2.923,2.027979,1.980448,1.103027,3.083476,1.135,0.07097933,0.03197267,2.85202,0.4155696,0.7110676,1.58263,0.9249369,2.58563,0.6422779,1.795466,hayashikz,2007-11-30T18:09:56Z
"C0001E-2H-5, 99.0 cm",NULL,9.436,9.835,9.436,9.835,"C0001E-2H-5, 100.0 cm",NULL,9.446,9.845,9.446,9.845,"C0001E-2H-5 W, 99.0--100.0 cm",CKY000000000000258700,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:07Z,165,glass beaker,5.978,2.651,9.393,4.819893,3.415,165,glass beaker,5.978,2.651,7.991,3.424,2.013,1.45285,1.418799,0.7500947,2.168893,0.773,0.05084978,0.02290531,1.96215,0.4254319,0.7404377,1.574536,0.904678,2.61587,0.6541579,1.891493,hayashikz,2007-11-30T18:11:20Z
"C0001E-2H-5, 132.0 cm",NULL,9.743,10.165,9.743,10.165,"C0001E-2H-5, 133.0 cm",NULL,9.753,10.175,9.753,10.175,"C0001E-2H-5 WR, 132.0--133.0 cm",CKY000000000000244100,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-20T22:43:25Z,190,glass beaker,6.064,2.72,11.313,6.008709,5.249,190,glass beaker,6.064,2.72,9.18,3.885,3.116,2.210363,2.158557,1.130152,3.288709,1.165,0.07736275,0.03484809,3.038637,0.4211017,0.7274191,1.596067,0.9239604,2.688698,0.656354,1.909971,hayashikz,2007-11-30T18:15:57Z
"C0001E-2H-6, 24.0 cm",NULL,10.148,10.6,10.148,10.6,"C0001E-2H-6, 25.0 cm",NULL,10.157,10.61,10.157,10.61,"C0001E-2H-6 W, 24.0--25.0 cm",CKY000000000000258800,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:07Z,127,glass beaker,5.997,2.7,13.734,7.599674,7.737,127,glass beaker,5.997,2.7,10.445,4.325,4.448,3.40829,3.328408,1.571266,4.899674,1.625,0.1192902,0.05373435,4.32871,0.4405183,0.7873687,1.579085,0.8834689,2.754919,0.6793122,2.118298,hayashikz,2007-11-30T18:12:39Z
"C0001E-2H-6, 99.0 cm",NULL,10.846,11.35,10.846,11.35,"C0001E-2H-6, 100.0 cm",NULL,10.855,11.36,10.855,11.36,"C0001E-2H-6 W, 99.0--100.0 cm",CKY000000000000258900,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:07Z,172,glass beaker,6.038,2.688,12.847,7.006477,6.809,172,glass beaker,6.038,2.688,9.972,4.144,3.934,2.979275,2.909448,1.409029,4.318477,1.456,0.1042747,0.04697058,3.829725,0.4375495,0.7779343,1.576713,0.8868231,2.717988,0.6737208,2.06486,hayashikz,2007-11-30T18:13:47Z
"C0001E-2H-6, 140.0 cm",NULL,11.227,11.76,11.227,11.76,"C0001E-2H-6, 142.0 cm",NULL,11.246,11.78,11.246,11.78,"C0001E-2H-6 WR, 140.0--142.0 cm",CKY000000000000242600,PP,NULL,8,wzhu315,NULL,CKY,2007-11-20T19:22:48Z,188,glass beaker,6.014,2.74,10.557,5.437656,4.543,188,glass beaker,6.014,2.74,8.871,3.759,2.857,1.74715,1.706201,0.9914548,2.697656,1.019,0.06115031,0.02754518,2.79585,0.3845807,0.6249085,1.684054,1.0364,2.819947,0.6324755,1.720907,ishimori,2007-11-25T17:47:44Z
"C0001E-2H-7, 24.0 cm",NULL,11.553,12.11,11.553,12.11,"C0001E-2H-7, 25.0 cm",NULL,11.562,12.12,11.562,12.12,"C0001E-2H-7 W, 24.0--25.0 cm",CKY000000000000259000,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:08Z,196,glass beaker,6.1,2.757,13.091,7.044904,6.991,196,glass beaker,6.1,2.757,10.314,4.28,4.214,2.87772,2.810274,1.477631,4.287904,1.523,0.1007203,0.0453695,4.11328,0.4116321,0.699617,1.6304,0.9592751,2.7837,0.6553956,1.901878,hayashikz,2007-11-30T18:17:58Z
"C0001E-2H-7, 99.0 cm",NULL,12.251,12.86,12.251,12.86,"C0001E-2H-7, 100.0 cm",NULL,12.26,12.87,12.26,12.87,"C0001E-2H-7 W, 99.0--100.0 cm",CKY000000000000259100,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:08Z,189,glass beaker,6.03,2.678,12.859,6.860823,6.829,189,glass beaker,6.03,2.678,10.293,4.306,4.263,2.659067,2.596745,1.586078,4.182823,1.628,0.09306743,0.04192227,4.169932,0.3893788,0.6376764,1.632629,0.9969182,2.629084,0.6208117,1.637212,hayashikz,2007-11-30T18:20:03Z
"C0001E-2H-8, 24.0 cm",NULL,12.958,13.62,12.958,13.62,"C0001E-2H-8, 25.0 cm",NULL,12.967,13.63,12.967,13.63,"C0001E-2H-8 W, 24.0--25.0 cm",CKY000000000000259200,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:08Z,200,glass beaker,6.013,2.72,11.651,6.203287,5.638,200,glass beaker,6.013,2.72,9.421,3.983,3.408,2.310881,2.25672,1.226567,3.483287,1.263,0.08088089,0.03643283,3.327119,0.409876,0.6945591,1.618586,0.9551666,2.712545,0.6478707,1.839866,hayashikz,2007-11-30T18:21:35Z
"C0001E-3H-1, 24.0 cm",NULL,13.84,13.84,13.84,13.84,"C0001E-3H-1, 25.0 cm",NULL,13.85,13.85,13.85,13.85,"C0001E-3H-1 W, 24.0--25.0 cm",CKY000000000000259300,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:09Z,117,glass beaker,6.089,2.724,12.82,6.903422,6.731,117,glass beaker,6.089,2.724,10.162,4.257,4.073,2.754404,2.689848,1.489575,4.179422,1.533,0.09640422,0.04342532,3.976596,0.4092118,0.6926538,1.61051,0.9514701,2.669618,0.6435932,1.805782,hayashikz,2007-11-30T18:29:27Z
"C0001E-4H-1, 18.0 cm",NULL,23.27,23.28,23.27,23.28,"C0001E-4H-1, 19.0 cm",NULL,23.279,23.29,23.279,23.29,"C0001E-4H-1 W, 18.0--19.0 cm",CKY000000000000259400,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:09Z,194,glass beaker,6.04,2.751,12.666,7.029229,6.626,194,glass beaker,6.04,2.751,9.734,4.11,3.694,3.038342,2.967131,1.311098,4.278229,1.359,0.1063421,0.04790182,3.587658,0.4585485,0.8468873,1.548772,0.8385849,2.736376,0.6935418,2.263088,hayashikz,2007-11-30T18:34:10Z
"C0001E-4H-1, 124.0 cm",NULL,24.269,24.34,24.269,24.34,"C0001E-4H-1, 125.0 cm",NULL,24.278,24.35,24.278,24.35,"C0001E-4H-1 W, 124.0--125.0 cm",CKY000000000000259600,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:10Z,164,glass beaker,6.118,2.757,11.901,6.371078,5.783,164,glass beaker,6.118,2.757,9.623,4.103,3.505,2.360622,2.305295,1.308783,3.614078,1.346,0.08262183,0.03721704,3.422378,0.4082002,0.6897607,1.600132,0.9469576,2.614932,0.6378653,1.761403,hayashikz,2007-11-30T18:32:19Z
"C0001E-4H-2, 24.0 cm",NULL,24.74,24.84,24.74,24.84,"C0001E-4H-2, 25.0 cm",NULL,24.749,24.85,24.749,24.85,"C0001E-4H-2 W, 24.0--25.0 cm",CKY000000000000259500,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:17:10Z,113,glass beaker,5.985,2.629,10.722,5.628877,4.737,113,glass beaker,5.985,2.629,8.857,3.772,2.872,1.932643,1.887346,1.11253,2.999877,1.143,0.06764254,0.03046961,2.804357,0.4079887,0.689157,1.579065,0.9348243,2.520702,0.6291413,1.696445,hayashikz,2007-11-30T18:35:23Z
"C0001E-4H-2, 52.0 cm",NULL,25.004,25.12,25.004,25.12,"C0001E-4H-2, 53.0 cm",NULL,25.013,25.13,25.013,25.13,"C0001E-4H-2 WR, 52.0--53.0 cm",CKY000000000000245100,PP,NULL,8,wzhu315,NULL,CKY,2007-11-21T00:23:11Z,144,glass beaker,6.092,2.717,11.775,6.206544,5.683,144,glass beaker,6.092,2.717,9.604,4.045,3.512,2.249741,2.197013,1.292531,3.489544,1.328,0.07874099,0.03546892,3.433259,0.3958721,0.6552786,1.62858,0.9838705,2.656229,0.6295988,1.699775,hayashikz,2007-11-30T18:25:26Z
"C0001E-4H-2, 95.0 cm",NULL,25.409,25.55,25.409,25.55,"C0001E-4H-2, 96.0 cm",NULL,25.419,25.56,25.419,25.56,"C0001E-4H-2 WR, 95.0--96.0 cm",CKY000000000000245600,PP,NULL,8,wzhu315,NULL,CKY,2007-11-21T00:23:13Z,198,glass beaker,6.067,2.732,11.508,6.116561,5.441,198,glass beaker,6.067,2.732,9.341,3.959,3.274,2.245596,2.192965,1.191596,3.384561,1.227,0.07859592,0.03540357,3.195404,0.4127175,0.702758,1.607594,0.9441118,2.681616,0.6479318,1.840359,hayashikz,2007-11-30T18:22:55Z
"C0001E-4H-2, 124.0 cm",NULL,25.682,25.84,25.682,25.84,"C0001E-4H-2, 125.0 cm",NULL,25.692,25.85,25.692,25.85,"C0001E-4H-2 W, 124.0--125.0 cm",CKY000000000000260200,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:48Z,174,glass beaker,6.02,2.725,9.984,5.242587,3.964,174,glass beaker,6.02,2.725,8.282,3.548,2.262,1.763731,1.722393,0.7951934,2.517587,0.823,0.06173062,0.02780658,2.200269,0.4449371,0.8015976,1.574524,0.8739598,2.766961,0.6841446,2.166005,ishimori,2007-11-25T18:05:39Z
"C0001E-4H-3, 27.0 cm",NULL,26.191,26.38,26.191,26.38,"C0001E-4H-3, 28.0 cm",NULL,26.201,26.39,26.201,26.39,"C0001E-4H-3 W, 27.0--28.0 cm",CKY000000000000260300,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:49Z,148,glass beaker,6.08,2.753,10.651,5.59985,4.571,148,glass beaker,6.08,2.753,8.78,3.737,2.7,1.93886,1.893418,0.9534324,2.84685,0.984,0.06786016,0.03056764,2.63214,0.4241654,0.7366098,1.605634,0.9245796,2.760699,0.6650922,1.985897,ishimori,2007-11-25T18:05:40Z
"C0001E-4H-3, 101.0 cm",NULL,26.889,27.12,26.889,27.12,"C0001E-4H-3, 102.0 cm",NULL,26.898,27.13,26.898,27.13,"C0001E-4H-3 W, 101.0--102.0 cm",CKY000000000000260400,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:50Z,125,glass beaker,6.079,2.718,10.918,5.739502,4.839,125,glass beaker,6.079,2.718,8.967,3.797,2.888,2.021762,1.974377,1.047125,3.021502,1.079,0.07076171,0.03187465,2.817238,0.4178057,0.7176396,1.601521,0.9323967,2.69045,0.6534421,1.885521,ishimori,2007-11-25T18:05:41Z
"C0001E-4H-4, 0.0 cm",NULL,27.162,27.41,27.162,27.41,"C0001E-4H-4, 1.0 cm",NULL,27.171,27.42,27.171,27.42,"C0001E-4H-4 WR, 0.0--1.0 cm",CKY000000000000233100,PP,NULL,8,henry315,NULL,CKY,2007-11-20T02:32:43Z,173,glass beaker,5.972,2.711,12.205,6.670954,6.233,173,glass beaker,5.972,2.711,9.669,4.146,3.697,2.627979,2.566386,1.393568,3.959954,1.435,0.09197935,0.04143214,3.605021,0.4216235,0.7289776,1.574008,0.9103693,2.5869,0.6480848,1.841594,ishimori,2007-11-22T03:17:01Z
"C0001E-4H-5, 23.0 cm",NULL,27.581,27.855,27.581,27.855,"C0001E-4H-5, 24.0 cm",NULL,27.591,27.865,27.591,27.865,"C0001E-4H-5 W, 23.0--24.0 cm",CKY000000000000260500,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:51Z,192,glass beaker,5.928,2.685,11.13,5.962618,5.202,192,glass beaker,5.928,2.685,8.976,3.818,3.048,2.232124,2.179809,1.097809,3.277618,1.133,0.07812441,0.03519118,2.969876,0.4290897,0.7515885,1.587128,0.906108,2.705276,0.6650589,1.9856,ishimori,2007-11-25T18:05:41Z
"C0001E-4H-5, 101.0 cm",NULL,28.317,28.635,28.317,28.635,"C0001E-4H-5, 102.0 cm",NULL,28.326,28.645,28.326,28.645,"C0001E-4H-5 W, 101.0--102.0 cm",CKY000000000000260600,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:52Z,186,glass beaker,5.941,2.659,10.174,5.323526,4.233,186,glass beaker,5.941,2.659,8.458,3.615,2.517,1.778238,1.736561,0.9279647,2.664526,0.956,0.06223839,0.02803531,2.454762,0.4200894,0.7244037,1.588651,0.9212753,2.645318,0.6517336,1.871365,ishimori,2007-11-25T18:05:43Z
"C0001E-4H-6, 21.0 cm",NULL,28.995,29.355,28.995,29.355,"C0001E-4H-6, 22.0 cm",NULL,29.005,29.365,29.005,29.365,"C0001E-4H-6 W, 21.0--22.0 cm",CKY000000000000260700,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:53Z,112,glass beaker,6.02,2.652,11.367,6.047513,5.347,112,glass beaker,6.02,2.652,9.189,3.879,3.169,2.256995,2.204096,1.191417,3.395513,1.227,0.07899488,0.03558328,3.090005,0.4221049,0.7304178,1.574725,0.910026,2.593555,0.6491203,1.849979,ishimori,2007-11-25T18:05:44Z
"C0001E-4H-6, 105.0 cm",NULL,29.787,30.195,29.787,30.195,"C0001E-4H-6, 106.0 cm",NULL,29.796,30.205,29.796,30.205,"C0001E-4H-6 W, 105.0--106.0 cm",CKY000000000000260800,PP,NULL,5,akopf315,NULL,CKY,2007-11-21T18:20:54Z,195,glass beaker,6.061,2.75,12.414,6.608485,6.353,195,glass beaker,6.061,2.75,10,4.205,3.939,2.501554,2.442924,1.415561,3.858485,1.455,0.08755447,0.03943895,3.851446,0.3937595,0.6495105,1.646501,0.9981756,2.720791,0.6331304,1.725764,ishimori,2007-11-25T18:05:45Z
