Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0006E-16X-3, 20.0 cm",NULL,90.54,90.54,90.54,90.54,"C0006E-16X-3, 22.0 cm",NULL,90.56,90.56,90.56,90.56,"C0006E-16X-3 W, 20.0--22.0 cm",CKY000000000001046000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T11:33:18Z,NULL,120,glass beaker,6.112,2.707,13.696,6.42581,7.584,120,glass beaker,6.112,2.707,12.275,5.011,6.163,1.472539,1.438026,2.280784,3.71881,2.304,0.0515389,0.02321572,6.111461,0.1941639,0.2409471,2.039362,1.643391,2.679544,0.3866898,0.6304964,david_goldsby316,2008-01-14T09:56:20Z
"C0006E-17X-1, 20.0 cm",NULL,98.53,98.53,98.53,98.53,"C0006E-17X-1, 22.0 cm",NULL,98.55,98.55,98.55,98.55,"C0006E-17X-1 W, 20.0--22.0 cm",CKY000000000001046100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T11:34:43Z,NULL,109,glass beaker,6.007,2.678,14.895,7.487729,8.888,109,glass beaker,6.007,2.678,12.537,5.14,6.53,2.443523,2.386253,2.423476,4.809729,2.462,0.08552338,0.03852405,6.444477,0.2749239,0.3791655,1.847921,1.339883,2.659187,0.4961305,0.9846408,david_goldsby316,2008-01-14T09:56:20Z
"C0006E-17X-1, 100.0 cm",NULL,99.33,99.33,99.33,99.33,"C0006E-17X-1, 102.0 cm",NULL,99.35,99.35,99.35,99.35,"C0006E-17X-1 W, 100.0--102.0 cm",CKY000000000001046200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T11:34:43Z,NULL,14,glass cell,4.569,2.054,12.276,6.025421,7.707,14,glass cell,4.569,2.054,10.536,4.293,5.967,1.803109,1.760848,2.210573,3.971421,2.239,0.06310886,0.02842741,5.903891,0.2339573,0.3054102,1.940615,1.486594,2.670752,0.4433799,0.7965576,david_goldsby316,2008-01-14T09:56:20Z
"C0006E-17X-1, 115.5 cm",NULL,99.485,99.485,99.485,99.485,"C0006E-17X-1, 117.0 cm",NULL,99.5,99.5,99.5,99.5,"C0006E-17X-1 WR, 115.5--117.0 cm",CKY000000000001025500,PP,NULL,8,arito316,NULL,CKY,2007-12-30T22:50:01Z,NULL,113,glass beaker,5.985,2.629,11.88,5.646577,5.895,113,glass beaker,5.985,2.629,10.635,4.407,4.65,1.290155,1.259917,1.75766,3.017577,1.778,0.04515548,0.0203403,4.604844,0.2188559,0.2801735,1.953554,1.526007,2.619873,0.4175262,0.7168153,tsutsumi316,2008-01-02T01:57:28Z
"C0006E-17X-3, 0.0 cm",NULL,100.3,100.3,100.3,100.3,"C0006E-17X-3, 1.5 cm",NULL,100.315,100.315,100.315,100.315,"C0006E-17X-3 WR, 0.0--1.5 cm",CKY000000000001019800,PP,NULL,8,arito316,NULL,CKY,2007-12-30T17:00:59Z,NULL,33,glass cell,4.621,2.028,12.212,5.759146,7.591,33,glass cell,4.621,2.028,10.868,4.421,6.247,1.392746,1.360104,2.371042,3.731146,2.393,0.04874615,0.02195773,6.198254,0.1834733,0.2246998,2.034496,1.66122,2.614147,0.3645271,0.5736311,tsutsumi316,2008-01-01T01:02:37Z
"C0006E-17X-4, 20.0 cm",NULL,100.75,100.75,100.75,100.75,"C0006E-17X-4, 22.0 cm",NULL,100.77,100.77,100.77,100.77,"C0006E-17X-4 W, 20.0--22.0 cm",CKY000000000001046300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T11:34:44Z,NULL,122,glass beaker,5.971,2.701,13.209,6.178438,7.238,122,glass beaker,5.971,2.701,11.932,4.907,5.961,1.323316,1.292301,2.185137,3.477438,2.206,0.0463161,0.02086311,5.914684,0.182829,0.223734,2.081418,1.700874,2.706779,0.3716244,0.591405,david_goldsby316,2008-01-14T09:56:21Z
"C0006E-17X-5, 27.5 cm",NULL,101.45,101.45,101.45,101.45,"C0006E-17X-5, 29.0 cm",NULL,101.465,101.465,101.465,101.465,"C0006E-17X-5 WR, 27.5--29.0 cm",CKY000000000001027700,PP,NULL,8,arito316,NULL,CKY,2007-12-30T23:48:37Z,NULL,10,glass cell,4.544,2.032,7.673,3.506757,3.129,10,glass cell,4.544,2.032,7.158,2.994,2.614,0.5336788,0.5211707,0.9535861,1.474757,0.962,0.01867877,0.008413861,2.595321,0.1705589,0.2056311,2.121706,1.75983,2.721643,0.3533943,0.5465376,tsutsumi316,2008-01-02T01:57:28Z
"C0006E-18X-1, 8.0 cm",NULL,106.41,106.41,106.41,106.41,"C0006E-18X-1, 10.0 cm",NULL,106.43,106.43,106.43,106.43,"C0006E-18X-1 W, 8.0--10.0 cm",CKY000000000001049700,316NIC,47IODP,10,david_goldsby316,NULL,CKY,2007-12-31T12:37:42Z,NULL,127,glass beaker,5.997,2.7,14.063,7.010648,8.066,127,glass beaker,5.997,2.7,11.916,4.873,5.919,2.224871,2.172725,2.137923,4.310648,2.173,0.07787053,0.03507681,5.841129,0.2758332,0.3808973,1.87118,1.355047,2.732151,0.5040367,1.016278,david_goldsby316,2008-01-14T10:08:11Z
"C0006E-18X-1, 20.0 cm",NULL,106.53,106.53,106.53,106.53,"C0006E-18X-1, 22.0 cm",NULL,106.55,106.55,106.55,106.55,"C0006E-18X-1 W, 20.0--22.0 cm",CKY000000000001048900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:25:22Z,NULL,121,glass beaker,6.069,2.709,12.437,5.917665,6.368,121,glass beaker,6.069,2.709,10.776,4.2639,4.707,1.721244,1.680902,1.527763,3.208665,1.5549,0.06024357,0.02713674,4.646757,0.2702958,0.3704183,1.984626,1.44819,3.041543,0.5238633,1.100237,david_goldsby316,2008-01-26T07:24:17Z
"C0006E-18X-1, 103.0 cm",NULL,107.36,107.36,107.36,107.36,"C0006E-18X-1, 105.0 cm",NULL,107.38,107.38,107.38,107.38,"C0006E-18X-1 W, 103.0--105.0 cm",CKY000000000001049000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:25:23Z,NULL,110,glass beaker,5.992,2.65,12.036,5.794255,6.044,110,glass beaker,5.992,2.65,10.717,4.481,4.725,1.366839,1.334804,1.809451,3.144255,1.831,0.04783942,0.02154929,4.67716,0.2261482,0.292237,1.922236,1.487526,2.584851,0.4245216,0.7376847,david_goldsby316,2008-01-14T09:56:21Z
"C0006E-19X-1, 20.0 cm",NULL,116.03,116.03,116.03,116.03,"C0006E-19X-1, 22.0 cm",NULL,116.05,116.05,116.05,116.05,"C0006E-19X-1 W, 20.0--22.0 cm",CKY000000000001049100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:41Z,NULL,191,glass beaker,6.066,2.767,14.585,7.163949,8.519,191,glass beaker,6.066,2.767,12.507,5.095,6.441,2.153368,2.102898,2.29405,4.396949,2.328,0.07536793,0.03394952,6.365632,0.2527724,0.3382803,1.93748,1.447739,2.774844,0.4782631,0.9166748,david_goldsby316,2008-01-14T09:56:21Z
"C0006E-19X-1, 100.0 cm",NULL,116.83,116.83,116.83,116.83,"C0006E-19X-1, 102.0 cm",NULL,116.85,116.85,116.85,116.85,"C0006E-19X-1 W, 100.0--102.0 cm",CKY000000000001049200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:41Z,NULL,144,glass beaker,6.092,2.717,13.329,6.215871,7.237,144,glass beaker,6.092,2.717,11.922,4.815,5.83,1.458031,1.423858,2.075013,3.498871,2.098,0.05103113,0.02298699,5.778969,0.201469,0.2522995,2.068381,1.651667,2.785028,0.4069479,0.6861925,david_goldsby316,2008-01-14T09:56:22Z
"C0006E-19X-2, 19.0 cm",NULL,117.11,117.11,117.11,117.11,"C0006E-19X-2, 21.0 cm",NULL,117.13,117.13,117.13,117.13,"C0006E-19X-2 W, 19.0--21.0 cm",CKY000000000001049300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:41Z,NULL,166,glass beaker,6.117,2.773,13.272,6.579663,7.155,166,glass beaker,6.117,2.773,11.358,4.674,5.241,1.98342,1.936933,1.86973,3.806663,1.901,0.06941974,0.03127015,5.17158,0.2772075,0.383523,1.879599,1.35856,2.76595,0.5088271,1.035943,david_goldsby316,2008-01-14T09:56:22Z
"C0006E-19X-3, 20.0 cm",NULL,117.46,117.46,117.46,117.46,"C0006E-19X-3, 22.0 cm",NULL,117.48,117.48,117.48,117.48,"C0006E-19X-3 W, 20.0--22.0 cm",CKY000000000001049400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:41Z,NULL,206,glass beaker,6.02,2.646,13.413,6.423192,7.393,206,glass beaker,6.02,2.646,11.85,4.867,5.83,1.619689,1.581728,2.195464,3.777192,2.221,0.05668916,0.02553566,5.773311,0.2190842,0.2805477,1.957274,1.528466,2.629654,0.4187575,0.7204524,david_goldsby316,2008-01-14T09:56:22Z
"C0006E-19X-3, 108.0 cm",NULL,118.34,118.34,118.34,118.34,"C0006E-19X-3, 110.0 cm",NULL,118.36,118.36,118.36,118.36,"C0006E-19X-3 W, 108.0--110.0 cm",CKY000000000001049500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:42Z,NULL,147,glass beaker,6.026,2.675,14.506,7.153171,8.48,147,glass beaker,6.026,2.675,12.479,5.135,6.453,2.100518,2.051287,2.426884,4.478171,2.46,0.07351819,0.0331163,6.379482,0.2477026,0.3292616,1.89363,1.424573,2.628672,0.4580636,0.8452351,david_goldsby316,2008-01-14T10:08:10Z
"C0006E-19X-3, 113.5 cm",NULL,118.395,118.395,118.395,118.395,"C0006E-19X-3, 115.0 cm",NULL,118.41,118.41,118.41,118.41,"C0006E-19X-3 WR, 113.5--115.0 cm",CKY000000000001029600,PP,NULL,8,arito316,NULL,CKY,2007-12-31T01:52:31Z,NULL,171,glass beaker,5.985,2.681,12.823,6.289222,6.838,171,glass beaker,5.985,2.681,11.267,4.74,5.282,1.612435,1.574644,2.033579,3.608222,2.059,0.05643528,0.0254213,5.225565,0.2358051,0.3085667,1.895116,1.448238,2.56964,0.4364043,0.7743215,tsutsumi316,2008-01-02T01:57:27Z
"C0006E-19X-4, 20.0 cm",NULL,118.865,118.865,118.865,118.865,"C0006E-19X-4, 22.0 cm",NULL,118.885,118.885,118.885,118.885,"C0006E-19X-4 W, 20.0--22.0 cm",CKY000000000001049600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T12:37:42Z,NULL,163,glass beaker,6.086,2.738,13.672,6.610295,7.586,163,glass beaker,6.086,2.738,11.903,4.849,5.817,1.833161,1.790196,2.082099,3.872295,2.111,0.06416067,0.0289012,5.752839,0.2416505,0.3186532,1.959045,1.485641,2.763,0.4623088,0.8598035,david_goldsby316,2008-01-14T10:08:10Z
"C0006E-19X-4, 95.5 cm",NULL,119.62,119.62,119.62,119.62,"C0006E-19X-4, 97.0 cm",NULL,119.635,119.635,119.635,119.635,"C0006E-19X-4 WR, 95.5--97.0 cm",CKY000000000001037700,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T07:49:12Z,NULL,137,glass beaker,6.089,2.707,13.249,6.376196,7.16,137,glass beaker,6.089,2.707,11.687,4.821,5.598,1.618653,1.580716,2.088481,3.669196,2.114,0.05665289,0.02551932,5.541347,0.2260688,0.2921046,1.951381,1.510235,2.653291,0.430807,0.7568735,david_goldsby316,2008-01-14T09:56:18Z
"C0006E-19X-5, 0.0 cm",NULL,119.755,119.755,119.755,119.755,"C0006E-19X-5, 1.5 cm",NULL,119.77,119.77,119.77,119.77,"C0006E-19X-5 WR, 0.0--1.5 cm",CKY000000000001020700,PP,NULL,8,arito316,NULL,CKY,2007-12-30T17:53:58Z,NULL,175,glass beaker,6.139,2.807,12.596,6.12304,6.457,175,glass beaker,6.139,2.807,10.998,4.532,4.859,1.655959,1.617147,1.698893,3.31604,1.725,0.05795859,0.02610747,4.801041,0.2564594,0.3449165,1.947202,1.447824,2.825983,0.4876742,0.951883,tsutsumi316,2008-01-01T01:02:37Z
"C0006E-19X-6, 39.0 cm",NULL,120.47,120.47,120.47,120.47,"C0006E-19X-6, 40.5 cm",NULL,120.485,120.485,120.485,120.485,"C0006E-19X-6 WR, 39.0--40.5 cm",CKY000000000001038900,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T08:34:14Z,NULL,20,glass cell,4.62,2.048,11.54,5.771573,6.92,20,glass cell,4.62,2.048,9.835,4.074,5.215,1.766839,1.725429,1.998144,3.723573,2.026,0.06183943,0.0278556,5.153161,0.2553236,0.3428652,1.85843,1.383929,2.578973,0.4633799,0.8635157,david_goldsby316,2008-01-14T09:56:18Z
"C0006E-20X-1, 20.0 cm",NULL,125.53,125.53,125.53,125.53,"C0006E-20X-1, 22.0 cm",NULL,125.55,125.55,125.55,125.55,"C0006E-20X-1 W, 20.0--22.0 cm",CKY000000000001051900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:54Z,NULL,142,glass beaker,6.096,2.792,14.669,7.354004,8.573,142,glass beaker,6.096,2.792,12.374,5.069,6.278,2.378238,2.322498,2.239505,4.562004,2.277,0.08323841,0.03749478,6.194761,0.2774103,0.3839112,1.879218,1.357904,2.766129,0.5090961,1.037059,david_goldsby316,2008-01-14T10:08:11Z
"C0006E-20X-1, 38.5 cm",NULL,125.715,125.715,125.715,125.715,"C0006E-20X-1, 40.0 cm",NULL,125.73,125.73,125.73,125.73,"C0006E-20X-1 WR, 38.5--40.0 cm",CKY000000000001043000,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T10:19:05Z,NULL,112,glass beaker,6.02,2.652,14.303,6.798878,8.283,112,glass beaker,6.02,2.652,12.668,5.171,6.648,1.694301,1.65459,2.492288,4.146878,2.519,0.05930056,0.02671197,6.588699,0.2045516,0.2571525,1.997406,1.588834,2.643635,0.3989966,0.6638841,david_goldsby316,2008-01-14T09:56:17Z
"C0006E-20X-1, 100.0 cm",NULL,126.33,126.33,126.33,126.33,"C0006E-20X-1, 102.0 cm",NULL,126.35,126.35,126.35,126.35,"C0006E-20X-1 W, 100.0--102.0 cm",CKY000000000001052000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:54Z,NULL,181,glass beaker,6.057,2.713,14.342,6.719466,8.285,181,glass beaker,6.057,2.713,12.842,5.226,6.785,1.554404,1.517973,2.488494,4.006466,2.513,0.05440419,0.02450639,6.730596,0.1876167,0.230946,2.067907,1.679933,2.704687,0.3788807,0.6099967,david_goldsby316,2008-01-14T10:08:11Z
"C0006E-20X-1, 118.5 cm",NULL,126.515,126.515,126.515,126.515,"C0006E-20X-1, 120.0 cm",NULL,126.53,126.53,126.53,126.53,"C0006E-20X-1 WR, 118.5--120.0 cm",CKY000000000001042400,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T10:19:03Z,NULL,155,glass beaker,6.039,2.701,14.301,7.170186,8.262,155,glass beaker,6.039,2.701,12.048,4.927,6.009,2.334715,2.279995,2.189191,4.469186,2.226,0.08171509,0.0368086,5.927285,0.2825847,0.3938928,1.848659,1.326256,2.707522,0.5101589,1.041478,david_goldsby316,2008-01-14T09:56:19Z
"C0006E-20X-2, 20.0 cm",NULL,126.945,126.945,126.945,126.945,"C0006E-20X-2, 22.0 cm",NULL,126.965,126.965,126.965,126.965,"C0006E-20X-2 W, 20.0--22.0 cm",CKY000000000001052100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:55Z,NULL,150,glass beaker,6.111,2.68,13.048,6.500946,6.937,150,glass beaker,6.111,2.68,11.199,4.66,5.088,1.916062,1.871154,1.949792,3.820946,1.98,0.06706223,0.03020821,5.020938,0.2762091,0.3816144,1.815519,1.314056,2.575115,0.4897097,0.9596688,david_goldsby316,2008-01-14T10:08:12Z
"C0006E-20X-2, 100.0 cm",NULL,127.745,127.745,127.745,127.745,"C0006E-20X-2, 102.0 cm",NULL,127.765,127.765,127.765,127.765,"C0006E-20X-2 W, 100.0--102.0 cm",CKY000000000001052200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:55Z,NULL,159,glass beaker,6.088,2.772,12.063,5.819333,5.975,159,glass beaker,6.088,2.772,10.762,4.524,4.674,1.348187,1.316588,1.730745,3.047333,1.752,0.04718657,0.02125521,4.626814,0.2256379,0.2913855,1.960731,1.518316,2.673308,0.4320461,0.7607063,david_goldsby316,2008-01-14T10:08:12Z
"C0006E-20X-2, 121.5 cm",NULL,127.96,127.96,127.96,127.96,"C0006E-20X-2, 123.0 cm",NULL,127.975,127.975,127.975,127.975,"C0006E-20X-2 WR, 121.5--123.0 cm",CKY000000000001044100,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T10:56:01Z,"Measured by ""3"" runs average, instead of ""5."" Average volume (sample + cell) measured by pycnometer is diferrent between J-CORES and logs. ",165,glass beaker,5.978,2.651,12.993,6.355395,7.015,165,glass beaker,5.978,2.651,11.247,4.617,5.269,1.809326,1.76692,1.937475,3.704395,1.966,0.06332647,0.02852544,5.205673,0.2579225,0.3475682,1.893697,1.40527,2.686834,0.4769795,0.9119708,david_goldsby316,2008-01-04T03:12:01Z
"C0006E-20X-3, 0.0 cm",NULL,128.16,128.16,128.16,128.16,"C0006E-20X-3, 1.5 cm",NULL,128.175,128.175,128.175,128.175,"C0006E-20X-3 WR, 0.0--1.5 cm",CKY000000000001044700,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T11:18:02Z,NULL,7,glass cell,4.588,2.091,14.483,7.153112,9.895,7,glass cell,4.588,2.091,12.213,4.893,7.625,2.352332,2.297199,2.764914,5.062112,2.802,0.08233167,0.03708634,7.542669,0.2377293,0.31187,1.954718,1.490024,2.727994,0.4538024,0.8308392,david_goldsby316,2008-01-14T09:56:19Z
"C0006E-20X-3, 20.0 cm",NULL,128.36,128.36,128.36,128.36,"C0006E-20X-3, 22.0 cm",NULL,128.38,128.38,128.38,128.38,"C0006E-20X-3 W, 20.0--22.0 cm",CKY000000000001052300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:55Z,NULL,34,glass cell,4.693,2.067,11.43,5.635031,6.737,34,glass cell,4.693,2.067,9.83,4.042,5.137,1.658031,1.619171,1.94886,3.568031,1.975,0.05803113,0.02614015,5.078969,0.2461082,0.3264503,1.888156,1.423466,2.606123,0.4537996,0.8308299,david_goldsby316,2008-01-14T10:08:12Z
"C0006E-20X-3, 100.0 cm",NULL,129.16,129.16,129.16,129.16,"C0006E-20X-3, 102.0 cm",NULL,129.18,129.18,129.18,129.18,"C0006E-20X-3 W, 100.0--102.0 cm",CKY000000000001052400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:56Z,NULL,199,glass beaker,6.006,2.699,11.58,4.37877,5.574,199,glass beaker,6.006,2.699,12.216,5.012,6.21,-0.6590674,-0.6436205,2.323391,1.67977,2.313,-0.02306738,-0.01039071,6.233067,-0.1182396,-0.1057372,3.318311,3.710667,2.682746,-0.3831598,-0.2770177,david_goldsby316,2008-01-14T10:08:12Z
"C0006E-20X-4, 20.0 cm",NULL,129.79,129.79,129.79,129.79,"C0006E-20X-4, 22.0 cm",NULL,129.81,129.81,129.81,129.81,"C0006E-20X-4 W, 20.0--22.0 cm",CKY000000000001052500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:56Z,NULL,131,glass beaker,6.067,2.717,13.968,6.710722,7.901,131,glass beaker,6.067,2.717,12.297,5.047,6.23,1.731606,1.691022,2.3027,3.993722,2.33,0.06060626,0.02730012,6.169394,0.2191629,0.2806769,1.978355,1.544773,2.6792,0.42342,0.7343648,david_goldsby316,2008-01-14T10:08:13Z
"C0006E-20X-4, 100.0 cm",NULL,130.59,130.59,130.59,130.59,"C0006E-20X-4, 102.0 cm",NULL,130.61,130.61,130.61,130.61,"C0006E-20X-4 W, 100.0--102.0 cm",CKY000000000001052600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:56Z,NULL,126,glass beaker,6.042,2.703,12.683,6.196087,6.641,126,glass beaker,6.042,2.703,11.096,4.616,5.054,1.64456,1.606015,1.887072,3.493087,1.913,0.05755963,0.02592776,4.996441,0.2476373,0.3291462,1.901184,1.430379,2.647721,0.4597695,0.8510618,david_goldsby316,2008-01-14T10:08:13Z
"C0006E-20X-5, 20.0 cm",NULL,131.205,131.205,131.205,131.205,"C0006E-20X-5, 22.0 cm",NULL,131.225,131.225,131.225,131.225,"C0006E-20X-5 W, 20.0--22.0 cm",CKY000000000001052700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:56Z,NULL,116,glass beaker,6.065,2.703,12.158,5.606365,6.093,116,glass beaker,6.065,2.703,11.094,4.547,5.029,1.102591,1.076749,1.826617,2.903365,1.844,0.0385907,0.0173832,4.990409,0.1809602,0.2209419,2.098599,1.718836,2.73205,0.3708623,0.589477,david_goldsby316,2008-01-14T10:08:13Z
"C0006E-20X-5, 33.5 cm",NULL,131.34,131.34,131.34,131.34,"C0006E-20X-5, 35.0 cm",NULL,131.355,131.355,131.355,131.355,"C0006E-20X-5 WR, 33.5--35.0 cm",CKY000000000001047400,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T11:43:43Z,NULL,190,glass beaker,6.064,2.72,13.608,6.744842,7.544,190,glass beaker,6.064,2.72,11.735,4.88,5.671,1.940933,1.895442,2.1294,4.024842,2.16,0.0679327,0.03060031,5.603067,0.2572816,0.3464054,1.874359,1.392121,2.63129,0.4709358,0.8901297,tsutsumi316,2008-01-02T01:57:27Z
"C0006E-20X-5, 108.0 cm",NULL,132.085,132.085,132.085,132.085,"C0006E-20X-5, 109.5 cm",NULL,132.1,132.1,132.1,132.1,"C0006E-20X-5 WR, 108.0--109.5 cm",CKY000000000001046800,PP,NULL,8,chesterf316,NULL,CKY,2007-12-31T11:43:42Z,NULL,124,glass beaker,5.982,2.656,12.72,6.014155,6.738,124,glass beaker,5.982,2.656,11.378,4.678,5.396,1.390674,1.35808,2.000075,3.358155,2.022,0.04867361,0.02192505,5.347327,0.2063926,0.260069,2.006459,1.592341,2.673563,0.4044125,0.6790144,tsutsumi316,2008-01-02T01:57:27Z
"C0006E-20X-5, 112.0 cm",NULL,132.125,132.125,132.125,132.125,"C0006E-20X-5, 114.0 cm",NULL,132.145,132.145,132.145,132.145,"C0006E-20X-5 W, 112.0--114.0 cm",CKY000000000001052800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:57Z,NULL,12,glass cell,4.541,2.028,12.916,6.178944,8.375,12,glass cell,4.541,2.028,11.296,4.566,6.755,1.678757,1.639411,2.511533,4.150944,2.538,0.05875652,0.0264669,6.696244,0.2004485,0.2507012,2.017614,1.613186,2.666198,0.3949489,0.6527529,david_goldsby316,2008-01-14T10:08:14Z
"C0006E-20X-6, 21.5 cm",NULL,132.63,132.63,132.63,132.63,"C0006E-20X-6, 23.0 cm",NULL,132.645,132.645,132.645,132.645,"C0006E-20X-6 W, 21.5--23.0 cm",CKY000000000001052900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-31T14:42:57Z,NULL,178,glass beaker,6.07,2.773,13.276,6.29061,7.206,178,glass beaker,6.07,2.773,11.809,4.83,5.739,1.520207,1.484577,2.033033,3.51761,2.057,0.0532073,0.02396725,5.685793,0.2109641,0.2673695,2.04855,1.616379,2.796705,0.4220415,0.730228,david_goldsby316,2008-01-14T10:08:14Z
"C0006E-20X-7, 0.0 cm",NULL,132.845,132.845,132.845,132.845,"C0006E-20X-7, 1.5 cm",NULL,132.86,132.86,132.86,132.86,"C0006E-20X-7 WR, 0.0--1.5 cm",CKY000000000001022000,PP,NULL,8,arito316,NULL,CKY,2007-12-30T18:51:52Z,NULL,156,glass beaker,5.934,2.659,14.873,6.993026,8.939,156,glass beaker,5.934,2.659,13.272,5.399,7.338,1.659067,1.620183,2.713844,4.334026,2.74,0.0580674,0.02615649,7.279933,0.1855988,0.227896,2.062516,1.679716,2.682517,0.3738286,0.5970068,tsutsumi316,2008-01-01T02:15:06Z
"C0006E-21X-1, 23.0 cm",NULL,135.06,135.06,135.06,135.06,"C0006E-21X-1, 25.0 cm",NULL,135.08,135.08,135.08,135.08,"C0006E-21X-1 W, 23.0--25.0 cm",CKY000000000001111100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-03T02:24:59Z,NULL,188,glass beaker,6.014,2.74,12.567,6.246273,6.553,188,glass beaker,6.014,2.74,10.793,4.48,4.779,1.838342,1.795256,1.711017,3.506273,1.74,0.06434202,0.02898289,4.714658,0.2805344,0.3899205,1.868936,1.344635,2.755471,0.5120126,1.049233,tsutsumi316,2008-01-06T23:21:23Z
"C0006E-21X-1, 99.0 cm",NULL,135.82,135.82,135.82,135.82,"C0006E-21X-1, 101.0 cm",NULL,135.84,135.84,135.84,135.84,"C0006E-21X-1 W, 99.0--101.0 cm",CKY000000000001111200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-03T02:24:59Z,NULL,176,glass beaker,5.97,2.665,14.401,7.031358,8.431,176,glass beaker,5.97,2.665,12.417,5.056,6.447,2.055959,2.007772,2.358586,4.366358,2.391,0.07195861,0.03241379,6.375042,0.243857,0.3225012,1.9309,1.460036,2.702908,0.4598276,0.8512608,tsutsumi316,2008-01-06T23:21:24Z
"C0006E-21X-2, 23.0 cm",NULL,136.51,136.51,136.51,136.51,"C0006E-21X-2, 25.0 cm",NULL,136.53,136.53,136.53,136.53,"C0006E-21X-2 W, 23.0--25.0 cm",CKY000000000001111300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-03T02:25:00Z,NULL,152,glass beaker,6.064,2.776,13.657,6.507161,7.593,152,glass beaker,6.064,2.776,12.087,4.944,6.023,1.626943,1.588811,2.14235,3.731161,2.168,0.05694305,0.02565002,5.966057,0.2142688,0.2726999,2.035023,1.598981,2.784819,0.4258222,0.7416209,tsutsumi316,2008-01-06T23:21:24Z
