Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0008A-6H-2, 23.0 cm",NULL,45.367,45.56,45.367,45.56,"C0008A-6H-2, 25.0 cm",NULL,45.385,45.58,45.385,45.58,"C0008A-6H-2 W, 23.0--25.0 cm",CKY000000000001630600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:26Z,NULL,122,glass beaker,5.971,2.701,14.887,7.817421,8.916,122,glass beaker,5.971,2.701,11.999,4.942,6.028,2.992746,2.922604,2.193817,5.116421,2.241,0.1047462,0.04718297,5.923254,0.3356602,0.5052538,1.742624,1.157695,2.699976,0.5712204,1.3322,tsutsumi316,2008-01-31T19:08:56Z
"C0008A-6H-2, 97.0 cm",NULL,46.016,46.3,46.016,46.3,"C0008A-6H-2, 99.0 cm",NULL,46.033,46.32,46.033,46.32,"C0008A-6H-2 W, 97.0--99.0 cm",CKY000000000001630700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:26Z,NULL,123,glass beaker,6.064,2.724,14.659,7.653431,8.595,123,glass beaker,6.064,2.724,12.003,5.009,5.939,2.752332,2.687824,2.241607,4.929431,2.285,0.09633168,0.04339265,5.842668,0.3202247,0.4710744,1.743609,1.185262,2.606464,0.5452604,1.199061,tsutsumi316,2008-01-31T19:08:57Z
"C0008A-6H-3, 23.0 cm",NULL,46.62,46.99,46.62,46.99,"C0008A-6H-3, 25.0 cm",NULL,46.638,47.01,46.638,47.01,"C0008A-6H-3 W, 23.0--25.0 cm",CKY000000000001630800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:26Z,NULL,199,glass beaker,6.006,2.699,13.589,6.878043,7.583,199,glass beaker,6.006,2.699,11.303,4.602,5.297,2.368912,2.31339,1.865652,4.179043,1.903,0.08291198,0.03734774,5.214088,0.3123977,0.4543291,1.81453,1.247675,2.79478,0.5535695,1.23999,tsutsumi316,2008-01-31T19:08:57Z
"C0008A-6H-3, 59.0 cm",NULL,46.936,47.35,46.936,47.35,"C0008A-6H-3, 60.5 cm",NULL,46.949,47.365,46.949,47.365,"C0008A-6H-3 WR, 59.0--60.5 cm",CKY000000000001578700,PP,NULL,8,arito316,NULL,CKY,2008-01-27T22:44:58Z,NULL,157,glass beaker,6.049,2.679,13.606,6.917234,7.557,157,glass beaker,6.049,2.679,11.364,4.685,5.315,2.323316,2.268863,1.969371,4.238234,2.006,0.08131613,0.03662888,5.233684,0.3074389,0.443916,1.783054,1.234874,2.657541,0.5353322,1.152075,tsutsumi316,2008-01-31T19:25:59Z
"C0008A-6H-3, 99.0 cm",NULL,47.286,47.75,47.286,47.75,"C0008A-6H-3, 101.0 cm",NULL,47.304,47.77,47.304,47.77,"C0008A-6H-3 W, 99.0--101.0 cm",CKY000000000001630900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:27Z,NULL,7,glass cell,4.588,2.091,14.434,7.597002,9.846,7,glass cell,4.588,2.091,11.45,4.626,6.862,3.092228,3.019754,2.486249,5.506002,2.535,0.1082281,0.04875138,6.753772,0.3140593,0.457852,1.78823,1.22662,2.716451,0.5484476,1.214582,tsutsumi316,2008-01-31T19:08:57Z
"C0008A-6H-4, 24.0 cm",NULL,47.874,48.42,47.874,48.42,"C0008A-6H-4, 26.0 cm",NULL,47.891,48.44,47.891,48.44,"C0008A-6H-4 W, 24.0--26.0 cm",CKY000000000001631000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:27Z,NULL,120,glass beaker,6.112,2.707,12.891,6.67503,6.779,120,glass beaker,6.112,2.707,10.602,4.396,4.49,2.372021,2.316426,1.651603,3.96803,1.689,0.08302079,0.03739675,4.406979,0.3499072,0.5382419,1.708405,1.110622,2.668304,0.5837725,1.402532,tsutsumi316,2008-01-31T19:08:58Z
"C0008A-6H-4, 99.0 cm",NULL,48.531,49.17,48.531,49.17,"C0008A-6H-4, 101.0 cm",NULL,48.548,49.19,48.548,49.19,"C0008A-6H-4 W, 99.0--101.0 cm",CKY000000000001631100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:27Z,NULL,13,glass cell,4.522,2.05,11.589,6.334653,7.067,13,glass cell,4.522,2.05,8.984,3.741,4.462,2.699482,2.636213,1.648441,4.284653,1.691,0.09448194,0.04255943,4.367518,0.3819841,0.6180814,1.649375,1.01934,2.649485,0.6152686,1.599216,tsutsumi316,2008-01-31T19:08:58Z
"C0008A-6H-5, 0.0 cm",NULL,48.619,49.27,48.619,49.27,"C0008A-6H-5, 1.5 cm",NULL,48.632,49.285,48.632,49.285,"C0008A-6H-5 WR, 0.0--1.5 cm",CKY000000000001540200,PP,NULL,8,chesterf316,NULL,CKY,2008-01-27T04:59:54Z,NULL,144,glass beaker,6.092,2.717,13.049,6.7231,6.957,144,glass beaker,6.092,2.717,10.764,4.448,4.672,2.3679,2.3124,1.6937,4.0061,1.731,0.0829,0.0373,4.5891,0.3404,0.516,1.7366,1.1455,2.7095,0.5772,1.3653,fujikit,2010-08-10T11:47:48Z
"C0008A-6H-6, 23.0 cm",NULL,49.017,49.725,49.017,49.725,"C0008A-6H-6, 25.0 cm",NULL,49.035,49.745,49.035,49.745,"C0008A-6H-6 W, 23.0--25.0 cm",CKY000000000001631200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:28Z,NULL,10,glass cell,4.544,2.032,14.047,7.456107,9.503,10,glass cell,4.544,2.032,11.087,4.509,6.543,3.067358,2.995466,2.428641,5.424107,2.477,0.1073576,0.04835928,6.435642,0.3227778,0.4766203,1.751993,1.186489,2.649895,0.5522506,1.233392,tsutsumi316,2008-01-31T19:08:58Z
"C0008A-6H-6, 23.5 cm",NULL,49.022,49.73,49.022,49.73,"C0008A-6H-6, 25.5 cm",NULL,49.039,49.75,49.039,49.75,"C0008A-6H-6 W, 23.5--25.5 cm",CKY000000000001848700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-02-03T16:23:33Z,NULL,204,glass beaker,6.059,2.716,14.371,7.584521,8.312,204,glass beaker,6.059,2.716,11.506,4.732,5.447,2.968912,2.899328,1.969193,4.868521,2.016,0.103912,0.04680721,5.343088,0.3571838,0.5556547,1.707295,1.097477,2.713339,0.5955254,1.472343,tsutsumi316,2008-02-03T19:32:42Z
"C0008A-6H-6, 100.0 cm",NULL,49.692,50.495,49.692,50.495,"C0008A-6H-6, 101.5 cm",NULL,49.705,50.51,49.705,50.51,"C0008A-6H-6 WR, 100.0--101.5 cm",CKY000000000001579400,PP,NULL,8,arito316,NULL,CKY,2008-01-27T22:59:06Z,NULL,194,glass beaker,6.04,2.751,13.758,7.082008,7.718,194,glass beaker,6.04,2.751,11.464,4.798,5.424,2.377202,2.321486,2.009522,4.331008,2.047,0.08320214,0.03747844,5.340798,0.3080075,0.4451024,1.782033,1.233154,2.657746,0.5360153,1.155243,tsutsumi316,2008-01-31T19:25:59Z
"C0008A-6H-7, 18.0 cm",NULL,50.139,51.005,50.139,51.005,"C0008A-6H-7, 20.0 cm",NULL,50.157,51.025,50.157,51.025,"C0008A-6H-7 W, 18.0--20.0 cm",CKY000000000001631300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:28Z,NULL,133,glass beaker,6.022,2.692,14.232,7.572442,8.21,133,glass beaker,6.022,2.692,11.349,4.702,5.327,2.987565,2.917544,1.962899,4.880442,2.01,0.1045648,0.04710128,5.222435,0.3638934,0.5720635,1.682225,1.070074,2.660573,0.5978031,1.486344,tsutsumi316,2008-01-31T19:08:59Z
"C0008A-6H-7, 98.0 cm",NULL,50.84,51.805,50.84,51.805,"C0008A-6H-7, 100.0 cm",NULL,50.858,51.825,50.858,51.825,"C0008A-6H-7 W, 98.0--100.0 cm",CKY000000000001631400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:28Z,NULL,175,glass beaker,6.139,2.807,15.145,7.946338,9.006,175,glass beaker,6.139,2.807,12.238,5.052,6.099,3.012435,2.941831,2.197507,5.139338,2.245,0.1054353,0.04749338,5.993565,0.334492,0.5026116,1.752366,1.166213,2.727439,0.5724144,1.338713,tsutsumi316,2008-01-31T19:08:59Z
"C0008A-6H-8, 23.0 cm",NULL,51.327,52.36,51.327,52.36,"C0008A-6H-8, 25.0 cm",NULL,51.344,52.38,51.344,52.38,"C0008A-6H-8 W, 23.0--25.0 cm",CKY000000000001631500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:28Z,NULL,206,glass beaker,6.02,2.646,14.955,7.607893,8.935,206,glass beaker,6.02,2.646,12.405,5.069,6.385,2.642487,2.580554,2.381339,4.961893,2.423,0.09248712,0.04166086,6.292513,0.2957456,0.4199415,1.800724,1.268168,2.642426,0.5200745,1.083657,tsutsumi316,2008-01-31T19:08:59Z
"C0008A-6H-8, 99.0 cm",NULL,51.993,53.12,51.993,53.12,"C0008A-6H-8, 101.0 cm",NULL,52.01,53.14,52.01,53.14,"C0008A-6H-8 W, 99.0--101.0 cm",CKY000000000001631600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:29Z,NULL,17,glass cell,4.589,2.052,12.122,6.483814,7.533,17,glass cell,4.589,2.052,9.554,3.927,4.965,2.66114,2.598769,1.833045,4.431814,1.875,0.09313997,0.04195494,4.87186,0.3532643,0.5462267,1.699755,1.099292,2.657796,0.5863895,1.417733,tsutsumi316,2008-01-31T19:09:00Z
"C0008A-6H-9, 23.0 cm",NULL,52.47,53.665,52.47,53.665,"C0008A-6H-9, 25.0 cm",NULL,52.488,53.685,52.488,53.685,"C0008A-6H-9 W, 23.0--25.0 cm",CKY000000000001631700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-28T20:37:29Z,NULL,143,glass beaker,5.963,2.679,14.008,7.0583,8.045,143,glass beaker,5.963,2.679,11.781,4.841,5.818,2.307772,2.253684,2.125616,4.3793,2.162,0.08077208,0.03638382,5.737228,0.2868579,0.4022451,1.837052,1.310079,2.699089,0.5146219,1.06025,tsutsumi316,2008-01-31T19:09:00Z
"C0008A-7H-1, 20.0 cm",NULL,53.672,53.7,53.672,53.7,"C0008A-7H-1, 22.0 cm",NULL,53.689,53.72,53.689,53.72,"C0008A-7H-1 W, 20.0--22.0 cm",CKY000000000001597900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:33Z,NULL,182,glass beaker,6.113,2.799,12.866,6.4957,6.753,182,glass beaker,6.113,2.799,10.73,4.369,4.617,2.2135,2.1616,1.5351,3.6967,1.57,0.0775,0.0349,4.5395,0.3278,0.4876,1.8268,1.228,2.9571,0.5847,1.4081,fujikit,2010-08-10T11:47:48Z
"C0008A-7H-1, 100.0 cm",NULL,54.358,54.5,54.358,54.5,"C0008A-7H-1, 102.0 cm",NULL,54.375,54.52,54.375,54.52,"C0008A-7H-1 W, 100.0--102.0 cm",CKY000000000001598000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:33Z,NULL,196,glass beaker,6.1,2.757,12.918,6.4444,6.818,196,glass beaker,6.1,2.757,10.937,4.472,4.837,2.0528,2.0047,1.6827,3.6874,1.715,0.0718,0.0323,4.7652,0.3011,0.4308,1.849,1.2923,2.8319,0.5437,1.1914,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-2, 100.0 cm",NULL,55.487,55.815,55.487,55.815,"C0008A-7H-2, 102.0 cm",NULL,55.504,55.835,55.504,55.835,"C0008A-7H-2 W, 100.0--102.0 cm",CKY000000000001598100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:33Z,NULL,115,glass beaker,6.019,2.682,12.215,6.113,6.196,115,glass beaker,6.019,2.682,10.392,4.298,4.373,1.8891,1.8448,1.5862,3.431,1.616,0.0661,0.0298,4.3069,0.3049,0.4386,1.8059,1.2553,2.7152,0.5377,1.163,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-3, 28.0 cm",NULL,56.036,56.455,56.036,56.455,"C0008A-7H-3, 29.5 cm",NULL,56.049,56.47,56.049,56.47,"C0008A-7H-3 WR, 28.0--29.5 cm",CKY000000000001580400,PP,NULL,8,arito316,NULL,CKY,2008-01-27T23:54:45Z,NULL,134,glass beaker,6.038,2.73,13.071,6.744969,7.033,134,glass beaker,6.038,2.73,10.768,4.452,4.73,2.386529,2.330594,1.684375,4.014969,1.722,0.08352856,0.03762548,4.646471,0.3393329,0.5136217,1.751695,1.157287,2.758574,0.5804763,1.383656,tsutsumi316,2008-01-31T19:26:00Z
"C0008A-7H-3, 38.0 cm",NULL,56.122,56.555,56.122,56.555,"C0008A-7H-3, 40.0 cm",NULL,56.139,56.575,56.139,56.575,"C0008A-7H-3 W, 38.0--40.0 cm",CKY000000000001598200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:34Z,NULL,161,glass beaker,6.097,2.722,12.994,6.6159,6.897,161,glass beaker,6.097,2.722,10.893,4.524,4.796,2.1772,2.1262,1.7677,3.8939,1.802,0.0762,0.0343,4.7198,0.3157,0.4613,1.7712,1.2121,2.67,0.546,1.2028,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-3, 100.0 cm",NULL,56.654,57.175,56.654,57.175,"C0008A-7H-3, 102.0 cm",NULL,56.671,57.195,56.671,57.195,"C0008A-7H-3 W, 100.0--102.0 cm",CKY000000000001598300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:34Z,NULL,22,glass beaker,4.602,2.058,13.446,7.044,8.844,22,glass beaker,4.602,2.058,10.692,4.302,6.09,2.8539,2.787,2.199,4.986,2.244,0.0999,0.045,5.9901,0.3227,0.4764,1.7738,1.2014,2.724,0.559,1.2674,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-4, 18.0 cm",NULL,57.07,57.66,57.07,57.66,"C0008A-7H-4, 20.0 cm",NULL,57.087,57.68,57.087,57.68,"C0008A-7H-4 W, 18.0--20.0 cm",CKY000000000001598400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:34Z,NULL,31,glass beaker,4.61,2.055,12.334,6.2995,7.724,31,glass beaker,4.61,2.055,10.15,4.125,5.54,2.2632,2.2102,2.0343,4.2445,2.07,0.0792,0.0357,5.4608,0.293,0.4144,1.8198,1.2866,2.6844,0.5207,1.0865,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-4, 100.0 cm",NULL,57.774,58.48,57.774,58.48,"C0008A-7H-4, 102.0 cm",NULL,57.791,58.5,57.791,58.5,"C0008A-7H-4 W, 100.0--102.0 cm",CKY000000000001598500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:34Z,NULL,35,glass beaker,4.599,2.052,12.005,6.2527,7.406,35,glass beaker,4.599,2.052,9.638,3.896,5.039,2.4528,2.3953,1.8054,4.2007,1.844,0.0858,0.0386,4.9532,0.3312,0.4952,1.763,1.1791,2.7435,0.5702,1.3267,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-5, 0.0 cm",NULL,57.898,58.625,57.898,58.625,"C0008A-7H-5, 1.5 cm",NULL,57.911,58.64,57.911,58.64,"C0008A-7H-5 WR, 0.0--1.5 cm",CKY000000000001543300,PP,NULL,8,chesterf316,NULL,CKY,2008-01-27T06:32:12Z,NULL,5,glass beaker,4.594,2.062,13.108,6.2833,8.514,5,glass beaker,4.594,2.062,11.339,4.522,6.745,1.8332,1.7902,2.4311,4.2213,2.46,0.0642,0.0289,6.6808,0.2153,0.2744,2.0169,1.5826,2.7481,0.4241,0.7364,fujikit,2010-08-10T11:47:48Z
"C0008A-7H-6, 20.0 cm",NULL,58.254,59.04,58.254,59.04,"C0008A-7H-6, 22.0 cm",NULL,58.272,59.06,58.272,59.06,"C0008A-7H-6 W, 20.0--22.0 cm",CKY000000000001598600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:35Z,NULL,27,glass beaker,4.648,2.08,12.784,6.4014,8.136,27,glass beaker,4.648,2.08,10.567,4.194,5.919,2.2974,2.2436,2.0778,4.3214,2.114,0.0804,0.0362,5.8386,0.2824,0.3935,1.8827,1.3511,2.81,0.5192,1.0798,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-6, 100.0 cm",NULL,58.941,59.84,58.941,59.84,"C0008A-7H-6, 102.0 cm",NULL,58.958,59.86,58.958,59.86,"C0008A-7H-6 W, 100.0--102.0 cm",CKY000000000001598700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:35Z,NULL,14,glass beaker,4.569,2.054,12.824,6.5327,8.255,14,glass beaker,4.569,2.054,10.474,4.193,5.905,2.4352,2.3781,2.1006,4.4787,2.139,0.0852,0.0384,5.8198,0.295,0.4184,1.8432,1.2994,2.7705,0.531,1.1321,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-7, 20.0 cm",NULL,59.482,60.47,59.482,60.47,"C0008A-7H-7, 22.0 cm",NULL,59.499,60.49,59.499,60.49,"C0008A-7H-7 W, 20.0--22.0 cm",CKY000000000001598800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:35Z,"Measured by ""4"" runs average, instead of ""5."" ",12,glass beaker,4.541,2.028,13.053,6.876,8.512,12,glass beaker,4.541,2.028,10.286,4.121,5.745,2.8674,2.8002,2.0478,4.848,2.093,0.1004,0.0452,5.6446,0.3369,0.508,1.7558,1.1643,2.7564,0.5776,1.3674,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-7, 100.0 cm",NULL,60.168,61.27,60.168,61.27,"C0008A-7H-7, 102.0 cm",NULL,60.185,61.29,60.185,61.29,"C0008A-7H-7 W, 100.0--102.0 cm",CKY000000000001598900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:36Z,NULL,15,glass beaker,4.558,2.072,11.029,5.8362,6.471,15,glass beaker,4.558,2.072,8.773,3.59,4.215,2.3378,2.283,1.4812,3.7642,1.518,0.0818,0.0368,4.1332,0.3613,0.5656,1.7191,1.098,2.7904,0.6065,1.5413,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-8, 20.0 cm",NULL,60.636,61.815,60.636,61.815,"C0008A-7H-8, 22.0 cm",NULL,60.653,61.835,60.653,61.835,"C0008A-7H-8 W, 20.0--22.0 cm",CKY000000000001599000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:36Z,"Measured by ""4"" runs average, instead of ""5."" ",1,glass beaker,4.598,2.069,11.899,5.9696,7.301,1,glass beaker,4.598,2.069,9.968,4.047,5.37,2.001,1.9541,1.9465,3.9006,1.978,0.07,0.0315,5.3,0.2741,0.3775,1.8718,1.3588,2.7228,0.501,1.0039,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-8, 100.0 cm",NULL,61.322,62.615,61.322,62.615,"C0008A-7H-8, 102.0 cm",NULL,61.339,62.635,61.339,62.635,"C0008A-7H-8 W, 100.0--102.0 cm",CKY000000000001599100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:36Z,"Measured by ""4"" runs average, instead of ""5."" ",3,glass beaker,4.512,2.03,11.617,6.071,7.105,3,glass beaker,4.512,2.03,9.315,3.779,4.803,2.3855,2.3296,1.7114,4.041,1.749,0.0835,0.0376,4.7195,0.3357,0.5055,1.7582,1.1679,2.7577,0.5765,1.3612,fujikit,2010-08-10T11:47:49Z
"C0008A-7H-9, 20.0 cm",NULL,61.747,63.11,61.747,63.11,"C0008A-7H-9, 22.0 cm",NULL,61.764,63.13,61.764,63.13,"C0008A-7H-9 W, 20.0--22.0 cm",CKY000000000001599200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T07:40:36Z,"Measured by ""4"" runs average, instead of ""5."" ",6,glass beaker,4.527,2.039,12.012,6.1354,7.485,6,glass beaker,4.527,2.039,9.827,3.96,5.3,2.2642,2.2111,1.8853,4.0964,1.921,0.0792,0.0357,5.2208,0.3025,0.4337,1.8272,1.2745,2.7692,0.5398,1.1728,fujikit,2010-08-10T11:47:49Z
"C0008A-8H-1, 22.0 cm",NULL,63.22,63.22,63.22,63.22,"C0008A-8H-1, 24.0 cm",NULL,63.24,63.24,63.24,63.24,"C0008A-8H-1 W, 22.0--24.0 cm",CKY000000000001604800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:22Z,"Measured by ""4"" runs average, instead of ""5."" ",113,glass beaker,5.985,2.629,14.0994,7.1786,8.1144,113,glass beaker,5.985,2.629,11.7,4.7897,5.715,2.4864,2.4281,2.1215,4.5496,2.1607,0.087,0.0392,5.628,0.3064,0.4418,1.7835,1.237,2.6528,0.5337,1.1445,fujikit,2010-08-10T11:47:49Z
"C0008A-8H-1, 100.0 cm",NULL,64,64,64,64,"C0008A-8H-1, 102.0 cm",NULL,64.02,64.02,64.02,64.02,"C0008A-8H-1 W, 100.0--102.0 cm",CKY000000000001604900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:22Z,"Measured by ""4"" runs average, instead of ""5."" ",121,glass beaker,6.069,2.709,13.5327,6.798,7.4637,121,glass beaker,6.069,2.709,11.3677,4.6425,5.2987,2.2435,2.1909,1.8981,4.089,1.9335,0.0785,0.0354,5.2202,0.3006,0.4298,1.8253,1.2766,2.7502,0.5358,1.1543,fujikit,2010-08-10T11:47:49Z
"C0008A-8H-2, 21.0 cm",NULL,64.54,64.54,64.54,64.54,"C0008A-8H-2, 23.0 cm",NULL,64.56,64.56,64.56,64.56,"C0008A-8H-2 W, 21.0--23.0 cm",CKY000000000001605000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:23Z,"Measured by ""4"" runs average, instead of ""5."" ",137,glass beaker,6.089,2.707,13.3417,6.6708,7.2527,137,glass beaker,6.089,2.707,11.2625,4.6007,5.1735,2.1546,2.1041,1.8597,3.9638,1.8937,0.0754,0.034,5.0981,0.2971,0.4226,1.8297,1.2862,2.7414,0.5308,1.1314,fujikit,2010-08-10T11:47:50Z
"C0008A-8H-2, 72.0 cm",NULL,65.05,65.05,65.05,65.05,"C0008A-8H-2, 74.0 cm",NULL,65.07,65.07,65.07,65.07,"C0008A-8H-2 W, 72.0--74.0 cm",CKY000000000001607500,PMAG,NULL,8,kittym316,NULL,CKY,2008-01-28T11:25:05Z,NULL,188,glass beaker,6.014,2.74,14.678,7.454372,8.664,188,glass beaker,6.014,2.74,12.238,5.025,6.224,2.528497,2.469236,2.245136,4.714372,2.285,0.08849748,0.03986373,6.135503,0.2918395,0.4121093,1.837785,1.301446,2.732797,0.5237677,1.099816,tsutsumi316,2008-01-31T19:47:54Z
"C0008A-8H-2, 100.0 cm",NULL,65.33,65.33,65.33,65.33,"C0008A-8H-2, 102.0 cm",NULL,65.35,65.35,65.35,65.35,"C0008A-8H-2 W, 100.0--102.0 cm",CKY000000000001605100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:23Z,"Measured by ""4"" runs average, instead of ""5."" ",158,glass beaker,6.019,2.709,13.5607,6.8956,7.5417,158,glass beaker,6.019,2.709,11.2409,4.5859,5.2219,2.4039,2.3476,1.839,4.1866,1.8769,0.0841,0.0379,5.1378,0.3187,0.4679,1.8014,1.2272,2.7938,0.5607,1.2766,fujikit,2010-08-10T11:47:50Z
"C0008A-8H-3, 10.0 cm",NULL,65.73,65.73,65.73,65.73,"C0008A-8H-3, 12.0 cm",NULL,65.75,65.75,65.75,65.75,"C0008A-8H-3 W, 10.0--12.0 cm",CKY000000000001607000,316KITA,13IODP,8,kittym316,NULL,CKY,2008-01-28T11:25:04Z,NULL,114,glass beaker,6.061,2.735,12.888,6.355469,6.827,114,glass beaker,6.061,2.735,11.159,4.634,5.098,1.79171,1.749717,1.870752,3.620469,1.899,0.06270989,0.0282477,5.03529,0.2624447,0.3558305,1.885667,1.390784,2.691586,0.4832845,0.9353011,tsutsumi316,2008-01-31T19:47:52Z
"C0008A-8H-3, 13.0 cm",NULL,65.76,65.76,65.76,65.76,"C0008A-8H-3, 15.0 cm",NULL,65.78,65.78,65.78,65.78,"C0008A-8H-3 W, 13.0--15.0 cm",CKY000000000001605200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:23Z,"Measured by ""4"" runs average, instead of ""5."" ",125,glass beaker,6.079,2.718,13.0765,6.6882,6.9975,125,glass beaker,6.079,2.718,10.8348,4.4562,4.7558,2.323,2.2686,1.7016,3.9702,1.7382,0.0813,0.0366,4.6745,0.332,0.497,1.7625,1.1774,2.7471,0.5714,1.3332,fujikit,2010-08-10T11:47:50Z
"C0008A-8H-3, 100.0 cm",NULL,66.63,66.63,66.63,66.63,"C0008A-8H-3, 102.0 cm",NULL,66.65,66.65,66.65,66.65,"C0008A-8H-3 W, 100.0--102.0 cm",CKY000000000001605300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:24Z,"Measured by ""4"" runs average, instead of ""5."" ",174,glass beaker,6.02,2.725,13.8735,6.9549,7.8535,174,glass beaker,6.02,2.725,11.6683,4.7593,5.6483,2.2852,2.2316,1.9983,4.2299,2.0343,0.08,0.036,5.5683,0.291,0.4104,1.8567,1.3164,2.7865,0.5276,1.1167,fujikit,2010-08-10T11:47:50Z
"C0008A-8H-4, 11.0 cm",NULL,67.05,67.05,67.05,67.05,"C0008A-8H-4, 13.0 cm",NULL,67.07,67.07,67.07,67.07,"C0008A-8H-4 W, 11.0--13.0 cm",CKY000000000001605400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-28T11:15:24Z,"Measured by ""4"" runs average, instead of ""5."" ",204,glass beaker,6.059,2.716,13.0305,6.6743,6.9715,204,glass beaker,6.059,2.716,10.7728,4.4264,4.7138,2.3396,2.2848,1.6735,3.9583,1.7104,0.0819,0.0369,4.6319,0.3356,0.5051,1.7612,1.1702,2.7678,0.5772,1.3653,fujikit,2010-08-10T11:47:50Z
