Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0021B-13T-6, 76.0 cm",NULL,180.95,180.95,180.95,180.95,"C0021B-13T-6, 78.0 cm",NULL,180.97,180.97,180.97,180.97,"C0021B-13T-6 W, 76.0--78.0 cm",KCC000000000002992901,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T06:47:01Z,Sand,18.9725,8.5373,31.5483,12.5758,28.6447,12.1637,9.6722,3.0089,2.9384,3.5785,6.5169,3.6264,0.1053,0.0479,9.5669,0.2393,0.3145,1.9297,1.468,2.6734,0.4509,0.8211,fuway,2013-05-09T02:04:25Z
"C0021B-13T-7, 51.0 cm",NULL,182.01,182.01,182.01,182.01,"C0021B-13T-7, 53.0 cm",NULL,182.03,182.03,182.03,182.03,"C0021B-13T-7 W, 51.0--53.0 cm",KCC000000000002993001,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T06:47:01Z,NULL,18.7831,8.4258,41.8981,23.115,35.3812,14.6568,16.5981,6.7533,6.595,6.1235,12.7185,6.231,0.2364,0.1075,16.3617,0.2922,0.4128,1.8174,1.2864,2.672,0.5185,1.077,fuway,2013-05-09T02:04:25Z
"C0021B-13T-8, 88.0 cm",NULL,183.315,183.315,183.315,183.315,"C0021B-13T-8, 90.0 cm",NULL,183.335,183.335,183.335,183.335,"C0021B-13T-8 W, 88.0--90.0 cm",KCC000000000002993101,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T06:47:01Z,NULL,18.9621,8.545,35.2778,16.3157,30.9901,12.9977,12.028,4.4432,4.3391,4.382,8.7211,4.4527,0.1555,0.0707,11.8725,0.2723,0.3742,1.8708,1.3614,2.7094,0.4975,0.9902,fuway,2013-05-09T02:04:25Z
"C0021B-14T-1, 61.0 cm",NULL,185.597,185.61,185.597,185.61,"C0021B-14T-1, 63.0 cm",NULL,185.617,185.63,185.617,185.63,"C0021B-14T-1 W, 61.0--63.0 cm",KCC000000000002995201,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,18.798,8.4777,32.8396,14.0416,28.3971,12.067,9.5991,4.6036,4.4957,3.5161,8.0118,3.5893,0.1611,0.0732,9.438,0.3279,0.4878,1.7526,1.178,2.6842,0.5611,1.2786,fuway,2013-05-09T02:04:25Z
"C0021B-14T-2, 15.0 cm",NULL,186.518,186.55,186.518,186.55,"C0021B-14T-2, 19.0 cm",NULL,186.557,186.59,186.557,186.59,"C0021B-14T-2 WR, 15.0--19.0 cm",CKY000000000001828210,PP,NULL,8,esteban338,NULL,CKY,2013-01-08T13:56:38Z,NULL,18.7687,8.3651,34.8424,16.0737,30.5972,12.793,11.8285,4.3992,4.2961,4.3579,8.654,4.4279,0.154,0.07,11.6745,0.2737,0.3768,1.8574,1.349,2.6789,0.4964,0.9858,fuway,2013-05-09T02:04:25Z
"C0021B-14T-3, 15.0 cm",NULL,186.802,186.84,186.802,186.84,"C0021B-14T-3, 17.0 cm",NULL,186.822,186.86,186.822,186.86,"C0021B-14T-3 W, 15.0--17.0 cm",KCC000000000002995301,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,Sand,18.7317,8.4312,39.9314,21.1997,34.941,14.4954,16.2093,5.1714,5.0502,5.9819,11.0321,6.0642,0.181,0.0823,16.0283,0.2439,0.3226,1.9216,1.4529,2.6795,0.4578,0.8442,fuway,2013-05-09T02:04:25Z
"C0021B-14T-3, 78.0 cm",NULL,187.419,187.47,187.419,187.47,"C0021B-14T-3, 80.0 cm",NULL,187.439,187.49,187.439,187.49,"C0021B-14T-3 W, 78.0--80.0 cm",KCC000000000002995401,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,17.929,8.1618,32.942,15.013,28.5875,12.0504,10.6585,4.5124,4.4066,3.8168,8.2234,3.8886,0.1579,0.0718,10.5006,0.3006,0.4297,1.8256,1.2769,2.7512,0.5359,1.1545,fuway,2013-05-09T02:04:25Z
"C0021B-14T-4, 101.0 cm",NULL,189.084,189.17,189.084,189.17,"C0021B-14T-4, 103.0 cm",NULL,189.104,189.19,189.104,189.19,"C0021B-14T-4 W, 101.0--103.0 cm",KCC000000000002995501,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,19.1081,8.6128,29.6329,10.5248,26.5085,11.2869,7.4004,3.2377,3.1618,2.6226,5.7844,2.6741,0.1133,0.0515,7.2871,0.3076,0.4443,1.8195,1.2598,2.7786,0.5466,1.2056,fuway,2013-05-09T02:04:25Z
"C0021B-14T-5, 69.0 cm",NULL,190.171,190.28,190.171,190.28,"C0021B-14T-5, 71.0 cm",NULL,190.191,190.3,190.191,190.3,"C0021B-14T-5 W, 69.0--71.0 cm",KCC000000000002995601,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,18.718,8.4449,38.688,19.97,33.0557,13.7273,14.3377,5.8366,5.6998,5.1895,10.8893,5.2824,0.2043,0.0929,14.1334,0.2923,0.413,1.8339,1.2979,2.7235,0.5234,1.0983,fuway,2013-05-09T02:04:25Z
"C0021B-14T-6, 50.0 cm",NULL,191.361,191.495,191.361,191.495,"C0021B-14T-6, 52.0 cm",NULL,191.381,191.515,191.381,191.515,"C0021B-14T-6 W, 50.0--52.0 cm",KCC000000000002995701,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,18.1337,8.1875,35.1636,17.0299,30.2782,12.669,12.1445,5.0626,4.9439,4.401,9.3449,4.4815,0.1772,0.0805,11.9673,0.2973,0.423,1.8224,1.2806,2.7192,0.529,1.1234,fuway,2013-05-09T02:04:25Z
"C0021B-14T-7, 31.0 cm",NULL,192.625,192.785,192.625,192.785,"C0021B-14T-7, 33.0 cm",NULL,192.644,192.805,192.644,192.805,"C0021B-14T-7 W, 31.0--33.0 cm",KCC000000000002995801,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,18.8148,8.4543,40.2792,21.4644,33.7566,14.0683,14.9418,6.7592,6.6008,5.5065,12.1073,5.614,0.2366,0.1075,14.7052,0.3149,0.4596,1.7728,1.2146,2.6705,0.5452,1.1987,fuway,2013-05-09T02:04:25Z
"C0021B-14T-8, 115.0 cm",NULL,193.976,194.165,193.976,194.165,"C0021B-14T-8, 117.0 cm",NULL,193.996,194.185,193.996,194.185,"C0021B-14T-8 W, 115.0--117.0 cm",KCC000000000002995901,PP,NULL,10,yabukit,NULL,KCC,2013-04-28T07:56:32Z,NULL,18.1411,8.1283,34.4134,16.2723,29.6502,12.4658,11.5091,4.936,4.8203,4.259,9.0793,4.3375,0.1728,0.0785,11.3363,0.3033,0.4354,1.7922,1.2486,2.6617,0.5309,1.1318,fuway,2013-05-09T02:04:25Z
