Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0002P;2810.500,NULL,2810.5,NULL,NULL,2810.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-244SMW W,CKY000000000006370600,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-31T00:11:07Z,NULL,18.0343,8.1255,50.6032,32.5689,43.6683,17.6041,25.634,7.1864,7.018,9.3643,16.3823,9.4786,0.2515,0.1143,25.3825,0.2207,0.2831,1.9881,1.5494,2.7106,0.4284,0.7494,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2810.500,NULL,2810.5,NULL,NULL,2810.5,NULL,NULL,C0002P;2815.500,NULL,2815.5,NULL,NULL,2815.5,C0002P-244SMW W,CKY000000000006430100,PP,NULL,30,valdez348,>4mm handpicked,CKY,2014-01-01T06:02:48Z,NULL,18.6214,8.3738,40.1573,21.5359,38.4986,15.7024,19.8772,1.7189,1.6786,7.3012,8.9798,7.3286,0.0602,0.0274,19.817,0.0798,0.0867,2.3983,2.2068,2.7142,0.1869,0.2299,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2820.500,NULL,2820.5,NULL,NULL,2820.5,NULL,NULL,C0002P;2825.500,NULL,2825.5,NULL,NULL,2825.5,C0002P-247SMW W,CKY000000000006371600,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-31T01:00:30Z,NULL,18.7022,8.4494,48.6465,29.9443,40.9857,16.7064,22.2835,7.9387,7.7526,8.1307,15.8833,8.257,0.2779,0.1263,22.0056,0.2651,0.3608,1.8853,1.3855,2.7065,0.4881,0.9535,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2820.500,NULL,2820.5,NULL,NULL,2820.5,NULL,NULL,C0002P;2825.500,NULL,2825.5,NULL,NULL,2825.5,C0002P-247SMW W,CKY000000000006371700,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-31T01:00:30Z,NULL,18.9134,8.532,51.7087,32.7953,44.8316,18.1477,25.9182,7.1265,6.9595,9.5023,16.4618,9.6157,0.2494,0.1134,25.6688,0.2173,0.2776,1.9922,1.5593,2.7013,0.4228,0.7324,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2820.500,NULL,2820.5,NULL,NULL,2820.5,NULL,NULL,C0002P;2825.500,NULL,2825.5,NULL,NULL,2825.5,C0002P-247SMW W,CKY000000000006430200,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:31:58Z,NULL,18.8911,8.5298,47.4538,28.5627,45.2714,18.2238,26.3803,2.2616,2.2086,9.658,11.8666,9.694,0.0792,0.036,26.3011,0.0792,0.086,2.407,2.2164,2.7232,0.1861,0.2287,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006372200,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T02:58:23Z,NULL,18.1855,8.206,47.0724,28.8869,40.497,16.4504,22.3115,6.8139,6.6542,8.136,14.7902,8.2444,0.2385,0.1084,22.073,0.2359,0.3087,1.9531,1.4924,2.713,0.4499,0.8179,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006372300,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T02:58:23Z,NULL,18.6135,8.3955,49.9132,31.2997,43.7455,17.6982,25.132,6.3914,6.2416,9.201,15.4426,9.3027,0.2237,0.1017,24.9083,0.2042,0.2566,2.0268,1.613,2.7071,0.4042,0.6784,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006430300,PP,NULL,30,henry348,>4mm handpicked (mud) shared w 348PHCT,CKY,2014-01-07T10:32:49Z,mud,18.7112,8.3779,44.3945,25.6833,42.5966,17.2196,23.8854,1.8631,1.8194,8.8121,10.6315,8.8417,0.0652,0.0296,23.8202,0.0725,0.0782,2.4158,2.2405,2.7031,0.1711,0.2065,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2830.500,NULL,2830.5,NULL,NULL,2830.5,NULL,NULL,C0002P;2835.500,NULL,2835.5,NULL,NULL,2835.5,C0002P-249SMW W,CKY000000000006430500,PP,NULL,30,henry348,>4mm handpicked (sand) shared w 348PHCT,CKY,2014-01-07T10:32:49Z,sand,18.9765,8.5534,38.6868,19.7103,37.2199,15.2448,18.2434,1.5201,1.4845,6.6672,8.1517,6.6914,0.0532,0.0242,18.1902,0.0771,0.0836,2.4179,2.2315,2.7283,0.1821,0.2227,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2840.500,NULL,2840.5,NULL,NULL,2840.5,NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,C0002P-251SMW W,CKY000000000006376300,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T03:25:32Z,NULL,18.8029,8.4285,53.8332,35.0303,45.5309,18.3865,26.728,8.6034,8.4018,9.8211,18.2229,9.958,0.3011,0.1369,26.4269,0.2456,0.3256,1.9223,1.4502,2.6908,0.4611,0.8555,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2840.500,NULL,2840.5,NULL,NULL,2840.5,NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,C0002P-251SMW W,CKY000000000006376400,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T03:25:32Z,NULL,18.7694,8.4657,51.0356,32.2662,45.4494,18.3648,26.68,5.7888,5.6531,9.807,15.4601,9.8991,0.2026,0.0921,26.4774,0.1794,0.2186,2.0871,1.7126,2.6998,0.3657,0.5764,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-413SMW W,CKY000000000006550100,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-08T23:04:11Z,Remeasure,18.8375,8.4408,55.6905,36.853,53.4771,21.2261,34.6396,2.2937,2.2399,12.7488,14.9887,12.7853,0.0803,0.0365,34.5593,0.0622,0.0664,2.4587,2.3057,2.7108,0.1494,0.1757,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-413SMW W,CKY000000000006550200,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-08T23:04:12Z,Remeasure,18.9057,8.5532,58.0148,39.1091,55.4294,21.9972,36.5237,2.6792,2.6164,13.4014,16.0178,13.444,0.0938,0.0426,36.4299,0.0685,0.0735,2.4416,2.2743,2.7184,0.1633,0.1952,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2845.500,NULL,2845.5,NULL,NULL,2845.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-413SMW W,CKY000000000006550300,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-08T23:04:12Z,Remeasure,19.3436,8.7168,55.6196,36.276,53.1363,21.1901,33.7927,2.5734,2.5131,12.4323,14.9454,12.4733,0.0901,0.041,33.7026,0.0709,0.0764,2.4272,2.255,2.7109,0.1682,0.2021,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2850.500,NULL,2850.5,NULL,NULL,2850.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-254SMW W,CKY000000000006377400,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T03:53:43Z,NULL,18.8119,8.4875,54.734,35.9221,45.3768,18.3569,26.5649,9.6966,9.4693,9.7151,19.1844,9.8694,0.3394,0.1543,26.2255,0.2699,0.3697,1.8725,1.367,2.6995,0.4936,0.9747,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2850.500,NULL,2850.5,NULL,NULL,2850.5,NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,C0002P-254SMW W,CKY000000000006377500,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T03:53:43Z,NULL,19.3761,8.7215,50.3165,30.9404,43.7016,17.7606,24.3255,6.8548,6.6941,8.9301,15.6242,9.0391,0.2399,0.109,24.0856,0.2215,0.2846,1.9803,1.5416,2.6971,0.4284,0.7496,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-420SMW W,CKY000000000006559700,PP,NULL,30,suzukit,bulk-1_OPG_order,CKY,2014-01-10T07:09:21Z,OPG_order_Remeasure,18.6855,8.4484,39.6697,20.9842,38.1999,15.6462,19.5144,1.5231,1.4874,7.1736,8.661,7.1978,0.0533,0.0242,19.4611,0.0726,0.0783,2.4228,2.247,2.7129,0.1717,0.2073,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2855.500,NULL,2855.5,NULL,NULL,2855.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-420SMW W,CKY000000000006559800,PP,NULL,30,suzukit,bulk-2_OPG_order,CKY,2014-01-10T07:09:21Z,OPG_order_Remeasure,18.215,8.2629,47.8555,29.6405,45.5828,18.3531,27.3678,2.3551,2.2999,10.0527,12.3526,10.0902,0.0824,0.0375,27.2854,0.0795,0.0863,2.3995,2.2089,2.7142,0.1862,0.2288,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2860.500,NULL,2860.5,NULL,NULL,2860.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-256SMW W,CKY000000000006377900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T04:59:34Z,NULL,18.8285,8.482,49.9803,31.1518,42.4593,17.1729,23.6308,7.7938,7.6111,8.5669,16.178,8.6909,0.2728,0.124,23.358,0.2502,0.3337,1.9256,1.4438,2.7265,0.4705,0.8884,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2860.500,NULL,2860.5,NULL,NULL,2860.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-256SMW W,CKY000000000006378000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T04:59:34Z,NULL,18.8336,8.4959,48.2701,29.4365,42.1084,17.1205,23.2748,6.3852,6.2355,8.523,14.7585,8.6246,0.2235,0.1016,23.0513,0.2169,0.277,1.9945,1.5619,2.7046,0.4225,0.7316,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2860.500,NULL,2860.5,NULL,NULL,2860.5,NULL,NULL,C0002P;2865.500,NULL,2865.5,NULL,NULL,2865.5,C0002P-256SMW W,CKY000000000006430400,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:33:30Z,NULL,19.3454,8.6707,40.5724,21.227,39.0345,15.9395,19.6891,1.5937,1.5563,7.2434,8.7997,7.2688,0.0558,0.0254,19.6333,0.0751,0.0812,2.4122,2.2311,2.7105,0.1769,0.2149,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2870.500,NULL,2870.5,NULL,NULL,2870.5,NULL,NULL,C0002P;2875.500,NULL,2875.5,NULL,NULL,2875.5,C0002P-259SMW W,CKY000000000006378200,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T05:20:54Z,NULL,18.8097,8.5259,47.8272,29.0175,40.8833,16.7147,22.0736,7.1958,7.0271,8.0743,15.1014,8.1888,0.2519,0.1145,21.8217,0.248,0.3298,1.9215,1.445,2.7026,0.4653,0.8703,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2870.500,NULL,2870.5,NULL,NULL,2870.5,NULL,NULL,C0002P;2875.500,NULL,2875.5,NULL,NULL,2875.5,C0002P-259SMW W,CKY000000000006378300,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T05:20:54Z,NULL,18.5836,8.3419,49.6545,31.0709,43.3475,17.601,24.7639,6.5358,6.3826,9.1551,15.5377,9.2591,0.2288,0.104,24.5351,0.2104,0.2664,1.9997,1.5791,2.6799,0.4108,0.6972,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2880.500,NULL,2880.5,NULL,NULL,2880.5,NULL,NULL,C0002P;2885.500,NULL,2885.5,NULL,NULL,2885.5,C0002P-261SMW W,CKY000000000006387300,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T07:40:49Z,NULL,18.8025,8.4579,48.0152,29.2127,41.4204,16.9179,22.6179,6.834,6.6738,8.3513,15.0251,8.46,0.2392,0.1087,22.3787,0.2339,0.3054,1.9443,1.4894,2.6797,0.4442,0.7991,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2880.500,NULL,2880.5,NULL,NULL,2880.5,NULL,NULL,C0002P;2885.500,NULL,2885.5,NULL,NULL,2885.5,C0002P-261SMW W,CKY000000000006387400,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T07:40:49Z,NULL,18.0519,8.1633,48.5557,30.5038,42.4994,17.2177,24.4475,6.276,6.1289,8.9545,15.0834,9.0544,0.2197,0.0999,24.2278,0.2057,0.259,2.0223,1.6063,2.7057,0.4063,0.6844,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2890.500,NULL,2890.5,NULL,NULL,2890.5,NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,C0002P-263SMW W,CKY000000000006387600,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T07:55:36Z,NULL,18.076,8.2111,50.7396,32.6636,42.5642,17.2519,24.4882,8.4719,8.2733,8.906,17.1793,9.0408,0.2965,0.1348,24.1917,0.2594,0.3502,1.9013,1.4082,2.7163,0.4816,0.929,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2890.500,NULL,2890.5,NULL,NULL,2890.5,NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,C0002P-263SMW W,CKY000000000006387700,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T07:55:36Z,NULL,18.8244,8.5022,50.1772,31.3528,44.4001,17.9991,25.5757,5.9866,5.8463,9.4017,15.248,9.4969,0.2095,0.0952,25.3662,0.1909,0.236,2.0562,1.6636,2.698,0.3834,0.6218,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2890.500,NULL,2890.5,NULL,NULL,2890.5,NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,C0002P-263SMW W,CKY000000000006430600,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:34:26Z,NULL,19.0133,8.5964,34.4793,15.466,33.1214,13.7497,14.1081,1.4072,1.3742,5.1309,6.5051,5.1533,0.0493,0.0224,14.0588,0.091,0.1001,2.3775,2.1612,2.74,0.2112,0.2678,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-424SMW W,CKY000000000006559900,PP,NULL,30,suzukit,bulk-1_OPG_order,CKY,2014-01-10T07:09:21Z,OPG_order_Remeasure,18.1856,8.1867,37.7207,19.5351,36.5201,14.9677,18.3345,1.2441,1.2149,6.7612,7.9761,6.781,0.0435,0.0198,18.291,0.0637,0.068,2.4492,2.2932,2.7053,0.1523,0.1797,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2895.500,NULL,2895.5,NULL,NULL,2895.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-424SMW W,CKY000000000006560000,PP,NULL,30,suzukit,bulk-2_OPG_order,CKY,2014-01-10T07:09:21Z,OPG_order_Remeasure,19.1293,8.6558,39.8153,20.686,38.4685,15.747,19.3392,1.3956,1.3629,7.069,8.4319,7.0912,0.0488,0.0222,19.2904,0.0675,0.0723,2.4533,2.2878,2.7289,0.1616,0.1928,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2900.500,NULL,2900.5,NULL,NULL,2900.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-265SMW W,CKY000000000006388000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T08:12:18Z,NULL,19.3094,8.675,49.4104,30.101,41.7196,16.9879,22.4102,7.9697,7.7829,8.1861,15.969,8.3129,0.2789,0.1268,22.1313,0.2648,0.3601,1.885,1.3859,2.7035,0.4874,0.9507,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2900.500,NULL,2900.5,NULL,NULL,2900.5,NULL,NULL,C0002P;2905.500,NULL,2905.5,NULL,NULL,2905.5,C0002P-265SMW W,CKY000000000006388100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T08:12:18Z,NULL,19.3061,8.7114,48.9386,29.6325,42.8256,17.4196,23.5195,6.3347,6.1862,8.6074,14.7936,8.7082,0.2217,0.1008,23.2978,0.2138,0.2719,2.0031,1.5749,2.7067,0.4182,0.7187,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2910.500,NULL,2910.5,NULL,NULL,2910.5,NULL,NULL,C0002P;2915.500,NULL,2915.5,NULL,NULL,2915.5,C0002P-267SMW W,CKY000000000006388500,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T08:28:11Z,NULL,19.3853,8.7214,46.7803,27.395,40.4439,16.5832,21.0586,6.5662,6.4123,7.7573,14.1696,7.8618,0.2298,0.1045,20.8288,0.2397,0.3152,1.9334,1.47,2.6851,0.4525,0.8266,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2910.500,NULL,2910.5,NULL,NULL,2910.5,NULL,NULL,C0002P;2915.500,NULL,2915.5,NULL,NULL,2915.5,C0002P-267SMW W,CKY000000000006388600,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T08:28:11Z,NULL,19.2879,8.731,49.9368,30.6489,44.1703,17.9566,24.8824,5.9756,5.8355,9.1306,14.9661,9.2256,0.2091,0.095,24.6733,0.195,0.2422,2.0479,1.6486,2.7023,0.3899,0.6391,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2910.500,NULL,2910.5,NULL,NULL,2910.5,NULL,NULL,C0002P;2915.500,NULL,2915.5,NULL,NULL,2915.5,C0002P-267SMW W,CKY000000000006430700,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:35:08Z,NULL,18.2873,8.3161,42.7814,24.4941,40.9851,16.5966,22.6978,1.8615,1.8179,8.2509,10.0688,8.2805,0.0652,0.0296,22.6326,0.076,0.0822,2.4327,2.2478,2.743,0.1805,0.2203,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006388900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T09:16:08Z,NULL,19.2801,8.6143,48.4249,29.1448,40.9099,16.6697,21.6298,7.7876,7.6051,7.9315,15.5366,8.0554,0.2726,0.1239,21.3572,0.2672,0.3646,1.8759,1.3746,2.6927,0.4895,0.9588,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006389000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T09:16:08Z,NULL,19.2428,8.6433,49.6048,30.362,45.057,18.1904,25.8142,4.7127,4.6022,9.4721,14.0743,9.5471,0.1649,0.075,25.6493,0.1552,0.1837,2.1573,1.8224,2.7079,0.327,0.4859,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006430800,PP,NULL,30,henry348,>4mm handpicked (sand) shared w 348PHCT,CKY,2014-01-07T10:35:54Z,mud,18.1475,8.2007,42.3891,24.2416,40.5581,16.4833,22.4106,1.8974,1.8529,8.2524,10.1053,8.2826,0.0664,0.0302,22.3442,0.0783,0.0849,2.3989,2.2111,2.7076,0.1834,0.2245,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2920.500,NULL,2920.5,NULL,NULL,2920.5,NULL,NULL,C0002P;2925.500,NULL,2925.5,NULL,NULL,2925.5,C0002P-269SMW W,CKY000000000006430900,PP,NULL,30,henry348,>4mm handpicked (mud) shared w 348PHCT,CKY,2014-01-07T10:35:54Z,sand,18.215,8.2629,43.3809,25.1659,41.6415,16.7696,23.4265,1.8025,1.7603,8.478,10.2383,8.5067,0.0631,0.0287,23.3634,0.0716,0.0772,2.458,2.282,2.7558,0.1719,0.2076,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2930.500,NULL,2930.5,NULL,NULL,2930.5,NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,C0002P-271SMW W,CKY000000000006393600,PP,NULL,30,komatsuw,"1-4mm, bulk",CKY,2013-12-31T10:32:51Z,NULL,19.3748,8.7465,45.7939,26.4191,39.4597,16.1724,20.0849,6.5639,6.4101,7.3215,13.7316,7.4259,0.2297,0.1044,19.8552,0.2485,0.3306,1.924,1.4459,2.7119,0.4668,0.8755,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2930.500,NULL,2930.5,NULL,NULL,2930.5,NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,C0002P-271SMW W,CKY000000000006393700,PP,NULL,30,komatsuw,">4mm, bulk",CKY,2013-12-31T10:32:51Z,NULL,18.2013,8.1617,45.9776,27.7763,40.1798,16.3684,21.9785,6.0081,5.8673,8.1111,13.9784,8.2067,0.2103,0.0956,21.7682,0.2163,0.276,1.9871,1.5573,2.6838,0.4197,0.7234,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-429SMW W,CKY000000000006566500,PP,NULL,30,suzukit,bulk-1_OPG_order,CKY,2014-01-11T06:08:33Z,OPG_order,18.3257,8.2325,59.2436,40.9179,56.4891,22.3311,38.1634,2.8544,2.7875,14.0532,16.8407,14.0986,0.0999,0.0454,38.0635,0.0698,0.075,2.4297,2.2602,2.7085,0.1655,0.1984,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2935.500,NULL,2935.5,NULL,NULL,2935.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-429SMW W,CKY000000000006566600,PP,NULL,30,suzukit,bulk-2_OPG_order,CKY,2014-01-11T06:08:33Z,OPG_order,18.8911,8.5298,59.9849,41.0938,57.2872,22.6119,38.3961,2.7955,2.73,14.0376,16.7676,14.0821,0.0978,0.0445,38.2983,0.068,0.073,2.4508,2.2841,2.7283,0.1628,0.1945,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2940.500,NULL,2940.5,NULL,NULL,2940.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-273SMW W,CKY000000000006394000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-31T10:58:56Z,NULL,19.2968,8.7093,47.4009,28.1041,40.4643,16.4381,21.1675,7.1882,7.0197,7.6144,14.6341,7.7288,0.2516,0.1144,20.9159,0.2558,0.3437,1.9205,1.4293,2.7469,0.4797,0.9219,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2940.500,NULL,2940.5,NULL,NULL,2940.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-273SMW W,CKY000000000006394100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-31T10:58:56Z,NULL,18.1271,8.1858,46.2388,28.1117,41.7937,16.9271,23.6666,4.6063,4.4983,8.668,13.1663,8.7413,0.1612,0.0733,23.5054,0.1639,0.196,2.1351,1.7853,2.7117,0.3417,0.519,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2940.500,NULL,2940.5,NULL,NULL,2940.5,NULL,NULL,C0002P;2945.500,NULL,2945.5,NULL,NULL,2945.5,C0002P-273SMW W,CKY000000000006445500,PP,NULL,30,henry348,>4mm handpicked shared w 348PHCT,CKY,2014-01-07T10:36:38Z,NULL,18.15,8.1814,47.2916,29.1416,45.2197,18.0586,27.0697,2.147,2.0967,9.8431,11.9398,9.8772,0.0751,0.0341,26.9946,0.0737,0.0795,2.4407,2.2609,2.7425,0.1756,0.213,takahashik,2014-01-13T11:07:22Z
