Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0019E-2R-3, 5.0 cm",NULL,650.87,650.87,650.87,650.87,"C0019E-2R-3, 7.0 cm",NULL,650.89,650.89,650.89,650.89,"C0019E-2R-3 W, 5.0--7.0 cm",CKY000000000004910200,PP,NULL,5,fujikit,GRAY,CKY,2012-05-17T00:38:37Z,272,glass beaker,18.245,8.289,24.4232,11.6192,6.1782,272,glass beaker,18.245,8.289,22.8199,10.0228,4.5749,1.6615,1.6226,1.7076,3.3302,1.7338,0.0582,0.0262,4.5167,0.2689,0.3679,1.8552,1.3563,2.6451,0.4872,0.9502,kidoyo,2012-05-18T14:59:39Z
"C0019E-2R-3, 5.0 cm",NULL,650.87,650.87,650.87,650.87,"C0019E-2R-3, 7.0 cm",NULL,650.89,650.89,650.89,650.89,"C0019E-2R-3 W, 5.0--7.0 cm",CKY000000000004910300,PP,NULL,5,fujikit,BROWN,CKY,2012-05-17T00:38:37Z,487,glass beaker,19.134,8.656,23.7352,11.1851,4.6012,487,glass beaker,19.134,8.656,22.4545,9.9099,3.3205,1.3272,1.2961,1.233,2.5291,1.2539,0.0465,0.0209,3.274,0.2884,0.4054,1.8193,1.2945,2.6553,0.5125,1.0512,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-1, 132.0 cm",NULL,654.32,654.32,654.32,654.32,"C0019E-3R-1, 134.0 cm",NULL,654.34,654.34,654.34,654.34,"C0019E-3R-1 W, 132.0--134.0 cm",CKY000000000004915000,PP,NULL,5,sun343,NULL,CKY,2012-05-17T08:30:44Z,431,glass beaker,6.318,2.826,9.6213,4.6478,3.3033,431,glass beaker,6.318,2.826,8.7495,3.7798,2.4315,0.9034,0.8822,0.9396,1.8218,0.9538,0.0316,0.0142,2.3999,0.2735,0.3764,1.8132,1.3173,2.5542,0.4842,0.9389,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-1, 132.0 cm",NULL,654.32,654.32,654.32,654.32,"C0019E-3R-1, 133.0 cm",NULL,654.33,654.33,654.33,654.33,"C0019E-3R-1 W, 132.0--133.0 cm",CKY000000000004915100,PP,NULL,5,sun343,NULL,CKY,2012-05-17T08:32:22Z,125,glass beaker,6.081,2.673,9.4216,4.517,3.3406,125,glass beaker,6.081,2.673,8.5354,3.6347,2.4544,0.9183,0.8968,0.9472,1.844,0.9617,0.0321,0.0145,2.4223,0.2749,0.3791,1.8116,1.3136,2.5573,0.4863,0.9468,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-2, 53.0 cm",NULL,654.93,654.93,654.93,654.93,"C0019E-3R-2, 55.0 cm",NULL,654.95,654.95,654.95,654.95,"C0019E-3R-2 W, 53.0--55.0 cm",CKY000000000004915600,PP,NULL,5,sun343,grey,CKY,2012-05-17T09:09:02Z,169,glass beaker,6.05,2.691,9.0759,4.2974,3.0259,169,glass beaker,6.05,2.691,8.4323,3.6566,2.3823,0.6669,0.6513,0.9551,1.6064,0.9656,0.0233,0.0105,2.359,0.2204,0.2827,1.8837,1.4685,2.4699,0.4054,0.6819,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-2, 54.0 cm",NULL,654.94,654.94,654.94,654.94,"C0019E-3R-2, 56.0 cm",NULL,654.96,654.96,654.96,654.96,"C0019E-3R-2 W, 54.0--56.0 cm",CKY000000000004915700,PP,NULL,5,sun343,brown,CKY,2012-05-17T09:09:02Z,191,glass beaker,6.054,2.728,8.9665,4.3053,2.9125,191,glass beaker,6.054,2.728,8.2001,3.5422,2.1461,0.7942,0.7756,0.8017,1.5773,0.8142,0.0278,0.0125,2.1183,0.2727,0.3749,1.8465,1.343,2.6423,0.4917,0.9674,kidoyo,2012-05-18T14:59:40Z
"C0019E-3R-3, 75.0 cm",NULL,656.56,656.56,656.56,656.56,"C0019E-3R-3, 77.0 cm",NULL,656.58,656.58,656.58,656.58,"C0019E-3R-3 W, 75.0--77.0 cm",CKY000000000004915200,PP,NULL,5,sun343,grey,CKY,2012-05-17T08:53:22Z,445,glass beaker,6.213,2.765,8.8037,4.2405,2.5907,445,glass beaker,6.213,2.765,8.0828,3.5228,1.8698,0.747,0.7295,0.746,1.4755,0.7578,0.0261,0.0118,1.8437,0.2883,0.4052,1.7558,1.2495,2.4714,0.4944,0.9779,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-3, 76.0 cm",NULL,656.57,656.57,656.57,656.57,"C0019E-3R-3, 78.0 cm",NULL,656.59,656.59,656.59,656.59,"C0019E-3R-3 W, 76.0--78.0 cm",CKY000000000004915300,PP,NULL,5,sun343,brown,CKY,2012-05-17T08:54:00Z,151,glass beaker,5.988,2.695,8.2608,3.9739,2.2728,151,glass beaker,5.988,2.695,7.5974,3.3134,1.6094,0.6875,0.6714,0.6075,1.2789,0.6184,0.0241,0.0109,1.5853,0.3025,0.4337,1.7772,1.2396,2.6095,0.525,1.1052,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-4, 78.0 cm",NULL,658.005,658.005,658.005,658.005,"C0019E-3R-4, 80.0 cm",NULL,658.025,658.025,658.025,658.025,"C0019E-3R-4 W, 78.0--80.0 cm",CKY000000000004915400,PP,NULL,5,sun343,grey,CKY,2012-05-17T09:04:37Z,190,glass beaker,6.061,2.687,8.957,4.3729,2.896,190,glass beaker,6.061,2.687,8.1398,3.5592,2.0788,0.8468,0.827,0.8589,1.6859,0.8722,0.0296,0.0133,2.0492,0.2924,0.4132,1.7178,1.2155,2.3858,0.4905,0.9629,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-4, 79.0 cm",NULL,658.015,658.015,658.015,658.015,"C0019E-3R-4, 81.0 cm",NULL,658.035,658.035,658.035,658.035,"C0019E-3R-4 W, 79.0--81.0 cm",CKY000000000004915500,PP,NULL,5,sun343,brown,CKY,2012-05-17T09:04:37Z,400,glass beaker,6.355,2.879,8.7526,4.1853,2.3976,400,glass beaker,6.355,2.879,8.0995,3.5351,1.7445,0.6768,0.6609,0.6454,1.3063,0.6561,0.0237,0.0107,1.7208,0.2823,0.3933,1.8354,1.3173,2.6663,0.5059,1.024,kidoyo,2012-05-18T14:59:39Z
"C0019E-3R-5, 10.0 cm",NULL,658.74,658.74,658.74,658.74,"C0019E-3R-5, 12.0 cm",NULL,658.76,658.76,658.76,658.76,"C0019E-3R-5 W, 10.0--12.0 cm",CKY000000000004915800,PP,NULL,5,sun343,grey,CKY,2012-05-17T09:13:20Z,115,glass beaker,6.012,2.66,9.0265,4.3581,3.0145,115,glass beaker,6.012,2.66,8.2549,3.5898,2.2429,0.7996,0.7809,0.9172,1.6981,0.9298,0.028,0.0126,2.2149,0.2653,0.361,1.7752,1.3043,2.4148,0.4599,0.8514,kidoyo,2012-05-18T14:59:40Z
"C0019E-3R-5, 11.0 cm",NULL,658.75,658.75,658.75,658.75,"C0019E-3R-5, 13.0 cm",NULL,658.77,658.77,658.77,658.77,"C0019E-3R-5 W, 11.0--13.0 cm",CKY000000000004915900,PP,NULL,5,sun343,brown,CKY,2012-05-17T09:13:20Z,133,glass beaker,6.018,2.68,9.3984,4.6065,3.3804,133,glass beaker,6.018,2.68,8.4267,3.6391,2.4087,1.0069,0.9833,0.9432,1.9265,0.9591,0.0352,0.0159,2.3735,0.2979,0.4242,1.7547,1.232,2.5164,0.5104,1.0425,kidoyo,2012-05-18T14:59:40Z
"C0019E-3R-6, 10.0 cm",NULL,659.36,659.36,659.36,659.36,"C0019E-3R-6, 12.0 cm",NULL,659.38,659.38,659.38,659.38,"C0019E-3R-6 W, 10.0--12.0 cm",CKY000000000004916000,PP,NULL,5,sun343,grey,CKY,2012-05-17T09:18:00Z,202,glass beaker,5.997,2.698,8.8044,4.2562,2.8074,202,glass beaker,5.997,2.698,8.0501,3.5051,2.0531,0.7817,0.7634,0.7948,1.5582,0.8071,0.0274,0.0123,2.0257,0.2784,0.3859,1.8017,1.3,2.5487,0.4899,0.9605,kidoyo,2012-05-18T14:59:40Z
"C0019E-3R-6, 11.0 cm",NULL,659.37,659.37,659.37,659.37,"C0019E-3R-6, 13.0 cm",NULL,659.39,659.39,659.39,659.39,"C0019E-3R-6 W, 11.0--13.0 cm",CKY000000000004916100,PP,NULL,5,sun343,brown,CKY,2012-05-17T09:18:00Z,167,glass beaker,6.064,2.713,7.9723,3.802,1.9083,167,glass beaker,6.064,2.713,7.4195,3.2516,1.3555,0.5728,0.5594,0.5296,1.089,0.5386,0.02,0.009,1.3355,0.3002,0.4289,1.7523,1.2264,2.5217,0.5137,1.0563,kidoyo,2012-05-18T14:59:40Z
"C0019E-4R-1, 9.0 cm",NULL,688.59,688.59,688.59,688.59,"C0019E-4R-1, 11.0 cm",NULL,688.61,688.61,688.61,688.61,"C0019E-4R-1 W, 9.0--11.0 cm",CKY000000000004919400,PP,NULL,8,nakamura343,NULL,CKY,2012-05-17T22:18:11Z,678,glass beaker,18.777,8.539,38.2809,19.5905,19.5039,678,glass beaker,18.777,8.539,32.4949,13.8296,13.7179,5.9959,5.8554,5.1961,11.0515,5.2906,0.2099,0.0945,13.508,0.3074,0.4439,1.7648,1.2223,2.5996,0.5298,1.1269,kawamuras,2012-05-19T10:59:14Z
"C0019E-4R-2, 63.0 cm",NULL,690.34,690.34,690.34,690.34,"C0019E-4R-2, 65.0 cm",NULL,690.36,690.36,690.36,690.36,"C0019E-4R-2 W, 63.0--65.0 cm",CKY000000000004919800,PP,NULL,8,arakaway,NULL,CKY,2012-05-26T08:49:24Z,289,glass beaker,18.79,8.45,30.2404,14.9907,11.4504,289,glass beaker,18.79,8.45,26.843,11.6081,8.053,3.5206,3.4381,3.1026,6.5407,3.1581,0.1232,0.0555,7.9298,0.3075,0.444,1.7506,1.2124,2.5559,0.5256,1.1081,kawamuras,2012-05-19T10:59:14Z
"C0019E-5R-1, 7.0 cm",NULL,696.07,696.07,696.07,696.07,"C0019E-5R-1, 9.0 cm",NULL,696.09,696.09,696.09,696.09,"C0019E-5R-1 W, 7.0--9.0 cm",CKY000000000004925000,PP,NULL,5,hirose343,NULL,CKY,2012-05-18T10:04:02Z,252,glass beaker,18.206,8.28,28.8572,14.0941,10.6512,252,glass beaker,18.206,8.28,25.8683,11.1182,7.6623,3.0973,3.0247,2.7894,5.8141,2.8382,0.1084,0.0488,7.5539,0.2908,0.41,1.832,1.2992,2.7081,0.5202,1.0844,yamaday,2012-05-19T15:36:29Z
"C0019E-5R-2, 127.0 cm",NULL,698.67,698.67,698.67,698.67,"C0019E-5R-2, 128.0 cm",NULL,698.68,698.68,698.68,698.68,"C0019E-5R-2 W, 127.0--128.0 cm",CKY000000000004925600,PP,NULL,5,hirose343,NULL,CKY,2012-05-18T10:57:12Z,667,glass beaker,18.886,8.502,30.3332,14.7669,11.4472,667,glass beaker,18.886,8.502,27.2877,11.7347,8.4017,3.156,3.082,3.1829,6.2649,3.2327,0.1105,0.0498,8.2912,0.2757,0.3806,1.8272,1.3234,2.6049,0.4919,0.9683,yamaday,2012-05-19T15:36:29Z
"C0019E-5R-3, 14.0 cm",NULL,698.83,698.83,698.83,698.83,"C0019E-5R-3, 15.0 cm",NULL,698.84,698.84,698.84,698.84,"C0019E-5R-3 W, 14.0--15.0 cm",CKY000000000004925700,PP,NULL,5,hirose343,NULL,CKY,2012-05-18T11:06:43Z,467,glass beaker,19.102,8.666,30.5695,14.9013,11.4675,467,glass beaker,19.102,8.666,27.5016,11.8467,8.3996,3.1792,3.1047,3.1306,6.2353,3.1807,0.1113,0.0501,8.2883,0.2772,0.3836,1.8391,1.3293,2.6475,0.4979,0.9917,yamaday,2012-05-19T15:36:29Z
"C0019E-6R-1, 53.0 cm",NULL,704.53,704.53,704.53,704.53,"C0019E-6R-1, 55.0 cm",NULL,704.55,704.55,704.55,704.55,"C0019E-6R-1 W, 53.0--55.0 cm",CKY000000000004926100,PP,NULL,5,arakaway,NULL,CKY,2012-05-26T08:49:24Z,282,glass beaker,18.197,8.169,29.1292,14.3638,10.9322,282,glass beaker,18.197,8.169,26.1296,11.3773,7.9326,3.1084,3.0355,3.1593,6.1948,3.2083,0.1088,0.049,7.8238,0.2843,0.3973,1.7647,1.263,2.4764,0.49,0.9608,yamaday,2012-05-19T15:36:29Z
"C0019E-6R-2, 17.0 cm",NULL,705.49,705.49,705.49,705.49,"C0019E-6R-2, 19.0 cm",NULL,705.51,705.51,705.51,705.51,"C0019E-6R-2 W, 17.0--19.0 cm",CKY000000000004927300,PP,NULL,5,arakaway,NULL,CKY,2012-05-26T08:49:24Z,656,glass beaker,18.871,8.5,30.9602,14.9179,12.0892,656,glass beaker,18.871,8.5,27.9352,11.9061,9.0642,3.1347,3.0612,3.3567,6.4179,3.4061,0.1097,0.0494,8.9545,0.2593,0.3501,1.8837,1.3952,2.6676,0.477,0.912,yamaday,2012-05-19T15:36:29Z
"C0019E-7R-1, 14.0 cm",NULL,713.14,713.14,713.14,713.14,"C0019E-7R-1, 16.0 cm",NULL,713.16,713.16,713.16,713.16,"C0019E-7R-1 W, 14.0--16.0 cm",CKY000000000004936800,PP,NULL,8,arakaway,NULL,CKY,2012-05-26T08:44:01Z,551,glass beaker,18.841,8.453,30.7091,14.7881,11.8681,551,glass beaker,18.841,8.453,27.7944,11.8861,8.9534,3.0204,2.9496,3.3855,6.3351,3.4331,0.1057,0.0476,8.8477,0.2545,0.3414,1.8734,1.3966,2.6134,0.4656,0.8712,morit,2012-05-20T00:24:03Z
"C0019E-7R-2, 1.0 cm",NULL,714.15,714.15,714.15,714.15,"C0019E-7R-2, 3.0 cm",NULL,714.17,714.17,714.17,714.17,"C0019E-7R-2 W, 1.0--3.0 cm",CKY000000000004936900,PP,NULL,8.5,jeppson343,NULL,CKY,2012-05-18T21:53:58Z,683,glass beaker,18.901,8.528,28.7416,13.8059,9.8406,683,glass beaker,18.901,8.528,26.3,11.3749,7.399,2.5302,2.4709,2.807,5.2779,2.8469,0.0886,0.0399,7.3104,0.2571,0.3461,1.8645,1.3851,2.6043,0.4682,0.8803,morit,2012-05-20T00:24:03Z
"C0019E-8R-1, 122.0 cm",NULL,720.22,720.22,720.22,720.22,"C0019E-8R-1, 124.0 cm",NULL,720.24,720.24,720.24,720.24,"C0019E-8R-1 W, 122.0--124.0 cm",CKY000000000004939000,PP,NULL,5,arakaway,NULL,CKY,2012-05-26T08:49:24Z,652,glass beaker,18.836,8.475,26.503,12.7611,7.667,652,glass beaker,18.836,8.475,24.4381,10.7052,5.6021,2.1398,2.0896,2.1965,4.2861,2.2302,0.0749,0.0337,5.5272,0.2791,0.3871,1.7888,1.2896,2.5164,0.4875,0.9513,kawamuras,2012-05-20T10:13:26Z
"C0019E-8R-2, 136.0 cm",NULL,721.775,721.775,721.775,721.775,"C0019E-8R-2, 138.0 cm",NULL,721.795,721.795,721.795,721.795,"C0019E-8R-2 W, 136.0--138.0 cm",CKY000000000004939400,PP,NULL,8,arakaway,NULL,CKY,2012-05-26T08:49:24Z,684,glass beaker,18.876,8.524,30.2059,14.3773,11.3299,684,glass beaker,18.876,8.524,27.5262,11.7093,8.6502,2.7769,2.7118,3.1415,5.8533,3.1853,0.0972,0.0438,8.553,0.2451,0.3247,1.9356,1.4612,2.7226,0.4633,0.8632,kawamuras,2012-05-20T10:13:26Z
"C0019E-8R-3, 24.0 cm",NULL,722.055,722.055,722.055,722.055,"C0019E-8R-3, 26.0 cm",NULL,722.075,722.075,722.075,722.075,"C0019E-8R-3 W, 24.0--26.0 cm",CKY000000000004939700,PP,NULL,8,jeppson343,NULL,CKY,2012-05-19T01:04:07Z,299,glass beaker,18.279,8.205,23.6152,11.0846,5.3362,299,glass beaker,18.279,8.205,22.3565,9.8314,4.0775,1.3044,1.2738,1.6058,2.8796,1.6264,0.0457,0.0206,4.0318,0.2444,0.3235,1.8531,1.4001,2.5108,0.4424,0.7932,kawamuras,2012-05-20T10:13:26Z
"C0019E-9R-1, 57.0 cm",NULL,725.07,725.07,725.07,725.07,"C0019E-9R-1, 59.0 cm",NULL,725.09,725.09,725.09,725.09,"C0019E-9R-1 W, 57.0--59.0 cm",CKY000000000004943700,PP,NULL,10,arakaway,NULL,CKY,2012-05-26T08:49:24Z,275,glass beaker,18.557,8.369,33.3173,16.0553,14.7603,275,glass beaker,18.557,8.369,29.8928,12.6457,11.3358,3.5487,3.4655,4.2208,7.6863,4.2767,0.1242,0.0559,11.2116,0.2404,0.3165,1.9203,1.4586,2.6563,0.4509,0.8211,kawamuras,2012-05-20T10:13:26Z
"C0019E-10R-1, 13.0 cm",NULL,770.13,770.13,770.13,770.13,"C0019E-10R-1, 15.0 cm",NULL,770.15,770.15,770.15,770.15,"C0019E-10R-1 W, 13.0--15.0 cm",CKY000000000004949600,PP,NULL,5,nakamura343,NULL,CKY,2012-05-19T19:46:30Z,674,glass beaker,18.87,8.508,25.5919,11.9511,6.7219,674,glass beaker,18.87,8.508,24.1665,10.5319,5.2965,1.4771,1.4425,2.0006,3.4431,2.0239,0.0517,0.0233,5.2448,0.2197,0.2816,1.9523,1.5233,2.6216,0.419,0.721,morit,2012-05-21T01:57:43Z
"C0019E-10R-1, 98.0 cm",NULL,770.98,770.98,770.98,770.98,"C0019E-10R-1, 100.0 cm",NULL,771,771,771,771,"C0019E-10R-1 W, 98.0--100.0 cm",CKY000000000004949500,PP,NULL,5,arakaway,NULL,CKY,2012-05-26T08:49:24Z,660,glass beaker,18.855,8.552,25.6723,12.1425,6.8173,660,glass beaker,18.855,8.552,23.975,10.4525,5.12,1.7589,1.7177,1.8728,3.5905,1.9005,0.0616,0.0277,5.0584,0.258,0.3477,1.8987,1.4088,2.701,0.4784,0.9172,morit,2012-05-21T01:57:43Z
