Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Depth DSF, MSF, WSF and CSF-A [m]",Top Core depth (below sea floor) [m CSF-B],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core depth (below sea floor) [m CSF-B],Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,C0002F;1010.500,1010.5,1010.5,1010.5,NULL,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000000989610,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T00:14:11Z,>4mm,18.8066,8.4596,39.7111,20.9045,34.2562,14.3202,15.4496,5.6527,5.5202,5.7707,11.2909,5.8606,0.1978,0.0899,15.2518,0.2704,0.3706,1.8514,1.3508,2.643,0.4889,0.9566,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1015.500,1015.5,1015.5,1015.5,NULL,C0002F;1020.500,1020.5,1020.5,1020.5,C0002F-43SMW W,CKY000000000000990110,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T00:33:34Z,1-4mm,18.7733,8.4024,41.6046,22.8313,35.8911,14.9535,17.1178,5.9207,5.7819,6.4569,12.2388,6.5511,0.2072,0.0942,16.9106,0.2593,0.3501,1.8655,1.3817,2.619,0.4724,0.8955,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1015.500,1015.5,1015.5,1015.5,NULL,C0002F;1020.500,1020.5,1020.5,1020.5,C0002F-43SMW W,CKY000000000000990210,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T00:33:34Z,>4mm,19.0136,8.5551,44.5679,25.5543,38.2071,15.842,19.1935,6.5915,6.437,7.182,13.619,7.2869,0.2307,0.1049,18.9628,0.2579,0.3476,1.8764,1.3924,2.6403,0.4726,0.8963,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1020.500,1020.5,1020.5,1020.5,NULL,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000000992410,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T02:27:49Z,1-4mm,18.6911,8.4426,41.0234,22.3323,35.4736,14.8157,16.7825,5.7511,5.6163,6.2816,11.8979,6.3731,0.2013,0.0915,16.5812,0.2575,0.3468,1.877,1.3936,2.6396,0.472,0.8941,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1020.500,1020.5,1020.5,1020.5,NULL,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000000992510,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T02:27:49Z,>4mm,18.6791,8.3928,43.6479,24.9688,37.2029,15.4945,18.5238,6.6788,6.5223,6.9954,13.5177,7.1017,0.2338,0.1063,18.29,0.2675,0.3652,1.8471,1.353,2.6146,0.4825,0.9324,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1025.500,1025.5,1025.5,1025.5,NULL,C0002F;1030.500,1030.5,1030.5,1030.5,C0002F-45SMW W,CKY000000000000993310,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T02:50:52Z,1-4mm,19.1509,8.6542,40.9253,21.7744,35.5493,14.9356,16.3984,5.571,5.4404,6.1928,11.6332,6.2814,0.195,0.0886,16.2034,0.2559,0.3438,1.8717,1.3929,2.6165,0.4677,0.8785,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1025.500,1025.5,1025.5,1025.5,NULL,C0002F;1030.500,1030.5,1030.5,1030.5,C0002F-45SMW W,CKY000000000000993410,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T02:50:52Z,>4mm,18.9025,8.5224,44.0492,25.1467,37.7579,15.7699,18.8554,6.5195,6.3667,7.1438,13.5105,7.2475,0.2282,0.1037,18.6272,0.2593,0.35,1.8613,1.3787,2.6075,0.4712,0.8912,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1030.500,1030.5,1030.5,1030.5,NULL,C0002F;1035.500,1035.5,1035.5,1035.5,C0002F-46SMW W,CKY000000000000993710,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T05:05:43Z,1-4mm,19.0877,8.63,43.4148,24.3271,37.5996,15.7501,18.5119,6.0261,5.8849,7.0242,12.9091,7.1201,0.2109,0.0959,18.301,0.2477,0.3293,1.8845,1.4177,2.6054,0.4559,0.8378,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1030.500,1030.5,1030.5,1030.5,NULL,C0002F;1035.500,1035.5,1035.5,1035.5,C0002F-46SMW W,CKY000000000000994010,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T05:05:43Z,>4mm,18.5797,8.4035,48.1412,29.5615,41.0619,16.958,22.4822,7.3361,7.1642,8.4378,15.602,8.5545,0.2568,0.1167,22.2254,0.2482,0.3301,1.8947,1.4245,2.634,0.4592,0.8491,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1035.500,1035.5,1035.5,1035.5,NULL,C0002F;1040.500,1040.5,1040.5,1040.5,C0002F-47SMW W,CKY000000000000996110,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T08:17:37Z,1-4mm,18.7954,8.4384,43.237,24.4416,37.3648,15.5349,18.5694,6.0852,5.9426,6.9997,12.9423,7.0965,0.213,0.0968,18.3564,0.249,0.3315,1.8885,1.4183,2.6225,0.4592,0.849,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1035.500,1035.5,1035.5,1035.5,NULL,C0002F;1040.500,1040.5,1040.5,1040.5,C0002F-47SMW W,CKY000000000000996210,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T08:17:37Z,>4mm,18.6834,8.4446,44.3315,25.6481,38.1833,15.926,19.4999,6.3712,6.2219,7.38,13.6019,7.4814,0.223,0.1014,19.2769,0.2484,0.3305,1.8856,1.4172,2.612,0.4574,0.8431,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1040.500,1040.5,1040.5,1040.5,NULL,C0002F;1045.500,1045.5,1045.5,1045.5,C0002F-48SMW W,CKY000000000000996310,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T08:33:52Z,1-4mm,18.2569,8.194,45.1859,26.929,38.9196,16.1499,20.6627,6.4936,6.3414,7.8526,14.194,7.9559,0.2273,0.1033,20.4354,0.2411,0.3178,1.8972,1.4397,2.6024,0.4468,0.8076,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1040.500,1040.5,1040.5,1040.5,NULL,C0002F;1045.500,1045.5,1045.5,1045.5,C0002F-48SMW W,CKY000000000000996510,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T08:34:53Z,>4mm,18.9971,8.5818,47.659,28.6619,40.9741,16.9259,21.977,6.9274,6.765,8.2339,14.9989,8.3441,0.2425,0.1102,21.7345,0.2417,0.3187,1.9109,1.4491,2.6396,0.451,0.8216,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1045.500,1045.5,1045.5,1045.5,NULL,C0002F;1050.500,1050.5,1050.5,1050.5,C0002F-49SMW W,CKY000000000000996610,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T08:46:09Z,1-4mm,18.7209,8.4574,41.9648,23.2439,36.5957,15.1343,17.8748,5.5638,5.4334,6.5884,12.0218,6.6769,0.1947,0.0885,17.6801,0.2394,0.3147,1.9335,1.4707,2.6835,0.452,0.8247,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1045.500,1045.5,1045.5,1045.5,NULL,C0002F;1050.500,1050.5,1050.5,1050.5,C0002F-49SMW W,CKY000000000000996710,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T08:46:31Z,>4mm,18.649,8.3921,43.7854,25.1364,38.0476,15.8316,19.3986,5.9459,5.8065,7.3449,13.1514,7.4395,0.2081,0.0946,19.1905,0.2365,0.3098,1.9113,1.4592,2.6128,0.4415,0.7905,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1050.500,1050.5,1050.5,1050.5,NULL,C0002F;1055.500,1055.5,1055.5,1055.5,C0002F-50SMW W,CKY000000000000997110,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T09:56:00Z,1-4mm,18.7936,8.4362,40.5605,21.7669,35.4312,14.8838,16.6376,5.3153,5.1907,6.3631,11.5538,6.4476,0.186,0.0845,16.4516,0.2442,0.3231,1.884,1.4239,2.5855,0.4493,0.8158,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1050.500,1050.5,1050.5,1050.5,NULL,C0002F;1055.500,1055.5,1055.5,1055.5,C0002F-50SMW W,CKY000000000000997210,PP,NULL,30,miyabes,">4mm, bulk",CKY,2012-11-10T02:44:42Z,>4mm,18.1659,8.1714,46.2175,28.0516,39.5285,16.3692,21.3626,6.9316,6.7691,8.0875,14.8566,8.1978,0.2426,0.1103,21.12,0.2471,0.3282,1.8882,1.4216,2.6114,0.4556,0.837,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1055.500,1055.5,1055.5,1055.5,NULL,C0002F;1060.500,1060.5,1060.5,1060.5,C0002F-51SMW W,CKY000000000000997710,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T10:14:02Z,>4mm,18.7577,8.4223,47.3186,28.5609,40.4838,16.6126,21.7261,7.0827,6.9167,8.0776,14.9943,8.1903,0.2479,0.1127,21.4782,0.248,0.3298,1.9048,1.4324,2.659,0.4613,0.8563,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1055.500,1055.5,1055.5,1055.5,NULL,C0002F;1060.500,1060.5,1060.5,1060.5,C0002F-51SMW W,CKY000000000000997810,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T10:14:02Z,1-4mm,18.8329,8.4451,42.8082,23.9753,37.0944,15.6304,18.2615,5.921,5.7822,7.0911,12.8733,7.1853,0.2072,0.0942,18.0543,0.247,0.328,1.8624,1.4025,2.5461,0.4492,0.8154,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1060.500,1060.5,1060.5,1060.5,NULL,C0002F;1065.500,1065.5,1065.5,1065.5,C0002F-52SMW W,CKY000000000000998010,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T10:55:19Z,1-4mm,19.1858,8.6316,43.5562,24.3704,37.4771,15.7233,18.2913,6.2996,6.152,6.9915,13.1435,7.0917,0.2205,0.1002,18.0708,0.2585,0.3486,1.8542,1.3749,2.5847,0.4681,0.8799,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1060.500,1060.5,1060.5,1060.5,NULL,C0002F;1065.500,1065.5,1065.5,1065.5,C0002F-52SMW W,CKY000000000000998110,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T10:55:19Z,>4mm,18.861,8.4674,44.0269,25.1659,37.759,15.942,18.898,6.4952,6.343,7.3713,13.7143,7.4746,0.2273,0.1033,18.6707,0.2581,0.3479,1.835,1.3614,2.5329,0.4625,0.8605,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1070.500,1070.5,1070.5,1070.5,NULL,C0002F;1075.500,1075.5,1075.5,1075.5,C0002F-54SMW W,CKY000000000000998510,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T11:21:59Z,1-4mm,18.5824,8.3601,42.7175,24.1351,37.1157,15.5023,18.5333,5.805,5.6689,7.0498,12.7187,7.1422,0.2032,0.0924,18.3301,0.2405,0.3167,1.8976,1.4412,2.6001,0.4457,0.8041,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1070.500,1070.5,1070.5,1070.5,NULL,C0002F;1075.500,1075.5,1075.5,1075.5,C0002F-54SMW W,CKY000000000000998610,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T11:21:59Z,>4mm,18.6765,8.4511,43.8338,25.1573,37.7916,15.79,19.1151,6.2613,6.1146,7.2393,13.3539,7.3389,0.2191,0.0996,18.896,0.2489,0.3314,1.8839,1.415,2.6102,0.4579,0.8446,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1080.500,1080.5,1080.5,1080.5,NULL,C0002F;1085.500,1085.5,1085.5,1085.5,C0002F-56SMW W,CKY000000000001004410,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T15:56:33Z,1-4mm,18.9302,8.5726,41.6096,22.6794,36.376,15.1899,17.4458,5.4234,5.2963,6.531,11.8273,6.6173,0.1898,0.0863,17.256,0.2391,0.3143,1.9175,1.459,2.6422,0.4478,0.8109,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1080.500,1080.5,1080.5,1080.5,NULL,C0002F;1085.500,1085.5,1085.5,1085.5,C0002F-56SMW W,CKY000000000001004510,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T15:56:33Z,>4mm,18.1237,8.1504,41.4108,23.2871,36.0762,15.0058,17.9525,5.5281,5.3985,6.7674,12.1659,6.8554,0.1935,0.088,17.759,0.2374,0.3113,1.9141,1.4597,2.6242,0.4437,0.7977,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1090.500,1090.5,1090.5,1090.5,NULL,C0002F;1095.500,1095.5,1095.5,1095.5,C0002F-58SMW W,CKY000000000001005110,PP,NULL,30,ohashia,"1-4mm, bulk",CKY,2012-11-04T17:11:57Z,1-4mm,18.301,8.2811,39.9045,21.6035,34.8229,14.5838,16.5219,5.2659,5.1425,6.2189,11.3614,6.3027,0.1843,0.0838,16.3376,0.2438,0.3223,1.9015,1.438,2.6271,0.4526,0.8269,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1090.500,1090.5,1090.5,1090.5,NULL,C0002F;1095.500,1095.5,1095.5,1095.5,C0002F-58SMW W,CKY000000000001005210,PP,NULL,30,ohashia,">4mm, bulk",CKY,2012-11-04T17:11:57Z,>4mm,18.1777,8.2538,37.6003,19.4226,32.8303,13.8609,14.6526,4.943,4.8271,5.5285,10.3556,5.6071,0.173,0.0786,14.4796,0.2545,0.3414,1.8756,1.3982,2.6191,0.4661,0.8731,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1100.500,1100.5,1100.5,1100.5,NULL,C0002F;1105.500,1105.5,1105.5,1105.5,C0002F-62SMW W,CKY000000000001007810,PP,NULL,30,fuway,"1-4mm, bulk",CKY,2012-11-28T16:37:21Z,1-4mm,18.0522,8.2019,37.2143,19.1621,32.7642,13.7904,14.712,4.6115,4.5034,5.5151,10.0185,5.5885,0.1614,0.0734,14.5506,0.2407,0.3169,1.9127,1.4524,2.6383,0.4495,0.8166,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1100.500,1100.5,1100.5,1100.5,NULL,C0002F;1105.500,1105.5,1105.5,1105.5,C0002F-62SMW W,CKY000000000001007910,PP,NULL,30,yabukit,">4mm, bulk",CKY,2012-11-18T00:17:47Z,>4mm,18.7128,8.4348,43.3505,24.6377,37.3701,15.5618,18.6573,6.1973,6.0521,7.0284,13.0805,7.127,0.2169,0.0986,18.4404,0.2515,0.3361,1.8835,1.4098,2.6237,0.4627,0.8611,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1110.500,1110.5,1110.5,1110.5,NULL,C0002F;1115.500,1115.5,1115.5,1115.5,C0002F-64SMW W,CKY000000000001009410,PP,NULL,30,ohashia,"1-4mm, bulk",CKY,2012-11-04T19:52:52Z,1-4mm,19.1081,8.6128,41.6088,22.5007,36.2767,15.1213,17.1686,5.5255,5.396,6.4206,11.8166,6.5085,0.1934,0.0879,16.9752,0.2456,0.3255,1.9042,1.4366,2.6439,0.4566,0.8404,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1110.500,1110.5,1110.5,1110.5,NULL,C0002F;1115.500,1115.5,1115.5,1115.5,C0002F-64SMW W,CKY000000000001009510,PP,NULL,30,ohashia,">4mm, bulk",CKY,2012-11-04T19:52:52Z,>4mm,18.3187,8.2486,42.0104,23.6917,36.2809,15.0813,17.9622,5.9373,5.7981,6.7382,12.5363,6.8327,0.2078,0.0945,17.7544,0.2506,0.3344,1.8898,1.4162,2.6349,0.4625,0.8605,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1120.500,1120.5,1120.5,1120.5,NULL,C0002F;1125.500,1125.5,1125.5,1125.5,C0002F-66SMW W,CKY000000000001011510,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T22:18:59Z,1-4mm,18.9845,8.5392,39.4069,20.4224,34.7893,14.5848,15.8048,4.7851,4.6729,5.9695,10.6424,6.0456,0.1675,0.0761,15.6373,0.2343,0.306,1.919,1.4693,2.6195,0.4391,0.7828,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1120.500,1120.5,1120.5,1120.5,NULL,C0002F;1125.500,1125.5,1125.5,1125.5,C0002F-66SMW W,CKY000000000001011610,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-04T22:18:59Z,>4mm,18.7225,8.4997,44.4045,25.682,38.4593,15.9486,19.7368,6.1608,6.0164,7.3509,13.3673,7.4489,0.2156,0.098,19.5212,0.2399,0.3156,1.9213,1.4604,2.6556,0.4501,0.8185,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1130.500,1130.5,1130.5,1130.5,NULL,C0002F;1135.500,1135.5,1135.5,1135.5,C0002F-68SMW W,CKY000000000001015510,PP,NULL,30,ohashia,"1-4mm, bulk",CKY,2012-11-05T00:02:53Z,1-4mm,18.7033,8.467,41.5991,22.8958,36.2096,15.1511,17.5063,5.585,5.4541,6.5952,12.0493,6.6841,0.1955,0.0889,17.3108,0.2439,0.3226,1.9002,1.4367,2.6248,0.4526,0.827,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1130.500,1130.5,1130.5,1130.5,NULL,C0002F;1135.500,1135.5,1135.5,1135.5,C0002F-68SMW W,CKY000000000001015610,PP,NULL,30,ohashia,">4mm, bulk",CKY,2012-11-05T00:02:53Z,>4mm,18.8311,8.4767,44.1582,25.3271,38.0245,15.8394,19.1934,6.3562,6.2072,7.2616,13.4688,7.3627,0.2225,0.1011,18.9709,0.251,0.335,1.8804,1.4085,2.6125,0.4609,0.8548,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1140.500,1140.5,1140.5,1140.5,NULL,C0002F;1145.500,1145.5,1145.5,1145.5,C0002F-71SMW W,CKY000000000001019210,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-05T01:15:27Z,"1-4mm, sandy",18.7641,8.4246,41.672,22.9079,36.0885,15.1027,17.3244,5.786,5.6504,6.5861,12.2365,6.6781,0.2025,0.092,17.1219,0.2526,0.3379,1.8721,1.3992,2.5997,0.4618,0.8579,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1140.500,1140.5,1140.5,1140.5,NULL,C0002F;1145.500,1145.5,1145.5,1145.5,C0002F-71SMW W,CKY000000000001019310,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-05T01:15:27Z,">4mm, sandy",18.6005,8.3695,41.6202,23.0197,36.0558,15.0771,17.4553,5.7662,5.6311,6.6159,12.247,6.7076,0.2018,0.0917,17.2535,0.2505,0.3342,1.8796,1.4088,2.6079,0.4598,0.8511,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1150.500,1150.5,1150.5,1150.5,NULL,C0002F;1155.500,1155.5,1155.5,1155.5,C0002F-73SMW W,CKY000000000001021010,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-05T07:39:17Z,1-4mm,18.8485,8.5192,46.2983,27.4498,39.6699,16.507,20.8214,6.8688,6.7078,7.8785,14.5863,7.9878,0.2404,0.1093,20.581,0.2502,0.3337,1.8819,1.411,2.6123,0.4599,0.8514,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1150.500,1150.5,1150.5,1150.5,NULL,C0002F;1155.500,1155.5,1155.5,1155.5,C0002F-73SMW W,CKY000000000001021210,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-05T07:39:17Z,>4mm,19.0215,8.5802,47.8084,28.7869,40.8346,16.9714,21.8131,7.2267,7.0573,8.2762,15.3335,8.3912,0.2529,0.115,21.5602,0.251,0.3352,1.8774,1.4061,2.6051,0.4603,0.8527,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1160.500,1160.5,1160.5,1160.5,NULL,C0002F;1165.500,1165.5,1165.5,1165.5,C0002F-75SMW W,CKY000000000001021410,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-05T07:54:46Z,1-4mm,18.6811,8.4396,45.4155,26.7344,39.1237,16.3171,20.4426,6.52,6.3672,7.7738,14.141,7.8775,0.2282,0.1037,20.2144,0.2439,0.3225,1.8906,1.4295,2.6003,0.4503,0.8191,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1160.500,1160.5,1160.5,1160.5,NULL,C0002F;1165.500,1165.5,1165.5,1165.5,C0002F-75SMW W,CKY000000000001021610,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-05T07:54:46Z,>4mm,18.7673,8.4928,48.0286,29.2613,41.1835,17.1142,22.4162,7.0934,6.9271,8.5085,15.4356,8.6214,0.2483,0.1129,22.1679,0.2424,0.32,1.8957,1.4362,2.6054,0.4488,0.8141,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1170.500,1170.5,1170.5,1170.5,NULL,C0002F;1175.500,1175.5,1175.5,1175.5,C0002F-77SMW W,CKY000000000001024910,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-05T12:25:25Z,1-4mm,18.7831,8.4258,44.8655,26.0824,38.8193,16.2018,20.0362,6.2655,6.1187,7.6763,13.795,7.776,0.2193,0.0997,19.8169,0.2402,0.3162,1.8907,1.4365,2.5816,0.4435,0.7971,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1170.500,1170.5,1170.5,1170.5,NULL,C0002F;1175.500,1175.5,1175.5,1175.5,C0002F-77SMW W,CKY000000000001025210,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-05T12:25:25Z,>4mm,18.076,8.1307,46.0298,27.9538,39.5281,16.4364,21.4521,6.7375,6.5796,8.1985,14.7781,8.3057,0.2358,0.1072,21.2163,0.241,0.3176,1.8916,1.4357,2.5878,0.4452,0.8025,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1180.500,1180.5,1180.5,1180.5,NULL,C0002F;1185.500,1185.5,1185.5,1185.5,C0002F-80SMW W,CKY000000000001025810,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-05T12:51:33Z,1-4mm,18.1899,8.1822,43.2126,25.0227,37.419,15.6321,19.2291,6.0037,5.863,7.3544,13.2174,7.4499,0.2101,0.0955,19.019,0.2399,0.3157,1.8932,1.4389,2.5861,0.4436,0.7972,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1180.500,1180.5,1180.5,1180.5,NULL,C0002F;1185.500,1185.5,1185.5,1185.5,C0002F-80SMW W,CKY000000000001026010,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-05T12:51:33Z,>4mm,18.9083,8.5196,46.5815,27.6732,40.2116,16.752,21.3033,6.6009,6.4462,8.1274,14.5736,8.2324,0.231,0.105,21.0723,0.2385,0.3133,1.8989,1.4459,2.5927,0.4423,0.7931,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1190.500,1190.5,1190.5,1190.5,NULL,C0002F;1195.500,1195.5,1195.5,1195.5,C0002F-82SMW W,CKY000000000001026310,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-05T14:16:54Z,1-4mm,18.9621,8.545,41.6112,22.6491,36.2206,15.124,17.2585,5.5861,5.4552,6.4901,11.9453,6.579,0.1955,0.0889,17.063,0.2466,0.3274,1.8961,1.4284,2.6291,0.4567,0.8405,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1190.500,1190.5,1190.5,1190.5,NULL,C0002F;1195.500,1195.5,1195.5,1195.5,C0002F-82SMW W,CKY000000000001026510,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-05T14:16:54Z,>4mm,18.6153,8.3548,44.084,25.4687,37.9285,15.8019,19.3132,6.3788,6.2293,7.3456,13.5749,7.4471,0.2233,0.1015,19.0899,0.2505,0.3341,1.8762,1.4063,2.5988,0.4589,0.848,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1200.500,1200.5,1200.5,1200.5,NULL,C0002F;1205.500,1205.5,1205.5,1205.5,C0002F-84SMW W,CKY000000000001026710,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-05T15:47:09Z,1-4mm,18.9067,8.5257,41.6939,22.7872,36.526,15.2786,17.6193,5.3553,5.2298,6.6677,11.8975,6.7529,0.1874,0.0852,17.4319,0.235,0.3072,1.9153,1.4652,2.6144,0.4396,0.7843,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1200.500,1200.5,1200.5,1200.5,NULL,C0002F;1205.500,1205.5,1205.5,1205.5,C0002F-84SMW W,CKY000000000001026810,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-05T15:47:09Z,>4mm,18.2841,8.2257,43.3095,25.0254,37.5418,15.6496,19.2577,5.9769,5.8368,7.3288,13.1656,7.4239,0.2092,0.0951,19.0485,0.2388,0.3138,1.9008,1.4468,2.5991,0.4433,0.7964,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1210.500,1210.5,1210.5,1210.5,NULL,C0002F;1215.500,1215.5,1215.5,1215.5,C0002F-86SMW W,CKY000000000001027010,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-05T16:53:55Z,1-4mm,18.6391,8.4176,42.1612,23.5221,36.8819,15.3709,18.2428,5.4708,5.3426,6.8663,12.2089,6.9533,0.1915,0.087,18.0513,0.2326,0.3031,1.9266,1.4785,2.629,0.4376,0.7781,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1210.500,1210.5,1210.5,1210.5,NULL,C0002F;1215.500,1215.5,1215.5,1215.5,C0002F-86SMW W,CKY000000000001027110,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-05T16:53:55Z,>4mm,18.8396,8.4922,44.9122,26.0726,38.8513,16.1396,20.0117,6.2807,6.1335,7.5475,13.681,7.6474,0.2198,0.0999,19.7919,0.2409,0.3173,1.9058,1.4467,2.6223,0.4483,0.8127,kidoyo,2012-11-19T15:40:09Z
