Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0001F-1H-6, 24.0 cm",NULL,113.417,113.865,113.417,113.865,"C0001F-1H-6, 25.0 cm",NULL,113.427,113.875,113.427,113.875,"C0001F-1H-6 W, 24.0--25.0 cm",CKY000000000000322000,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:33:48Z,187,glass beaker,6.12,2.752,12.799,6.565173,6.679,187,glass beaker,6.12,2.752,10.543,4.319,4.423,2.337824,2.283031,1.530142,3.813173,1.567,0.0818239,0.03685761,4.341176,0.350026,0.5385232,1.751559,1.138468,2.837106,0.5987221,1.492038,ishimori,2007-11-25T20:50:52Z
"C0001F-1H-6, 99.0 cm",NULL,114.11,114.615,114.11,114.615,"C0001F-1H-6, 100.0 cm",NULL,114.119,114.625,114.119,114.625,"C0001F-1H-6 W, 99.0--100.0 cm",CKY000000000000322100,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:33:48Z,13,glass cell,4.522,2.05,9.711,4.998026,5.189,13,glass cell,4.522,2.05,8.11,3.404,3.588,1.659067,1.620183,1.327844,2.948026,1.354,0.0580674,0.02615649,3.529933,0.3197278,0.4699997,1.760161,1.197388,2.658395,0.5495822,1.220161,ishimori,2007-11-25T20:50:52Z
"C0001F-1H-7, 24.0 cm",NULL,114.743,115.3,114.743,115.3,"C0001F-1H-7, 25.0 cm",NULL,114.752,115.31,114.752,115.31,"C0001F-1H-7 W, 24.0--25.0 cm",CKY000000000000301300,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T03:08:53Z,114,glass beaker,6.061,2.735,12.701,6.400397,6.64,114,glass beaker,6.061,2.735,10.726,4.434,4.665,2.046632,1.998664,1.666733,3.665397,1.699,0.07163218,0.03226675,4.593368,0.3082277,0.4455624,1.811536,1.253171,2.755911,0.545279,1.199151,ishimori,2007-11-25T20:14:17Z
"C0001F-1H-7, 99.0 cm",NULL,115.436,116.05,115.436,116.05,"C0001F-1H-7, 100.0 cm",NULL,115.445,116.06,115.445,116.06,"C0001F-1H-7 W, 99.0--100.0 cm",CKY000000000000301400,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T03:08:54Z,203,glass beaker,6.041,2.699,12.205,6.231432,6.164,203,glass beaker,6.041,2.699,10.238,4.273,4.197,2.038342,1.990568,1.541864,3.532432,1.574,0.07134202,0.03213605,4.125658,0.3306849,0.4940647,1.744973,1.167937,2.67576,0.5635121,1.291014,ishimori,2007-11-25T20:14:18Z
"C0001F-1H-8, 24.0 cm",NULL,116.064,116.73,116.064,116.73,"C0001F-1H-8, 25.0 cm",NULL,116.073,116.74,116.073,116.74,"C0001F-1H-8 W, 24.0--25.0 cm",CKY000000000000301200,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T03:08:53Z,110,glass beaker,5.992,2.65,13.2,6.819877,7.208,110,glass beaker,5.992,2.65,10.876,4.506,4.884,2.40829,2.351846,1.818031,4.169877,1.856,0.08429022,0.03796857,4.79971,0.3341135,0.5017575,1.728588,1.151043,2.640059,0.5640084,1.293622,ishimori,2007-11-25T20:14:17Z
"C0001F-1H-9, 24.0 cm",NULL,116.766,117.49,116.766,117.49,"C0001F-1H-9, 25.0 cm",NULL,116.775,117.5,116.775,117.5,"C0001F-1H-9 W, 24.0--25.0 cm",CKY000000000000301000,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T03:08:52Z,178,glass beaker,6.07,2.773,13.621,7.125819,7.551,178,glass beaker,6.07,2.773,11.054,4.57,4.984,2.660104,2.597757,1.755061,4.352819,1.797,0.0931037,0.0419386,4.890896,0.352285,0.5438888,1.734738,1.123616,2.786738,0.5967989,1.480152,ishimori,2007-11-25T20:14:15Z
"C0001F-2H-1, 24.0 cm",NULL,117.722,117.74,117.722,117.74,"C0001F-2H-1, 25.0 cm",NULL,117.732,117.75,117.732,117.75,"C0001F-2H-1 W, 24.0--25.0 cm",CKY000000000000322200,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:16Z,149,glass beaker,6.046,2.771,12.391,6.534847,6.345,149,glass beaker,6.046,2.771,10.06,4.214,4.014,2.415544,2.35893,1.404917,3.763847,1.443,0.08454411,0.03808293,3.929456,0.3807004,0.6147274,1.685775,1.044,2.796931,0.6267337,1.679053,ishimori,2007-11-25T20:50:53Z
"C0001F-2H-1, 104.0 cm",NULL,118.464,118.54,118.464,118.54,"C0001F-2H-1, 105.0 cm",NULL,118.473,118.55,118.473,118.55,"C0001F-2H-1 W, 104.0--105.0 cm",CKY000000000000322300,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:16Z,36,glass cell,4.536,2.006,10.549,5.651343,6.013,36,glass cell,4.536,2.006,8.332,3.444,3.796,2.297409,2.243564,1.40178,3.645343,1.438,0.08040939,0.03622044,3.715591,0.3820737,0.618316,1.649502,1.01927,2.650624,0.6154602,1.600511,ishimori,2007-11-25T20:50:54Z
"C0001F-2H-2, 24.0 cm",NULL,119.025,119.145,119.025,119.145,"C0001F-2H-2, 25.0 cm",NULL,119.034,119.155,119.034,119.155,"C0001F-2H-2 W, 24.0--25.0 cm",CKY000000000000322400,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:17Z,167,glass beaker,6.068,2.721,12.278,6.408058,6.21,167,glass beaker,6.068,2.721,10.225,4.364,4.157,2.127461,2.077599,1.609459,3.687058,1.643,0.0744612,0.03354108,4.082539,0.3425863,0.5211123,1.68427,1.107262,2.536591,0.5634842,1.290868,ishimori,2007-11-25T20:50:54Z
"C0001F-2H-2, 110.0 cm",NULL,119.822,120.005,119.822,120.005,"C0001F-2H-2, 111.0 cm",NULL,119.831,120.015,119.831,120.015,"C0001F-2H-2 W, 110.0--111.0 cm",CKY000000000000322500,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:17Z,206,glass beaker,6.02,2.646,12.604,6.576178,6.584,206,glass beaker,6.02,2.646,10.349,4.331,4.329,2.336788,2.282019,1.648159,3.930178,1.685,0.08178763,0.03684127,4.247212,0.3549191,0.5501933,1.675242,1.080667,2.576944,0.5806402,1.384587,ishimori,2007-11-25T20:50:55Z
"C0001F-2H-3, 33.0 cm",NULL,120.42,120.65,120.42,120.65,"C0001F-2H-3, 34.0 cm",NULL,120.429,120.66,120.429,120.66,"C0001F-2H-3 WR, 33.0--34.0 cm",CKY000000000000285400,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-22T17:38:06Z,195,glass beaker,6.061,2.75,10.803,5.496931,4.742,195,glass beaker,6.061,2.75,9.18,3.881,3.119,1.681865,1.642447,1.104484,2.746931,1.131,0.05886533,0.02651591,3.060135,0.3546742,0.549605,1.72629,1.11402,2.770646,0.5979206,1.487071,ishimori,2007-11-25T19:55:31Z
"C0001F-2H-3, 100.0 cm",NULL,121.041,121.32,121.041,121.32,"C0001F-2H-3, 101.0 cm",NULL,121.05,121.33,121.05,121.33,"C0001F-2H-3 W, 100.0--101.0 cm",CKY000000000000322600,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:18Z,14,glass cell,4.569,2.054,9.961,5.158972,5.392,14,glass cell,4.569,2.054,8.118,3.324,3.549,1.909845,1.865083,1.23989,3.104972,1.27,0.06684461,0.03011018,3.482156,0.3541997,0.5484662,1.736569,1.121477,2.80844,0.6006761,1.504232,ishimori,2007-11-25T20:50:55Z
"C0001F-2H-4, 24.0 cm",NULL,121.638,121.965,121.638,121.965,"C0001F-2H-4, 25.0 cm",NULL,121.648,121.975,121.648,121.975,"C0001F-2H-4 W, 24.0--25.0 cm",CKY000000000000322700,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:18Z,27,glass cell,4.648,2.08,11.423,6.036964,6.775,27,glass cell,4.648,2.08,9.119,3.743,4.471,2.387565,2.331606,1.625358,3.956964,1.663,0.08356483,0.03764182,4.387435,0.3524081,0.5441823,1.712171,1.108788,2.699365,0.5892411,1.434518,ishimori,2007-11-25T20:50:55Z
"C0001F-2H-4, 100.0 cm",NULL,122.343,122.725,122.343,122.725,"C0001F-2H-4, 101.0 cm",NULL,122.352,122.735,122.352,122.735,"C0001F-2H-4 W, 100.0--101.0 cm",CKY000000000000322800,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:18Z,157,glass beaker,6.049,2.679,13.099,6.801659,7.05,157,glass beaker,6.049,2.679,10.725,4.438,4.676,2.460104,2.402445,1.720215,4.122659,1.759,0.08610369,0.03878545,4.589897,0.3489509,0.5359824,1.710061,1.113334,2.668212,0.5827415,1.396596,ishimori,2007-11-25T20:50:56Z
"C0001F-2H-5, 0.0 cm",NULL,122.537,122.935,122.537,122.935,"C0001F-2H-5, 1.0 cm",NULL,122.547,122.945,122.547,122.945,"C0001F-2H-5 WR, 0.0--1.0 cm",CKY000000000000251700,PP,NULL,8,hirono315,NULL,CKY,2007-11-21T09:27:47Z,181,glass beaker,6.057,2.713,11.625,5.966763,5.568,181,glass beaker,6.057,2.713,9.734,4.084,3.677,1.959586,1.913658,1.340106,3.253763,1.371,0.06858555,0.03089439,3.608414,0.3519371,0.54306,1.711249,1.108997,2.692634,0.5881367,1.42799,ishimori,2007-11-25T18:05:48Z
"C0001F-2H-6, 24.0 cm",NULL,122.959,123.39,122.959,123.39,"C0001F-2H-6, 25.0 cm",NULL,122.968,123.4,122.968,123.4,"C0001F-2H-6 W, 24.0--25.0 cm",CKY000000000000322900,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:19Z,183,glass beaker,5.929,2.649,12.295,6.356644,6.366,183,glass beaker,5.929,2.649,10.147,4.218,4.218,2.225907,2.173737,1.533907,3.707644,1.569,0.0779068,0.03509315,4.140093,0.3496555,0.5376465,1.716993,1.116637,2.699051,0.5862853,1.417125,ishimori,2007-11-25T20:50:56Z
"C0001F-2H-6, 100.0 cm",NULL,123.663,124.15,123.663,124.15,"C0001F-2H-6, 101.0 cm",NULL,123.673,124.16,123.673,124.16,"C0001F-2H-6 W, 100.0--101.0 cm",CKY000000000000323000,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:19Z,166,glass beaker,6.117,2.773,12.358,6.319923,6.241,166,glass beaker,6.117,2.773,10.274,4.245,4.157,2.159586,2.10897,1.437952,3.546923,1.472,0.07558555,0.03404755,4.081414,0.346032,0.5291268,1.759553,1.150692,2.838351,0.5945915,1.466648,ishimori,2007-11-25T20:50:57Z
"C0001F-2H-7, 24.0 cm",NULL,124.298,124.835,124.298,124.835,"C0001F-2H-7, 25.0 cm",NULL,124.308,124.845,124.308,124.845,"C0001F-2H-7 W, 24.0--25.0 cm",CKY000000000000323100,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:20Z,6,glass cell,4.527,2.039,11.013,5.7847,6.486,6,glass cell,4.527,2.039,8.878,3.659,4.351,2.212435,2.160581,1.585119,3.7457,1.62,0.07743529,0.03488076,4.273565,0.3411094,0.5177025,1.731585,1.140925,2.696053,0.5768163,1.36304,ishimori,2007-11-25T20:50:57Z
"C0001F-2H-7, 100.0 cm",NULL,125.003,125.595,125.003,125.595,"C0001F-2H-7, 101.0 cm",NULL,125.012,125.605,125.012,125.605,"C0001F-2H-7 W, 100.0--101.0 cm",CKY000000000000323200,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:20Z,10,glass cell,4.544,2.032,10.665,5.582184,6.121,10,glass cell,4.544,2.032,8.641,3.567,4.097,2.097409,2.048251,1.501933,3.550184,1.535,0.07340938,0.03306729,4.02359,0.342658,0.521278,1.724136,1.133347,2.678942,0.5769423,1.363744,ishimori,2007-11-25T20:50:58Z
"C0001F-2H-8, 24.0 cm",NULL,125.605,126.245,125.605,126.245,"C0001F-2H-8, 25.0 cm",NULL,125.614,126.255,125.614,126.255,"C0001F-2H-8 W, 24.0--25.0 cm",CKY000000000000323300,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:21Z,21,glass cell,4.561,2.041,11.295,5.923313,6.734,21,glass cell,4.561,2.041,9.071,3.709,4.51,2.304663,2.250648,1.631665,3.882313,1.668,0.08066328,0.03633481,4.429337,0.3422428,0.5203179,1.734533,1.140902,2.714611,0.5797183,1.379356,ishimori,2007-11-25T20:50:58Z
"C0001F-2H-9, 24.0 cm",NULL,126.305,127,126.305,127,"C0001F-2H-9, 25.0 cm",NULL,126.314,127.01,126.314,127.01,"C0001F-2H-9 W, 24.0--25.0 cm",CKY000000000000323400,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:38:21Z,8,glass cell,4.56,2.079,11.425,6.011139,6.865,8,glass cell,4.56,2.079,9.161,3.757,4.601,2.346114,2.291127,1.641012,3.932139,1.678,0.08211405,0.03698831,4.518886,0.34175,0.5191797,1.745869,1.149218,2.75372,0.5826669,1.396167,ishimori,2007-11-25T20:50:58Z
"C0001F-3H-1, 24.0 cm",NULL,127.24,127.24,127.24,127.24,"C0001F-3H-1, 25.0 cm",NULL,127.25,127.25,127.25,127.25,"C0001F-3H-1 W, 24.0--25.0 cm",CKY000000000000323500,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:01Z,19,glass cell,4.588,2.053,10.47,5.598827,5.882,19,glass cell,4.588,2.053,8.364,3.502,3.776,2.182383,2.131234,1.414593,3.545827,1.449,0.07638348,0.03440697,3.699617,0.3710274,0.5898945,1.658852,1.043372,2.615322,0.6010541,1.506606,ishimori,2007-11-25T20:50:59Z
"C0001F-3H-1, 100.0 cm",NULL,128,128,128,128,"C0001F-3H-1, 101.0 cm",NULL,128.01,128.01,128.01,128.01,"C0001F-3H-1 W, 100.0--101.0 cm",CKY000000000000323600,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:02Z,173,glass beaker,5.972,2.711,12.848,6.687986,6.876,173,glass beaker,5.972,2.711,10.549,4.399,4.577,2.382383,2.326546,1.65044,3.976986,1.688,0.08338348,0.03756013,4.493616,0.3464781,0.5301706,1.728947,1.129905,2.722678,0.5850024,1.409652,ishimori,2007-11-25T20:51:00Z
"C0001F-3H-1, 130.0 cm",NULL,128.3,128.3,128.3,128.3,"C0001F-3H-1, 131.0 cm",NULL,128.31,128.31,128.31,128.31,"C0001F-3H-1 WR, 130.0--131.0 cm",CKY000000000000291600,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-22T20:15:36Z,177,glass beaker,5.988,2.679,12.35,6.5667,6.362,177,glass beaker,5.988,2.679,9.973,4.2,3.985,2.4632,2.4055,1.4822,3.8877,1.521,0.0862,0.0388,3.8988,0.3872,0.6318,1.6364,1.0029,2.6304,0.6187,1.6229,fuway,2010-08-17T00:50:51Z
"C0001F-3H-2, 24.0 cm",NULL,128.655,128.655,128.655,128.655,"C0001F-3H-2, 25.0 cm",NULL,128.665,128.665,128.665,128.665,"C0001F-3H-2 W, 24.0--25.0 cm",CKY000000000000323700,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:02Z,147,glass beaker,6.026,2.675,11.069,5.722059,5.043,147,glass beaker,6.026,2.675,9.246,3.907,3.22,1.889119,1.844843,1.202217,3.047059,1.232,0.06611922,0.02978343,3.153881,0.3746023,0.5989825,1.655038,1.035057,2.623388,0.6054502,1.534535,ishimori,2007-11-25T21:40:45Z
"C0001F-3H-2, 80.0 cm",NULL,129.215,129.215,129.215,129.215,"C0001F-3H-2, 81.0 cm",NULL,129.225,129.225,129.225,129.225,"C0001F-3H-2 WR, 80.0--81.0 cm",CKY000000000000292200,PP,NULL,8,underwoodm315,NULL,CKY,2007-11-22T20:46:31Z,168,glass beaker,6.088,2.784,11.748,6.09631,5.66,168,glass beaker,6.088,2.784,9.753,4.11,3.665,2.067358,2.018904,1.293407,3.31231,1.326,0.07235757,0.0325935,3.592643,0.3652575,0.575442,1.708777,1.084633,2.777659,0.6095153,1.56092,ishimori,2007-11-25T20:14:08Z
"C0001F-3H-3, 24.0 cm",NULL,130.075,130.075,130.075,130.075,"C0001F-3H-3, 25.0 cm",NULL,130.085,130.085,130.085,130.085,"C0001F-3H-3 W, 24.0--25.0 cm",CKY000000000000323800,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:02Z,170,glass beaker,6.055,2.712,11.551,5.954576,5.496,170,glass beaker,6.055,2.712,9.617,4.029,3.562,2.004145,1.957173,1.285403,3.242576,1.317,0.07014513,0.03159691,3.491855,0.3646552,0.5739485,1.694949,1.076877,2.716545,0.6035858,1.522614,ishimori,2007-11-25T21:40:46Z
"C0001F-3H-4, 20.0 cm",NULL,130.745,130.745,130.745,130.745,"C0001F-3H-4, 21.0 cm",NULL,130.755,130.755,130.755,130.755,"C0001F-3H-4 W, 20.0--21.0 cm",CKY000000000000323900,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:03Z,123,glass beaker,6.064,2.724,11.704,5.996458,5.64,123,glass beaker,6.064,2.724,9.743,4.044,3.679,2.032124,1.984496,1.287962,3.272458,1.32,0.07112441,0.03203802,3.607875,0.3603058,0.5632468,1.723475,1.102497,2.801228,0.6064237,1.540804,ishimori,2007-11-25T21:40:46Z
"C0001F-3H-4, 67.0 cm",NULL,131.215,131.215,131.215,131.215,"C0001F-3H-4, 68.0 cm",NULL,131.225,131.225,131.225,131.225,"C0001F-3H-4 W, 67.0--68.0 cm",CKY000000000000324000,PP,NULL,5,akopf315,NULL,CKY,2007-11-23T11:41:03Z,201,glass beaker,6.063,2.712,12.866,6.560992,6.803,201,glass beaker,6.063,2.712,10.798,4.502,4.735,2.143005,2.092778,1.756214,3.848992,1.79,0.07500524,0.03378614,4.659995,0.3150089,0.4598729,1.767476,1.210705,2.653432,0.5437211,1.191642,ishimori,2007-11-25T21:40:47Z
