"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Comments",
"346","U1429","A","6","H","2","W","9.0","11.0","45.990","45.984","2.393","19.934","3.6420","","0.1800","0.7300","","1.25","","",
"346","U1429","A","7","H","2","W","9.0","11.0","53.190","53.137","3.998","33.303","5.3330","","0.1800","0.6700","","1.33","","",
"346","U1429","A","7","H","7","W","40.0","41.0","61.000","60.684","4.019","33.478","5.0310","","0.1500","0.5400","","1.01","","",
"346","U1429","A","8","H","2","W","10.0","12.0","62.660","62.594","2.046","17.043","3.1250","","0.1700","0.8500","","1.08","","",
"346","U1429","A","8","H","7","W","9.0","10.0","70.150","69.767","1.263","10.521","1.5250","","0.0500","0.9500","","0.26","","",
"346","U1429","A","9","H","2","W","9.0","11.0","72.190","72.100","2.118","17.643","3.0500","","0.1600","0.9200","","0.93","","",
"346","U1429","A","9","H","7","W","60.0","61.0","80.200","79.657","1.775","14.786","2.6030","","0.1500","0.7700","","0.83","","",
"346","U1429","A","10","H","2","W","12.0","14.0","81.720","81.624","2.254","18.776","3.3690","","0.1700","0.9900","","1.12","","",
"346","U1429","A","11","H","2","W","12.0","14.0","91.220","91.112","1.768","14.727","2.8190","","0.1600","0.9500","","1.05","","",
"346","U1429","A","11","H","7","W","66.0","67.0","99.270","98.624","3.421","28.497","4.4000","","0.1300","0.5100","","0.98","","",
"346","U1429","A","12","H","5","W","2.0","4.0","105.120","104.768","2.247","18.718","3.2440","","0.1500","0.9200","","1.00","","",
"346","U1429","A","13","H","2","W","6.0","8.0","110.160","110.146","3.816","31.787","5.0850","","0.1600","0.00","","1.27","","",
"346","U1429","A","15","H","2","W","8.0","10.0","119.680","119.601","1.630","13.578","2.6140","","0.1600","0.9900","","0.98","","",
"346","U1429","A","15","H","7","W","50.0","51.0","127.590","127.116","2.171","18.084","3.4480","","0.1800","0.9000","","1.28","","",
"346","U1429","A","16","H","2","W","8.0","10.0","129.190","129.103","2.455","20.450","3.6440","","0.1800","0.8500","","1.19","","",
"346","U1429","A","17","H","2","W","8.0","10.0","138.660","138.574","3.668","30.554","4.3800","","0.1200","0.9000","","0.71","","",
"346","U1429","A","17","H","7","W","64.0","65.0","146.670","146.137","3.864","32.187","4.6810","","0.1200","0.5600","","0.82","","",
"346","U1429","A","18","H","2","W","7.0","9.0","148.170","148.164","4.859","40.475","5.5690","","0.1100","0.3900","","0.71","","",
"346","U1429","A","20","H","2","W","8.0","10.0","157.680","157.619","1.724","14.361","2.4040","","0.1300","1.4900","","0.68","","",
"346","U1429","A","20","H","7","W","46.0","47.0","165.520","165.157","4.478","37.302","5.5880","","0.1600","0.8300","","1.11","","",
"346","U1429","A","21","H","2","W","7.0","9.0","167.170","167.063","5.092","42.416","6.0940","","0.1400","0.6700","","1.00","","",
"346","U1429","A","21","H","2","W","7.0","9.0","167.170","167.063","5.139","42.808","","","","","","","","",
"346","U1429","A","22","H","2","W","6.0","8.0","176.650","176.650","2.025","16.868","3.1160","","0.1600","0.8700","","1.09","","",
"346","U1429","A","22","H","3","W","99.0","100.0","179.080","179.080","1.055","8.788","1.4860","","0.0900","0.4700","","0.43","","",
"346","U1430","A","1","H","2","W","8.0","10.0","1.580","1.580","1.646","13.711","3.1240","","0.2000","1.0900","","1.48","","",
"346","U1430","A","1","H","3","W","40.0","41.0","3.300","3.300","1.414","11.779","3.0650","","0.2400","0.7900","","1.65","","",
"346","U1430","A","2","H","2","W","5.0","7.0","5.150","5.150","0.243","2.024","3.2240","","0.3900","0.7300","","2.98","","",
"346","U1430","A","2","H","7","W","26.0","27.0","12.860","12.802","1.113","9.271","1.8240","","0.1500","0.3000","","0.71","","",
"346","U1430","A","3","H","2","W","11.0","13.0","14.710","14.710","1.392","11.595","2.8350","","0.2400","0.4400","","1.44","","",
"346","U1430","A","3","H","7","W","19.0","20.0","22.290","22.242","2.743","22.849","4.5460","","0.2600","0.8000","","1.80","","",
"346","U1430","A","4","H","2","W","8.0","10.0","24.180","24.180","4.001","33.328","5.2370","","0.2000","0.4400","","1.24","","",
"346","U1430","A","4","H","7","W","41.0","42.0","31.630","31.630","0.362","3.015","0.7830","","0.1000","1.2100","","0.42","","",
"346","U1430","A","5","H","3","W","5.0","7.0","35.150","35.150","0.274","2.282","0.8220","","0.1600","0.6400","","0.55","","",
"346","U1430","A","5","H","7","W","13.0","14.0","41.230","41.098","1.515","12.620","1.9990","","0.1400","1.0400","","0.48","","",
"346","U1430","A","6","H","2","W","6.0","8.0","43.160","43.160","1.502","12.512","2.0290","","0.1300","0.5700","","0.53","","",
"346","U1430","A","6","H","7","W","16.0","17.0","50.760","50.674","0.403","3.357","1.2770","","0.1400","0.9600","","0.87","","",
"346","U1430","A","7","H","2","W","6.0","8.0","52.660","52.660","0.273","2.274","2.0310","","0.2500","1.7800","","1.76","","",
"346","U1430","A","7","H","7","W","12.0","13.0","60.220","60.134","0.097","0.808","0.7920","","0.1600","1.0600","","0.70","","",
"346","U1430","A","8","H","2","W","12.0","14.0","62.220","62.220","0.134","1.116","0.8910","","0.1800","0.6600","","0.76","","",
"346","U1430","A","8","H","7","W","40.0","41.0","70.000","69.873","0.111","0.925","","","","","","","","",
"346","U1430","A","9","H","2","W","10.0","12.0","71.700","71.700","0.043","0.358","1.0060","","0.1800","0.7100","","0.96","","",
"346","U1430","A","9","H","2","W","10.0","12.0","71.700","71.700","0.074","0.616","","","","","","","","",
"346","U1430","A","10","H","2","W","10.0","12.0","81.200","81.200","0.128","1.066","3.2460","","0.3500","1.5200","","3.12","","",
"346","U1430","A","11","H","2","W","14.0","16.0","90.740","90.740","0.099","0.825","3.0380","","0.3000","1.7700","","2.94","","",
"346","U1430","A","12","H","2","W","10.0","12.0","100.200","100.200","0.107","0.891","3.4910","","0.3400","1.7300","","3.38","","",
"346","U1430","A","12","H","2","W","10.0","12.0","100.200","100.200","","","3.495","","0.3400","1.7100","","","","",
"346","U1430","A","13","H","2","W","14.0","16.0","109.740","109.740","0.104","0.866","2.8040","","0.3300","1.5000","","2.70","","",
"346","U1430","A","13","H","2","W","14.0","16.0","109.740","109.740","0.114","0.950","","","","","","","","",
"346","U1430","A","14","H","2","W","9.0","11.0","119.190","119.190","0.070","0.583","3.1150","","0.3300","1.4200","","3.05","","",
"346","U1430","A","15","H","2","W","12.0","14.0","128.720","128.720","0.072","0.600","3.7250","","0.3800","8.9500","","3.65","","",
"346","U1430","A","16","H","2","W","10.0","12.0","138.200","138.200","0.088","0.733","2.9520","","0.3200","1.4000","","2.86","","",
"346","U1430","A","17","H","2","W","7.0","9.0","147.670","147.670","0.115","0.958","1.8640","","0.2500","1.4900","","1.75","","",
"346","U1430","A","18","H","2","W","7.0","9.0","157.170","157.170","0.086","0.716","3.1270","","0.3300","1.6300","","3.04","","",
"346","U1430","A","19","H","2","W","10.0","12.0","166.700","166.700","0.124","1.033","2.4020","","0.2600","1.3000","","2.28","","",
"346","U1430","A","20","H","2","W","7.0","9.0","176.170","176.170","0.099","0.825","4.2840","","0.3900","2.7300","","4.18","","",
"346","U1430","A","21","H","2","W","7.0","9.0","185.070","185.070","0.102","0.850","4.0900","","0.3900","2.9900","","3.99","","",
"346","U1430","A","21","H","2","W","7.0","9.0","185.070","185.070","0.113","0.941","","","","","","","","",
"346","U1430","A","22","H","2","W","7.0","9.0","194.570","194.570","0.127","1.058","4.6560","","0.4200","2.1900","","4.53","","",
"346","U1430","A","22","H","2","W","7.0","9.0","194.570","194.570","0.152","1.266","","","","","","","","",
"346","U1430","A","23","H","2","W","6.0","8.0","203.760","203.760","0.116","0.966","3.9350","","0.3800","2.8700","","3.82","","",
"346","U1430","A","24","H","2","W","7.0","9.0","213.270","213.270","0.095","0.791","4.1740","","0.3700","3.2800","","4.08","","",
"346","U1430","A","25","H","2","W","8.0","10.0","222.780","222.780","0.091","0.758","4.6140","","0.4000","1.9400","","4.52","","",
"346","U1430","A","26","H","2","W","16.0","18.0","232.360","232.360","0.235","1.958","4.0960","","0.3300","1.4400","","3.86","","",
"346","U1430","A","27","H","2","W","9.0","11.0","236.990","236.990","0.294","2.449","3.1210","","0.3000","1.7200","","2.83","","",
"346","U1430","A","28","H","2","W","10.0","12.0","241.700","241.700","0.259","2.157","3.3550","","0.3100","1.7400","","3.10","","",
"346","U1430","A","29","H","1","W","28.0","30.0","245.080","245.080","0.687","5.723","2.9770","","0.2600","1.9200","","2.29","","",
"349","U1431","A","1","H","17","","45.0","50.0","8.450","8.406","0.040","0.333","0.000","","0.4800","0.00","","","","shipboard analysis",
"349","U1431","A","2","H","16","","45.0","50.0","17.350","17.123","0.610","5.081","0.6410","","0.4500","0.00","","0.03","","shipboard analysis",
"349","U1431","A","3","H","3","","45.0","50.0","20.350","20.350","0.350","2.915","0.2980","","0.4400","0.00","","-0.05","","shipboard analysis",
"349","U1431","D","1","H","1","W","2.0","4.0","0.020","0.020","","","0.3950","","0.7300","0.00","","","","",
"349","U1431","D","1","H","1","W","29.0","31.0","0.290","0.288","","","0.3650","","0.0600","0.00","","","","",
"349","U1431","D","1","H","1","W","63.0","65.0","0.630","0.626","","","1.9160","","0.1000","0.00","","","","",
"349","U1431","D","1","H","1","W","92.0","94.0","0.920","0.914","","","2.2660","","0.1000","0.00","","","","",
"349","U1431","D","1","H","2","W","22.0","24.0","1.720","1.710","","","0.2210","","0.0200","0.00","","","","",
"349","U1431","D","1","H","3","W","37.0","39.0","2.870","2.852","","","1.7410","","0.0800","0.00","","","","",
"349","U1431","D","4","H","3","","145.0","150.0","26.650","26.457","1.670","13.911","1.1480","","0.4300","0.00","","-0.52","","shipboard analysis",
"349","U1431","D","5","H","3","","145.0","150.0","36.150","36.005","0.130","1.083","0.000","","0.4500","0.00","","","","shipboard analysis",
"349","U1431","D","6","H","3","","145.0","150.0","45.650","45.536","0.030","0.250","0.000","","0.4500","0.00","","","","shipboard analysis",
"349","U1431","D","8","H","3","","145.0","150.0","64.650","64.650","0.080","0.666","0.000","","0.4200","0.00","","","","shipboard analysis",
"349","U1431","D","9","H","3","","145.0","150.0","74.150","74.150","0.100","0.833","0.000","","0.4200","0.00","","","","shipboard analysis",
"349","U1431","D","10","H","3","","140.0","150.0","83.600","83.439","0.090","0.750","0.000","","0.4500","0.00","","","","shipboard analysis",
"349","U1431","D","11","H","2","","140.0","150.0","91.600","91.600","0.420","3.499","0.000","","0.4300","0.00","","","","shipboard analysis",
"349","U1431","D","12","H","3","","140.0","150.0","102.600","102.600","0.330","2.749","0.000","","0.4500","0.00","","","","shipboard analysis",
"349","U1431","D","13","H","3","","140.0","150.0","112.100","112.100","0.360","2.999","0.0120","","0.4700","0.00","","-0.35","","shipboard analysis",
"349","U1431","D","14","H","3","","140.0","150.0","121.600","121.590","0.300","2.499","0.000","","0.4400","0.00","","","","squeeze cake, room temp",
"349","U1431","D","15","H","4","","140.0","150.0","131.400","131.243","1.080","8.996","0.6950","","0.4400","0.00","","-0.39","","shipboard analysis",
"349","U1431","D","16","H","4","","140.0","150.0","140.650","140.650","1.080","8.996","0.6640","","0.4500","0.00","","-0.42","","shipboard analysis",
"349","U1431","D","17","H","3","","140.0","150.0","147.550","147.546","0.300","2.499","0.4350","","0.4700","0.00","","0.14","","shipboard analysis",
"349","U1431","D","18","H","4","","140.0","150.0","158.270","158.231","0.610","5.081","0.000","","0.4700","0.00","","","","shipboard analysis",
"349","U1431","D","19","H","3","","140.0","150.0","166.400","166.400","1.380","11.495","0.9160","","0.4500","0.00","","-0.46","","shipboard analysis",
"349","U1431","D","20","X","3","","135.0","150.0","173.250","173.250","0.800","6.664","0.2280","","0.4600","0.00","","-0.57","","shipboard analysis",
"349","U1431","D","21","X","3","","140.0","150.0","182.900","182.788","0.370","3.082","0.000","","0.4200","0.00","","","","shipboard analysis",
"349","U1431","D","22","X","3","","140.0","150.0","192.500","192.415","0.650","5.415","0.7910","","0.4400","0.00","","0.14","","shipboard analysis",
"349","U1431","D","23","X","4","","140.0","150.0","202.410","202.262","0.190","1.583","0.2520","","0.4700","0.00","","0.06","","shipboard analysis",
"349","U1431","D","24","X","3","","140.0","150.0","211.700","211.602","0.430","3.582","0.9390","","0.4400","0.00","","0.51","","shipboard analysis",
"349","U1431","D","25","X","3","","140.0","150.0","221.300","221.246","0.470","3.915","1.1880","","0.4300","0.00","","0.72","","shipboard analysis",
"349","U1431","D","27","X","3","","140.0","150.0","240.500","240.402","1.830","15.244","1.3420","","0.4600","0.00","","-0.49","","shipboard analysis",
"349","U1431","D","28","X","4","","140.0","150.0","251.600","251.582","0.600","4.998","1.3220","","0.0800","0.00","","0.72","","shipboard analysis",
"349","U1431","D","29","X","3","","135.0","150.0","259.750","259.679","3.540","29.488","3.9010","","0.0500","0.00","","0.36","","shipboard analysis",
"349","U1431","D","30","X","3","","135.0","150.0","269.450","269.450","1.100","9.163","1.6600","","0.2100","0.00","","0.56","","shipboard analysis",
"349","U1431","D","31","X","4","","135.0","150.0","280.650","280.561","5.690","47.398","6.0750","","0.9300","0.00","","0.38","","shipboard analysis",
"349","U1431","D","32","X","3","","135.0","150.0","288.850","288.850","3.480","28.988","3.7560","","0.00","0.00","","0.28","","shipboard analysis",
"349","U1431","D","33","X","2","","135.0","150.0","297.050","297.050","4.670","38.901","4.9140","","0.1000","0.00","","0.24","","shipboard analysis",
"349","U1431","D","34","X","3","","135.0","150.0","308.250","308.250","0.490","4.082","1.9820","","0.2500","0.00","","1.49","","shipboard analysis",
"349","U1431","D","35","X","1","","135.0","150.0","314.950","314.950","0.320","2.666","0.5370","","0.4500","0.00","","0.22","","shipboard analysis",
"349","U1431","D","36","X","3","","135.0","150.0","327.650","327.650","0.030","0.250","1.0690","","0.6000","0.00","","1.04","","shipboard analysis",
"349","U1431","D","38","X","1","","135.0","150.0","344.050","344.050","0.020","0.167","2.1120","","0.1700","0.00","","2.09","","shipboard analysis",
"349","U1431","D","39","X","3","","135.0","150.0","356.750","356.750","1.260","10.496","1.6420","","0.00","0.00","","0.38","","shipboard analysis",
"349","U1431","D","41","X","2","","135.0","150.0","374.650","373.698","0.460","3.832","4.5580","","0.3600","0.00","","4.10","","shipboard analysis",
"349","U1431","D","42","X","3","","135.0","150.0","380.850","379.507","0.900","7.497","2.0650","","0.1900","0.00","","1.17","","shipboard analysis",
"349","U1431","D","42","X","3","","135.0","150.0","380.850","379.507","1.590","13.245","","","","","","","","shipboard analysis",
"349","U1431","D","43","X","3","","135.0","150.0","386.850","386.783","0.570","4.748","1.7160","","0.5200","0.00","","1.15","","shipboard analysis",
"349","U1431","D","44","X","2","","135.0","150.0","395.050","395.050","0.760","6.331","1.6230","","0.00","0.00","","0.86","","shipboard analysis",
"349","U1431","D","46","X","3","","135.0","150.0","415.950","415.950","1.400","11.662","1.8340","","0.0600","0.00","","0.43","","shipboard analysis",
"349","U1431","D","47","X","3","","135.0","150.0","425.650","425.597","2.600","21.658","3.1290","","0.00","0.00","","0.53","","shipboard analysis",
"349","U1431","D","48","X","2","","135.0","150.0","433.850","433.850","1.050","8.747","1.5330","","0.0700","0.00","","0.48","","shipboard analysis",
"349","U1431","D","53","X","4","","135.0","150.0","484.640","484.045","0.900","7.497","1.3400","","0.0300","0.00","","0.44","","shipboard analysis",
"349","U1431","D","55","X","1","","87.0","102.0","498.770","498.770","0.170","1.416","0.0940","","0.0100","0.00","","-0.08","","shipboard analysis",
"349","U1431","D","60","X","2","","106.0","121.0","548.960","548.960","0.070","0.583","0.0950","","0.3000","0.00","","0.02","","shipboard analysis",
"349","U1431","E","7","R","1","W","9.0","11.0","603.390","603.390","3.072","25.590","3.3670","","0.00","0.00","","0.29","","",
