"Top Core Depth []","Top Drilling depth below sea floor [m DSF]","Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Core depth (below sea floor) [m CSF-A]","Top Core depth (below sea floor) [m CSF-B]","Top Depth DSF, MSF, WSF and CSF-A [m]","Bottom Core Depth []","Bottom Drilling depth below sea floor [m DSF]","Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Core depth (below sea floor) [m CSF-A]","Bottom Core depth (below sea floor) [m CSF-B]","Bottom Depth DSF, MSF, WSF and CSF-A [m]","Sample source","J-CORES sample ID","Sample code","Sample request","Sample volume (cm3)","Sample entered by","Sample comment","Sample repository","Sample time-stamp","pore water chemistry; sample::refractive index nD: refractometer::number","pore water chemistry; sample::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry; sample::Li concentration: ICP-AES [µM]::number","pore water chemistry; sample::B concentration: ICP-AES [µM]::number","pore water chemistry; sample::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::Na concentration: IC [mM]::number","pore water chemistry; sample::Mg concentration: IC [mM]::number","pore water chemistry; sample::Si concentration: ICP-AES [µM]::number","pore water chemistry; sample::Si concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry; sample::SO4 concentration: IC [mM]::number","pore water chemistry; sample::K concentration: IC [mM]::number","pore water chemistry; sample::Ca concentration: IC [mM]::number","pore water chemistry; sample::Mn concentration: ICP-AES [µM]::number","pore water chemistry; sample::Fe concentration: ICP-AES [µM]::number","pore water chemistry; sample::Zn concentration: ICP-MS [nM]::number","pore water chemistry; sample::Br concentration: IC [mM]::number","pore water chemistry; sample::Rb concentration: ICP-MS [nM]::number","pore water chemistry; sample::Sr concentration: ICP-AES [µM]::number","pore water chemistry; sample::Mo concentration: ICP-MS [nM]::number","pore water chemistry; sample::Cs concentration: ICP-MS [nM]::number","pore water chemistry; sample::Ba concentration: ICP-AES [µM]::number","pore water chemistry; sample::U concentration: ICP-MS [nM]::number","pore water chemistry; sample::registerer","pore water chemistry; sample::registration time-stamp","pore water chemistry::pmH: pH electrode, attached to titrator::number","pore water chemistry::alkalinity: titrator [mM]::number","pore water chemistry::alkalinity full result::file","pore water chemistry::registerer","pore water chemistry::registration time-stamp"
"C0017A-1H-1, 80.0 cm",,0.800,0.800,0.800,0.800,"C0017A-1H-1, 90.0 cm",,0.900,0.900,0.900,0.900,"C0017A-1H-1 WR, 80.0--90.0 cm",CKY000000000003630200,IWIC,,4.0,takuroh331,,CKY,2010-09-30T19:33:35Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,3.237,"pore water chemistry/alkalinity full result/C0017A-1H-1 WR, 80.0--90.0 cm IWIC (1).pdf",kawait,2010-10-01T08:12:39Z
"C0017A-1H-1, 85.0 cm",,0.850,0.850,0.850,0.850,"C0017A-1H-1, 85.0 cm",,0.850,0.850,0.850,0.850,,,,,,,,,,1.33936,540.4660513,39.98478489,521.6341981,0.016956033,465.6990025,50.11675173,561.6109511,0.621280274,17.33391133,28.43485661,11.83579918,10.37238957,11.55651417,3.612052703,687.9390001,0.82915192,1725.53414,82.05165474,126.599377,3.414268384,0.456903916,1.786250287,moriyas,2010-12-03T02:29:48Z,,,,,
"C0017A-1H-5, 88.0 cm",,6.520,6.520,6.520,6.520,"C0017A-1H-5, 98.0 cm",,6.620,6.620,6.620,6.620,"C0017A-1H-5 WR, 88.0--98.0 cm",CKY000000000003629100,IWIC,,4.0,takuroh331,,CKY,2010-09-30T19:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,4.313,"pore water chemistry/alkalinity full result/C0017A-1H-5 WR, 88.0--98.0 cm IWIC (1).pdf",kawait,2010-10-01T08:16:27Z
"C0017A-1H-5, 93.0 cm",,6.570,6.570,6.570,6.570,"C0017A-1H-5, 93.0 cm",,6.570,6.570,6.570,6.570,,,,,,,,,,1.33935,543.8551781,37.08736449,526.5467398,0.184368326,470.6387834,51.47013759,560.2871884,0.611761759,10.90444066,27.97142515,11.64524194,10.39201869,28.43318408,1.015461067,344.837951,0.85168884,1606.270581,86.81594397,106.3264863,4.201550092,0.50653582,3.918218156,moriyas,2010-12-03T02:29:48Z,,,,,
