"Top Core Depth []","Top Drilling depth below sea floor [m DSF]","Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Core depth (below sea floor) [m CSF-A]","Top Core depth (below sea floor) [m CSF-B]","Top Depth DSF, MSF, WSF and CSF-A [m]","Bottom Core Depth []","Bottom Drilling depth below sea floor [m DSF]","Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Core depth (below sea floor) [m CSF-A]","Bottom Core depth (below sea floor) [m CSF-B]","Bottom Depth DSF, MSF, WSF and CSF-A [m]","Sample source","J-CORES sample ID","Sample code","Sample request","Sample volume (cm3)","Sample entered by","Sample comment","Sample repository","Sample time-stamp","pore water chemistry; sample::refractive index nD: refractometer::number","pore water chemistry; sample::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry; sample::Li concentration: ICP-AES [µM]::number","pore water chemistry; sample::B concentration: ICP-AES [µM]::number","pore water chemistry; sample::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::Na concentration: IC [mM]::number","pore water chemistry; sample::Mg concentration: IC [mM]::number","pore water chemistry; sample::Si concentration: ICP-AES [µM]::number","pore water chemistry; sample::Si concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry; sample::SO4 concentration: IC [mM]::number","pore water chemistry; sample::K concentration: IC [mM]::number","pore water chemistry; sample::Ca concentration: IC [mM]::number","pore water chemistry; sample::Mn concentration: ICP-AES [µM]::number","pore water chemistry; sample::Fe concentration: ICP-AES [µM]::number","pore water chemistry; sample::Zn concentration: ICP-MS [nM]::number","pore water chemistry; sample::Br concentration: IC [mM]::number","pore water chemistry; sample::Rb concentration: ICP-MS [nM]::number","pore water chemistry; sample::Sr concentration: ICP-AES [µM]::number","pore water chemistry; sample::Mo concentration: ICP-MS [nM]::number","pore water chemistry; sample::Cs concentration: ICP-MS [nM]::number","pore water chemistry; sample::Ba concentration: ICP-AES [µM]::number","pore water chemistry; sample::U concentration: ICP-MS [nM]::number","pore water chemistry; sample::registerer","pore water chemistry; sample::registration time-stamp","pore water chemistry::pmH: pH electrode, attached to titrator::number","pore water chemistry::alkalinity: titrator [mM]::number","pore water chemistry::alkalinity full result::file","pore water chemistry::registerer","pore water chemistry::registration time-stamp"
"C0015B-1H-1, 20.0 cm",,0.200,0.200,0.200,0.200,"C0015B-1H-1, 30.0 cm",,0.300,0.300,0.300,0.300,"C0015B-1H-1 WR, 20.0--30.0 cm",CKY000000000003139200,IWIC,,4.0,sebastian331,,CKY,2010-09-18T14:44:24Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,2.418,"pore water chemistry/alkalinity full result/C0015B-1H-1 WR, 20.0--30.0 cm IWIC (1).pdf",hitomiy,2010-09-23T21:26:56Z
"C0015B-1H-1, 25.0 cm",,0.250,0.250,0.250,0.250,"C0015B-1H-1, 25.0 cm",,0.250,0.250,0.250,0.250,,,,,,,,,,1.33934,539.1893862,44.60227483,453.5544198,0.025281057,468.5598563,51.71540126,193.7826578,0.42283555,2.480602641,28.9547224,11.58082112,10.50484903,0.686597557,0.661356872,439.8567789,0.870598922,1851.166276,86.51550015,198.1094864,6.384389851,0.407729104,14.94178967,moriyas,2010-12-03T02:29:48Z,,,,,
"C0015B-1H-3, 55.0 cm",,3.340,3.340,3.340,3.340,"C0015B-1H-3, 65.0 cm",,3.440,3.440,3.440,3.440,"C0015B-1H-3 WR, 55.0--65.0 cm",CKY000000000003140400,IWIC,,4.0,sebastian331,,CKY,2010-09-18T15:06:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,2.842,"pore water chemistry/alkalinity full result/C0015B-1H-3 WR, 55.0--65.0 cm IWIC (1).pdf",kawait,2010-09-24T08:39:06Z
"C0015B-1H-3, 60.0 cm",,3.390,3.390,3.390,3.390,"C0015B-1H-3, 60.0 cm",,3.390,3.390,3.390,3.390,,,,,,,,,,1.33935,547.6236336,39.15923778,493.7591045,0.029300505,474.3225498,51.61630372,237.5088427,0.520525497,2.242145966,29.07916903,11.70111756,10.63606323,1.028515959,0.551702307,298.0283565,0.873949914,1569.960031,89.11930447,198.9077693,7.381191779,0.359216567,13.62321893,moriyas,2010-12-03T02:29:48Z,,,,,
"C0015B-1H-5, 15.0 cm",,5.760,5.760,5.760,5.760,"C0015B-1H-5, 25.0 cm",,5.860,5.860,5.860,5.860,"C0015B-1H-5 WR, 15.0--25.0 cm",CKY000000000003141600,IWIC,,4.0,sebastian331,,CKY,2010-09-18T15:15:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,2.326,"pore water chemistry/alkalinity full result/C0015B-1H-5 WR, 15.0--25.0 cm IWIC (1).pdf",hitomiy,2010-09-23T20:40:03Z
"C0015B-1H-5, 20.0 cm",,5.810,5.810,5.810,5.810,"C0015B-1H-5, 20.0 cm",,5.810,5.810,5.810,5.810,,,,,,,,,,1.33934,548.5273029,40.15021088,454.6671648,0.02518326,473.661926,51.43080067,243.2639238,0.528635912,4.222278021,29.2941797,11.61686828,10.43390156,0.422537277,0.546816792,518.4947903,0.881645586,1657.42825,88.26930686,142.2461068,5.811119024,0.351824425,12.32307255,moriyas,2010-12-03T02:29:48Z,,,,,
