"Top Core Depth []","Top Drilling depth below sea floor [m DSF]","Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Core depth (below sea floor) [m CSF-A]","Top Core depth (below sea floor) [m CSF-B]","Top Depth DSF, MSF, WSF and CSF-A [m]","Bottom Core Depth []","Bottom Drilling depth below sea floor [m DSF]","Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Core depth (below sea floor) [m CSF-A]","Bottom Core depth (below sea floor) [m CSF-B]","Bottom Depth DSF, MSF, WSF and CSF-A [m]","Sample source","J-CORES sample ID","Sample code","Sample request","Sample volume (cm3)","Sample entered by","Sample comment","Sample repository","Sample time-stamp","pore water chemistry; sample::refractive index nD: refractometer::number","pore water chemistry; sample::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry; sample::Li concentration: ICP-AES [µM]::number","pore water chemistry; sample::B concentration: ICP-AES [µM]::number","pore water chemistry; sample::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::Na concentration: IC [mM]::number","pore water chemistry; sample::Mg concentration: IC [mM]::number","pore water chemistry; sample::Si concentration: ICP-AES [µM]::number","pore water chemistry; sample::Si concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry; sample::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry; sample::SO4 concentration: IC [mM]::number","pore water chemistry; sample::K concentration: IC [mM]::number","pore water chemistry; sample::Ca concentration: IC [mM]::number","pore water chemistry; sample::Mn concentration: ICP-AES [µM]::number","pore water chemistry; sample::Fe concentration: ICP-AES [µM]::number","pore water chemistry; sample::Zn concentration: ICP-MS [nM]::number","pore water chemistry; sample::Br concentration: IC [mM]::number","pore water chemistry; sample::Rb concentration: ICP-MS [nM]::number","pore water chemistry; sample::Sr concentration: ICP-AES [µM]::number","pore water chemistry; sample::Mo concentration: ICP-MS [nM]::number","pore water chemistry; sample::Cs concentration: ICP-MS [nM]::number","pore water chemistry; sample::Ba concentration: ICP-AES [µM]::number","pore water chemistry; sample::U concentration: ICP-MS [nM]::number","pore water chemistry; sample::registerer","pore water chemistry; sample::registration time-stamp","pore water chemistry::pmH: pH electrode, attached to titrator::number","pore water chemistry::alkalinity: titrator [mM]::number","pore water chemistry::alkalinity full result::file","pore water chemistry::registerer","pore water chemistry::registration time-stamp"
"C0017C-1H-2, 60.0 cm",,20.234,20.310,20.234,20.310,"C0017C-1H-2, 70.0 cm",,20.330,20.410,20.330,20.410,"C0017C-1H-2 WR, 60.0--70.0 cm",CKY000000000003532900,IWIC,,4.0,sebastian331,,CKY,2010-09-27T13:25:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,5.136,"pore water chemistry/alkalinity full result/C0017C-1H-2 WR, 60.0--70.0 cm IWIC (1).pdf",katok,2010-09-30T00:14:16Z
"C0017C-1H-2, 65.0 cm",,20.282,20.360,20.282,20.360,"C0017C-1H-2, 65.0 cm",,20.282,20.360,20.282,20.360,,,,,,,,,,1.33934,545.5497415,37.57069188,429.6520906,0.210455567,468.2104047,50.93498579,527.318513,0.580384351,11.1344057,26.68256698,11.15577622,10.76120009,19.5104096,44.25383086,476.9386079,0.815764562,1738.675128,88.78488236,221.4277329,4.508074619,0.514623444,3.320882015,moriyas,2010-12-03T02:29:49Z,,,,,
"C0017C-1H-5, 115.0 cm",,24.827,25.085,24.827,25.085,"C0017C-1H-5, 125.0 cm",,24.924,25.185,24.924,25.185,"C0017C-1H-5 WR, 115.0--125.0 cm",CKY000000000003534000,IWIC,,4.0,sebastian331,,CKY,2010-09-27T13:25:43Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.41,3.205,"pore water chemistry/alkalinity full result/C0017C-1H-5 WR, 115.0--125.0 cm IWIC (1).pdf",katok,2010-09-30T00:15:37Z
"C0017C-1H-5, 120.0 cm",,24.875,25.135,24.875,25.135,"C0017C-1H-5, 120.0 cm",,24.875,25.135,24.875,25.135,,,,,,,,,,1.33936,546.6462237,43.15263561,447.8172324,0,474.0333491,53.01730528,403.701967,0.450936749,4.596783521,28.85896346,11.41343154,10.96246813,12.67510893,6.677549697,689.6652651,0.850594174,1714.567217,86.65679729,101.2504532,4.679311257,0.419563745,6.391412177,moriyas,2010-12-03T02:29:49Z,,,,,
"C0017C-2H-1, 65.0 cm",,28.450,28.450,28.450,28.450,"C0017C-2H-1, 75.0 cm",,28.550,28.550,28.550,28.550,"C0017C-2H-1 WR, 65.0--75.0 cm",CKY000000000003536800,IWIC,,4.0,sebastian331,,CKY,2010-09-27T13:32:13Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,2.34,"pore water chemistry/alkalinity full result/C0017C-2H-1 WR, 65.0--75.0 cm IWIC (1).pdf",katok,2010-09-30T00:17:22Z
"C0017C-2H-1, 70.0 cm",,28.500,28.500,28.500,28.500,"C0017C-2H-1, 70.0 cm",,28.500,28.500,28.500,28.500,,,,,,,,,,1.3393,541.6622137,41.42827781,401.0026698,0,464.6686982,51.87400227,189.6448327,0.194063177,1.862122525,28.87437661,10.23561213,10.60197675,3.135435497,0.612073898,170.3339467,0.840081833,1587.128183,87.24104774,2315.834904,8.506956041,0.539896611,19.66709464,moriyas,2010-12-03T02:29:49Z,,,,,
"C0017C-2H-2, 65.0 cm",,29.850,29.850,29.850,29.850,"C0017C-2H-2, 75.0 cm",,29.950,29.950,29.950,29.950,"C0017C-2H-2 WR, 65.0--75.0 cm",CKY000000000003535700,IWIC,,4.0,sebastian331,,CKY,2010-09-27T13:32:12Z,,,,,,,,,,,,,,,,,,,,,,,,,,7.41,2.668,"pore water chemistry/alkalinity full result/C0017C-2H-2 WR, 65.0--75.0 cm IWIC (1).pdf",katok,2010-09-30T00:19:07Z
"C0017C-2H-2, 70.0 cm",,29.900,29.900,29.900,29.900,"C0017C-2H-2, 70.0 cm",,29.900,29.900,29.900,29.900,,,,,,,,,,1.33935,543.0577365,47.2558976,446.1491258,0,467.850546,51.74992232,183.4901481,0.190799085,2.382559359,29.14545595,11.48226584,10.44009539,0.463602284,0.665180039,254.7594752,0.864681082,1838.359256,90.87403194,155.4894976,5.557782385,0.349834988,12.72159562,moriyas,2010-12-03T02:29:49Z,,,,,
