"Top Core Depth []","Top Drilling depth below sea floor [m DSF]","Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Core depth (below sea floor) [m CSF-A]","Top Core depth (below sea floor) [m CSF-B]","Top Depth DSF, MSF, WSF and CSF-A [m]","Bottom Core Depth []","Bottom Drilling depth below sea floor [m DSF]","Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Core depth (below sea floor) [m CSF-A]","Bottom Core depth (below sea floor) [m CSF-B]","Bottom Depth DSF, MSF, WSF and CSF-A [m]","Sample source","J-CORES sample ID","Sample code","Sample request","Sample volume (cm3)","Sample entered by","Sample comment","Sample repository","Sample time-stamp","pore water chemistry::refractive index nD: refractometer::number","pore water chemistry::pmH: pH electrode, attached to titrator::number","pore water chemistry::alkalinity: titrator [mM]::number","pore water chemistry::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry::Br concentration: IC [mM]::number","pore water chemistry::SO4 concentration: IC [mM]::number","pore water chemistry::Na concentration: IC [mM]::number","pore water chemistry::K concentration: IC [mM]::number","pore water chemistry::Mg concentration: IC [mM]::number","pore water chemistry::Ca concentration: IC [mM]::number","pore water chemistry::B concentration: ICP-AES [µM]::number","pore water chemistry::Ba concentration: ICP-AES [µM]::number","pore water chemistry::Fe concentration: ICP-AES [µM]::number","pore water chemistry::Li concentration: ICP-AES [µM]::number","pore water chemistry::Mn concentration: ICP-AES [µM]::number","pore water chemistry::Si concentration: ICP-AES [µM]::number","pore water chemistry::Sr concentration: ICP-AES [µM]::number","pore water chemistry::V concentration: ICP-MS [nM]::number","pore water chemistry::Cu concentration: ICP-MS [nM]::number","pore water chemistry::Zn concentration: ICP-MS [nM]::number","pore water chemistry::Rb concentration: ICP-MS [nM]::number","pore water chemistry::Mo concentration: ICP-MS [nM]::number","pore water chemistry::Cs concentration: ICP-MS [nM]::number","pore water chemistry::Pb concentration: ICP-MS [nM]::number","pore water chemistry::U concentration: ICP-MS [nM]::number","pore water chemistry::registerer","pore water chemistry::registration time-stamp","pore water chemistry, GRIND, ultrapure water::refractive index nD: refractometer::number","pore water chemistry, GRIND, ultrapure water::pmH: pH electrode, attached to titrator::number","pore water chemistry, GRIND, ultrapure water::alkalinity: titrator [mM]::number","pore water chemistry, GRIND, ultrapure water::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry, GRIND, ultrapure water::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry, GRIND, ultrapure water::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry, GRIND, ultrapure water::Br concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::SO4 concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Na concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::K concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Mg concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Ca concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::B concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Ba concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Fe concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Li concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Mn concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Si concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Sr concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::V concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Cu concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Zn concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Rb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Mo concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Cs concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Pb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::U concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::registerer","pore water chemistry, GRIND, ultrapure water::registration time-stamp","pore water chemistry, GRIND, HNO3::refractive index nD: refractometer::number","pore water chemistry, GRIND, HNO3::pmH: pH electrode, attached to titrator::number","pore water chemistry, GRIND, HNO3::alkalinity: titrator [mM]::number","pore water chemistry, GRIND, HNO3::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry, GRIND, HNO3::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry, GRIND, HNO3::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry, GRIND, HNO3::Br concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::SO4 concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Na concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::K concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Mg concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Ca concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::B concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Ba concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Fe concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Li concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Mn concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Si concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Sr concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::V concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Cu concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Zn concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Rb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Mo concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Cs concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Pb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::U concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::registerer","pore water chemistry, GRIND, HNO3::registration time-stamp"
"C0002L-10X-3, 33.5 cm",,364.990,364.990,364.990,364.990,"C0002L-10X-3, 38.5 cm",,365.040,365.040,365.040,365.040,"C0002L-10X-3 WR, 33.5--38.5 cm",CKY000000000001465810,IW,,170.0,hitomiy,"GRIND method",CKY,2012-12-24T21:51:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33592,8.22,14.785,251.8180187,13.17920484,6.855572316,0.51797792,2.709837215,247.1211823,6.391970999,7.735318331,2.006285051,138.0493974,6.148237216,0,37.19575718,0.677636546,318.0193068,20.90846108,260.9140239,2498.324638,282.6207006,1337.098742,1753.913007,9.468459539,3.645059485,67.76723158,hoshinoh,2013-01-10T08:46:04Z,1.33582,8.19,15.793,251.007337,18.42441997,6.9935744,0.515911019,2.436354795,241.7749579,5.522993606,7.436070267,1.778565154,141.2232296,6.474286185,0,35.81630738,0.613472369,348.3148722,21.38697144,208.5292491,1863.487519,583.8707933,1148.270097,1611.122674,8.153037795,19.50414822,65.83073961,hoshinoh,2013-01-10T08:47:26Z
"C0002L-11X-4, 0.0 cm",,375.295,375.295,375.295,375.295,"C0002L-11X-4, 28.0 cm",,375.575,375.575,375.575,375.575,"C0002L-11X-4 WR, 0.0--28.0 cm",CKY000000000001433610,IW,,952.0,arakaway,,CKY,2012-12-23T13:43:21Z,1.33728,7.93,29.581,375.3456504,67.36921099,9.938221611,0.785462464,2.546810018,357.5010695,6.463789081,15.2967687,3.026594803,170.5254299,15.0218506,2.194655911,41.68755054,0.914026024,729.5124013,44.96209114,47.77919391,3750.070233,879.6775463,720.6664571,235.6775932,4.701152631,2.276229395,3.002035048,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-12X-7, 0.0 cm",,387.950,387.950,387.950,387.950,"C0002L-12X-7, 27.0 cm",,388.220,388.220,388.220,388.220,"C0002L-12X-7 WR, 0.0--27.0 cm",CKY000000000001434910,IW,,918.0,oohashi338,,CKY,2012-12-23T15:32:40Z,1.33447,8.32,9.609,136.4985397,34.64960128,3.841311006,0.231170006,2.873860797,126.9142871,1.953139302,3.249301137,1.020445138,73.12046579,3.067411169,0.901839636,26.01876694,0.342057034,313.5797562,9.149158396,25.42887213,368.3436696,89.23773349,202.5995815,182.7016861,0.962383356,1.226879126,8.756409749,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-13X-1, 54.0 cm",,391.538,391.540,391.538,391.540,"C0002L-13X-1, 112.0 cm",,392.116,392.120,392.116,392.120,"C0002L-13X-1 WR, 54.0--112.0 cm",CKY000000000001436510,IW,,1972.0,yasunagam,,CKY,2012-12-23T17:45:11Z,1.33711,7.91,26.395,364.4014468,38.97105917,9.98598772,0.798017487,1.822989834,354.8244389,6.6974279,13.84948511,2.43789303,163.6919281,17.5005234,1.178344081,68.00438025,0.746846242,769.1605476,40.29619396,48.33365718,5803.8629,764.7386867,634.9950662,558.9216139,4.021205228,3.995056489,3.414414699,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-14X-3, 11.0 cm",,402.928,403.045,402.928,403.045,"C0002L-14X-3, 52.0 cm",,403.319,403.455,403.319,403.455,"C0002L-14X-3 WR, 11.0--52.0 cm",CKY000000000001437310,IW,,1394.0,kitajima338,,CKY,2012-12-23T19:30:09Z,1.33707,7.85,27.98,359.5373563,63.7336988,9.626442825,0.744276312,1.604489523,347.3831766,5.361031096,13.66892807,2.889078599,162.4971699,17.2482824,6.307182597,66.24451519,0.941935138,939.2134257,41.97862795,24.51700966,6260.145538,770.8367257,541.5527686,98.66380805,3.27622815,4.628114164,2.075785857,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-15X-4, 0.0 cm",,412.121,412.160,412.121,412.160,"C0002L-15X-4, 36.5 cm",,412.479,412.525,412.479,412.525,"C0002L-15X-4 WR, 0.0--36.5 cm",CKY000000000001437810,IW,,1241.0,hitomiy,,CKY,2012-12-24T21:51:58Z,1.33712,7.87,27.058,365.9214751,52.92810074,9.06009485,0.809361951,1.728298692,353.3546473,6.133634801,14.14206107,3.574534711,153.7893654,17.12988614,1.975518351,68.0888939,1.132846732,744.2027857,44.66736638,34.25483446,7025.746466,1487.526235,738.4461201,41.18338483,4.577058141,2.773275904,1.684426503,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-15X-4, 36.5 cm",,412.479,412.525,412.479,412.525,"C0002L-15X-4, 41.5 cm",,412.528,412.575,412.528,412.575,"C0002L-15X-4 WR, 36.5--41.5 cm",CKY000000000001465910,IW,,170.0,hitomiy,"GRIND method",CKY,2012-12-24T21:51:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33567,8.16,14.628,233.4763441,24.0520987,6.034757514,0.470000994,1.667528544,235.8187308,4.568936668,6.703603329,1.727639815,113.307814,7.791316956,0,48.94891139,0.421408226,524.6571645,21.04931921,106.5109512,9667.737969,1033.742273,561.1467712,1208.532094,4.021343601,9.524194114,23.12541858,hoshinoh,2013-01-10T08:46:04Z,1.33564,8.29,14.979,233.4763441,22.90470789,6.15394732,0.483122782,1.182392462,229.6722389,4.120911277,6.094709743,1.662156177,106.9199456,7.460907691,0,47.73153209,0.3662368,483.7792569,19.42886103,138.2833541,2101.979965,105.1839871,605.4035001,1443.115354,4.757702393,4.514540054,21.56956974,hoshinoh,2013-01-10T08:47:26Z
"C0002L-16X-3, 0.0 cm",,421.771,421.870,421.771,421.870,"C0002L-16X-3, 40.0 cm",,422.154,422.270,422.154,422.270,"C0002L-16X-3 WR, 0.0--40.0 cm",CKY000000000001439610,IW,,1360.0,kitajima338,,CKY,2012-12-24T00:12:17Z,1.33708,7.86,27.083,366.0228103,45.16955336,9.188001084,0.754437553,1.313021311,348.0881763,5.609404679,13.0357473,3.472138577,154.3426434,15.65702285,2.874119596,67.20566274,0.907891575,789.0678416,44.31494331,36.41008792,5405.339393,920.5161747,689.624464,114.5091454,4.457320159,3.258552529,2.219498791,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-17X-4, 10.0 cm",,431.625,431.845,431.625,431.845,"C0002L-17X-4, 51.0 cm",,432.004,432.255,432.004,432.255,"C0002L-17X-4 WR, 10.0--51.0 cm",CKY000000000001441910,IW,,1394.0,kitajima338,,CKY,2012-12-24T02:20:15Z,1.3374,7.8,23.046,385.3778371,52.2314706,9.389360362,0.789278472,4.223628334,367.6338133,6.505656307,16.31875698,4.387256937,165.4266768,16.27130019,3.142083348,64.39484693,1.179484658,809.5444906,52.79157786,25.04299938,3596.37096,802.4750822,694.4896184,89.35507423,4.232042352,2.301527523,2.957247464,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-18X-3, 0.0 cm",,440.290,440.290,440.290,440.290,"C0002L-18X-3, 41.0 cm",,440.700,440.700,440.700,440.700,"C0002L-18X-3 WR, 0.0--41.0 cm",CKY000000000001445510,IW,,1360.0,kitajima338,,CKY,2012-12-24T04:27:35Z,1.33712,7.81,23.588,368.1508499,42.15082278,8.879694174,0.762222676,1.640799636,354.2354893,6.231884356,13.15351566,4.046528156,150.9046831,16.17174205,2.318410007,63.05202739,1.15876615,840.7968469,47.87662425,40.66084251,5373.441544,1418.668776,804.1686361,81.13445915,5.418581136,1.733700926,1.941320534,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-19X-3, 0.0 cm",,450.295,450.295,450.295,450.295,"C0002L-19X-3, 50.0 cm",,450.795,450.795,450.795,450.795,"C0002L-19X-3 WR, 0.0--50.0 cm",CKY000000000001449410,IW,,1700.0,kitajima338,,CKY,2012-12-24T06:37:40Z,1.33708,7.84,22.044,364.2772911,28.47774897,8.940219482,0.745554593,1.231853034,348.0366718,5.684816969,11.99025712,3.74696291,152.0531515,17.04719977,2.149052573,63.12959232,0.904116009,790.2475057,45.48777296,27.13512672,3873.360181,1205.827725,731.0054455,154.6579009,4.112985446,2.109826026,3.571422184,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-20X-2, 0.0 cm",,458.502,458.540,458.502,458.540,"C0002L-20X-2, 5.0 cm",,458.550,458.590,458.550,458.590,"C0002L-20X-2 WR, 0.0--5.0 cm",CKY000000000001466010,IW,,170.0,hitomiy,"GRIND method",CKY,2012-12-24T21:51:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33572,8.06,10.394,247.8912039,15.78815299,6.165308057,0.490940373,1.581431892,240.3531765,4.966054618,5.837122929,2.09717112,118.7104499,9.026118093,0,46.81630378,0.513906982,491.1443149,23.92181227,94.53621871,3430.974455,692.0262234,720.128117,2062.078155,4.717989415,10.09956545,30.57244408,hoshinoh,2013-01-10T08:46:04Z,1.33592,7.97,12.385,271.3307734,17.42728272,6.33268306,0.565391086,1.311091362,266.7728809,5.53154593,7.066248817,2.666310025,136.6460292,11.44878501,0,54.05546201,0.730167529,563.4286417,29.64626293,90.15296671,7989.767119,513.6057054,863.2620254,2335.838912,6.428210679,7.853275593,29.73932284,hoshinoh,2013-01-10T08:47:26Z
"C0002L-20X-2, 5.0 cm",,458.550,458.590,458.550,458.590,"C0002L-20X-2, 50.5 cm",,458.988,459.045,458.988,459.045,"C0002L-20X-2 WR, 5.0--50.5 cm",CKY000000000001453110,IW,,1547.0,hitomiy,,CKY,2012-12-24T21:51:58Z,1.33714,7.77,20.109,374.0184108,38.08031729,8.607428225,0.754666003,2.153925639,355.9252138,6.313208229,13.00627353,4.320429898,165.5734957,18.55109225,2.822097806,61.36322075,1.390861649,777.1136952,52.06504351,24.63312421,3057.961645,1181.20898,761.230013,61.44289276,4.274291624,1.753517075,1.715435381,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-21X-4, 0.0 cm",,470.435,470.460,470.435,470.460,"C0002L-21X-4, 50.0 cm",,470.931,470.960,470.931,470.960,"C0002L-21X-4 WR, 0.0--50.0 cm",CKY000000000001454410,IW,,1700.0,kitajima338,,CKY,2012-12-24T10:56:14Z,1.33712,7.8,16.66,375.4389908,15.96572538,8.768288059,0.821174822,2.071117761,354.3489991,6.032994358,12.16570768,4.091139386,168.8865666,19.6991383,0.912255018,62.15003712,1.091748365,794.8465791,51.85979371,36.87795542,6701.902578,1283.117903,887.9335081,363.3643092,4.966722368,2.339080889,3.815191456,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-24X-5, 0.0 cm",,500.460,500.460,500.460,500.460,"C0002L-24X-5, 41.0 cm",,500.870,500.870,500.870,500.870,"C0002L-24X-5 WR, 0.0--41.0 cm",CKY000000000001462310,IW,,1394.0,kitajima338,,CKY,2012-12-24T17:44:11Z,1.33712,7.91,15.209,380.1066107,11.17127093,8.110148786,0.760802135,1.836385386,352.4235651,6.504375536,11.29651336,4.953526728,183.1466841,16.05175293,4.352735645,45.17841671,1.353766429,684.6162359,53.80081143,17.58621458,3303.908707,1257.27665,1069.003544,61.45114097,6.680105393,1.112271275,1.359869046,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
