"Top Core Depth []","Top Drilling depth below sea floor [m DSF]","Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Core depth (below sea floor) [m CSF-A]","Top Core depth (below sea floor) [m CSF-B]","Top Depth DSF, MSF, WSF and CSF-A [m]","Bottom Core Depth []","Bottom Drilling depth below sea floor [m DSF]","Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Core depth (below sea floor) [m CSF-A]","Bottom Core depth (below sea floor) [m CSF-B]","Bottom Depth DSF, MSF, WSF and CSF-A [m]","Sample source","J-CORES sample ID","Sample code","Sample request","Sample volume (cm3)","Sample entered by","Sample comment","Sample repository","Sample time-stamp","pore water chemistry::refractive index nD: refractometer::number","pore water chemistry::pmH: pH electrode, attached to titrator::number","pore water chemistry::alkalinity: titrator [mM]::number","pore water chemistry::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry::Br concentration: IC [mM]::number","pore water chemistry::SO4 concentration: IC [mM]::number","pore water chemistry::Na concentration: IC [mM]::number","pore water chemistry::K concentration: IC [mM]::number","pore water chemistry::Mg concentration: IC [mM]::number","pore water chemistry::Ca concentration: IC [mM]::number","pore water chemistry::B concentration: ICP-AES [µM]::number","pore water chemistry::Ba concentration: ICP-AES [µM]::number","pore water chemistry::Fe concentration: ICP-AES [µM]::number","pore water chemistry::Li concentration: ICP-AES [µM]::number","pore water chemistry::Mn concentration: ICP-AES [µM]::number","pore water chemistry::Si concentration: ICP-AES [µM]::number","pore water chemistry::Sr concentration: ICP-AES [µM]::number","pore water chemistry::V concentration: ICP-MS [nM]::number","pore water chemistry::Cu concentration: ICP-MS [nM]::number","pore water chemistry::Zn concentration: ICP-MS [nM]::number","pore water chemistry::Rb concentration: ICP-MS [nM]::number","pore water chemistry::Mo concentration: ICP-MS [nM]::number","pore water chemistry::Cs concentration: ICP-MS [nM]::number","pore water chemistry::Pb concentration: ICP-MS [nM]::number","pore water chemistry::U concentration: ICP-MS [nM]::number","pore water chemistry::registerer","pore water chemistry::registration time-stamp","pore water chemistry, GRIND, ultrapure water::refractive index nD: refractometer::number","pore water chemistry, GRIND, ultrapure water::pmH: pH electrode, attached to titrator::number","pore water chemistry, GRIND, ultrapure water::alkalinity: titrator [mM]::number","pore water chemistry, GRIND, ultrapure water::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry, GRIND, ultrapure water::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry, GRIND, ultrapure water::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry, GRIND, ultrapure water::Br concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::SO4 concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Na concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::K concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Mg concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::Ca concentration: IC [mM]::number","pore water chemistry, GRIND, ultrapure water::B concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Ba concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Fe concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Li concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Mn concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Si concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::Sr concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, ultrapure water::V concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Cu concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Zn concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Rb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Mo concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Cs concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::Pb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::U concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, ultrapure water::registerer","pore water chemistry, GRIND, ultrapure water::registration time-stamp","pore water chemistry, GRIND, HNO3::refractive index nD: refractometer::number","pore water chemistry, GRIND, HNO3::pmH: pH electrode, attached to titrator::number","pore water chemistry, GRIND, HNO3::alkalinity: titrator [mM]::number","pore water chemistry, GRIND, HNO3::chlorinity: titrator, potentiometric titration [mM]::number","pore water chemistry, GRIND, HNO3::PO4 concentration: UV-Visible spectrophotometer [µM]::number","pore water chemistry, GRIND, HNO3::NH4 concentration: UV-Visible spectrophotometer [mM]::number","pore water chemistry, GRIND, HNO3::Br concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::SO4 concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Na concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::K concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Mg concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::Ca concentration: IC [mM]::number","pore water chemistry, GRIND, HNO3::B concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Ba concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Fe concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Li concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Mn concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Si concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::Sr concentration: ICP-AES [µM]::number","pore water chemistry, GRIND, HNO3::V concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Cu concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Zn concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Rb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Mo concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Cs concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::Pb concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::U concentration: ICP-MS [nM]::number","pore water chemistry, GRIND, HNO3::registerer","pore water chemistry, GRIND, HNO3::registration time-stamp"
"C0002L-1X-4, 0.0 cm",,280.525,280.525,280.525,280.525,"C0002L-1X-4, 30.5 cm",,280.830,280.830,280.830,280.830,"C0002L-1X-4 WR, 0.0--30.5 cm",CKY000000000001399710,IW,,1037.0,oohashi338,,CKY,2012-12-22T13:28:30Z,1.33782,7.92,35.553,417.4748679,51.42783301,9.932425723,0.905869962,3.329903388,393.4658429,7.17065519,20.64110295,3.540890053,286.6043542,20.7670359,67.25648958,68.81939114,6.915634235,648.7909684,54.31872562,65.89998909,412.1063753,637.3580352,795.3727755,91.54700283,5.60427668,1.369554813,2.208566684,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-3X-2, 0.0 cm",,297.080,297.080,297.080,297.080,"C0002L-3X-2, 31.0 cm",,297.390,297.390,297.390,297.390,"C0002L-3X-2 WR, 0.0--31.0 cm",CKY000000000001401310,IW,,1054.0,kitajima338,,CKY,2012-12-22T17:56:47Z,1.33757,7.9,33.049,392.7386202,44.76044085,9.298275668,0.900009773,3.265540141,370.5691561,7.272783811,18.40963417,3.222838869,258.999945,20.98958174,29.50977677,85.10621126,2.49271686,601.969274,51.14577601,44.08942966,957.4763051,858.5089027,1151.826687,121.7036674,8.39926852,2.259537259,3.934720568,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-4X-2, 0.0 cm",,306.430,306.430,306.430,306.430,"C0002L-4X-2, 44.0 cm",,306.870,306.870,306.870,306.870,"C0002L-4X-2 WR, 0.0--44.0 cm",CKY000000000001401610,IW,,1054.0,kitajima338,,CKY,2012-12-22T20:11:27Z,1.33749,7.88,32.503,392.1303519,101.0765825,9.942018917,0.864133681,2.36050562,384.4280407,6.927742055,16.67959409,2.540940623,244.6734813,21.6290628,14.44986346,66.65721022,1.039820419,969.633485,45.04838984,35.03435261,1707.607646,801.0099947,717.1854187,38.46894312,3.979777365,3.171410803,0.886165754,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-5X-3, 0.0 cm",,317.095,317.095,317.095,317.095,"C0002L-5X-3, 5.0 cm",,317.145,317.145,317.145,317.145,"C0002L-5X-3 WR, 0.0--5.0 cm",CKY000000000001465710,IW,,170.0,hitomiy,"GRIND method",CKY,2012-12-24T21:51:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33591,8.25,16.923,261.3526492,40.0822912,7.214154402,0.573847781,1.156637013,201.7189699,4.893374959,5.293963543,1.117414177,144.3846331,9.254416591,0.636056646,42.55532671,0.482459303,496.7844253,18.47716437,235.9851569,2438.107865,223.6148938,1069.421252,2123.355342,7.264483494,6.105475579,82.08416596,hoshinoh,2013-01-10T08:46:04Z,1.33587,8.29,17.327,252.9382699,53.11525943,7.027686705,0.573533652,1.028389948,251.0314225,5.75597213,6.570363503,1.163750359,147.4052169,8.494044911,0.564938356,38.54171689,0.416322962,532.5091536,17.39548875,168.2636029,1216.110912,247.5915841,778.7437594,1485.456554,4.983207871,10.9899419,48.10753013,hoshinoh,2013-01-10T08:47:26Z
"C0002L-5X-3, 5.0 cm",,317.145,317.145,317.145,317.145,"C0002L-5X-3, 50.0 cm",,317.595,317.595,317.595,317.595,"C0002L-5X-3 WR, 5.0--50.0 cm",CKY000000000001402410,IW,,1530.0,hitomiy,,CKY,2012-12-24T21:51:58Z,1.33739,7.86,32.455,383.7159725,104.1359003,9.950612819,0.822987327,1.66740021,376.0479376,7.094917785,15.21121035,2.461557996,216.8262905,18.09796151,8.846678571,57.62892066,1.017161927,782.4398229,42.0172418,57.63292348,2056.520222,926.7386138,829.8927005,172.3242374,5.194865522,3.283510727,2.768386204,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-6X-4, 0.0 cm",,327.005,327.025,327.005,327.025,"C0002L-6X-4, 42.0 cm",,327.422,327.445,327.422,327.445,"C0002L-6X-4 WR, 0.0--42.0 cm",CKY000000000001406310,IW,,1428.0,kitajima338,,CKY,2012-12-23T01:16:04Z,1.337,7.92,30.386,349.0446746,91.6105319,9.148182163,0.758043067,1.544587096,338.6165202,6.141197777,13.37901471,2.344609205,193.9413065,14.70343244,12.57986139,49.63409685,1.461377523,675.3861287,38.29447016,45.09546564,871.3680252,741.0058176,711.4146236,77.15588657,4.3657789,1.787311251,1.479374639,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-7X-2, 0.0 cm",,334.955,334.955,334.955,334.955,"C0002L-7X-2, 40.5 cm",,335.360,335.360,335.360,335.360,"C0002L-7X-2 WR, 0.0--40.5 cm",CKY000000000001408810,IW,,1377.0,kitajima338,,CKY,2012-12-23T03:03:12Z,1.33741,7.83,31.193,387.4669609,89.4429435,9.679005531,0.830849553,2.759258123,366.3946089,6.769780693,15.84420887,2.812500307,195.9878645,15.50220881,8.455221203,47.91029996,1.073880169,772.2818379,45.93616836,46.16587255,2505.688423,1056.054938,838.5336657,92.35706877,4.738352754,1.77732025,1.50850374,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-8X-4, 0.0 cm",,346.195,346.195,346.195,346.195,"C0002L-8X-4, 40.0 cm",,346.595,346.595,346.595,346.595,"C0002L-8X-4 WR, 0.0--40.0 cm",CKY000000000001415310,IW,,1360.0,kitajima338,,CKY,2012-12-23T05:32:52Z,1.33743,7.93,31.103,370.7395803,90.32095399,9.806315202,0.772812454,2.336781979,363.2312999,6.942826438,15.21689334,2.861477161,185.5905824,11.88573804,9.132264859,39.91016501,0.847927338,588.1192619,42.05453746,40.2935839,960.6315738,583.600521,841.8766515,93.72355898,5.462159018,1.883497271,2.169139611,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-9X-5, 0.0 cm",,356.180,356.180,356.180,356.180,"C0002L-9X-5, 40.0 cm",,356.580,356.580,356.580,356.580,"C0002L-9X-5 WR, 0.0--40.0 cm",CKY000000000001422110,IW,,1360.0,kitajima338,,CKY,2012-12-23T08:26:21Z,1.33712,7.93,26.212,331.1007573,67.68474601,8.775646486,0.677790727,3.252378598,320.8328311,5.892565152,14.05021122,2.864471903,153.1959301,9.307991542,14.55022129,32.67144741,0.927114493,410.7186518,37.32720448,29.92878483,546.3071485,493.0855923,699.2126524,49.74656882,4.927115447,1.395346206,1.008673639,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C0002L-10X-3, 0.0 cm",,364.655,364.655,364.655,364.655,"C0002L-10X-3, 33.5 cm",,364.990,364.990,364.990,364.990,"C0002L-10X-3 WR, 0.0--33.5 cm",CKY000000000001425210,IW,,1139.0,hitomiy,,CKY,2012-12-24T21:51:58Z,1.33758,7.98,27.868,387.8098823,64.50195798,9.890855219,0.771470922,4.839042698,367.5211792,6.78585705,18.29208302,4.07260879,176.7619838,12.44074575,13.63329702,37.81023217,1.193085936,515.4801121,47.9854456,34.70751261,1905.686258,581.2886107,811.7749579,89.15783109,5.499867111,3.222726562,2.126045306,hoshinoh,2013-01-10T08:44:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
