leg,site,hole,sample_depth,Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"bulk CNS analysis; sample, cuttings::series number of mud logging::number","bulk CNS analysis; sample, cuttings::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, cuttings::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, cuttings::registerer","bulk CNS analysis; sample, cuttings::registration time-stamp",Rock Eval; sample::HI: HC/TOC [permil]::number,Rock Eval; sample::MinC [wt%]::number,Rock Eval; sample::OI: CO2/TOC [permil]::number,Rock Eval; sample::OICO: CO/TOC [permil]::number,Rock Eval; sample::oxiMinC [wt%]::number,Rock Eval; sample::PC [wt%]::number,Rock Eval; sample::PI::number,Rock Eval; sample::pyroMinC [wt%]::number,Rock Eval; sample::RC [wt%]::number,Rock Eval; sample::RCCO [wt%]::number,Rock Eval; sample::RCCO2 [wt%]::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::S3 [permil]::number,Rock Eval; sample::S4CO2 [permil]::number,Rock Eval; sample::S3' [permil]::number,Rock Eval; sample::S3CO [permil]::number,Rock Eval; sample::S4CO [permil]::number,Rock Eval; sample::S3'CO [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TOC [wt%]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp,bulk CNS analysis::inorganic carbon content: carbonate analyzer [wt%]::number,bulk CNS analysis::CaCO3 content: from inorganic carbon content [wt%]::number,bulk CNS analysis::comment on measurement::text,Rock Eval::HI: HC/TOC [permil]::number,Rock Eval::MinC [wt%]::number,Rock Eval::OI: CO2/TOC [permil]::number,Rock Eval::OICO: CO/TOC [permil]::number,Rock Eval::oxiMinC [wt%]::number,Rock Eval::PC [wt%]::number,Rock Eval::PI::number,Rock Eval::pyroMinC [wt%]::number,Rock Eval::RC [wt%]::number,Rock Eval::RCCO [wt%]::number,Rock Eval::RCCO2 [wt%]::number,Rock Eval::S1 [permil]::number,Rock Eval::S2 [permil]::number,Rock Eval::S3 [permil]::number,Rock Eval::S4CO2 [permil]::number,Rock Eval::S3' [permil]::number,Rock Eval::S3CO [permil]::number,Rock Eval::S4CO [permil]::number,Rock Eval::S3'CO [permil]::number,Rock Eval::Tmax [degree C]::number,Rock Eval::TOC [wt%]::number,Rock Eval::TpS5 [degree C]::number,Rock Eval::TpkS2 [degree C]::number,Rock Eval::S5 [permil]::number,Rock Eval::registerer,Rock Eval::registration time-stamp
319,C0009,A,NULL,NULL,NULL,1382.7,NULL,NULL,1382.7,NULL,NULL,1382.7,NULL,NULL,1382.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1382.700,NULL,C0009A;1382.700,NULL,1,1.3533,11.277,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1387.7,NULL,NULL,1387.7,NULL,NULL,1392.7,NULL,NULL,1392.7,C0009A-148SMW W,CKY000000000001953500,CARB,NULL,10,togashi,NULL,CKY,2009-07-05T22:17:03Z,NULL,NULL,NULL,NULL,0.06353,2.37391,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1387.700,NULL,C0009A;1392.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1387.7,NULL,NULL,1387.7,NULL,NULL,1387.7,NULL,NULL,1387.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1387.700,NULL,C0009A;1387.700,NULL,1,1.3741,11.4504,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1392.7,NULL,NULL,1392.7,NULL,NULL,1397.7,NULL,NULL,1397.7,C0009A-149SMW W,CKY000000000001960700,CARB,NULL,10,togashi,NULL,CKY,2009-07-06T22:58:47Z,NULL,NULL,NULL,NULL,0.06642,2.40493,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1392.700,NULL,C0009A;1397.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1392.7,NULL,NULL,1392.7,NULL,NULL,1392.7,NULL,NULL,1392.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1392.700,NULL,C0009A;1392.700,NULL,1,1.3823,11.5187,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1397.7,NULL,NULL,1397.7,NULL,NULL,1402.7,NULL,NULL,1402.7,C0009A-150SMW W,CKY000000000001953700,CARB,NULL,10,moriyas,NULL,CKY,2009-07-06T05:21:22Z,NULL,NULL,NULL,NULL,0.06039,2.48769,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1397.700,NULL,C0009A;1402.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1397.7,NULL,NULL,1397.7,NULL,NULL,1397.7,NULL,NULL,1397.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1397.700,NULL,C0009A;1397.700,NULL,1,1.4255,11.8787,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1402.7,NULL,NULL,1402.7,NULL,NULL,1407.7,NULL,NULL,1407.7,C0009A-151SMW W,CKY000000000001955300,CARB,NULL,10,kawamuras,NULL,CKY,2009-07-06T06:17:35Z,NULL,NULL,NULL,NULL,0.06143,2.5015,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1402.700,NULL,C0009A;1407.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1402.7,NULL,NULL,1402.7,NULL,NULL,1402.7,NULL,NULL,1402.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1402.700,NULL,C0009A;1402.700,NULL,1,1.5324,12.7695,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1407.7,NULL,NULL,1407.7,NULL,NULL,1412.7,NULL,NULL,1412.7,C0009A-152SMW W,CKY000000000001954000,CARB,NULL,10,taketomoy,NULL,CKY,2009-07-06T05:32:48Z,NULL,NULL,NULL,NULL,0.06378,2.59427,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1407.700,NULL,C0009A;1412.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1407.7,NULL,NULL,1407.7,NULL,NULL,1407.7,NULL,NULL,1407.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1407.700,NULL,C0009A;1407.700,NULL,1,1.6147,13.4553,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1412.7,NULL,NULL,1412.7,NULL,NULL,1417.7,NULL,NULL,1417.7,C0009A-153SMW W,CKY000000000001954500,CARB,NULL,10,taketomoy,NULL,CKY,2009-07-06T05:33:41Z,NULL,NULL,NULL,NULL,0.06402,2.66047,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1412.700,NULL,C0009A;1417.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1412.7,NULL,NULL,1412.7,NULL,NULL,1412.7,NULL,NULL,1412.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1412.700,NULL,C0009A;1412.700,NULL,1,1.6435,13.6953,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1417.7,NULL,NULL,1417.7,NULL,NULL,1422.7,NULL,NULL,1422.7,C0009A-155SMW W,CKY000000000001952600,CARB,NULL,10,togashi,NULL,CKY,2009-07-05T22:13:35Z,NULL,NULL,NULL,NULL,0.06322,2.66141,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1417.700,NULL,C0009A;1422.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1417.7,NULL,NULL,1417.7,NULL,NULL,1417.7,NULL,NULL,1417.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1417.700,NULL,C0009A;1417.700,NULL,1,1.6524,13.7694,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1422.7,NULL,NULL,1422.7,NULL,NULL,1427.7,NULL,NULL,1427.7,C0009A-156SMW W,CKY000000000001975800,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:19:14Z,NULL,NULL,NULL,NULL,0.06525,2.70438,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1422.700,NULL,C0009A;1427.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1422.7,NULL,NULL,1422.7,NULL,NULL,1422.7,NULL,NULL,1422.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1422.700,NULL,C0009A;1422.700,NULL,1,1.6909,14.0903,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1427.7,NULL,NULL,1427.7,NULL,NULL,1432.7,NULL,NULL,1432.7,C0009A-157SMW W,CKY000000000001961000,CARB,NULL,10,togashi,NULL,CKY,2009-07-06T22:59:45Z,NULL,NULL,NULL,NULL,0.06414,2.72608,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1427.700,NULL,C0009A;1432.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1427.7,NULL,NULL,1427.7,NULL,NULL,1427.7,NULL,NULL,1427.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1427.700,NULL,C0009A;1427.700,NULL,1,1.6998,14.1644,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1432.7,NULL,NULL,1432.7,NULL,NULL,1437.7,NULL,NULL,1437.7,C0009A-158SMW W,CKY000000000001955200,CARB,NULL,10,kawamuras,NULL,CKY,2009-07-06T06:17:35Z,NULL,NULL,NULL,NULL,0.06307,2.73178,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1432.700,NULL,C0009A;1437.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1432.7,NULL,NULL,1432.7,NULL,NULL,1432.7,NULL,NULL,1432.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1432.700,NULL,C0009A;1432.700,NULL,1,1.6914,14.0944,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1437.7,NULL,NULL,1437.7,NULL,NULL,1442.7,NULL,NULL,1442.7,C0009A-159SMW W,CKY000000000001961300,CARB,NULL,10,togashi,NULL,CKY,2009-07-06T23:00:38Z,NULL,NULL,NULL,NULL,0.07317,2.78052,NULL,7/12/2009,moriyas,2009-07-13T16:04:15Z,C0009A;1437.700,NULL,C0009A;1442.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1437.7,NULL,NULL,1437.7,NULL,NULL,1437.7,NULL,NULL,1437.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1437.700,NULL,C0009A;1437.700,NULL,1,1.7233,14.3603,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1442.7,NULL,NULL,1442.7,NULL,NULL,1447.7,NULL,NULL,1447.7,C0009A-160SMW W,CKY000000000001951400,CARB,NULL,10,togashi,NULL,CKY,2009-07-05T20:28:56Z,NULL,NULL,NULL,NULL,0.07102,2.76473,NULL,7/12/2009,moriyas,2009-07-13T16:04:16Z,C0009A;1442.700,NULL,C0009A;1447.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1442.7,NULL,NULL,1442.7,NULL,NULL,1442.7,NULL,NULL,1442.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1442.700,NULL,C0009A;1442.700,NULL,1,1.7817,14.8469,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1447.7,NULL,NULL,1447.7,NULL,NULL,1452.7,NULL,NULL,1452.7,C0009A-161SMW W,CKY000000000001951700,CARB,NULL,10,togashi,NULL,CKY,2009-07-05T20:30:06Z,NULL,NULL,NULL,NULL,0.05676,2.77582,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1447.700,NULL,C0009A;1452.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1447.7,NULL,NULL,1447.7,NULL,NULL,1447.7,NULL,NULL,1447.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0009A;1447.700,NULL,C0009A;1447.700,NULL,1,1.7898,14.9144,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,C0009,A,NULL,NULL,NULL,1452.7,NULL,NULL,1452.7,NULL,NULL,1457.7,NULL,NULL,1457.7,C0009A-162SMW W,CKY000000000001948900,CARB,NULL,10,kames,NULL,CKY,2009-07-05T14:09:22Z,NULL,NULL,NULL,NULL,0.05891,2.79384,NULL,7/13/2009,moriyas,2009-07-13T19:37:11Z,C0009A;1452.700,NULL,C0009A;1457.700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
