leg,site,hole,core,section,sample_depth,grain_density,porosity,method
316,C0008,A,NULL,NULL,19.241,2.7301,0.6487,NULL
316,C0008,A,NULL,NULL,19.673,2.7696,0.6424,NULL
316,C0008,A,NULL,NULL,20.394,2.8035,0.5763,NULL
316,C0008,A,NULL,NULL,20.994,2.9576,0.5919,NULL
316,C0008,A,NULL,NULL,21.805,2.8528,0.6277,NULL
316,C0008,A,NULL,NULL,22.249,2.67457,0.6006707,NULL
316,C0008,A,NULL,NULL,22.661,2.694493,0.6166367,NULL
316,C0008,A,NULL,NULL,23.355,2.680713,0.5985695,NULL
316,C0008,A,NULL,NULL,23.752,2.71496,0.5872498,NULL
316,C0008,A,NULL,NULL,24.374,2.741781,0.5840755,NULL
316,C0008,A,NULL,NULL,24.43,2.718542,0.5730233,NULL
316,C0008,A,NULL,NULL,25.224,2.685184,0.6088247,NULL
316,C0008,A,NULL,NULL,25.8775,2.617476,0.5825696,NULL
316,C0008,A,NULL,NULL,26.3865,2.663026,0.5996724,NULL
316,C0008,A,NULL,NULL,27.049,2.62559,0.6015019,NULL
316,C0008,A,NULL,NULL,27.5495,2.733932,0.5937805,NULL
316,C0008,A,NULL,NULL,28.2165,2.7534,0.5774101,NULL
316,C0008,A,NULL,NULL,28.675,2.8039,0.6468,NULL
316,C0008,A,NULL,NULL,29.081,2.717994,0.6460164,NULL
316,C0008,A,NULL,NULL,29.748,2.834341,0.6507785,NULL
316,C0008,A,NULL,NULL,30.09,2.751266,0.6236482,NULL
316,C0008,A,NULL,NULL,30.1715,2.612652,0.6067069,NULL
316,C0008,A,NULL,NULL,30.757,2.790161,0.634027,NULL
316,C0008,A,NULL,NULL,31.301,2.677556,0.6316787,NULL
316,C0008,A,NULL,NULL,31.968,2.742933,0.6335615,NULL
316,C0008,A,NULL,NULL,32.486,2.759406,0.6088578,NULL
316,C0008,A,NULL,NULL,33.153,2.705465,0.6073695,NULL
316,C0008,A,NULL,NULL,33.605,2.586023,0.5603944,NULL
316,C0008,A,NULL,NULL,33.9535,2.756181,0.6026133,NULL
316,C0008,A,NULL,NULL,34.184,2.754301,0.5861758,NULL
316,C0008,A,NULL,NULL,34.716,2.660763,0.6073386,NULL
316,C0008,A,NULL,NULL,35.905,2.672181,0.6053159,NULL
316,C0008,A,NULL,NULL,36.592,2.794542,0.5849398,NULL
316,C0008,A,NULL,NULL,37.162,2.771261,0.6393485,NULL
316,C0008,A,NULL,NULL,37.795,2.573163,0.5862685,NULL
316,C0008,A,NULL,NULL,38.296,2.7019,0.606,NULL
316,C0008,A,NULL,NULL,38.716,2.611112,0.6167355,NULL
316,C0008,A,NULL,NULL,39.416,2.78753,0.6407734,NULL
316,C0008,A,NULL,NULL,40.1235,2.596234,0.6226759,NULL
316,C0008,A,NULL,NULL,40.372,2.720994,0.6416714,NULL
316,C0008,A,NULL,NULL,40.884,2.730662,0.6189653,NULL
316,C0008,A,NULL,NULL,41.567,2.663541,0.5947285,NULL
316,C0008,A,NULL,NULL,42.07,2.714133,0.6055398,NULL
316,C0008,A,NULL,NULL,42.756,2.811692,0.5884158,NULL
316,C0008,A,NULL,NULL,43.25,2.64346,0.530971,NULL
316,C0008,A,NULL,NULL,44.219,2.685682,0.5521482,NULL
316,C0008,A,NULL,NULL,44.894,2.633203,0.5708898,NULL
316,C0008,A,NULL,NULL,45.376,2.699976,0.5712204,NULL
316,C0008,A,NULL,NULL,46.0245,2.606464,0.5452604,NULL
316,C0008,A,NULL,NULL,46.629,2.79478,0.5535695,NULL
316,C0008,A,NULL,NULL,46.9425,2.657541,0.5353322,NULL
316,C0008,A,NULL,NULL,47.295,2.716451,0.5484476,NULL
316,C0008,A,NULL,NULL,47.8825,2.668304,0.5837725,NULL
316,C0008,A,NULL,NULL,48.5395,2.649485,0.6152686,NULL
316,C0008,A,NULL,NULL,48.6255,2.7095,0.5772,NULL
316,C0008,A,NULL,NULL,49.026,2.649895,0.5522506,NULL
316,C0008,A,NULL,NULL,49.0305,2.713339,0.5955254,NULL
316,C0008,A,NULL,NULL,49.6985,2.657746,0.5360153,NULL
316,C0008,A,NULL,NULL,50.148,2.660573,0.5978031,NULL
316,C0008,A,NULL,NULL,50.849,2.727439,0.5724144,NULL
316,C0008,A,NULL,NULL,51.3355,2.642426,0.5200745,NULL
316,C0008,A,NULL,NULL,52.0015,2.657796,0.5863895,NULL
316,C0008,A,NULL,NULL,52.479,2.699089,0.5146219,NULL
316,C0008,A,NULL,NULL,53.6805,2.9571,0.5847,NULL
316,C0008,A,NULL,NULL,54.3665,2.8319,0.5437,NULL
316,C0008,A,NULL,NULL,55.4955,2.7152,0.5377,NULL
316,C0008,A,NULL,NULL,56.0425,2.758574,0.5804763,NULL
316,C0008,A,NULL,NULL,56.1305,2.67,0.546,NULL
316,C0008,A,NULL,NULL,56.6625,2.724,0.559,NULL
316,C0008,A,NULL,NULL,57.0785,2.6844,0.5207,NULL
316,C0008,A,NULL,NULL,57.7825,2.7435,0.5702,NULL
316,C0008,A,NULL,NULL,57.9045,2.7481,0.4241,NULL
316,C0008,A,NULL,NULL,58.263,2.81,0.5192,NULL
316,C0008,A,NULL,NULL,58.9495,2.7705,0.531,NULL
316,C0008,A,NULL,NULL,59.4905,2.7564,0.5776,NULL
316,C0008,A,NULL,NULL,60.1765,2.7904,0.6065,NULL
316,C0008,A,NULL,NULL,60.6445,2.7228,0.501,NULL
316,C0008,A,NULL,NULL,61.3305,2.7577,0.5765,NULL
316,C0008,A,NULL,NULL,61.7555,2.7692,0.5398,NULL
316,C0008,A,NULL,NULL,63.23,2.6528,0.5337,NULL
316,C0008,A,NULL,NULL,64.01,2.7502,0.5358,NULL
316,C0008,A,NULL,NULL,64.55,2.7414,0.5308,NULL
316,C0008,A,NULL,NULL,65.06,2.732797,0.5237677,NULL
316,C0008,A,NULL,NULL,65.34,2.7938,0.5607,NULL
316,C0008,A,NULL,NULL,65.74,2.691586,0.4832845,NULL
316,C0008,A,NULL,NULL,65.77,2.7471,0.5714,NULL
316,C0008,A,NULL,NULL,66.64,2.7865,0.5276,NULL
316,C0008,A,NULL,NULL,67.06,2.7678,0.5772,NULL
316,C0008,A,NULL,NULL,67.6675,2.596864,0.5170658,NULL
316,C0008,A,NULL,NULL,68.2575,2.8409,0.5894,NULL
316,C0008,A,NULL,NULL,68.69,2.6749,0.6118,NULL
316,C0008,A,NULL,NULL,69.48,2.6726,0.5587,NULL
316,C0008,A,NULL,NULL,69.78,2.7196,0.6129,NULL
316,C0008,A,NULL,NULL,70.58,2.6797,0.4979,NULL
316,C0008,A,NULL,NULL,71.08,2.7355,0.509,NULL
316,C0008,A,NULL,NULL,71.94,2.727,0.6128,NULL
316,C0008,A,NULL,NULL,72.71,2.6462,0.641,NULL
316,C0008,A,NULL,NULL,74.515,2.6815,0.5534,NULL
316,C0008,A,NULL,NULL,75.73,3.6105,0.5841,NULL
316,C0008,A,NULL,NULL,76.1975,2.7946,0.5219,NULL
316,C0008,A,NULL,NULL,76.74,2.6806,0.5153,NULL
316,C0008,A,NULL,NULL,77.5675,2.6936,0.4494,NULL
316,C0008,A,NULL,NULL,78.39,2.7127,0.5613,NULL
316,C0008,A,NULL,NULL,82.182,2.7318,0.588,NULL
316,C0008,A,NULL,NULL,83.0415,2.7841,0.5188,NULL
316,C0008,A,NULL,NULL,83.8965,2.7791,0.542,NULL
316,C0008,A,NULL,NULL,85.07,2.7788,0.5548,NULL
316,C0008,A,NULL,NULL,86.325,2.6578,0.5542,NULL
316,C0008,A,NULL,NULL,86.7595,2.70411,0.5600594,NULL
316,C0008,A,NULL,NULL,87.305,2.7997,0.6023,NULL
316,C0008,A,NULL,NULL,87.5485,2.5442,0.5629,NULL
316,C0008,A,NULL,NULL,88.849,2.7127,0.5644,NULL
316,C0008,A,NULL,NULL,89.438,2.7144,0.5738,NULL
316,C0008,A,NULL,NULL,90.709,2.324175,0.5391502,NULL
316,C0008,A,NULL,NULL,91.9265,2.775793,0.5938233,NULL
316,C0008,A,NULL,NULL,93.1575,2.651938,0.5952765,NULL
316,C0008,A,NULL,NULL,94.1825,2.681911,0.5243174,NULL
316,C0008,A,NULL,NULL,94.628,2.628712,0.5774234,NULL
316,C0008,A,NULL,NULL,94.8565,2.6993,0.5899,NULL
316,C0008,A,NULL,NULL,95.6635,2.765985,0.600074,NULL
316,C0008,A,NULL,NULL,95.6955,2.7467,0.4448,NULL
316,C0008,A,NULL,NULL,96.9685,2.715817,0.508562,NULL
316,C0008,A,NULL,NULL,97.0445,2.6377,0.5606,NULL
316,C0008,A,NULL,NULL,98.208,2.5775,0.5488778,NULL
316,C0008,A,NULL,NULL,100.26,2.797604,0.5895474,NULL
316,C0008,A,NULL,NULL,101.16,2.704791,0.5133932,NULL
316,C0008,A,NULL,NULL,102.555,2.71246,0.4677674,NULL
316,C0008,A,NULL,NULL,103.97,2.640032,0.4914239,NULL
316,C0008,A,NULL,NULL,104.9225,2.720283,0.4812251,NULL
316,C0008,A,NULL,NULL,106.01,2.717524,0.4931542,NULL
316,C0008,A,NULL,NULL,106.1825,2.7751,0.56,NULL
316,C0008,A,NULL,NULL,109.74,2.636075,0.5971103,NULL
316,C0008,A,NULL,NULL,111.155,2.609822,0.5813015,NULL
316,C0008,A,NULL,NULL,112.565,2.651457,0.5644871,NULL
316,C0008,A,NULL,NULL,113.98,2.694435,0.3565129,NULL
316,C0008,A,NULL,NULL,114.7975,2.780643,0.544897,NULL
316,C0008,A,NULL,NULL,115.315,2.688974,0.5326771,NULL
316,C0008,A,NULL,NULL,116.69,2.6912,0.4833,NULL
316,C0008,A,NULL,NULL,120.1455,2.701809,0.545639,NULL
316,C0008,A,NULL,NULL,120.721,2.61797,0.5026425,NULL
316,C0008,A,NULL,NULL,124.173,2.676139,0.5543,NULL
316,C0008,A,NULL,NULL,125.478,2.657299,0.5302998,NULL
316,C0008,A,NULL,NULL,126.21,2.733,0.5238,NULL
316,C0008,A,NULL,NULL,126.952,2.672672,0.5363773,NULL
316,C0008,A,NULL,NULL,127.72,2.632995,0.5695349,NULL
316,C0008,A,NULL,NULL,128.145,2.671078,0.5692923,NULL
316,C0008,A,NULL,NULL,128.76,2.731251,0.5255213,NULL
316,C0008,A,NULL,NULL,128.8225,2.70898,0.5032632,NULL
316,C0008,A,NULL,NULL,129.325,2.64043,0.5389091,NULL
316,C0008,A,NULL,NULL,129.4425,2.817924,0.5237062,NULL
316,C0008,A,NULL,NULL,131.315,2.7861,0.587,NULL
316,C0008,A,NULL,NULL,134.104,2.708,0.5369,NULL
316,C0008,A,NULL,NULL,135.267,2.8043,0.5218,NULL
316,C0008,A,NULL,NULL,135.591,2.658,0.5016,NULL
316,C0008,A,NULL,NULL,136.029,2.676229,0.5314037,NULL
316,C0008,A,NULL,NULL,136.465,2.9363,0.5591,NULL
316,C0008,A,NULL,NULL,137.227,2.61815,0.5334419,NULL
316,C0008,A,NULL,NULL,137.645,2.6771,0.5426,NULL
316,C0008,A,NULL,NULL,138.821,2.7844,0.5475,NULL
316,C0008,A,NULL,NULL,140.9,2.726,0.5472,NULL
316,C0008,A,NULL,NULL,142.3,2.5508,0.5217,NULL
316,C0008,A,NULL,NULL,143.0225,2.5581,0.5081,NULL
316,C0008,A,NULL,NULL,143.2775,2.5179,0.5004,NULL
316,C0008,A,NULL,NULL,143.885,2.7451,0.5326,NULL
316,C0008,A,NULL,NULL,144.94,2.6557,0.541,NULL
316,C0008,A,NULL,NULL,146.085,2.5942,0.5263,NULL
316,C0008,A,NULL,NULL,146.935,2.5798,0.5272,NULL
316,C0008,A,NULL,NULL,147.89,2.6271,0.5055,NULL
316,C0008,A,NULL,NULL,150.6,2.7725,0.5364,NULL
316,C0008,A,NULL,NULL,151.3875,2.9194,0.5601,NULL
316,C0008,A,NULL,NULL,152.26,2.6881,0.4896,NULL
316,C0008,A,NULL,NULL,153.346,2.5848,0.5619,NULL
316,C0008,A,NULL,NULL,154.621,2.6699,0.5087,NULL
316,C0008,A,NULL,NULL,155.0585,2.5918,0.5545,NULL
316,C0008,A,NULL,NULL,155.916,2.5662,0.5364,NULL
316,C0008,A,NULL,NULL,156.2505,2.6641,0.5708,NULL
316,C0008,A,NULL,NULL,156.959,2.673852,0.5728595,NULL
316,C0008,A,NULL,NULL,157.2105,2.5906,0.5279,NULL
316,C0008,A,NULL,NULL,158.1925,2.6929,0.5414,NULL
316,C0008,A,NULL,NULL,158.9605,2.743885,0.5727702,NULL
316,C0008,A,NULL,NULL,160.1915,2.728915,0.5732891,NULL
316,C0008,A,NULL,NULL,161.423,2.631912,0.5285107,NULL
316,C0008,A,NULL,NULL,161.93,2.7414,0.5251,NULL
316,C0008,A,NULL,NULL,162.667,2.688948,0.5124241,NULL
316,C0008,A,NULL,NULL,162.8865,2.6169,0.4714,NULL
316,C0008,A,NULL,NULL,163.737,2.738366,0.5427417,NULL
316,C0008,A,NULL,NULL,163.965,2.561365,0.5365499,NULL
316,C0008,A,NULL,NULL,165.232,2.701356,0.5318248,NULL
316,C0008,A,NULL,NULL,166.441,2.678935,0.5241968,NULL
316,C0008,A,NULL,NULL,167.601,2.709095,0.5254605,NULL
316,C0008,A,NULL,NULL,168.691,2.651393,0.5300514,NULL
316,C0008,A,NULL,NULL,169.863,2.743338,0.5519209,NULL
316,C0008,A,NULL,NULL,171.0255,2.759725,0.5415488,NULL
316,C0008,A,NULL,NULL,172.669,2.805269,0.5562536,NULL
316,C0008,A,NULL,NULL,173.054,2.657174,0.4226179,NULL
316,C0008,A,NULL,NULL,173.512,2.812402,0.4979649,NULL
316,C0008,A,NULL,NULL,174.689,2.607363,0.4831461,NULL
316,C0008,A,NULL,NULL,175.869,2.781804,0.5378178,NULL
316,C0008,A,NULL,NULL,177.041,2.672074,0.505222,NULL
316,C0008,A,NULL,NULL,177.97,2.669809,0.5211755,NULL
316,C0008,A,NULL,NULL,180.7575,2.650456,0.5334033,NULL
316,C0008,A,NULL,NULL,180.81,2.669047,0.5388382,NULL
316,C0008,A,NULL,NULL,181.905,2.633841,0.5382191,NULL
316,C0008,A,NULL,NULL,182.0425,2.671062,0.5219938,NULL
316,C0008,A,NULL,NULL,187.4255,2.589912,0.5326999,NULL
316,C0008,A,NULL,NULL,187.8365,2.639349,0.519734,NULL
316,C0008,A,NULL,NULL,187.956,2.559617,0.4939596,NULL
316,C0008,A,NULL,NULL,188.9295,2.692847,0.5065684,NULL
316,C0008,A,NULL,NULL,190.107,2.639936,0.5128591,NULL
316,C0008,A,NULL,NULL,190.6305,2.739127,0.5156918,NULL
316,C0008,A,NULL,NULL,191.3675,2.67489,0.5114732,NULL
316,C0008,A,NULL,NULL,192.0605,2.656349,0.475716,NULL
316,C0008,A,NULL,NULL,192.5275,2.694465,0.4942449,NULL
316,C0008,A,NULL,NULL,193.7225,2.663458,0.5053269,NULL
316,C0008,A,NULL,NULL,194.9045,2.660488,0.4728887,NULL
316,C0008,A,NULL,NULL,197.135,2.7315,0.5023,NULL
316,C0008,A,NULL,NULL,197.907,2.609773,0.5010998,NULL
316,C0008,A,NULL,NULL,198.544,2.7838,0.5367,NULL
316,C0008,A,NULL,NULL,199.366,2.7709,0.4982,NULL
316,C0008,A,NULL,NULL,200.406,2.63,0.6473,NULL
316,C0008,A,NULL,NULL,201.4,2.6893,0.4679,NULL
316,C0008,A,NULL,NULL,202.2175,2.581061,0.4594726,NULL
316,C0008,A,NULL,NULL,202.52,2.7796,0.5405,NULL
316,C0008,A,NULL,NULL,202.845,2.3606,0.5494,NULL
316,C0008,A,NULL,NULL,211,2.7161,0.5895,NULL
316,C0008,A,NULL,NULL,211.0775,2.792485,0.5413654,NULL
316,C0008,A,NULL,NULL,212.0575,2.739993,0.5015435,NULL
316,C0008,A,NULL,NULL,212.21,2.6805,0.5323,NULL
316,C0008,A,NULL,NULL,213.525,2.6907,0.5309,NULL
316,C0008,A,NULL,NULL,214.835,2.8116,0.5322,NULL
316,C0008,A,NULL,NULL,215.6425,2.673069,0.5626586,NULL
316,C0008,A,NULL,NULL,217.58,2.7072,0.5303,NULL
316,C0008,A,NULL,NULL,218.88,2.6659,0.5454,NULL
316,C0008,A,NULL,NULL,220.382,2.7709,0.4725,NULL
316,C0008,A,NULL,NULL,220.768,2.60895,0.5122627,NULL
316,C0008,A,NULL,NULL,221.6805,2.6666,0.5213,NULL
316,C0008,A,NULL,NULL,222.1895,2.675914,0.5348433,NULL
316,C0008,A,NULL,NULL,222.9865,2.822347,0.5973636,NULL
316,C0008,A,NULL,NULL,223.048,2.691,0.5148,NULL
316,C0008,A,NULL,NULL,224.278,2.7317,0.5022,NULL
316,C0008,A,NULL,NULL,225.189,2.8106,0.4794,NULL
316,C0008,A,NULL,NULL,226.5255,2.6888,0.5016,NULL
316,C0008,A,NULL,NULL,227.3375,2.5934,0.4943,NULL
316,C0008,A,NULL,NULL,228.6125,2.7003,0.5034,NULL
316,C0008,A,NULL,NULL,229.1505,2.6668,0.5253,NULL
316,C0008,A,NULL,NULL,229.977,2.641818,0.5339405,NULL
316,C0008,A,NULL,NULL,231.5355,2.78004,0.5030465,NULL
316,C0008,A,NULL,NULL,231.9225,2.688964,0.5051679,NULL
316,C0008,A,NULL,NULL,233.3055,2.600617,0.4766437,NULL
316,C0008,A,NULL,NULL,234.76,2.729077,0.5252531,NULL
316,C0008,A,NULL,NULL,235.67,2.8243,0.5106996,NULL
316,C0008,A,NULL,NULL,236.47,2.605044,0.4561191,NULL
316,C0008,A,NULL,NULL,237.5,2.620845,0.5323588,NULL
316,C0008,A,NULL,NULL,238.625,2.568001,0.5105856,NULL
316,C0008,A,NULL,NULL,239.825,2.585483,0.4486545,NULL
316,C0008,A,NULL,NULL,240.34,2.699478,0.5394952,NULL
316,C0008,A,NULL,NULL,240.71,2.608166,0.461386,NULL
316,C0008,A,NULL,NULL,241.3,2.73213,0.5196311,NULL
316,C0008,A,NULL,NULL,243.909,2.681057,0.5012696,NULL
316,C0008,A,NULL,NULL,245.153,2.758201,0.5241591,NULL
316,C0008,A,NULL,NULL,246.918,2.697535,0.4972513,NULL
316,C0008,A,NULL,NULL,247.312,2.652244,0.5040866,NULL
316,C0008,A,NULL,NULL,248.436,2.630854,0.4956855,NULL
316,C0008,A,NULL,NULL,249.217,2.641045,0.505797,NULL
316,C0008,A,NULL,NULL,249.719,2.718555,0.6040933,NULL
316,C0008,A,NULL,NULL,250.9445,2.687434,0.499489,NULL
316,C0008,A,NULL,NULL,252.113,2.726651,0.5053549,NULL
316,C0008,A,NULL,NULL,253.486,2.687674,0.4733596,NULL
316,C0008,A,NULL,NULL,256.266,2.660646,0.4786089,NULL
316,C0008,A,NULL,NULL,257.103,2.737303,0.5376438,NULL
316,C0008,A,NULL,NULL,258.429,2.662618,0.492089,NULL
316,C0008,A,NULL,NULL,259.162,2.125532,0.5944492,NULL
316,C0008,A,NULL,NULL,259.446,2.68682,0.4481621,NULL
316,C0008,A,NULL,NULL,260.4135,2.653097,0.4860289,NULL
316,C0008,A,NULL,NULL,261.4865,2.707407,0.4870296,NULL
316,C0008,A,NULL,NULL,261.9585,2.731078,0.487574,NULL
316,C0008,A,NULL,NULL,263.37,2.6852,0.4471,NULL
316,C0008,A,NULL,NULL,264.68,2.6675,0.4757,NULL
316,C0008,A,NULL,NULL,265.85,2.583,0.4355,NULL
316,C0008,A,NULL,NULL,266.7025,2.623073,0.4636645,NULL
316,C0008,A,NULL,NULL,267.94,2.6684,0.4562,NULL
316,C0008,A,NULL,NULL,268.615,2.8722,0.495,NULL
316,C0008,A,NULL,NULL,269.33,2.9437,0.5214,NULL
316,C0008,A,NULL,NULL,272.45,2.6578,0.4621,NULL
316,C0008,A,NULL,NULL,273.015,2.9743,0.5041,NULL
316,C0008,A,NULL,NULL,291.4,2.6426,0.4741,NULL
316,C0008,A,NULL,NULL,291.675,2.6787,0.4858,NULL
316,C0008,B,NULL,NULL,0.2315,2.768691,0.7704705,NULL
316,C0008,B,NULL,NULL,1.6145,2.709503,0.7020895,NULL
316,C0008,B,NULL,NULL,3.2535,2.529649,0.6643215,NULL
316,C0008,B,NULL,NULL,4.3135,2.799448,0.6783394,NULL
316,C0008,B,NULL,NULL,5.454,2.641984,0.6184861,NULL
316,C0008,B,NULL,NULL,5.9045,2.65656,0.6116112,NULL
316,C0008,B,NULL,NULL,7.3555,2.667806,0.6072841,NULL
316,C0008,B,NULL,NULL,8.4205,2.664604,0.6136933,NULL
316,C0008,C,NULL,NULL,0.2355,2.662455,0.7680725,NULL
316,C0008,C,NULL,NULL,1.4095,2.622198,0.6749853,NULL
316,C0008,C,NULL,NULL,1.868,2.731632,0.6930391,NULL
316,C0008,C,NULL,NULL,3.77,2.682433,0.6509802,NULL
316,C0008,C,NULL,NULL,4.1935,2.574818,0.6273595,NULL
316,C0008,C,NULL,NULL,4.6375,2.623846,0.6171725,NULL
316,C0008,C,NULL,NULL,6.077,2.7305,0.6653,NULL
316,C0008,C,NULL,NULL,6.735,2.667259,0.6338584,NULL
316,C0008,C,NULL,NULL,7.5085,2.6569,0.633,NULL
316,C0008,C,NULL,NULL,8.5405,2.664,0.6163,NULL
316,C0008,C,NULL,NULL,9.772,2.5555,0.6117,NULL
316,C0008,C,NULL,NULL,11.726,2.616809,0.6181752,NULL
316,C0008,C,NULL,NULL,11.726,2.816963,0.6040029,NULL
316,C0008,C,NULL,NULL,12.5095,2.6356,0.6316,NULL
316,C0008,C,NULL,NULL,13.56,2.7832,0.5016,NULL
316,C0008,C,NULL,NULL,15.548,2.6027,0.501,NULL
316,C0008,C,NULL,NULL,16.729,2.705,0.5763,NULL
316,C0008,C,NULL,NULL,17.4105,2.804027,0.5651673,NULL
316,C0008,C,NULL,NULL,17.8775,2.7133,0.5607,NULL
316,C0008,C,NULL,NULL,18.162,2.9177,0.6234,NULL
316,C0008,C,NULL,NULL,19.0195,2.7206,0.5718,NULL
316,C0008,C,NULL,NULL,19.242,2.726,0.6185,NULL
316,C0008,C,NULL,NULL,20.4985,2.7014,0.6299,NULL
316,C0008,C,NULL,NULL,21.1225,2.6165,0.6181,NULL
316,C0008,C,NULL,NULL,21.856,2.8603,0.5666,NULL
316,C0008,C,NULL,NULL,22.835,2.7048,0.6176,NULL
316,C0008,C,NULL,NULL,24.0315,2.6582,0.6097,NULL
316,C0008,C,NULL,NULL,24.9645,2.6007,0.6316,NULL
316,C0008,C,NULL,NULL,25.6725,2.7275,0.6498,NULL
316,C0008,C,NULL,NULL,26.641,2.9041,0.624,NULL
316,C0008,C,NULL,NULL,27.6205,2.7552,0.6014,NULL
316,C0008,C,NULL,NULL,28.1515,2.655711,0.5998422,NULL
316,C0008,C,NULL,NULL,28.4945,2.7368,0.6094,NULL
316,C0008,C,NULL,NULL,28.7645,2.719,0.6299,NULL
316,C0008,C,NULL,NULL,29.5845,2.7723,0.5668,NULL
316,C0008,C,NULL,NULL,30.5605,2.665,0.6023,NULL
316,C0008,C,NULL,NULL,31.5405,2.6156,0.5617,NULL
316,C0008,C,NULL,NULL,32.3225,2.7358,0.5825,NULL
316,C0008,C,NULL,NULL,34.2455,2.588899,0.5693983,NULL
316,C0008,C,NULL,NULL,34.56,1.998066,0.5471607,NULL
316,C0008,C,NULL,NULL,34.7645,2.567314,0.5890402,NULL
316,C0008,C,NULL,NULL,35.5765,2.651482,0.6154024,NULL
316,C0008,C,NULL,NULL,36.8045,2.713455,0.5595651,NULL
316,C0008,C,NULL,NULL,36.8355,2.561352,0.6064637,NULL
316,C0008,C,NULL,NULL,37.871,2.773606,0.6177704,NULL
316,C0008,C,NULL,NULL,38.3105,2.701642,0.6024222,NULL
316,C0008,C,NULL,NULL,39.315,2.725653,0.5944549,NULL
316,C0008,C,NULL,NULL,40.5545,2.700348,0.5120656,NULL
316,C0008,C,NULL,NULL,43.728,2.648046,0.6256107,NULL
316,C0008,C,NULL,NULL,44.907,2.736414,0.6017158,NULL
316,C0008,C,NULL,NULL,45.604,2.756251,0.5747854,NULL
316,C0008,C,NULL,NULL,46.246,2.748009,0.5735164,NULL
316,C0008,C,NULL,NULL,46.4975,2.676698,0.5872448,NULL
316,C0008,C,NULL,NULL,47.346,2.747703,0.6319816,NULL
316,C0008,C,NULL,NULL,47.802,2.67981,0.5698181,NULL
316,C0008,C,NULL,NULL,49.97,2.622183,0.5449261,NULL
316,C0008,C,NULL,NULL,51.164,2.600372,0.5117182,NULL
316,C0008,C,NULL,NULL,52.212,2.641455,0.5364911,NULL
316,C0008,C,NULL,NULL,53.2,2.560131,0.6009473,NULL
316,C0008,C,NULL,NULL,53.746,2.668416,0.5201131,NULL
316,C0008,C,NULL,NULL,54.736,2.653267,0.581525,NULL
316,C0008,C,NULL,NULL,55.28,2.62351,0.4592112,NULL
316,C0008,C,NULL,NULL,56.513,2.707044,0.6020136,NULL
316,C0008,C,NULL,NULL,57.55,2.734637,0.5614197,NULL
316,C0008,C,NULL,NULL,58.583,2.782782,0.5863115,NULL
316,C0008,C,NULL,NULL,59.424,2.664223,0.5679177,NULL
316,C0008,C,NULL,NULL,59.554,2.635782,0.5797929,NULL
316,C0008,C,NULL,NULL,59.6195,2.565157,0.5542021,NULL
316,C0008,C,NULL,NULL,68.349,2.666709,0.5280273,NULL
316,C0008,C,NULL,NULL,68.7315,2.594978,0.5482303,NULL
316,C0008,C,NULL,NULL,69.2765,2.5999,0.5356,NULL
316,C0008,C,NULL,NULL,69.717,2.622029,0.5292891,NULL
316,C0008,C,NULL,NULL,69.717,2.619134,0.4948149,NULL
316,C0008,C,NULL,NULL,70.496,2.6391,0.5613,NULL
316,C0008,C,NULL,NULL,70.927,2.603811,0.4746034,NULL
316,C0008,C,NULL,NULL,71.367,2.6189,0.4947,NULL
316,C0008,C,NULL,NULL,71.873,2.633932,0.4906326,NULL
316,C0008,C,NULL,NULL,73.034,2.691805,0.6539853,NULL
316,C0008,C,NULL,NULL,74.325,2.782889,0.5783044,NULL
316,C0008,C,NULL,NULL,75.5745,2.548195,0.5584733,NULL
316,C0008,C,NULL,NULL,77.5345,2.632,0.5816,NULL
316,C0008,C,NULL,NULL,78.3035,2.6597,0.5875,NULL
316,C0008,C,NULL,NULL,78.9405,2.7876,0.5451,NULL
316,C0008,C,NULL,NULL,79.4705,2.9686,0.604,NULL
316,C0008,C,NULL,NULL,80.2915,2.6724,0.5755,NULL
316,C0008,C,NULL,NULL,80.636,2.583984,0.5857636,NULL
316,C0008,C,NULL,NULL,81.0275,2.685052,0.5651006,NULL
316,C0008,C,NULL,NULL,81.1155,2.7769,0.5568,NULL
316,C0008,C,NULL,NULL,81.813,2.7559,0.6034,NULL
316,C0008,C,NULL,NULL,82.912,2.596769,0.6105044,NULL
316,C0008,C,NULL,NULL,83.212,2.5717,0.5959,NULL
316,C0008,C,NULL,NULL,83.668,2.5734,0.6128,NULL
316,C0008,C,NULL,NULL,84.103,2.1718,0.5657,NULL
316,C0008,C,NULL,NULL,84.696,2.7001,0.6063,NULL
316,C0008,C,NULL,NULL,85.3715,2.696952,0.5971144,NULL
316,C0008,C,NULL,NULL,85.942,2.7045,0.5969,NULL
316,C0008,C,NULL,NULL,86.438,2.107365,0.4817879,NULL
316,C0008,C,NULL,NULL,87.022,2.5859,0.5831,NULL
316,C0008,C,NULL,NULL,88.145,2.808,0.6124,NULL
316,C0008,C,NULL,NULL,89.029,2.64,0.5644,NULL
316,C0008,C,NULL,NULL,89.633,2.7284,0.5477,NULL
316,C0008,C,NULL,NULL,90.32,2.6649,0.5836,NULL
316,C0008,C,NULL,NULL,92.167,2.6554,0.4816,NULL
316,C0008,C,NULL,NULL,92.8475,2.7941,0.5552,NULL
316,C0008,C,NULL,NULL,94.1525,2.174388,0.5159557,NULL
316,C0008,C,NULL,NULL,94.3625,2.7258,0.5742,NULL
