Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),(mM) IC,(µM) SPEC,Al (uM) 309.3 nm ICPAES,Alkalinity (mM) ALKALINITY,AMMONIUM (mM) DA,ammonium (mM) TITRA_MAN,Ammonium (µM) SPEC,AMMONIUM (µM) SPEC,ammonium (µM) SPEC,AMMONIUM_TEST (mM) DA,B (uM)  nm ICPAES,B (uM) 0 nm ICPAES,B (uM) 208.9 nm ICPAES,B (uM) 209 nm ICPAES,B (uM) 249.7 nm ICPAES,B (uM) 249.8 nm ICPAES,B (uM) unkn nm ICPAES,Ba (uM)  nm ICPAES,Ba (uM) 0 nm ICPAES,Ba (uM) 208.9 nm ICPAES,Ba (uM) 209 nm ICPAES,Ba (uM) 233.5 nm ICPAES,Ba (uM) 249.7 nm ICPAES,Ba (uM) 249.8 nm ICPAES,Ba (uM) 455.4 nm ICPAES,Ba (uM) 493.4 nm ICPAES,Ba (uM) unkn nm ICPAES,Bromide (mM) IC,bromide (mM) IC,Ca (mM)  nm ICPAES,Ca (mM) 0 nm ICPAES,Ca (mM) 280.3 nm ICPAES,Ca (mM) 315.9 nm ICPAES,Ca (mM) 317.9 nm ICPAES,Ca (mM) 393.4 nm ICPAES,Ca (mM) 396.8 nm ICPAES,Ca (mM) 422.7 nm ICPAES,Calcium (mM) IC,calcium (mM) IC,Chloride (mM) IC,chloride (mM) IC,Chloride (mM) TITRA_MAN,Choride (mM) IC,Cs (nM) 0 nm ICPAES,Dissolved Inorganic Carbon (mM) TOC,Fe (uM)  nm ICPAES,Fe (uM) 0 nm ICPAES,Fe (uM) 238.2 nm ICPAES,Fe (uM) 239.6 nm ICPAES,Fe (uM) 259.9 nm ICPAES,Fe (uM) unkn nm ICPAES,Inorganic carbon (wt%) COUL,K (mM)  nm ICPAES,K (mM) 0 nm ICPAES,K (mM) 766.5 nm ICPAES,K (mM) 769.9 nm ICPAES,Li (uM)  nm ICPAES,Li (uM) 0 nm ICPAES,Li (uM) 610.4 nm ICPAES,Li (uM) 670.8 nm ICPAES,Li (uM) unkn nm ICPAES,Magnesium (mM) IC,magnesium (mM) IC,Mg (mM)  nm ICPAES,Mg (mM) 0 nm ICPAES,Mg (mM) 279.6 nm ICPAES,Mg (mM) 280.3 nm ICPAES,Mg (mM) 285.2 nm ICPAES,Mg (mM) 396.8 nm ICPAES,Mn (uM)  nm ICPAES,Mn (uM) 0 nm ICPAES,Mn (uM) 249.8 nm ICPAES,Mn (uM) 257.6 nm ICPAES,Mn (uM) 259.4 nm ICPAES,Mn (uM) unkn nm ICPAES,Mo (nM) 0 nm ICPAES,n.a. (mM) IC,Na (mM)  nm ICPAES,Na (mM) 0 nm ICPAES,Na (mM) 401.8 nm ICPAES,Na (mM) 589 nm ICPAES,Na (mM) 589.6 nm ICPAES,nitrate (µM) SPEC,Nitrate/Nitrite (µM) SPEC,NITRATE_CD (mM) DA,NITRATE_LOW (mM) DA,NITRITES_TEST (mM) DA,pH ALKALINITY,PHOSPHATE (mM) DA,Phosphate (mM) DA,phosphate (µM) SPEC,phosphate (µM) TITRA_MAN,Potassium (mM) IC,potassium (mM) IC,Rb (uM) 0 nm ICPAES,S (mM)  nm ICPAES,S (mM) 0 nm ICPAES,Salinity SALINITY,Si (uM)  nm ICPAES,Si (uM) 0 nm ICPAES,Si (uM) 250.7 nm ICPAES,Si (uM) 251.6 nm ICPAES,Si (uM) 288.2 nm ICPAES,Si (uM) unkn nm ICPAES,SILICA (mM) DA,Silica (mM) DA,silica (µM) SPEC,SILICAPD (mM) DA,SO4 (mM)  nm ICPAES,SO4 (mM) 0 nm ICPAES,Sodium (mM) IC,sodium (mM) IC,Sr (uM)  nm ICPAES,Sr (uM) 0 nm ICPAES,Sr (uM) 407.8 nm ICPAES,Sr (uM) 421.6 nm ICPAES,Sr (uM) 460.7 nm ICPAES,Sr (uM) unkn nm ICPAES,Sulfate (mM) IC,sulfate (mM) IC,sulfide (µM) SPEC,sulfide (µM) TITRA_MAN,Total Carbon (ppm) TOC,Total Organic Carbon (wt%) TOC,U (nM) 0 nm ICPAES,V (nM) 0 nm ICPAES,Proceedings label,Comments,,,
320(321),U1338,A,13,H,3,,145,150,111.65,111.65,111.46,111.46,,,,,,,,,,,449,,,,,,,0.42,,,,,,,,,,,,10.3,,,,,,,,,10.157,,553.679,561,,,,0,,,,,,,10.5,,,,8,,,,,50.817,,51.5,,,,,,3,,,,,,,,,,,,,8.8,,,,,,,,,,11.644,,,,,33,,,,,,,,,1474,,,,,476.269,340,,,,,,24.911,,,,,,,,"U1338A-13H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,14,H,3,,145,150,121.15,121.15,120.87,120.87,,,,,,,,,,,431,,,,,,,0.38,,,,,,,,,,,,10.9,,,,,,,,,10.147,,543.076,560,,,,0,,,,,,,10.8,,,,7,,,,,49.243,,53.1,,,,,,2.3,,,,,,,,,,,,,27.7,,,,,,,,,,11.167,,,,,32,,,,,,,,,1483,,,,,465.281,359,,,,,,24.458,,,,,,,,"U1338A-14H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,15,H,3,,145,150,130.65,130.65,130.64,130.64,,,,,,,,,,,447,,,,,,,0.44,,,,,,,,,,,,10.5,,,,,,,,,9.841,,528.245,563,,,,0,,,,,,,10.3,,,,6.4,,,,,48.459,,51,,,,,,1.8,,,,,,,,,,,,,56,,,,,,,,,,10.742,,,,,,,,,,,,,,1400,,,,,457.189,356,,,,,,23.526,,,,,,,,"U1338A-15H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,16,H,3,,145,150,140.15,140.15,139.91,139.91,,,,,,,,,,,437,,,,,,,0.47,,,,,,,,,,,,10.7,,,,,,,,,9.485,,509.222,561,,,,0,,,,,,,10.7,,,,5.6,,,,,46.54,,50.8,,,,,,2.4,,,,,,,,,,,,,19.6,,,,,,,,,,10.27,,,,,34,,,,,,,,,1197,,,,,436.338,366,,,,,,22.518,,,,,,,,"U1338A-16H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,17,H,3,,145,150,149.65,149.65,149.38,149.38,,,,,,,,,,,436,,,,,,,0.44,,,,,,,,,,,,10.7,,,,,,,,,10.581,,550.385,563,,,,0.67,,,,,,,10.6,,,,5.2,,,,,53.73,,50.6,,,,,,4.2,,,,,,,,,,,,,21.7,,,,,,,,,,12.066,,,,,34,,,,,,,,,1151,,,,,493.964,365,,,,,,24.916,,,,,,,,"U1338A-17H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,18,H,3,,145,150,159.15,159.15,158.94,158.94,,,,,,,,,,,431,,,,,,,0.407,,,,,,,,,,,,11.2,,,,,,,,,10.981,,554.484,565,,,,1.01,,,,,,,11.3,,,,5.1,,,,,58.278,,53.1,,,,,,5.9,,,,,,,,,,,,,14.2,,,,,,,,,,13.6,,,,,34,,,,,,,,,1384,,,,,483.529,380,,,,,,24.828,,,,,,,,"U1338A-18H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,19,H,3,,145,150,168.65,168.65,168.59,168.59,,,,,,,,,,,453,,,,,,,0.49,,,,,,,,,,,,10.7,,,,,,,,,10.213,,557.515,561,,,,0,,,,,,,11.3,,,,4.6,,,,,50.517,,52.4,,,,,,5.3,,,,,,,,,,,,,14.9,,,,,,,,,,12.089,,,,,34,,,,,,,,,1275,,,,,478.148,383,,,,,,24.646,,,,,,,,"U1338A-19H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,20,H,3,,145,150,178.15,178.15,177.9,177.9,,,,,,,,,,,527,,,,,,,0.43,,,,,,,,,,,,11.3,,,,,,,,,10.685,,551.163,562,,,,1.1,,,,,,,12,,,,4.7,,,,,50.515,,53.7,,,,,,7.8,,,,,,,,,,,,,17.2,,,,,,,,,,12.205,,,,,35,,,,,,,,,1222,,,,,475.63,398,,,,,,25.036,,,,,,,,"U1338A-20H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,21,H,3,,145,150,187.65,187.65,187.52,187.52,,,,,,,,,,,438,,,,,,,0.48,,,,,,,,,,,,11.3,,,,,,,,,10.625,,552.194,560,,,,0.43,,,,,,,11.6,,,,4.2,,,,,50.131,,50.7,,,,,,9.8,,,,,,,,,,,,,13.8,,,,,,,,,,12.161,,,,,34,,,,,,,,,1459,,,,,474.347,389,,,,,,25.098,,,,,,,,"U1338A-21H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,22,H,3,,145,150,197.15,197.15,196.96,196.96,,,,,,,,,,,412,,,,,,,0.44,,,,,,,,,,,,11.8,,,,,,,,,11.119,,557.052,563,,,,4.26,,,,,,,11.9,,,,4.3,,,,,50.838,,53.4,,,,,,13.3,,,,,,,,,,,,,37,,,,,,,,,,12.067,,,,,34,,,,,,,,,1419,,,,,479.224,401,,,,,,25.75,,,,,,,,"U1338A-22H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,23,H,3,,145,150,206.65,206.65,206.43,206.43,,,,,,,,,,,430,,,,,,,0.43,,,,,,,,,,,,11.8,,,,,,,,,10.814,,537.945,561,,,,3.73,,,,,,,11.7,,,,3.6,,,,,49.42,,53.4,,,,,,12.6,,,,,,,,,,,,,20.5,,,,,,,,,,11.549,,,,,32,,,,,,,,,1420,,,,,462.996,390,,,,,,24.437,,,,,,,,"U1338A-23H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,24,H,3,,145,150,216.15,216.15,215.93,215.93,,,,,,,,,,,429,,,,,,,0.41,,,,,,,,,,,,11.3,,,,,,,,,10.542,,530.373,563,,,,12.36,,,,,,,11,,,,3.8,,,,,48.051,,52.8,,,,,,13.4,,,,,,,,,,,,,19.1,,,,,,,,,,11.195,,,,,,,,,,,,,,1385,,,,,453.544,374,,,,,,24.134,,,,,,,,"U1338A-24H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,25,H,3,,146,151,225.68,225.68,225.47,225.47,,,,,,,,,,,421,,,,,,,0.39,,,,,,,,,,,,11.1,,,,,,,,,10.747,,553.283,560,,,,3.36,,,,,,,11.2,,,,3.2,,,,,50.445,,53.1,,,,,,10.2,,,,,,,,,,,,,48.3,,,,,,,,,,11.931,,,,,,,,,,,,,,1441,,,,,477.26,347,,,,,,25.162,,,,,,,,"U1338A-25H-3, 146.0-151.0 cm",  ,,,
320(321),U1338,A,26,H,3,,145,150,235.15,235.15,234.93,234.93,,,,,,,,,,,440,,,,,,,0.43,,,,,,,,,,,,11.3,,,,,,,,,10.792,,550.523,563,,,,0,,,,,,,11.5,,,,3.5,,,,,50.193,,53.2,,,,,,9.2,,,,,,,,,,,,,44.6,,,,,,,,,,11.806,,,,,34,,,,,,,,,1423,,,,,473.261,375,,,,,,25.049,,,,,,,,"U1338A-26H-3, 145.0-150.0 cm",  ,,,
320(321),U1338,A,27,X,3,,140,150,244.6,244.6,244.6,244.6,,,,,,,,,,,415,,,,,,,0.44,,,,,,,,,,,,11.5,,,,,,,,,10.98,,551.195,565,,,,2.32,,,,,,,11.1,,,,3,,,,,50.714,,53.1,,,,,,5.9,,,,,,,,,,,,,76.2,,,,,,,,,,11.559,,,,,36,,,,,,,,,1528,,,,,474.898,325,,,,,,24.612,,,,,,,,"U1338A-27X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,29,X,3,,140,150,263.8,263.8,263.8,263.8,,,,,,,,,,,411,,,,,,,0.45,,,,,,,,,,,,11.6,,,,,,,,,11.466,,555.805,565,,,,0.9,,,,,,,11,,,,4.2,,,,,51.642,,53.2,,,,,,2.8,,,,,,,,,,,,,22.3,,,,,,,,,,11.623,,,,,34,,,,,,,,,1391,,,,,479.857,316,,,,,,25.504,,,,,,,,"U1338A-29X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,32,X,3,,140,150,292.5,292.5,292.5,292.5,,,,,,,,,,,388,,,,,,,0.46,,,,,,,,,,,,12.2,,,,,,,,,10.812,,516.387,564,,,,5.98,,,,,,,10.5,,,,3.4,,,,,47.303,,53.2,,,,,,1.9,,,,,,,,,,,,,9.9,,,,,,,,,,10.081,,,,,35,,,,,,,,,1469,,,,,438.186,193,,,,,,24.741,,,,,,,,"U1338A-32X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,33,X,3,,140,150,302.1,302.1,302.1,302.1,,,,,,,,,,,375,,,,,,,0.46,,,,,,,,,,,,12,,,,,,,,,11.714,,560.74,559,,,,6.25,,,,,,,10.6,,,,5.5,,,,,52.133,,53.2,,,,,,2.1,,,,,,,,,,,,,35.6,,,,,,,,,,11.252,,,,,,,,,,,,,,1557,,,,,479.71,186,,,,,,27.294,,,,,,,,"U1338A-33X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,34,X,3,,140,150,311.7,311.7,311.7,311.7,,,,,,,,,,,482,,,,,,,0.49,,,,,,,,,,,,11.8,,,,,,,,,11.241,,535.902,561,,,,1.77,,,,,,,10.3,,,,4,,,,,50.207,,53.1,,,,,,2.5,,,,,,,,,,,,,24.3,,,,,,,,,,10.614,,,,,35,,,,,,,,,1283,,,,,458.614,174,,,,,,25.518,,,,,,,,"U1338A-34X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,38,X,3,,140,150,349.9,349.9,349.9,349.9,,,,,,,,,,,368,,,,,,,0.49,,,,,,,,,,,,11.4,,,,,,,,,11.227,,550.009,564,,,,0.92,,,,,,,10.6,,,,8.8,,,,,52.322,,53.2,,,,,,1.6,,,,,,,,,,,,,57.3,,,,,,,,,,11.024,,,,,,,,,,,,,,ND,,,,,476.355,148,,,,,,26.605,,,,,,,,"U1338A-38X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,39,X,3,,140,150,359.2,359.2,359.2,359.2,,,,,,,,,,,394,,,,,,,0.51,,,,,,,,,,,,11.1,,,,,,,,,10.548,,531.256,563,,,,0,,,,,,,10.5,,,,9.2,,,,,49.949,,52.1,,,,,,1.9,,,,,,,,,,,,,198.8,,,,,,,,,,10.946,,,,,35,,,,,,,,,ND,,,,,455.713,138,,,,,,25.336,,,,,,,,"U1338A-39X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,41,X,3,,140,150,378.4,378.4,378.4,378.4,,,,,,,,,,,393,,,,,,,0.5,,,,,,,,,,,,11.6,,,,,,,,,10.28,,523.196,564,,,,0,,,,,,,10.6,,,,12.8,,,,,49.335,,55.8,,,,,,1.2,,,,,,,,,,,,,53.5,,,,,,,,,,10.218,,,,,34,,,,,,,,,1341,,,,,447.769,122,,,,,,25.422,,,,,,,,"U1338A-41X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,42,X,3,,140,150,388,388,388,388,,,,,,,,,,,389,,,,,,,0.47,,,,,,,,,,,,12.1,,,,,,,,,11.637,,554.26,567,,,,0,,,,,,,10.4,,,,15.7,,,,,52.685,,55.6,,,,,,0.4,,,,,,,,,,,,,21,,,,,,,,,,10.583,,,,,34,,,,,,,,,1525,,,,,475.204,108,,,,,,27.12,,,,,,,,"U1338A-42X-3, 140.0-150.0 cm",  ,,,
320(321),U1338,A,44,X,2,,140,150,405.7,405.7,405.7,405.7,,,,,,,,,,,383,,,,,,,0.45,,,,,,,,,,,,11.2,,,,,,,,,10.171,,522.131,566,,,,0,,,,,,,10.1,,,,24.9,,,,,50.507,,54.8,,,,,,0.5,,,,,,,,,,,,,80.9,,,,,,,,,,9.753,,,,,34,,,,,,,,,1411,,,,,450.509,89,,,,,,25.48,,,,,,,,"U1338A-44X-2, 140.0-150.0 cm",  ,,,
320(321),U1338,B,14,H,4,,90,95,127,127,126.71,126.71,,,,,,,,,,,433,,,,,,,0.39,,,,,,,,,,,,10.3,,,,,,,,,10.586,,553.561,565,,,,0,,,,,,,9.9,,,,6.5,,,,,51.581,,50.1,,,,,,1.8,,,,,,,,,,,,,2.9,,,,,,,,,,11.256,,,,,,,,,,,,,,1224,,,,,485.287,370,,,,,,25.492,,,,,,,,"U1338B-14H-4, 90.0-95.0 cm",  ,,,
320(321),U1338,B,14,H,4,,100,105,127.1,127.1,126.81,126.81,,,,,,,,,,,425,,,,,,,0.39,,,,,,,,,,,,10.8,,,,,,,,,10.229,,532.361,563,,,,0,,,,,,,10.7,,,,6.3,,,,,49.362,,50.9,,,,,,1.7,,,,,,,,,,,,,14.4,,,,,,,,,,10.83,,,,,,,,,,,,,,1257,,,,,465.362,361,,,,,,24.544,,,,,,,,"U1338B-14H-4, 100.0-105.0 cm",  ,,,
320(321),U1338,B,14,H,4,,110,115,127.2,127.2,126.9,126.9,,,,,,,,,,,409,,,,,,,0.39,,,,,,,,,,,,10.6,,,,,,,,,10.814,,545.703,564,,,,0,,,,,,,10.7,,,,6.2,,,,,51.392,,50.7,,,,,,1.6,,,,,,,,,,,,,1.4,,,,,,,,,,11.305,,,,,,,,,,,,,,1162,,,,,481.668,361,,,,,,25.288,,,,,,,,"U1338B-14H-4, 110.0-115.0 cm",  ,,,
320(321),U1338,B,14,H,4,,120,125,127.3,127.3,127,127,,,,,,,,,,,432,,,,,,,0.4,,,,,,,,,,,,10.3,,,,,,,,,9.792,,518.53,563,,,,0,,,,,,,10,,,,6.3,,,,,47.567,,50.4,,,,,,1.8,,,,,,,,,,,,,3.4,,,,,,,,,,10.415,,,,,,,,,,,,,,ND,,,,,449.307,369,,,,,,23.793,,,,,,,,"U1338B-14H-4, 120.0-125.0 cm",  ,,,
320(321),U1338,B,14,H,4,,130,135,127.4,127.4,127.09,127.09,,,,,,,,,,,424,,,,,,,0.36,,,,,,,,,,,,10.2,,,,,,,,,10.408,,535.019,566,,,,0,,,,,,,9.9,,,,6,,,,,49.867,,48.2,,,,,,1.7,,,,,,,,,,,,,8.1,,,,,,,,,,10.861,,,,,,,,,,,,,,1185,,,,,468.158,355,,,,,,24.418,,,,,,,,"U1338B-14H-4, 130.0-135.0 cm",  ,,,
320(321),U1338,B,14,H,4,,140,145,127.5,127.5,127.18,127.18,,,,,,,,,,,428,,,,,,,0.37,,,,,,,,,,,,10.6,,,,,,,,,10.739,,548.336,562,,,,0,,,,,,,10.6,,,,6.3,,,,,52.142,,50.5,,,,,,1.8,,,,,,,,,,,,,1.2,,,,,,,,,,11.312,,,,,,,,,,,,,,1212,,,,,481.542,365,,,,,,25.267,,,,,,,,"U1338B-14H-4, 140.0-145.0 cm",  ,,,
320(321),U1338,B,14,H,5,,10,15,127.7,127.7,127.37,127.37,,,,,,,,,,,428,,,,,,,0.37,,,,,,,,,,,,10.6,,,,,,,,,10.532,,549.995,563,,,,0,,,,,,,10.2,,,,6.3,,,,,50.865,,50.7,,,,,,1.8,,,,,,,,,,,,,1.7,,,,,,,,,,11.095,,,,,,,,,,,,,,1128,,,,,478.198,369,,,,,,25.457,,,,,,,,"U1338B-14H-5, 10.0-15.0 cm",  ,,,
320(321),U1338,B,14,H,5,,20,25,127.8,127.8,127.47,127.47,,,,,,,,,,,434,,,,,,,0.4,,,,,,,,,,,,11.5,,,,,,,,,10.674,,551.852,561,,,,0,,,,,,,11.3,,,,6.4,,,,,51.351,,53.6,,,,,,1.8,,,,,,,,,,,,,6.8,,,,,,,,,,11.219,,,,,,,,,,,,,,1073,,,,,483.193,376,,,,,,25.572,,,,,,,,"U1338B-14H-5, 20.0-25.0 cm",  ,,,
320(321),U1338,B,14,H,5,,30,35,127.9,127.9,127.56,127.56,,,,,,,,,,,425,,,,,,,0.4,,,,,,,,,,,,10.9,,,,,,,,,10.795,,553.524,568,,,,0,,,,,,,10.7,,,,6.3,,,,,51.458,,50.9,,,,,,1.7,,,,,,,,,,,,,2.6,,,,,,,,,,11.209,,,,,,,,,,,,,,1222,,,,,484.762,372,,,,,,25.809,,,,,,,,"U1338B-14H-5, 30.0-35.0 cm",  ,,,
320(321),U1338,B,14,H,5,,40,45,128,128,127.66,127.66,,,,,,,,,,,417,,,,,,,0.37,,,,,,,,,,,,10.8,,,,,,,,,10.028,,526.932,566,,,,0,,,,,,,10.7,,,,6.1,,,,,48.511,,50.3,,,,,,1.6,,,,,,,,,,,,,5,,,,,,,,,,10.573,,,,,,,,,,,,,,1160,,,,,456.946,356,,,,,,24.327,,,,,,,,"U1338B-14H-5, 40.0-45.0 cm",  ,,,
320(321),U1338,B,14,H,5,,50,55,128.1,128.1,127.75,127.75,,,,,,,,,,,431,,,,,,,0.37,,,,,,,,,,,,10.6,,,,,,,,,10.18,,535.023,562,,,,0,,,,,,,10.3,,,,6.3,,,,,49.378,,49.6,,,,,,1.7,,,,,,,,,,,,,6.3,,,,,,,,,,10.807,,,,,,,,,,,,,,1208,,,,,464.917,371,,,,,,24.543,,,,,,,,"U1338B-14H-5, 50.0-55.0 cm",  ,,,
320(321),U1338,B,14,H,5,,60,65,128.2,128.2,127.85,127.85,,,,,,,,,,,422,,,,,,,0.38,,,,,,,,,,,,10.8,,,,,,,,,10.535,,530.715,566,,,,0,,,,,,,10.5,,,,6,,,,,49.415,,50.8,,,,,,1.7,,,,,,,,,,,,,19,,,,,,,,,,10.617,,,,,,,,,,,,,,1111,,,,,464.164,367,,,,,,24.589,,,,,,,,"U1338B-14H-5, 60.0-65.0 cm",  ,,,
320(321),U1338,B,14,H,5,,70,75,128.3,128.3,127.94,127.94,,,,,,,,,,,417,,,,,,,0.4,,,,,,,,,,,,10.9,,,,,,,,,10.797,,552.076,566,,,,0,,,,,,,10.4,,,,5.9,,,,,51.979,,48.3,,,,,,1.7,,,,,,,,,,,,,2.6,,,,,,,,,,11.155,,,,,,,,,,,,,,1105,,,,,485.517,370,,,,,,25.527,,,,,,,,"U1338B-14H-5, 70.0-75.0 cm",  ,,,
320(321),U1338,B,14,H,5,,80,85,128.4,128.4,128.04,128.04,,,,,,,,,,,429,,,,,,,0.38,,,,,,,,,,,,11,,,,,,,,,10.216,,547.315,567,,,,0,,,,,,,10.7,,,,6.2,,,,,51.556,,50.9,,,,,,1.8,,,,,,,,,,,,,2.5,,,,,,,,,,11.491,,,,,,,,,,,,,,1158,,,,,476.991,378,,,,,,24.944,,,,,,,,"U1338B-14H-5, 80.0-85.0 cm",  ,,,
320(321),U1338,B,14,H,5,,90,95,128.5,128.5,128.13,128.13,,,,,,,,,,,442,,,,,,,0.39,,,,,,,,,,,,10.9,,,,,,,,,10.898,,554.785,563,,,,0,,,,,,,10.4,,,,6.4,,,,,51.403,,50.2,,,,,,1.8,,,,,,,,,,,,,5.6,,,,,,,,,,11.104,,,,,,,,,,,,,,877,,,,,483.461,384,,,,,,26.08,,,,,,,,"U1338B-14H-5, 90.0-95.0 cm",  ,,,
320(321),U1338,B,14,H,5,,110,115,128.7,128.7,128.32,128.32,,,,,,,,,,,427,,,,,,,0.39,,,,,,,,,,,,10.9,,,,,,,,,10.092,,521.34,566,,,,0,,,,,,,10.5,,,,6.2,,,,,47.849,,49.9,,,,,,1.6,,,,,,,,,,,,,3.7,,,,,,,,,,10.311,,,,,,,,,,,,,,1216,,,,,450.989,372,,,,,,24.079,,,,,,,,"U1338B-14H-5, 110.0-115.0 cm",  ,,,
320(321),U1338,B,14,H,5,,120,125,128.8,128.8,128.42,128.42,,,,,,,,,,,438,,,,,,,0.4,,,,,,,,,,,,10.6,,,,,,,,,10.683,,543.909,562,,,,0,,,,,,,10.1,,,,6.5,,,,,50.385,,48.2,,,,,,1.8,,,,,,,,,,,,,2,,,,,,,,,,10.829,,,,,,,,,,,,,,1157,,,,,474.828,387,,,,,,25.115,,,,,,,,"U1338B-14H-5, 120.0-125.0 cm",  ,,,
320(321),U1338,B,14,H,5,,130,135,128.9,128.9,128.51,128.51,,,,,,,,,,,433,,,,,,,0.39,,,,,,,,,,,,11,,,,,,,,,10.851,,552.506,563,,,,0,,,,,,,10.5,,,,6.2,,,,,51.266,,50.8,,,,,,1.7,,,,,,,,,,,,,5.5,,,,,,,,,,11.048,,,,,,,,,,,,,,1203,,,,,482.324,383,,,,,,25.86,,,,,,,,"U1338B-14H-5, 130.0-135.0 cm",  ,,,
320(321),U1338,B,14,H,5,,140,145,129,129,128.6,128.6,,,,,,,,,,,423,,,,,,,0.38,,,,,,,,,,,,10.6,,,,,,,,,10.43,,552.039,562,,,,0,,,,,,,10.7,,,,6.1,,,,,50.886,,49.2,,,,,,1.7,,,,,,,,,,,,,5.9,,,,,,,,,,11.284,,,,,,,,,,,,,,986,,,,,479.942,357,,,,,,25.426,,,,,,,,"U1338B-14H-5, 140.0-145.0 cm",  ,,,
320(321),U1338,B,14,H,6,,10,15,129.2,129.2,128.79,128.79,,,,,,,,,,,421,,,,,,,0.34,,,,,,,,,,,,10.4,,,,,,,,,10.066,,540.983,562,,,,0,,,,,,,10.8,,,,5.9,,,,,50.183,,50.5,,,,,,1.7,,,,,,,,,,,,,7.8,,,,,,,,,,11.321,,,,,,,,,,,,,,1046,,,,,473.202,355,,,,,,24.874,,,,,,,,"U1338B-14H-6, 10.0-15.0 cm",  ,,,
320(321),U1338,B,14,H,6,,30,35,129.4,129.4,128.98,128.98,,,,,,,,,,,441,,,,,,,0.38,,,,,,,,,,,,10.4,,,,,,,,,10.114,,535.841,564,,,,0,,,,,,,10.6,,,,6.3,,,,,49.713,,48.3,,,,,,1.8,,,,,,,,,,,,,13.1,,,,,,,,,,11.043,,,,,,,,,,,,,,1120,,,,,469.597,358,,,,,,24.298,,,,,,,,"U1338B-14H-6, 30.0-35.0 cm",  ,,,
320(321),U1338,B,14,H,6,,40,45,129.5,129.5,129.08,129.08,,,,,,,,,,,428,,,,,,,0.37,,,,,,,,,,,,10.7,,,,,,,,,10.48,,551.686,565,,,,0,,,,,,,10.7,,,,6.1,,,,,51.253,,50.6,,,,,,1.7,,,,,,,,,,,,,3.3,,,,,,,,,,11.237,,,,,,,,,,,,,,1206,,,,,482.317,363,,,,,,25.179,,,,,,,,"U1338B-14H-6, 40.0-45.0 cm",  ,,,
320(321),U1338,B,14,H,6,,50,55,129.6,129.6,129.17,129.17,,,,,,,,,,,432,,,,,,,0.37,,,,,,,,,,,,10.5,,,,,,,,,10.403,,550.286,565,,,,0,,,,,,,10.5,,,,6.2,,,,,50.942,,49.8,,,,,,1.7,,,,,,,,,,,,,3.4,,,,,,,,,,11.175,,,,,,,,,,,,,,1193,,,,,481.175,363,,,,,,25.126,,,,,,,,"U1338B-14H-6, 50.0-55.0 cm",  ,,,
320(321),U1338,B,14,H,6,,60,65,129.7,129.7,129.27,129.27,,,,,,,,,,,426,,,,,,,0.37,,,,,,,,,,,,10.5,,,,,,,,,11.091,,522.872,562,,,,0,,,,,,,10.7,,,,6.1,,,,,49.615,,50.1,,,,,,1.7,,,,,,,,,,,,,2.1,,,,,,,,,,10.968,,,,,,,,,,,,,,1229,,,,,467.597,360,,,,,,23.858,,,,,,,,"U1338B-14H-6, 60.0-65.0 cm",  ,,,
320(321),U1338,B,14,H,6,,70,75,129.8,129.8,129.36,129.36,,,,,,,,,,,431,,,,,,,0.36,,,,,,,,,,,,10.4,,,,,,,,,9.657,,518.345,560,,,,0,,,,,,,10.5,,,,6.1,,,,,47.651,,48.2,,,,,,1.7,,,,,,,,,,,,,9.3,,,,,,,,,,10.52,,,,,,,,,,,,,,970,,,,,450.135,358,,,,,,23.565,,,,,,,,"U1338B-14H-6, 70.0-75.0 cm",  ,,,
320(321),U1338,B,14,H,6,,80,85,129.9,129.9,129.46,129.46,,,,,,,,,,,438,,,,,,,0.37,,,,,,,,,,,,10.5,,,,,,,,,9.791,,526.395,558,,,,0,,,,,,,10.5,,,,6.2,,,,,48.577,,50.2,,,,,,1.7,,,,,,,,,,,,,5.6,,,,,,,,,,10.673,,,,,,,,,,,,,,1147,,,,,457.952,365,,,,,,23.919,,,,,,,,"U1338B-14H-6, 80.0-85.0 cm",  ,,,
