Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),(mM) IC,(µM) SPEC,Al (uM) 309.3 nm ICPAES,Alkalinity (mM) ALKALINITY,AMMONIUM (mM) DA,ammonium (mM) TITRA_MAN,Ammonium (µM) SPEC,AMMONIUM (µM) SPEC,ammonium (µM) SPEC,AMMONIUM_TEST (mM) DA,B (uM)  nm ICPAES,B (uM) 0 nm ICPAES,B (uM) 208.9 nm ICPAES,B (uM) 209 nm ICPAES,B (uM) 249.7 nm ICPAES,B (uM) 249.8 nm ICPAES,B (uM) unkn nm ICPAES,Ba (uM)  nm ICPAES,Ba (uM) 0 nm ICPAES,Ba (uM) 208.9 nm ICPAES,Ba (uM) 209 nm ICPAES,Ba (uM) 233.5 nm ICPAES,Ba (uM) 249.7 nm ICPAES,Ba (uM) 249.8 nm ICPAES,Ba (uM) 455.4 nm ICPAES,Ba (uM) 493.4 nm ICPAES,Ba (uM) unkn nm ICPAES,Bromide (mM) IC,bromide (mM) IC,Ca (mM)  nm ICPAES,Ca (mM) 0 nm ICPAES,Ca (mM) 280.3 nm ICPAES,Ca (mM) 315.9 nm ICPAES,Ca (mM) 317.9 nm ICPAES,Ca (mM) 393.4 nm ICPAES,Ca (mM) 396.8 nm ICPAES,Ca (mM) 422.7 nm ICPAES,Calcium (mM) IC,calcium (mM) IC,Chloride (mM) IC,chloride (mM) IC,Chloride (mM) TITRA_MAN,Choride (mM) IC,Cs (nM) 0 nm ICPAES,Dissolved Inorganic Carbon (mM) TOC,Fe (uM)  nm ICPAES,Fe (uM) 0 nm ICPAES,Fe (uM) 238.2 nm ICPAES,Fe (uM) 239.6 nm ICPAES,Fe (uM) 259.9 nm ICPAES,Fe (uM) unkn nm ICPAES,Inorganic carbon (wt%) COUL,K (mM)  nm ICPAES,K (mM) 0 nm ICPAES,K (mM) 766.5 nm ICPAES,K (mM) 769.9 nm ICPAES,Li (uM)  nm ICPAES,Li (uM) 0 nm ICPAES,Li (uM) 610.4 nm ICPAES,Li (uM) 670.8 nm ICPAES,Li (uM) unkn nm ICPAES,Magnesium (mM) IC,magnesium (mM) IC,Mg (mM)  nm ICPAES,Mg (mM) 0 nm ICPAES,Mg (mM) 279.6 nm ICPAES,Mg (mM) 280.3 nm ICPAES,Mg (mM) 285.2 nm ICPAES,Mg (mM) 396.8 nm ICPAES,Mn (uM)  nm ICPAES,Mn (uM) 0 nm ICPAES,Mn (uM) 249.8 nm ICPAES,Mn (uM) 257.6 nm ICPAES,Mn (uM) 259.4 nm ICPAES,Mn (uM) unkn nm ICPAES,Mo (nM) 0 nm ICPAES,n.a. (mM) IC,Na (mM)  nm ICPAES,Na (mM) 0 nm ICPAES,Na (mM) 401.8 nm ICPAES,Na (mM) 589 nm ICPAES,Na (mM) 589.6 nm ICPAES,nitrate (µM) SPEC,Nitrate/Nitrite (µM) SPEC,NITRATE_CD (mM) DA,NITRATE_LOW (mM) DA,NITRITES_TEST (mM) DA,pH ALKALINITY,PHOSPHATE (mM) DA,Phosphate (mM) DA,phosphate (µM) SPEC,phosphate (µM) TITRA_MAN,Potassium (mM) IC,potassium (mM) IC,Rb (uM) 0 nm ICPAES,S (mM)  nm ICPAES,S (mM) 0 nm ICPAES,Salinity SALINITY,Si (uM)  nm ICPAES,Si (uM) 0 nm ICPAES,Si (uM) 250.7 nm ICPAES,Si (uM) 251.6 nm ICPAES,Si (uM) 288.2 nm ICPAES,Si (uM) unkn nm ICPAES,SILICA (mM) DA,Silica (mM) DA,silica (µM) SPEC,SILICAPD (mM) DA,SO4 (mM)  nm ICPAES,SO4 (mM) 0 nm ICPAES,Sodium (mM) IC,sodium (mM) IC,Sr (uM)  nm ICPAES,Sr (uM) 0 nm ICPAES,Sr (uM) 407.8 nm ICPAES,Sr (uM) 421.6 nm ICPAES,Sr (uM) 460.7 nm ICPAES,Sr (uM) unkn nm ICPAES,Sulfate (mM) IC,sulfate (mM) IC,sulfide (µM) SPEC,sulfide (µM) TITRA_MAN,Total Carbon (ppm) TOC,Total Organic Carbon (wt%) TOC,U (nM) 0 nm ICPAES,V (nM) 0 nm ICPAES,Proceedings label,Comments,,,
341,U1417,E,13,R,1,,137,152,458.57,458.72,458.57,458.72,,,,,,,,867.1,,,,,,,249.119,244.582,,,,,,,,,288.473,291.882,,0.9,,,,,,,,,,,15.363,,553.899,559.042,,,,,,,0.602,0.542,,,,,,,,,,43.525,,27.94,,,,,,,,,,,11.954,11.869,,,,,,,,,,,,,,,,,1.656,,5.23,,,,,30,,,350.59,386.852,,,,,,,,,,469.787,,,169.092,167.11,155.688,,0.864,,,,,,,,"U1417E-13R-1, 137.0-152.0 cm",  ,,,
341,U1417,E,14,R,1,,4,16,466.94,467.06,466.94,467.06,,,,,,,,820.5,,,,,,,261.078,258.814,,,,,,,,,345.627,351.988,,0.897,,,,,,,,,,,16.42,,552.41,552.008,,,,,,,0.088,0.06,,,,,,,,,,45.441,,28.016,,,,,,,,,,,20.461,20.263,,,,,,,,,,,,,,,,,3.769,,4.92,,,,,30,,,701.422,729.34,,,,,,,,,,468.605,,,173.456,171.034,159.628,,0.846,,,,,,,,"U1417E-14R-1, 4.0-16.0 cm",  ,,,
341,U1417,E,15,R,4,,135,150,482.39,482.54,480.928,481.04,,,,,,,,878.4,,,,,,,309.184,306.176,,,,,,,,,440.613,466.901,,0.904,,,,,,,,,,,16.973,,555.276,558.248,,,,,,,0.635,0.658,,,,,,,,,,50.467,,27.109,,,,,,,,,,,22.366,22.068,,,,,,,,,,,,,,,,,2.665,,5.05,,,,,30,,,905.17,932.174,,,,,,,,,,465.867,,,179.433,177.427,163.31,,0.729,,,,,,,,"U1417E-15R-4, 135.0-150.0 cm",  ,,,
341,U1417,E,16,R,1,,103,113,487.33,487.43,487.33,487.43,,,,,,,,827,,,,,,,226.84,222.753,,,,,,,,,180.151,170.796,,0.897,,,,,,,,,,,16.872,,551.15,551.333,,,,,,,0.249,0.056,,,,,,,,,,54.85,,26.895,,,,,,,,,,,16.586,16.498,,,,,,,,,,,,,,,,,2.136,,5.158,,,,,30,,,571.31,602.493,,,,,,,,,,468.364,,,166.084,163.834,151.901,,1.191,,,,,,,,"U1417E-16R-1, 103.0-113.0 cm",  ,,,
341,U1417,E,17,R,2,,131,146,498.71,498.86,498.71,498.86,,,,,,,,800,,,,,,,251.598,255.176,,,,,,,,,207.909,198.458,,0.901,,,,,,,,,,,17.924,,555.069,555.883,,,,,,,0.175,0.256,,,,,,,,,,53.995,,26.302,,,,,,,,,,,14.776,14.702,,,,,,,,,,,,,,,,,2.088,,5.007,,,,,30,,,592.913,620.714,,,,,,,,,,471.872,,,166.231,163.324,152.438,,1.156,,,,,,,,"U1417E-17R-2, 131.0-146.0 cm",  ,,,
341,U1417,E,18,R,1,,130,142,507,507.12,507,507.12,,,,,,,,,,,,,,,288.232,285.38,,,,,,,,,221.396,214.673,,0.899,,,,,,,,,,,18.18,,553.093,550.737,,,,,,,0.643,0.384,,,,,,,,,,51.143,,26.242,,,,,,,,,,,15.369,15.155,,,,,,,,,,,,,,,,,2.377,,4.44,,,,,30,,,703.543,740.688,,,,,,,,,,469.526,,,163.001,162.622,149.087,,1.061,,,,,,,,"U1417E-18R-1, 130.0-142.0 cm",  ,,,
341,U1417,E,19,R,2,,137,152,518.27,518.42,518.27,518.42,,,,,,,,746.1,,,,,,,285.121,284.873,,,,,,,,,163.765,152.204,,0.901,,,,,,,,,,,19.626,,556.054,555.704,,,,,,,0.382,0.201,,,,,,,,,,39.744,,24.414,,,,,,,,,,,7.787,7.821,,,,,,,,,,,,,,,,,1.128,,3.868,,,,,30,,,248.369,283.054,,,,,,,,,,472.74,,,151.034,149.938,139.005,,1.075,,,,,,,,"U1417E-19R-2, 137.0-152.0 cm",  ,,,
341,U1417,E,20,R,1,,135,150,526.45,526.6,526.45,526.6,,,,,,,,567.5,,,,,,,274.116,272.582,,,,,,,,,103.04,88.702,,0.892,,,,,,,,,,,20.39,,552.455,551.869,,,,,,,bdl,bdl,,,,,,,,,,37.025,,24.278,,,,,,,,,,,9.458,9.339,,,,,,,,,,,,,,,,,1.848,,3.919,,,,,30,,,320.754,352.521,,,,,,,,,,464.034,,,144.421,143.564,131.635,,1.463,,,,,,,,"U1417E-20R-1, 135.0-150.0 cm",  ,,,
341,U1417,E,24,R,1,,84,99,564.74,564.89,564.74,564.89,,,,,,,,705.7,,,,,,,298.2,296.84,,,,,,,,,101.46,87.155,,0.898,,,,,,,,,,,20.701,,555.669,552.167,,,,,,,0.315,0.137,,,,,,,,,,33.363,,22.438,,,,,,,,,,,5.637,5.713,,,,,,,,,,,,,,,,,3.097,,3.765,,,,,30,,,200.596,236.537,,,,,,,,,,469.012,,,143.807,142.315,131.567,,1.372,,,,,,,,"U1417E-24R-1, 84.0-99.0 cm",  ,,,
341,U1417,E,25,R,1,,125,138,574.85,574.98,574.85,574.98,,,,,,,,590.7,,,,,,,308.738,305.698,,,,,,,,,118.054,103.3,,0.892,,,,,,,,,,,20.841,,553.557,556.261,,,,,,,0.215,0.228,,,,,,,,,,38.935,,21.646,,,,,,,,,,,7.273,7.15,,,,,,,,,,,,,,,,,2.329,,3.591,,,,,30,,,250.2,280.49,,,,,,,,,,473.6,,,142.452,141.551,129.798,,1.271,,,,,,,,"U1417E-25R-1, 125.0-138.0 cm",  ,,,
341,U1417,E,26,R,1,,116,131,584.46,584.61,584.46,584.61,,,,,,,,631.5,,,,,,,253.558,255.837,,,,,,,,,135.801,121.198,,0.905,,,,,,,,,,,20.877,,559.056,557.552,,,,,,,0.071,0.163,,,,,,,,,,41.226,,21.621,,,,,,,,,,,4.506,4.625,,,,,,,,,,,,,,,,,2.136,,3.731,,,,,30,,,192.128,225.691,,,,,,,,,,473.272,,,143.082,141.812,130.87,,0.986,,,,,,,,"U1417E-26R-1, 116.0-131.0 cm",  ,,,
341,U1417,E,27,R,3,,105,120,596.41,596.56,595.26,595.36,,,,,,,,573.1,,,,,,,241.454,237.539,,,,,,,,,158.498,143.192,,0.895,,,,,,,,,,,23.433,,553.772,554.492,,,,,,,bdl,bdl,,,,,,,,,,54.088,,20.393,,,,,,,,,,,9.97,9.91,,,,,,,,,,,,,,,,,1.368,,3.811,,,,,30,,,253.165,285.317,,,,,,,,,,469.084,,,143.697,142.233,131.147,,0.882,,,,,,,,"U1417E-27R-3, 105.0-120.0 cm",  ,,,
341,U1417,E,29,R,5,,53,66,618.76,618.89,618.113,618.23,,,,,,,,642.8,,,,,,,337.044,335.507,,,,,,,,,146.135,129.95,,0.907,,,,,,,,,,,24.762,,561.329,562.818,,,,,,,0.118,0.046,,,,,,,,,,61.793,,17.8,,,,,,,,,,,22.363,22.201,,,,,,,,,,,,,,,,,2.136,,4.364,,,,,30,,,904.124,922.166,,,,,,,,,,479.78,,,129.562,129.188,118.706,,0.729,,,,,,,,"U1417E-29R-5, 53.0-66.0 cm",  ,,,
341,U1417,E,32,R,2,,104,119,643.84,643.99,642.91,643,,,,,,,,559.8,,,,,,,336.027,329.604,,,,,,,,,30.255,11.106,,0.898,,,,,,,,,,,26.604,,557.575,560.572,,,,,,,bdl,0.072,,,,,,,,,,78.274,,16.49,,,,,,,,,,,36.243,35.875,,,,,,,,,,,,,,,,,2.28,,4.817,,,,,30,,,877.946,898.362,,,,,,,,,,477.217,,,130.783,130.139,119.834,,1.669,,,,,,,,"U1417E-32R-2, 104.0-119.0 cm",  ,,,
341,U1417,E,35,R,1,,131,146,662.31,662.46,662.31,662.46,,,,,,,,497.6,,,,,,,253.392,256.847,,,,,,,,,27.063,7.276,,0.89,,,,,,,,,,,26.947,,554.314,552.942,,,,,,,0.114,bdl,,,,,,,,,,86.167,,17.15,,,,,,,,,,,43.989,43.714,,,,,,,,,,,,,,,,,1.56,,4.679,,,,,31,,,359.792,389.785,,,,,,,,,,475.108,,,132.868,131.678,121.08,,4.609,,,,,,,,"U1417E-35R-1, 131.0-146.0 cm",  ,,,
341,U1417,E,37,R,1,,135,152,681.75,681.92,681.75,681.92,,,,,,,,520.3,,,,,,,289.425,284.776,,,,,,,,,24.642,3.031,,0.88,,,,,,,,,,,29.207,,554.664,557.85,,,,,,,bdl,0.062,,,,,,,,,,90.139,,16.187,,,,,,,,,,,33.641,33.542,,,,,,,,,,,,,,,,,2.088,,4.397,,,,,31,,,342.581,372.1,,,,,,,,,,477.977,,,132.576,131.294,120.65,,7.177,,,,,,,,"U1417E-37R-1, 135.0-152.0 cm",  ,,,
341,U1417,E,39,R,3,,96,111,702.77,702.92,701.713,701.81,,,,,,,,,,,,,,,168.009,170.139,,,,,,,,,27.559,6.529,,0.867,,,,,,,,,,,28.858,,551.715,556.678,,,,,,,4.37,4.388,,,,,,,,,,101.989,,15.761,,,,,,,,,,,21.706,21.527,,,,,,,,,,,,,,,,,,,4.923,,,,,31,,,154.969,183.263,,,,,,,,,,476.058,,,147.239,145.745,135.318,,7.013,,,,,,,,"U1417E-39R-3, 96.0-111.0 cm",  ,,,
341,U1418,A,1,H,1,,145,150,1.45,1.5,1.429,1.478,,,,,,,,165.929,,,,,,,454.919,469.542,,,,,,,,,bdl,bdl,,0.906,,,,,,,,,,,10.249,,579.567,563.97,,,,,,,10.681,10.569,,,,,,,,,,23.977,,50.216,,,,,,,,,,,115.237,117.099,,,,,,,,,,,,,,,,,29.541,,11.515,,,,,33,,,684.393,718.386,,,,,,,,,,474.907,,,,,89.803,,27.831,,,,,,,,"U1418A-1H-1, 145.0-150.0 cm",  ,,,
341,U1418,A,1,H,2,,145,150,2.95,3,2.907,2.956,,,,,,,,328.091,,,,,,,462.088,478.685,,,,,,,,,bdl,bdl,,1.018,,,,,,,,,,,12.424,,651.507,554.87,,,,,,,20.317,19.998,,,,,,,,,,24.301,,60.709,,,,,,,,,,,83.323,83.796,,,,,,,,,,,,,,,,,30.274,,12.534,,,,,34,,,729.273,763.457,,,,,,,,,,546.322,,,,,91.479,,31.706,,,,,,,,"U1418A-1H-2, 145.0-150.0 cm",  ,,,
341,U1418,A,2,H,2,,145,150,7.75,7.8,7.75,7.8,,,,,,,,972.879,,,,,,,451.482,476.016,,,,,,,,,bdl,bdl,,0.958,,,,,,,,,,,12.559,,596.323,559.042,,,,,,,98.561,97.303,,,,,,,,,,27.419,,59.557,,,,,,,,,,,11.546,11.485,,,,,,,,,,,,,,,,,11.124,,9.714,,,,,34,,,659.199,693.154,,,,,,,,,,506.65,,,,,104.135,,26.182,,,,,,,,"U1418A-2H-2, 145.0-150.0 cm",  ,,,
341,U1418,A,2,H,4,,145,150,10.75,10.8,10.75,10.8,,,,,,,,1205.569,,,,,,,478.255,495.682,,,,,,,,,bdl,bdl,,1.094,,,,,,,,,,,12.882,,673.727,561.665,,,,,,,65.111,64.187,,,,,,,,,,29.501,,61.461,,,,,,,,,,,9.172,9.253,,,,,,,,,,,,,,,,,11.808,,10.107,,,,,35,,,717.262,749.154,,,,,,,,,,539.115,,,,,106.39,,27.185,,,,,,,,"U1418A-2H-4, 145.0-150.0 cm",  ,,,
341,U1418,A,3,H,2,,145,150,17.25,17.3,17.198,17.247,,,,,,,,1565.414,,,,,,,506.535,527.383,,,,,,,,,bdl,bdl,,0.988,,,,,,,,,,,10.898,,598.827,571.084,,,,,,,9.762,9.416,,,,,,,,,,29.179,,55.185,,,,,,,,,,,5.242,5.257,,,,,,,,,,,,,,,,,12.101,,8.306,,,,,35,,,610.966,649.66,,,,,,,,,,480.122,,,,,107.682,,20.802,,,,,,,,"U1418A-3H-2, 145.0-150.0 cm",  ,,,
341,U1418,A,3,H,4,,145,150,20.25,20.3,20.145,20.194,,,,,,,,1679.957,,,,,,,527.95,544.704,,,,,,,,,bdl,bdl,,1.151,,,,,,,,,,,12.441,,690.818,,,,,,,,35.711,34.855,,,,,,,,,,27.468,,64.655,,,,,,,,,,,4.768,4.785,,,,,,,,,,,,,,,,,17.524,,9.192,,,,,35,,,540.029,582.926,,,,,,,,,,549.176,,,,,106.36,,23.348,,,,,,,,"U1418A-3H-4, 145.0-150.0 cm",  ,,,
341,U1418,A,3,H,6,,120,125,23,23.05,22.847,22.896,,,,,,,,1693.342,,,,,,,532.015,545.043,,,,,,,,,bdl,bdl,,1.182,,,,,,,,,,,12.3,,701.452,571.561,,,,,,,3.175,3.201,,,,,,,,,,25.727,,64.675,,,,,,,,,,,5.96,6.062,,,,,,,,,,,,,,,,,22.36,,9.161,,,,,35,,,665.137,695.59,,,,,,,,,,555.391,,,,,105.98,,22.078,,,,,,,,"U1418A-3H-6, 120.0-125.0 cm",  ,,,
341,U1418,A,4,H,2,,145,150,26.75,26.8,26.666,26.715,,,,,,,,1825.646,,,,,,,536.848,554.238,,,,,,,,,bdl,bdl,,0.953,,,,,,,,,,,11.08,,566.511,569.077,,,,,,,61.933,59.724,,,,,,,,,,23.058,,57.65,,,,,,,,,,,6.26,6.26,,,,,,,,,,,,,,,,,23.435,,7.733,,,,,35,,,599.051,636.021,,,,,,,,,,478.514,,,,,102.154,,16.273,,,,,,,,"U1418A-4H-2, 145.0-150.0 cm",  ,,,
341,U1418,A,4,H,4,,145,150,29.75,29.8,29.58,29.629,,,,,,,,1953.574,,,,,,,527.99,551.617,,,,,,,,,bdl,bdl,,1.011,,,,,,,,,,,11.107,,594.89,562.162,,,,,,,38.258,36.875,,,,,,,,,,21.925,,60.226,,,,,,,,,,,10.652,10.631,,,,,,,,,,,,,,,,,36.43,,8.282,,,,,35,,,837.855,871.21,,,,,,,,,,502.009,,,,,101.389,,15.677,,,,,,,,"U1418A-4H-4, 145.0-150.0 cm",  ,,,
341,U1418,A,4,H,6,,121,126,32.51,32.56,32.261,32.31,,,,,,,,1958.722,,,,,,,557.029,564.071,,,,,,,,,bdl,bdl,,0.968,,,,,,,,,,,10.141,,569.39,566.951,,,,,,,2.572,2.334,,,,,,,,,,22.156,,55.538,,,,,,,,,,,8.113,7.977,,,,,,,,,,,,,,,,,23.337,,8.046,,,,,35,,,777.49,817.529,,,,,,,,,,476.43,,,,,98.411,,13.869,,,,,,,,"U1418A-4H-6, 121.0-126.0 cm",  ,,,
341,U1418,A,5,H,3,,145,150,37.75,37.8,37.676,37.725,,,,,,,,1938.902,,,,,,,549.577,567.513,,,,,,,,,bdl,bdl,,1.045,,,,,,,,,,,10.557,,606.998,569.653,,,,,,,1.733,1.771,,,,,,,,,,20.596,,58.733,,,,,,,,,,,5.739,5.655,,,,,,,,,,,,,,,,,18.647,,8.183,,,,,34,,,739.82,776.861,,,,,,,,,,508.798,,,,,101.339,,12.194,,,,,,,,"U1418A-5H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,5,H,5,,145,150,40.75,40.8,40.626,40.675,,,,,,,,1990.125,,,,,,,545.877,560.225,,,,,,,,,bdl,bdl,,0.979,,,,,,,,,,,9.835,,566.851,569.196,,,,,,,2.133,2.189,,,,,,,,,,21.078,,54.398,,,,,,,,,,,5.47,5.438,,,,,,,,,,,,,,,,,,,7.752,,,,,35,,,791.631,830.633,,,,,,,,,,477.452,,,,,100.108,,10.329,,,,,,,,"U1418A-5H-5, 145.0-150.0 cm",  ,,,
341,U1418,A,6,H,3,,145,150,47.25,47.3,47.057,47.105,,,,,,,,1972.107,,,,,,,506.535,513.214,,,,,,,,,bdl,bdl,,1.058,,,,,,,,,,,10.913,,608.139,567.964,,,,,,,2.893,3.04,,,,,,,,,,19.405,,56.259,,,,,,,,,,,6.703,6.659,,,,,,,,,,,,,,,,,18.11,,7.867,,,,,34,,,652.042,690.94,,,,,,,,,,505.486,,,,,94.359,,8.428,,,,,,,,"U1418A-6H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,6,H,5,,145,150,50.25,50.3,49.927,49.975,,,,,,,,1952.03,,,,,,,501.348,516.373,,,,,,,,,bdl,bdl,,0.998,,,,,,,,,,,9.947,,571.664,570.309,,,,,,,3.039,3.344,,,,,,,,,,17.736,,52.884,,,,,,,,,,,5.645,5.602,,,,,,,,,,,,,,,,,11.124,,7.42,,,,,34,,,611.43,649.725,,,,,,,,,,478.176,,,,,94.057,,7.069,,,,,,,,"U1418A-6H-5, 145.0-150.0 cm",  ,,,
341,U1418,A,7,H,3,,145,150,56.75,56.8,56.575,56.623,,,,,,,,2039.031,,,,,,,530.68,538.022,,,,,,,,,bdl,0.169,,0.991,,,,,,,,,,,10.104,,565.9,564.964,,,,,,,2.896,2.834,,,,,,,,,,16.861,,51.246,,,,,,,,,,,9.652,9.518,,,,,,,,,,,,,,,,,20.26,,7.186,,,,,33,,,583.713,628.922,,,,,,,,,,477.807,,,,,92.677,,4.955,,,,,,,,"U1418A-7H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,8,H,3,,145,150,66.25,66.3,66.226,66.276,,,,,,,,2277.641,,,,,,,558.748,575.344,,,,,,,,,bdl,3.196,,1.024,,,,,,,,,,,8.673,,577.888,564.964,,,,,,,4.788,4.774,,,,,,,,,,14.859,,52.745,,,,,,,,,,,6.202,6.133,,,,,,,,,,,,,,,,,30.274,,7.55,,,,,32,,,726.348,768.498,,,,,,,,,,485.628,,,,,99.943,,2.097,,,,,,,,"U1418A-8H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,9,H,1,,0,0,71.3,71.3,71.3,71.3,,,,,,,,,,,,,,,365.034,379.915,,,,,,,,,bdl,bdl,,,,,,,,,,,,,,,,,,,,,,,2.218,1.998,,,,,,,,,,24.832,,,,,,,,,,,,,0.128,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,25.341,64.522,,,,,,,,,,,,,,,82.214,,,,,,,,,,"U1418A-9H-1, 0.0-0.0 cm",  ,,,
341,U1418,A,9,H,3,,145,150,75.75,75.8,75.658,75.707,,,,,,,,2397.589,,,,,,,574.106,584.335,,,,,,,,,59.252,57.662,,1,,,,,,,,,,,7.439,,562.808,565.818,,,,,,,5.462,4.933,,,,,,,,,,13.491,,51.962,,,,,,,,,,,8.041,7.894,,,,,,,,,,,,,,,,,41.119,,7.445,,,,,33,,,846.271,876.603,,,,,,,,,,472.606,,,,,122.171,,1.341,,,,,,,,"U1418A-9H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,11,H,3,,145,150,94.75,94.8,94.605,94.653,,,,,,,,1962.068,,,,,,,492.107,498.371,,,,,,,,,39.662,39.237,,0.982,,,,,,,,,,,7.448,,546.642,564.05,,,,,,,1.771,1.649,,,,,,,,,,15.484,,48.686,,,,,,,,,,,5.047,5.016,,,,,,,,,,,,,,,,,17.28,,6.457,,,,,32,,,765.014,800.868,,,,,,,,,,454.985,,,,,129.251,,invalid,,,,,,,,"U1418A-11H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,12,H,3,,145,150,104.25,104.3,104.053,104.101,,,,,,,,2034.14,,,,,,,450.46,467.93,,,,,,,,,23.675,24.662,,1,,,,,,,,,,,8.074,,551.779,564.686,,,,,,,1.473,1.535,,,,,,,,,,16.11,,48.768,,,,,,,,,,,4.993,4.945,,,,,,,,,,,,,,,,,20.504,,5.96,,,,,,,,728.763,767.352,,,,,,,,,,462.845,,,,,121.969,,1.207,,,,,,,,"U1418A-12H-3, 145.0-150.0 cm",  ,,,
341,U1418,A,14,H,2,,140,150,121.3,121.4,121.12,121.214,,,,,,,,2801.708,,,,,,,516.393,530.602,,,,,,,,,19.181,20.316,,1.02,,,,,,,,,,,8.606,,555.494,557.354,,,,,,,7.307,7.223,,,,,,,,,,16.15,,48.6,,,,,,,,,,,4.157,4.094,,,,,,,,,,,,,,,,,35.208,,5.983,,,,,32,,,743.034,776.757,,,,,,,,,,470.6,,,,,115.508,,1.187,,,,,,,,"U1418A-14H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,16,H,2,,140,150,130.7,130.8,130.553,130.648,,,,,,,,3105.698,,,,,,,534.199,545.123,,,,,,,,,16.984,18.436,,1.058,,,,,,,,,,,9.101,,573.779,561.864,,,,,,,16.591,16.255,,,,,,,,,,15.048,,49.999,,,,,,,,,,,3.69,3.686,,,,,,,,,,,,,,,,,25.78,,6.282,,,,,33,,,752.542,781.941,,,,,,,,,,483.18,,,,,117.47,,invalid,,,,,,,,"U1418A-16H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,18,H,2,,140,150,140.1,140.2,140.1,140.2,,,,,,,,3527.834,,,,,,,566.735,573.916,,,,,,,,,37.26,37.25,,1.023,,,,,,,,,,,8.89,,556.359,560.692,,,,,,,10.292,10.501,,,,,,,,,,15.112,,48.923,,,,,,,,,,,4.183,4.229,,,,,,,,,,,,,,,,,22.751,,6.353,,,,,33,,,660.81,695.512,,,,,,,,,,468.819,,,,,123.686,,1.227,,,,,,,,"U1418A-18H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,20,H,2,,140,150,149.5,149.6,149.37,149.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U1418A-20H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,20,H,2,,140,150,149.5,149.6,149.37,149.466,,,,,,,,3700.55,,,,,,,577.706,586.529,,,,,,,,,65.508,63.159,,1.002,,,,,,,,,,,8.404,,542.12,560.513,,,,,,,6.224,5.952,,,,,,,,,,14.909,,47.773,,,,,,,,,,,6.047,6.041,,,,,,,,,,,,,,,,,19.185,,6.759,,,,,33,,,660.458,694.509,,,,,,,,,,457.022,,,,,131.351,,1.22,,,,,,,,"U1418A-20H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,22,H,2,,140,150,158.9,159,158.693,158.786,,,,,,,,3857.821,,,,,,,541.782,555.311,,,,,,,,,98.542,93.842,,1.003,,,,,,,,,,,8.379,,544.345,561.109,,,,,,,5.237,5.182,,,,,,,,,,16.265,,48.136,,,,,,,,,,,10.201,10.09,,,,,,,,,,,,,,,,,45.369,,6.67,,,,,33,,,885.084,914.04,,,,,,,,,,457.997,,,,,137.775,,1.182,,,,,,,,"U1418A-22H-2, 140.0-150.0 cm",  ,,,
341,U1418,A,24,H,1,,140,150,166.8,166.9,166.69,166.782,,,,,,,,3370.048,,,,,,,520.326,529.497,,,,,,,,,121.982,116.266,,1.002,,,,,,,,,,,8.397,,549.64,562.599,,,,,,,5.006,4.952,,,,,,,,,,16.056,,47.7,,,,,,,,,,,13.869,13.685,,,,,,,,,,,,,,,,,22.995,,6.47,,,,,33,,,825.651,864.436,,,,,,,,,,459.832,,,,,144.804,,1.423,,,,,,,,"U1418A-24H-1, 140.0-150.0 cm",  ,,,
341,U1418,A,26,H,1,,140,150,176.2,176.3,176.129,176.224,,,,,,,,2996.56,,,,,,,497.567,511.375,,,,,,,,,84.269,80.863,,1.052,,,,,,,,,,,8.859,,577.123,564.268,,,,,,,0.922,0.982,,,,,,,,,,18.63,,48.551,,,,,,,,,,,4.369,4.492,,,,,,,,,,,,,,,,,6.092,,6.352,,,,,32,,,769.438,806.977,,,,,,,,,,480.905,,,,,144.954,,1.63,,,,,,,,"U1418A-26H-1, 140.0-150.0 cm",  ,,,
341,U1418,A,28,H,1,,140,150,185.6,185.7,185.508,185.601,,,,,,,,2718.31,,,,,,,473.452,480.404,,,,,,,,,55.371,53.759,,1.052,,,,,,,,,,,9.651,,579.372,563.275,,,,,,,1.037,1.158,,,,,,,,,,18.488,,47.907,,,,,,,,,,,8.025,7.992,,,,,,,,,,,,,,,,,6.386,,5.707,,,,,32,,,833.791,867.588,,,,,,,,,,481.509,,,,,142.945,,1.554,,,,,,,,"U1418A-28H-1, 140.0-150.0 cm",  ,,,
