leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
72	516	F	Upper Maestrichtian 		964.0	995.6		no age given		no age given	   65	 67.5	66.25	Initial Reports of the DSDP
72	516	F	Upper Maestrichtian 	Middle Maestrichtian	995.6	1005.1		no age given	no age given	no age given	   65	   67	   66	Initial Reports of the DSDP
72	516	F	Middle Maestrichtian	Lower Maestrichtian 	1005.1	1029.6		no age given	no age given	no age given	   66	   70	   68	Initial Reports of the DSDP
72	516	F	Lower Maestrichtian 		1029.6	1055.6		no age given		no age given	 67.5	   70	68.75	Initial Reports of the DSDP
72	516	F	Upper Campanian		1055.6	1059.6		no age given		no age given	   70	   74	   72	Initial Reports of the DSDP
72	516	F	Lower Maestrichtian 	Upper Campanian	1059.6	1068.6	a legitimate age inversion	no age given	no age given	no age given	 67.5	   74	70.75	Initial Reports of the DSDP
72	516	F	Upper Campanian		1068.6	1095.6		no age given		no age given	   70	   74	   72	Initial Reports of the DSDP
72	516	F	Upper Campanian	Middle Campanian	1095.6	1104.6		no age given	no age given	no age given	   70	   76	   73	Initial Reports of the DSDP
72	516	F	Middle Campanian	Lower Campanian	1104.6	1109.1		no age given	no age given	no age given	   72	   78	   75	Initial Reports of the DSDP
72	516	F	Campanian		1109.1	1118.1	a legitimate age inversion	no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
72	516	F	Lower Campanian		1118.1	1154.1		no age given		no age given	   74	   78	   76	Initial Reports of the DSDP
72	516	F	Lower Campanian	Upper Santonian	1154.1	1163.1		no age given	no age given	no age given	   74	   80	   77	Initial Reports of the DSDP
72	516	F	Upper Santonian		1163.1	1172.1		no age given		no age given	   78	   80	   79	Initial Reports of the DSDP
72	516	F	Upper Santonian	Coniacian	1172.1	1181.1		no age given	no age given	no age given	   78	   86	   82	Initial Reports of the DSDP
72	516	F	Middle Santonian	Coniacian	1181.1	1248.6	a legitimate age inversion	no age given	no age given	no age given	   79	   86	 82.5	Initial Reports of the DSDP
72	517		Quaternary		0.0	27.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
72	517		Upper Pliocene		27.5	50.9		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
72	518		Quaternary		0.0	18.8		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
72	518		Quaternary	Pliocene	18.8	21.8		no age given	no age given	no age given	    0	    5	  2.5	Initial Reports of the DSDP
72	518		Pliocene		21.8	27.3		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
72	518		Upper Pliocene		27.3	31.7		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
72	518		Lower Pliocene		31.7	42.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
72	518		Upper Miocene		42.0	54.7		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
72	518		Middle Miocene		54.7	59.1		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
72	518		Middle Miocene	Lower Miocene	59.1	67.9		no age given	no age given	no age given	 10.5	 22.5	 16.5	Initial Reports of the DSDP
72	518		Lower Miocene		67.9	72.3		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
73	519		Quaternary		0.0	15.3		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	519		Quaternary	Pliocene	15.3	27.3		no age given	no age given	no age given	    0	    5	  2.5	Initial Reports of the DSDP
73	519		Quaternary	Miocene	27.3	31.3	a legitimate age inversion	no age given	no age given	no age given	    0	 22.5	11.25	Initial Reports of the DSDP
73	519		Upper Pliocene		31.3	35.3		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
73	519		Pliocene		35.3	53.9	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	519		Pliocene	Miocene	53.9	57.3		no age given	no age given	no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
73	519		Pliocene		57.3	70.5	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	519		Lower Pliocene		70.5	114.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
73	519		Lower Pliocene	Upper Miocene	114.5	118.5		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
73	519		Upper Miocene		118.5	151.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
73	519	A	Pliocene		67.5	86.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	519	A	Pliocene	Miocene	86.5	96.0		no age given	no age given	no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
73	519	A	Pliocene		96.0	105.5	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	520		Quaternary		0.0	6.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	520		Upper Pliocene		113.5	123.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
73	520		Lower Pliocene		170.5	237.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
73	520		Miocene		246.5	275.0		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
73	520		Upper Miocene		275.0	427.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
73	520		Middle Miocene		436.5	450.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
73	520	A	Quaternary		16.0	18.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	521		Quaternary		0.0	12.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	521		Pliocene		12.0	16.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	521		Upper Pliocene		16.5	39.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
73	521		Pliocene		39.0	43.5	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	521		Upper Miocene		43.5	55.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
73	521		Upper Miocene	Middle Miocene	55.5	58.5		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
73	521		Middle Miocene		61.5	84.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
73	521	A	Quaternary		0.0	11.6		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	521	A	Pliocene		16.0	29.2		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	521	A	Lower Pliocene		29.2	38.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
73	521	A	Upper Miocene		38.0	46.8		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
73	521	A	Upper Miocene	Middle Miocene	46.8	50.3		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
73	521	A	Middle Miocene		50.3	71.1		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
73	522		Quaternary		0.0	7.3		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	522		Quaternary	Upper Pliocene	7.3	10.8		no age given	no age given	no age given	    0	  3.4	  1.7	Initial Reports of the DSDP
73	522		Upper Pliocene		10.8	24.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
73	522		Lower Pliocene		24.0	32.8		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
73	522		Lower Pliocene	Upper Miocene	32.8	37.2		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
73	522		Middle Miocene		44.2	48.2		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
73	522		Miocene		48.2	50.7	a legitimate age inversion	no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
73	522		Lower Miocene		50.7	56.6		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
73	522		Upper Oligocene		56.6	108.6		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
73	522		Lower Oligocene		108.6	136.2		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
73	522		Lower Oligocene	Upper Eocene	136.2	139.7		no age given	no age given	no age given	   30	   43	 36.5	Initial Reports of the DSDP
73	522		Upper Eocene		139.7	148.7		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
73	522	A	Lower Miocene		51.5	56.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
73	522	A	Upper Oligocene		56.0	65.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
73	522	A	Oligocene		65.0	116.5	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
73	522	A	Lower Oligocene		116.5	135.5		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
73	522	A	Upper Eocene		135.5	156.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
73	522	B	Upper Eocene		117.4	156.9		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
73	523		Quaternary		0.0	8.4		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
73	523		Upper Pliocene		8.4	21.6		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
73	523		Pliocene		21.6	30.4	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
73	523		Miocene		30.4	41.9		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
73	523		Oligocene		41.9	56.4		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
73	523		Lower Oligocene		59.4	63.4		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
73	523		Oligocene		63.4	80.8	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
73	523		Lower Oligocene		80.8	84.8		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
73	523		Oligocene		84.8	92.8	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
73	523		Lower Oligocene		92.8	94.8		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
73	523		Oligocene		94.8	98.8	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
73	523		Eocene		98.8	106.8		no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
73	523		Upper Eocene		106.8	117.8		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
73	523		Middle Eocene		117.8	190.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
73	524		Lower Eocene		0.0	38.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
73	524		Paleocene		47.5	66.5		no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
73	524		Upper Paleocene		66.5	123.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
73	524		Lower Paleocene		142.5	203.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
73	524		Maestrichtian		203.5	264.8		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
73	524		Maestrichtian	Upper Turonian	264.8	348.5	a legitimate age inversion	no age given	no age given	no age given	   65	   88	 76.5	Initial Reports of the DSDP
73	524	A	Lower Eocene		28.5	38.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
73	524	A	Paleocene		38.0	47.5		no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
73	524	B	Lower Eocene		0.0	25.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
73	524	B	Paleocene		25.0	29.3		no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
74	525		Lower Pleistocene		0.0	3.6		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	525	A	Lower Pleistocene		0.0	3.6		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	525	A	Lower Pliocene		41.6	57.1		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	525	A	Upper Miocene		89.1	106.1		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	525	A	Middle Miocene		165.1	201.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	525	A	Lower Miocene		201.5	250.6		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	525	A	Lower Miocene	Upper Oligocene	250.6	262.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
74	525	A	Upper Oligocene		262.0	267.6		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	525	A	Oligocene		267.6	277.9	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
74	525	A	Middle Eocene		277.9	298.1		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	525	A	Middle Eocene	Lower Eocene	298.1	307.6		no age given	no age given	no age given	   43	 53.5	48.25	Initial Reports of the DSDP
74	525	A	Lower Eocene		307.6	355.1		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
74	525	A	Paleocene		355.1	440.6		no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
74	525	A	Lower Paleocene		440.6	450.1		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
74	525	A	Upper Cretaceous		450.1	526.1		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
74	525	A	Upper Cretaceous	Lower Maestrichtian 	526.1	535.6		no age given	no age given	no age given	   65	   70	 67.5	Initial Reports of the DSDP
74	525	A	Lower Maestrichtian 		535.6	545.1		no age given		no age given	 67.5	   70	68.75	Initial Reports of the DSDP
74	525	A	Upper Cretaceous	Lower Maestrichtian 	545.1	640.1	a legitimate age inversion	no age given	no age given	no age given	   65	   70	 67.5	Initial Reports of the DSDP
74	525	A	Upper Cretaceous		640.1	649.6	a legitimate age inversion	no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
74	525	B	Upper Pleistocene		0.0	2.3		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
74	525	B	Lower Pleistocene		2.3	9.9		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	525	B	Upper Pliocene		9.9	19.1		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
74	525	B	Lower Pliocene		19.1	58.8		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	525	B	Upper Miocene		58.8	121.3		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	525	B	Middle Miocene		121.3	193.9		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	525	B	Lower Miocene		193.9	209.4		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	525	B	Lower Oligocene		268.0	272.4		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	525	B	Upper Oligocene		272.4	276.8	a legitimate age inversion	no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	525	B	Middle Eocene		276.8	285.6		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	526		Upper Pleistocene		0.0	3.0		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
74	526		Lower Pleistocene		3.0	6.3		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	526	A	Lower Pliocene		28.0	48.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	526	A	Upper Miocene		48.0	79.7		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	526	A	Middle Miocene		79.7	116.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	526	A	Lower Miocene		116.0	155.6		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	526	A	Lower Pliocene	Upper Oligocene	155.6	160.0	a legitimate age inversion	no age given	no age given	no age given	  3.4	   30	 16.7	Initial Reports of the DSDP
74	526	A	Lower Miocene	Upper Oligocene	160.0	164.4		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
74	526	A	Upper Oligocene		164.4	199.6		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	526	A	Lower Oligocene		199.6	208.4		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	526	A	Upper Eocene		208.4	228.8		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
74	526	B	Lower Pleistocene		6.3	17.0		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	526	B	Upper Pliocene		17.0	19.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
74	526	B	Lower Pliocene		21.2	28.3		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	526	C	Pleistocene	Pliocene	33.0	42.5		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
74	526	C	Lower Pliocene	Upper Miocene	42.5	51.8		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
74	526	C	Upper Miocene		51.8	56.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	526	C	Upper Oligocene	Lower Oligocene	194.5	204.0		no age given	no age given	no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
74	526	C	Lower Oligocene		204.0	213.5		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	526	C	Upper Eocene		213.5	289.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
74	526	C	Upper Paleocene		289.5	346.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
74	527		Lower Pleistocene		0.0	9.5		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	527		Upper Pliocene		9.5	23.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
74	527		Lower Pliocene		23.5	58.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	527		Upper Miocene		58.5	66.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	527		Lower Pliocene	Upper Miocene	66.0	94.5	a legitimate age inversion	no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
74	527		Upper Miocene		94.5	104.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	527		Middle Miocene		104.5	113.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	527		Lower Oligocene		113.5	123.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	527		Middle Eocene		123.0	151.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	527		Lower Eocene		151.5	184.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
74	527		Upper Paleocene		184.5	218.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
74	527		Middle Paleocene		218.0	246.5		no age given		no age given	   58	   60	   59	Initial Reports of the DSDP
74	527		Paleocene		246.5	256.0	a legitimate age inversion	no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
74	527		Lower Paleocene		256.0	280.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
74	527		Upper Maestrichtian 		280.0	303.5		no age given		no age given	   65	 67.5	66.25	Initial Reports of the DSDP
74	527		Upper Maestrichtian 	Middle Maestrichtian	303.5	332.0		no age given	no age given	no age given	   65	   67	   66	Initial Reports of the DSDP
74	527		Middle Maestrichtian		332.0	368.5		no age given		no age given	   66	   67	 66.5	Initial Reports of the DSDP
74	528		Upper Pleistocene		0.0	1.6		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
74	528		Lower Pleistocene		1.6	8.0		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	528		Middle Eocene		122.0	131.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	528		Middle Miocene		131.5	131.8	a legitimate age inversion	no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	528		Lower Miocene		131.8	160.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	528		Lower Miocene	Upper Oligocene	160.0	169.5		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
74	528		Upper Oligocene		169.5	188.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	528		Oligocene		188.5	198.0	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
74	528		Lower Oligocene		198.0	226.5		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	528		Eocene		226.5	236.0		no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
74	528		Upper Eocene		236.0	245.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
74	528		Middle Eocene		245.5	255.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	528		Middle Eocene	Lower Eocene	255.0	264.5		no age given	no age given	no age given	   43	 53.5	48.25	Initial Reports of the DSDP
74	528		Lower Eocene		264.5	274.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
74	528		Eocene		274.0	293.0	a legitimate age inversion	no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
74	528		Lower Eocene		293.0	306.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
74	528		Upper Paleocene		306.5	350.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
74	528		Paleocene		350.0	378.5	a legitimate age inversion	no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
74	528		Lower Paleocene		378.5	407.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
74	528		Maestrichtian		407.0	519.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
74	528	A	Upper Pleistocene		0.0	1.2		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
74	528	A	Lower Pleistocene		1.2	20.8		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	528	A	Upper Pliocene		20.8	28.3		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
74	528	A	Lower Pliocene		28.3	55.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	528	A	Lower Pliocene	Upper Miocene	55.0	77.7		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
74	528	A	Upper Miocene		77.7	108.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
74	528	A	Middle Miocene		108.5	121.7		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	528	A	Lower Miocene	Upper Oligocene	121.7	126.1		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
74	528	A	Upper Oligocene		126.1	130.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	529		Upper Pleistocene		0.0	1.9		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
74	529		Pleistocene	Pliocene	1.9	8.5		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
74	529		Lower Pleistocene		8.5	16.4	a legitimate age inversion	no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
74	529		Upper Pliocene		16.4	19.8		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
74	529		Lower Pliocene		19.8	37.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
74	529		Middle Miocene		37.0	56.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
74	529		Lower Miocene		56.0	103.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	529		Oligocene		103.5	113.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
74	529		Lower Miocene		113.0	119.3	a legitimate age inversion	no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
74	529		Upper Oligocene		119.3	151.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
74	529		Lower Oligocene		151.0	189.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
74	529		Upper Eocene		189.0	198.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
74	529		Oligocene		198.5	199.8	a legitimate age inversion	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
74	529		Upper Eocene		199.8	217.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
74	529		Middle Eocene		217.5	227.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
74	529		Lower Eocene		236.5	265.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
74	529		Upper Paleocene		265.0	360.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
74	529		Lower Paleocene		360.0	379.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
74	529		Upper Cretaceous		379.0	407.5		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
75	530		Quaternary		0.0	1.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
75	530		Upper Pliocene		115.5	125.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
75	530	A	Lower Pliocene		125.0	134.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
75	530	A	Upper Pliocene		134.5	144.0	a legitimate age inversion	no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
75	530	A	Pliocene		144.0	163.0	a legitimate age inversion	no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
75	530	A	Lower Pliocene		163.0	172.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
75	530	A	Pliocene	Miocene	172.5	182.0	a legitimate age inversion	no age given	no age given	no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
75	530	A	Lower Pliocene		182.0	191.5	a legitimate age inversion	no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
75	530	A	Upper Miocene		191.5	267.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
75	530	A	Upper Miocene	Middle Miocene	267.5	277.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
75	530	A	Upper Miocene		277.0	296.0	a legitimate age inversion	no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
75	530	A	Middle Miocene		296.0	334.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
75	530	A	Lower Miocene		334.0	353.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
75	530	A	Upper Oligocene		438.5	457.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
75	530	A	Upper Eocene	Middle Eocene	467.0	476.5		no age given	no age given	no age given	 37.5	   49	43.25	Initial Reports of the DSDP
75	530	A	Lower Eocene		476.5	495.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
75	530	A	Upper Paleocene		495.5	533.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
75	530	A	Middle Paleocene		533.5	571.5		no age given		no age given	   58	   60	   59	Initial Reports of the DSDP
75	530	A	Lower Paleocene		571.5	590.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
75	530	A	Danian		590.5	592.6		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
75	530	A	Maestrichtian		592.6	638.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
75	530	A	Maestrichtian	Campanian	638.0	647.5		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
75	530	A	Maestrichtian		647.5	685.5	a legitimate age inversion	no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
