leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
1	1		Quaternary		0.0	770.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
1	2		Upper Pleistocene		19.5	22.7		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
1	2		Lower Pleistocene		57.6	58.8		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
1	2		Upper Pliocene		66.7	70.2		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
1	2		Lower Pliocene		101.5	104.1		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
1	2		Upper Miocene		136.0	136.1		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
1	2		Cretaceous	Jurassic	136.1	137.9		no age given	no age given	no age given	   65	  192	128.5	Initial Reports of the DSDP
1	3		Upper Pleistocene		0.0	180.0		no age given		no age given	 0.01	  0.7	0.355	Initial Reports of the DSDP
1	3		Lower Pleistocene		180.0	320.0		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
1	3		Upper Pliocene	Middle Pliocene	320.0	360.0		no age given	no age given	no age given	  1.8	    4	  2.9	Initial Reports of the DSDP
1	3		Middle Pliocene	Lower Pliocene	360.0	430.0		no age given	no age given	no age given	    3	    5	    4	Initial Reports of the DSDP
1	3		Lower Pliocene		430.0	560.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
1	3		Upper Miocene		560.0	627.6		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
1	4		Pleistocene	Pliocene	0.0	9.0		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
1	4		Turonian		104.2	106.1		no age given		no age given	   86	   92	   89	Initial Reports of the DSDP
1	4		Albian	Aptian	133.8	135.1		no age given	no age given	no age given	  100	  110	  105	Initial Reports of the DSDP
1	4		Hauterivian		190.8	192.0		no age given		no age given	  121	  126	123.5	Initial Reports of the DSDP
1	4		Tithonian		249.6	249.8		no age given		no age given	  135	  141	  138	Initial Reports of the DSDP
1	4	A	Maestrichtian	Campanian	72.8	77.0		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
1	4	A	Cenomanian	Albian	114.3	115.6		no age given	no age given	no age given	   92	  108	  100	Initial Reports of the DSDP
1	5		Pliocene	Oligocene	0.0	3.7		no age given	no age given	no age given	  1.8	 37.5	19.65	Initial Reports of the DSDP
1	5		Santonian	Turonian	31.1	71.7		no age given	no age given	no age given	   78	   92	   85	Initial Reports of the DSDP
1	5	A	Cenomanian		85.3	98.3		no age given		no age given	   92	  100	   96	Initial Reports of the DSDP
1	5	A	Albian		145.1	145.2		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
1	5	A	Barremian		184.7	185.1		no age given		no age given	  115	  121	  118	Initial Reports of the DSDP
1	5	A	Valanginian	Tithonian	230.7	235.6		no age given	no age given	no age given	  126	  141	133.5	Initial Reports of the DSDP
1	5	A	Tithonian		274.3	274.5		no age given		no age given	  135	  141	  138	Initial Reports of the DSDP
1	6		Quaternary		40.8	46.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
1	6		Middle Eocene		152.1	251.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
1	6	A	Quaternary		15.2	24.1		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
1	7		Pleistocene		0.0	2.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
1	7		Pliocene		2.0	9.1		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
1	7		Middle Eocene		235.6	236.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
2	8		Middle Miocene		168.0	177.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
2	8		Eocene		249.0	258.0		no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
2	8	A	Eocene		278.0	305.0		no age given		no age given	 37.5	 53.5	 45.5	Initial Reports of the DSDP
2	9		Pleistocene		0.0	79.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
2	9		Lower Pliocene		195.0	213.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
2	9		Miocene	Eocene	302.0	491.6		no age given	no age given	no age given	    5	 53.5	29.25	Initial Reports of the DSDP
2	9	A	Middle Eocene		674.0	683.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
2	9	A	Upper Cretaceous		756.0	834.0		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
2	10		Pliocene		30.0	39.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
2	10		Miocene		39.0	45.0		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
2	10		Oligocene		45.0	77.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
2	10		Upper Eocene		77.0	95.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
2	10		Middle Eocene		95.5	171.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
2	10		Lower Eocene		171.5	185.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
2	10		Maestrichtian		290.0	400.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
2	10		Campanian		400.0	456.0		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
2	11		Pleistocene	Pliocene	14.0	23.0		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
2	11	A	Miocene		231.0	283.0		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
2	12	B	Middle Eocene		110.0	214.6	missing hole or drilled interval	no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
2	12	C	Pleistocene		0.0	24.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
2	12	C	Pliocene		24.0	42.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
2	12	C	Miocene	Lower Eocene	42.0	114.9		no age given	no age given	no age given	    5	 53.5	29.25	Initial Reports of the DSDP
2	12	D	Pleistocene		0.0	21.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
2	12	D	Pliocene		21.0	36.6		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
3	13		Upper Pliocene		0.0	9.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
3	13		Lower Pliocene		21.0	30.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
3	13		Middle Eocene		136.0	145.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
3	13	A	Middle Eocene		170.0	179.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
3	13	A	Maestrichtian	Campanian	242.0	415.0		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
3	13	A	Santonian	Cenomanian	440.0	463.0		no age given	no age given	no age given	   78	  100	   89	Initial Reports of the DSDP
3	14		Lower Miocene		0.0	9.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	14		Upper Oligocene		12.0	87.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	14		Lower Oligocene		87.0	106.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
3	14		Upper Eocene		106.0	107.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
3	15		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	15		Upper Pliocene		18.0	27.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
3	15		Lower Pliocene		37.0	54.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
3	15		Upper Miocene		54.0	86.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
3	15		Middle Miocene		105.0	113.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
3	15		Lower Miocene		113.5	141.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	16		Pleistocene		0.0	24.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	16		Upper Pliocene		24.0	46.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
3	16		Lower Pliocene		55.0	64.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
3	16		Upper Miocene		85.7	162.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
3	17		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	17		Lower Pliocene		19.2	28.4		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
3	17		Lower Miocene		47.6	52.3		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	17		Upper Oligocene		52.3	85.4		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	17	A	Lower Miocene		28.4	46.7		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	17	A	Upper Oligocene		85.4	102.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	17	B	Upper Oligocene		86.6	123.2		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	18		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	18		Lower Miocene		121.0	169.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	18		Upper Oligocene		169.0	178.1		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	19		Pleistocene		0.0	1.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	19		Neogene		1.0	18.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
3	19		Upper Oligocene		36.6	62.9		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	19		Lower Oligocene		62.9	79.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
3	19		Upper Eocene		79.0	97.1		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
3	19		Middle Eocene		97.1	140.9		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
3	20		Pleistocene		0.0	6.4		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	20	A	Pleistocene		0.0	4.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	20	A	Upper Oligocene		15.5	24.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	20	A	Lower Oligocene		24.5	43.7		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
3	20	A	Maestrichtian		62.2	64.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
3	20	B	Upper Oligocene		6.1	15.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	20	C	Pleistocene		0.0	0.3		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	20	C	Upper Pliocene		0.3	1.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
3	20	C	Upper Oligocene		1.5	8.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	20	C	Lower Oligocene		25.6	35.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
3	20	C	Upper Eocene		36.8	37.4		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
3	20	C	Middle Eocene		37.4	60.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
3	20	C	Lower Eocene		60.0	65.1		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
3	20	C	Upper Paleocene		65.1	66.1		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
3	20	C	Lower Paleocene		66.1	70.2		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
3	20	C	Maestrichtian		70.2	72.2		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
3	21		Pliocene		20.2	29.3		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
3	21		Upper Paleocene		67.1	76.3		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
3	21		Maestrichtian		76.3	103.9		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
3	21		Campanian		103.9	130.6		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
3	21	A	Middle Eocene		46.4	55.6		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
3	21	A	Lower Eocene		61.0	70.2		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
3	21	A	Upper Paleocene		70.2	76.2		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
3	21	A	Lower Paleocene		76.2	76.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
3	21	A	Maestrichtian		76.5	79.2		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
3	22		Pleistocene		0.0	7.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
3	22		Upper Pliocene		7.0	8.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
3	22		Lower Miocene		8.5	56.1		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
3	22		Upper Oligocene		104.6	142.4		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
3	22		Middle Eocene		234.2	242.2		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
4	23		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	23		Upper Miocene		53.0	62.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	23		Middle Miocene		62.0	72.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	23		Lower Miocene		112.0	140.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	24		Lower Miocene		198.0	234.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	24	A	Upper Paleocene		503.0	511.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
4	24	A	Campanian		511.0	558.0		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
4	25		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	25		Upper Pliocene		9.0	18.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
4	25		Lower Pliocene		18.0	22.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
4	25		Upper Miocene		22.5	37.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	25		Middle Miocene		37.0	46.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	25		Lower Miocene		55.0	59.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	25	A	Upper Miocene		39.0	42.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	26	A	Pleistocene		96.0	483.0	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	27		Cenozoic		0.0	235.0		no age given		no age given	    0	   65	 32.5	Initial Reports of the DSDP
4	27		Lower Miocene		235.0	254.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	27		Upper Oligocene		369.0	378.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
4	27		Upper Eocene		454.0	475.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
4	28		Upper Eocene		59.0	178.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
4	28		Middle Eocene		178.0	354.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
4	28		Upper Cretaceous		400.0	404.0		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
4	29		Pleistocene		0.0	11.8		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	29		Upper Pliocene		11.8	27.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
4	29		Lower Pliocene		27.0	32.6		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
4	29		Upper Miocene		32.6	55.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	29		Lower Miocene		117.0	126.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	29		Middle Eocene		126.0	226.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
4	29	A	Neogene		0.0	77.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
4	29	A	Middle Miocene		77.0	78.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	29	B	Upper Miocene		57.0	87.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	29	B	Middle Miocene		87.0	97.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	29	B	Lower Miocene		97.0	124.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	29	B	Middle Eocene		124.0	231.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
4	29	C	Middle Eocene		230.0	248.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
4	30		Pleistocene		50.0	175.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	30		Upper Pliocene		175.5	269.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
4	30		Lower Pliocene		318.0	327.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
4	30		Upper Miocene		366.0	384.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
4	30		Middle Miocene		384.0	412.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	30		Lower Miocene		412.0	430.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	31		Pleistocene		0.0	41.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
4	31		Upper Pliocene		60.0	88.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
4	31		Lower Pliocene		88.0	106.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
4	31		Middle Miocene		155.0	164.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
4	31		Lower Miocene		212.0	221.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
4	31		Upper Oligocene		270.0	279.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
5	32		Pleistocene		0.0	42.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	32		Upper Pliocene		80.0	90.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
5	32		Lower Pliocene		90.0	109.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
5	32		Upper Miocene		109.5	168.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
5	32		Middle Miocene		168.0	185.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
5	32		Lower Miocene	Upper Oligocene	185.0	210.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
5	32		Lower Oligocene		210.0	215.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
5	33		Pleistocene		0.0	56.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	33		Upper Pliocene		95.0	102.1		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
5	33		Lower Pliocene		102.1	161.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
5	33		Upper Miocene		219.0	248.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
5	33		Middle Miocene		248.0	295.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
5	34		Pleistocene		20.0	38.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	34		Upper Pliocene		75.0	84.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
5	34		Lower Pliocene		107.0	141.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
5	34		Upper Miocene		141.0	221.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
5	34		Middle Miocene		269.0	306.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
5	34		Lower Miocene		337.0	348.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
5	34		Lower Miocene	Upper Oligocene	348.0	352.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
5	34		Upper Oligocene		352.0	384.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
5	35		Pleistocene		0.0	330.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	36		Pleistocene		0.0	46.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	36		Upper Pliocene		48.0	67.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
5	36		Lower Pliocene		67.0	104.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
5	36		Upper Miocene		104.0	110.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
5	36		Lower Miocene		110.0	115.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
5	37		Pleistocene		0.0	14.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
5	38		Neogene		0.0	39.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
5	38		Lower Eocene		39.0	48.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
5	39		Neogene		0.0	14.5		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
5	39		Lower Eocene		14.5	17.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
5	40		Neogene		0.0	10.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
5	40		Upper Eocene		10.0	13.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
5	40		Middle Eocene		13.5	88.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
5	40		Lower Eocene		88.5	156.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
5	41		Neogene		0.0	6.0		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
5	41		Upper Eocene		6.0	21.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
5	41		Middle Eocene		21.5	34.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
5	42		Upper Oligocene		0.0	27.1		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
5	42		Lower Oligocene		27.1	35.2		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
5	42		Upper Eocene		35.2	63.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
5	42		Middle Eocene		63.0	100.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
5	42	A	Middle Eocene		100.0	109.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
6	44		Lower Oligocene		39.9	49.1	missing hole or drilled interval	no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
6	44		Upper Eocene		49.1	58.2		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
6	44		Middle Eocene		58.2	75.6		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
6	45	A	Oligocene		0.0	8.2	missing hole or drilled interval	no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
6	45	A	Upper Eocene		46.9	56.1		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
6	45	A	Upper Cretaceous		86.3	95.4		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
6	46		Lower Oligocene	Upper Cretaceous	0.0	9.1		no age given	no age given	no age given	   30	  100	   65	Initial Reports of the DSDP
6	47		Pleistocene		0.0	9.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	47	A	Upper Paleocene		96.0	97.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
6	47	A	Lower Paleocene		97.5	105.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
6	47	B	Pleistocene		9.1	23.3		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	47	B	Upper Pliocene		23.3	42.6		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
6	47	B	Lower Pliocene		42.6	48.7		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
6	47	B	Upper Miocene		48.7	65.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	47	B	Middle Eocene		65.5	67.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
6	47	B	Lower Eocene		67.0	77.7		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
6	47	B	Upper Paleocene		77.7	91.3		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
6	47	B	Lower Paleocene		91.3	105.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
6	47	B	Maestrichtian		105.0	129.2		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
6	48	A	Upper Miocene		48.5	49.1	missing hole or drilled interval	no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	48	B	Lower Pliocene		50.9	53.4		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
6	48	B	Upper Miocene		53.4	58.4		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	48	B	Maestrichtian		58.4	71.9		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
6	49		Pleistocene		0.0	9.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	49		Lower Cretaceous	Upper Jurassic	17.4	18.0		no age given	no age given	no age given	  100	  149	124.5	Initial Reports of the DSDP
6	49	A	Lower Cretaceous	Upper Jurassic	5.2	19.8		no age given	no age given	no age given	  100	  149	124.5	Initial Reports of the DSDP
6	50		Lower Cretaceous	Upper Jurassic	38.1	44.8		no age given	no age given	no age given	  100	  149	124.5	Initial Reports of the DSDP
6	50	A	Pleistocene		4.9	23.2		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	50	A	Tertiary		23.2	32.3		no age given		no age given	  1.8	   65	 33.4	Initial Reports of the DSDP
6	50	A	Cretaceous		32.3	36.0		no age given		no age given	   65	  135	  100	Initial Reports of the DSDP
6	51		Lower Pliocene		114.0	121.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
6	51		Upper Miocene		121.0	123.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
6	51		Upper Cretaceous		125.0	125.5		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
6	51	A	Pleistocene		22.9	29.9		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
6	51	A	Upper Pliocene		29.9	32.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
6	52		Neogene		0.0	27.4		no age given		no age given	  1.8	 22.5	12.15	Initial Reports of the DSDP
6	52		Tertiary		28.0	57.9		no age given		no age given	  1.8	   65	 33.4	Initial Reports of the DSDP
6	52		Cretaceous		57.9	68.9		no age given		no age given	   65	  135	  100	Initial Reports of the DSDP
6	53		Middle Miocene		99.4	141.1		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
6	53		Lower Miocene		164.9	174.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
6	53		Upper Oligocene		192.9	194.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
