Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0007C-3H-4, 0.0 cm",NULL,32.789,32.92,32.789,32.92,"C0007C-3H-4, 1.5 cm",NULL,32.804,32.935,32.804,32.935,"C0007C-3H-4 WR, 0.0--1.5 cm",CKY000000000001343600,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-15T05:48:08Z,NULL,NULL,NULL,NULL,0.05543,0.72817,0.16605,1/20/2008,kuriharar,2008-01-31T07:44:08Z
"C0007C-3H-4, 0.7 cm",NULL,32.796,32.927,32.796,32.927,"C0007C-3H-4, 0.7 cm",NULL,32.796,32.927,32.796,32.927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2662705,2.218832,miyabes,2008-02-04T01:53:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-3H-5, 60.0 cm",NULL,33.571,33.74,33.571,33.74,"C0007C-3H-5, 61.5 cm",NULL,33.586,33.755,33.586,33.755,"C0007C-3H-5 WR, 60.0--61.5 cm",CKY000000000001358500,CARB,NULL,2,arito316,NULL,CKY,2008-01-15T20:40:10Z,NULL,NULL,NULL,NULL,0.06355,0.48997,0.06209,1/20/2008,kuriharar,2008-01-31T07:44:08Z
"C0007C-3H-5, 60.8 cm",NULL,33.579,33.748,33.579,33.748,"C0007C-3H-5, 60.8 cm",NULL,33.579,33.748,33.579,33.748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.06789096,0.5657353,miyabes,2008-02-04T01:53:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-6X-2, 75.5 cm",NULL,54.75,54.75,54.75,54.75,"C0007C-6X-2, 77.0 cm",NULL,54.765,54.765,54.765,54.765,"C0007C-6X-2 WR, 75.5--77.0 cm",CKY000000000001367800,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T02:30:43Z,NULL,NULL,NULL,NULL,0.05975,0.76521,0.04375,1/20/2008,kuriharar,2008-01-31T07:44:09Z
"C0007C-6X-2, 76.2 cm",NULL,54.757,54.757,54.757,54.757,"C0007C-6X-2, 76.2 cm",NULL,54.757,54.757,54.757,54.757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3689195,3.074206,miyabes,2008-02-04T01:53:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-6X-3, 0.0 cm",NULL,55.175,55.175,55.175,55.175,"C0007C-6X-3, 1.5 cm",NULL,55.19,55.19,55.19,55.19,"C0007C-6X-3 WR, 0.0--1.5 cm",CKY000000000001348900,CARB,NULL,2,arito316,NULL,CKY,2008-01-15T15:25:12Z,NULL,NULL,NULL,NULL,0.04987,0.4508,0.11485,1/20/2008,kuriharar,2008-01-31T07:44:09Z
"C0007C-6X-3, 0.7 cm",NULL,55.182,55.182,55.182,55.182,"C0007C-6X-3, 0.7 cm",NULL,55.182,55.182,55.182,55.182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1512431,1.260309,miyabes,2008-02-04T01:53:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-6X-4, 55.5 cm",NULL,55.95,55.95,55.95,55.95,"C0007C-6X-4, 57.0 cm",NULL,55.965,55.965,55.965,55.965,"C0007C-6X-4 WR, 55.5--57.0 cm",CKY000000000001368300,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T02:43:08Z,NULL,NULL,NULL,NULL,0.0521,0.50439,0.09025,1/20/2008,kuriharar,2008-01-31T07:44:09Z
"C0007C-6X-4, 56.3 cm",NULL,55.958,55.958,55.958,55.958,"C0007C-6X-4, 56.3 cm",NULL,55.958,55.958,55.958,55.958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.15915,1.326197,miyabes,2008-02-04T01:53:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-6X-CC, 22.5 cm",NULL,56.47,56.47,56.47,56.47,"C0007C-6X-CC, 24.0 cm",NULL,56.485,56.485,56.485,56.485,"C0007C-6X-CC WR, 22.5--24.0 cm",CKY000000000001369000,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T02:58:31Z,NULL,NULL,NULL,NULL,0.07348,0.88156,0.09272,1/20/2008,kuriharar,2008-01-31T07:44:09Z
"C0007C-6X-CC, 23.3 cm",NULL,56.478,56.478,56.478,56.478,"C0007C-6X-CC, 23.3 cm",NULL,56.478,56.478,56.478,56.478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3747765,3.123012,miyabes,2008-02-04T01:53:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-7X-1, 95.0 cm",NULL,63.04,63.04,63.04,63.04,"C0007C-7X-1, 96.5 cm",NULL,63.055,63.055,63.055,63.055,"C0007C-7X-1 WR, 95.0--96.5 cm",CKY000000000001371600,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T05:48:52Z,NULL,NULL,NULL,NULL,0.04292,0.39692,0.11937,1/20/2008,kuriharar,2008-01-31T07:44:10Z
"C0007C-7X-1, 95.7 cm",NULL,63.047,63.047,63.047,63.047,"C0007C-7X-1, 95.7 cm",NULL,63.047,63.047,63.047,63.047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1350446,1.125327,miyabes,2008-02-04T01:53:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-7X-3, 0.0 cm",NULL,64.68,64.68,64.68,64.68,"C0007C-7X-3, 1.5 cm",NULL,64.695,64.695,64.695,64.695,"C0007C-7X-3 WR, 0.0--1.5 cm",CKY000000000001354700,CARB,NULL,2,arito316,NULL,CKY,2008-01-15T19:19:57Z,NULL,NULL,NULL,NULL,0.05676,0.83249,0.15817,1/20/2008,kuriharar,2008-01-31T07:44:10Z
"C0007C-7X-3, 0.7 cm",NULL,64.687,64.687,64.687,64.687,"C0007C-7X-3, 0.7 cm",NULL,64.687,64.687,64.687,64.687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2585962,2.154882,miyabes,2008-02-04T01:53:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-7X-4, 39.0 cm",NULL,65.295,65.295,65.295,65.295,"C0007C-7X-4, 40.5 cm",NULL,65.31,65.31,65.31,65.31,"C0007C-7X-4 WR, 39.0--40.5 cm",CKY000000000001373400,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T06:17:03Z,NULL,NULL,NULL,NULL,0.05458,0.71483,0.12663,1/20/2008,kuriharar,2008-01-31T07:44:10Z
"C0007C-7X-4, 39.8 cm",NULL,65.303,65.303,65.303,65.303,"C0007C-7X-4, 39.8 cm",NULL,65.303,65.303,65.303,65.303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2843325,2.369343,miyabes,2008-02-04T01:53:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-7X-5, 102.0 cm",NULL,67.335,67.335,67.335,67.335,"C0007C-7X-5, 103.5 cm",NULL,67.35,67.35,67.35,67.35,"C0007C-7X-5 WR, 102.0--103.5 cm",CKY000000000001374100,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T07:05:33Z,NULL,NULL,NULL,NULL,0.05082,0.76358,0.15228,1/20/2008,kuriharar,2008-01-31T07:44:10Z
"C0007C-7X-5, 102.8 cm",NULL,67.343,67.343,67.343,67.343,"C0007C-7X-5, 102.8 cm",NULL,67.343,67.343,67.343,67.343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2878387,2.39856,miyabes,2008-02-04T01:53:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-8X-2, 15.0 cm",NULL,73.16,73.16,73.16,73.16,"C0007C-8X-2, 16.5 cm",NULL,73.175,73.175,73.175,73.175,"C0007C-8X-2 WR, 15.0--16.5 cm",CKY000000000001376300,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T10:34:35Z,NULL,NULL,NULL,NULL,0.03669,0.32252,0.10101,1/20/2008,kuriharar,2008-01-31T07:44:11Z
"C0007C-8X-2, 15.7 cm",NULL,73.167,73.167,73.167,73.167,"C0007C-8X-2, 15.7 cm",NULL,73.167,73.167,73.167,73.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.149618,1.246767,miyabes,2008-02-04T01:53:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-8X-3, 0.0 cm",NULL,74.415,74.415,74.415,74.415,"C0007C-8X-3, 1.5 cm",NULL,74.43,74.43,74.43,74.43,"C0007C-8X-3 WR, 0.0--1.5 cm",CKY000000000001357200,CARB,NULL,2,arito316,NULL,CKY,2008-01-15T20:28:55Z,NULL,NULL,NULL,NULL,0.03791,0.36951,0.13691,1/20/2008,kuriharar,2008-01-31T07:44:11Z
"C0007C-8X-3, 9.0 cm",NULL,74.505,74.505,74.505,74.505,"C0007C-8X-3, 9.0 cm",NULL,74.505,74.505,74.505,74.505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1001909,0.834891,miyabes,2008-02-04T01:53:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-8X-5, 64.0 cm",NULL,76.48,76.48,76.48,76.48,"C0007C-8X-5, 65.5 cm",NULL,76.495,76.495,76.495,76.495,"C0007C-8X-5 WR, 64.0--65.5 cm",CKY000000000001376900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T10:58:39Z,NULL,NULL,NULL,NULL,0.07085,0.90896,0.61785,1/20/2008,kuriharar,2008-01-31T07:44:11Z
"C0007C-8X-5, 64.7 cm",NULL,76.487,76.487,76.487,76.487,"C0007C-8X-5, 64.7 cm",NULL,76.487,76.487,76.487,76.487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1911501,1.592854,miyabes,2008-02-04T01:53:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-9X-1, 65.0 cm",NULL,81.717,81.74,81.717,81.74,"C0007C-9X-1, 66.5 cm",NULL,81.731,81.755,81.731,81.755,"C0007C-9X-1 WR, 65.0--66.5 cm",CKY000000000001380900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T12:10:24Z,NULL,NULL,NULL,NULL,0.08313,1.23129,0.09643,1/20/2008,kuriharar,2008-01-31T07:44:11Z
"C0007C-9X-1, 65.8 cm",NULL,81.725,81.748,81.725,81.748,"C0007C-9X-1, 65.8 cm",NULL,81.725,81.748,81.725,81.748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5182869,4.318885,miyabes,2008-02-04T01:53:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-9X-5, 0.0 cm",NULL,86.322,86.515,86.322,86.515,"C0007C-9X-5, 1.5 cm",NULL,86.337,86.53,86.337,86.53,"C0007C-9X-5 WR, 0.0--1.5 cm",CKY000000000001365500,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T01:48:01Z,NULL,NULL,NULL,NULL,0.0486,0.76724,0.1904,1/20/2008,kuriharar,2008-01-31T07:44:11Z
"C0007C-9X-5, 0.7 cm",NULL,86.329,86.522,86.329,86.522,"C0007C-9X-5, 0.7 cm",NULL,86.329,86.522,86.329,86.522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1957465,1.631156,miyabes,2008-02-04T01:53:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-9X-6, 40.0 cm",NULL,86.92,87.135,86.92,87.135,"C0007C-9X-6, 41.5 cm",NULL,86.935,87.15,86.935,87.15,"C0007C-9X-6 WR, 40.0--41.5 cm",CKY000000000001381500,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T12:38:20Z,NULL,NULL,NULL,NULL,0.05973,0.86632,0.21801,1/20/2008,kuriharar,2008-01-31T07:44:12Z
"C0007C-9X-6, 40.7 cm",NULL,86.927,87.142,86.927,87.142,"C0007C-9X-6, 40.7 cm",NULL,86.927,87.142,86.927,87.142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2902731,2.418845,miyabes,2008-02-04T01:53:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-10X-1, 111.0 cm",NULL,91.7,91.7,91.7,91.7,"C0007C-10X-1, 112.5 cm",NULL,91.715,91.715,91.715,91.715,"C0007C-10X-1 WR, 111.0--112.5 cm",CKY000000000001388000,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T16:20:25Z,NULL,NULL,NULL,NULL,0.06441,0.55079,0.06692,1/20/2008,kuriharar,2008-01-31T07:44:12Z
"C0007C-10X-1, 111.7 cm",NULL,91.707,91.707,91.707,91.707,"C0007C-10X-1, 111.7 cm",NULL,91.707,91.707,91.707,91.707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1540553,1.283743,miyabes,2008-02-04T01:53:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-10X-2, 0.0 cm",NULL,91.995,91.995,91.995,91.995,"C0007C-10X-2, 1.5 cm",NULL,92.01,92.01,92.01,92.01,"C0007C-10X-2 WR, 0.0--1.5 cm",CKY000000000001370500,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-16T04:23:25Z,NULL,NULL,NULL,NULL,0.06857,0.82181,0.14699,1/20/2008,kuriharar,2008-01-31T07:44:12Z
"C0007C-10X-2, 0.7 cm",NULL,92.002,92.002,92.002,92.002,"C0007C-10X-2, 0.7 cm",NULL,92.002,92.002,92.002,92.002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2376356,1.980217,miyabes,2008-02-04T01:53:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-10X-CC, 6.0 cm",NULL,94.305,94.305,94.305,94.305,"C0007C-10X-CC, 7.5 cm",NULL,94.32,94.32,94.32,94.32,"C0007C-10X-CC WR, 6.0--7.5 cm",CKY000000000001388700,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T16:35:39Z,NULL,NULL,NULL,NULL,0.02662,0.2169,0.04922,1/20/2008,kuriharar,2008-01-31T07:44:12Z
"C0007C-10X-CC, 6.8 cm",NULL,94.313,94.313,94.313,94.313,"C0007C-10X-CC, 6.8 cm",NULL,94.313,94.313,94.313,94.313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10164,0.846966,miyabes,2008-02-04T01:53:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-11X-1, 22.5 cm",NULL,100.315,100.315,100.315,100.315,"C0007C-11X-1, 24.0 cm",NULL,100.33,100.33,100.33,100.33,"C0007C-11X-1 WR, 22.5--24.0 cm",CKY000000000001396300,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T21:43:23Z,NULL,NULL,NULL,NULL,0.04619,0.45537,0.38164,1/20/2008,kuriharar,2008-01-31T07:44:13Z
"C0007C-11X-1, 23.3 cm",NULL,100.323,100.323,100.323,100.323,"C0007C-11X-1, 23.3 cm",NULL,100.323,100.323,100.323,100.323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.127574,1.063074,miyabes,2008-02-04T01:53:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-11X-2, 56.0 cm",NULL,102.07,102.07,102.07,102.07,"C0007C-11X-2, 57.5 cm",NULL,102.085,102.085,102.085,102.085,"C0007C-11X-2 WR, 56.0--57.5 cm",CKY000000000001396900,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T22:03:47Z,NULL,NULL,NULL,NULL,0.07479,0.81201,0.11057,1/20/2008,kuriharar,2008-01-31T07:44:13Z
"C0007C-11X-2, 56.7 cm",NULL,102.077,102.077,102.077,102.077,"C0007C-11X-2, 56.7 cm",NULL,102.077,102.077,102.077,102.077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2716711,2.263835,miyabes,2008-02-04T01:53:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-11X-3, 0.0 cm",NULL,102.7,102.7,102.7,102.7,"C0007C-11X-3, 1.5 cm",NULL,102.715,102.715,102.715,102.715,"C0007C-11X-3 WR, 0.0--1.5 cm",CKY000000000001389400,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T17:10:35Z,NULL,NULL,NULL,NULL,0.03603,0.32346,0.05499,1/20/2008,kuriharar,2008-01-31T07:44:13Z
"C0007C-11X-3, 0.7 cm",NULL,102.707,102.707,102.707,102.707,"C0007C-11X-3, 0.7 cm",NULL,102.707,102.707,102.707,102.707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1328605,1.107126,miyabes,2008-02-04T01:53:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-11X-4, 67.0 cm",NULL,103.605,103.605,103.605,103.605,"C0007C-11X-4, 68.5 cm",NULL,103.62,103.62,103.62,103.62,"C0007C-11X-4 WR, 67.0--68.5 cm",CKY000000000001397600,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T22:19:59Z,NULL,NULL,NULL,NULL,0.03801,0.59602,0.69603,1/20/2008,kuriharar,2008-01-31T07:44:13Z
"C0007C-11X-4, 67.8 cm",NULL,103.613,103.613,103.613,103.613,"C0007C-11X-4, 67.8 cm",NULL,103.613,103.613,103.613,103.613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3178299,2.648477,miyabes,2008-02-04T01:53:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-11X-CC, 21.0 cm",NULL,103.83,103.83,103.83,103.83,"C0007C-11X-CC, 22.5 cm",NULL,103.845,103.845,103.845,103.845,"C0007C-11X-CC WR, 21.0--22.5 cm",CKY000000000001395700,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T21:29:31Z,NULL,NULL,NULL,NULL,0.02392,0.18644,0.08199,1/20/2008,kuriharar,2008-01-31T07:44:14Z
"C0007C-11X-CC, 21.8 cm",NULL,103.838,103.838,103.838,103.838,"C0007C-11X-CC, 21.8 cm",NULL,103.838,103.838,103.838,103.838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08133821,0.6777914,miyabes,2008-02-04T01:53:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-14X-2, 0.0 cm",NULL,129.725,129.725,129.725,129.725,"C0007C-14X-2, 1.5 cm",NULL,129.74,129.74,129.74,129.74,"C0007C-14X-2 WR, 0.0--1.5 cm",CKY000000000001394800,CARB,NULL,2,arito316,NULL,CKY,2008-01-16T20:23:29Z,NULL,NULL,NULL,NULL,0.03902,0.52469,0.17581,1/20/2008,kuriharar,2008-01-31T07:44:14Z
"C0007C-14X-2, 0.7 cm",NULL,129.732,129.732,129.732,129.732,"C0007C-14X-2, 0.7 cm",NULL,129.732,129.732,129.732,129.732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1440772,1.200595,miyabes,2008-02-04T01:53:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007C-16H-2, 0.0 cm",NULL,148.995,148.995,148.995,148.995,"C0007C-16H-2, 1.5 cm",NULL,149.01,149.01,149.01,149.01,"C0007C-16H-2 WR, 0.0--1.5 cm",CKY000000000001403000,CARB,NULL,2,arito316,NULL,CKY,2008-01-17T01:36:31Z,NULL,NULL,NULL,NULL,0.01633,0.12234,0.11751,1/20/2008,kuriharar,2008-01-31T07:44:14Z
"C0007C-16H-2, 0.7 cm",NULL,149.002,149.002,149.002,149.002,"C0007C-16H-2, 0.7 cm",NULL,149.002,149.002,149.002,149.002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03639764,0.3033015,miyabes,2008-02-04T01:53:48Z,NULL,NULL,NULL,NULL,NULL,NULL
