Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0013G-1H-2, 74.0 cm",NULL,8.71,8.71,8.71,8.71,"C0013G-1H-2, 76.0 cm",NULL,8.73,8.73,8.73,8.73,"C0013G-1H-2 W, 74.0--76.0 cm",CKY000000000003479000,CARB,NULL,5,steven331,NULL,CKY,2010-09-24T17:45:37Z,NULL,NULL,NULL,NULL,0.01296,0.04066,10.42336,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013G-1H-2, 75.0 cm",NULL,8.72,8.72,8.72,8.72,"C0013G-1H-2, 75.0 cm",NULL,8.72,8.72,8.72,8.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0062,0.0517,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
