Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0007D-18R-1, 62.0 cm",NULL,332.62,332.62,332.62,332.62,"C0007D-18R-1, 63.5 cm",NULL,332.635,332.635,332.635,332.635,"C0007D-18R-1 WR, 62.0--63.5 cm",CKY000000000001447800,CARB,NULL,2,arito316,NULL,CKY,2008-01-21T19:27:45Z,NULL,NULL,NULL,NULL,0.05723,1.16066,0.08103,1/25/2008,kuriharar,2008-01-31T07:44:30Z
"C0007D-18R-1, 62.7 cm",NULL,332.627,332.627,332.627,332.627,"C0007D-18R-1, 62.7 cm",NULL,332.627,332.627,332.627,332.627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6883485,5.736008,miyabes,2008-02-04T01:53:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-19R-1, 31.0 cm",NULL,341.81,341.81,341.81,341.81,"C0007D-19R-1, 32.5 cm",NULL,341.825,341.825,341.825,341.825,"C0007D-19R-1 WR, 31.0--32.5 cm",CKY000000000001451100,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T01:44:06Z,NULL,NULL,NULL,NULL,0.05301,0.80113,0.09431,1/25/2008,kuriharar,2008-01-31T07:44:31Z
"C0007D-19R-1, 31.7 cm",NULL,341.817,341.817,341.817,341.817,"C0007D-19R-1, 31.7 cm",NULL,341.817,341.817,341.817,341.817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4172443,3.476896,miyabes,2008-02-04T01:53:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-20R-1, 84.5 cm",NULL,351.845,351.845,351.845,351.845,"C0007D-20R-1, 86.0 cm",NULL,351.86,351.86,351.86,351.86,"C0007D-20R-1 WR, 84.5--86.0 cm",CKY000000000001456900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-22T06:55:08Z,NULL,NULL,NULL,NULL,0.04827,0.28943,0.06378,1/25/2008,kuriharar,2008-01-31T07:44:31Z
"C0007D-20R-1, 85.3 cm",NULL,351.853,351.853,351.853,351.853,"C0007D-20R-1, 85.3 cm",NULL,351.853,351.853,351.853,351.853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02708472,0.225697,miyabes,2008-02-04T01:53:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-21R-1, 57.0 cm",NULL,361.07,361.07,361.07,361.07,"C0007D-21R-1, 58.5 cm",NULL,361.085,361.085,361.085,361.085,"C0007D-21R-1 WR, 57.0--58.5 cm",CKY000000000001459700,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-22T10:26:05Z,NULL,NULL,NULL,NULL,0.03628,0.16699,0.03258,1/25/2008,kuriharar,2008-01-31T07:44:31Z
"C0007D-21R-1, 57.7 cm",NULL,361.077,361.077,361.077,361.077,"C0007D-21R-1, 57.7 cm",NULL,361.077,361.077,361.077,361.077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.06184465,0.5153515,miyabes,2008-02-04T01:53:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-22R-1, 47.0 cm",NULL,370.47,370.47,370.47,370.47,"C0007D-22R-1, 48.5 cm",NULL,370.485,370.485,370.485,370.485,"C0007D-22R-1 WR, 47.0--48.5 cm",CKY000000000001473200,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T21:35:19Z,NULL,NULL,NULL,NULL,0.06197,0.82925,0.33598,1/25/2008,kuriharar,2008-01-31T07:44:31Z
"C0007D-22R-1, 47.7 cm",NULL,370.477,370.477,370.477,370.477,"C0007D-22R-1, 47.7 cm",NULL,370.477,370.477,370.477,370.477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.476737,3.97265,miyabes,2008-02-04T01:53:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-22R-2, 78.0 cm",NULL,372.19,372.19,372.19,372.19,"C0007D-22R-2, 112.0 cm",NULL,372.53,372.53,372.53,372.53,"C0007D-22R-2 WR, 78.0--112.0 cm",CKY000000000001462600,CARB,NULL,2,chesterf316,integrated,CKY,2008-01-22T11:39:42Z,NULL,NULL,NULL,NULL,0.04393,0.89209,0.33399,1/25/2008,kuriharar,2008-01-31T07:44:32Z
"C0007D-22R-2, 95.0 cm",NULL,372.36,372.36,372.36,372.36,"C0007D-22R-2, 95.0 cm",NULL,372.36,372.36,372.36,372.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6704337,5.586724,miyabes,2008-02-04T01:53:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-22R-3, 97.0 cm",NULL,373.79,373.79,373.79,373.79,"C0007D-22R-3, 98.5 cm",NULL,373.805,373.805,373.805,373.805,"C0007D-22R-3 WR, 97.0--98.5 cm",CKY000000000001474500,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T22:22:29Z,NULL,NULL,NULL,NULL,0.06036,0.44282,0.2413,1/25/2008,kuriharar,2008-01-31T07:44:32Z
"C0007D-22R-3, 97.8 cm",NULL,373.798,373.798,373.798,373.798,"C0007D-22R-3, 97.8 cm",NULL,373.798,373.798,373.798,373.798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09567454,0.797256,miyabes,2008-02-04T01:53:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-23R-2, 23.0 cm",NULL,381.135,381.135,381.135,381.135,"C0007D-23R-2, 24.5 cm",NULL,381.15,381.15,381.15,381.15,"C0007D-23R-2 WR, 23.0--24.5 cm",CKY000000000001477300,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T23:56:39Z,NULL,NULL,NULL,NULL,0.06927,0.84127,0.33004,1/25/2008,kuriharar,2008-01-31T07:44:32Z
"C0007D-23R-2, 23.7 cm",NULL,381.142,381.142,381.142,381.142,"C0007D-23R-2, 23.7 cm",NULL,381.142,381.142,381.142,381.142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4129732,3.441306,miyabes,2008-02-04T01:53:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-23R-2, 113.0 cm",NULL,382.035,382.035,382.035,382.035,"C0007D-23R-2, 114.5 cm",NULL,382.05,382.05,382.05,382.05,"C0007D-23R-2 WR, 113.0--114.5 cm",CKY000000000001478000,CARB,NULL,2,arito316,NULL,CKY,2008-01-23T00:07:20Z,NULL,NULL,NULL,NULL,0.06472,0.39775,0.78477,1/25/2008,kuriharar,2008-01-31T07:44:32Z
"C0007D-23R-2, 113.8 cm",NULL,382.043,382.043,382.043,382.043,"C0007D-23R-2, 113.8 cm",NULL,382.043,382.043,382.043,382.043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03583189,0.2985871,miyabes,2008-02-04T01:53:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-23R-3, 62.0 cm",NULL,382.955,382.955,382.955,382.955,"C0007D-23R-3, 63.5 cm",NULL,382.97,382.97,382.97,382.97,"C0007D-23R-3 WR, 62.0--63.5 cm",CKY000000000001467700,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T15:28:53Z,NULL,NULL,NULL,NULL,0.04439,0.36525,0.37486,1/25/2008,kuriharar,2008-01-31T07:44:32Z
"C0007D-23R-3, 62.7 cm",NULL,382.962,382.962,382.962,382.962,"C0007D-23R-3, 62.7 cm",NULL,382.962,382.962,382.962,382.962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1232996,1.027455,miyabes,2008-02-04T01:53:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-23R-4, 14.0 cm",NULL,383.885,383.885,383.885,383.885,"C0007D-23R-4, 15.5 cm",NULL,383.9,383.9,383.9,383.9,"C0007D-23R-4 WR, 14.0--15.5 cm",CKY000000000001479200,CARB,NULL,2,arito316,NULL,CKY,2008-01-23T00:59:16Z,NULL,NULL,NULL,NULL,0.07137,0.7187,0.35286,1/25/2008,kuriharar,2008-01-31T07:44:33Z
"C0007D-23R-4, 14.7 cm",NULL,383.892,383.892,383.892,383.892,"C0007D-23R-4, 14.7 cm",NULL,383.892,383.892,383.892,383.892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2354292,1.961831,miyabes,2008-02-04T01:53:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-24R-1, 16.5 cm",NULL,389.165,389.165,389.165,389.165,"C0007D-24R-1, 18.0 cm",NULL,389.18,389.18,389.18,389.18,"C0007D-24R-1 WR, 16.5--18.0 cm",CKY000000000001479700,CARB,NULL,2,arito316,NULL,CKY,2008-01-23T01:58:55Z,NULL,NULL,NULL,NULL,0.06841,1.06965,0.11644,1/25/2008,kuriharar,2008-01-31T07:44:33Z
"C0007D-24R-1, 17.2 cm",NULL,389.172,389.172,389.172,389.172,"C0007D-24R-1, 17.2 cm",NULL,389.172,389.172,389.172,389.172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6056451,5.04684,miyabes,2008-02-04T01:53:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-24R-2, 105.5 cm",NULL,391.465,391.465,391.465,391.465,"C0007D-24R-2, 107.0 cm",NULL,391.48,391.48,391.48,391.48,"C0007D-24R-2 WR, 105.5--107.0 cm",CKY000000000001489200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-23T07:30:57Z,NULL,NULL,NULL,NULL,0.0664,0.45823,0.12517,1/25/2008,kuriharar,2008-01-31T07:44:33Z
"C0007D-24R-2, 106.3 cm",NULL,391.473,391.473,391.473,391.473,"C0007D-24R-2, 106.3 cm",NULL,391.473,391.473,391.473,391.473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05933296,0.4944216,miyabes,2008-02-04T01:53:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-24R-3, 66.5 cm",NULL,392.505,392.505,392.505,392.505,"C0007D-24R-3, 68.0 cm",NULL,392.52,392.52,392.52,392.52,"C0007D-24R-3 WR, 66.5--68.0 cm",CKY000000000001469300,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T16:23:15Z,NULL,NULL,NULL,NULL,0.07385,0.52789,0.15339,1/25/2008,kuriharar,2008-01-31T07:44:34Z
"C0007D-24R-3, 67.3 cm",NULL,392.513,392.513,392.513,392.513,"C0007D-24R-3, 67.3 cm",NULL,392.513,392.513,392.513,392.513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04244469,0.3536916,miyabes,2008-02-04T01:53:59Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-24R-3, 98.5 cm",NULL,392.825,392.825,392.825,392.825,"C0007D-24R-3, 100.0 cm",NULL,392.84,392.84,392.84,392.84,"C0007D-24R-3 WR, 98.5--100.0 cm",CKY000000000001468700,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T16:18:37Z,NULL,NULL,NULL,NULL,0.05829,0.36855,0.22685,1/25/2008,kuriharar,2008-01-31T07:44:33Z
"C0007D-24R-3, 99.3 cm",NULL,392.833,392.833,392.833,392.833,"C0007D-24R-3, 99.3 cm",NULL,392.833,392.833,392.833,392.833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02492796,0.2077247,miyabes,2008-02-04T01:53:59Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-24R-5, 42.0 cm",NULL,395.085,395.085,395.085,395.085,"C0007D-24R-5, 43.5 cm",NULL,395.1,395.1,395.1,395.1,"C0007D-24R-5 WR, 42.0--43.5 cm",CKY000000000001490000,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-23T08:10:28Z,NULL,NULL,NULL,NULL,0.07685,0.61165,0.43184,1/25/2008,kuriharar,2008-01-31T07:44:34Z
"C0007D-24R-5, 42.8 cm",NULL,395.093,395.093,395.093,395.093,"C0007D-24R-5, 42.8 cm",NULL,395.093,395.093,395.093,395.093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07624278,0.6353312,miyabes,2008-02-04T01:53:59Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-25R-2, 80.0 cm",NULL,400.73,400.73,400.73,400.73,"C0007D-25R-2, 81.5 cm",NULL,400.745,400.745,400.745,400.745,"C0007D-25R-2 WR, 80.0--81.5 cm",CKY000000000001491200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-23T11:24:42Z,NULL,NULL,NULL,NULL,0.06805,0.49558,0.23908,1/25/2008,kuriharar,2008-01-31T07:44:34Z
"C0007D-25R-2, 80.8 cm",NULL,400.738,400.738,400.738,400.738,"C0007D-25R-2, 80.8 cm",NULL,400.738,400.738,400.738,400.738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0934158,0.7784339,miyabes,2008-02-04T01:53:59Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0007D-25R-3, 50.0 cm",NULL,401.865,401.865,401.865,401.865,"C0007D-25R-3, 51.5 cm",NULL,401.88,401.88,401.88,401.88,"C0007D-25R-3 WR, 50.0--51.5 cm",CKY000000000001470900,CARB,NULL,2,arito316,NULL,CKY,2008-01-22T20:03:49Z,NULL,NULL,NULL,NULL,0.07822,0.57062,0.4886,1/25/2008,kuriharar,2008-01-31T07:44:34Z
