Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0008C-16H-5, 0.7 cm",NULL,110.778,112.352,110.778,112.352,"C0008C-16H-5, 0.7 cm",NULL,110.778,112.352,110.778,112.352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02535425,0.2112769,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-18H-1, 35.5 cm",NULL,120.089,120.245,120.089,120.245,"C0008C-18H-1, 37.0 cm",NULL,120.097,120.26,120.097,120.26,"C0008C-18H-1 WR, 35.5--37.0 cm",CKY000000000001814600,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T14:32:36Z,NULL,NULL,NULL,NULL,0.06814,0.59339,0.39609,2/4/2008,kuriharar,2008-02-05T01:05:33Z
"C0008C-18H-1, 36.3 cm",NULL,120.093,120.253,120.093,120.253,"C0008C-18H-1, 36.3 cm",NULL,120.093,120.253,120.093,120.253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1412259,1.176836,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-18H-4, 42.0 cm",NULL,122.342,124.265,122.342,124.265,"C0008C-18H-4, 43.5 cm",NULL,122.35,124.28,122.35,124.28,"C0008C-18H-4 WR, 42.0--43.5 cm",CKY000000000001815200,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T14:37:47Z,NULL,NULL,NULL,NULL,0.05459,0.65472,0.73421,2/4/2008,kuriharar,2008-02-05T01:05:33Z
"C0008C-18H-4, 42.3 cm",NULL,122.343,124.268,122.343,124.268,"C0008C-18H-4, 42.3 cm",NULL,122.343,124.268,122.343,124.268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1873888,1.561511,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-18H-6, 0.0 cm",NULL,123.44,126.225,123.44,126.225,"C0008C-18H-6, 1.5 cm",NULL,123.448,126.24,123.448,126.24,"C0008C-18H-6 WR, 0.0--1.5 cm",CKY000000000001772400,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T19:15:55Z,NULL,NULL,NULL,NULL,0.05472,0.42657,0.51291,2/3/2008,kuriharar,2008-02-05T01:05:34Z
"C0008C-18H-6, 0.7 cm",NULL,123.444,126.232,123.444,126.232,"C0008C-18H-6, 0.7 cm",NULL,123.444,126.232,123.444,126.232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1468265,1.223505,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-21H-4, 39.5 cm",NULL,133.945,133.945,133.945,133.945,"C0008C-21H-4, 41.0 cm",NULL,133.96,133.96,133.96,133.96,"C0008C-21H-4 WR, 39.5--41.0 cm",CKY000000000001825200,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T20:10:30Z,NULL,NULL,NULL,NULL,0.0561,0.58887,0.65888,2/4/2008,kuriharar,2008-02-05T01:05:34Z
"C0008C-21H-4, 40.3 cm",NULL,133.953,133.953,133.953,133.953,"C0008C-21H-4, 40.3 cm",NULL,133.953,133.953,133.953,133.953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2254857,1.878973,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-21H-5, 0.0 cm",NULL,134.4,134.4,134.4,134.4,"C0008C-21H-5, 1.5 cm",NULL,134.415,134.415,134.415,134.415,"C0008C-21H-5 WR, 0.0--1.5 cm",CKY000000000001783000,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T00:49:23Z,NULL,NULL,NULL,NULL,0.06879,1.00663,0.33026,2/4/2008,kuriharar,2008-02-05T01:05:34Z
"C0008C-21H-5, 0.7 cm",NULL,134.407,134.407,134.407,134.407,"C0008C-21H-5, 0.7 cm",NULL,134.407,134.407,134.407,134.407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4801002,4.000675,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-22X-5, 0.0 cm",NULL,143.938,144.075,143.938,144.075,"C0008C-22X-5, 1.5 cm",NULL,143.952,144.09,143.952,144.09,"C0008C-22X-5 WR, 0.0--1.5 cm",CKY000000000001796400,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T07:52:57Z,NULL,NULL,NULL,NULL,0.06384,0.96934,0.47443,2/4/2008,kuriharar,2008-02-05T01:05:34Z
"C0008C-22X-5, 0.7 cm",NULL,143.944,144.082,143.944,144.082,"C0008C-22X-5, 0.7 cm",NULL,143.944,144.082,143.944,144.082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5359344,4.465942,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-23X-4, 0.0 cm",NULL,150.375,150.375,150.375,150.375,"C0008C-23X-4, 1.5 cm",NULL,150.39,150.39,150.39,150.39,"C0008C-23X-4 WR, 0.0--1.5 cm",CKY000000000001796900,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T07:57:21Z,NULL,NULL,NULL,NULL,0.05254,0.64063,0.60318,2/4/2008,kuriharar,2008-02-05T01:05:35Z
"C0008C-23X-4, 0.7 cm",NULL,150.382,150.382,150.382,150.382,"C0008C-23X-4, 0.7 cm",NULL,150.382,150.382,150.382,150.382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2965934,2.471513,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-23X-6, 107.5 cm",NULL,152.775,152.775,152.775,152.775,"C0008C-23X-6, 109.0 cm",NULL,152.79,152.79,152.79,152.79,"C0008C-23X-6 WR, 107.5--109.0 cm",CKY000000000001827300,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T22:04:12Z,NULL,NULL,NULL,NULL,0.06108,0.7717,0.5669,2/4/2008,kuriharar,2008-02-05T01:05:35Z
"C0008C-23X-6, 108.2 cm",NULL,152.782,152.782,152.782,152.782,"C0008C-23X-6, 108.2 cm",NULL,152.782,152.782,152.782,152.782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4204504,3.503613,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-24X-3, 97.5 cm",NULL,160.589,160.625,160.589,160.625,"C0008C-24X-3, 99.0 cm",NULL,160.603,160.64,160.603,160.64,"C0008C-24X-3 WR, 97.5--99.0 cm",CKY000000000001830000,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T23:27:55Z,NULL,NULL,NULL,NULL,0.05962,0.38373,0.66567,2/4/2008,kuriharar,2008-02-05T01:05:35Z
"C0008C-24X-3, 98.3 cm",NULL,160.596,160.633,160.596,160.633,"C0008C-24X-3, 98.3 cm",NULL,160.596,160.633,160.596,160.633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07223992,0.6019753,miyabes,2008-02-05T00:30:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-24X-4, 0.0 cm",NULL,160.92,160.96,160.92,160.96,"C0008C-24X-4, 1.5 cm",NULL,160.935,160.975,160.935,160.975,"C0008C-24X-4 W, 0.0--1.5 cm",CKY000000000001805100,CARB,NULL,2,jiangtao316,NULL,CKY,2008-02-02T11:09:27Z,NULL,NULL,NULL,NULL,0.05369,0.61697,0.98624,2/4/2008,kuriharar,2008-02-05T01:05:35Z
"C0008C-24X-4, 0.7 cm",NULL,160.927,160.967,160.927,160.967,"C0008C-24X-4, 0.7 cm",NULL,160.927,160.967,160.927,160.967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2833971,2.361548,miyabes,2008-02-05T00:30:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-24X-10, 20.0 cm",NULL,166.36,166.46,166.36,166.46,"C0008C-24X-10, 21.5 cm",NULL,166.375,166.475,166.375,166.475,"C0008C-24X-10 WR, 20.0--21.5 cm",CKY000000000001830600,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T23:53:04Z,NULL,NULL,NULL,NULL,0.06569,0.6996,0.89675,2/4/2008,kuriharar,2008-02-05T01:05:36Z
"C0008C-24X-10, 20.7 cm",NULL,166.367,166.467,166.367,166.467,"C0008C-24X-10, 20.7 cm",NULL,166.367,166.467,166.367,166.467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3399434,2.832748,miyabes,2008-02-05T00:30:45Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-25X-9, 0.0 cm",NULL,171.59,171.59,171.59,171.59,"C0008C-25X-9, 1.5 cm",NULL,171.605,171.605,171.605,171.605,"C0008C-25X-9 WR, 0.0--1.5 cm",CKY000000000001812200,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T13:58:43Z,NULL,NULL,NULL,NULL,0.05676,1.01493,0.86793,2/4/2008,kuriharar,2008-02-05T01:05:36Z
"C0008C-25X-9, 0.7 cm",NULL,171.597,171.597,171.597,171.597,"C0008C-25X-9, 0.7 cm",NULL,171.597,171.597,171.597,171.597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6662516,5.551875,miyabes,2008-02-05T00:30:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-25X-10, 30.5 cm",NULL,172.225,172.225,172.225,172.225,"C0008C-25X-10, 32.0 cm",NULL,172.24,172.24,172.24,172.24,"C0008C-25X-10 WR, 30.5--32.0 cm",CKY000000000001831900,CARB,NULL,2,arito316,NULL,CKY,2008-02-03T01:38:34Z,NULL,NULL,NULL,NULL,0.05595,0.46358,1.45965,2/4/2008,kuriharar,2008-02-05T01:05:36Z
"C0008C-25X-10, 31.3 cm",NULL,172.233,172.233,172.233,172.233,"C0008C-25X-10, 31.3 cm",NULL,172.233,172.233,172.233,172.233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1412263,1.176839,miyabes,2008-02-05T00:30:46Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-25X-11, 94.5 cm",NULL,173.86,173.86,173.86,173.86,"C0008C-25X-11, 96.0 cm",NULL,173.875,173.875,173.875,173.875,"C0008C-25X-11 WR, 94.5--96.0 cm",CKY000000000001834300,CARB,NULL,2,arito316,NULL,CKY,2008-02-03T02:19:03Z,NULL,NULL,NULL,NULL,0.04793,0.44205,1.18802,2/4/2008,kuriharar,2008-02-05T01:05:36Z
"C0008C-25X-11, 95.2 cm",NULL,173.867,173.867,173.867,173.867,"C0008C-25X-11, 95.2 cm",NULL,173.867,173.867,173.867,173.867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2064205,1.720102,miyabes,2008-02-05T00:30:46Z,NULL,NULL,NULL,NULL,NULL,NULL
