Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0006F-2R-2, 0.0 cm",NULL,405.52,405.52,405.52,405.52,"C0006F-2R-2, 1.5 cm",NULL,405.535,405.535,405.535,405.535,"C0006F-2R-2 WR, 0.0--1.5 cm",CKY000000000001251100,CARB,NULL,2,arito316,NULL,CKY,2008-01-08T22:38:59Z,NULL,NULL,NULL,NULL,0.05257,0.58585,0.05653,1/14/2008,kuriharar,2008-01-31T07:43:24Z
"C0006F-2R-2, 0.7 cm",NULL,405.527,405.527,405.527,405.527,"C0006F-2R-2, 0.7 cm",NULL,405.527,405.527,405.527,405.527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2517238,2.097614,miyabes,2008-02-04T01:53:41Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-3R-1, 0.0 cm",NULL,414,414,414,414,"C0006F-3R-1, 1.5 cm",NULL,414.015,414.015,414.015,414.015,"C0006F-3R-1 WR, 0.0--1.5 cm",CKY000000000001252100,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T02:20:31Z,NULL,NULL,NULL,NULL,0.05808,0.60212,0.03753,1/14/2008,kuriharar,2008-01-31T07:43:24Z
"C0006F-3R-1, 0.7 cm",NULL,414.007,414.007,414.007,414.007,"C0006F-3R-1, 0.7 cm",NULL,414.007,414.007,414.007,414.007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2724448,2.270282,miyabes,2008-02-04T01:53:41Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-4R-2, 33.0 cm",NULL,425.235,425.235,425.235,425.235,"C0006F-4R-2, 34.5 cm",NULL,425.25,425.25,425.25,425.25,"C0006F-4R-2 WR, 33.0--34.5 cm",CKY000000000001260300,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-09T14:59:21Z,NULL,NULL,NULL,NULL,0.05842,0.60029,0.47692,1/14/2008,kuriharar,2008-01-31T07:43:25Z
"C0006F-4R-2, 33.8 cm",NULL,425.243,425.243,425.243,425.243,"C0006F-4R-2, 33.8 cm",NULL,425.243,425.243,425.243,425.243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2980412,2.483577,miyabes,2008-02-04T01:53:41Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-5R-1, 117.0 cm",NULL,434.17,434.17,434.17,434.17,"C0006F-5R-1, 118.5 cm",NULL,434.185,434.185,434.185,434.185,"C0006F-5R-1 WR, 117.0--118.5 cm",CKY000000000001260800,CARB,NULL,2,chesterf316,integrated over length,CKY,2008-01-09T15:02:12Z,NULL,NULL,NULL,NULL,0.04694,0.48167,0.14399,1/14/2008,kuriharar,2008-01-31T07:43:25Z
"C0006F-5R-1, 117.8 cm",NULL,434.178,434.178,434.178,434.178,"C0006F-5R-1, 117.8 cm",NULL,434.178,434.178,434.178,434.178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1249367,1.041098,miyabes,2008-02-04T01:53:42Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-6R-1, 120.0 cm",NULL,439.2,439.2,439.2,439.2,"C0006F-6R-1, 121.5 cm",NULL,439.215,439.215,439.215,439.215,"C0006F-6R-1 WR, 120.0--121.5 cm",CKY000000000001261300,CARB,NULL,2,chesterf316,Integrated over length,CKY,2008-01-09T15:04:22Z,NULL,NULL,NULL,NULL,0.05185,1.00604,0.06956,1/14/2008,kuriharar,2008-01-31T07:43:25Z
"C0006F-6R-1, 120.7 cm",NULL,439.207,439.207,439.207,439.207,"C0006F-6R-1, 120.7 cm",NULL,439.207,439.207,439.207,439.207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6955332,5.795878,miyabes,2008-02-04T01:53:42Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-7R-1, 90.0 cm",NULL,448.4,448.4,448.4,448.4,"C0006F-7R-1, 91.5 cm",NULL,448.415,448.415,448.415,448.415,"C0006F-7R-1 WR, 90.0--91.5 cm",CKY000000000001262300,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T15:51:22Z,NULL,NULL,NULL,NULL,0.04438,1.19734,0.1,1/14/2008,kuriharar,2008-01-31T07:43:25Z
"C0006F-7R-1, 90.8 cm",NULL,448.408,448.408,448.408,448.408,"C0006F-7R-1, 90.8 cm",NULL,448.408,448.408,448.408,448.408,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.94489,7.873768,miyabes,2008-02-04T01:53:42Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-8R-1, 12.5 cm",NULL,457.125,457.125,457.125,457.125,"C0006F-8R-1, 14.0 cm",NULL,457.14,457.14,457.14,457.14,"C0006F-8R-1 WR, 12.5--14.0 cm",CKY000000000001269400,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T23:59:28Z,NULL,NULL,NULL,NULL,0.06761,0.4828,0.15444,1/14/2008,kuriharar,2008-01-31T07:43:26Z
"C0006F-8R-1, 13.2 cm",NULL,457.132,457.132,457.132,457.132,"C0006F-8R-1, 13.2 cm",NULL,457.132,457.132,457.132,457.132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0397024,0.3308401,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-8R-1, 103.0 cm",NULL,458.03,458.03,458.03,458.03,"C0006F-8R-1, 104.5 cm",NULL,458.045,458.045,458.045,458.045,"C0006F-8R-1 WR, 103.0--104.5 cm",CKY000000000001264200,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T19:32:41Z,NULL,NULL,NULL,NULL,0.0683,0.46932,0.2386,1/14/2008,kuriharar,2008-01-31T07:43:26Z
"C0006F-8R-1, 103.8 cm",NULL,458.038,458.038,458.038,458.038,"C0006F-8R-1, 103.8 cm",NULL,458.038,458.038,458.038,458.038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03299375,0.2749369,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-8R-2, 42.5 cm",NULL,458.835,458.835,458.835,458.835,"C0006F-8R-2, 44.0 cm",NULL,458.85,458.85,458.85,458.85,"C0006F-8R-2 WR, 42.5--44.0 cm",CKY000000000001264600,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T19:32:42Z,NULL,NULL,NULL,NULL,0.06114,0.99335,0.16163,1/14/2008,kuriharar,2008-01-31T07:43:26Z
