Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0006F-8R-2, 43.3 cm",NULL,458.843,458.843,458.843,458.843,"C0006F-8R-2, 43.3 cm",NULL,458.843,458.843,458.843,458.843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6189832,5.157987,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-9R-1, 53.5 cm",NULL,467.035,467.035,467.035,467.035,"C0006F-9R-1, 55.0 cm",NULL,467.05,467.05,467.05,467.05,"C0006F-9R-1 WR, 53.5--55.0 cm",CKY000000000001267600,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T22:05:45Z,NULL,NULL,NULL,NULL,0.06512,0.46741,0.17361,1/14/2008,kuriharar,2008-01-31T07:43:27Z
"C0006F-9R-1, 54.3 cm",NULL,467.043,467.043,467.043,467.043,"C0006F-9R-1, 54.3 cm",NULL,467.043,467.043,467.043,467.043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03628603,0.3023715,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-9R-1, 105.5 cm",NULL,467.555,467.555,467.555,467.555,"C0006F-9R-1, 106.0 cm",NULL,467.56,467.56,467.56,467.56,"C0006F-9R-1 WR, 105.5--106.0 cm",CKY000000000001268000,CARB,NULL,2,arito316,NULL,CKY,2008-01-09T22:27:09Z,NULL,NULL,NULL,NULL,0.06269,0.79722,0.21401,1/14/2008,kuriharar,2008-01-31T07:43:27Z
"C0006F-9R-1, 105.8 cm",NULL,467.558,467.558,467.558,467.558,"C0006F-9R-1, 105.8 cm",NULL,467.558,467.558,467.558,467.558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.413814,3.448312,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-9R-2, 41.5 cm",NULL,468.415,468.415,468.415,468.415,"C0006F-9R-2, 43.0 cm",NULL,468.43,468.43,468.43,468.43,"C0006F-9R-2 WR, 41.5--43.0 cm",CKY000000000001272100,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T02:20:58Z,NULL,NULL,NULL,NULL,0.07003,0.62303,0.21759,1/14/2008,kuriharar,2008-01-31T07:43:27Z
"C0006F-9R-2, 42.3 cm",NULL,468.423,468.423,468.423,468.423,"C0006F-9R-2, 42.3 cm",NULL,468.423,468.423,468.423,468.423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1692487,1.41035,miyabes,2008-02-04T01:53:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-10R-1, 27.5 cm",NULL,476.275,476.275,476.275,476.275,"C0006F-10R-1, 29.0 cm",NULL,476.29,476.29,476.29,476.29,"C0006F-10R-1 WR, 27.5--29.0 cm",CKY000000000001276100,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-10T08:14:26Z,NULL,NULL,NULL,NULL,0.06735,0.53672,0.20721,1/14/2008,kuriharar,2008-01-31T07:43:28Z
"C0006F-10R-1, 28.2 cm",NULL,476.282,476.282,476.282,476.282,"C0006F-10R-1, 28.2 cm",NULL,476.282,476.282,476.282,476.282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04990669,0.4158724,miyabes,2008-02-04T01:53:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-10R-1, 124.5 cm",NULL,477.245,477.245,477.245,477.245,"C0006F-10R-1, 126.0 cm",NULL,477.26,477.26,477.26,477.26,"C0006F-10R-1 WR, 124.5--126.0 cm",CKY000000000001271400,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T01:16:27Z,NULL,NULL,NULL,NULL,0.0618,0.37293,0.14095,1/14/2008,kuriharar,2008-01-31T07:43:27Z
"C0006F-10R-1, 125.3 cm",NULL,477.253,477.253,477.253,477.253,"C0006F-10R-1, 125.3 cm",NULL,477.253,477.253,477.253,477.253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05414001,0.4511487,miyabes,2008-02-04T01:53:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-11R-1, 60.0 cm",NULL,486.1,486.1,486.1,486.1,"C0006F-11R-1, 61.5 cm",NULL,486.115,486.115,486.115,486.115,"C0006F-11R-1 WR, 60.0--61.5 cm",CKY000000000001277300,CARB,NULL,2,chesterf316,Integrated,CKY,2008-01-10T11:03:35Z,NULL,NULL,NULL,NULL,0.06426,0.49285,0.18816,1/14/2008,kuriharar,2008-01-31T07:43:28Z
"C0006F-11R-1, 60.8 cm",NULL,486.108,486.108,486.108,486.108,"C0006F-11R-1, 60.8 cm",NULL,486.108,486.108,486.108,486.108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1220792,1.017286,miyabes,2008-02-04T01:53:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-11R-2, 46.0 cm",NULL,487.48,487.48,487.48,487.48,"C0006F-11R-2, 47.5 cm",NULL,487.495,487.495,487.495,487.495,"C0006F-11R-2 WR, 46.0--47.5 cm",CKY000000000001282100,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-10T13:02:57Z,NULL,NULL,NULL,NULL,0.06966,0.61579,0.0985,1/14/2008,kuriharar,2008-01-31T07:43:28Z
"C0006F-11R-2, 46.8 cm",NULL,487.488,487.488,487.488,487.488,"C0006F-11R-2, 46.8 cm",NULL,487.488,487.488,487.488,487.488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1487787,1.239773,miyabes,2008-02-04T01:53:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-11R-CC, 19.5 cm",NULL,488.005,488.005,488.005,488.005,"C0006F-11R-CC, 21.0 cm",NULL,488.02,488.02,488.02,488.02,"C0006F-11R-CC WR, 19.5--21.0 cm",CKY000000000001280700,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-10T12:38:53Z,NULL,NULL,NULL,NULL,0.06336,0.74073,0.27121,1/14/2008,kuriharar,2008-01-31T07:43:28Z
"C0006F-11R-CC, 20.3 cm",NULL,488.013,488.013,488.013,488.013,"C0006F-11R-CC, 20.3 cm",NULL,488.013,488.013,488.013,488.013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3387001,2.822388,miyabes,2008-02-04T01:53:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-12R-1, 62.5 cm",NULL,495.625,495.625,495.625,495.625,"C0006F-12R-1, 64.0 cm",NULL,495.64,495.64,495.64,495.64,"C0006F-12R-1 WR, 62.5--64.0 cm",CKY000000000001285600,CARB,NULL,10,arito316,NULL,CKY,2008-01-10T15:21:00Z,NULL,NULL,NULL,NULL,0.07494,0.50683,0.35649,1/14/2008,kuriharar,2008-01-31T07:43:29Z
"C0006F-12R-1, 63.2 cm",NULL,495.632,495.632,495.632,495.632,"C0006F-12R-1, 63.2 cm",NULL,495.632,495.632,495.632,495.632,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04430034,0.3691548,miyabes,2008-02-04T01:53:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-12R-2, 0.0 cm",NULL,496.435,496.435,496.435,496.435,"C0006F-12R-2, 1.5 cm",NULL,496.45,496.45,496.45,496.45,"C0006F-12R-2 WR, 0.0--1.5 cm",CKY000000000001279200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-10T11:17:55Z,NULL,NULL,NULL,NULL,0.07701,0.50722,0.34234,1/14/2008,kuriharar,2008-01-31T07:43:29Z
"C0006F-12R-2, 0.7 cm",NULL,496.442,496.442,496.442,496.442,"C0006F-12R-2, 0.7 cm",NULL,496.442,496.442,496.442,496.442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03774719,0.3145474,miyabes,2008-02-04T01:53:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-13R-1, 119.0 cm",NULL,505.69,505.69,505.69,505.69,"C0006F-13R-1, 120.5 cm",NULL,505.705,505.705,505.705,505.705,"C0006F-13R-1 WR, 119.0--120.5 cm",CKY000000000001289000,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T18:34:21Z,NULL,NULL,NULL,NULL,0.05985,0.5167,0.35274,1/14/2008,kuriharar,2008-01-31T07:43:29Z
"C0006F-13R-1, 119.7 cm",NULL,505.697,505.697,505.697,505.697,"C0006F-13R-1, 119.7 cm",NULL,505.697,505.697,505.697,505.697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2104291,1.753506,miyabes,2008-02-04T01:53:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-13R-2, 20.0 cm",NULL,506.1,506.1,506.1,506.1,"C0006F-13R-2, 21.5 cm",NULL,506.115,506.115,506.115,506.115,"C0006F-13R-2 WR, 20.0--21.5 cm",CKY000000000001279700,CARB,NULL,2,chesterf316,Integrated,CKY,2008-01-10T11:38:10Z,NULL,NULL,NULL,NULL,0.06655,0.43761,0.77072,1/14/2008,kuriharar,2008-01-31T07:43:29Z
"C0006F-13R-2, 20.7 cm",NULL,506.107,506.107,506.107,506.107,"C0006F-13R-2, 20.7 cm",NULL,506.107,506.107,506.107,506.107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1043142,0.8692499,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-13R-2, 86.0 cm",NULL,506.76,506.76,506.76,506.76,"C0006F-13R-2, 87.5 cm",NULL,506.775,506.775,506.775,506.775,"C0006F-13R-2 WR, 86.0--87.5 cm",CKY000000000001290300,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T19:26:45Z,NULL,NULL,NULL,NULL,0.06559,0.55222,0.52136,1/15/2008,kuriharar,2008-01-31T07:43:30Z
"C0006F-13R-2, 86.8 cm",NULL,506.768,506.768,506.768,506.768,"C0006F-13R-2, 86.8 cm",NULL,506.768,506.768,506.768,506.768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2183344,1.819381,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-14R-1, 104.0 cm",NULL,515.04,515.04,515.04,515.04,"C0006F-14R-1, 105.5 cm",NULL,515.055,515.055,515.055,515.055,"C0006F-14R-1 WR, 104.0--105.5 cm",CKY000000000001291000,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T20:00:57Z,NULL,NULL,NULL,NULL,0.05671,0.52238,0.56042,1/15/2008,kuriharar,2008-01-31T07:43:30Z
"C0006F-14R-1, 104.8 cm",NULL,515.048,515.048,515.048,515.048,"C0006F-14R-1, 104.8 cm",NULL,515.048,515.048,515.048,515.048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2205053,1.837471,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-14R-2, 0.0 cm",NULL,515.505,515.505,515.505,515.505,"C0006F-14R-2, 1.5 cm",NULL,515.52,515.52,515.52,515.52,"C0006F-14R-2 WR, 0.0--1.5 cm",CKY000000000001287000,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T15:54:24Z,NULL,NULL,NULL,NULL,0.05777,0.36878,0.19964,1/15/2008,kuriharar,2008-01-31T07:43:30Z
"C0006F-14R-2, 0.7 cm",NULL,515.512,515.512,515.512,515.512,"C0006F-14R-2, 0.7 cm",NULL,515.512,515.512,515.512,515.512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07223395,0.6019254,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-14R-2, 37.0 cm",NULL,515.875,515.875,515.875,515.875,"C0006F-14R-2, 38.5 cm",NULL,515.89,515.89,515.89,515.89,"C0006F-14R-2 WR, 37.0--38.5 cm",CKY000000000001292700,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T20:10:15Z,NULL,NULL,NULL,NULL,0.06369,0.47059,0.36466,1/15/2008,kuriharar,2008-01-31T07:43:30Z
"C0006F-14R-2, 37.7 cm",NULL,515.882,515.882,515.882,515.882,"C0006F-14R-2, 37.7 cm",NULL,515.882,515.882,515.882,515.882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1468342,1.22357,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-14R-3, 22.5 cm",NULL,517.24,517.24,517.24,517.24,"C0006F-14R-3, 24.0 cm",NULL,517.255,517.255,517.255,517.255,"C0006F-14R-3 WR, 22.5--24.0 cm",CKY000000000001293400,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T20:30:02Z,NULL,NULL,NULL,NULL,0.05614,0.45305,0.50694,1/15/2008,kuriharar,2008-01-31T07:43:31Z
"C0006F-14R-3, 23.3 cm",NULL,517.248,517.248,517.248,517.248,"C0006F-14R-3, 23.3 cm",NULL,517.248,517.248,517.248,517.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1734254,1.445154,miyabes,2008-02-04T01:53:37Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-14R-CC, 13.0 cm",NULL,518.35,518.35,518.35,518.35,"C0006F-14R-CC, 17.0 cm",NULL,518.39,518.39,518.39,518.39,"C0006F-14R-CC W, 13.0--17.0 cm",CKY000000000001301500,CARB,NULL,40,clf316,NULL,CKY,2008-01-11T04:27:42Z,NULL,NULL,NULL,NULL,0.07069,0.57191,0.45058,1/15/2008,kuriharar,2008-01-31T07:43:31Z
"C0006F-14R-CC, 15.0 cm",NULL,518.37,518.37,518.37,518.37,"C0006F-14R-CC, 15.0 cm",NULL,518.37,518.37,518.37,518.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1511375,1.259429,miyabes,2008-02-04T01:53:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-15R-1, 0.0 cm",NULL,523.5,523.5,523.5,523.5,"C0006F-15R-1, 1.5 cm",NULL,523.515,523.515,523.515,523.515,"C0006F-15R-1 WR, 0.0--1.5 cm",CKY000000000001286500,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T15:48:39Z,NULL,NULL,NULL,NULL,0.05751,0.48793,0.55051,1/15/2008,kuriharar,2008-01-31T07:43:31Z
"C0006F-15R-1, 0.7 cm",NULL,523.507,523.507,523.507,523.507,"C0006F-15R-1, 0.7 cm",NULL,523.507,523.507,523.507,523.507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1432717,1.193883,miyabes,2008-02-04T01:53:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-15R-1, 121.0 cm",NULL,524.71,524.71,524.71,524.71,"C0006F-15R-1, 122.5 cm",NULL,524.725,524.725,524.725,524.725,"C0006F-15R-1 WR, 121.0--122.5 cm",CKY000000000001295400,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T23:26:27Z,NULL,NULL,NULL,NULL,0.06542,0.60292,0.3981,1/15/2008,kuriharar,2008-01-31T07:43:31Z
"C0006F-15R-1, 121.7 cm",NULL,524.717,524.717,524.717,524.717,"C0006F-15R-1, 121.7 cm",NULL,524.717,524.717,524.717,524.717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2376992,1.980747,miyabes,2008-02-04T01:53:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-15R-2, 57.0 cm",NULL,525.57,525.57,525.57,525.57,"C0006F-15R-2, 58.5 cm",NULL,525.585,525.585,525.585,525.585,"C0006F-15R-2 WR, 57.0--58.5 cm",CKY000000000001296000,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T23:44:48Z,NULL,NULL,NULL,NULL,0.06634,0.47805,0.61412,1/15/2008,kuriharar,2008-01-31T07:43:31Z
"C0006F-15R-2, 57.7 cm",NULL,525.577,525.577,525.577,525.577,"C0006F-15R-2, 57.7 cm",NULL,525.577,525.577,525.577,525.577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1163048,0.9691678,miyabes,2008-02-04T01:53:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-16R-1, 100.0 cm",NULL,534,534,534,534,"C0006F-16R-1, 101.5 cm",NULL,534.015,534.015,534.015,534.015,"C0006F-16R-1 WR, 100.0--101.5 cm",CKY000000000001289800,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T19:06:27Z,NULL,NULL,NULL,NULL,0.07638,0.63106,0.30798,1/15/2008,kuriharar,2008-01-31T07:43:32Z
"C0006F-16R-1, 100.8 cm",NULL,534.008,534.008,534.008,534.008,"C0006F-16R-1, 100.8 cm",NULL,534.008,534.008,534.008,534.008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2598185,2.165067,miyabes,2008-02-04T01:53:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-17R-1, 15.0 cm",NULL,542.65,542.65,542.65,542.65,"C0006F-17R-1, 16.5 cm",NULL,542.665,542.665,542.665,542.665,"C0006F-17R-1 WR, 15.0--16.5 cm",CKY000000000001294400,CARB,NULL,2,arito316,NULL,CKY,2008-01-10T22:54:46Z,NULL,NULL,NULL,NULL,0.06054,0.66497,0.19605,1/15/2008,kuriharar,2008-01-31T07:43:32Z
"C0006F-17R-1, 15.7 cm",NULL,542.657,542.657,542.657,542.657,"C0006F-17R-1, 15.7 cm",NULL,542.657,542.657,542.657,542.657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3612825,3.010567,miyabes,2008-02-04T01:53:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-18R-1, 113.0 cm",NULL,553.13,553.13,553.13,553.13,"C0006F-18R-1, 114.5 cm",NULL,553.145,553.145,553.145,553.145,"C0006F-18R-1 WR, 113.0--114.5 cm",CKY000000000001299400,CARB,NULL,2,arito316,NULL,CKY,2008-01-11T02:30:49Z,NULL,NULL,NULL,NULL,0.06446,0.66595,0.47541,1/15/2008,kuriharar,2008-01-31T07:43:32Z
"C0006F-18R-1, 113.8 cm",NULL,553.138,553.138,553.138,553.138,"C0006F-18R-1, 113.8 cm",NULL,553.138,553.138,553.138,553.138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3408616,2.8404,miyabes,2008-02-04T01:53:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006F-19R-1, 122.5 cm",NULL,562.725,562.725,562.725,562.725,"C0006F-19R-1, 124.0 cm",NULL,562.74,562.74,562.74,562.74,"C0006F-19R-1 WR, 122.5--124.0 cm",CKY000000000001308900,CARB,NULL,2,arito316,NULL,CKY,2008-01-11T18:16:45Z,NULL,NULL,NULL,NULL,0.06816,0.62185,0.63349,1/15/2008,kuriharar,2008-01-31T07:43:32Z
