Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0014B-2H-3, 117.0 cm",NULL,9.407,9.74,9.407,9.74,"C0014B-2H-3, 119.0 cm",NULL,9.425,9.76,9.425,9.76,"C0014B-2H-3 W, 117.0--119.0 cm",CKY000000000003061700,CARB,NULL,10,shouye331,NULL,CKY,2010-09-17T02:51:07Z,NULL,NULL,NULL,NULL,0.06304,0.63419,2.54021,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-3, 118.0 cm",NULL,9.416,9.75,9.416,9.75,"C0014B-2H-3, 118.0 cm",NULL,9.416,9.75,9.416,9.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0227,0.1892,kawait,2010-10-03T16:37:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-4, 10.0 cm",NULL,9.712,10.08,9.712,10.08,"C0014B-2H-4, 12.0 cm",NULL,9.73,10.1,9.73,10.1,"C0014B-2H-4 W, 10.0--12.0 cm",CKY000000000003653200,CARB,NULL,5,maedal,NULL,CKY,2010-10-02T04:05:25Z,NULL,NULL,NULL,NULL,0.03707,0.39375,2.14769,9/25/2010,hitomiy,2010-10-03T20:41:19Z
"C0014B-2H-4, 11.0 cm",NULL,9.721,10.09,9.721,10.09,"C0014B-2H-4, 11.0 cm",NULL,9.721,10.09,9.721,10.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0288,0.24,kawait,2010-10-03T16:37:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-6, 11.0 cm",NULL,11.326,11.88,11.326,11.88,"C0014B-2H-6, 13.0 cm",NULL,11.344,11.9,11.344,11.9,"C0014B-2H-6 W, 11.0--13.0 cm",CKY000000000003062300,CARB,NULL,10,shouye331,NULL,CKY,2010-09-17T02:51:07Z,NULL,NULL,NULL,NULL,0.06213,1.20621,6.06317,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-6, 12.0 cm",NULL,11.335,11.89,11.335,11.89,"C0014B-2H-6, 12.0 cm",NULL,11.335,11.89,11.335,11.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0055,0.0458,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-6, 57.0 cm",NULL,11.739,12.34,11.739,12.34,"C0014B-2H-6, 59.0 cm",NULL,11.757,12.36,11.757,12.36,"C0014B-2H-6 W, 57.0--59.0 cm",CKY000000000003062700,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T03:05:36Z,NULL,NULL,NULL,NULL,0.00633,0.17675,5.18521,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-6, 58.0 cm",NULL,11.748,12.35,11.748,12.35,"C0014B-2H-6, 58.0 cm",NULL,11.748,12.35,11.748,12.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,0.0083,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-9, 56.0 cm",NULL,13.618,14.435,13.618,14.435,"C0014B-2H-9, 58.0 cm",NULL,13.636,14.455,13.636,14.455,"C0014B-2H-9 W, 56.0--58.0 cm",CKY000000000003071000,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T06:50:57Z,NULL,NULL,NULL,NULL,0.03073,0.15298,3.84323,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-9, 57.0 cm",NULL,13.627,14.445,13.627,14.445,"C0014B-2H-9, 57.0 cm",NULL,13.627,14.445,13.627,14.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0055,0.0458,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-11, 2.0 cm",NULL,14.471,15.385,14.471,15.385,"C0014B-2H-11, 4.0 cm",NULL,14.488,15.405,14.488,15.405,"C0014B-2H-11 W, 2.0--4.0 cm",CKY000000000003071300,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T06:52:40Z,NULL,NULL,NULL,NULL,0.00822,0.07262,6.22552,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-11, 3.0 cm",NULL,14.48,15.395,14.48,15.395,"C0014B-2H-11, 3.0 cm",NULL,14.48,15.395,14.48,15.395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0038,0.0317,kawait,2010-10-03T16:37:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-2H-12, 55.0 cm",NULL,15.628,16.675,15.628,16.675,"C0014B-2H-12, 57.5 cm",NULL,15.65,16.7,15.65,16.7,"C0014B-2H-12 W, 55.0--57.5 cm",CKY000000000003071700,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T06:55:06Z,NULL,NULL,NULL,NULL,0.35938,0.03327,5.88962,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-2H-12, 56.0 cm",NULL,15.637,16.685,15.637,16.685,"C0014B-2H-12, 56.0 cm",NULL,15.637,16.685,15.637,16.685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-1, 48.0 cm",NULL,16.397,16.48,16.397,16.48,"C0014B-3H-1, 50.0 cm",NULL,16.413,16.5,16.413,16.5,"C0014B-3H-1 W, 48.0--50.0 cm",CKY000000000003078300,CARB,NULL,3,juan331,NULL,CKY,2010-09-17T11:44:21Z,NULL,NULL,NULL,NULL,0.41864,0.08188,4.70426,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-1, 49.0 cm",NULL,16.405,16.49,16.405,16.49,"C0014B-3H-1, 49.0 cm",NULL,16.405,16.49,16.405,16.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0041,0.0342,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-2, 24.0 cm",NULL,16.892,17.08,16.892,17.08,"C0014B-3H-2, 26.0 cm",NULL,16.909,17.1,16.909,17.1,"C0014B-3H-2 W, 24.0--26.0 cm",CKY000000000003078600,CARB,NULL,3,juan331,NULL,CKY,2010-09-17T11:48:12Z,NULL,NULL,NULL,NULL,0.36077,0.12213,5.89856,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-2, 25.0 cm",NULL,16.9,17.09,16.9,17.09,"C0014B-3H-2, 25.0 cm",NULL,16.9,17.09,16.9,17.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0022,0.0183,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-3, 44.0 cm",NULL,17.694,18.05,17.694,18.05,"C0014B-3H-3, 46.0 cm",NULL,17.71,18.07,17.71,18.07,"C0014B-3H-3 W, 44.0--46.0 cm",CKY000000000003084800,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T13:36:02Z,NULL,NULL,NULL,NULL,0.00907,0.05041,5.30605,10/2/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-3, 45.0 cm",NULL,17.702,18.06,17.702,18.06,"C0014B-3H-3, 45.0 cm",NULL,17.702,18.06,17.702,18.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0054,0.045,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-4, 54.0 cm",NULL,18.61,19.16,18.61,19.16,"C0014B-3H-4, 56.0 cm",NULL,18.627,19.18,18.627,19.18,"C0014B-3H-4 W, 54.0--56.0 cm",CKY000000000003085200,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T13:39:37Z,NULL,NULL,NULL,NULL,0.36084,0.06051,3.21597,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-4, 55.0 cm",NULL,18.619,19.17,18.619,19.17,"C0014B-3H-4, 55.0 cm",NULL,18.619,19.17,18.619,19.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0016,0.0133,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-5, 80.0 cm",NULL,19.845,20.655,19.845,20.655,"C0014B-3H-5, 82.0 cm",NULL,19.862,20.675,19.862,20.675,"C0014B-3H-5 W, 80.0--82.0 cm",CKY000000000003085400,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T13:43:51Z,NULL,NULL,NULL,NULL,0.25805,0.03738,6.12449,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-5, 81.0 cm",NULL,19.854,20.665,19.854,20.665,"C0014B-3H-5, 81.0 cm",NULL,19.854,20.665,19.854,20.665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0018,0.015,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-8, 95.0 cm",NULL,22.621,24.015,22.621,24.015,"C0014B-3H-8, 97.0 cm",NULL,22.638,24.035,22.638,24.035,"C0014B-3H-8 W, 95.0--97.0 cm",CKY000000000003085800,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T13:48:34Z,NULL,NULL,NULL,NULL,0.01836,0.02008,3.61358,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-8, 96.0 cm",NULL,22.629,24.025,22.629,24.025,"C0014B-3H-8, 96.0 cm",NULL,22.629,24.025,22.629,24.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0029,0.0242,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-3H-10, 43.0 cm",NULL,23.84,25.49,23.84,25.49,"C0014B-3H-10, 45.0 cm",NULL,23.856,25.51,23.856,25.51,"C0014B-3H-10 W, 43.0--45.0 cm",CKY000000000003086000,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-17T14:53:57Z,NULL,NULL,NULL,NULL,0.03458,0.05787,6.70173,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-3H-10, 44.0 cm",NULL,23.848,25.5,23.848,25.5,"C0014B-3H-10, 44.0 cm",NULL,23.848,25.5,23.848,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0038,0.0317,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-1, 42.0 cm",NULL,25.892,25.92,25.892,25.92,"C0014B-4H-1, 44.0 cm",NULL,25.91,25.94,25.91,25.94,"C0014B-4H-1 W, 42.0--44.0 cm",CKY000000000003098200,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0,0.04537,5.69741,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-4H-1, 43.0 cm",NULL,25.901,25.93,25.901,25.93,"C0014B-4H-1, 43.0 cm",NULL,25.901,25.93,25.901,25.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0053,0.0442,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-2, 89.0 cm",NULL,26.857,26.955,26.857,26.955,"C0014B-4H-2, 91.0 cm",NULL,26.875,26.975,26.875,26.975,"C0014B-4H-2 W, 89.0--91.0 cm",CKY000000000003098700,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0.00665,0.35514,4.77578,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-4H-2, 90.0 cm",NULL,26.866,26.965,26.866,26.965,"C0014B-4H-2, 90.0 cm",NULL,26.866,26.965,26.866,26.965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0015,0.0125,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-3, 12.0 cm",NULL,27.449,27.59,27.449,27.59,"C0014B-4H-3, 14.0 cm",NULL,27.467,27.61,27.467,27.61,"C0014B-4H-3 W, 12.0--14.0 cm",CKY000000000003099000,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0.00978,0.04748,4.62673,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-4H-3, 13.0 cm",NULL,27.458,27.6,27.458,27.6,"C0014B-4H-3, 13.0 cm",NULL,27.458,27.6,27.458,27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0033,0.0275,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-4, 58.0 cm",NULL,29.192,29.46,29.192,29.46,"C0014B-4H-4, 60.0 cm",NULL,29.211,29.48,29.211,29.48,"C0014B-4H-4 W, 58.0--60.0 cm",CKY000000000003099500,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0,0.2572,4.04634,9/25/2010,hitomiy,2010-10-03T20:41:06Z
"C0014B-4H-4, 59.0 cm",NULL,29.201,29.47,29.201,29.47,"C0014B-4H-4, 59.0 cm",NULL,29.201,29.47,29.201,29.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0031,0.0258,kawait,2010-10-03T16:37:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-6, 13.0 cm",NULL,30.32,30.67,30.32,30.67,"C0014B-4H-6, 15.0 cm",NULL,30.339,30.69,30.339,30.69,"C0014B-4H-6 W, 13.0--15.0 cm",CKY000000000003099800,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0.02269,0.03043,2.78714,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-4H-6, 14.0 cm",NULL,30.329,30.68,30.329,30.68,"C0014B-4H-6, 14.0 cm",NULL,30.329,30.68,30.329,30.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0027,0.0225,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-7, 39.0 cm",NULL,31.858,32.32,31.858,32.32,"C0014B-4H-7, 41.0 cm",NULL,31.877,32.34,31.877,32.34,"C0014B-4H-7 W, 39.0--41.0 cm",CKY000000000003100300,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0,0.27423,4.49463,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-4H-7, 40.0 cm",NULL,31.868,32.33,31.868,32.33,"C0014B-4H-7, 40.0 cm",NULL,31.868,32.33,31.868,32.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-8, 18.0 cm",NULL,32.977,33.52,32.977,33.52,"C0014B-4H-8, 20.0 cm",NULL,32.996,33.54,32.996,33.54,"C0014B-4H-8 W, 18.0--20.0 cm",CKY000000000003100700,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:40:56Z,NULL,NULL,NULL,NULL,0,0.01704,3.14053,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-4H-8, 19.0 cm",NULL,32.986,33.53,32.986,33.53,"C0014B-4H-8, 19.0 cm",NULL,32.986,33.53,32.986,33.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0016,0.0133,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-4H-9, 40.0 cm",NULL,34.497,35.15,34.497,35.15,"C0014B-4H-9, 42.0 cm",NULL,34.515,35.17,34.515,35.17,"C0014B-4H-9 W, 40.0--42.0 cm",CKY000000000003101100,CARB,NULL,10,yuka331,NULL,CKY,2010-09-17T19:43:33Z,NULL,NULL,NULL,NULL,0,0.01575,2.02543,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-4H-9, 41.0 cm",NULL,34.506,35.16,34.506,35.16,"C0014B-4H-9, 41.0 cm",NULL,34.506,35.16,34.506,35.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0014,0.0117,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-3, 21.5 cm",NULL,35.688,35.745,35.688,35.745,"C0014B-5H-3, 23.5 cm",NULL,35.707,35.765,35.707,35.765,"C0014B-5H-3 W, 21.5--23.5 cm",CKY000000000003149900,CARB,NULL,5,chris331,NULL,CKY,2010-09-19T04:18:37Z,NULL,NULL,NULL,NULL,0,0.02981,3.71703,9/25/2010,hitomiy,2010-10-03T20:41:09Z
"C0014B-5H-3, 22.5 cm",NULL,35.697,35.755,35.697,35.755,"C0014B-5H-3, 22.5 cm",NULL,35.697,35.755,35.697,35.755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0046,0.0383,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-4, 30.0 cm",NULL,36.653,36.79,36.653,36.79,"C0014B-5H-4, 32.0 cm",NULL,36.672,36.81,36.672,36.81,"C0014B-5H-4 W, 30.0--32.0 cm",CKY000000000003150900,CARB,NULL,5,chris331,NULL,CKY,2010-09-19T06:08:55Z,NULL,NULL,NULL,NULL,0,0.06363,3.79042,9/25/2010,hitomiy,2010-10-03T20:41:09Z
"C0014B-5H-4, 31.0 cm",NULL,36.663,36.8,36.663,36.8,"C0014B-5H-4, 31.0 cm",NULL,36.663,36.8,36.663,36.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0351,0.2925,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-5, 12.0 cm",NULL,37.776,38.005,37.776,38.005,"C0014B-5H-5, 14.0 cm",NULL,37.794,38.025,37.794,38.025,"C0014B-5H-5 W, 12.0--14.0 cm",CKY000000000003150000,CARB,NULL,5,chris331,NULL,CKY,2010-09-19T04:20:23Z,NULL,NULL,NULL,NULL,0,0.08115,5.81185,9/25/2010,hitomiy,2010-10-03T20:41:09Z
"C0014B-5H-5, 13.0 cm",NULL,37.785,38.015,37.785,38.015,"C0014B-5H-5, 13.0 cm",NULL,37.785,38.015,37.785,38.015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0007,0.0058,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-6, 24.0 cm",NULL,39.166,39.51,39.166,39.51,"C0014B-5H-6, 26.0 cm",NULL,39.184,39.53,39.184,39.53,"C0014B-5H-6 W, 24.0--26.0 cm",CKY000000000003150300,CARB,NULL,5,chris331,NULL,CKY,2010-09-19T04:20:23Z,NULL,NULL,NULL,NULL,0.00777,0.05361,2.72681,9/25/2010,hitomiy,2010-10-03T20:41:09Z
"C0014B-5H-6, 25.0 cm",NULL,39.175,39.52,39.175,39.52,"C0014B-5H-6, 25.0 cm",NULL,39.175,39.52,39.175,39.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0031,0.0258,kawait,2010-10-03T16:37:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-11, 80.0 cm",NULL,40.08,40.5,40.08,40.5,"C0014B-5H-11, 82.0 cm",NULL,40.099,40.52,40.099,40.52,"C0014B-5H-11 W, 80.0--82.0 cm",CKY000000000003112100,CARB,NULL,3,yuka331,NULL,CKY,2010-09-17T23:47:24Z,NULL,NULL,NULL,NULL,0,0.07328,3.04575,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-5H-11, 81.0 cm",NULL,40.09,40.51,40.09,40.51,"C0014B-5H-11, 81.0 cm",NULL,40.09,40.51,40.09,40.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0026,0.0217,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-12, 80.0 cm",NULL,40.898,41.385,40.898,41.385,"C0014B-5H-12, 82.0 cm",NULL,40.916,41.405,40.916,41.405,"C0014B-5H-12 W, 80.0--82.0 cm",CKY000000000003112800,CARB,NULL,3,yuka331,NULL,CKY,2010-09-17T23:50:22Z,NULL,NULL,NULL,NULL,0.01171,0.11938,5.33588,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-5H-12, 81.0 cm",NULL,40.907,41.395,40.907,41.395,"C0014B-5H-12, 81.0 cm",NULL,40.907,41.395,40.907,41.395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014B-5H-13, 104.0 cm",NULL,41.951,42.525,41.951,42.525,"C0014B-5H-13, 107.0 cm",NULL,41.978,42.555,41.978,42.555,"C0014B-5H-13 W, 104.0--107.0 cm",CKY000000000003112500,CARB,NULL,3,yuka331,NULL,CKY,2010-09-17T23:48:38Z,NULL,NULL,NULL,NULL,0,0.0194,2.39332,9/25/2010,hitomiy,2010-10-03T20:41:07Z
"C0014B-5H-13, 105.5 cm",NULL,41.965,42.54,41.965,42.54,"C0014B-5H-13, 105.5 cm",NULL,41.965,42.54,41.965,42.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0014,0.0117,kawait,2010-10-03T16:37:49Z,NULL,NULL,NULL,NULL,NULL,NULL
