Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0004C-2H-6, 119.5 cm",NULL,12.793,13.26,12.793,13.26,"C0004C-2H-6, 121.0 cm",NULL,12.807,13.275,12.807,13.275,"C0004C-2H-6 W, 119.5--121.0 cm",CKY000000000000763600,CARB,NULL,2,david_goldsby316,NULL,CKY,2007-12-21T05:37:39Z,NULL,NULL,NULL,NULL,0.06811,2.0138,0.28016,12/27/2007,kuriharar,2008-01-24T13:14:27Z
"C0004C-2H-6, 120.2 cm",NULL,12.799,13.267,12.799,13.267,"C0004C-2H-6, 120.2 cm",NULL,12.799,13.267,12.799,13.267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.525512,12.71209,miyabes,2008-02-04T01:52:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-3H-2, 25.0 cm",NULL,17.436,17.543,17.436,17.543,"C0004C-3H-2, 26.5 cm",NULL,17.45,17.558,17.45,17.558,"C0004C-3H-2 WR, 25.0--26.5 cm",CKY000000000000749700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T14:58:37Z,NULL,NULL,NULL,NULL,0.06556,2.26282,0.16464,12/27/2007,kuriharar,2008-01-24T13:14:27Z
"C0004C-3H-2, 25.7 cm",NULL,17.443,17.55,17.443,17.55,"C0004C-3H-2, 25.7 cm",NULL,17.443,17.55,17.443,17.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.846516,15.38702,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-3H-8, 20.0 cm",NULL,22.508,22.963,22.508,22.963,"C0004C-3H-8, 21.5 cm",NULL,22.522,22.978,22.522,22.978,"C0004C-3H-8 WR, 20.0--21.5 cm",CKY000000000000738500,CARB,NULL,2,mikistrasser,NULL,CKY,2007-12-20T04:34:23Z,NULL,NULL,NULL,NULL,0.05037,1.69914,0.18492,12/27/2007,kuriharar,2008-01-24T13:14:28Z
"C0004C-3H-8, 20.7 cm",NULL,22.514,22.97,22.514,22.97,"C0004C-3H-8, 20.7 cm",NULL,22.514,22.97,22.514,22.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.425619,11.87969,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-4H-1, 58.5 cm",NULL,25.928,25.965,25.928,25.965,"C0004C-4H-1, 60.0 cm",NULL,25.942,25.98,25.942,25.98,"C0004C-4H-1 WR, 58.5--60.0 cm",CKY000000000000758200,CARB,NULL,2,Arito316,NULL,CKY,2007-12-20T23:56:49Z,NULL,NULL,NULL,NULL,0.06806,2.2345,0.21685,12/27/2007,kuriharar,2008-01-24T13:14:28Z
"C0004C-4H-1, 59.2 cm",NULL,25.935,25.972,25.935,25.972,"C0004C-4H-1, 59.2 cm",NULL,25.935,25.972,25.935,25.972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.844125,15.36709,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-4H-4, 20.0 cm",NULL,29.345,29.61,29.345,29.61,"C0004C-4H-4, 21.5 cm",NULL,29.359,29.625,29.359,29.625,"C0004C-4H-4 WR, 20.0--21.5 cm",CKY000000000000738200,CARB,NULL,2,inagaki316,NULL,CKY,2007-12-20T04:17:48Z,NULL,NULL,NULL,NULL,0.07232,1.34782,0.34375,12/27/2007,kuriharar,2008-01-24T13:14:28Z
"C0004C-4H-4, 20.7 cm",NULL,29.352,29.617,29.352,29.617,"C0004C-4H-4, 20.7 cm",NULL,29.352,29.617,29.352,29.617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8794422,7.328392,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-5H-1, 63.0 cm",NULL,35.464,35.51,35.464,35.51,"C0004C-5H-1, 64.5 cm",NULL,35.478,35.525,35.478,35.525,"C0004C-5H-1 WR, 63.0--64.5 cm",CKY000000000000762600,CARB,NULL,2,Arito316,NULL,CKY,2007-12-21T02:34:29Z,NULL,NULL,NULL,NULL,0.07035,0.77223,0.37032,12/27/2007,kuriharar,2008-01-24T13:14:29Z
"C0004C-5H-1, 63.7 cm",NULL,35.471,35.517,35.471,35.517,"C0004C-5H-1, 63.7 cm",NULL,35.471,35.517,35.471,35.517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3633553,3.02784,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-5H-4, 0.0 cm",NULL,38.761,39.065,38.761,39.065,"C0004C-5H-4, 1.5 cm",NULL,38.775,39.08,38.775,39.08,"C0004C-5H-4 WR, 0.0--1.5 cm",CKY000000000000739400,CARB,NULL,2,mikistrasser,NULL,CKY,2007-12-20T05:24:03Z,NULL,NULL,NULL,NULL,0.06839,1.42742,0.49641,12/27/2007,kuriharar,2008-01-24T13:14:29Z
"C0004C-5H-4, 0.7 cm",NULL,38.767,39.072,38.767,39.072,"C0004C-5H-4, 0.7 cm",NULL,38.767,39.072,38.767,39.072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9607134,8.005625,miyabes,2008-02-04T01:52:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-6H-2, 63.5 cm",NULL,46.241,46.44,46.241,46.44,"C0004C-6H-2, 65.0 cm",NULL,46.255,46.455,46.255,46.455,"C0004C-6H-2 WR, 63.5--65.0 cm",CKY000000000000766900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T06:56:09Z,NULL,NULL,NULL,NULL,0.07708,1.94787,0.29951,12/27/2007,kuriharar,2008-01-24T13:14:29Z
"C0004C-6H-2, 64.2 cm",NULL,46.248,46.447,46.248,46.447,"C0004C-6H-2, 64.2 cm",NULL,46.248,46.447,46.248,46.447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.484426,12.36972,miyabes,2008-02-04T01:52:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-6H-4, 0.0 cm",NULL,48.08,48.475,48.08,48.475,"C0004C-6H-4, 1.5 cm",NULL,48.093,48.49,48.093,48.49,"C0004C-6H-4 WR, 0.0--1.5 cm",CKY000000000000739800,CARB,NULL,2,mikistrasser,NULL,CKY,2007-12-20T05:49:59Z,NULL,NULL,NULL,NULL,0.08612,2.16667,0.17713,12/27/2007,kuriharar,2008-01-24T13:14:29Z
"C0004C-6H-4, 0.7 cm",NULL,48.086,48.482,48.086,48.482,"C0004C-6H-4, 0.7 cm",NULL,48.086,48.482,48.086,48.482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.557317,12.97712,miyabes,2008-02-04T01:52:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-6H-7, 15.0 cm",NULL,51.043,51.755,51.043,51.755,"C0004C-6H-7, 16.5 cm",NULL,51.057,51.77,51.057,51.77,"C0004C-6H-7 WR, 15.0--16.5 cm",CKY000000000000770900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T07:40:41Z,NULL,NULL,NULL,NULL,0.07809,1.95683,0.13856,12/27/2007,kuriharar,2008-01-24T13:14:30Z
"C0004C-6H-7, 15.7 cm",NULL,51.049,51.762,51.049,51.762,"C0004C-6H-7, 15.7 cm",NULL,51.049,51.762,51.049,51.762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.491931,12.43226,miyabes,2008-02-04T01:52:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-7H-6, 0.0 cm",NULL,58.98,59.341,58.98,59.341,"C0004C-7H-6, 1.5 cm",NULL,58.994,59.356,58.994,59.356,"C0004C-7H-6 WR, 0.0--1.5 cm",CKY000000000000741700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T08:00:03Z,NULL,NULL,NULL,NULL,0.05752,1.00647,0.04679,1/11/2008,kuriharar,2008-01-24T13:14:30Z
"C0004C-7H-6, 0.7 cm",NULL,58.986,59.348,58.986,59.348,"C0004C-7H-6, 0.7 cm",NULL,58.986,59.348,58.986,59.348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4731472,3.942736,miyabes,2008-02-04T01:52:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-7H-7, 129.0 cm",NULL,60.385,60.846,60.385,60.846,"C0004C-7H-7, 130.5 cm",NULL,60.399,60.861,60.399,60.861,"C0004C-7H-7 WR, 129.0--130.5 cm",CKY000000000000775000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T10:25:01Z,NULL,NULL,NULL,NULL,0.07394,0.6459,0.09356,12/27/2007,kuriharar,2008-01-24T13:14:30Z
"C0004C-7H-7, 129.8 cm",NULL,60.393,60.854,60.393,60.854,"C0004C-7H-7, 129.8 cm",NULL,60.393,60.854,60.393,60.854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2206794,1.838922,miyabes,2008-02-04T01:52:57Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-7H-9, 15.0 cm",NULL,61.949,62.521,61.949,62.521,"C0004C-7H-9, 16.5 cm",NULL,61.963,62.536,61.963,62.536,"C0004C-7H-9 WR, 15.0--16.5 cm",CKY000000000000776100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T10:48:55Z,NULL,NULL,NULL,NULL,0.04496,1.48219,0.5704,1/11/2008,kuriharar,2008-01-24T13:14:30Z
"C0004C-7H-9, 15.7 cm",NULL,61.956,62.528,61.956,62.528,"C0004C-7H-9, 15.7 cm",NULL,61.956,62.528,61.956,62.528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.135716,9.46392,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-8H-2, 68.0 cm",NULL,65.301,65.46,65.301,65.46,"C0004C-8H-2, 69.5 cm",NULL,65.315,65.475,65.315,65.475,"C0004C-8H-2 WR, 68.0--69.5 cm",CKY000000000000780100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T12:25:51Z,NULL,NULL,NULL,NULL,0.08015,2.09942,0.12483,12/27/2007,kuriharar,2008-01-24T13:14:31Z
"C0004C-8H-2, 68.8 cm",NULL,65.309,65.468,65.309,65.468,"C0004C-8H-2, 68.8 cm",NULL,65.309,65.468,65.309,65.468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.579427,13.16136,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-8H-4, 0.0 cm",NULL,67.306,67.63,67.306,67.63,"C0004C-8H-4, 1.5 cm",NULL,67.32,67.645,67.32,67.645,"C0004C-8H-4 WR, 0.0--1.5 cm",CKY000000000000742200,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T08:11:21Z,NULL,NULL,NULL,NULL,0.07934,1.72212,0.03662,12/27/2007,kuriharar,2008-01-24T13:14:31Z
"C0004C-8H-4, 0.7 cm",NULL,67.312,67.637,67.312,67.637,"C0004C-8H-4, 0.7 cm",NULL,67.312,67.637,67.312,67.637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.289572,10.746,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-8H-5, 91.0 cm",NULL,68.345,68.755,68.345,68.755,"C0004C-8H-5, 92.5 cm",NULL,68.359,68.77,68.359,68.77,"C0004C-8H-5 WR, 91.0--92.5 cm",CKY000000000000779500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T12:25:50Z,NULL,NULL,NULL,NULL,0.06475,1.34307,0.04424,12/27/2007,kuriharar,2008-01-24T13:14:31Z
"C0004C-8H-5, 91.8 cm",NULL,68.352,68.763,68.352,68.763,"C0004C-8H-5, 91.8 cm",NULL,68.352,68.763,68.352,68.763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9471624,7.892704,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-9H-2, 68.0 cm",NULL,74.94,74.972,74.94,74.972,"C0004C-9H-2, 69.5 cm",NULL,74.955,74.987,74.955,74.987,"C0004C-9H-2 WR, 68.0--69.5 cm",CKY000000000000781800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-21T14:40:52Z,NULL,NULL,NULL,NULL,0.06179,0.50135,0.34343,12/27/2007,kuriharar,2008-01-24T13:14:32Z
"C0004C-9H-2, 68.8 cm",NULL,74.948,74.98,74.948,74.98,"C0004C-9H-2, 68.8 cm",NULL,74.948,74.98,74.948,74.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2248711,1.873851,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-9H-4, 0.0 cm",NULL,77.079,77.144,77.079,77.144,"C0004C-9H-4, 1.5 cm",NULL,77.093,77.159,77.093,77.159,"C0004C-9H-4 WR, 0.0--1.5 cm",CKY000000000000742700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T08:52:38Z,NULL,NULL,NULL,NULL,0.05478,0.58637,0.05438,12/27/2007,kuriharar,2008-01-24T13:14:32Z
"C0004C-9H-4, 0.7 cm",NULL,77.086,77.151,77.086,77.151,"C0004C-9H-4, 0.7 cm",NULL,77.086,77.151,77.086,77.151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2432661,2.027136,miyabes,2008-02-04T01:52:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-10H-2, 103.0 cm",NULL,83.274,83.305,83.274,83.305,"C0004C-10H-2, 104.5 cm",NULL,83.289,83.32,83.289,83.32,"C0004C-10H-2 WR, 103.0--104.5 cm",CKY000000000000788800,CARB,NULL,2,arito316,NULL,CKY,2007-12-21T20:30:39Z,NULL,NULL,NULL,NULL,0.07402,0.9737,0.11479,12/27/2007,kuriharar,2008-01-24T13:14:32Z
"C0004C-10H-2, 103.8 cm",NULL,83.282,83.313,83.282,83.313,"C0004C-10H-2, 103.8 cm",NULL,83.282,83.313,83.282,83.313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5429128,4.524093,miyabes,2008-02-04T01:52:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-10H-3, 0.0 cm",NULL,83.437,83.47,83.437,83.47,"C0004C-10H-3, 1.5 cm",NULL,83.452,83.485,83.452,83.485,"C0004C-10H-3 WR, 0.0--1.5 cm",CKY000000000000745000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T11:44:24Z,NULL,NULL,NULL,NULL,0.06125,0.68565,0.14192,12/27/2007,kuriharar,2008-01-24T13:14:33Z
"C0004C-10H-3, 0.7 cm",NULL,83.444,83.477,83.444,83.477,"C0004C-10H-3, 0.7 cm",NULL,83.444,83.477,83.444,83.477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2148118,1.790027,miyabes,2008-02-04T01:52:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-11H-1, 110.5 cm",NULL,85.885,85.905,85.885,85.905,"C0004C-11H-1, 113.0 cm",NULL,85.91,85.93,85.91,85.93,"C0004C-11H-1 WR, 110.5--113.0 cm",CKY000000000000792200,CARB,NULL,10,arito316,NULL,CKY,2007-12-21T22:52:18Z,NULL,NULL,NULL,NULL,0.07286,0.79645,0.13054,12/27/2007,kuriharar,2008-01-24T13:14:33Z
"C0004C-11H-1, 111.7 cm",NULL,85.897,85.917,85.897,85.917,"C0004C-11H-1, 111.7 cm",NULL,85.897,85.917,85.897,85.917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.399308,3.327434,miyabes,2008-02-04T01:52:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-11H-2, 0.0 cm",NULL,86.214,86.24,86.214,86.24,"C0004C-11H-2, 1.5 cm",NULL,86.229,86.255,86.229,86.255,"C0004C-11H-2 WR, 0.0--1.5 cm",CKY000000000000746400,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T12:33:56Z,NULL,NULL,NULL,NULL,0.07056,0.98917,0.21697,12/27/2007,kuriharar,2008-01-24T13:14:33Z
"C0004C-11H-2, 0.7 cm",NULL,86.221,86.247,86.221,86.247,"C0004C-11H-2, 0.7 cm",NULL,86.221,86.247,86.221,86.247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5568447,4.640187,miyabes,2008-02-04T01:52:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-12X-6, 0.0 cm",NULL,94.894,94.99,94.894,94.99,"C0004C-12X-6, 1.5 cm",NULL,94.909,95.005,94.909,95.005,"C0004C-12X-6 WR, 0.0--1.5 cm",CKY000000000000748800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T14:06:51Z,NULL,NULL,NULL,NULL,0.07711,0.71591,0.1765,12/27/2007,kuriharar,2008-01-24T13:14:33Z
"C0004C-12X-6, 0.7 cm",NULL,94.901,94.997,94.901,94.997,"C0004C-12X-6, 0.7 cm",NULL,94.901,94.997,94.901,94.997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2922679,2.435468,miyabes,2008-02-04T01:52:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-12X-8, 64.0 cm",NULL,97.181,97.315,97.181,97.315,"C0004C-12X-8, 65.5 cm",NULL,97.196,97.33,97.196,97.33,"C0004C-12X-8 WR, 64.0--65.5 cm",CKY000000000000795300,CARB,NULL,2,arito316,NULL,CKY,2007-12-22T02:12:44Z,NULL,NULL,NULL,NULL,0.07208,0.97519,0.38702,12/27/2007,kuriharar,2008-01-24T13:14:34Z
"C0004C-12X-8, 64.7 cm",NULL,97.188,97.322,97.188,97.322,"C0004C-12X-8, 64.7 cm",NULL,97.188,97.322,97.188,97.322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5708613,4.756988,miyabes,2008-02-04T01:52:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-13X-3, 0.0 cm",NULL,101.217,101.27,101.217,101.27,"C0004C-13X-3, 1.5 cm",NULL,101.232,101.285,101.232,101.285,"C0004C-13X-3 WR, 0.0--1.5 cm",CKY000000000000750200,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-20T15:56:44Z,NULL,NULL,NULL,NULL,0.07212,0.47578,0.1191,12/27/2007,kuriharar,2008-01-24T13:14:34Z
"C0004C-13X-3, 0.7 cm",NULL,101.224,101.277,101.224,101.277,"C0004C-13X-3, 0.7 cm",NULL,101.224,101.277,101.224,101.277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0930874,0.7756974,miyabes,2008-02-04T01:52:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-13X-8, 10.0 cm",NULL,107.104,107.28,107.104,107.28,"C0004C-13X-8, 11.5 cm",NULL,107.118,107.295,107.118,107.295,"C0004C-13X-8 WR, 10.0--11.5 cm",CKY000000000000796100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-22T03:46:15Z,NULL,NULL,NULL,NULL,0.07017,0.75215,0.12762,12/27/2007,kuriharar,2008-01-24T13:14:34Z
"C0004C-13X-8, 10.8 cm",NULL,107.111,107.288,107.111,107.288,"C0004C-13X-8, 10.8 cm",NULL,107.111,107.288,107.111,107.288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2996108,2.496657,miyabes,2008-02-04T01:52:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-14X-5, 0.0 cm",NULL,113.325,113.575,113.325,113.575,"C0004C-14X-5, 1.5 cm",NULL,113.339,113.59,113.339,113.59,"C0004C-14X-5 WR, 0.0--1.5 cm",CKY000000000000752200,CARB,NULL,2,Arito316,NULL,CKY,2007-12-20T18:02:47Z,NULL,NULL,NULL,NULL,0.0585,0.56928,0.19976,1/11/2008,kuriharar,2008-01-24T13:14:34Z
"C0004C-14X-5, 0.7 cm",NULL,113.332,113.582,113.332,113.582,"C0004C-14X-5, 0.7 cm",NULL,113.332,113.582,113.332,113.582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09916382,0.8263322,miyabes,2008-02-04T01:52:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-14X-8, 15.0 cm",NULL,116.419,116.82,116.419,116.82,"C0004C-14X-8, 16.5 cm",NULL,116.433,116.835,116.433,116.835,"C0004C-14X-8 WR, 15.0--16.5 cm",CKY000000000000797800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-22T04:40:35Z,NULL,NULL,NULL,NULL,0.08501,0.44531,0.20335,12/27/2007,kuriharar,2008-01-24T13:14:35Z
"C0004C-14X-8, 15.7 cm",NULL,116.425,116.827,116.425,116.827,"C0004C-14X-8, 15.7 cm",NULL,116.425,116.827,116.425,116.827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.128211,1.068383,miyabes,2008-02-04T01:52:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004C-15X-2, 0.0 cm",NULL,119.061,119.13,119.061,119.13,"C0004C-15X-2, 1.5 cm",NULL,119.075,119.145,119.075,119.145,"C0004C-15X-2 WR, 0.0--1.5 cm",CKY000000000000799700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-22T05:37:21Z,NULL,NULL,NULL,NULL,0.08641,1.16376,0.25802,12/27/2007,kuriharar,2008-01-24T13:14:35Z
