Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0019E-3R-1, 31.0 cm",NULL,653.31,653.31,653.31,653.31,"C0019E-3R-1, 35.0 cm",NULL,653.35,653.35,653.35,653.35,"C0019E-3R-1 W, 31.0--35.0 cm",CKY000000000004916400,CARB,NULL,3,kameda343,grey,CKY,2012-05-17T10:16:43Z,NULL,NULL,NULL,NULL,0.03821,0.22371,0.05549,5/22/2012,ohashia,2012-05-25T18:28:21Z
"C0019E-3R-1, 31.0 cm",NULL,653.31,653.31,653.31,653.31,"C0019E-3R-1, 35.0 cm",NULL,653.35,653.35,653.35,653.35,"C0019E-3R-1 W, 31.0--35.0 cm",CKY000000000004916700,CARB,NULL,3,kameda343,brown,CKY,2012-05-17T10:18:41Z,NULL,NULL,NULL,NULL,0.03606,0.09704,0.08062,5/22/2012,ohashia,2012-05-25T18:28:21Z
"C0019E-3R-1, 33.0 cm",NULL,653.33,653.33,653.33,653.33,"C0019E-3R-1, 33.0 cm",NULL,653.33,653.33,653.33,653.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.045,0.375,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-3R-1, 33.0 cm",NULL,653.33,653.33,653.33,653.33,"C0019E-3R-1, 33.0 cm",NULL,653.33,653.33,653.33,653.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0364,0.3033,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-4R-1, 12.0 cm",NULL,688.62,688.62,688.62,688.62,"C0019E-4R-1, 16.0 cm",NULL,688.66,688.66,688.66,688.66,"C0019E-4R-1 W, 12.0--16.0 cm",CKY000000000004921700,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-18T00:53:11Z,NULL,NULL,NULL,NULL,0.10077,2.26228,0.29721,5/22/2012,ohashia,2012-05-25T18:28:21Z
"C0019E-4R-1, 14.0 cm",NULL,688.64,688.64,688.64,688.64,"C0019E-4R-1, 14.0 cm",NULL,688.64,688.64,688.64,688.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4749,12.2903,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-4R-1, 91.0 cm",NULL,689.41,689.41,689.41,689.41,"C0019E-4R-1, 93.0 cm",NULL,689.43,689.43,689.43,689.43,"C0019E-4R-1 W, 91.0--93.0 cm",CKY000000000004921800,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-18T00:59:10Z,NULL,NULL,NULL,NULL,0.0797,4.50961,0.14697,5/22/2012,ohashia,2012-05-25T18:28:22Z
"C0019E-4R-1, 92.0 cm",NULL,689.42,689.42,689.42,689.42,"C0019E-4R-1, 92.0 cm",NULL,689.42,689.42,689.42,689.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.8489,32.0729,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-5R-2, 82.0 cm",NULL,698.22,698.22,698.22,698.22,"C0019E-5R-2, 83.0 cm",NULL,698.23,698.23,698.23,698.23,"C0019E-5R-2 W, 82.0--83.0 cm",CKY000000000004928400,CARB,NULL,3,hirose343,NULL,CKY,2012-05-18T14:13:33Z,NULL,NULL,NULL,NULL,0.1045,0.80337,0.22042,5/22/2012,ohashia,2012-05-25T18:28:22Z
"C0019E-5R-2, 82.5 cm",NULL,698.225,698.225,698.225,698.225,"C0019E-5R-2, 82.5 cm",NULL,698.225,698.225,698.225,698.225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0925,0.7708,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-6R-2, 51.0 cm",NULL,705.83,705.83,705.83,705.83,"C0019E-6R-2, 52.0 cm",NULL,705.84,705.84,705.84,705.84,"C0019E-6R-2 W, 51.0--52.0 cm",CKY000000000004928700,CARB,NULL,3,hirose343,NULL,CKY,2012-05-18T14:19:24Z,NULL,NULL,NULL,NULL,0.0853,0.56775,1.62207,5/22/2012,ohashia,2012-05-25T18:28:22Z
"C0019E-6R-2, 51.5 cm",NULL,705.835,705.835,705.835,705.835,"C0019E-6R-2, 51.5 cm",NULL,705.835,705.835,705.835,705.835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0879,0.7325,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-7R-1, 7.0 cm",NULL,713.07,713.07,713.07,713.07,"C0019E-7R-1, 8.5 cm",NULL,713.085,713.085,713.085,713.085,"C0019E-7R-1 W, 7.0--8.5 cm",CKY000000000004940000,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-19T01:06:11Z,NULL,NULL,NULL,NULL,0.09528,1.25954,0.21982,5/22/2012,ohashia,2012-05-25T18:28:23Z
"C0019E-7R-1, 7.8 cm",NULL,713.078,713.078,713.078,713.078,"C0019E-7R-1, 7.8 cm",NULL,713.078,713.078,713.078,713.078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6463,5.3856,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-7R-2, 119.0 cm",NULL,715.33,715.33,715.33,715.33,"C0019E-7R-2, 122.0 cm",NULL,715.36,715.36,715.36,715.36,"C0019E-7R-2 W, 119.0--122.0 cm",CKY000000000004939900,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-19T01:05:18Z,NULL,NULL,NULL,NULL,0.10361,0.60645,0.12725,5/22/2012,ohashia,2012-05-25T18:28:23Z
"C0019E-7R-2, 120.5 cm",NULL,715.345,715.345,715.345,715.345,"C0019E-7R-2, 120.5 cm",NULL,715.345,715.345,715.345,715.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0188,0.1567,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-8R-1, 51.0 cm",NULL,719.51,719.51,719.51,719.51,"C0019E-8R-1, 54.0 cm",NULL,719.54,719.54,719.54,719.54,"C0019E-8R-1 W, 51.0--54.0 cm",CKY000000000004948200,CARB,NULL,2,rowe343,black layers,CKY,2012-05-19T16:28:20Z,NULL,NULL,NULL,NULL,0.0998,0.8186,0.18614,5/22/2012,ohashia,2012-05-25T18:28:24Z
"C0019E-8R-1, 52.5 cm",NULL,719.525,719.525,719.525,719.525,"C0019E-8R-1, 52.5 cm",NULL,719.525,719.525,719.525,719.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.139,1.1583,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-8R-2, 44.0 cm",NULL,720.855,720.855,720.855,720.855,"C0019E-8R-2, 49.0 cm",NULL,720.905,720.905,720.905,720.905,"C0019E-8R-2 W, 44.0--49.0 cm",CKY000000000004944300,CARB,NULL,3,kameda343,NULL,CKY,2012-05-19T14:47:30Z,NULL,NULL,NULL,NULL,0.10688,0.80599,0.27391,5/22/2012,ohashia,2012-05-25T18:28:23Z
"C0019E-8R-2, 46.5 cm",NULL,720.88,720.88,720.88,720.88,"C0019E-8R-2, 46.5 cm",NULL,720.88,720.88,720.88,720.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.099,0.825,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-9R-1, 5.0 cm",NULL,724.55,724.55,724.55,724.55,"C0019E-9R-1, 9.0 cm",NULL,724.59,724.59,724.59,724.59,"C0019E-9R-1 W, 5.0--9.0 cm",CKY000000000004944600,CARB,NULL,3,kameda343,NULL,CKY,2012-05-19T14:50:35Z,NULL,NULL,NULL,NULL,0.09538,0.60101,0.03184,5/22/2012,ohashia,2012-05-25T18:28:24Z
"C0019E-9R-1, 7.0 cm",NULL,724.57,724.57,724.57,724.57,"C0019E-9R-1, 7.0 cm",NULL,724.57,724.57,724.57,724.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0162,0.135,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-10R-1, 85.0 cm",NULL,770.85,770.85,770.85,770.85,"C0019E-10R-1, 90.0 cm",NULL,770.9,770.9,770.9,770.9,"C0019E-10R-1 W, 85.0--90.0 cm",CKY000000000004951000,CARB,NULL,3,rowe343,sandy interval,CKY,2012-05-20T01:17:31Z,NULL,NULL,NULL,NULL,0.08689,0.76602,0.46114,5/22/2012,ohashia,2012-05-25T18:28:25Z
"C0019E-10R-1, 87.5 cm",NULL,770.875,770.875,770.875,770.875,"C0019E-10R-1, 87.5 cm",NULL,770.875,770.875,770.875,770.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.137,1.1416,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-10R-CC, 18.0 cm",NULL,772.175,772.175,772.175,772.175,"C0019E-10R-CC, 20.0 cm",NULL,772.195,772.195,772.195,772.195,"C0019E-10R-CC W, 18.0--20.0 cm",CKY000000000004951100,CARB,NULL,3,rowe343,gray mudstone,CKY,2012-05-20T01:23:47Z,NULL,NULL,NULL,NULL,0.08282,0.70505,0.27422,5/22/2012,ohashia,2012-05-25T18:28:25Z
"C0019E-10R-CC, 19.0 cm",NULL,772.185,772.185,772.185,772.185,"C0019E-10R-CC, 19.0 cm",NULL,772.185,772.185,772.185,772.185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1423,1.1858,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-11R-CC, 4.0 cm",NULL,780.54,780.54,780.54,780.54,"C0019E-11R-CC, 6.0 cm",NULL,780.56,780.56,780.56,780.56,"C0019E-11R-CC W, 4.0--6.0 cm",CKY000000000004950700,CARB,NULL,3,rowe343,from biggest cobble,CKY,2012-05-20T00:48:34Z,NULL,NULL,NULL,NULL,0.09528,0.76458,0.20813,5/22/2012,ohashia,2012-05-25T18:28:24Z
"C0019E-11R-CC, 5.0 cm",NULL,780.55,780.55,780.55,780.55,"C0019E-11R-CC, 5.0 cm",NULL,780.55,780.55,780.55,780.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0655,0.5458,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-12R-2, 57.0 cm",NULL,787.44,787.44,787.44,787.44,"C0019E-12R-2, 59.0 cm",NULL,787.46,787.46,787.46,787.46,"C0019E-12R-2 W, 57.0--59.0 cm",CKY000000000004956900,CARB,NULL,3,arakaway,NULL,CKY,2012-05-30T12:39:18Z,NULL,NULL,NULL,NULL,0.07626,0.67951,0.18622,5/22/2012,ohashia,2012-05-25T18:28:25Z
"C0019E-12R-2, 58.0 cm",NULL,787.45,787.45,787.45,787.45,"C0019E-12R-2, 58.0 cm",NULL,787.45,787.45,787.45,787.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0667,0.5558,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-13R-1, 32.0 cm",NULL,801.32,801.32,801.32,801.32,"C0019E-13R-1, 33.0 cm",NULL,801.33,801.33,801.33,801.33,"C0019E-13R-1 W, 32.0--33.0 cm",CKY000000000004965400,CARB,NULL,2,remitti343,NULL,CKY,2012-05-20T21:58:25Z,NULL,NULL,NULL,NULL,0.09001,0.81309,0.18701,5/25/2012,ohashia,2012-05-25T18:28:25Z
"C0019E-13R-1, 32.5 cm",NULL,801.325,801.325,801.325,801.325,"C0019E-13R-1, 32.5 cm",NULL,801.325,801.325,801.325,801.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.133,1.1083,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-13R-1, 45.5 cm",NULL,801.455,801.455,801.455,801.455,"C0019E-13R-1, 47.0 cm",NULL,801.47,801.47,801.47,801.47,"C0019E-13R-1 W, 45.5--47.0 cm",CKY000000000004965500,CARB,NULL,2,remitti343,coarser grain material,CKY,2012-05-20T22:00:21Z,NULL,NULL,NULL,NULL,0.05539,0.4903,1.03455,5/25/2012,ohashia,2012-05-25T18:28:26Z
"C0019E-13R-1, 46.3 cm",NULL,801.463,801.463,801.463,801.463,"C0019E-13R-1, 46.3 cm",NULL,801.463,801.463,801.463,801.463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0835,0.6958,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-14R-1, 50.0 cm",NULL,810.5,810.5,810.5,810.5,"C0019E-14R-1, 53.0 cm",NULL,810.53,810.53,810.53,810.53,"C0019E-14R-1 W, 50.0--53.0 cm",CKY000000000004969300,CARB,NULL,3,arakaway,NULL,CKY,2012-05-30T12:46:03Z,NULL,NULL,NULL,NULL,0.08628,0.87108,3.11799,5/25/2012,ohashia,2012-05-25T18:28:26Z
"C0019E-14R-1, 51.5 cm",NULL,810.515,810.515,810.515,810.515,"C0019E-14R-1, 51.5 cm",NULL,810.515,810.515,810.515,810.515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2737,2.2807,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-15R-1, 28.0 cm",NULL,816.78,816.78,816.78,816.78,"C0019E-15R-1, 34.0 cm",NULL,816.84,816.84,816.84,816.84,"C0019E-15R-1 W, 28.0--34.0 cm",CKY000000000004977400,CARB,NULL,3,ishikawa343,NULL,CKY,2012-05-21T16:55:32Z,NULL,NULL,NULL,NULL,0.02761,0.10435,0.11217,5/25/2012,ohashia,2012-05-25T18:28:27Z
"C0019E-15R-1, 31.0 cm",NULL,816.81,816.81,816.81,816.81,"C0019E-15R-1, 31.0 cm",NULL,816.81,816.81,816.81,816.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0064,0.0533,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-16R-1, 5.0 cm",NULL,818.55,818.55,818.55,818.55,"C0019E-16R-1, 10.0 cm",NULL,818.6,818.6,818.6,818.6,"C0019E-16R-1 W, 5.0--10.0 cm",CKY000000000004976300,CARB,NULL,3,ishikawa343,NULL,CKY,2012-05-21T16:35:50Z,NULL,NULL,NULL,NULL,0.06328,0.64947,0.26508,5/25/2012,ohashia,2012-05-25T18:28:26Z
"C0019E-16R-1, 7.5 cm",NULL,818.575,818.575,818.575,818.575,"C0019E-16R-1, 7.5 cm",NULL,818.575,818.575,818.575,818.575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1277,1.0641,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-17R-1, 113.0 cm",NULL,822.63,822.63,822.63,822.63,"C0019E-17R-1, 114.0 cm",NULL,822.64,822.64,822.64,822.64,"C0019E-17R-1 W, 113.0--114.0 cm",CKY000000000004987300,CARB,NULL,3,arakaway,before splitting,CKY,2012-05-23T15:03:51Z,NULL,NULL,NULL,NULL,0.02724,0.04851,0.03555,5/25/2012,ohashia,2012-05-25T18:28:27Z
"C0019E-17R-1, 113.5 cm",NULL,822.635,822.635,822.635,822.635,"C0019E-17R-1, 113.5 cm",NULL,822.635,822.635,822.635,822.635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02,0.1667,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-18R-1, 55.0 cm",NULL,824.55,824.55,824.55,824.55,"C0019E-18R-1, 56.0 cm",NULL,824.56,824.56,824.56,824.56,"C0019E-18R-1 W, 55.0--56.0 cm",CKY000000000004987900,CARB,NULL,3,miyabes,NULL,CKY,2012-05-23T22:03:10Z,NULL,NULL,NULL,NULL,0.03998,0.11956,0.06039,5/25/2012,ohashia,2012-05-25T18:28:28Z
"C0019E-18R-1, 55.5 cm",NULL,824.555,824.555,824.555,824.555,"C0019E-18R-1, 55.5 cm",NULL,824.555,824.555,824.555,824.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0072,0.06,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-19R-2, 66.0 cm",NULL,828.35,828.35,828.35,828.35,"C0019E-19R-2, 67.0 cm",NULL,828.36,828.36,828.36,828.36,"C0019E-19R-2 W, 66.0--67.0 cm",CKY000000000004987600,CARB,NULL,3,hirose343,NULL,CKY,2012-05-22T13:39:07Z,NULL,NULL,NULL,NULL,0.02618,0.15543,0.03118,5/25/2012,ohashia,2012-05-25T18:28:27Z
"C0019E-19R-2, 66.5 cm",NULL,828.355,828.355,828.355,828.355,"C0019E-19R-2, 66.5 cm",NULL,828.355,828.355,828.355,828.355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0533,0.4441,kames,2012-05-25T08:13:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-20R-1, 126.0 cm",NULL,832.26,832.26,832.26,832.26,"C0019E-20R-1, 128.0 cm",NULL,832.28,832.28,832.28,832.28,"C0019E-20R-1 W, 126.0--128.0 cm",CKY000000000004991600,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-23T01:11:58Z,NULL,NULL,NULL,NULL,0.03616,0.17721,0.02964,5/25/2012,ohashia,2012-05-25T18:28:29Z
"C0019E-20R-1, 127.0 cm",NULL,832.27,832.27,832.27,832.27,"C0019E-20R-1, 127.0 cm",NULL,832.27,832.27,832.27,832.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0651,0.5425,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-20R-2, 68.0 cm",NULL,833,833,833,833,"C0019E-20R-2, 70.0 cm",NULL,833.02,833.02,833.02,833.02,"C0019E-20R-2 W, 68.0--70.0 cm",CKY000000000004991500,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-23T01:07:10Z,NULL,NULL,NULL,NULL,0.01004,0.08796,0.04451,5/25/2012,ohashia,2012-05-25T18:28:28Z
"C0019E-20R-2, 69.0 cm",NULL,833.01,833.01,833.01,833.01,"C0019E-20R-2, 69.0 cm",NULL,833.01,833.01,833.01,833.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0324,0.27,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-20R-2, 79.0 cm",NULL,833.11,833.11,833.11,833.11,"C0019E-20R-2, 82.0 cm",NULL,833.14,833.14,833.14,833.14,"C0019E-20R-2 W, 79.0--82.0 cm",CKY000000000004991100,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-23T01:04:27Z,NULL,NULL,NULL,NULL,0.01057,0.07556,0.04517,5/25/2012,ohashia,2012-05-25T18:28:28Z
"C0019E-20R-2, 80.5 cm",NULL,833.125,833.125,833.125,833.125,"C0019E-20R-2, 80.5 cm",NULL,833.125,833.125,833.125,833.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.016,0.1333,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0019E-20R-2, 114.5 cm",NULL,833.465,833.465,833.465,833.465,"C0019E-20R-2, 116.5 cm",NULL,833.485,833.485,833.485,833.485,"C0019E-20R-2 W, 114.5--116.5 cm",CKY000000000004990900,CARB,NULL,3,kirkpatrick343,NULL,CKY,2012-05-23T01:00:05Z,NULL,NULL,NULL,NULL,0.00715,0.05039,0.02947,5/25/2012,ohashia,2012-05-25T18:28:28Z
"C0019E-20R-2, 115.5 cm",NULL,833.475,833.475,833.475,833.475,"C0019E-20R-2, 115.5 cm",NULL,833.475,833.475,833.475,833.475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.014,0.1167,kames,2012-05-25T08:13:15Z,NULL,NULL,NULL,NULL,NULL,NULL
