Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001F-3H-2, 80.0 cm",NULL,129.215,129.215,129.215,129.215,"C0001F-3H-2, 81.0 cm",NULL,129.225,129.225,129.225,129.225,"C0001F-3H-2 WR, 80.0--81.0 cm",CKY000000000000292400,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-22T20:46:32Z,NULL,NULL,NULL,NULL,0.02506,2.02971,0.21835,12/2/2007,kuriharar,2008-02-25T07:47:40Z
"C0001F-3H-2, 80.5 cm",NULL,129.22,129.22,129.22,129.22,"C0001F-3H-2, 80.5 cm",NULL,129.22,129.22,129.22,129.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.833961,15.2824,miyabes,2007-12-11T10:53:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-4H-3, 0.0 cm",NULL,139.095,139.095,139.095,139.095,"C0001F-4H-3, 2.0 cm",NULL,139.115,139.115,139.115,139.115,"C0001F-4H-3 WR, 0.0--2.0 cm",CKY000000000000255600,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T15:24:50Z,NULL,NULL,NULL,NULL,0.06704,1.4855,0.2591,12/2/2007,kuriharar,2008-02-25T07:47:40Z
"C0001F-4H-3, 1.0 cm",NULL,139.105,139.105,139.105,139.105,"C0001F-4H-3, 1.0 cm",NULL,139.105,139.105,139.105,139.105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.260209,10.50132,miyabes,2007-12-11T10:53:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-4H-5, 89.0 cm",NULL,141.61,141.61,141.61,141.61,"C0001F-4H-5, 90.0 cm",NULL,141.62,141.62,141.62,141.62,"C0001F-4H-5 WR, 89.0--90.0 cm",CKY000000000000293800,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-22T23:05:08Z,NULL,NULL,NULL,NULL,0.10368,1.36475,0.22181,12/8/2007,kuriharar,2008-02-25T07:47:41Z
"C0001F-4H-5, 89.5 cm",NULL,141.615,141.615,141.615,141.615,"C0001F-4H-5, 89.5 cm",NULL,141.615,141.615,141.615,141.615,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9113962,7.594665,miyabes,2007-12-11T10:53:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-4H-7, 82.0 cm",NULL,144.445,144.445,144.445,144.445,"C0001F-4H-7, 83.5 cm",NULL,144.46,144.46,144.46,144.46,"C0001F-4H-7 WR, 82.0--83.5 cm",CKY000000000000294400,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-22T23:32:40Z,NULL,NULL,NULL,NULL,0.11017,2.1536,0.18917,12/8/2007,kuriharar,2008-02-25T07:47:41Z
"C0001F-4H-7, 82.7 cm",NULL,144.452,144.452,144.452,144.452,"C0001F-4H-7, 82.7 cm",NULL,144.452,144.452,144.452,144.452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.728238,14.40141,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-5H-1, 59.0 cm",NULL,146.551,146.59,146.551,146.59,"C0001F-5H-1, 60.0 cm",NULL,146.561,146.6,146.561,146.6,"C0001F-5H-1 WR, 59.0--60.0 cm",CKY000000000000295000,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-23T00:07:33Z,NULL,NULL,NULL,NULL,0.1061,1.43418,0.30293,12/8/2007,kuriharar,2008-02-25T07:47:42Z
"C0001F-5H-1, 59.5 cm",NULL,146.556,146.595,146.556,146.595,"C0001F-5H-1, 59.5 cm",NULL,146.556,146.595,146.556,146.595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9063824,7.552885,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-5H-2, 15.0 cm",NULL,147.397,147.495,147.397,147.495,"C0001F-5H-2, 16.0 cm",NULL,147.407,147.505,147.407,147.505,"C0001F-5H-2 WR, 15.0--16.0 cm",CKY000000000000296200,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-23T01:15:01Z,NULL,NULL,NULL,NULL,0.12243,1.36915,0.25679,12/8/2007,kuriharar,2008-02-25T07:47:42Z
"C0001F-5H-2, 15.5 cm",NULL,147.402,147.5,147.402,147.5,"C0001F-5H-2, 15.5 cm",NULL,147.402,147.5,147.402,147.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.83998,6.999553,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-5H-4, 0.0 cm",NULL,149.622,149.875,149.622,149.875,"C0001F-5H-4, 1.0 cm",NULL,149.631,149.885,149.631,149.885,"C0001F-5H-4 WR, 0.0--1.0 cm",CKY000000000000259900,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T18:18:02Z,NULL,NULL,NULL,NULL,0.06,1.38867,0.17826,12/2/2007,kuriharar,2008-02-25T07:47:43Z
"C0001F-5H-4, 0.5 cm",NULL,149.626,149.88,149.626,149.88,"C0001F-5H-4, 0.5 cm",NULL,149.626,149.88,149.626,149.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.243315,10.36055,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-6H-4, 20.0 cm",NULL,158.401,158.64,158.401,158.64,"C0001F-6H-4, 21.5 cm",NULL,158.415,158.655,158.415,158.655,"C0001F-6H-4 WR, 20.0--21.5 cm",CKY000000000000264800,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T19:37:45Z,NULL,NULL,NULL,NULL,0.07748,1.53966,0.6642,12/2/2007,kuriharar,2008-02-25T07:47:43Z
"C0001F-6H-4, 20.7 cm",NULL,158.407,158.647,158.407,158.647,"C0001F-6H-4, 20.7 cm",NULL,158.407,158.647,158.407,158.647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.300678,10.83855,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-6H-5, 0.0 cm",NULL,158.415,158.655,158.415,158.655,"C0001F-6H-5, 1.0 cm",NULL,158.424,158.665,158.424,158.665,"C0001F-6H-5 WR, 0.0--1.0 cm",CKY000000000000330800,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-23T17:55:33Z,NULL,NULL,NULL,NULL,0.1356,1.81851,0.26078,12/8/2007,kuriharar,2008-02-25T07:47:44Z
"C0001F-6H-5, 0.5 cm",NULL,158.419,158.66,158.419,158.66,"C0001F-6H-5, 0.5 cm",NULL,158.419,158.66,158.419,158.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.327435,11.06152,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-6H-6, 120.0 cm",NULL,160.655,161.08,160.655,161.08,"C0001F-6H-6, 121.5 cm",NULL,160.669,161.095,160.669,161.095,"C0001F-6H-6 WR, 120.0--121.5 cm",CKY000000000000304600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T05:57:24Z,NULL,NULL,NULL,NULL,0.12467,1.90669,0.33169,12/8/2007,kuriharar,2008-02-25T07:47:44Z
"C0001F-6H-6, 120.7 cm",NULL,160.661,161.087,160.661,161.087,"C0001F-6H-6, 120.7 cm",NULL,160.661,161.087,160.661,161.087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.376408,11.46961,miyabes,2007-12-11T10:53:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-7H-12, 20.0 cm",NULL,167.613,168.135,167.613,168.135,"C0001F-7H-12, 21.0 cm",NULL,167.622,168.145,167.622,168.145,"C0001F-7H-12 WR, 20.0--21.0 cm",CKY000000000000269200,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-22T01:31:42Z,NULL,NULL,NULL,NULL,0.01407,1.16661,0.2142,12/2/2007,kuriharar,2008-02-25T07:47:44Z
"C0001F-7H-12, 20.5 cm",NULL,167.617,168.14,167.617,168.14,"C0001F-7H-12, 20.5 cm",NULL,167.617,168.14,167.617,168.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9914869,8.26206,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-8H-1, 0.0 cm",NULL,170.98,170.98,170.98,170.98,"C0001F-8H-1, 1.0 cm",NULL,170.989,170.99,170.989,170.99,"C0001F-8H-1 WR, 0.0--1.0 cm",CKY000000000000270300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T04:31:41Z,NULL,NULL,NULL,NULL,0.10979,1.62893,0.25513,12/8/2007,kuriharar,2008-02-25T07:47:45Z
"C0001F-8H-1, 0.5 cm",NULL,170.985,170.985,170.985,170.985,"C0001F-8H-1, 0.5 cm",NULL,170.985,170.985,170.985,170.985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.151103,9.592143,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-8H-1, 130.0 cm",NULL,172.181,172.28,172.181,172.28,"C0001F-8H-1, 131.5 cm",NULL,172.195,172.295,172.195,172.295,"C0001F-8H-1 WR, 130.0--131.5 cm",CKY000000000000319800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T09:08:27Z,NULL,NULL,NULL,NULL,0.11176,0.63434,0.16629,12/8/2007,kuriharar,2008-02-25T07:47:45Z
"C0001F-8H-1, 130.8 cm",NULL,172.188,172.288,172.188,172.288,"C0001F-8H-1, 130.8 cm",NULL,172.188,172.288,172.188,172.288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1731033,1.44247,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-8H-2, 65.0 cm",NULL,172.883,173.04,172.883,173.04,"C0001F-8H-2, 66.5 cm",NULL,172.896,173.055,172.896,173.055,"C0001F-8H-2 WR, 65.0--66.5 cm",CKY000000000000320400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T10:19:12Z,NULL,NULL,NULL,NULL,0.06536,0.77298,0.20708,12/2/2007,kuriharar,2008-02-25T07:47:46Z
"C0001F-8H-2, 65.8 cm",NULL,172.89,173.048,172.89,173.048,"C0001F-8H-2, 65.8 cm",NULL,172.89,173.048,172.89,173.048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6409414,5.340965,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-8H-6, 50.0 cm",NULL,176.775,177.255,176.775,177.255,"C0001F-8H-6, 51.5 cm",NULL,176.789,177.27,176.789,177.27,"C0001F-8H-6 WR, 50.0--51.5 cm",CKY000000000000321000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T10:51:46Z,NULL,NULL,NULL,NULL,0.11668,1.92181,0.24633,12/8/2007,kuriharar,2008-02-25T07:47:46Z
"C0001F-8H-6, 50.7 cm",NULL,176.782,177.262,176.782,177.262,"C0001F-8H-6, 50.7 cm",NULL,176.782,177.262,176.782,177.262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.518471,12.65342,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-9H-1, 118.0 cm",NULL,180.806,180.92,180.806,180.92,"C0001F-9H-1, 119.5 cm",NULL,180.819,180.935,180.819,180.935,"C0001F-9H-1 WR, 118.0--119.5 cm",CKY000000000000326000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T12:12:56Z,NULL,NULL,NULL,NULL,0.11383,0.86017,4.81729,12/8/2007,kuriharar,2008-02-25T07:47:46Z
"C0001F-9H-1, 118.8 cm",NULL,180.813,180.928,180.813,180.928,"C0001F-9H-1, 118.8 cm",NULL,180.813,180.928,180.813,180.928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3938723,3.282138,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-9H-3, 78.5 cm",NULL,183.122,183.485,183.122,183.485,"C0001F-9H-3, 80.0 cm",NULL,183.135,183.5,183.135,183.5,"C0001F-9H-3 WR, 78.5--80.0 cm",CKY000000000000325400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T11:46:46Z,NULL,NULL,NULL,NULL,0.08983,1.37649,0.24227,12/8/2007,kuriharar,2008-02-25T07:47:47Z
"C0001F-9H-3, 79.3 cm",NULL,183.129,183.493,183.129,183.493,"C0001F-9H-3, 79.3 cm",NULL,183.129,183.493,183.129,183.493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9779441,8.149208,miyabes,2007-12-11T11:03:22Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-9H-4, 0.0 cm",NULL,183.488,183.89,183.488,183.89,"C0001F-9H-4, 1.0 cm",NULL,183.497,183.9,183.497,183.9,"C0001F-9H-4 WR, 0.0--1.0 cm",CKY000000000000271900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T06:01:36Z,NULL,NULL,NULL,NULL,0.01354,1.2569,0.2334,12/2/2007,kuriharar,2008-02-25T07:47:47Z
"C0001F-9H-4, 0.5 cm",NULL,183.492,183.895,183.492,183.895,"C0001F-9H-4, 0.5 cm",NULL,183.492,183.895,183.492,183.895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.107631,9.229886,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-10H-10, 0.0 cm",NULL,193.245,193.245,193.245,193.245,"C0001F-10H-10, 1.0 cm",NULL,193.255,193.255,193.255,193.255,"C0001F-10H-10 WR, 0.0--1.0 cm",CKY000000000000274900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T09:54:43Z,NULL,NULL,NULL,NULL,0.03154,1.09055,0.18441,12/2/2007,kuriharar,2008-02-25T07:47:48Z
"C0001F-10H-10, 0.5 cm",NULL,193.25,193.25,193.25,193.25,"C0001F-10H-10, 0.5 cm",NULL,193.25,193.25,193.25,193.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8103192,6.752389,miyabes,2007-12-11T10:53:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-10H-11, 13.5 cm",NULL,193.595,193.595,193.595,193.595,"C0001F-10H-11, 15.0 cm",NULL,193.61,193.61,193.61,193.61,"C0001F-10H-11 WR, 13.5--15.0 cm",CKY000000000000327000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T14:32:20Z,NULL,NULL,NULL,NULL,0.10449,1.18166,0.13178,12/8/2007,kuriharar,2008-02-25T07:47:48Z
"C0001F-10H-11, 14.2 cm",NULL,193.602,193.602,193.602,193.602,"C0001F-10H-11, 14.2 cm",NULL,193.602,193.602,193.602,193.602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6281973,5.234767,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-10H-11, 128.5 cm",NULL,194.745,194.745,194.745,194.745,"C0001F-10H-11, 130.0 cm",NULL,194.76,194.76,194.76,194.76,"C0001F-10H-11 WR, 128.5--130.0 cm",CKY000000000000327600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T14:32:22Z,NULL,NULL,NULL,NULL,0.07955,1.43999,0.14825,12/8/2007,kuriharar,2008-02-25T07:47:48Z
"C0001F-10H-11, 129.3 cm",NULL,194.753,194.753,194.753,194.753,"C0001F-10H-11, 129.3 cm",NULL,194.753,194.753,194.753,194.753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.064309,8.868883,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-13H-1, 0.0 cm",NULL,202.37,202.37,202.37,202.37,"C0001F-13H-1, 1.0 cm",NULL,202.379,202.38,202.379,202.38,"C0001F-13H-1 WR, 0.0--1.0 cm",CKY000000000000277700,CARB,NULL,2,hirono315,NULL,CKY,2007-11-22T14:18:53Z,NULL,NULL,NULL,NULL,0.03311,0.57623,0.80293,12/13/2007,kuriharar,2008-02-25T07:47:49Z
"C0001F-13H-1, 0.5 cm",NULL,202.375,202.375,202.375,202.375,"C0001F-13H-1, 0.5 cm",NULL,202.375,202.375,202.375,202.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3781772,3.151351,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-14H-1, 50.0 cm",NULL,207.66,207.67,207.66,207.67,"C0001F-14H-1, 51.0 cm",NULL,207.67,207.68,207.67,207.68,"C0001F-14H-1 WR, 50.0--51.0 cm",CKY000000000000334800,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-23T22:13:43Z,NULL,NULL,NULL,NULL,0.08088,0.68175,0.6218,12/8/2007,kuriharar,2008-02-25T07:47:49Z
"C0001F-14H-1, 50.5 cm",NULL,207.665,207.675,207.665,207.675,"C0001F-14H-1, 50.5 cm",NULL,207.665,207.675,207.665,207.675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4056911,3.380624,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-14H-2, 54.0 cm",NULL,209.083,209.12,209.083,209.12,"C0001F-14H-2, 55.0 cm",NULL,209.092,209.13,209.092,209.13,"C0001F-14H-2 WR, 54.0--55.0 cm",CKY000000000000335500,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-23T22:52:47Z,NULL,NULL,NULL,NULL,0.09355,1.28027,1.23415,12/8/2007,kuriharar,2008-02-25T07:47:50Z
"C0001F-14H-2, 54.5 cm",NULL,209.087,209.125,209.087,209.125,"C0001F-14H-2, 54.5 cm",NULL,209.087,209.125,209.087,209.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8474657,7.061932,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-14H-3, 90.0 cm",NULL,210.838,210.91,210.838,210.91,"C0001F-14H-3, 91.0 cm",NULL,210.848,210.92,210.848,210.92,"C0001F-14H-3 WR, 90.0--91.0 cm",CKY000000000000336200,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-23T23:17:59Z,NULL,NULL,NULL,NULL,0.09879,0.69521,0.7927,12/8/2007,kuriharar,2008-02-25T07:47:50Z
"C0001F-14H-3, 90.5 cm",NULL,210.843,210.915,210.843,210.915,"C0001F-14H-3, 90.5 cm",NULL,210.843,210.915,210.843,210.915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2539585,2.116236,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-14H-4, 0.0 cm",NULL,211.132,211.21,211.132,211.21,"C0001F-14H-4, 1.0 cm",NULL,211.142,211.22,211.142,211.22,"C0001F-14H-4 WR, 0.0--1.0 cm",CKY000000000000281100,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-22T16:28:12Z,NULL,NULL,NULL,NULL,0.05165,0.52787,1.36328,12/2/2007,kuriharar,2008-02-25T07:47:50Z
"C0001F-14H-4, 0.5 cm",NULL,211.137,211.215,211.137,211.215,"C0001F-14H-4, 0.5 cm",NULL,211.137,211.215,211.137,211.215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.389775,3.247995,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-15H-2, 10.0 cm",NULL,214.688,214.805,214.688,214.805,"C0001F-15H-2, 11.0 cm",NULL,214.697,214.815,214.697,214.815,"C0001F-15H-2 WR, 10.0--11.0 cm",CKY000000000000339800,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-24T02:31:12Z,NULL,NULL,NULL,NULL,0.10862,1.15335,0.81864,12/8/2007,kuriharar,2008-02-25T07:47:51Z
"C0001F-15H-2, 10.5 cm",NULL,214.692,214.81,214.692,214.81,"C0001F-15H-2, 10.5 cm",NULL,214.692,214.81,214.692,214.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6753927,5.628047,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-15H-2, 44.0 cm",NULL,215.001,215.145,215.001,215.145,"C0001F-15H-2, 45.0 cm",NULL,215.011,215.155,215.011,215.155,"C0001F-15H-2 WR, 44.0--45.0 cm",CKY000000000000342400,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-24T03:14:48Z,NULL,NULL,NULL,NULL,0.11526,1.10154,0.72852,12/8/2007,kuriharar,2008-02-25T07:47:51Z
"C0001F-15H-2, 44.5 cm",NULL,215.006,215.15,215.006,215.15,"C0001F-15H-2, 44.5 cm",NULL,215.006,215.15,215.006,215.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6251802,5.209626,miyabes,2007-12-11T10:53:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-15H-4, 0.0 cm",NULL,216.888,217.19,216.888,217.19,"C0001F-15H-4, 1.0 cm",NULL,216.897,217.2,216.897,217.2,"C0001F-15H-4 WR, 0.0--1.0 cm",CKY000000000000284900,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-22T17:17:07Z,NULL,NULL,NULL,NULL,0.06627,0.26603,0.61434,12/5/2007,kuriharar,2008-02-25T07:47:52Z
