Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0006E-17X-5, 28.2 cm",NULL,101.457,101.457,101.457,101.457,"C0006E-17X-5, 28.2 cm",NULL,101.457,101.457,101.457,101.457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,2.6656,miyabes,2008-02-04T01:53:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-19X-3, 113.5 cm",NULL,118.395,118.395,118.395,118.395,"C0006E-19X-3, 115.0 cm",NULL,118.41,118.41,118.41,118.41,"C0006E-19X-3 WR, 113.5--115.0 cm",CKY000000000001029700,CARB,NULL,2,arito316,NULL,CKY,2007-12-31T01:52:31Z,NULL,NULL,NULL,NULL,0.04317,0.58245,0.29651,1/11/2008,kuriharar,2008-01-31T07:46:31Z
"C0006E-19X-3, 114.3 cm",NULL,118.403,118.403,118.403,118.403,"C0006E-19X-3, 114.3 cm",NULL,118.403,118.403,118.403,118.403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1130941,0.9420739,miyabes,2008-02-04T01:53:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-19X-4, 95.5 cm",NULL,119.62,119.62,119.62,119.62,"C0006E-19X-4, 97.0 cm",NULL,119.635,119.635,119.635,119.635,"C0006E-19X-4 WR, 95.5--97.0 cm",CKY000000000001037800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T07:49:12Z,NULL,NULL,NULL,NULL,0.05222,0.44258,0.10872,1/12/2008,kuriharar,2008-01-31T07:46:31Z
"C0006E-19X-4, 96.2 cm",NULL,119.627,119.627,119.627,119.627,"C0006E-19X-4, 96.2 cm",NULL,119.627,119.627,119.627,119.627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.03464872,0.2886238,miyabes,2008-02-04T01:53:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-19X-5, 0.0 cm",NULL,119.755,119.755,119.755,119.755,"C0006E-19X-5, 1.5 cm",NULL,119.77,119.77,119.77,119.77,"C0006E-19X-5 WR, 0.0--1.5 cm",CKY000000000001020800,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T17:53:59Z,NULL,NULL,NULL,NULL,0.05673,0.79754,0.14651,1/12/2008,kuriharar,2008-01-31T07:46:31Z
"C0006E-19X-5, 0.7 cm",NULL,119.762,119.762,119.762,119.762,"C0006E-19X-5, 0.7 cm",NULL,119.762,119.762,119.762,119.762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2973949,2.4773,miyabes,2008-02-04T01:53:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-19X-6, 39.0 cm",NULL,120.47,120.47,120.47,120.47,"C0006E-19X-6, 40.5 cm",NULL,120.485,120.485,120.485,120.485,"C0006E-19X-6 WR, 39.0--40.5 cm",CKY000000000001039000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T08:34:14Z,NULL,NULL,NULL,NULL,0.05626,0.61084,0.17728,1/12/2008,kuriharar,2008-01-31T07:46:32Z
"C0006E-19X-6, 39.8 cm",NULL,120.478,120.478,120.478,120.478,"C0006E-19X-6, 39.8 cm",NULL,120.478,120.478,120.478,120.478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2054185,1.711136,miyabes,2008-02-04T01:53:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-1, 38.5 cm",NULL,125.715,125.715,125.715,125.715,"C0006E-20X-1, 40.0 cm",NULL,125.73,125.73,125.73,125.73,"C0006E-20X-1 WR, 38.5--40.0 cm",CKY000000000001043100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T10:19:05Z,NULL,NULL,NULL,NULL,0.03475,0.40784,0.29304,1/11/2008,kuriharar,2008-01-31T07:46:32Z
"C0006E-20X-1, 39.3 cm",NULL,125.723,125.723,125.723,125.723,"C0006E-20X-1, 39.3 cm",NULL,125.723,125.723,125.723,125.723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1142926,0.9524006,miyabes,2008-02-04T01:53:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-1, 118.5 cm",NULL,126.515,126.515,126.515,126.515,"C0006E-20X-1, 120.0 cm",NULL,126.53,126.53,126.53,126.53,"C0006E-20X-1 WR, 118.5--120.0 cm",CKY000000000001042500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T10:19:04Z,NULL,NULL,NULL,NULL,0.04691,0.4057,0.08041,1/11/2008,kuriharar,2008-01-31T07:46:32Z
"C0006E-20X-1, 119.2 cm",NULL,126.522,126.522,126.522,126.522,"C0006E-20X-1, 119.2 cm",NULL,126.522,126.522,126.522,126.522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.04773169,0.3977481,miyabes,2008-02-04T01:53:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-2, 121.5 cm",NULL,127.96,127.96,127.96,127.96,"C0006E-20X-2, 123.0 cm",NULL,127.975,127.975,127.975,127.975,"C0006E-20X-2 WR, 121.5--123.0 cm",CKY000000000001044200,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T10:56:01Z,NULL,NULL,NULL,NULL,0.06885,0.7725,0.12932,1/11/2008,kuriharar,2008-01-31T07:46:32Z
"C0006E-20X-2, 122.2 cm",NULL,127.967,127.967,127.967,127.967,"C0006E-20X-2, 122.2 cm",NULL,127.967,127.967,127.967,127.967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1955004,1.629104,miyabes,2008-02-04T01:53:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-3, 0.0 cm",NULL,128.16,128.16,128.16,128.16,"C0006E-20X-3, 1.5 cm",NULL,128.175,128.175,128.175,128.175,"C0006E-20X-3 WR, 0.0--1.5 cm",CKY000000000001044800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T11:18:03Z,NULL,NULL,NULL,NULL,0.0675,0.75426,0.24345,1/11/2008,kuriharar,2008-01-31T07:46:33Z
"C0006E-20X-3, 0.7 cm",NULL,128.167,128.167,128.167,128.167,"C0006E-20X-3, 0.7 cm",NULL,128.167,128.167,128.167,128.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2221525,1.851197,miyabes,2008-02-04T01:53:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-5, 33.5 cm",NULL,131.34,131.34,131.34,131.34,"C0006E-20X-5, 35.0 cm",NULL,131.355,131.355,131.355,131.355,"C0006E-20X-5 WR, 33.5--35.0 cm",CKY000000000001047500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T11:43:43Z,NULL,NULL,NULL,NULL,0.06613,0.82065,0.10702,1/12/2008,kuriharar,2008-01-31T07:46:33Z
"C0006E-20X-5, 34.3 cm",NULL,131.348,131.348,131.348,131.348,"C0006E-20X-5, 34.3 cm",NULL,131.348,131.348,131.348,131.348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3187627,2.655293,miyabes,2008-02-04T01:53:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-5, 108.0 cm",NULL,132.085,132.085,132.085,132.085,"C0006E-20X-5, 109.5 cm",NULL,132.1,132.1,132.1,132.1,"C0006E-20X-5 WR, 108.0--109.5 cm",CKY000000000001046900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-31T11:43:42Z,NULL,NULL,NULL,NULL,0.05402,0.68612,0.17099,1/12/2008,kuriharar,2008-01-31T07:46:33Z
"C0006E-20X-5, 108.7 cm",NULL,132.092,132.092,132.092,132.092,"C0006E-20X-5, 108.7 cm",NULL,132.092,132.092,132.092,132.092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.265133,2.208558,miyabes,2008-02-04T01:53:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-20X-7, 0.0 cm",NULL,132.845,132.845,132.845,132.845,"C0006E-20X-7, 1.5 cm",NULL,132.86,132.86,132.86,132.86,"C0006E-20X-7 WR, 0.0--1.5 cm",CKY000000000001022100,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T18:51:52Z,NULL,NULL,NULL,NULL,0.02823,0.2916,0.095,1/11/2008,kuriharar,2008-01-31T07:46:33Z
"C0006E-20X-7, 0.7 cm",NULL,132.852,132.852,132.852,132.852,"C0006E-20X-7, 0.7 cm",NULL,132.852,132.852,132.852,132.852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1545355,1.287745,miyabes,2008-02-04T01:53:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-21X-3, 0.0 cm",NULL,137.38,137.38,137.38,137.38,"C0006E-21X-3, 1.5 cm",NULL,137.395,137.395,137.395,137.395,"C0006E-21X-3 WR, 0.0--1.5 cm",CKY000000000001067900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-01T14:21:52Z,NULL,NULL,NULL,NULL,0.04542,0.58746,0.15767,1/11/2008,kuriharar,2008-01-31T07:46:34Z
"C0006E-21X-3, 0.7 cm",NULL,137.387,137.387,137.387,137.387,"C0006E-21X-3, 0.7 cm",NULL,137.387,137.387,137.387,137.387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2029681,1.691333,miyabes,2008-02-04T01:53:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-2, 33.0 cm",NULL,146.07,146.07,146.07,146.07,"C0006E-22X-2, 34.5 cm",NULL,146.085,146.085,146.085,146.085,"C0006E-22X-2 WR, 33.0--34.5 cm",CKY000000000001084300,CARB,NULL,2,arito316,NULL,CKY,2008-01-02T02:53:25Z,NULL,NULL,NULL,NULL,0.04888,0.64262,0.15498,1/11/2008,kuriharar,2008-01-31T07:46:34Z
"C0006E-22X-2, 33.8 cm",NULL,146.078,146.078,146.078,146.078,"C0006E-22X-2, 33.8 cm",NULL,146.078,146.078,146.078,146.078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2607521,2.172847,miyabes,2008-02-04T01:53:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-3, 0.0 cm",NULL,146.83,146.83,146.83,146.83,"C0006E-22X-3, 1.5 cm",NULL,146.845,146.845,146.845,146.845,"C0006E-22X-3 WR, 0.0--1.5 cm",CKY000000000001068400,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-01T14:23:52Z,NULL,NULL,NULL,NULL,0.05059,0.67753,0.11851,1/11/2008,kuriharar,2008-01-31T07:46:34Z
"C0006E-22X-3, 0.7 cm",NULL,146.837,146.837,146.837,146.837,"C0006E-22X-3, 0.7 cm",NULL,146.837,146.837,146.837,146.837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2842948,2.369029,miyabes,2008-02-04T01:53:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-4, 30.0 cm",NULL,147.475,147.475,147.475,147.475,"C0006E-22X-4, 31.5 cm",NULL,147.49,147.49,147.49,147.49,"C0006E-22X-4 WR, 30.0--31.5 cm",CKY000000000001085100,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T04:09:58Z,NULL,NULL,NULL,NULL,0.06642,0.93493,0.11224,1/12/2008,kuriharar,2008-01-31T07:46:34Z
"C0006E-22X-4, 30.8 cm",NULL,147.483,147.483,147.483,147.483,"C0006E-22X-4, 30.8 cm",NULL,147.483,147.483,147.483,147.483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3456351,2.880177,miyabes,2008-02-04T01:53:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-4, 115.0 cm",NULL,148.325,148.325,148.325,148.325,"C0006E-22X-4, 116.5 cm",NULL,148.34,148.34,148.34,148.34,"C0006E-22X-4 WR, 115.0--116.5 cm",CKY000000000001085700,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T04:24:12Z,NULL,NULL,NULL,NULL,0.04168,0.55589,0.16065,1/11/2008,kuriharar,2008-01-31T07:46:35Z
"C0006E-22X-4, 115.8 cm",NULL,148.333,148.333,148.333,148.333,"C0006E-22X-4, 115.8 cm",NULL,148.333,148.333,148.333,148.333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1630862,1.358997,miyabes,2008-02-04T01:53:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-6, 20.0 cm",NULL,150.195,150.195,150.195,150.195,"C0006E-22X-6, 21.5 cm",NULL,150.21,150.21,150.21,150.21,"C0006E-22X-6 WR, 20.0--21.5 cm",CKY000000000001086900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T04:56:09Z,NULL,NULL,NULL,NULL,0.03719,0.52993,0.1529,1/12/2008,kuriharar,2008-01-31T07:46:35Z
"C0006E-22X-6, 20.7 cm",NULL,150.202,150.202,150.202,150.202,"C0006E-22X-6, 20.7 cm",NULL,150.202,150.202,150.202,150.202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1858911,1.549031,miyabes,2008-02-04T01:53:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-22X-6, 66.0 cm",NULL,150.655,150.655,150.655,150.655,"C0006E-22X-6, 67.5 cm",NULL,150.67,150.67,150.67,150.67,"C0006E-22X-6 WR, 66.0--67.5 cm",CKY000000000001086300,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T04:56:08Z,NULL,NULL,NULL,NULL,0.03759,0.44801,0.11058,1/12/2008,kuriharar,2008-01-31T07:46:35Z
"C0006E-22X-6, 66.8 cm",NULL,150.663,150.663,150.663,150.663,"C0006E-22X-6, 66.8 cm",NULL,150.663,150.663,150.663,150.663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1188916,0.9907237,miyabes,2008-02-04T01:53:14Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-1, 65.0 cm",NULL,154.48,154.48,154.48,154.48,"C0006E-23X-1, 66.5 cm",NULL,154.495,154.495,154.495,154.495,"C0006E-23X-1 WR, 65.0--66.5 cm",CKY000000000001090300,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T10:02:15Z,NULL,NULL,NULL,NULL,0.06293,0.87952,0.11263,1/14/2008,kuriharar,2008-01-31T07:46:35Z
"C0006E-23X-1, 65.8 cm",NULL,154.488,154.488,154.488,154.488,"C0006E-23X-1, 65.8 cm",NULL,154.488,154.488,154.488,154.488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3855095,3.212451,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-1, 101.0 cm",NULL,154.84,154.84,154.84,154.84,"C0006E-23X-1, 102.5 cm",NULL,154.855,154.855,154.855,154.855,"C0006E-23X-1 WR, 101.0--102.5 cm",CKY000000000001090800,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T10:02:16Z,NULL,NULL,NULL,NULL,0.03727,0.48114,0.09974,1/11/2008,kuriharar,2008-01-31T07:46:36Z
"C0006E-23X-1, 101.8 cm",NULL,154.848,154.848,154.848,154.848,"C0006E-23X-1, 101.8 cm",NULL,154.848,154.848,154.848,154.848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1855041,1.545806,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-3, 26.0 cm",NULL,156.905,156.905,156.905,156.905,"C0006E-23X-3, 27.5 cm",NULL,156.92,156.92,156.92,156.92,"C0006E-23X-3 WR, 26.0--27.5 cm",CKY000000000001091400,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T10:38:08Z,NULL,NULL,NULL,NULL,0.03679,0.36021,0.13672,1/12/2008,kuriharar,2008-01-31T07:46:36Z
"C0006E-23X-3, 26.8 cm",NULL,156.913,156.913,156.913,156.913,"C0006E-23X-3, 26.8 cm",NULL,156.913,156.913,156.913,156.913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1186401,0.988628,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-3, 67.0 cm",NULL,157.315,157.315,157.315,157.315,"C0006E-23X-3, 68.5 cm",NULL,157.33,157.33,157.33,157.33,"C0006E-23X-3 WR, 67.0--68.5 cm",CKY000000000001092000,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T10:38:09Z,NULL,NULL,NULL,NULL,0.06036,0.66653,0.05541,1/11/2008,kuriharar,2008-01-31T07:46:36Z
"C0006E-23X-3, 67.8 cm",NULL,157.323,157.323,157.323,157.323,"C0006E-23X-3, 67.8 cm",NULL,157.323,157.323,157.323,157.323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2369474,1.974483,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-4, 0.0 cm",NULL,157.74,157.74,157.74,157.74,"C0006E-23X-4, 1.5 cm",NULL,157.755,157.755,157.755,157.755,"C0006E-23X-4 WR, 0.0--1.5 cm",CKY000000000001068900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-01T14:25:30Z,NULL,NULL,NULL,NULL,0.0621,0.81836,0.10957,1/11/2008,kuriharar,2008-01-31T07:46:36Z
"C0006E-23X-4, 0.7 cm",NULL,157.747,157.747,157.747,157.747,"C0006E-23X-4, 0.7 cm",NULL,157.747,157.747,157.747,157.747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3470304,2.891805,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-23X-5, 90.0 cm",NULL,158.975,158.975,158.975,158.975,"C0006E-23X-5, 91.5 cm",NULL,158.99,158.99,158.99,158.99,"C0006E-23X-5 WR, 90.0--91.5 cm",CKY000000000001092600,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T11:14:40Z,NULL,NULL,NULL,NULL,0.04645,0.56117,0.07864,1/12/2008,kuriharar,2008-01-31T07:46:37Z
"C0006E-23X-5, 90.8 cm",NULL,158.983,158.983,158.983,158.983,"C0006E-23X-5, 90.8 cm",NULL,158.983,158.983,158.983,158.983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2094886,1.745668,miyabes,2008-02-04T01:53:15Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-25X-6, 25.0 cm",NULL,180.117,180.117,180.117,180.117,"C0006E-25X-6, 26.5 cm",NULL,180.132,180.132,180.132,180.132,"C0006E-25X-6 WR, 25.0--26.5 cm",CKY000000000001100800,CARB,NULL,2,arito316,NULL,CKY,2008-01-02T16:46:08Z,NULL,NULL,NULL,NULL,0.04586,0.57778,0.1509,1/11/2008,kuriharar,2008-01-31T07:46:37Z
"C0006E-25X-6, 25.7 cm",NULL,180.124,180.124,180.124,180.124,"C0006E-25X-6, 25.7 cm",NULL,180.124,180.124,180.124,180.124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2256027,1.879947,miyabes,2008-02-04T01:53:16Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-25X-7, 0.0 cm",NULL,180.787,180.787,180.787,180.787,"C0006E-25X-7, 1.5 cm",NULL,180.802,180.802,180.802,180.802,"C0006E-25X-7 WR, 0.0--1.5 cm",CKY000000000001081200,CARB,NULL,2,arito316,NULL,CKY,2008-01-01T23:36:46Z,NULL,NULL,NULL,NULL,0.02963,0.3137,0.14906,1/11/2008,kuriharar,2008-01-31T07:46:37Z
"C0006E-25X-7, 0.7 cm",NULL,180.794,180.794,180.794,180.794,"C0006E-25X-7, 0.7 cm",NULL,180.794,180.794,180.794,180.794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09118078,0.7598094,miyabes,2008-02-04T01:53:16Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-26X-1, 147.5 cm",NULL,183.711,183.805,183.711,183.805,"C0006E-26X-1, 149.0 cm",NULL,183.725,183.82,183.725,183.82,"C0006E-26X-1 WR, 147.5--149.0 cm",CKY000000000001102000,CARB,NULL,2,arito316,NULL,CKY,2008-01-02T19:11:54Z,NULL,NULL,NULL,NULL,0.0553,0.75418,0.18139,1/11/2008,kuriharar,2008-01-31T07:46:37Z
"C0006E-26X-1, 148.2 cm",NULL,183.718,183.812,183.718,183.812,"C0006E-26X-1, 148.2 cm",NULL,183.718,183.812,183.718,183.812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2232324,1.860196,miyabes,2008-02-04T01:53:16Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-26X-4, 0.0 cm",NULL,186.37,186.645,186.37,186.645,"C0006E-26X-4, 1.5 cm",NULL,186.384,186.66,186.384,186.66,"C0006E-26X-4 WR, 0.0--1.5 cm",CKY000000000001095800,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T14:18:06Z,NULL,NULL,NULL,NULL,0.0573,0.67278,0.07578,1/11/2008,kuriharar,2008-01-31T07:46:38Z
"C0006E-26X-4, 0.7 cm",NULL,186.376,186.652,186.376,186.652,"C0006E-26X-4, 0.7 cm",NULL,186.376,186.652,186.376,186.652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2623711,2.186338,miyabes,2008-02-04T01:53:16Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-26X-8, 94.5 cm",NULL,191.217,191.822,191.217,191.822,"C0006E-26X-8, 96.0 cm",NULL,191.231,191.837,191.231,191.837,"C0006E-26X-8 WR, 94.5--96.0 cm",CKY000000000001105000,CARB,NULL,2,arito316,NULL,CKY,2008-01-02T20:53:24Z,NULL,NULL,NULL,NULL,0.04655,0.55185,0.85617,1/14/2008,kuriharar,2008-01-31T07:46:38Z
"C0006E-26X-8, 95.2 cm",NULL,191.223,191.829,191.223,191.829,"C0006E-26X-8, 95.2 cm",NULL,191.223,191.829,191.223,191.829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1984909,1.654024,miyabes,2008-02-04T01:53:17Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-27X-1, 60.0 cm",NULL,192.394,192.43,192.394,192.43,"C0006E-27X-1, 61.5 cm",NULL,192.408,192.445,192.408,192.445,"C0006E-27X-1 WR, 60.0--61.5 cm",CKY000000000001108300,CARB,NULL,2,arito316,NULL,CKY,2008-01-03T00:19:33Z,NULL,NULL,NULL,NULL,0.06149,0.95812,0.15179,1/14/2008,kuriharar,2008-01-31T07:46:38Z
"C0006E-27X-1, 60.8 cm",NULL,192.401,192.438,192.401,192.438,"C0006E-27X-1, 60.8 cm",NULL,192.401,192.438,192.401,192.438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3664904,3.053965,miyabes,2008-02-04T01:53:17Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-27X-5, 16.5 cm",NULL,197.299,197.65,197.299,197.65,"C0006E-27X-5, 18.0 cm",NULL,197.313,197.665,197.313,197.665,"C0006E-27X-5 WR, 16.5--18.0 cm",CKY000000000001096400,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T14:25:58Z,NULL,NULL,NULL,NULL,0.03564,0.36585,0.12448,1/14/2008,kuriharar,2008-01-31T07:46:38Z
"C0006E-27X-5, 17.2 cm",NULL,197.305,197.657,197.305,197.657,"C0006E-27X-5, 17.2 cm",NULL,197.305,197.657,197.305,197.657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1078561,0.8987652,miyabes,2008-02-04T01:53:17Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-27X-8, 30.0 cm",NULL,200.085,200.615,200.085,200.615,"C0006E-27X-8, 31.5 cm",NULL,200.099,200.63,200.099,200.63,"C0006E-27X-8 WR, 30.0--31.5 cm",CKY000000000001114500,CARB,NULL,2,arito316,NULL,CKY,2008-01-03T03:08:20Z,NULL,NULL,NULL,NULL,0.03316,0.25361,0.11153,1/14/2008,kuriharar,2008-01-31T07:46:39Z
"C0006E-27X-8, 30.8 cm",NULL,200.093,200.623,200.093,200.623,"C0006E-27X-8, 30.8 cm",NULL,200.093,200.623,200.093,200.623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08931075,0.7442265,miyabes,2008-02-04T01:53:17Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-28X-1, 31.0 cm",NULL,201.64,201.64,201.64,201.64,"C0006E-28X-1, 32.5 cm",NULL,201.655,201.655,201.655,201.655,"C0006E-28X-1 WR, 31.0--32.5 cm",CKY000000000001117600,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-03T05:49:21Z,NULL,NULL,NULL,NULL,0.0578,0.68094,0.10739,1/14/2008,kuriharar,2008-01-31T07:46:39Z
"C0006E-28X-1, 31.7 cm",NULL,201.647,201.647,201.647,201.647,"C0006E-28X-1, 31.7 cm",NULL,201.647,201.647,201.647,201.647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.291211,2.426661,miyabes,2008-02-04T01:53:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-28X-1, 91.0 cm",NULL,202.24,202.24,202.24,202.24,"C0006E-28X-1, 92.5 cm",NULL,202.255,202.255,202.255,202.255,"C0006E-28X-1 WR, 91.0--92.5 cm",CKY000000000001118200,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-03T05:49:22Z,NULL,NULL,NULL,NULL,0.04546,0.54216,0.0999,1/14/2008,kuriharar,2008-01-31T07:46:39Z
"C0006E-28X-1, 91.8 cm",NULL,202.248,202.248,202.248,202.248,"C0006E-28X-1, 91.8 cm",NULL,202.248,202.248,202.248,202.248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2109532,1.757873,miyabes,2008-02-04T01:53:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-28X-3, 0.0 cm",NULL,203.805,203.805,203.805,203.805,"C0006E-28X-3, 1.5 cm",NULL,203.82,203.82,203.82,203.82,"C0006E-28X-3 WR, 0.0--1.5 cm",CKY000000000001096900,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-02T14:32:18Z,NULL,NULL,NULL,NULL,0.04052,0.40003,0.1796,1/11/2008,kuriharar,2008-01-31T07:46:39Z
