Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis; sample, cuttings::series number of mud logging::number","bulk CNS analysis; sample, cuttings::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, cuttings::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, cuttings::registerer","bulk CNS analysis; sample, cuttings::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
NULL,NULL,C0009A;1072.700,NULL,1072.7,NULL,NULL,1072.7,NULL,NULL,C0009A;1072.700,NULL,1072.7,NULL,NULL,1072.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7439,14.5319,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1077.700,NULL,1077.7,NULL,NULL,1077.7,NULL,NULL,C0009A;1082.700,NULL,1082.7,NULL,NULL,1082.7,C0009A-83SMW W,CKY000000000001968300,CARB,NULL,10,kawamuras,NULL,CKY,2009-07-07T07:56:04Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10552,7.64564,7/12/2009,moriyas,2009-07-13T16:04:15Z
NULL,NULL,C0009A;1077.700,NULL,1077.7,NULL,NULL,1077.7,NULL,NULL,C0009A;1077.700,NULL,1077.7,NULL,NULL,1077.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6076,13.3961,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1082.700,NULL,1082.7,NULL,NULL,1082.7,NULL,NULL,C0009A;1087.700,NULL,1087.7,NULL,NULL,1087.7,C0009A-84SMW W,CKY000000000001965300,CARB,NULL,10,mukoyoshih,NULL,CKY,2009-07-07T03:44:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0953,5.51205,7/12/2009,moriyas,2009-07-13T16:04:15Z
NULL,NULL,C0009A;1082.700,NULL,1082.7,NULL,NULL,1082.7,NULL,NULL,C0009A;1082.700,NULL,1082.7,NULL,NULL,1082.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6681,13.9003,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1087.700,NULL,1087.7,NULL,NULL,1087.7,NULL,NULL,C0009A;1092.700,NULL,1092.7,NULL,NULL,1092.7,C0009A-85SMW W,CKY000000000001972800,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T16:51:42Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11672,10.17962,7/12/2009,moriyas,2009-07-13T16:04:15Z
NULL,NULL,C0009A;1087.700,NULL,1087.7,NULL,NULL,1087.7,NULL,NULL,C0009A;1087.700,NULL,1087.7,NULL,NULL,1087.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.487,12.3912,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1092.700,NULL,1092.7,NULL,NULL,1092.7,NULL,NULL,C0009A;1097.700,NULL,1097.7,NULL,NULL,1097.7,C0009A-86SMW W,CKY000000000001968500,CARB,NULL,10,kawamuras,NULL,CKY,2009-07-07T07:56:04Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11383,7.62587,7/12/2009,moriyas,2009-07-13T16:04:15Z
NULL,NULL,C0009A;1092.700,NULL,1092.7,NULL,NULL,1092.7,NULL,NULL,C0009A;1092.700,NULL,1092.7,NULL,NULL,1092.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6209,13.507,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1097.700,NULL,1097.7,NULL,NULL,1097.7,NULL,NULL,C0009A;1102.700,NULL,1102.7,NULL,NULL,1102.7,C0009A-87SMW W,CKY000000000002039400,CARB,NULL,10,togashi,NULL,CKY,2009-07-12T16:50:33Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08413,4.94777,7/13/2009,moriyas,2009-07-13T19:37:09Z
NULL,NULL,C0009A;1097.700,NULL,1097.7,NULL,NULL,1097.7,NULL,NULL,C0009A;1097.700,NULL,1097.7,NULL,NULL,1097.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.5183,12.652,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1102.700,NULL,1102.7,NULL,NULL,1102.7,NULL,NULL,C0009A;1107.700,NULL,1107.7,NULL,NULL,1107.7,C0009A-88SMW W,CKY000000000002039700,CARB,NULL,10,togashi,NULL,CKY,2009-07-12T16:51:26Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0748,4.5109,7/13/2009,moriyas,2009-07-13T19:37:09Z
NULL,NULL,C0009A;1102.700,NULL,1102.7,NULL,NULL,1102.7,NULL,NULL,C0009A;1102.700,NULL,1102.7,NULL,NULL,1102.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.4669,12.2237,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1107.700,NULL,1107.7,NULL,NULL,1107.7,NULL,NULL,C0009A;1112.700,NULL,1112.7,NULL,NULL,1112.7,C0009A-89SMW W,CKY000000000001989700,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-09T02:10:17Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08542,4.71782,7/13/2009,moriyas,2009-07-13T19:37:09Z
NULL,NULL,C0009A;1107.700,NULL,1107.7,NULL,NULL,1107.7,NULL,NULL,C0009A;1107.700,NULL,1107.7,NULL,NULL,1107.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6919,14.0986,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1112.700,NULL,1112.7,NULL,NULL,1112.7,NULL,NULL,C0009A;1117.700,NULL,1117.7,NULL,NULL,1117.7,C0009A-90SMW W,CKY000000000001966500,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-07T06:28:26Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09357,4.97856,7/13/2009,moriyas,2009-07-13T19:37:09Z
NULL,NULL,C0009A;1112.700,NULL,1112.7,NULL,NULL,1112.7,NULL,NULL,C0009A;1112.700,NULL,1112.7,NULL,NULL,1112.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6399,13.6653,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1117.700,NULL,1117.7,NULL,NULL,1117.7,NULL,NULL,C0009A;1122.700,NULL,1122.7,NULL,NULL,1122.7,C0009A-91SMW W,CKY000000000001980500,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-08T06:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09599,5.43915,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1117.700,NULL,1117.7,NULL,NULL,1117.7,NULL,NULL,C0009A;1117.700,NULL,1117.7,NULL,NULL,1117.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6024,13.3528,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1122.700,NULL,1122.7,NULL,NULL,1122.7,NULL,NULL,C0009A;1127.700,NULL,1127.7,NULL,NULL,1127.7,C0009A-92SMW W,CKY000000000001973100,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T16:53:18Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0864,4.48066,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1122.700,NULL,1122.7,NULL,NULL,1122.7,NULL,NULL,C0009A;1122.700,NULL,1122.7,NULL,NULL,1122.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6535,13.7786,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1127.700,NULL,1127.7,NULL,NULL,1127.7,NULL,NULL,C0009A;1132.700,NULL,1132.7,NULL,NULL,1132.7,C0009A-93SMW W,CKY000000000001973400,CARB,NULL,10,kawait,NULL,CKY,2009-07-07T16:57:23Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09837,5.61264,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1127.700,NULL,1127.7,NULL,NULL,1127.7,NULL,NULL,C0009A;1127.700,NULL,1127.7,NULL,NULL,1127.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6002,13.3345,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1132.700,NULL,1132.7,NULL,NULL,1132.7,NULL,NULL,C0009A;1137.700,NULL,1137.7,NULL,NULL,1137.7,C0009A-95SMW W,CKY000000000001973700,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:13:55Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09051,5.07098,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1132.700,NULL,1132.7,NULL,NULL,1132.7,NULL,NULL,C0009A;1132.700,NULL,1132.7,NULL,NULL,1132.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.6162,13.4678,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1137.700,NULL,1137.7,NULL,NULL,1137.7,NULL,NULL,C0009A;1142.700,NULL,1142.7,NULL,NULL,1142.7,C0009A-96SMW W,CKY000000000001974000,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:14:40Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09726,5.59828,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1137.700,NULL,1137.7,NULL,NULL,1137.7,NULL,NULL,C0009A;1137.700,NULL,1137.7,NULL,NULL,1137.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7351,14.4586,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1142.700,NULL,1142.7,NULL,NULL,1142.7,NULL,NULL,C0009A;1147.700,NULL,1147.7,NULL,NULL,1147.7,C0009A-97SMW W,CKY000000000001974300,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:15:25Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10793,6.33951,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1142.700,NULL,1142.7,NULL,NULL,1142.7,NULL,NULL,C0009A;1142.700,NULL,1142.7,NULL,NULL,1142.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7765,14.8036,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1147.700,NULL,1147.7,NULL,NULL,1147.7,NULL,NULL,C0009A;1152.700,NULL,1152.7,NULL,NULL,1152.7,C0009A-98SMW W,CKY000000000001982300,CARB,NULL,10,kawamuras,NULL,CKY,2009-07-08T07:47:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09641,5.47124,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1147.700,NULL,1147.7,NULL,NULL,1147.7,NULL,NULL,C0009A;1147.700,NULL,1147.7,NULL,NULL,1147.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.8752,15.626,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1152.700,NULL,1152.7,NULL,NULL,1152.7,NULL,NULL,C0009A;1157.700,NULL,1157.7,NULL,NULL,1157.7,C0009A-99SMW W,CKY000000000001988000,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-09T00:43:16Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10058,6.12763,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1152.700,NULL,1152.7,NULL,NULL,1152.7,NULL,NULL,C0009A;1152.700,NULL,1152.7,NULL,NULL,1152.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.8037,15.0302,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1157.700,NULL,1157.7,NULL,NULL,1157.7,NULL,NULL,C0009A;1162.700,NULL,1162.7,NULL,NULL,1162.7,C0009A-100SMW W,CKY000000000001974600,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:16:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10726,7.02838,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1157.700,NULL,1157.7,NULL,NULL,1157.7,NULL,NULL,C0009A;1157.700,NULL,1157.7,NULL,NULL,1157.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7852,14.8761,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1162.700,NULL,1162.7,NULL,NULL,1162.7,NULL,NULL,C0009A;1167.700,NULL,1167.7,NULL,NULL,1167.7,C0009A-101SMW W,CKY000000000001966800,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-07T06:29:32Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11227,7.8094,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1162.700,NULL,1162.7,NULL,NULL,1162.7,NULL,NULL,C0009A;1162.700,NULL,1162.7,NULL,NULL,1162.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.9099,15.9152,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1167.700,NULL,1167.7,NULL,NULL,1167.7,NULL,NULL,C0009A;1172.700,NULL,1172.7,NULL,NULL,1172.7,C0009A-102SMW W,CKY000000000001981700,XRD,NULL,2,kawamuras,NULL,CKY,2009-07-08T07:47:07Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09724,7.31832,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1167.700,NULL,1167.7,NULL,NULL,1167.7,NULL,NULL,C0009A;1167.700,NULL,1167.7,NULL,NULL,1167.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.806,15.0494,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1172.700,NULL,1172.7,NULL,NULL,1172.7,NULL,NULL,C0009A;1177.700,NULL,1177.7,NULL,NULL,1177.7,C0009A-103SMW W,CKY000000000001959600,CARB,NULL,10,togashi,NULL,CKY,2009-07-06T21:06:30Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11265,8.38932,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1172.700,NULL,1172.7,NULL,NULL,1172.7,NULL,NULL,C0009A;1172.700,NULL,1172.7,NULL,NULL,1172.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.8787,15.6552,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1177.700,NULL,1177.7,NULL,NULL,1177.7,NULL,NULL,C0009A;1182.700,NULL,1182.7,NULL,NULL,1182.7,C0009A-104SMW W,CKY000000000001974900,CARB,NULL,10,togashi,NULL,CKY,2009-07-07T18:16:53Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.10278,7.88767,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1177.700,NULL,1177.7,NULL,NULL,1177.7,NULL,NULL,C0009A;1177.700,NULL,1177.7,NULL,NULL,1177.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.695,14.1244,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1182.700,NULL,1182.7,NULL,NULL,1182.7,NULL,NULL,C0009A;1187.700,NULL,1187.7,NULL,NULL,1187.7,C0009A-105SMW W,CKY000000000001980600,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-08T06:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12803,10.49518,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1182.700,NULL,1182.7,NULL,NULL,1182.7,NULL,NULL,C0009A;1182.700,NULL,1182.7,NULL,NULL,1182.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7965,14.9702,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1187.700,NULL,1187.7,NULL,NULL,1187.7,NULL,NULL,C0009A;1192.700,NULL,1192.7,NULL,NULL,1192.7,C0009A-106SMW W,CKY000000000001980900,CARB,NULL,10,ushiromurah,NULL,CKY,2009-07-08T06:53:52Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12774,10.11672,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1187.700,NULL,1187.7,NULL,NULL,1187.7,NULL,NULL,C0009A;1187.700,NULL,1187.7,NULL,NULL,1187.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.7563,14.6352,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
NULL,NULL,C0009A;1192.700,NULL,1192.7,NULL,NULL,1192.7,NULL,NULL,C0009A;1197.700,NULL,1197.7,NULL,NULL,1197.7,C0009A-107SMW W,CKY000000000001965600,CARB,NULL,10,mukoyoshih,NULL,CKY,2009-07-07T03:45:27Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09221,6.44926,7/13/2009,moriyas,2009-07-13T19:37:10Z
NULL,NULL,C0009A;1192.700,NULL,1192.7,NULL,NULL,1192.7,NULL,NULL,C0009A;1192.700,NULL,1192.7,NULL,NULL,1192.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.9578,16.3143,kames,2009-07-13T15:28:32Z,NULL,NULL,NULL,NULL,NULL
