Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0014E-1H-7, 75.0 cm",NULL,23.435,23.435,23.435,23.435,"C0014E-1H-7, 77.0 cm",NULL,23.455,23.455,23.455,23.455,"C0014E-1H-7 W, 75.0--77.0 cm",CKY000000000003144800,CARB,NULL,5,yuka331,NULL,CKY,2010-09-18T18:31:33Z,NULL,NULL,NULL,NULL,0.0227,0.05679,3.99319,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014E-1H-7, 76.0 cm",NULL,23.445,23.445,23.445,23.445,"C0014E-1H-7, 76.0 cm",NULL,23.445,23.445,23.445,23.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-1H-8, 40.0 cm",NULL,23.94,23.94,23.94,23.94,"C0014E-1H-8, 42.0 cm",NULL,23.96,23.96,23.96,23.96,"C0014E-1H-8 W, 40.0--42.0 cm",CKY000000000003145000,CARB,NULL,5,yuka331,NULL,CKY,2010-09-18T18:31:33Z,NULL,NULL,NULL,NULL,0.02129,0.04112,7.05809,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014E-1H-8, 41.0 cm",NULL,23.95,23.95,23.95,23.95,"C0014E-1H-8, 41.0 cm",NULL,23.95,23.95,23.95,23.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0002,0.0017,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-1H-9, 20.0 cm",NULL,24.265,24.265,24.265,24.265,"C0014E-1H-9, 22.0 cm",NULL,24.285,24.285,24.285,24.285,"C0014E-1H-9 W, 20.0--22.0 cm",CKY000000000003145200,CARB,NULL,5,yuka331,NULL,CKY,2010-09-18T18:31:33Z,NULL,NULL,NULL,NULL,0.03338,0.16177,5.60592,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014E-1H-9, 21.0 cm",NULL,24.275,24.275,24.275,24.275,"C0014E-1H-9, 21.0 cm",NULL,24.275,24.275,24.275,24.275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-1, 92.0 cm",NULL,26.42,26.42,26.42,26.42,"C0014E-2H-1, 94.0 cm",NULL,26.44,26.44,26.44,26.44,"C0014E-2H-1 W, 92.0--94.0 cm",CKY000000000003146900,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:06:52Z,NULL,NULL,NULL,NULL,0.01184,0.54734,2.99313,10/3/2010,hitomiy,2010-10-03T20:41:08Z
"C0014E-2H-1, 93.0 cm",NULL,26.43,26.43,26.43,26.43,"C0014E-2H-1, 93.0 cm",NULL,26.43,26.43,26.43,26.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5085,4.2373,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-4, 85.0 cm",NULL,27.995,27.995,27.995,27.995,"C0014E-2H-4, 87.0 cm",NULL,28.015,28.015,28.015,28.015,"C0014E-2H-4 W, 85.0--87.0 cm",CKY000000000003147100,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:08:16Z,NULL,NULL,NULL,NULL,0,0.92867,4.86187,10/3/2010,hitomiy,2010-10-03T20:41:09Z
"C0014E-2H-4, 86.0 cm",NULL,28.005,28.005,28.005,28.005,"C0014E-2H-4, 86.0 cm",NULL,28.005,28.005,28.005,28.005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6819,5.6823,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-5, 123.0 cm",NULL,29.775,29.775,29.775,29.775,"C0014E-2H-5, 125.0 cm",NULL,29.795,29.795,29.795,29.795,"C0014E-2H-5 W, 123.0--125.0 cm",CKY000000000003147200,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:09:38Z,NULL,NULL,NULL,NULL,0.00683,0.02761,2.75323,9/26/2010,hitomiy,2010-10-03T20:41:09Z
"C0014E-2H-5, 124.0 cm",NULL,29.785,29.785,29.785,29.785,"C0014E-2H-5, 124.0 cm",NULL,29.785,29.785,29.785,29.785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0101,0.0842,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-6, 107.0 cm",NULL,31.025,31.025,31.025,31.025,"C0014E-2H-6, 109.0 cm",NULL,31.045,31.045,31.045,31.045,"C0014E-2H-6 W, 107.0--109.0 cm",CKY000000000003147500,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:11:52Z,NULL,NULL,NULL,NULL,0.01527,0.03096,2.65691,10/3/2010,hitomiy,2010-10-03T20:41:09Z
"C0014E-2H-6, 108.0 cm",NULL,31.035,31.035,31.035,31.035,"C0014E-2H-6, 108.0 cm",NULL,31.035,31.035,31.035,31.035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0016,0.0133,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-7, 44.0 cm",NULL,31.81,31.81,31.81,31.81,"C0014E-2H-7, 46.0 cm",NULL,31.83,31.83,31.83,31.83,"C0014E-2H-7 W, 44.0--46.0 cm",CKY000000000003147700,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:12:52Z,NULL,NULL,NULL,NULL,0.00879,0.07052,8.59668,10/3/2010,hitomiy,2010-10-03T20:41:09Z
"C0014E-2H-7, 45.0 cm",NULL,31.82,31.82,31.82,31.82,"C0014E-2H-7, 45.0 cm",NULL,31.82,31.82,31.82,31.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.037,0.3083,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014E-2H-8, 110.0 cm",NULL,33.88,33.88,33.88,33.88,"C0014E-2H-8, 112.0 cm",NULL,33.9,33.9,33.9,33.9,"C0014E-2H-8 W, 110.0--112.0 cm",CKY000000000003147900,CARB,NULL,5,yuka331,NULL,CKY,2010-09-19T01:15:42Z,NULL,NULL,NULL,NULL,0.01797,0.04562,4.76971,9/26/2010,hitomiy,2010-10-03T20:41:09Z
"C0014E-2H-8, 111.0 cm",NULL,33.89,33.89,33.89,33.89,"C0014E-2H-8, 111.0 cm",NULL,33.89,33.89,33.89,33.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0003,0.0025,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
