Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0017C-1H-6, 97.0 cm",NULL,26.011,26.315,26.011,26.315,"C0017C-1H-6, 99.0 cm",NULL,26.03,26.335,26.03,26.335,"C0017C-1H-6 W, 97.0--99.0 cm",CKY000000000003545200,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T19:00:48Z,NULL,NULL,NULL,NULL,0.03371,3.97178,0.03176,10/3/2010,hitomiy,2010-10-03T20:41:16Z
"C0017C-1H-6, 98.0 cm",NULL,26.02,26.325,26.02,26.325,"C0017C-1H-6, 98.0 cm",NULL,26.02,26.325,26.02,26.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.8464,32.0521,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-1H-7, 73.0 cm",NULL,27.131,27.48,27.131,27.48,"C0017C-1H-7, 75.0 cm",NULL,27.151,27.5,27.151,27.5,"C0017C-1H-7 W, 73.0--75.0 cm",CKY000000000003545400,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T19:01:33Z,NULL,NULL,NULL,NULL,0.0072,0.08276,0.08059,10/2/2010,hitomiy,2010-10-03T20:41:16Z
"C0017C-1H-7, 74.0 cm",NULL,27.141,27.49,27.141,27.49,"C0017C-1H-7, 74.0 cm",NULL,27.141,27.49,27.141,27.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0583,0.4858,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-1, 90.0 cm",NULL,28.7,28.7,28.7,28.7,"C0017C-2H-1, 92.0 cm",NULL,28.72,28.72,28.72,28.72,"C0017C-2H-1 W, 90.0--92.0 cm",CKY000000000003545600,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:01:19Z,NULL,NULL,NULL,NULL,0.00604,0.05447,0.09783,10/2/2010,hitomiy,2010-10-03T20:41:16Z
"C0017C-2H-1, 91.0 cm",NULL,28.71,28.71,28.71,28.71,"C0017C-2H-1, 91.0 cm",NULL,28.71,28.71,28.71,28.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0306,0.255,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-2, 97.0 cm",NULL,30.17,30.17,30.17,30.17,"C0017C-2H-2, 99.0 cm",NULL,30.19,30.19,30.19,30.19,"C0017C-2H-2 W, 97.0--99.0 cm",CKY000000000003545800,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:03:36Z,NULL,NULL,NULL,NULL,0.02525,5.16549,0.04946,10/3/2010,hitomiy,2010-10-03T20:41:16Z
"C0017C-2H-2, 98.0 cm",NULL,30.18,30.18,30.18,30.18,"C0017C-2H-2, 98.0 cm",NULL,30.18,30.18,30.18,30.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.0698,42.2466,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-3, 30.0 cm",NULL,30.575,30.575,30.575,30.575,"C0017C-2H-3, 32.0 cm",NULL,30.595,30.595,30.595,30.595,"C0017C-2H-3 W, 30.0--32.0 cm",CKY000000000003546000,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:05:12Z,NULL,NULL,NULL,NULL,0.00666,0.07592,0.11903,10/2/2010,hitomiy,2010-10-03T20:41:16Z
"C0017C-2H-3, 31.0 cm",NULL,30.585,30.585,30.585,30.585,"C0017C-2H-3, 31.0 cm",NULL,30.585,30.585,30.585,30.585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0492,0.41,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-4, 84.0 cm",NULL,31.925,31.925,31.925,31.925,"C0017C-2H-4, 86.0 cm",NULL,31.945,31.945,31.945,31.945,"C0017C-2H-4 W, 84.0--86.0 cm",CKY000000000003546200,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:07:24Z,NULL,NULL,NULL,NULL,0,0.01082,0.05962,10/2/2010,hitomiy,2010-10-03T20:41:17Z
"C0017C-2H-4, 85.0 cm",NULL,31.935,31.935,31.935,31.935,"C0017C-2H-4, 85.0 cm",NULL,31.935,31.935,31.935,31.935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0037,0.0308,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-5, 50.0 cm",NULL,32.99,32.99,32.99,32.99,"C0017C-2H-5, 52.0 cm",NULL,33.01,33.01,33.01,33.01,"C0017C-2H-5 W, 50.0--52.0 cm",CKY000000000003546400,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:09:27Z,NULL,NULL,NULL,NULL,0,0.01117,0.06749,10/2/2010,hitomiy,2010-10-03T20:41:17Z
"C0017C-2H-5, 51.0 cm",NULL,33,33,33,33,"C0017C-2H-5, 51.0 cm",NULL,33,33,33,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0015,0.0125,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-6, 60.0 cm",NULL,34.5,34.5,34.5,34.5,"C0017C-2H-6, 62.0 cm",NULL,34.52,34.52,34.52,34.52,"C0017C-2H-6 W, 60.0--62.0 cm",CKY000000000003546600,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:19:24Z,NULL,NULL,NULL,NULL,0,0.00836,0.0891,10/2/2010,hitomiy,2010-10-03T20:41:17Z
"C0017C-2H-6, 61.0 cm",NULL,34.51,34.51,34.51,34.51,"C0017C-2H-6, 61.0 cm",NULL,34.51,34.51,34.51,34.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0015,0.0125,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017C-2H-7, 45.0 cm",NULL,35.76,35.76,35.76,35.76,"C0017C-2H-7, 47.0 cm",NULL,35.78,35.78,35.78,35.78,"C0017C-2H-7 W, 45.0--47.0 cm",CKY000000000003546800,CARB,NULL,5,steven331,NULL,CKY,2010-09-27T20:20:56Z,NULL,NULL,NULL,NULL,0,0.01163,0.06823,10/2/2010,hitomiy,2010-10-03T20:41:17Z
"C0017C-2H-7, 46.0 cm",NULL,35.77,35.77,35.77,35.77,"C0017C-2H-7, 46.0 cm",NULL,35.77,35.77,35.77,35.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0036,0.03,kawait,2010-10-03T17:14:25Z,NULL,NULL,NULL,NULL,NULL,NULL
