Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Drilling depth below sea floor [m DSF],Top Core depth (below sea floor) [m CSF-B],Bottom Mud depth below sea floor [m MSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core depth (below sea floor) [m CSF-B],Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,bulk CNS analysis::inorganic carbon content: carbonate analyzer [wt%]::number,bulk CNS analysis::CaCO3 content: from inorganic carbon content [wt%]::number,"bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number",bulk CNS analysis::comment on measurement::text,bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
NULL,C0002F;940.500,940.5,940.5,NULL,940.5,C0002F;945.500,945.5,945.5,945.5,C0002F-25SMW W,CKY000000000001066810,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.7364,14.4694,0.056332973,3.288390388,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;945.500,945.5,945.5,NULL,945.5,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000001008310,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T18:19:05Z,1.3386,11.1546,0.053659339,2.707309632,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;945.500,945.5,945.5,NULL,945.5,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000001031310,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-08T05:08:11Z,1.7201,14.3336,0.05792583,3.727259104,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;945.500,945.5,945.5,NULL,945.5,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000001062810,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:03Z,1.7153,14.2936,0.05278761,3.449199552,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;945.500,945.5,945.5,NULL,945.5,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000001098610,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.7745,14.7869,0.056362622,3.306501542,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;950.500,950.5,950.5,NULL,950.5,C0002F;955.500,955.5,955.5,955.5,C0002F-27SMW W,CKY000000000001005010,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T16:46:56Z,1.4155,11.7954,0.056098222,2.951176264,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;950.500,950.5,950.5,NULL,950.5,C0002F;955.500,955.5,955.5,955.5,C0002F-27SMW W,CKY000000000001054710,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-06T18:11:46Z,1.6973,14.1436,0.05775874,3.201490221,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;950.500,950.5,950.5,NULL,950.5,C0002F;955.500,955.5,955.5,955.5,C0002F-27SMW W,CKY000000000001073410,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.665,13.8744,0.052419381,3.033913443,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;955.500,955.5,955.5,NULL,955.5,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000001005810,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T17:13:51Z,1.5867,13.222,0.056880433,3.008534332,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;955.500,955.5,955.5,NULL,955.5,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000001018710,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-05T01:02:47Z,1.4454,12.0445,0.054876943,2.744834689,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;955.500,955.5,955.5,NULL,955.5,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000001044110,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.5776,13.1461,0.056972752,3.0848416,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;955.500,955.5,955.5,NULL,955.5,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000001063110,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,1.5699,13.082,0.054220105,3.209741788,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;960.500,960.5,960.5,NULL,960.5,C0002F;965.500,965.5,965.5,965.5,C0002F-29SMW W,CKY000000000001011010,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T21:37:03Z,1.0958,9.1313,0.054238559,4.29804616,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;960.500,960.5,960.5,NULL,960.5,C0002F;965.500,965.5,965.5,965.5,C0002F-29SMW W,CKY000000000001031710,CARB,NULL,2,ohashia,"1-4mm, bulk",CKY,2012-11-05T19:51:42Z,1.4284,11.9029,0.058665886,2.864904031,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;960.500,960.5,960.5,NULL,960.5,C0002F;965.500,965.5,965.5,965.5,C0002F-29SMW W,CKY000000000001044610,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.583,13.1911,0.05917028,3.132537979,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;965.500,965.5,965.5,NULL,965.5,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000001006210,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T17:36:33Z,1.3281,11.0671,0.056485952,2.820738589,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;965.500,965.5,965.5,NULL,965.5,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000001032910,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-05T21:56:12Z,1.2157,10.1304,0.059723017,2.724317598,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;965.500,965.5,965.5,NULL,965.5,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000001044910,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.3247,11.0387,0.058360558,2.801162216,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;965.500,965.5,965.5,NULL,965.5,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000001073710,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,1.4256,11.8795,0.056941583,2.933539105,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;970.500,970.5,970.5,NULL,970.5,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000001006610,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T17:56:26Z,1.0236,8.5297,0.053937722,3.178607264,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;970.500,970.5,970.5,NULL,970.5,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000001055510,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-06T18:16:41Z,1.341,11.1746,0.061690759,2.909670656,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;970.500,970.5,970.5,NULL,970.5,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000001063910,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,1.1288,9.4063,0.054792227,2.864755357,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;970.500,970.5,970.5,NULL,970.5,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000001074010,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.408,11.7329,0.062025716,3.015036627,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;975.500,975.5,975.5,NULL,975.5,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000001011410,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T21:49:31Z,0.9644,8.0363,0.057265259,2.445294378,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;975.500,975.5,975.5,NULL,975.5,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000001053310,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-07T22:22:20Z,1.3034,10.8612,0.063764683,2.932956916,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;975.500,975.5,975.5,NULL,975.5,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000001074610,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.2815,10.6787,0.059621353,2.920502299,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;975.500,975.5,975.5,NULL,975.5,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000001074710,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,1.1826,9.8546,0.059502468,2.873603039,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;980.500,980.5,980.5,NULL,980.5,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000001008710,CARB,NULL,2,ohashia,">4mm, bulk",CKY,2012-11-04T18:33:06Z,0.6093,5.0773,0.05442121,2.136695244,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;980.500,980.5,980.5,NULL,980.5,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000001053710,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2012-11-07T03:52:52Z,1.0914,9.0946,0.063451802,2.753963325,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;980.500,980.5,980.5,NULL,980.5,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000001075210,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.0934,9.1113,0.06149723,2.764942391,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;980.500,980.5,980.5,NULL,980.5,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000001075310,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.7365,6.1373,0.058214838,2.576956279,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;985.500,985.5,985.5,NULL,985.5,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000001012710,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T23:19:51Z,0.7443,6.2023,0.062235041,2.479553172,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;985.500,985.5,985.5,NULL,985.5,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000001059010,CARB,NULL,2,ohashia,"1-4mm, bulk",CKY,2012-11-06T20:05:56Z,1.0655,8.8788,0.063366637,2.812746465,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;985.500,985.5,985.5,NULL,985.5,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000001075810,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,1.0759,8.9655,0.060695189,2.811739543,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;985.500,985.5,985.5,NULL,985.5,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000001075910,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.8752,7.293,0.059984872,2.655677998,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;990.500,990.5,990.5,NULL,990.5,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000001014210,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T23:28:47Z,0.5908,4.9231,0.062013781,2.235751743,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;990.500,990.5,990.5,NULL,990.5,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000001060110,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-06T22:03:54Z,1.0556,8.7963,0.057026569,2.80978205,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;990.500,990.5,990.5,NULL,990.5,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000001076410,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,0.9009,7.5072,0.060911796,2.554013637,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;990.500,990.5,990.5,NULL,990.5,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000001076510,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.5754,4.7948,0.059384132,2.307227997,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;995.500,995.5,995.5,NULL,995.5,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000001014610,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T23:36:23Z,0.4907,4.089,0.056977304,1.964639096,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;995.500,995.5,995.5,NULL,995.5,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000001060510,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-06T22:11:27Z,0.8093,6.7439,0.057452545,2.44130411,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;995.500,995.5,995.5,NULL,995.5,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000001077210,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,0.8774,7.3114,0.061769715,2.301940701,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;995.500,995.5,995.5,NULL,995.5,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000001077310,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.6501,5.4173,0.059161717,2.228561395,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1000.500,1000.5,1000.5,NULL,1000.5,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000001015010,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T23:44:04Z,0.7544,6.2864,0.051863599,2.064762472,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1000.500,1000.5,1000.5,NULL,1000.5,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000001049010,CARB,NULL,2,nishimuram,"1-4mm, bulk",CKY,2012-11-06T13:45:17Z,0.7201,6.0006,0.057316836,2.274762554,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1000.500,1000.5,1000.5,NULL,1000.5,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000001080610,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,0.7052,5.8764,0.058333619,2.398234373,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1000.500,1000.5,1000.5,NULL,1000.5,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000001080710,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.9751,8.1255,0.057315443,2.550328062,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1005.500,1005.5,1005.5,NULL,1005.5,C0002F;1010.500,1010.5,1010.5,1010.5,C0002F-41SMW W,CKY000000000001033310,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-05T22:10:04Z,0.5529,4.6073,0.060543613,2.302424753,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1005.500,1005.5,1005.5,NULL,1005.5,C0002F;1010.500,1010.5,1010.5,1010.5,C0002F-41SMW W,CKY000000000001037910,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2012-11-06T03:27:16Z,0.7228,6.0231,0.055652588,2.209079908,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1010.500,1010.5,1010.5,NULL,1010.5,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000001015410,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-04T23:55:44Z,0.7602,6.3347,0.054683004,2.137926547,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1010.500,1010.5,1010.5,NULL,1010.5,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000001038310,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2012-11-06T03:36:58Z,0.5702,4.7515,0.058941218,2.267987687,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1010.500,1010.5,1010.5,NULL,1010.5,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000001081210,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,0.563,4.6915,0.059373136,2.262821563,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1010.500,1010.5,1010.5,NULL,1010.5,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000001081310,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.658,5.4831,0.057228711,2.254878642,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1015.500,1015.5,1015.5,NULL,1015.5,C0002F;1020.500,1020.5,1020.5,1020.5,C0002F-43SMW W,CKY000000000001049810,CARB,NULL,2,nishimuram,">4mm, bulk",CKY,2012-11-06T14:23:43Z,0.7691,6.4089,0.055950069,2.192916934,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1015.500,1015.5,1015.5,NULL,1015.5,C0002F;1020.500,1020.5,1020.5,1020.5,C0002F-43SMW W,CKY000000000001066510,CARB,NULL,2,ohashia,"1-4mm, bulk",CKY,2012-11-06T23:57:30Z,0.6049,5.0406,0.059602463,2.398664619,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1020.500,1020.5,1020.5,NULL,1020.5,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000001016510,CARB,NULL,2,hatakedak,">4mm, bulk",CKY,2012-11-05T00:31:05Z,0.6043,5.0356,0.061069908,2.12572923,>4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1020.500,1020.5,1020.5,NULL,1020.5,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000001016810,CARB,NULL,2,hatakedak,"1-4mm, bulk",CKY,2012-11-05T00:31:05Z,0.4871,4.059,0.058852333,2.301932974,1-4mm bulk,kames,2012-12-15T16:35:41Z
NULL,C0002F;1020.500,1020.5,1020.5,NULL,1020.5,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000001082810,CARB,NULL,2,yabukit,"1-4mm, mudstone",CKY,2012-11-18T00:40:51Z,0.5121,4.2673,0.058848383,2.321461582,1-4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1020.500,1020.5,1020.5,NULL,1020.5,C0002F;1025.500,1025.5,1025.5,1025.5,C0002F-44SMW W,CKY000000000001082910,CARB,NULL,2,yabukit,">4mm, mudstone",CKY,2012-11-18T00:39:04Z,0.7217,6.0139,0.059047717,2.270939229,>4mm mudstone,kames,2012-12-15T16:35:41Z
NULL,C0002F;1025.500,1025.5,1025.5,NULL,1025.5,C0002F;1030.500,1030.5,1030.5,1030.5,C0002F-45SMW W,CKY000000000001063610,CARB,NULL,2,ohashia,"1-4mm, bulk",CKY,2012-11-06T22:48:11Z,0.5381,4.484,0.057949355,2.47013531,1-4mm bulk,kames,2012-12-15T16:35:41Z
