Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001H-6R-1, 50.0 cm",NULL,278,278,278,278,"C0001H-6R-1, 51.0 cm",NULL,278.01,278.01,278.01,278.01,"C0001H-6R-1 WR, 50.0--51.0 cm",CKY000000000000375800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T03:59:53Z,NULL,NULL,NULL,NULL,0.10587,0.74466,0.5834,12/13/2007,kuriharar,2008-02-25T07:48:15Z
"C0001H-6R-1, 50.5 cm",NULL,278.005,278.005,278.005,278.005,"C0001H-6R-1, 50.5 cm",NULL,278.005,278.005,278.005,278.005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.304621,2.538406,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-6R-2, 0.0 cm",NULL,278.49,278.49,278.49,278.49,"C0001H-6R-2, 1.0 cm",NULL,278.5,278.5,278.5,278.5,"C0001H-6R-2 WR, 0.0--1.0 cm",CKY000000000000369000,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-26T17:39:57Z,NULL,NULL,NULL,NULL,0.08935,0.85319,0.50449,12/2/2007,kuriharar,2008-02-25T07:48:15Z
"C0001H-6R-2, 0.5 cm",NULL,278.495,278.495,278.495,278.495,"C0001H-6R-2, 0.5 cm",NULL,278.495,278.495,278.495,278.495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5460756,4.550448,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-2, 66.0 cm",NULL,289.07,289.07,289.07,289.07,"C0001H-7R-2, 67.0 cm",NULL,289.08,289.08,289.08,289.08,"C0001H-7R-2 WR, 66.0--67.0 cm",CKY000000000000377200,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T06:40:58Z,NULL,NULL,NULL,NULL,0.0893,0.57644,0.42342,12/13/2007,kuriharar,2008-02-25T07:48:15Z
"C0001H-7R-2, 66.5 cm",NULL,289.075,289.075,289.075,289.075,"C0001H-7R-2, 66.5 cm",NULL,289.075,289.075,289.075,289.075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2214155,1.845056,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-3, 20.0 cm",NULL,290.045,290.045,290.045,290.045,"C0001H-7R-3, 21.0 cm",NULL,290.055,290.055,290.055,290.055,"C0001H-7R-3 WR, 20.0--21.0 cm",CKY000000000000378200,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T06:56:57Z,NULL,NULL,NULL,NULL,0.08362,0.68412,0.40048,12/13/2007,kuriharar,2008-02-25T07:48:16Z
"C0001H-7R-3, 20.5 cm",NULL,290.05,290.05,290.05,290.05,"C0001H-7R-3, 20.5 cm",NULL,290.05,290.05,290.05,290.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2343712,1.953015,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-3, 38.0 cm",NULL,290.225,290.225,290.225,290.225,"C0001H-7R-3, 39.0 cm",NULL,290.235,290.235,290.235,290.235,"C0001H-7R-3 WR, 38.0--39.0 cm",CKY000000000000379300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T07:31:24Z,NULL,NULL,NULL,NULL,0.09094,0.65215,0.45374,12/13/2007,kuriharar,2008-02-25T07:48:16Z
"C0001H-7R-3, 38.5 cm",NULL,290.23,290.23,290.23,290.23,"C0001H-7R-3, 38.5 cm",NULL,290.23,290.23,290.23,290.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2023384,1.686086,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-4, 39.0 cm",NULL,291.24,291.24,291.24,291.24,"C0001H-7R-4, 40.0 cm",NULL,291.25,291.25,291.25,291.25,"C0001H-7R-4 W, 39.0--40.0 cm",CKY000000000000370300,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-26T19:54:29Z,NULL,NULL,NULL,NULL,0.07914,0.44468,0.48698,12/2/2007,kuriharar,2008-02-25T07:48:16Z
"C0001H-7R-4, 39.5 cm",NULL,291.245,291.245,291.245,291.245,"C0001H-7R-4, 39.5 cm",NULL,291.245,291.245,291.245,291.245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1979427,1.649457,miyabes,2007-12-11T10:53:30Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-5, 66.0 cm",NULL,291.935,291.935,291.935,291.935,"C0001H-7R-5, 67.0 cm",NULL,291.945,291.945,291.945,291.945,"C0001H-7R-5 WR, 66.0--67.0 cm",CKY000000000000381600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T09:36:43Z,NULL,NULL,NULL,NULL,0.09525,0.55126,0.26017,12/13/2007,kuriharar,2008-02-25T07:48:17Z
"C0001H-7R-5, 66.5 cm",NULL,291.94,291.94,291.94,291.94,"C0001H-7R-5, 66.5 cm",NULL,291.94,291.94,291.94,291.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1141797,0.9514592,miyabes,2007-12-11T10:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-7R-6, 29.0 cm",NULL,292.98,292.98,292.98,292.98,"C0001H-7R-6, 30.0 cm",NULL,292.99,292.99,292.99,292.99,"C0001H-7R-6 WR, 29.0--30.0 cm",CKY000000000000380300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T08:08:58Z,NULL,NULL,NULL,NULL,0.09806,0.7778,0.19842,12/13/2007,kuriharar,2008-02-25T07:48:17Z
"C0001H-7R-6, 29.5 cm",NULL,292.985,292.985,292.985,292.985,"C0001H-7R-6, 29.5 cm",NULL,292.985,292.985,292.985,292.985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2940118,2.450001,miyabes,2007-12-11T10:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-8R-1, 55.0 cm",NULL,296.858,297.05,296.858,297.05,"C0001H-8R-1, 56.0 cm",NULL,296.865,297.06,296.865,297.06,"C0001H-8R-1 WR, 55.0--56.0 cm",CKY000000000000383300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T11:08:44Z,NULL,NULL,NULL,NULL,0.08898,1.08637,0.2972,12/13/2007,kuriharar,2008-02-25T07:48:17Z
"C0001H-8R-1, 55.5 cm",NULL,296.861,297.055,296.861,297.055,"C0001H-8R-1, 55.5 cm",NULL,296.861,297.055,296.861,297.055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6694975,5.578922,miyabes,2007-12-11T10:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-8R-4, 20.0 cm",NULL,299.378,300.92,299.378,300.92,"C0001H-8R-4, 21.0 cm",NULL,299.384,300.93,299.384,300.93,"C0001H-8R-4 WR, 20.0--21.0 cm",CKY000000000000374100,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T02:33:04Z,NULL,NULL,NULL,NULL,0.07602,0.3596,0.2902,12/2/2007,kuriharar,2008-02-25T07:48:18Z
"C0001H-8R-4, 20.5 cm",NULL,299.381,300.925,299.381,300.925,"C0001H-8R-4, 20.5 cm",NULL,299.381,300.925,299.381,300.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.224327,1.869317,miyabes,2007-12-11T10:53:31Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-10R-3, 28.0 cm",NULL,315.14,315.14,315.14,315.14,"C0001H-10R-3, 29.0 cm",NULL,315.15,315.15,315.15,315.15,"C0001H-10R-3 WR, 28.0--29.0 cm",CKY000000000000384400,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T13:21:00Z,NULL,NULL,NULL,NULL,0.09145,0.72259,1.47615,12/13/2007,kuriharar,2008-02-25T07:48:18Z
"C0001H-10R-3, 28.5 cm",NULL,315.145,315.145,315.145,315.145,"C0001H-10R-3, 28.5 cm",NULL,315.145,315.145,315.145,315.145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2468691,2.05716,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-10R-3, 71.0 cm",NULL,315.57,315.57,315.57,315.57,"C0001H-10R-3, 72.0 cm",NULL,315.58,315.58,315.58,315.58,"C0001H-10R-3 WR, 71.0--72.0 cm",CKY000000000000385600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T13:47:40Z,NULL,NULL,NULL,NULL,0.0992,0.82262,0.18582,12/13/2007,kuriharar,2008-02-25T07:48:19Z
"C0001H-10R-3, 71.5 cm",NULL,315.575,315.575,315.575,315.575,"C0001H-10R-3, 71.5 cm",NULL,315.575,315.575,315.575,315.575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3034399,2.528565,miyabes,2007-12-11T10:53:23Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-10R-4, 0.0 cm",NULL,315.855,315.855,315.855,315.855,"C0001H-10R-4, 1.0 cm",NULL,315.865,315.865,315.865,315.865,"C0001H-10R-4 WR, 0.0--1.0 cm",CKY000000000000376500,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T06:01:38Z,NULL,NULL,NULL,NULL,0.08336,0.41067,0.38256,12/2/2007,kuriharar,2008-02-25T07:48:19Z
"C0001H-10R-4, 0.5 cm",NULL,315.86,315.86,315.86,315.86,"C0001H-10R-4, 0.5 cm",NULL,315.86,315.86,315.86,315.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2071268,1.725987,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-10R-7, 5.0 cm",NULL,319.18,319.18,319.18,319.18,"C0001H-10R-7, 6.0 cm",NULL,319.19,319.19,319.19,319.19,"C0001H-10R-7 WR, 5.0--6.0 cm",CKY000000000000386300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T14:15:23Z,NULL,NULL,NULL,NULL,0.09129,0.68155,0.20875,12/13/2007,kuriharar,2008-02-25T07:48:19Z
"C0001H-10R-7, 5.5 cm",NULL,319.185,319.185,319.185,319.185,"C0001H-10R-7, 5.5 cm",NULL,319.185,319.185,319.185,319.185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3064421,2.553582,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-11R-2, 20.0 cm",NULL,323.12,323.12,323.12,323.12,"C0001H-11R-2, 21.0 cm",NULL,323.13,323.13,323.13,323.13,"C0001H-11R-2 WR, 20.0--21.0 cm",CKY000000000000388600,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T18:22:58Z,NULL,NULL,NULL,NULL,0.09637,0.84435,0.29313,12/13/2007,kuriharar,2008-02-25T07:48:20Z
"C0001H-11R-2, 20.5 cm",NULL,323.125,323.125,323.125,323.125,"C0001H-11R-2, 20.5 cm",NULL,323.125,323.125,323.125,323.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3960133,3.299979,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-11R-4, 0.0 cm",NULL,325.34,325.34,325.34,325.34,"C0001H-11R-4, 1.0 cm",NULL,325.35,325.35,325.35,325.35,"C0001H-11R-4 WR, 0.0--1.0 cm",CKY000000000000378700,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T07:11:13Z,NULL,NULL,NULL,NULL,0.08047,0.34105,0.28386,12/2/2007,kuriharar,2008-02-25T07:48:20Z
"C0001H-11R-4, 0.5 cm",NULL,325.345,325.345,325.345,325.345,"C0001H-11R-4, 0.5 cm",NULL,325.345,325.345,325.345,325.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1308724,1.09056,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-12R-2, 104.0 cm",NULL,333.45,333.45,333.45,333.45,"C0001H-12R-2, 105.0 cm",NULL,333.46,333.46,333.46,333.46,"C0001H-12R-2 WR, 104.0--105.0 cm",CKY000000000000389200,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T20:02:51Z,NULL,NULL,NULL,NULL,0.10548,0.84026,0.26979,12/13/2007,kuriharar,2008-02-25T07:48:20Z
"C0001H-12R-2, 104.5 cm",NULL,333.455,333.455,333.455,333.455,"C0001H-12R-2, 104.5 cm",NULL,333.455,333.455,333.455,333.455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3027211,2.522575,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-12R-4, 0.0 cm",NULL,334.85,334.85,334.85,334.85,"C0001H-12R-4, 1.0 cm",NULL,334.86,334.86,334.86,334.86,"C0001H-12R-4 WR, 0.0--1.0 cm",CKY000000000000381000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T09:15:50Z,NULL,NULL,NULL,NULL,0.08016,0.61694,0.32943,12/2/2007,kuriharar,2008-02-25T07:48:21Z
"C0001H-12R-4, 0.5 cm",NULL,334.855,334.855,334.855,334.855,"C0001H-12R-4, 0.5 cm",NULL,334.855,334.855,334.855,334.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4630253,3.85839,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-12R-5, 97.0 cm",NULL,336.235,336.235,336.235,336.235,"C0001H-12R-5, 98.0 cm",NULL,336.245,336.245,336.245,336.245,"C0001H-12R-5 WR, 97.0--98.0 cm",CKY000000000000392500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-27T20:36:11Z,NULL,NULL,NULL,NULL,0.08871,0.73657,0.24285,12/13/2007,kuriharar,2008-02-25T07:48:21Z
"C0001H-12R-5, 97.5 cm",NULL,336.24,336.24,336.24,336.24,"C0001H-12R-5, 97.5 cm",NULL,336.24,336.24,336.24,336.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3996516,3.330297,miyabes,2007-12-11T10:53:24Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-13R-5, 0.0 cm",NULL,345.74,345.74,345.74,345.74,"C0001H-13R-5, 1.0 cm",NULL,345.75,345.75,345.75,345.75,"C0001H-13R-5 WR, 0.0--1.0 cm",CKY000000000000381900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T09:54:21Z,NULL,NULL,NULL,NULL,0.06795,0.66467,0.23933,12/2/2007,kuriharar,2008-02-25T07:48:21Z
"C0001H-13R-5, 0.5 cm",NULL,345.745,345.745,345.745,345.745,"C0001H-13R-5, 0.5 cm",NULL,345.745,345.745,345.745,345.745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5957847,4.964674,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-13R-6, 59.0 cm",NULL,346.745,346.745,346.745,346.745,"C0001H-13R-6, 60.0 cm",NULL,346.755,346.755,346.755,346.755,"C0001H-13R-6 WR, 59.0--60.0 cm",CKY000000000000393400,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T22:18:17Z,NULL,NULL,NULL,NULL,0.09494,0.60716,0.34055,12/13/2007,kuriharar,2008-02-25T07:48:22Z
"C0001H-13R-6, 59.5 cm",NULL,346.75,346.75,346.75,346.75,"C0001H-13R-6, 59.5 cm",NULL,346.75,346.75,346.75,346.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2246974,1.872403,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-3, 59.0 cm",NULL,353.415,353.415,353.415,353.415,"C0001H-14R-3, 60.0 cm",NULL,353.425,353.425,353.425,353.425,"C0001H-14R-3 WR, 59.0--60.0 cm",CKY000000000000394100,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-27T23:15:45Z,NULL,NULL,NULL,NULL,0.10558,0.91771,4.85231,12/13/2007,kuriharar,2008-02-25T07:48:22Z
"C0001H-14R-3, 59.5 cm",NULL,353.42,353.42,353.42,353.42,"C0001H-14R-3, 59.5 cm",NULL,353.42,353.42,353.42,353.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5063142,4.219117,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-4, 0.0 cm",NULL,353.825,353.825,353.825,353.825,"C0001H-14R-4, 1.0 cm",NULL,353.835,353.835,353.835,353.835,"C0001H-14R-4 WR, 0.0--1.0 cm",CKY000000000000382700,CARB,NULL,2,hirono315,NULL,CKY,2007-11-27T10:53:43Z,NULL,NULL,NULL,NULL,0.08005,0.61703,0.41107,12/2/2007,kuriharar,2008-02-25T07:48:23Z
"C0001H-14R-4, 0.5 cm",NULL,353.83,353.83,353.83,353.83,"C0001H-14R-4, 0.5 cm",NULL,353.83,353.83,353.83,353.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4638598,3.865344,miyabes,2007-12-11T10:53:25Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001H-14R-6, 76.0 cm",NULL,356.42,356.42,356.42,356.42,"C0001H-14R-6, 77.0 cm",NULL,356.43,356.43,356.43,356.43,"C0001H-14R-6 WR, 76.0--77.0 cm",CKY000000000000399300,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-28T00:04:12Z,NULL,NULL,NULL,NULL,0.10243,0.78611,0.36517,12/13/2007,kuriharar,2008-02-25T07:48:23Z
