Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0008A-1H-3, 0.0 cm",NULL,1.62,1.635,1.62,1.635,"C0008A-1H-3, 1.5 cm",NULL,1.635,1.65,1.635,1.65,"C0008A-1H-3 WR, 0.0--1.5 cm",CKY000000000001524600,CARB,NULL,2,arito316,NULL,CKY,2008-01-26T20:25:21Z,NULL,NULL,NULL,NULL,0.07353,2.50413,0.41644,1/30/2008,kuriharar,2008-02-05T01:04:44Z
"C0008A-1H-3, 0.7 cm",NULL,1.627,1.642,1.627,1.642,"C0008A-1H-3, 0.7 cm",NULL,1.627,1.642,1.627,1.642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.803124,15.02543,miyabes,2008-02-05T00:30:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008A-1H-7, 0.0 cm",NULL,5.38,5.43,5.38,5.43,"C0008A-1H-7, 1.5 cm",NULL,5.394,5.445,5.394,5.445,"C0008A-1H-7 WR, 0.0--1.5 cm",CKY000000000001524000,CARB,NULL,2,arito316,NULL,CKY,2008-01-26T19:54:15Z,NULL,NULL,NULL,NULL,0.06541,1.67477,0.38142,1/30/2008,kuriharar,2008-02-05T01:04:44Z
"C0008A-1H-7, 0.7 cm",NULL,5.387,5.437,5.387,5.437,"C0008A-1H-7, 0.7 cm",NULL,5.387,5.437,5.387,5.437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.083384,9.027837,miyabes,2008-02-05T00:30:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008A-2H-2, 0.0 cm",NULL,8.11,8.345,8.11,8.345,"C0008A-2H-2, 1.5 cm",NULL,8.123,8.36,8.123,8.36,"C0008A-2H-2 WR, 0.0--1.5 cm",CKY000000000001527900,CARB,NULL,2,arito316,NULL,CKY,2008-01-26T21:56:49Z,NULL,NULL,NULL,NULL,0.06905,3.46893,0.23047,1/30/2008,kuriharar,2008-02-05T01:04:45Z
"C0008A-2H-2, 0.7 cm",NULL,8.116,8.352,8.116,8.352,"C0008A-2H-2, 0.7 cm",NULL,8.116,8.352,8.116,8.352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.814096,23.44986,miyabes,2008-02-05T00:30:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008A-2H-8, 0.0 cm",NULL,14.02,15.43,14.02,15.43,"C0008A-2H-8, 1.5 cm",NULL,14.032,15.445,14.032,15.445,"C0008A-2H-8 WR, 0.0--1.5 cm",CKY000000000001528400,CARB,NULL,2,arito316,NULL,CKY,2008-01-26T22:08:10Z,NULL,NULL,NULL,NULL,0.0605,2.22223,0.48445,1/30/2008,kuriharar,2008-02-05T01:04:45Z
"C0008A-2H-8, 0.7 cm",NULL,14.025,15.437,14.025,15.437,"C0008A-2H-8, 0.7 cm",NULL,14.025,15.437,14.025,15.437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.733816,14.44789,miyabes,2008-02-05T00:30:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008A-3H-1, 55.0 cm",NULL,15.996,16.05,15.996,16.05,"C0008A-3H-1, 56.5 cm",NULL,16.009,16.065,16.009,16.065,"C0008A-3H-1 WR, 55.0--56.5 cm",CKY000000000001551300,CARB,NULL,2,chesterf316,NULL,CKY,2008-01-27T10:18:31Z,NULL,NULL,NULL,NULL,0.05184,1.24781,0.80163,1/30/2008,kuriharar,2008-02-05T01:04:45Z
"C0008A-3H-1, 55.8 cm",NULL,16.003,16.058,16.003,16.058,"C0008A-3H-1, 55.8 cm",NULL,16.003,16.058,16.003,16.058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8422574,7.018531,miyabes,2008-02-05T00:30:40Z,NULL,NULL,NULL,NULL,NULL,NULL
