Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0002B-45R-1, 44.0 cm",NULL,881.94,881.94,881.94,881.94,"C0002B-45R-1, 45.0 cm",NULL,881.95,881.95,881.95,881.95,"C0002B-45R-1 WR, 44.0--45.0 cm",CKY000000000000663600,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T11:18:32Z,NULL,NULL,NULL,NULL,0.0701,2.91557,0.16988,12/17/2007,kuriharar,2008-02-25T08:39:06Z
"C0002B-45R-1, 44.5 cm",NULL,881.945,881.945,881.945,881.945,"C0002B-45R-1, 44.5 cm",NULL,881.945,881.945,881.945,881.945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.574504,21.45334,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-46R-3, 8.0 cm",NULL,893.905,893.905,893.905,893.905,"C0002B-46R-3, 9.0 cm",NULL,893.915,893.915,893.915,893.915,"C0002B-46R-3 WR, 8.0--9.0 cm",CKY000000000000664400,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T13:24:26Z,NULL,NULL,NULL,NULL,0.0732,3.13123,0.25874,12/17/2007,kuriharar,2008-02-25T08:39:06Z
"C0002B-46R-3, 8.5 cm",NULL,893.91,893.91,893.91,893.91,"C0002B-46R-3, 8.5 cm",NULL,893.91,893.91,893.91,893.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.722799,22.68908,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-46R-4, 0.0 cm",NULL,894.805,894.805,894.805,894.805,"C0002B-46R-4, 1.0 cm",NULL,894.815,894.815,894.815,894.815,"C0002B-46R-4 WR, 0.0--1.0 cm",CKY000000000000651900,CARB,NULL,2,wzhu315,NULL,CKY,2007-12-12T22:17:34Z,NULL,NULL,NULL,NULL,0.09312,2.48287,0.29084,12/15/2007,kuriharar,2008-02-25T08:39:07Z
"C0002B-46R-4, 0.5 cm",NULL,894.81,894.81,894.81,894.81,"C0002B-46R-4, 0.5 cm",NULL,894.81,894.81,894.81,894.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.008828,16.73956,miyabes,2007-12-17T09:11:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-46R-5, 94.0 cm",NULL,896.16,896.16,896.16,896.16,"C0002B-46R-5, 95.0 cm",NULL,896.17,896.17,896.17,896.17,"C0002B-46R-5 WR, 94.0--95.0 cm",CKY000000000000665000,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T13:50:52Z,NULL,NULL,NULL,NULL,0.07362,1.67023,0.61347,12/17/2007,kuriharar,2008-02-25T08:39:07Z
"C0002B-46R-5, 94.5 cm",NULL,896.165,896.165,896.165,896.165,"C0002B-46R-5, 94.5 cm",NULL,896.165,896.165,896.165,896.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.366004,11.38291,miyabes,2007-12-17T09:11:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-47R-1, 37.0 cm",NULL,900.87,900.87,900.87,900.87,"C0002B-47R-1, 38.0 cm",NULL,900.88,900.88,900.88,900.88,"C0002B-47R-1 WR, 37.0--38.0 cm",CKY000000000000666100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T16:13:40Z,NULL,NULL,NULL,NULL,0.07617,2.45277,0.23097,12/17/2007,kuriharar,2008-02-25T08:39:08Z
"C0002B-47R-1, 37.5 cm",NULL,900.875,900.875,900.875,900.875,"C0002B-47R-1, 37.5 cm",NULL,900.875,900.875,900.875,900.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.031015,16.92445,miyabes,2007-12-17T09:11:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-47R-1, 61.0 cm",NULL,901.11,901.11,901.11,901.11,"C0002B-47R-1, 62.0 cm",NULL,901.12,901.12,901.12,901.12,"C0002B-47R-1 WR, 61.0--62.0 cm",CKY000000000000666700,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-13T17:05:12Z,NULL,NULL,NULL,NULL,0.07224,1.45126,0.20601,12/17/2007,kuriharar,2008-02-25T08:39:08Z
"C0002B-47R-1, 61.5 cm",NULL,901.115,901.115,901.115,901.115,"C0002B-47R-1, 61.5 cm",NULL,901.115,901.115,901.115,901.115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.181486,9.845319,miyabes,2007-12-17T09:11:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-47R-3, 38.0 cm",NULL,903.7,903.7,903.7,903.7,"C0002B-47R-3, 39.0 cm",NULL,903.71,903.71,903.71,903.71,"C0002B-47R-3 WR, 38.0--39.0 cm",CKY000000000000667300,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-13T17:27:16Z,NULL,NULL,NULL,NULL,0.08041,3.22075,0.12687,12/17/2007,kuriharar,2008-02-25T08:39:08Z
"C0002B-47R-3, 38.5 cm",NULL,903.705,903.705,903.705,903.705,"C0002B-47R-3, 38.5 cm",NULL,903.705,903.705,903.705,903.705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.757864,22.98128,miyabes,2007-12-17T09:11:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-48R-2, 35.0 cm",NULL,911.755,911.755,911.755,911.755,"C0002B-48R-2, 36.0 cm",NULL,911.765,911.765,911.765,911.765,"C0002B-48R-2 WR, 35.0--36.0 cm",CKY000000000000657600,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T05:11:50Z,NULL,NULL,NULL,NULL,0.08781,2.29382,1.12623,12/15/2007,kuriharar,2008-02-25T08:39:09Z
"C0002B-48R-2, 35.5 cm",NULL,911.76,911.76,911.76,911.76,"C0002B-48R-2, 35.5 cm",NULL,911.76,911.76,911.76,911.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.703574,14.19588,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-48R-5, 0.0 cm",NULL,915.24,915.24,915.24,915.24,"C0002B-48R-5, 1.0 cm",NULL,915.25,915.25,915.25,915.25,"C0002B-48R-5 WR, 0.0--1.0 cm",CKY000000000000655000,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-13T02:34:03Z,NULL,NULL,NULL,NULL,0.09825,2.20469,0.6799,12/15/2007,kuriharar,2008-02-25T08:39:09Z
"C0002B-48R-5, 0.5 cm",NULL,915.245,915.245,915.245,915.245,"C0002B-48R-5, 0.5 cm",NULL,915.245,915.245,915.245,915.245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.512445,12.6032,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-48R-6, 65.0 cm",NULL,916.305,916.305,916.305,916.305,"C0002B-48R-6, 66.0 cm",NULL,916.315,916.315,916.315,916.315,"C0002B-48R-6 WR, 65.0--66.0 cm",CKY000000000000668900,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T18:11:53Z,NULL,NULL,NULL,NULL,0.1055,1.63731,0.49375,12/17/2007,kuriharar,2008-02-25T08:39:09Z
"C0002B-48R-6, 65.5 cm",NULL,916.31,916.31,916.31,916.31,"C0002B-48R-6, 65.5 cm",NULL,916.31,916.31,916.31,916.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.039134,8.659102,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-48R-6, 89.0 cm",NULL,916.545,916.545,916.545,916.545,"C0002B-48R-6, 90.0 cm",NULL,916.555,916.555,916.555,916.555,"C0002B-48R-6 WR, 89.0--90.0 cm",CKY000000000000669500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T18:27:05Z,NULL,NULL,NULL,NULL,0.09239,2.83998,0.2907,12/17/2007,kuriharar,2008-02-25T08:39:10Z
"C0002B-48R-6, 89.5 cm",NULL,916.55,916.55,916.55,916.55,"C0002B-48R-6, 89.5 cm",NULL,916.55,916.55,916.55,916.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.265082,18.87493,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-49R-1, 96.0 cm",NULL,920.46,920.46,920.46,920.46,"C0002B-49R-1, 97.0 cm",NULL,920.47,920.47,920.47,920.47,"C0002B-49R-1 WR, 96.0--97.0 cm",CKY000000000000670500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T19:16:23Z,NULL,NULL,NULL,NULL,0.10665,2.31167,0.59553,12/17/2007,kuriharar,2008-02-25T08:39:10Z
"C0002B-49R-1, 96.5 cm",NULL,920.465,920.465,920.465,920.465,"C0002B-49R-1, 96.5 cm",NULL,920.465,920.465,920.465,920.465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.634165,13.61749,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-49R-1, 121.0 cm",NULL,920.71,920.71,920.71,920.71,"C0002B-49R-1, 122.0 cm",NULL,920.72,920.72,920.72,920.72,"C0002B-49R-1 WR, 121.0--122.0 cm",CKY000000000000671100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T19:27:36Z,NULL,NULL,NULL,NULL,0.10809,2.0945,0.67972,12/17/2007,kuriharar,2008-02-25T08:39:11Z
"C0002B-49R-1, 121.5 cm",NULL,920.715,920.715,920.715,920.715,"C0002B-49R-1, 121.5 cm",NULL,920.715,920.715,920.715,920.715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.460791,12.17277,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-49R-3, 0.0 cm",NULL,921.9,921.9,921.9,921.9,"C0002B-49R-3, 1.0 cm",NULL,921.91,921.91,921.91,921.91,"C0002B-49R-3 WR, 0.0--1.0 cm",CKY000000000000655800,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T03:32:51Z,NULL,NULL,NULL,NULL,0.09598,1.84845,0.87274,12/15/2007,kuriharar,2008-02-25T08:39:11Z
"C0002B-49R-3, 0.5 cm",NULL,921.905,921.905,921.905,921.905,"C0002B-49R-3, 0.5 cm",NULL,921.905,921.905,921.905,921.905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.216233,10.13487,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-51R-1, 34.0 cm",NULL,938.84,938.84,938.84,938.84,"C0002B-51R-1, 35.0 cm",NULL,938.85,938.85,938.85,938.85,"C0002B-51R-1 WR, 34.0--35.0 cm",CKY000000000000677200,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T03:37:55Z,NULL,NULL,NULL,NULL,0.0961,0.96901,1.11311,12/17/2007,kuriharar,2008-02-25T08:39:11Z
"C0002B-51R-1, 34.5 cm",NULL,938.845,938.845,938.845,938.845,"C0002B-51R-1, 34.5 cm",NULL,938.845,938.845,938.845,938.845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3565446,2.971086,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-51R-5, 0.0 cm",NULL,943.705,943.705,943.705,943.705,"C0002B-51R-5, 1.0 cm",NULL,943.715,943.715,943.715,943.715,"C0002B-51R-5 WR, 0.0--1.0 cm",CKY000000000000660100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-13T09:16:54Z,NULL,NULL,NULL,NULL,0.07553,0.50724,1.08265,12/17/2007,kuriharar,2008-02-25T08:39:12Z
"C0002B-51R-5, 0.5 cm",NULL,943.71,943.71,943.71,943.71,"C0002B-51R-5, 0.5 cm",NULL,943.71,943.71,943.71,943.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2114533,1.76204,miyabes,2007-12-17T09:11:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-51R-6, 26.0 cm",NULL,944.38,944.38,944.38,944.38,"C0002B-51R-6, 27.0 cm",NULL,944.39,944.39,944.39,944.39,"C0002B-51R-6 WR, 26.0--27.0 cm",CKY000000000000680500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T04:31:01Z,NULL,NULL,NULL,NULL,0.10089,1.15191,0.63259,12/17/2007,kuriharar,2008-02-25T08:39:12Z
"C0002B-51R-6, 26.5 cm",NULL,944.385,944.385,944.385,944.385,"C0002B-51R-6, 26.5 cm",NULL,944.385,944.385,944.385,944.385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6104885,5.087201,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-51R-6, 51.0 cm",NULL,944.63,944.63,944.63,944.63,"C0002B-51R-6, 52.0 cm",NULL,944.64,944.64,944.64,944.64,"C0002B-51R-6 WR, 51.0--52.0 cm",CKY000000000000681100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T04:31:03Z,NULL,NULL,NULL,NULL,0.0932,0.8982,1.80419,12/17/2007,kuriharar,2008-02-25T08:39:13Z
"C0002B-51R-6, 51.5 cm",NULL,944.635,944.635,944.635,944.635,"C0002B-51R-6, 51.5 cm",NULL,944.635,944.635,944.635,944.635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4547732,3.789625,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-58R-1, 46.0 cm",NULL,1005.46,1005.46,1005.46,1005.46,"C0002B-58R-1, 47.0 cm",NULL,1005.47,1005.47,1005.47,1005.47,"C0002B-58R-1 WR, 46.0--47.0 cm",CKY000000000000691400,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T08:37:21Z,NULL,NULL,NULL,NULL,0.09333,0.66866,1.62278,12/17/2007,kuriharar,2008-02-25T08:39:13Z
"C0002B-58R-1, 46.5 cm",NULL,1005.465,1005.465,1005.465,1005.465,"C0002B-58R-1, 46.5 cm",NULL,1005.465,1005.465,1005.465,1005.465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.208217,1.735073,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-59R-1, 121.0 cm",NULL,1010.71,1010.71,1010.71,1010.71,"C0002B-59R-1, 122.0 cm",NULL,1010.72,1010.72,1010.72,1010.72,"C0002B-59R-1 WR, 121.0--122.0 cm",CKY000000000000692200,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T10:24:55Z,NULL,NULL,NULL,NULL,0.09161,0.76466,0.54063,12/17/2007,kuriharar,2008-02-25T08:39:13Z
"C0002B-59R-1, 121.5 cm",NULL,1010.715,1010.715,1010.715,1010.715,"C0002B-59R-1, 121.5 cm",NULL,1010.715,1010.715,1010.715,1010.715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07929266,0.6607457,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-59R-2, 0.0 cm",NULL,1010.91,1010.91,1010.91,1010.91,"C0002B-59R-2, 1.0 cm",NULL,1010.92,1010.92,1010.92,1010.92,"C0002B-59R-2 WR, 0.0--1.0 cm",CKY000000000000677700,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T03:52:55Z,NULL,NULL,NULL,NULL,0.08367,0.78664,0.90159,12/17/2007,kuriharar,2008-02-25T08:39:14Z
"C0002B-59R-2, 0.5 cm",NULL,1010.915,1010.915,1010.915,1010.915,"C0002B-59R-2, 0.5 cm",NULL,1010.915,1010.915,1010.915,1010.915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.350924,2.92425,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-59R-3, 23.0 cm",NULL,1011.555,1011.555,1011.555,1011.555,"C0002B-59R-3, 24.0 cm",NULL,1011.565,1011.565,1011.565,1011.565,"C0002B-59R-3 WR, 23.0--24.0 cm",CKY000000000000692800,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T10:49:09Z,NULL,NULL,NULL,NULL,0.08314,0.84691,1.58397,12/17/2007,kuriharar,2008-02-25T08:39:14Z
"C0002B-59R-3, 23.5 cm",NULL,1011.56,1011.56,1011.56,1011.56,"C0002B-59R-3, 23.5 cm",NULL,1011.56,1011.56,1011.56,1011.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2214708,1.845516,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-60R-1, 69.0 cm",NULL,1014.69,1014.69,1014.69,1014.69,"C0002B-60R-1, 70.0 cm",NULL,1014.7,1014.7,1014.7,1014.7,"C0002B-60R-1 WR, 69.0--70.0 cm",CKY000000000000693600,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T11:44:35Z,NULL,NULL,NULL,NULL,0.07089,0.82152,1.53007,12/17/2007,kuriharar,2008-02-25T08:39:15Z
"C0002B-60R-1, 69.5 cm",NULL,1014.695,1014.695,1014.695,1014.695,"C0002B-60R-1, 69.5 cm",NULL,1014.695,1014.695,1014.695,1014.695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3386184,2.821707,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-61R-2, 121.0 cm",NULL,1020.607,1021.115,1020.607,1021.115,"C0002B-61R-2, 122.0 cm",NULL,1020.615,1021.125,1020.615,1021.125,"C0002B-61R-2 WR, 121.0--122.0 cm",CKY000000000000694900,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T13:12:08Z,NULL,NULL,NULL,NULL,0.08158,0.36887,0.94709,12/17/2007,kuriharar,2008-02-25T08:39:15Z
"C0002B-61R-2, 121.5 cm",NULL,1020.611,1021.12,1020.611,1021.12,"C0002B-61R-2, 121.5 cm",NULL,1020.611,1021.12,1020.611,1021.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1245244,1.037662,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-61R-3, 0.0 cm",NULL,1020.772,1021.32,1020.772,1021.32,"C0002B-61R-3, 1.0 cm",NULL,1020.78,1021.33,1020.78,1021.33,"C0002B-61R-3 WR, 0.0--1.0 cm",CKY000000000000688100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T06:15:10Z,NULL,NULL,NULL,NULL,0.07897,0.65923,1.51274,12/17/2007,kuriharar,2008-02-25T08:39:15Z
"C0002B-61R-3, 0.5 cm",NULL,1020.776,1021.325,1020.776,1021.325,"C0002B-61R-3, 0.5 cm",NULL,1020.776,1021.325,1020.776,1021.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2764927,2.304013,miyabes,2007-12-17T09:11:12Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-61R-4, 22.0 cm",NULL,1021.284,1021.955,1021.284,1021.955,"C0002B-61R-4, 23.0 cm",NULL,1021.292,1021.965,1021.292,1021.965,"C0002B-61R-4 WR, 22.0--23.0 cm",CKY000000000000695500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T13:25:53Z,NULL,NULL,NULL,NULL,0.09792,0.85904,0.69069,12/17/2007,kuriharar,2008-02-25T08:39:16Z
"C0002B-61R-4, 22.5 cm",NULL,1021.288,1021.96,1021.288,1021.96,"C0002B-61R-4, 22.5 cm",NULL,1021.288,1021.96,1021.288,1021.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3457574,2.881197,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-62R-1, 50.0 cm",NULL,1023.5,1023.5,1023.5,1023.5,"C0002B-62R-1, 51.0 cm",NULL,1023.51,1023.51,1023.51,1023.51,"C0002B-62R-1 WR, 50.0--51.0 cm",CKY000000000000698700,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T16:14:01Z,NULL,NULL,NULL,NULL,0.07253,0.62092,1.213,12/17/2007,kuriharar,2008-02-25T08:39:16Z
"C0002B-62R-1, 50.5 cm",NULL,1023.505,1023.505,1023.505,1023.505,"C0002B-62R-1, 50.5 cm",NULL,1023.505,1023.505,1023.505,1023.505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3001576,2.501213,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-62R-2, 0.0 cm",NULL,1024,1024,1024,1024,"C0002B-62R-2, 1.0 cm",NULL,1024.01,1024.01,1024.01,1024.01,"C0002B-62R-2 WR, 0.0--1.0 cm",CKY000000000000688900,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T08:07:37Z,NULL,NULL,NULL,NULL,0.09301,0.56674,0.3291,12/17/2007,kuriharar,2008-02-25T08:39:16Z
"C0002B-62R-2, 0.5 cm",NULL,1024.005,1024.005,1024.005,1024.005,"C0002B-62R-2, 0.5 cm",NULL,1024.005,1024.005,1024.005,1024.005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2455778,2.046399,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-63R-1, 120.0 cm",NULL,1033.7,1033.7,1033.7,1033.7,"C0002B-63R-1, 121.0 cm",NULL,1033.71,1033.71,1033.71,1033.71,"C0002B-63R-1 WR, 120.0--121.0 cm",CKY000000000000699300,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T16:39:39Z,NULL,NULL,NULL,NULL,0.11072,0.77271,0.93513,12/17/2007,kuriharar,2008-02-25T08:39:17Z
"C0002B-63R-1, 120.5 cm",NULL,1033.705,1033.705,1033.705,1033.705,"C0002B-63R-1, 120.5 cm",NULL,1033.705,1033.705,1033.705,1033.705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3037813,2.531409,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-64R-1, 39.0 cm",NULL,1042.39,1042.39,1042.39,1042.39,"C0002B-64R-1, 40.0 cm",NULL,1042.4,1042.4,1042.4,1042.4,"C0002B-64R-1 WR, 39.0--40.0 cm",CKY000000000000699900,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T18:05:18Z,NULL,NULL,NULL,NULL,0.09279,0.86506,1.20847,12/17/2007,kuriharar,2008-02-25T08:39:17Z
"C0002B-64R-1, 39.5 cm",NULL,1042.395,1042.395,1042.395,1042.395,"C0002B-64R-1, 39.5 cm",NULL,1042.395,1042.395,1042.395,1042.395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4354151,3.628314,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-64R-2, 0.0 cm",NULL,1042.995,1042.995,1042.995,1042.995,"C0002B-64R-2, 1.0 cm",NULL,1043.005,1043.005,1043.005,1043.005,"C0002B-64R-2 WR, 0.0--1.0 cm",CKY000000000000694100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T11:59:51Z,NULL,NULL,NULL,NULL,0.07203,0.74439,0.99465,12/17/2007,kuriharar,2008-02-25T08:39:18Z
"C0002B-64R-2, 0.5 cm",NULL,1043,1043,1043,1043,"C0002B-64R-2, 0.5 cm",NULL,1043,1043,1043,1043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3554098,2.96163,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-65R-1, 105.0 cm",NULL,1047.55,1047.55,1047.55,1047.55,"C0002B-65R-1, 106.0 cm",NULL,1047.56,1047.56,1047.56,1047.56,"C0002B-65R-1 WR, 105.0--106.0 cm",CKY000000000000700500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T18:36:53Z,NULL,NULL,NULL,NULL,0.08994,0.81196,0.55914,12/17/2007,kuriharar,2008-02-25T08:39:18Z
"C0002B-65R-1, 105.5 cm",NULL,1047.555,1047.555,1047.555,1047.555,"C0002B-65R-1, 105.5 cm",NULL,1047.555,1047.555,1047.555,1047.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3570074,2.974943,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-65R-2, 125.0 cm",NULL,1049.17,1049.17,1049.17,1049.17,"C0002B-65R-2, 126.0 cm",NULL,1049.18,1049.18,1049.18,1049.18,"C0002B-65R-2 WR, 125.0--126.0 cm",CKY000000000000702500,CARB,NULL,2,hirono315,NULL,CKY,2007-12-14T19:03:23Z,NULL,NULL,NULL,NULL,0.11421,0.84234,0.50154,12/17/2007,kuriharar,2008-02-25T08:39:18Z
"C0002B-65R-2, 125.5 cm",NULL,1049.175,1049.175,1049.175,1049.175,"C0002B-65R-2, 125.5 cm",NULL,1049.175,1049.175,1049.175,1049.175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.340857,2.840361,miyabes,2007-12-17T09:11:13Z,NULL,NULL,NULL,NULL,NULL,NULL
