Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0014G-5H-5, 68.0 cm",NULL,39.63,39.63,39.63,39.63,"C0014G-5H-5, 70.0 cm",NULL,39.65,39.65,39.65,39.65,"C0014G-5H-5 W, 68.0--70.0 cm",CKY000000000003325900,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T00:05:19Z,NULL,NULL,NULL,NULL,0.01844,0.01513,5.69392,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-5H-5, 69.0 cm",NULL,39.64,39.64,39.64,39.64,"C0014G-5H-5, 69.0 cm",NULL,39.64,39.64,39.64,39.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0116,0.0967,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-6H-2, 38.0 cm",NULL,47.432,47.715,47.432,47.715,"C0014G-6H-2, 40.0 cm",NULL,47.441,47.735,47.441,47.735,"C0014G-6H-2 W, 38.0--40.0 cm",CKY000000000003328700,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T02:27:01Z,NULL,NULL,NULL,NULL,0.01264,0.03305,2.81226,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-6H-2, 39.0 cm",NULL,47.437,47.725,47.437,47.725,"C0014G-6H-2, 39.0 cm",NULL,47.437,47.725,47.437,47.725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0231,0.1925,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-6H-3, 80.0 cm",NULL,48.075,49.14,48.075,49.14,"C0014G-6H-3, 82.0 cm",NULL,48.084,49.16,48.084,49.16,"C0014G-6H-3 W, 80.0--82.0 cm",CKY000000000003328900,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T02:28:44Z,NULL,NULL,NULL,NULL,0.0093,0.00872,3.20652,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-6H-3, 81.0 cm",NULL,48.08,49.15,48.08,49.15,"C0014G-6H-3, 81.0 cm",NULL,48.08,49.15,48.08,49.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-6H-5, 67.0 cm",NULL,48.928,51.03,48.928,51.03,"C0014G-6H-5, 69.0 cm",NULL,48.937,51.05,48.937,51.05,"C0014G-6H-5 W, 67.0--69.0 cm",CKY000000000003329100,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T02:29:30Z,NULL,NULL,NULL,NULL,0.00708,0.00561,1.60105,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-6H-5, 68.0 cm",NULL,48.932,51.04,48.932,51.04,"C0014G-6H-5, 68.0 cm",NULL,48.932,51.04,48.932,51.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,0.0083,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-6H-CC, 10.0 cm",NULL,49.794,52.95,49.794,52.95,"C0014G-6H-CC, 12.0 cm",NULL,49.803,52.97,49.803,52.97,"C0014G-6H-CC W, 10.0--12.0 cm",CKY000000000003329300,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T02:30:48Z,NULL,NULL,NULL,NULL,0.01062,0.01123,4.09712,9/27/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-6H-CC, 11.0 cm",NULL,49.799,52.96,49.799,52.96,"C0014G-6H-CC, 11.0 cm",NULL,49.799,52.96,49.799,52.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-8H-CC, 6.0 cm",NULL,53.565,53.565,53.565,53.565,"C0014G-8H-CC, 8.0 cm",NULL,53.585,53.585,53.585,53.585,"C0014G-8H-CC W, 6.0--8.0 cm",CKY000000000003330400,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T04:01:50Z,NULL,NULL,NULL,NULL,0.00728,0.1163,3.07826,9/27/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-8H-CC, 7.0 cm",NULL,53.575,53.575,53.575,53.575,"C0014G-8H-CC, 7.0 cm",NULL,53.575,53.575,53.575,53.575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0961,0.8008,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-9X-1, 14.0 cm",NULL,54.34,54.34,54.34,54.34,"C0014G-9X-1, 16.0 cm",NULL,54.36,54.36,54.36,54.36,"C0014G-9X-1 W, 14.0--16.0 cm",CKY000000000003332500,CARB,NULL,8,stephen331,NULL,CKY,2010-09-22T05:57:27Z,NULL,NULL,NULL,NULL,0.00914,0.01517,2.47632,9/30/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-9X-1, 15.0 cm",NULL,54.35,54.35,54.35,54.35,"C0014G-9X-1, 15.0 cm",NULL,54.35,54.35,54.35,54.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0002,0.0017,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-9X-2, 64.0 cm",NULL,56.245,56.245,56.245,56.245,"C0014G-9X-2, 66.0 cm",NULL,56.265,56.265,56.265,56.265,"C0014G-9X-2 W, 64.0--66.0 cm",CKY000000000003332800,CARB,NULL,5,stephen331,NULL,CKY,2010-09-22T05:57:27Z,NULL,NULL,NULL,NULL,0.01358,0.00805,2.05091,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-9X-2, 65.0 cm",NULL,56.255,56.255,56.255,56.255,"C0014G-9X-2, 65.0 cm",NULL,56.255,56.255,56.255,56.255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-9X-CC, 27.0 cm",NULL,57.155,57.155,57.155,57.155,"C0014G-9X-CC, 29.0 cm",NULL,57.175,57.175,57.175,57.175,"C0014G-9X-CC W, 27.0--29.0 cm",CKY000000000003332900,CARB,NULL,5,stephen331,NULL,CKY,2010-09-22T05:57:27Z,NULL,NULL,NULL,NULL,0,0.00735,1.88474,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-9X-CC, 28.0 cm",NULL,57.165,57.165,57.165,57.165,"C0014G-9X-CC, 28.0 cm",NULL,57.165,57.165,57.165,57.165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:58Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-10H-CC, 5.0 cm",NULL,59.5,59.5,59.5,59.5,"C0014G-10H-CC, 7.0 cm",NULL,59.52,59.52,59.52,59.52,"C0014G-10H-CC W, 5.0--7.0 cm",CKY000000000003653100,CARB,NULL,5,maedal,NULL,CKY,2010-10-02T04:03:53Z,NULL,NULL,NULL,NULL,0.00629,0.00654,1.49859,9/28/2010,hitomiy,2010-10-03T20:41:19Z
"C0014G-10H-CC, 6.0 cm",NULL,59.51,59.51,59.51,59.51,"C0014G-10H-CC, 6.0 cm",NULL,59.51,59.51,59.51,59.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-11X-1, 3.0 cm",NULL,59.73,59.73,59.73,59.73,"C0014G-11X-1, 5.0 cm",NULL,59.75,59.75,59.75,59.75,"C0014G-11X-1 W, 3.0--5.0 cm",CKY000000000003333400,CARB,NULL,5,stephen331,NULL,CKY,2010-09-22T07:32:45Z,NULL,NULL,NULL,NULL,0.00575,0.01074,1.49499,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-11X-1, 4.0 cm",NULL,59.74,59.74,59.74,59.74,"C0014G-11X-1, 4.0 cm",NULL,59.74,59.74,59.74,59.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000625232,0.005210058,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-11X-CC, 30.0 cm",NULL,60.115,60.115,60.115,60.115,"C0014G-11X-CC, 32.0 cm",NULL,60.135,60.135,60.135,60.135,"C0014G-11X-CC W, 30.0--32.0 cm",CKY000000000003333600,CARB,NULL,5,stephen331,NULL,CKY,2010-09-22T07:35:41Z,NULL,NULL,NULL,NULL,0.00769,0.00869,2.95494,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-11X-CC, 31.0 cm",NULL,60.125,60.125,60.125,60.125,"C0014G-11X-CC, 31.0 cm",NULL,60.125,60.125,60.125,60.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-12H-2, 74.0 cm",NULL,65.065,65.065,65.065,65.065,"C0014G-12H-2, 76.0 cm",NULL,65.085,65.085,65.085,65.085,"C0014G-12H-2 W, 74.0--76.0 cm",CKY000000000003336100,CARB,NULL,5,hilairy331,NULL,CKY,2010-09-22T08:13:16Z,NULL,NULL,NULL,NULL,0.01528,0.00652,6.5068,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-12H-2, 75.0 cm",NULL,65.075,65.075,65.075,65.075,"C0014G-12H-2, 75.0 cm",NULL,65.075,65.075,65.075,65.075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.002460376,0.020502314,kawait,2010-10-03T16:37:52Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-13T-1, 28.0 cm",NULL,66.98,66.98,66.98,66.98,"C0014G-13T-1, 30.0 cm",NULL,67,67,67,67,"C0014G-13T-1 W, 28.0--30.0 cm",CKY000000000003338800,CARB,NULL,6,juan331,NULL,CKY,2010-09-22T12:31:27Z,NULL,NULL,NULL,NULL,0.01033,0.00676,2.78775,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-13T-1, 29.0 cm",NULL,66.99,66.99,66.99,66.99,"C0014G-13T-1, 29.0 cm",NULL,66.99,66.99,66.99,66.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-13T-2, 79.5 cm",NULL,68.495,68.495,68.495,68.495,"C0014G-13T-2, 81.5 cm",NULL,68.515,68.515,68.515,68.515,"C0014G-13T-2 W, 79.5--81.5 cm",CKY000000000003339100,CARB,NULL,6,juan331,NULL,CKY,2010-09-22T12:37:40Z,NULL,NULL,NULL,NULL,0.01551,0.00615,2.51299,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-13T-2, 80.5 cm",NULL,68.505,68.505,68.505,68.505,"C0014G-13T-2, 80.5 cm",NULL,68.505,68.505,68.505,68.505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-13T-3, 59.0 cm",NULL,69.295,69.295,69.295,69.295,"C0014G-13T-3, 61.0 cm",NULL,69.315,69.315,69.315,69.315,"C0014G-13T-3 W, 59.0--61.0 cm",CKY000000000003339200,CARB,NULL,6,juan331,NULL,CKY,2010-09-22T12:39:56Z,NULL,NULL,NULL,NULL,0.01321,0.04743,2.44207,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-13T-3, 60.0 cm",NULL,69.305,69.305,69.305,69.305,"C0014G-13T-3, 60.0 cm",NULL,69.305,69.305,69.305,69.305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-13T-4, 22.0 cm",NULL,69.925,69.925,69.925,69.925,"C0014G-13T-4, 24.0 cm",NULL,69.945,69.945,69.945,69.945,"C0014G-13T-4 W, 22.0--24.0 cm",CKY000000000003339500,CARB,NULL,6,juan331,NULL,CKY,2010-09-22T12:42:24Z,NULL,NULL,NULL,NULL,0.01305,0.0082,1.78196,9/28/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-13T-4, 23.0 cm",NULL,69.935,69.935,69.935,69.935,"C0014G-13T-4, 23.0 cm",NULL,69.935,69.935,69.935,69.935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001275653,0.010630021,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-14T-1, 18.0 cm",NULL,71.38,71.38,71.38,71.38,"C0014G-14T-1, 20.0 cm",NULL,71.4,71.4,71.4,71.4,"C0014G-14T-1 W, 18.0--20.0 cm",CKY000000000003341600,CARB,NULL,6,stephen331,NULL,CKY,2010-09-22T14:14:03Z,NULL,NULL,NULL,NULL,0,0.01626,1.85815,9/28/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-14T-1, 19.0 cm",NULL,71.39,71.39,71.39,71.39,"C0014G-14T-1, 19.0 cm",NULL,71.39,71.39,71.39,71.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001762438,0.014686392,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-14T-2, 51.0 cm",NULL,72.185,72.185,72.185,72.185,"C0014G-14T-2, 53.0 cm",NULL,72.205,72.205,72.205,72.205,"C0014G-14T-2 W, 51.0--53.0 cm",CKY000000000003341800,CARB,NULL,6,stephen331,NULL,CKY,2010-09-22T14:16:43Z,NULL,NULL,NULL,NULL,0.01265,0.00827,3.01636,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-14T-2, 52.0 cm",NULL,72.195,72.195,72.195,72.195,"C0014G-14T-2, 52.0 cm",NULL,72.195,72.195,72.195,72.195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-14T-3, 42.0 cm",NULL,73.11,73.11,73.11,73.11,"C0014G-14T-3, 44.0 cm",NULL,73.13,73.13,73.13,73.13,"C0014G-14T-3 W, 42.0--44.0 cm",CKY000000000003341900,CARB,NULL,6,stephen331,NULL,CKY,2010-09-22T14:18:54Z,NULL,NULL,NULL,NULL,0,0.00641,3.49464,9/28/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-14T-3, 43.0 cm",NULL,73.12,73.12,73.12,73.12,"C0014G-14T-3, 43.0 cm",NULL,73.12,73.12,73.12,73.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.002086627,0.01738786,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-15T-CC, 17.0 cm",NULL,75.846,76.075,75.846,76.075,"C0014G-15T-CC, 19.0 cm",NULL,75.853,76.095,75.853,76.095,"C0014G-15T-CC W, 17.0--19.0 cm",CKY000000000003340900,CARB,NULL,5,stephen331,NULL,CKY,2010-09-22T13:32:17Z,NULL,NULL,NULL,NULL,0.01633,0.0096,2.90382,9/27/2010,hitomiy,2010-10-03T20:41:12Z
"C0014G-15T-CC, 18.0 cm",NULL,75.85,76.085,75.85,76.085,"C0014G-15T-CC, 18.0 cm",NULL,75.85,76.085,75.85,76.085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-16T-1, 7.0 cm",NULL,75.97,75.97,75.97,75.97,"C0014G-16T-1, 9.0 cm",NULL,75.99,75.99,75.99,75.99,"C0014G-16T-1 W, 7.0--9.0 cm",CKY000000000003343200,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T16:09:01Z,NULL,NULL,NULL,NULL,0.0199,0.00911,2.88045,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-16T-1, 8.0 cm",NULL,75.98,75.98,75.98,75.98,"C0014G-16T-1, 8.0 cm",NULL,75.98,75.98,75.98,75.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-16T-2, 10.0 cm",NULL,76.785,76.785,76.785,76.785,"C0014G-16T-2, 12.0 cm",NULL,76.805,76.805,76.805,76.805,"C0014G-16T-2 W, 10.0--12.0 cm",CKY000000000003343400,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T16:09:01Z,NULL,NULL,NULL,NULL,0.03074,0.00832,3.66251,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-16T-2, 11.0 cm",NULL,76.795,76.795,76.795,76.795,"C0014G-16T-2, 11.0 cm",NULL,76.795,76.795,76.795,76.795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-17T-1, 34.0 cm",NULL,80.54,80.54,80.54,80.54,"C0014G-17T-1, 36.0 cm",NULL,80.56,80.56,80.56,80.56,"C0014G-17T-1 W, 34.0--36.0 cm",CKY000000000003361300,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T21:27:25Z,NULL,NULL,NULL,NULL,0.03,0.0082,2.69624,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-17T-1, 35.0 cm",NULL,80.55,80.55,80.55,80.55,"C0014G-17T-1, 35.0 cm",NULL,80.55,80.55,80.55,80.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-17T-2, 20.0 cm",NULL,80.81,80.81,80.81,80.81,"C0014G-17T-2, 22.0 cm",NULL,80.83,80.83,80.83,80.83,"C0014G-17T-2 W, 20.0--22.0 cm",CKY000000000003361500,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T21:27:25Z,NULL,NULL,NULL,NULL,0.0389,0.00925,2.09598,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-17T-2, 21.0 cm",NULL,80.82,80.82,80.82,80.82,"C0014G-17T-2, 21.0 cm",NULL,80.82,80.82,80.82,80.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-17T-3, 40.0 cm",NULL,82.015,82.015,82.015,82.015,"C0014G-17T-3, 42.0 cm",NULL,82.035,82.035,82.035,82.035,"C0014G-17T-3 W, 40.0--42.0 cm",CKY000000000003361800,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T21:31:21Z,NULL,NULL,NULL,NULL,0.03093,0.00829,3.32512,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-17T-3, 41.0 cm",NULL,82.025,82.025,82.025,82.025,"C0014G-17T-3, 41.0 cm",NULL,82.025,82.025,82.025,82.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:53Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-17T-4, 40.0 cm",NULL,83.025,83.025,83.025,83.025,"C0014G-17T-4, 42.0 cm",NULL,83.045,83.045,83.045,83.045,"C0014G-17T-4 W, 40.0--42.0 cm",CKY000000000003362000,CARB,NULL,5,yuka331,NULL,CKY,2010-09-22T21:31:21Z,NULL,NULL,NULL,NULL,0.05952,0.01003,5.3217,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-17T-4, 41.0 cm",NULL,83.035,83.035,83.035,83.035,"C0014G-17T-4, 41.0 cm",NULL,83.035,83.035,83.035,83.035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-18T-2, 34.0 cm",NULL,85.355,85.355,85.355,85.355,"C0014G-18T-2, 36.0 cm",NULL,85.375,85.375,85.375,85.375,"C0014G-18T-2 W, 34.0--36.0 cm",CKY000000000003363300,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T23:20:01Z,NULL,NULL,NULL,NULL,0.0257,0.00983,3.48208,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-18T-2, 35.0 cm",NULL,85.365,85.365,85.365,85.365,"C0014G-18T-2, 35.0 cm",NULL,85.365,85.365,85.365,85.365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-18T-3, 83.0 cm",NULL,86.845,86.845,86.845,86.845,"C0014G-18T-3, 85.0 cm",NULL,86.865,86.865,86.865,86.865,"C0014G-18T-3 W, 83.0--85.0 cm",CKY000000000003363500,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T23:20:53Z,NULL,NULL,NULL,NULL,0.00887,0.00849,4.76658,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-18T-3, 84.0 cm",NULL,86.855,86.855,86.855,86.855,"C0014G-18T-3, 84.0 cm",NULL,86.855,86.855,86.855,86.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-18T-CC, 12.0 cm",NULL,88.15,88.15,88.15,88.15,"C0014G-18T-CC, 14.0 cm",NULL,88.17,88.17,88.17,88.17,"C0014G-18T-CC W, 12.0--14.0 cm",CKY000000000003363700,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T23:21:39Z,NULL,NULL,NULL,NULL,0,0.01184,0.70718,9/28/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-18T-CC, 13.0 cm",NULL,88.16,88.16,88.16,88.16,"C0014G-18T-CC, 13.0 cm",NULL,88.16,88.16,88.16,88.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0064,0.0533,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-19T-CC, 15.0 cm",NULL,89.505,89.505,89.505,89.505,"C0014G-19T-CC, 17.0 cm",NULL,89.525,89.525,89.525,89.525,"C0014G-19T-CC W, 15.0--17.0 cm",CKY000000000003363900,CARB,NULL,5,steven331,NULL,CKY,2010-09-22T23:22:19Z,NULL,NULL,NULL,NULL,0.0104,0.00497,1.37302,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-19T-CC, 16.0 cm",NULL,89.515,89.515,89.515,89.515,"C0014G-19T-CC, 16.0 cm",NULL,89.515,89.515,89.515,89.515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-20T-1, 30.0 cm",NULL,94,94,94,94,"C0014G-20T-1, 32.0 cm",NULL,94.02,94.02,94.02,94.02,"C0014G-20T-1 W, 30.0--32.0 cm",CKY000000000003365300,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T01:35:29Z,NULL,NULL,NULL,NULL,0.01279,0.00811,0.561,9/28/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-20T-1, 31.0 cm",NULL,94.01,94.01,94.01,94.01,"C0014G-20T-1, 31.0 cm",NULL,94.01,94.01,94.01,94.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0039,0.0325,kawait,2010-10-03T16:37:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-20T-CC, 36.5 cm",NULL,94.695,94.695,94.695,94.695,"C0014G-20T-CC, 39.0 cm",NULL,94.72,94.72,94.72,94.72,"C0014G-20T-CC W, 36.5--39.0 cm",CKY000000000003365500,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T01:36:18Z,NULL,NULL,NULL,NULL,0,0.00617,0.21374,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-20T-CC, 37.8 cm",NULL,94.708,94.708,94.708,94.708,"C0014G-20T-CC, 37.8 cm",NULL,94.708,94.708,94.708,94.708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-21H-2, 74.0 cm",NULL,99.035,99.035,99.035,99.035,"C0014G-21H-2, 76.0 cm",NULL,99.055,99.055,99.055,99.055,"C0014G-21H-2 W, 74.0--76.0 cm",CKY000000000003368000,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T02:34:51Z,NULL,NULL,NULL,NULL,0.03643,0.01092,1.93811,9/28/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-21H-2, 75.0 cm",NULL,99.045,99.045,99.045,99.045,"C0014G-21H-2, 75.0 cm",NULL,99.045,99.045,99.045,99.045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0043,0.0358,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-21H-3, 79.0 cm",NULL,99.895,99.895,99.895,99.895,"C0014G-21H-3, 81.0 cm",NULL,99.915,99.915,99.915,99.915,"C0014G-21H-3 W, 79.0--81.0 cm",CKY000000000003368200,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T02:36:47Z,NULL,NULL,NULL,NULL,0.03203,0.00737,2.40857,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-21H-3, 80.0 cm",NULL,99.905,99.905,99.905,99.905,"C0014G-21H-3, 80.0 cm",NULL,99.905,99.905,99.905,99.905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0099,0.0825,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-22X-1, 7.0 cm",NULL,100.27,100.27,100.27,100.27,"C0014G-22X-1, 10.0 cm",NULL,100.3,100.3,100.3,100.3,"C0014G-22X-1 W, 7.0--10.0 cm",CKY000000000003365700,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T01:38:15Z,NULL,NULL,NULL,NULL,0.01244,0.00762,1.3866,9/27/2010,hitomiy,2010-10-03T20:41:13Z
