Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0004D-52R-3, 18.8 cm",NULL,380.493,380.493,380.493,380.493,"C0004D-52R-3, 18.8 cm",NULL,380.493,380.493,380.493,380.493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4372186,3.643343,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-52R-3, 76.5 cm",NULL,381.07,381.07,381.07,381.07,"C0004D-52R-3, 78.0 cm",NULL,381.085,381.085,381.085,381.085,"C0004D-52R-3 WR, 76.5--78.0 cm",CKY000000000000891600,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T06:58:27Z,NULL,NULL,NULL,NULL,0.07312,0.6192,0.2251,12/28/2007,kuriharar,2008-01-31T07:37:46Z
"C0004D-52R-3, 77.2 cm",NULL,381.077,381.077,381.077,381.077,"C0004D-52R-3, 77.2 cm",NULL,381.077,381.077,381.077,381.077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2493081,2.077484,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-52R-3, 110.5 cm",NULL,381.41,381.41,381.41,381.41,"C0004D-52R-3, 112.0 cm",NULL,381.425,381.425,381.425,381.425,"C0004D-52R-3 WR, 110.5--112.0 cm",CKY000000000000892200,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T06:58:29Z,NULL,NULL,NULL,NULL,0.07412,0.61477,0.37028,1/2/2008,kuriharar,2008-01-31T07:37:46Z
"C0004D-52R-3, 111.2 cm",NULL,381.417,381.417,381.417,381.417,"C0004D-52R-3, 111.2 cm",NULL,381.417,381.417,381.417,381.417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1733616,1.444622,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-53R-2, 51.0 cm",NULL,383.915,383.915,383.915,383.915,"C0004D-53R-2, 52.5 cm",NULL,383.93,383.93,383.93,383.93,"C0004D-53R-2 WR, 51.0--52.5 cm",CKY000000000000872600,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T14:11:27Z,NULL,NULL,NULL,NULL,0.0558,0.52513,0.12747,1/25/2008,kuriharar,2008-01-31T07:37:46Z
"C0004D-53R-2, 51.7 cm",NULL,383.922,383.922,383.922,383.922,"C0004D-53R-2, 51.7 cm",NULL,383.922,383.922,383.922,383.922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1787167,1.489247,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-1, 107.5 cm",NULL,387.568,387.575,387.568,387.575,"C0004D-54R-1, 109.0 cm",NULL,387.583,387.59,387.583,387.59,"C0004D-54R-1 WR, 107.5--109.0 cm",CKY000000000000893500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T08:55:18Z,NULL,NULL,NULL,NULL,0.08863,0.90502,0.1079,12/28/2007,kuriharar,2008-01-31T07:37:46Z
"C0004D-54R-1, 108.2 cm",NULL,387.575,387.582,387.575,387.582,"C0004D-54R-1, 108.2 cm",NULL,387.575,387.582,387.575,387.582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4632986,3.860667,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-2, 11.5 cm",NULL,388.005,388.015,388.005,388.015,"C0004D-54R-2, 13.0 cm",NULL,388.02,388.03,388.02,388.03,"C0004D-54R-2 WR, 11.5--13.0 cm",CKY000000000000894500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T10:17:15Z,NULL,NULL,NULL,NULL,0.08004,1.09184,0.61697,12/28/2007,kuriharar,2008-01-31T07:37:47Z
"C0004D-54R-2, 12.3 cm",NULL,388.013,388.023,388.013,388.023,"C0004D-54R-2, 12.3 cm",NULL,388.013,388.023,388.013,388.023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6450694,5.375363,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-2, 116.0 cm",NULL,389.043,389.06,389.043,389.06,"C0004D-54R-2, 117.5 cm",NULL,389.058,389.075,389.058,389.075,"C0004D-54R-2 WR, 116.0--117.5 cm",CKY000000000000896000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T10:36:37Z,NULL,NULL,NULL,NULL,0.08786,1.07389,0.09219,12/28/2007,kuriharar,2008-01-31T07:37:47Z
"C0004D-54R-2, 116.8 cm",NULL,389.051,389.068,389.051,389.068,"C0004D-54R-2, 116.8 cm",NULL,389.051,389.068,389.051,389.068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6662436,5.551808,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-3, 0.0 cm",NULL,389.291,389.31,389.291,389.31,"C0004D-54R-3, 1.5 cm",NULL,389.306,389.325,389.306,389.325,"C0004D-54R-3 WR, 0.0--1.5 cm",CKY000000000000896900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T11:10:42Z,NULL,NULL,NULL,NULL,0.06277,1.20195,0.15685,1/15/2008,kuriharar,2008-01-31T07:37:47Z
"C0004D-54R-3, 0.7 cm",NULL,389.298,389.317,389.298,389.317,"C0004D-54R-3, 0.7 cm",NULL,389.298,389.317,389.298,389.317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8162028,6.801417,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-3, 44.0 cm",NULL,389.729,389.75,389.729,389.75,"C0004D-54R-3, 44.5 cm",NULL,389.733,389.755,389.733,389.755,"C0004D-54R-3 WR, 44.0--44.5 cm",CKY000000000000897600,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T11:10:44Z,NULL,NULL,NULL,NULL,0.08655,1.19125,0.16687,12/28/2007,kuriharar,2008-01-31T07:37:47Z
"C0004D-54R-3, 44.2 cm",NULL,389.731,389.752,389.731,389.752,"C0004D-54R-3, 44.2 cm",NULL,389.731,389.752,389.731,389.752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7897317,6.580834,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-54R-3, 77.5 cm",NULL,390.061,390.085,390.061,390.085,"C0004D-54R-3, 79.0 cm",NULL,390.076,390.1,390.076,390.1,"C0004D-54R-3 WR, 77.5--79.0 cm",CKY000000000000899500,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T11:52:41Z,NULL,NULL,NULL,NULL,0.04942,0.68526,0.30571,1/11/2008,kuriharar,2008-01-31T07:37:47Z
"C0004D-54R-3, 78.3 cm",NULL,390.069,390.093,390.069,390.093,"C0004D-54R-3, 78.3 cm",NULL,390.069,390.093,390.069,390.093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3730807,3.108882,miyabes,2008-02-04T01:53:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-55R-1, 36.0 cm",NULL,391.36,391.36,391.36,391.36,"C0004D-55R-1, 37.5 cm",NULL,391.375,391.375,391.375,391.375,"C0004D-55R-1 WR, 36.0--37.5 cm",CKY000000000000900300,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T12:25:03Z,NULL,NULL,NULL,NULL,0.06792,0.92561,0.16546,1/2/2008,kuriharar,2008-01-31T07:37:48Z
"C0004D-55R-1, 36.8 cm",NULL,391.368,391.368,391.368,391.368,"C0004D-55R-1, 36.8 cm",NULL,391.368,391.368,391.368,391.368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6836491,5.696847,miyabes,2008-02-04T01:53:06Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-55R-2, 97.0 cm",NULL,393.38,393.38,393.38,393.38,"C0004D-55R-2, 98.5 cm",NULL,393.395,393.395,393.395,393.395,"C0004D-55R-2 WR, 97.0--98.5 cm",CKY000000000000900900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T12:56:53Z,NULL,NULL,NULL,NULL,0.09006,0.97306,0.14119,12/28/2007,kuriharar,2008-01-31T07:37:48Z
"C0004D-55R-2, 97.8 cm",NULL,393.388,393.388,393.388,393.388,"C0004D-55R-2, 97.8 cm",NULL,393.388,393.388,393.388,393.388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4809259,4.007555,miyabes,2008-02-04T01:53:06Z,NULL,NULL,NULL,NULL,NULL,NULL
