Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0004D-28R-2, 80.0 cm",NULL,271.71,271.71,271.71,271.71,"C0004D-28R-2, 81.5 cm",NULL,271.725,271.725,271.725,271.725,"C0004D-28R-2 WR, 80.0--81.5 cm",CKY000000000000868100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T08:55:43Z,NULL,NULL,NULL,NULL,0.08388,0.83413,0.20768,12/28/2007,kuriharar,2008-01-31T07:37:39Z
"C0004D-28R-2, 80.8 cm",NULL,271.718,271.718,271.718,271.718,"C0004D-28R-2, 80.8 cm",NULL,271.718,271.718,271.718,271.718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3798887,3.165612,miyabes,2008-02-04T01:53:00Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-29R-CC, 18.0 cm",NULL,277.138,277.138,277.138,277.138,"C0004D-29R-CC, 19.5 cm",NULL,277.153,277.153,277.153,277.153,"C0004D-29R-CC WR, 18.0--19.5 cm",CKY000000000000921200,CARB,NULL,2,arito316,NULL,CKY,2007-12-27T16:16:48Z,NULL,NULL,NULL,NULL,0.07118,0.79649,0.22524,1/2/2008,kuriharar,2008-01-31T07:37:39Z
"C0004D-29R-CC, 18.8 cm",NULL,277.146,277.146,277.146,277.146,"C0004D-29R-CC, 18.8 cm",NULL,277.146,277.146,277.146,277.146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8301597,6.91772,miyabes,2008-02-04T01:53:00Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-30R-2, 88.0 cm",NULL,280.792,280.792,280.792,280.792,"C0004D-30R-2, 92.0 cm",NULL,280.832,280.832,280.832,280.832,"C0004D-30R-2 WR, 88.0--92.0 cm",CKY000000000001038300,CARB,NULL,2,screaton316,NULL,CKY,2007-12-31T08:13:12Z,NULL,NULL,NULL,NULL,0.06396,1.16613,0.15616,1/11/2008,kuriharar,2008-01-31T07:37:40Z
"C0004D-30R-2, 90.0 cm",NULL,280.812,280.812,280.812,280.812,"C0004D-30R-2, 90.0 cm",NULL,280.812,280.812,280.812,280.812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.825337,6.877533,miyabes,2008-02-04T01:53:00Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-30R-3, 76.5 cm",NULL,282.082,282.082,282.082,282.082,"C0004D-30R-3, 78.0 cm",NULL,282.097,282.097,282.097,282.097,"C0004D-30R-3 WR, 76.5--78.0 cm",CKY000000000000867400,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T08:50:16Z,NULL,NULL,NULL,NULL,0.0731,1.3284,0.13063,12/28/2007,kuriharar,2008-01-31T07:37:40Z
"C0004D-30R-3, 77.2 cm",NULL,282.089,282.089,282.089,282.089,"C0004D-30R-3, 77.2 cm",NULL,282.089,282.089,282.089,282.089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.014067,8.450217,miyabes,2008-02-04T01:53:01Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-32R-2, 120.0 cm",NULL,290.11,290.11,290.11,290.11,"C0004D-32R-2, 121.5 cm",NULL,290.125,290.125,290.125,290.125,"C0004D-32R-2 WR, 120.0--121.5 cm",CKY000000000000866700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T08:39:14Z,NULL,NULL,NULL,NULL,0.07906,0.40112,0.17207,12/28/2007,kuriharar,2008-01-31T07:37:40Z
"C0004D-32R-2, 120.7 cm",NULL,290.117,290.117,290.117,290.117,"C0004D-32R-2, 120.7 cm",NULL,290.117,290.117,290.117,290.117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02734184,0.2278395,miyabes,2008-02-04T01:53:01Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-34R-1, 15.0 cm",NULL,296.65,296.65,296.65,296.65,"C0004D-34R-1, 16.5 cm",NULL,296.665,296.665,296.665,296.665,"C0004D-34R-1 WR, 15.0--16.5 cm",CKY000000000000866000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T08:25:47Z,NULL,NULL,NULL,NULL,0.08302,0.54581,0.23233,12/28/2007,kuriharar,2008-01-31T07:37:41Z
"C0004D-34R-1, 15.7 cm",NULL,296.657,296.657,296.657,296.657,"C0004D-34R-1, 15.7 cm",NULL,296.657,296.657,296.657,296.657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1341525,1.117893,miyabes,2008-02-04T01:53:01Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-36R-2, 0.0 cm",NULL,306.69,306.69,306.69,306.69,"C0004D-36R-2, 1.5 cm",NULL,306.705,306.705,306.705,306.705,"C0004D-36R-2 WR, 0.0--1.5 cm",CKY000000000000865100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T08:11:59Z,NULL,NULL,NULL,NULL,0.08194,0.80406,0.21067,12/28/2007,kuriharar,2008-01-31T07:37:41Z
"C0004D-36R-2, 0.7 cm",NULL,306.697,306.697,306.697,306.697,"C0004D-36R-2, 0.7 cm",NULL,306.697,306.697,306.697,306.697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.382711,3.189131,miyabes,2008-02-04T01:53:01Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-37R-1, 59.0 cm",NULL,310.59,310.59,310.59,310.59,"C0004D-37R-1, 61.5 cm",NULL,310.615,310.615,310.615,310.615,"C0004D-37R-1 WR, 59.0--61.5 cm",CKY000000000001063800,CARB,NULL,2,screaton316,NULL,CKY,2008-01-01T03:12:55Z,NULL,NULL,NULL,NULL,0.0629,1.04894,0.19824,1/11/2008,kuriharar,2008-01-31T07:37:41Z
"C0004D-37R-1, 60.3 cm",NULL,310.603,310.603,310.603,310.603,"C0004D-37R-1, 60.3 cm",NULL,310.603,310.603,310.603,310.603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6160334,5.133406,miyabes,2008-02-04T01:53:01Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-39R-2, 8.0 cm",NULL,320.175,320.175,320.175,320.175,"C0004D-39R-2, 9.5 cm",NULL,320.19,320.19,320.19,320.19,"C0004D-39R-2 WR, 8.0--9.5 cm",CKY000000000000864300,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T07:22:59Z,NULL,NULL,NULL,NULL,0.07902,0.84637,0.08879,12/28/2007,kuriharar,2008-01-31T07:37:41Z
"C0004D-39R-2, 8.7 cm",NULL,320.182,320.182,320.182,320.182,"C0004D-39R-2, 8.7 cm",NULL,320.182,320.182,320.182,320.182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4402556,3.66865,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-41R-2, 20.0 cm",NULL,329.6,329.6,329.6,329.6,"C0004D-41R-2, 21.5 cm",NULL,329.615,329.615,329.615,329.615,"C0004D-41R-2 WR, 20.0--21.5 cm",CKY000000000000863700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T06:58:40Z,NULL,NULL,NULL,NULL,0.08544,1.15484,0.16837,12/28/2007,kuriharar,2008-01-31T07:37:42Z
"C0004D-41R-2, 20.7 cm",NULL,329.607,329.607,329.607,329.607,"C0004D-41R-2, 20.7 cm",NULL,329.607,329.607,329.607,329.607,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6632762,5.527081,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-44R-2, 71.0 cm",NULL,343.605,343.605,343.605,343.605,"C0004D-44R-2, 72.5 cm",NULL,343.62,343.62,343.62,343.62,"C0004D-44R-2 WR, 71.0--72.5 cm",CKY000000000000871300,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T13:39:20Z,NULL,NULL,NULL,NULL,0.08671,1.14895,0.22623,12/28/2007,kuriharar,2008-01-31T07:37:42Z
"C0004D-44R-2, 71.7 cm",NULL,343.612,343.612,343.612,343.612,"C0004D-44R-2, 71.7 cm",NULL,343.612,343.612,343.612,343.612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6357684,5.297858,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-44R-3, 0.0 cm",NULL,344.09,344.09,344.09,344.09,"C0004D-44R-3, 1.5 cm",NULL,344.105,344.105,344.105,344.105,"C0004D-44R-3 WR, 0.0--1.5 cm",CKY000000000000862900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T06:39:57Z,NULL,NULL,NULL,NULL,0.09539,0.86653,0.11622,12/28/2007,kuriharar,2008-01-31T07:37:42Z
"C0004D-44R-3, 0.7 cm",NULL,344.097,344.097,344.097,344.097,"C0004D-44R-3, 0.7 cm",NULL,344.097,344.097,344.097,344.097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3973357,3.310998,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-46R-2, 28.5 cm",NULL,352.195,352.195,352.195,352.195,"C0004D-46R-2, 30.0 cm",NULL,352.21,352.21,352.21,352.21,"C0004D-46R-2 WR, 28.5--30.0 cm",CKY000000000000862300,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T06:20:20Z,NULL,NULL,NULL,NULL,0.09405,1.16024,0.14196,12/28/2007,kuriharar,2008-01-31T07:37:42Z
"C0004D-46R-2, 29.2 cm",NULL,352.202,352.202,352.202,352.202,"C0004D-46R-2, 29.2 cm",NULL,352.202,352.202,352.202,352.202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5633639,4.694511,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-48R-1, 37.0 cm",NULL,359.87,359.87,359.87,359.87,"C0004D-48R-1, 38.5 cm",NULL,359.885,359.885,359.885,359.885,"C0004D-48R-1 WR, 37.0--38.5 cm",CKY000000000000874800,CARB,NULL,2,arito316,NULL,CKY,2007-12-25T18:49:31Z,NULL,NULL,NULL,NULL,0.09449,0.83171,0.07213,12/28/2007,kuriharar,2008-01-31T07:37:43Z
"C0004D-48R-1, 37.7 cm",NULL,359.877,359.877,359.877,359.877,"C0004D-48R-1, 37.7 cm",NULL,359.877,359.877,359.877,359.877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3286029,2.738248,miyabes,2008-02-04T01:53:02Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-48R-2, 17.0 cm",NULL,361.07,361.07,361.07,361.07,"C0004D-48R-2, 18.5 cm",NULL,361.085,361.085,361.085,361.085,"C0004D-48R-2 WR, 17.0--18.5 cm",CKY000000000000868800,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T09:06:04Z,NULL,NULL,NULL,NULL,0.08969,0.79409,0.05517,12/28/2007,kuriharar,2008-01-31T07:37:43Z
"C0004D-48R-2, 17.7 cm",NULL,361.077,361.077,361.077,361.077,"C0004D-48R-2, 17.7 cm",NULL,361.077,361.077,361.077,361.077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3392736,2.827167,miyabes,2008-02-04T01:53:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-49R-1, 111.0 cm",NULL,365.11,365.11,365.11,365.11,"C0004D-49R-1, 112.5 cm",NULL,365.125,365.125,365.125,365.125,"C0004D-49R-1 WR, 111.0--112.5 cm",CKY000000000000878400,CARB,NULL,2,arito316,NULL,CKY,2007-12-25T22:33:12Z,NULL,NULL,NULL,NULL,0.07585,0.86646,0.3399,1/2/2008,kuriharar,2008-01-31T07:37:43Z
"C0004D-49R-1, 111.7 cm",NULL,365.117,365.117,365.117,365.117,"C0004D-49R-1, 111.7 cm",NULL,365.117,365.117,365.117,365.117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4085127,3.404136,miyabes,2008-02-04T01:53:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-49R-2, 30.0 cm",NULL,365.715,365.715,365.715,365.715,"C0004D-49R-2, 31.5 cm",NULL,365.73,365.73,365.73,365.73,"C0004D-49R-2 WR, 30.0--31.5 cm",CKY000000000000869400,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T09:09:07Z,NULL,NULL,NULL,NULL,0.0886,0.91451,0.12075,12/28/2007,kuriharar,2008-01-31T07:37:43Z
"C0004D-49R-2, 30.8 cm",NULL,365.723,365.723,365.723,365.723,"C0004D-49R-2, 30.8 cm",NULL,365.723,365.723,365.723,365.723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.434643,3.62188,miyabes,2008-02-04T01:53:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-49R-3, 79.0 cm",NULL,367.605,367.605,367.605,367.605,"C0004D-49R-3, 80.5 cm",NULL,367.62,367.62,367.62,367.62,"C0004D-49R-3 WR, 79.0--80.5 cm",CKY000000000000880100,CARB,NULL,2,arito316,NULL,CKY,2007-12-25T23:17:32Z,NULL,NULL,NULL,NULL,0.07594,0.67722,0.11387,1/2/2008,kuriharar,2008-01-31T07:37:44Z
"C0004D-49R-3, 79.8 cm",NULL,367.613,367.613,367.613,367.613,"C0004D-49R-3, 79.8 cm",NULL,367.613,367.613,367.613,367.613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.212215,1.768387,miyabes,2008-02-04T01:53:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-51R-1, 90.5 cm",NULL,373.905,373.905,373.905,373.905,"C0004D-51R-1, 92.0 cm",NULL,373.92,373.92,373.92,373.92,"C0004D-51R-1 WR, 90.5--92.0 cm",CKY000000000000880900,CARB,NULL,2,arito316,NULL,CKY,2007-12-26T01:33:08Z,NULL,NULL,NULL,NULL,0.08234,0.65574,0.08571,12/28/2007,kuriharar,2008-01-31T07:37:44Z
"C0004D-51R-1, 91.3 cm",NULL,373.913,373.913,373.913,373.913,"C0004D-51R-1, 91.3 cm",NULL,373.913,373.913,373.913,373.913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.350535,2.921008,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-51R-2, 50.5 cm",NULL,374.92,374.92,374.92,374.92,"C0004D-51R-2, 52.0 cm",NULL,374.935,374.935,374.935,374.935,"C0004D-51R-2 WR, 50.5--52.0 cm",CKY000000000000883800,CARB,NULL,2,arito316,NULL,CKY,2007-12-26T02:22:00Z,NULL,NULL,NULL,NULL,0.08608,0.97164,0.0736,1/2/2008,kuriharar,2008-01-31T07:37:45Z
"C0004D-51R-2, 51.2 cm",NULL,374.927,374.927,374.927,374.927,"C0004D-51R-2, 51.2 cm",NULL,374.927,374.927,374.927,374.927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5372244,4.476691,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-51R-2, 103.0 cm",NULL,375.445,375.445,375.445,375.445,"C0004D-51R-2, 104.5 cm",NULL,375.46,375.46,375.46,375.46,"C0004D-51R-2 WR, 103.0--104.5 cm",CKY000000000000872000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-25T14:02:56Z,NULL,NULL,NULL,NULL,0.07954,0.54628,0.08168,12/28/2007,kuriharar,2008-01-31T07:37:44Z
"C0004D-51R-2, 103.8 cm",NULL,375.453,375.453,375.453,375.453,"C0004D-51R-2, 103.8 cm",NULL,375.453,375.453,375.453,375.453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1931326,1.609374,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-52R-1, 10.0 cm",NULL,377.6,377.6,377.6,377.6,"C0004D-52R-1, 11.0 cm",NULL,377.61,377.61,377.61,377.61,"C0004D-52R-1 WR, 10.0--11.0 cm",CKY000000000000887300,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T05:35:09Z,NULL,NULL,NULL,NULL,0.06858,1.06802,0.10547,1/11/2008,kuriharar,2008-01-31T07:37:45Z
"C0004D-52R-1, 10.5 cm",NULL,377.605,377.605,377.605,377.605,"C0004D-52R-1, 10.5 cm",NULL,377.605,377.605,377.605,377.605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5137805,4.281333,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-52R-2, 79.0 cm",NULL,379.69,379.69,379.69,379.69,"C0004D-52R-2, 80.5 cm",NULL,379.705,379.705,379.705,379.705,"C0004D-52R-2 WR, 79.0--80.5 cm",CKY000000000000889200,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T06:13:56Z,NULL,NULL,NULL,NULL,0.07085,0.82712,0.26428,1/2/2008,kuriharar,2008-01-31T07:37:45Z
"C0004D-52R-2, 79.8 cm",NULL,379.698,379.698,379.698,379.698,"C0004D-52R-2, 79.8 cm",NULL,379.698,379.698,379.698,379.698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3696523,3.080313,miyabes,2008-02-04T01:53:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0004D-52R-3, 18.0 cm",NULL,380.485,380.485,380.485,380.485,"C0004D-52R-3, 19.5 cm",NULL,380.5,380.5,380.5,380.5,"C0004D-52R-3 WR, 18.0--19.5 cm",CKY000000000000890900,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-26T06:46:37Z,NULL,NULL,NULL,NULL,0.08915,0.86773,0.14518,1/2/2008,kuriharar,2008-01-31T07:37:45Z
