leg	site	hole	core	section	top interval depth (cm)	bottom interval depth (cm)	top of core depth (m)	sample depth (m)	percent total carbon	percent organic carbon	percent calcium carbonate (CaCO3)	method code	data source code
64	474	A	9	4	55.0	55.0	239.50	244.55			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	10	2	62.0	62.0	249.00	251.12	2.1	1.7	3.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	10	4	58.0	58.0	249.00	254.08			22.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	12	3	6.0	6.0	268.00	271.06	3.4	1.9	12.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	12	4	121.0	121.0	268.00	273.71			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	13	3	58.0	58.0	277.50	281.08			19.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	13	4	115.0	115.0	277.50	283.15	4.0	1.9	17.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	16	3	65.0	65.0	306.00	309.65	2.8	1.8	7.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	17	4	81.0	81.0	315.50	320.81	2.7	1.8	7.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	19	2	48.0	48.0	327.00	328.98	1.7	1.4	1.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	19	2	55.0	55.0	327.00	329.05			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	21	5	76.0	76.0	344.00	350.76			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	21	5	77.0	77.0	344.00	350.77	1.1	0.7	2.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	21	6	46.0	46.0	344.00	351.96			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	23	1	92.0	92.0	363.00	363.92	2.1	1.3	6.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	23	4	85.0	85.0	363.00	368.35	2.3	2.0	2.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	23	4	112.0	112.0	363.00	368.62	2.4	1.6	6.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	24	2	137.0	137.0	372.50	375.37			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	25	1	58.0	58.0	382.00	382.58	3.2	2.7	4.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	25	1	140.0	140.0	382.00	383.40			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	25	2	15.0	15.0	382.00	383.65			10.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	26	1	100.0	100.0	391.50	392.50	4.6	2.6	16.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	27	3	78.0	78.0	401.00	404.78			28.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	27	4	79.0	79.0	401.00	406.29	2.2	1.7	4.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	28	2	119.0	119.0	410.50	413.19			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	28	4	74.0	74.0	410.50	415.74	2.3	1.3	8.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	29	1	44.0	44.0	420.00	420.44			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	29	2	110.0	110.0	420.00	422.60	3.5	2.3	10.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	30	1	69.0	69.0	429.50	430.19			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	30	3	67.0	67.0	429.50	433.17	3.3	1.6	14.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	31	3	53.0	53.0	439.00	442.53	2.5	1.8	5.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	32	2	120.0	120.0	448.50	451.20			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	32	5	107.0	107.0	448.50	455.57	2.5	2.0	4.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	32	7	20.0	20.0	448.50	457.70			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	33	3	81.0	81.0	458.00	461.81	2.1	1.4	5.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	35	1	22.0	22.0	477.00	477.22			13.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	36	2	107.0	107.0	486.50	489.07	4.4	2.3	17.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	37	3	100.0	100.0	496.00	500.00			10.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	39	1	59.0	59.0	515.00	515.59	0.7	0.5	1.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	474	A	39	3	29.0	29.0	515.00	518.29			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	39	3	51.0	51.0	515.00	518.51			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	39	3	111.0	111.0	515.00	519.11			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	40	1	120.0	120.0	524.50	525.70			10.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	40	2	136.0	136.0	524.50	527.36			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	40	3	5.0	5.0	524.50	527.55			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	40	3	19.0	19.0	524.50	527.69			38.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	474	A	41	3	119.0	119.0	534.00	538.19			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		1	2	61.0	61.0	0.00	2.11			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		1	2	67.0	67.0	0.00	2.17	2.6	1.9	6.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		2	2	127.0	127.0	6.00	8.77			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		2	3	65.0	65.0	6.00	9.65	4.6	2.8	14.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		2	4	6.0	6.0	6.00	10.56	3.7	2.8	7.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		2	4	16.0	16.0	6.00	10.66			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		2	5	12.0	12.0	6.00	12.12	3.3	1.7	13.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		3	2	70.0	70.0	15.50	17.70			19.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		3	2	71.0	71.0	15.50	17.71	3.3	1.3	16.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		5	3	70.0	70.0	34.50	38.20			11.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		5	4	7.0	7.0	34.50	39.07	1.7	1.4	2.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		6	2	50.0	50.0	44.00	46.00			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		6	2	53.0	53.0	44.00	46.03			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		6	5	24.0	24.0	44.00	50.24	3.2	2.1	8.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		6	5	115.0	115.0	44.00	51.15			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		8	5	62.0	62.0	63.00	69.62	2.1	2.1	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		8	5	133.0	133.0	63.00	70.33			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		8	6	22.0	22.0	63.00	70.72			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		9	3	29.0	29.0	72.50	75.79			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		9	4	7.0	7.0	72.50	77.07	2.5	2.5	0.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		11	4	29.0	29.0	91.50	96.29			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		11	6	15.0	15.0	91.50	99.15	1.9	1.7	2.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		12	4	117.0	117.0	101.00	106.67			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		12	5	29.0	29.0	101.00	107.29	2.3	1.3	8.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		13	4	48.0	48.0	110.50	115.48			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		13	4	49.0	49.0	110.50	115.49	2.2	1.8	3.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		15	2	79.0	79.0	129.50	131.79	1.4	1.3	1.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		15	2	122.0	122.0	129.50	132.22			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		15	4	53.0	53.0	129.50	134.53			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		15	6	68.0	68.0	129.50	137.68	2.3	2.3	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		16	2	104.0	104.0	139.00	141.54			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		16	5	35.0	35.0	139.00	145.35	1.5	1.2	2.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		17	1	70.0	70.0	148.50	149.20			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		17	2	46.0	46.0	148.50	150.46	1.0	1.0	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		17	3	29.0	29.0	148.50	151.79	0.9	0.9	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		17	4	45.0	45.0	148.50	153.45	2.2	1.9	3.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	475		17	4	131.0	131.0	148.50	154.31			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475		17	5	5.0	5.0	148.50	154.55			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475	B	1	5	39.0	39.0	0.00	6.39			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475	B	1	5	42.0	42.0	0.00	6.42			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	475	B	1	7	59.0	59.0	0.00	9.59	3.4	1.4	16.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		1	2	61.0	61.0	0.00	2.11			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		1	2	147.0	147.0	0.00	2.97	3.6	2.3	10.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		2	2	19.0	19.0	9.00	10.69			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		2	3	75.0	75.0	9.00	12.75			13.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		2	4	135.0	135.0	9.00	14.85	4.6	3.1	12.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		3	3	88.0	88.0	18.50	22.38	4.4	3.2	9.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		3	4	120.0	120.0	18.50	24.20			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		3	6	51.0	51.0	18.50	26.51			21.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		4	3	5.0	5.0	28.00	31.05	2.9	2.5	3.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		4	5	26.0	26.0	28.00	34.26			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		5	3	75.0	75.0	37.50	41.25	4.6	0.7	32.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		5	3	136.0	136.0	37.50	41.86			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		5	3	138.0	138.0	37.50	41.88			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		6	2	32.0	32.0	47.00	48.82			13.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		6	4	69.0	69.0	47.00	52.19	5.8	2.6	26.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		7	2	103.0	103.0	56.50	59.03			40.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		7	4	12.0	12.0	56.50	61.12	1.5	1.4	0.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		7	6	108.0	108.0	56.50	65.08			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		8	2	124.0	124.0	66.00	68.74	2.8	1.6	10.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		9	2	52.0	52.0	75.50	77.52			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		10	4	6.0	6.0	85.00	89.56	2.3	2.3	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		10	6	114.0	114.0	85.00	93.64			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		11	4	109.0	109.0	94.50	100.09			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		11	6	98.0	98.0	94.50	102.98	2.4	2.1	1.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		13	1	61.0	61.0	113.50	114.11			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		15	2	108.0	108.0	132.50	135.08			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		15	3	75.0	75.0	132.50	136.25	1.3	1.2	0.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		16	3	69.0	69.0	142.00	145.69	1.2	1.1	1.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		17	1	87.0	87.0	151.50	152.37	2.3	1.9	3.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		17	3	82.0	82.0	151.50	155.32			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		18	5	40.0	40.0	161.00	167.40			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		18	5	67.0	67.0	161.00	167.67	2.0	1.7	1.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		18	6	88.0	88.0	161.00	169.38			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		19	1	88.0	88.0	170.50	171.38	1.6	1.6	0.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		19	1	96.0	96.0	170.50	171.46			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		19	1	106.0	106.0	170.50	171.56			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		20	3	120.0	120.0	180.00	184.20			11.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		20	4	48.0	48.0	180.00	184.98			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		20	5	71.0	71.0	180.00	186.71	3.2	1.6	13.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		21	3	3.0	3.0	189.50	192.53	1.1	1.0	1.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	476		21	3	46.0	46.0	189.50	192.96			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		21	4	43.0	43.0	189.50	194.43			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	476		21	CC	10.0	10.0	189.50	194.73			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		2	2	136.0	136.0	1.00	3.86			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		3	2	1.0	1.0	10.50	12.01	2.8	2.0	6.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		3	2	28.0	28.0	10.50	12.28			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		3	2	83.0	83.0	10.50	12.83			11.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		3	2	115.0	115.0	10.50	13.15	3.8	2.6	9.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		4	1	30.0	30.0	20.00	20.30			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		4	1	43.0	43.0	20.00	20.43			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		4	1	84.0	84.0	20.00	20.84	3.7	2.5	9.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		5	1	80.0	80.0	29.50	30.30	3.6	2.4	10.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		5	1	89.0	89.0	29.50	30.39			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		5	1	94.0	94.0	29.50	30.44			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		5	CC	10.0	10.0	29.50	32.58			10.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		7	1	27.0	27.0	48.50	48.77	3.3	2.4	7.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		7	1	124.0	124.0	48.50	49.74			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		7	2	14.0	14.0	48.50	50.14			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		15	1	28.0	28.0	105.50	105.78			1.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		16	1	36.0	36.0	115.00	115.36			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		16	2	29.0	29.0	115.00	116.79	1.2	1.1	0.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		16	2	71.0	71.0	115.00	117.21			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		16	3	99.0	99.0	115.00	118.99			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		17	1	41.0	41.0	124.50	124.91			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		17	3	29.0	29.0	124.50	127.79	0.9	0.9	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		17	3	44.0	44.0	124.50	127.94			0.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		19	2	138.0	138.0	143.50	146.38	1.0	0.5	3.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		19	3	29.0	29.0	143.50	146.79			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		20	2	51.0	51.0	153.00	155.01			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		20	2	61.0	61.0	153.00	155.11			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477		20	2	88.0	88.0	153.00	155.38	1.4	1.4	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	477		22	1	26.0	26.0	172.00	172.26			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477	A	5	1	44.0	44.0	191.00	191.44			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477	A	7	1	43.0	43.0	210.00	210.43			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477	A	9	1	39.0	39.0	229.00	229.39			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477	B	1	1	14.0	14.0	0.00	0.14			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	477	B	1	2	110.0	110.0	0.00	2.60			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		1	1	15.0	15.0	0.00	0.15	2.3	1.7	4.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		1	2	97.0	97.0	0.00	2.47			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		2	2	2.0	2.0	3.50	5.02			10.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		2	3	65.0	65.0	3.50	7.15	4.6	2.8	14.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		2	3	78.0	78.0	3.50	7.28	2.2	1.9	3.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		2	6	102.0	102.0	3.50	12.02			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		3	1	19.0	19.0	13.00	13.19			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		4	6	121.0	121.0	22.50	31.21			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		4	CC	10.0	10.0	22.50	31.35			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		5	6	133.0	133.0	32.00	40.83			4.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		6	3	33.0	33.0	41.50	44.83			2.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		8	3	27.0	27.0	60.50	63.77			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		9	1	107.0	107.0	70.00	71.07			11.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		9	3	107.0	107.0	70.00	74.07			14.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		10	1	93.0	93.0	79.50	80.43			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		11	4	107.0	107.0	89.00	94.57			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		12	2	81.0	81.0	98.50	100.81			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		13	1	138.0	138.0	108.00	109.38			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		13	2	116.0	116.0	108.00	110.66			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		14	4	118.0	118.0	117.50	123.18			60.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		15	3	80.0	80.0	127.00	130.80	2.1	2.0	0.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		15	5	41.0	41.0	127.00	133.41			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		16	3	61.0	61.0	136.50	140.11	1.9	1.8	1.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		16	4	110.0	110.0	136.50	142.10			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		17	3	60.0	60.0	146.00	149.60	1.6	1.2	3.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		17	4	118.0	118.0	146.00	151.68			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		19	6	115.0	115.0	159.50	168.15			7.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		20	4	102.0	102.0	165.00	170.52			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		21	3	50.0	50.0	174.50	178.00	3.5	2.0	12.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		21	5	140.0	140.0	174.50	181.90			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		22	3	53.0	53.0	184.00	187.53	2.9	1.7	9.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
64	478		22	3	97.0	97.0	184.00	187.97			8.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		28	4	118.0	118.0	241.00	246.68			9.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		28	6	56.0	56.0	241.00	249.06			12.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		28	6	90.0	90.0	241.00	249.40			15.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		29	1	57.0	57.0	250.50	251.07			16.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		29	1	124.0	124.0	250.50	251.74			5.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		29	2	34.0	34.0	250.50	252.34			6.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
64	478		29	2	108.0	108.0	250.50	253.08			3.0	CARBONATE BOMB (CaCO3 only)	DR. BERND R. SIMONEIT
